geo,time,fm_lbl_bmny_cn
alb,2010,980283922352.60083
alb,2011,1070149540890.1698
alb,2012,1123407839788.6001
alb,2013,1148980916107.52002
alb,2014,1195086295902.8501
alb,2015,1216175309423.3999
alb,2016,1263453788209.38989
alb,2017,1266090000000
are,1973,2256600000
are,1974,6035500000
are,1975,8820200000
are,1976,16753600000
are,1977,15539500000
are,1978,17575700000
are,1979,18222400000
are,1980,23526600000
are,1981,29093600000
are,1982,33646300000
are,1983,36341900000.00001
are,1984,46869600000
are,1985,49886500000
are,1986,52076200000
are,1987,54940000000
are,1988,58156300000
are,1989,63188000000
are,1990,58008000000
are,1991,66444000000
are,1992,69511000000.00002
are,1993,68415000000.00001
are,1994,73818000000
are,1995,81360999999.99998
are,1996,86942000000
are,1997,94805000000
are,1998,98784000000
are,1999,110099000000
are,2000,126969000000
are,2001,154835000000
are,2002,171128000000
are,2003,197096000000
are,2004,243886000000
are,2005,318627000000.00006
are,2006,392871000000.00006
are,2007,555551000000
are,2008,673723000000
are,2009,728156000000
are,2010,773863000000
are,2011,813169000000
are,2012,849656000000
are,2013,1042904000000
are,2014,1125428000000
are,2015,1186817000000
are,2016,1225454999999.99976
arg,1960,0.0278
arg,1961,0.0277
arg,1962,0.0305
arg,1963,0.0406
arg,1964,0.0574
arg,1965,0.0729
arg,1966,0.0959
arg,1967,0.1475
arg,1968,0.1889
arg,1969,0.2284
arg,1970,0.276
arg,1971,0.3
arg,1972,0.63
arg,1973,1.1
arg,1974,1.7
arg,1975,4.3
arg,1976,19.5
arg,1977,63.8
arg,1978,173.9
arg,1979,499.8
arg,1980,958.4
arg,1981,1749.85
arg,1982,4642.1
arg,1983,23021.3
arg,1984,173802.9
arg,1985,917943.4
arg,1986,1955360.1
arg,1987,5145383.2
arg,1988,27929433.6
arg,1989,652203080
arg,1990,7913000000
arg,1991,19097000000
arg,1992,31030000000
arg,1993,45453000000
arg,1994,53471032000
arg,1995,51970875000.00001
arg,1996,61752084999.99999
arg,1997,77520318000.00002
arg,1998,85650721000
arg,1999,89150057999.99998
arg,2000,90514975371.92999
arg,2001,72922287000
arg,2002,87294433999.99998
arg,2003,113164011000
arg,2004,137412015000
arg,2005,166974723999.99997
arg,2006,200808369999.99997
arg,2007,249937393999.99997
arg,2008,270094095000.00003
arg,2009,316009864999.99994
arg,2010,420633113000
arg,2011,530130908000
arg,2013,908291162000
arg,2014,1179231215000.00024
arg,2015,1645874946000.00024
arg,2016,2329711615000
arg,2017,3029260623999.99951
arm,1992,247755114.01
arm,1993,2915502675.11
arm,1994,24500673436
arm,1995,40251072000
arm,1996,54370637558.1
arm,1997,70247105057.40001
arm,1998,96037385737.39999
arm,1999,109454299662.89999
arm,2000,151653252368.90002
arm,2001,158151295510.29996
arm,2002,211886128567.19998
arm,2003,233817917050.30002
arm,2004,285943410249.60004
arm,2005,365553511487.90009
arm,2006,485736892760.20001
arm,2007,691343266518.3999
arm,2008,707787799577.10022
arm,2009,814990216549.80005
arm,2010,911386033727.50012
arm,2011,1126978197618.8999
arm,2012,1346364910702.82983
arm,2013,1545372496268.68018
arm,2014,1674195609870.52026
arm,2015,1855676489934.14966
arm,2016,2180097920166.3894
arm,2017,2582783172064.57959
atg,1975,98017000
atg,1976,106489000
atg,1977,102525000
atg,1978,113214000
atg,1979,130737000
atg,1980,145366000
atg,1981,168537000
atg,1982,191252000
atg,1983,236804000
atg,1984,250243000
atg,1985,278726000
atg,1986,329270000.03052
atg,1987,449443999.93896
atg,1988,529898000
atg,1989,600588000
atg,1990,622407000
atg,1991,718018000
atg,1992,790494000
atg,1993,847631000
atg,1994,923023000
atg,1995,1104953643
atg,1996,1081662300
atg,1997,1158961659
atg,1998,1330609597
atg,1999,1661072307
atg,2000,1761551092
atg,2001,1848429601
atg,2002,1947394012
atg,2003,2250760640
atg,2004,2388832014
atg,2005,2600161012
atg,2006,2901541458
atg,2007,3231331560
atg,2008,3338058487
atg,2009,3011163873
atg,2010,3018561720.1571
atg,2011,3062796666.32461
atg,2012,3142015482.32811
atg,2013,3184231728.33949
atg,2014,3228532029.5246
atg,2015,3416327000
atg,2016,3373790000
aus,1960,7400800000
aus,1961,7753100000
aus,1962,8367100000
aus,1963,9242200000
aus,1964,10313000000
aus,1965,10845200000
aus,1966,11686400000
aus,1967,12738900000
aus,1968,13635000000
aus,1969,14934000000
aus,1970,15698000000
aus,1971,17065500000
aus,1972,20424200000
aus,1973,24775900000
aus,1974,27044900000
aus,1975,32605100000
aus,1976,36592300000.00001
aus,1977,38758899999.99999
aus,1978,42824800000
aus,1979,47796500000
aus,1980,54495100000
aus,1981,59881700000
aus,1982,66226300000
aus,1983,74991700000
aus,1984,83792100000
aus,1985,98803200000
aus,1986,108252000000
aus,1987,125603000000
aus,1988,148104000000
aus,1989,194040000000
aus,1990,218795000000
aus,1991,221381534000
aus,1992,237717356999.99997
aus,1993,251330436999.99997
aus,1994,276361078000
aus,1995,299902541900
aus,1996,331839020300.00006
aus,1997,356098378600
aus,1998,386118745999.99994
aus,1999,431311080600
aus,2000,447441725000
aus,2001,496349684400.00006
aus,2002,531272436806.95001
aus,2003,599081048679.34009
aus,2004,667485892485.40002
aus,2005,724227895075.60986
aus,2006,833319752996.68994
aus,2007,985258825231.47388
aus,2008,1152799564528.7998
aus,2009,1189775859355.70972
aus,2010,1310309396138.13989
aus,2011,1414711935846.84009
aus,2012,1518663791174.89941
aus,2013,1621130041674.27979
aus,2014,1735142459087.75
aus,2015,1838974814198.07007
aus,2016,1961564334926.96948
aus,2017,2050271332025.32983
aze,1992,1860280
aze,1993,17222770.8
aze,1994,209523185
aze,1995,262783252.2
aze,1996,307699952.2
aze,1997,435165402
aze,1998,369145134.516
aze,1999,443230761.28486
aze,2000,768617344.097
aze,2001,687393465.39386
aze,2002,786909528.19916
aze,2003,1020860404.94304
aze,2004,1505883860.66602
aze,2005,1838722835.5341
aze,2006,3434966766.91
aze,2007,5897260600.99
aze,2008,8494227333.49
aze,2009,8469182891.98
aze,2010,10527489350.26
aze,2011,13903175829.2
aze,2012,16775301806.39
aze,2013,19289833090.36
aze,2014,21566626182.6
aze,2015,21318889953.1
aze,2016,20890197961.93
bdi,1964,1340000000
bdi,1965,1387000000
bdi,1966,1371000000
bdi,1967,1637100000
bdi,1968,1688300000
bdi,1969,1755600000
bdi,1970,2229600000
bdi,1971,2732200000
bdi,1972,2677800000
bdi,1973,3132800000
bdi,1974,3696200000
bdi,1975,3553900000
bdi,1976,5390400000
bdi,1977,6843160000
bdi,1978,8824900000
bdi,1979,9536700000
bdi,1980,9861200000
bdi,1981,12843900000
bdi,1982,12189100000
bdi,1983,15824800000
bdi,1984,16291900000
bdi,1985,19851800000
bdi,1986,19878500000
bdi,1987,20215000000
bdi,1988,23390100000
bdi,1989,27813400000
bdi,1990,30591100000
bdi,1991,36098099999.99999
bdi,1992,38143400000
bdi,1993,40413800000
bdi,1994,53768000000
bdi,1995,49482300000
bdi,1996,58756300000
bdi,1997,63714100000
bdi,1998,63175100000
bdi,1999,93237400000
bdi,2000,107731020000
bdi,2001,125411700000
bdi,2002,163267975000.00003
bdi,2003,204082635000.00003
bdi,2004,224954415000.00003
bdi,2005,280588860000
bdi,2006,344174520000.00006
bdi,2007,361226600000
bdi,2008,482732400000
bdi,2009,565200300000
bdi,2010,703372515503
bdi,2011,752310099999.99988
bdi,2012,873381199999.99988
bdi,2013,983168800000
bdi,2014,1102468500000
bdi,2015,1101095800000
bdi,2016,1180019399999.99976
bdi,2017,1483583600000.00024
ben,1962,5850000000
ben,1963,6060000000
ben,1964,6130000000
ben,1965,6150000000
ben,1966,6460000000
ben,1967,6320000000
ben,1968,7299000000
ben,1969,8553000000
ben,1970,10028000000
ben,1971,12263000000
ben,1972,13897000000
ben,1973,14786000000
ben,1974,18449000000
ben,1975,31859000000
ben,1976,30631000000
ben,1977,34918000000
ben,1978,39017000000
ben,1979,40740999999.9844
ben,1980,60680999999.85941
ben,1981,75435999999.8613
ben,1982,98437999999.86127
ben,1983,96999999999.87502
ben,1984,111716000000
ben,1985,111620100000
ben,1986,109141900000
ben,1987,96814000000
ben,1988,97862100000
ben,1989,104192400000
ben,1990,134024300000
ben,1991,148322700000
ben,1992,176078600000
ben,1993,170620099999.99997
ben,1994,252348700000.00003
ben,1995,247713600000
ben,1996,279978300000
ben,1997,292969100000
ben,1998,282537200000
ben,1999,380835640000
ben,2000,479718499999.99994
ben,2001,483264800000
ben,2002,426006200000
ben,2003,520767399999.99994
ben,2004,462601096894.99994
ben,2005,539899761931.00006
ben,2006,687538784983
ben,2007,818510084892.99963
ben,2008,1025170548233
ben,2009,1107803820721.99976
ben,2010,1218193879787.00024
ben,2011,1330298678748
ben,2012,1429261082700.00024
ben,2013,1675179898145
ben,2014,1984822610470.00049
ben,2015,2108804367383.99951
ben,2016,2114328664666.99976
ben,2017,2137549922164.99976
bfa,1962,5520000000
bfa,1963,6110000000
bfa,1964,6270000000
bfa,1965,6410000000
bfa,1966,6620000000
bfa,1967,6650000000
bfa,1968,7595000000
bfa,1969,8708000000
bfa,1970,9364000000
bfa,1971,9928000000
bfa,1972,10593000000
bfa,1973,14486000000
bfa,1974,17533000000
bfa,1975,24322000000
bfa,1976,31552000000
bfa,1977,35573000000
bfa,1978,42515000000
bfa,1979,46242000000
bfa,1980,53217999999.9492
bfa,1981,63715999999.69141
bfa,1982,71378999999.6718
bfa,1983,80058999999.68359
bfa,1984,92767000000
bfa,1985,93325100000
bfa,1986,114193800000
bfa,1987,127511400000
bfa,1988,148693500000.00003
bfa,1989,154261100000.00003
bfa,1990,153493900000
bfa,1991,160350000000.00003
bfa,1992,166694200000
bfa,1993,179978899999.99997
bfa,1994,232873299999.99997
bfa,1995,284702900000
bfa,1996,299435900000
bfa,1997,352523600000
bfa,1998,356206099999.99994
bfa,1999,365311200000.00006
bfa,2000,392728300000
bfa,2001,380495100000
bfa,2002,369009500000
bfa,2003,623913600000
bfa,2004,598580413476
bfa,2005,583961404021
bfa,2006,644042980148.99988
bfa,2007,695533205527
bfa,2008,883150071787
bfa,2009,1087481766443
bfa,2010,1286907282270
bfa,2011,1471716124972
bfa,2012,1700576200528.99976
bfa,2013,1885523023394
bfa,2014,2093061859214.00024
bfa,2015,2499589277695.00049
bfa,2016,2790940214510.99951
bfa,2017,3344695426796.00049
bgd,1974,13683600000
bgd,1975,14420500000
bgd,1976,17154400000
bgd,1977,21282700000
bgd,1978,26882700000
bgd,1979,32944300000
bgd,1980,39861600000
bgd,1981,46564400000
bgd,1982,52188600000
bgd,1983,73242300000
bgd,1984,99829000000
bgd,1985,113488000000
bgd,1986,131937000000
bgd,1987,156755000000
bgd,1988,178166000000.00003
bgd,1989,211370000000
bgd,1990,233352000000
bgd,1991,265340000000.00003
bgd,1992,297274000000
bgd,1993,328530000000
bgd,1994,392048000000
bgd,1995,439677000000
bgd,1996,486872999999.99994
bgd,1997,534308000000
bgd,1998,595294000000
bgd,1999,687394000000
bgd,2000,820385000000
bgd,2001,1173131000000
bgd,2002,1343240000000
bgd,2003,1532211000000.00024
bgd,2004,1748702000000
bgd,2005,2025231000000.00024
bgd,2006,2434644000000
bgd,2007,2764498000000.00049
bgd,2008,3218075000000
bgd,2009,3869555000000.00098
bgd,2010,4685212999999.99902
bgd,2011,5477734000000
bgd,2012,6409569000000
bgd,2013,7361378000000
bgd,2014,8510505000000
bgd,2015,9777918000000
bgd,2016,11410611000000.00195
bgd,2017,12977219000000
bgr,2005,25259650000
bgr,2006,32061400000
bgr,2007,42092090000
bgr,2008,45820040000
bgr,2009,47731710000
bgr,2010,50740960000
bgr,2011,56921880000
bgr,2012,61721700000
bgr,2013,67237010000
bgr,2014,68006220000
bgr,2015,73967329999.99998
bgr,2016,79593920000
bgr,2017,85727239999.99998
bhr,1965,26235000
bhr,1966,32280000
bhr,1967,37079000
bhr,1968,43942000
bhr,1969,48427000
bhr,1970,56436000
bhr,1971,73129000
bhr,1972,87883000
bhr,1973,99636000
bhr,1974,145829000
bhr,1975,184224000
bhr,1976,303833000
bhr,1977,361802000
bhr,1978,432245000
bhr,1979,443269000
bhr,1980,561461000
bhr,1981,760744000
bhr,1982,442953000
bhr,1983,857952000
bhr,1984,827760000
bhr,1985,903307000
bhr,1986,885170000
bhr,1987,968451000
bhr,1988,1007599000
bhr,1989,1052430000
bhr,1990,930736000
bhr,1991,1146746000
bhr,1992,1202482000
bhr,1993,1271358000
bhr,1994,1347430000
bhr,1995,1447471000
bhr,1996,1492371000
bhr,1997,1609500000
bhr,1998,1879200000
bhr,1999,1956700000
bhr,2000,2156700000
bhr,2001,2356000000
bhr,2002,2599574000
bhr,2003,2764829000
bhr,2004,2879493097.5495
bhr,2005,3512729033.61872
bhr,2006,4035900000
bhr,2007,5622000000
bhr,2008,6728400000
bhr,2009,7119300000
bhr,2010,7867500000
bhr,2011,8135100000
bhr,2012,8464800000
bhr,2013,9159100000
bhr,2014,9755500000
bhr,2015,10042900000
bhs,1969,200800000
bhs,1970,183600000
bhs,1971,189200000
bhs,1972,204500000
bhs,1973,207400000
bhs,1974,208500000
bhs,1975,228600000
bhs,1976,273300000
bhs,1977,280600000
bhs,1978,318300000
bhs,1979,367300000
bhs,1980,421200000
bhs,1981,467400000
bhs,1982,540100000
bhs,1983,610700000
bhs,1984,667800000
bhs,1985,706700000
bhs,1986,776600000
bhs,1987,898200000
bhs,1988,973500000
bhs,1989,1050400000
bhs,1990,1227100000
bhs,1991,1308500000
bhs,1992,1380300000
bhs,1993,1602900000
bhs,1994,1742800000
bhs,1995,1891800000
bhs,1996,1998200000
bhs,1997,2467324000
bhs,1998,2868100000
bhs,1999,3171100000
bhs,2000,3466400000
bhs,2001,3636600000
bhs,2002,3745000000
bhs,2003,3882700000
bhs,2004,4240700000
bhs,2005,4700200000
bhs,2006,5065000000
bhs,2007,5598300000
bhs,2008,5892500000
bhs,2009,5990600000
bhs,2010,6150000000
bhs,2011,6266100000
bhs,2012,6244400000
bhs,2013,6298400000
bhs,2014,6328700000
bhs,2015,6314200000
bhs,2016,6862900000
bih,1997,1494908623.97
bih,1998,1823961218
bih,1999,2325947332
bih,2000,2587625639
bih,2001,4600478693
bih,2002,5016267470
bih,2003,5420903020
bih,2004,6724414640
bih,2005,7973200050
bih,2006,9901802289.57
bih,2007,11953209282.15
bih,2008,12439292677.63
bih,2009,12709091253.52
bih,2010,13627140859.53
bih,2011,14417369807.14
bih,2012,14909695023.59
bih,2013,16093587423.71
bih,2014,17268941196.09
bih,2015,18647208317.23
bih,2016,20197558918.51
bih,2017,22099378439.79
blr,1994,694021.29
blr,1995,1793446.06
blr,1996,2733694.26
blr,1997,5777925.59
blr,1998,21725243.71
blr,1999,50544225.79
blr,2000,161371431.21
blr,2001,25622.88036
blr,2002,38185.40259
blr,2003,58937.39783
blr,2004,883950000
blr,2005,1257058910
blr,2006,1750586580
blr,2007,2450601750
blr,2008,3096110030
blr,2009,3810707290
blr,2010,5026017120
blr,2011,11119532390
blr,2012,16129376430
blr,2013,19330678410
blr,2014,23944273070
blr,2015,32693879880
blr,2016,33934965747.7752
blr,2017,39848544785.51
blz,1976,71580000
blz,1977,73430000
blz,1978,92930000
blz,1979,95937000
blz,1980,108196000
blz,1981,117812000
blz,1982,125069000
blz,1983,148159000
blz,1984,154630000
blz,1985,167732000
blz,1986,199096000
blz,1987,241650000
blz,1988,252112000
blz,1989,287269000
blz,1990,330795000
blz,1991,364196000
blz,1992,411445000
blz,1993,424918000
blz,1994,460526000
blz,1995,544311000
blz,1996,585578000
blz,1997,653149000
blz,1998,691579000
blz,1999,800621000
blz,2000,900043000
blz,2001,991870000
blz,2002,1021002000
blz,2003,1071344000
blz,2004,1212259000
blz,2005,1291947000
blz,2006,1504796339.34
blz,2007,1736100148.5
blz,2008,1966634838.03
blz,2009,2093171185.56
blz,2010,2090776557.44
blz,2011,2201187509.05
blz,2012,2443513569.86
blz,2013,2476573155.37
blz,2014,2672056882.09
blz,2015,2874104493.9
blz,2016,2950241797.18
blz,2017,2939370538.43
bol,1960,434.5
bol,1961,513.1
bol,1962,584.8
bol,1963,701.6
bol,1964,852.8
bol,1965,995
bol,1966,1253.2
bol,1967,1342.5
bol,1968,1512.5
bol,1969,1667.1
bol,1970,1913.2
bol,1971,2258.7
bol,1972,2844.3
bol,1973,3775.8
bol,1974,5449
bol,1975,6714.7
bol,1976,9902.5
bol,1977,12815
bol,1978,14480.9
bol,1979,16631.3
bol,1980,23124
bol,1981,29417.7
bol,1982,97201.2
bol,1983,265116
bol,1984,4053400
bol,1985,287300000
bol,1986,817000000
bol,1987,1592700000
bol,1988,2036100000
bol,1989,2472500000
bol,1990,3779600000
bol,1991,5697100000
bol,1992,7661100000
bol,1993,10243100000
bol,1994,12723100000
bol,1995,13697400000
bol,1996,19154161924.68
bol,1997,22786656415.59
bol,1998,25845352199
bol,1999,26680306596.57
bol,2000,27094684561.77
bol,2001,34145254293.2672
bol,2002,32164317428.9323
bol,2003,36738375247.1356
bol,2004,34861567995.9744
bol,2005,39688299830.26961
bol,2006,48959127538.4958
bol,2007,62148803498.17621
bol,2008,77494309364.576
bol,2009,85343106224.97659
bol,2010,96125106678.55038
bol,2011,118201478340.89001
bol,2012,141095336029.23798
bol,2013,166645874523.67203
bol,2014,192715687688.52197
bol,2015,218038615945.27802
bol,2016,218044047269.26099
bol,2017,239826990837.71298
bra,1960,0.00025
bra,1961,0.00037
bra,1962,0.0006
bra,1963,0.00099
bra,1964,0.00177
bra,1965,0.00307
bra,1966,0.00372
bra,1967,0.00565
bra,1968,0.0081
bra,1969,0.01065
bra,1970,0.01371
bra,1971,0.01891
bra,1972,0.02364
bra,1973,0.03382
bra,1974,0.04582
bra,1975,0.06545
bra,1976,0.09091
bra,1977,0.13164
bra,1978,0.19164
bra,1979,0.33164
bra,1980,0.53527
bra,1981,1.00691
bra,1982,1.85309
bra,1983,4.36982
bra,1984,16.17382
bra,1985,68.32909
bra,1986,265.94473
bra,1987,834.18327
bra,1988,23632
bra,1989,473795.27273
bra,1990,3510200
bra,1991,21117945.45455
bra,1992,390551636.36364
bra,1993,13203194545.4545
bra,1994,158753000000
bra,1995,229084000000
bra,1996,300179999999.99994
bra,1997,351940999999.99994
bra,1998,394242014000.00006
bra,1999,465660313000
bra,2000,557416988442.69104
bra,2001,768549897649.47302
bra,2002,819538719981.67578
bra,2003,963611130741.9071
bra,2004,1104699436448.27002
bra,2005,1311373899893.56982
bra,2006,1555885078462.90991
bra,2007,1899036720181.71997
bra,2008,2255804370675.49072
bra,2009,2633692911636.77051
bra,2010,3079445129054.71045
bra,2011,3587828886061.56836
bra,2012,4140457123800.86133
bra,2013,4453208747647.41992
bra,2014,5070354701363.76074
bra,2015,5618182863694.55957
bra,2016,6281778215759.94922
bra,2017,6526878558468.95996
brb,1966,89900000
brb,1967,107500000
brb,1968,142300000
brb,1969,152900000
brb,1970,176500000
brb,1971,208900000
brb,1972,240200000
brb,1973,246070000
brb,1974,295580000
brb,1975,345910000
brb,1976,390560000
brb,1977,429560000
brb,1978,532910000
brb,1979,674350000
brb,1980,769650000
brb,1981,882210000
brb,1982,959440000
brb,1983,1067140000
brb,1984,1146330000
brb,1985,1250960000
brb,1986,1349060000
brb,1987,1592060000
brb,1988,1768840000
brb,1989,1816240000
brb,1990,2062400000
brb,1991,2047260000
brb,1992,2156330000
brb,1993,2233610000
brb,1994,2402350000
brb,1995,2516580000
brb,1996,2968180000
brb,1997,3150650000
brb,1998,3400710000
brb,1999,3643260000
brb,2000,3992950000
brb,2001,5359648000
brb,2002,6183683000
brb,2003,6469169000
brb,2004,7227950000
brb,2005,8448445000
brb,2006,8900031003.99
brb,2007,10761233142
brb,2008,10885418561
brb,2009,10947794288
brn,1999,6006431000
brn,2000,8869146000
brn,2001,7811022761.27
brn,2002,7958293371.43
brn,2003,8282280179.8
brn,2004,9593752087.27
brn,2005,9162281138.42
brn,2006,9356236945.26
brn,2007,9983680656.33
brn,2008,10939993705.85
brn,2009,11996316411.03
brn,2010,12572984821.6852
brn,2011,13837184842.331
brn,2012,13961592059.5603
brn,2013,14166306551.0533
brn,2014,14622621151.1084
brn,2015,14365355864.2615
brn,2016,14582167726.0329
btn,1983,324600000
btn,1984,367000000
btn,1985,464000000
btn,1986,498600000
btn,1987,552500000
btn,1988,723700000
btn,1989,976500000
btn,1990,1078800000
btn,1991,1397900000
btn,1992,1587000000
btn,1993,1942000000
btn,1994,2395300000
btn,1995,3248800000
btn,1996,3539600000
btn,1997,5625900000
btn,1998,6410400000
btn,1999,8464700000
btn,2000,9935400000
btn,2001,10715563166.7483
btn,2002,15335718585.16
btn,2003,16114923927.399
btn,2004,18721196082.51
btn,2005,21152928355.44609
btn,2006,25100720786.4447
btn,2007,28056515892.7089
btn,2008,35399160469.2081
btn,2009,44547928657.59441
btn,2010,51962392179.9902
btn,2011,54242870967.76589
btn,2012,57383628994.94289
btn,2013,59533529083.4978
btn,2014,74961629218.39809
btn,2015,77875597188.4342
btn,2016,96203175925.73169
bwa,1976,86175000
bwa,1977,108575000
bwa,1978,120949000
bwa,1979,198995000
bwa,1980,236860000
bwa,1981,226498000
bwa,1982,245640000
bwa,1983,316250000
bwa,1984,368890000
bwa,1985,557400000
bwa,1986,606170000
bwa,1987,1013350000
bwa,1988,1228340000
bwa,1989,1797250000
bwa,1990,1545890000
bwa,1991,2188480000
bwa,1992,2478470000
bwa,1993,2120680000
bwa,1994,2392330000
bwa,1995,2685560000
bwa,1996,3189870000
bwa,1997,4103536000
bwa,1998,5721573000
bwa,1999,7228240000
bwa,2000,7328450000
bwa,2001,12633716979.31
bwa,2002,15572738296.8
bwa,2003,17801914078.84
bwa,2004,19708452471.752
bwa,2005,22547033567.19
bwa,2006,24567678420.81
bwa,2007,32296611088.51999
bwa,2008,39227767571.1
bwa,2009,38716773962.52
bwa,2010,42860100737.46
bwa,2011,44763225926.49
bwa,2012,49236876002.05
bwa,2013,53389846153.00999
bwa,2014,55842206681.11999
bwa,2015,66941123575.36999
bwa,2016,70549970993.0963
caf,1963,4130000000
caf,1964,4310000000
caf,1965,5560000000
caf,1966,5710000000
caf,1967,6240000000
caf,1968,7999000000
caf,1969,7693000000
caf,1970,8486000000
caf,1971,8561000000
caf,1972,9935000000
caf,1973,10359000000
caf,1974,13410000000
caf,1975,13487000000
caf,1976,19147000000
caf,1977,20514000000
caf,1978,22600000000
caf,1979,27145000000
caf,1980,36632999999.873
caf,1981,45364999999.873
caf,1982,43457999999.873
caf,1983,48548000000
caf,1984,52203000000
caf,1985,57431000000
caf,1986,58707000000
caf,1987,60847000000.00001
caf,1988,57033000000
caf,1989,64116999999.99999
caf,1990,61844999999.99999
caf,1991,59222000000
caf,1992,57242000000
caf,1993,64580000000
caf,1994,115289000000
caf,1995,120217999999.99998
caf,1996,126067000000
caf,1997,116328000000
caf,1998,97544000000
caf,1999,108337000000
caf,2000,110914000000
caf,2001,108708000000
caf,2002,103184000000
caf,2003,95301000000
caf,2004,107761000000
caf,2005,127464000000
caf,2006,121609000000
caf,2007,113935000000
caf,2008,134931000000
caf,2009,150733000000
caf,2010,175045000000
caf,2011,199191000000
caf,2012,202289000000
caf,2013,213650000000
caf,2014,244800000000
caf,2015,260805000000
caf,2016,272629000000
can,1960,14543000000
can,1961,15775000000
can,1962,16225000000
can,1963,18110000000
can,1964,19910000000
can,1965,21955000000
can,1966,28268000000
can,1967,32410000000
can,1968,36980000000
can,1969,40110000000
can,1970,44007000000
can,1971,48406000000
can,1972,55428000000
can,1973,67151000000.00001
can,1974,79960000000
can,1975,92657000000
can,1976,109584000000
can,1977,125745000000
can,1978,146868000000
can,1979,173079000000
can,1980,194042000000
can,1981,251568000000
can,1982,266550000000
can,1983,272947999999.99997
can,1984,293306000000
can,1985,314356999999.99994
can,1986,341363000000.00006
can,1987,370386000000
can,1988,415694000000
can,1989,471361000000
can,1990,509510000000
can,1991,529294000000
can,1992,563174000000
can,1993,573903000000
can,1994,600478000000
can,1995,629480999999.99988
can,1996,654945000000
can,1997,683580000000
can,1998,700126333333.33301
can,1999,737669000000
can,2000,786527000000
can,2001,1769929602999.99976
can,2002,1816930537000
can,2003,1826209004000
can,2004,1925976772000
can,2005,2111740912999.99951
can,2006,2375275452999.99951
can,2007,1768376277000
can,2008,2032249287000
che,1960,41125999999.8418
che,1961,45366999999.82569
che,1962,51619999999.7007
che,1963,56181999999.73241
che,1964,62857999999.8574
che,1965,67223999999.8569
che,1966,72202999999.85689
che,1967,77893999999.748
che,1968,87220999999.74609
che,1969,99635999999.75
che,1970,109866999999.87502
che,1971,121949000000
che,1972,134833000000
che,1973,141817999999.996
che,1974,117636999999.996
che,1975,126488999999.996
che,1976,137888999999.996
che,1977,147201999999.99997
che,1978,163813000000
che,1979,179403000000
che,1980,180265000000
che,1981,195367999999.875
che,1982,231671000000
che,1983,240677999999.87503
che,1984,273807000000
che,1985,285228000000.00006
che,1986,294737000000
che,1987,325890000000
che,1988,343568000000
che,1989,365155000000.00006
