geo,time,ne_con_totl_cn
aze,2007,12212500000
aze,2008,16829800000
aze,2009,19182100000
aze,2010,21336100000
aze,2011,24679700000
aze,2012,27370200000
aze,2013,30363000000
aze,2014,33238800000
aze,2015,37575699999.99999
aze,2016,43228499999.99999
aze,2017,48482300000
aze,2018,50552900000
bdi,1960,9274999800
bdi,1961,9624999900
bdi,1962,10237500400
bdi,1963,11724999700
bdi,1964,12074999800
bdi,1965,12934900000
bdi,1966,13817500000
bdi,1967,14701400000
bdi,1968,15209500000
bdi,1969,15668900000
bdi,1970,20474800000
bdi,1971,21709600000
bdi,1972,21629700000
bdi,1973,23625600000
bdi,1974,27659400000
bdi,1975,34195700000
bdi,1976,36292400000
bdi,1977,43610899999.99999
bdi,1978,51889700000
bdi,1979,65948000000
bdi,1980,83269500000
bdi,1981,83628100000
bdi,1982,93230900000
bdi,1983,93486500000
bdi,1984,110699600000
bdi,1985,133099194700.00002
bdi,1986,135758181500.00002
bdi,1987,130550872600.00002
bdi,1988,149422257600
bdi,1989,170972025500
bdi,1990,204280000000
bdi,1991,220751087200
bdi,1992,248361844999.99997
bdi,1993,242118509599.99997
bdi,1994,259981583600
bdi,1995,269825470700
bdi,1996,267633934100
bdi,1997,337683999999.99994
bdi,1998,418885000000
bdi,1999,466800000000
bdi,2000,672091193100
bdi,2001,772729498300
bdi,2002,832410261399.99988
bdi,2003,906777572100
bdi,2004,1081408939900
bdi,2005,1262614980000
bdi,2006,1431550799999.99976
bdi,2007,1614152900000
bdi,2008,2155593100000.00049
bdi,2009,2270954300000
bdi,2010,2574568299999.99951
bdi,2011,3074821300000
bdi,2012,3634257700000.00049
bdi,2013,4337864500000
bdi,2014,4662090000000
bdi,2015,4774174000000
bdi,2016,4947896000000.00098
bdi,2017,5560824000000
bdi,2018,5637830000000
bel,1970,22499524800
bel,1971,25160198600
bel,1972,28357538200
bel,1973,32529491200
bel,1974,38015431500
bel,1975,44148933400.00001
bel,1976,50165703400
bel,1977,55294087900
bel,1978,59800588700.00001
bel,1979,65201394500
bel,1980,71317288300
bel,1981,77467767000
bel,1982,84317675700
bel,1983,89532167400
bel,1984,95328322699.99998
bel,1985,101718430400
bel,1986,105133656200
bel,1987,108687129600
bel,1988,112349152800
bel,1989,119774580800
bel,1990,126573286700.00002
bel,1991,134809766899.99998
bel,1992,140535262400
bel,1993,144455347700
bel,1994,151146527799.99997
bel,1995,156517699999.99997
bel,1996,161137999999.99997
bel,1997,165421500000.00003
bel,1998,172169000000
bel,1999,177744399999.99997
bel,2000,188058200000
bel,2001,194865299999.99997
bel,2002,201321700000
bel,2003,207182200000
bel,2004,215012600000
bel,2005,224102400000
bel,2006,234066700000
bel,2007,244868200000
bel,2008,258145800000
bel,2009,261811299999.99997
bel,2010,272975200000.00003
bel,2011,284201800000
bel,2012,294447100000
bel,2013,301629500000
bel,2014,306463900000.00006
bel,2015,312334500000
bel,2016,321115100000
bel,2017,332508600000.00006
bel,2018,343340999999.99994
ben,1960,52448783900
ben,1961,54493686300
ben,1962,55720934900
ben,1963,60463181800
ben,1964,64717824499.99999
ben,1965,70235832300
ben,1966,74847313900
ben,1967,75542782000.00002
ben,1968,78659215400
ben,1969,83395264499.99998
ben,1970,90087743500.00002
ben,1971,92044165100
ben,1972,102434701299.99998
ben,1973,109285949400
ben,1974,129431715800
ben,1975,144456581100
ben,1976,169196486700.00003
ben,1977,185840042000
ben,1978,213699280900
ben,1979,253556375600.00003
ben,1980,315751301099.99994
ben,1981,394172137500
ben,1982,394565386200
ben,1983,419453272100
ben,1984,452742283300
ben,1985,488855142400
ben,1986,474152435700.00006
ben,1987,482503786500
ben,1988,495357263900.00012
ben,1989,476811591699.99994
ben,1990,497861529100.00006
ben,1991,531593419100.00018
ben,1992,574451949800
ben,1993,607968958100
ben,1994,798038373399.99988
ben,1995,949138319600
ben,1996,1038363552799.99988
ben,1997,1136130997299.99976
ben,1998,1263754536700.00024
ben,1999,1496900000000
ben,2000,1648900000000
ben,2001,1778500000000
ben,2002,1901500000000
ben,2003,2010500000000
ben,2004,2068500000000
ben,2005,2284000000000.00049
ben,2006,2442399999999.99951
ben,2007,2533400000000.00049
ben,2008,2887900000000.00049
ben,2009,3018000000000
ben,2010,3116900000000
ben,2011,3269900000000
ben,2012,3659699999999.99951
ben,2013,3860600000000
ben,2014,4022000000000
ben,2015,4197800000000
ben,2016,4540695120800
ben,2017,4798948910000
ben,2018,4775400245300
bfa,1960,77429365800
bfa,1961,81393852400.00002
bfa,1962,87891670000.00002
bfa,1963,91074407400
bfa,1964,92787561500.00002
bfa,1965,94612168700.00002
bfa,1966,98019541000
bfa,1967,104590934000.00002
bfa,1968,107080097800
bfa,1969,117095383000
bfa,1970,118339059699.99998
bfa,1971,122465722400
bfa,1972,131282436100.00002
bfa,1973,132529586200.00002
bfa,1974,148789329900
bfa,1975,183856316400.00003
bfa,1976,204597149700
bfa,1977,263675101200
bfa,1978,313124454400
bfa,1979,359791034399.99994
bfa,1980,405221998600
bfa,1981,484024090600
bfa,1982,560929701900
bfa,1983,587800576000
bfa,1984,609490567200
bfa,1985,684583747600
bfa,1986,704083853300
bfa,1987,694414082000
bfa,1988,758483058700
bfa,1989,788394213399.99988
bfa,1990,798574968800.00012
bfa,1991,810617995299.99988
bfa,1992,811889000400
bfa,1993,835889004499.99976
bfa,1994,880330670100
bfa,1995,1051630567400.00012
bfa,1996,1218737733600
bfa,1997,1262902444000
bfa,1998,1508294918099.99976
bfa,1999,1788282011600.00024
bfa,2000,1787799000000.00024
bfa,2001,2063853100999.99976
bfa,2002,2122182000000
bfa,2003,2248947000000.00049
bfa,2004,2372310000000.00049
bfa,2005,2649507999999.99951
bfa,2006,2846324000000
bfa,2007,2988187000000
bfa,2008,3409280000000
bfa,2009,3562580000000
bfa,2010,3712943000000
bfa,2011,4057341000000
bfa,2012,4514278000000.00098
bfa,2013,4865665000000
bfa,2014,5088635999999.99902
bfa,2015,5294329999999.99902
bfa,2016,5389850390400
bfa,2017,5802955090100
bfa,2018,6414379387000
bgd,1960,18963355700
bgd,1961,21549206700
bgd,1962,21481192100
bgd,1963,23444044900
bgd,1964,23815396400
bgd,1965,26148238500
bgd,1966,28855152100
bgd,1967,32234033300
bgd,1968,32013670700
bgd,1969,37005817700
bgd,1970,40078640799.99999
bgd,1971,40415985200
bgd,1972,38997235500.00001
bgd,1973,60785847800.00001
bgd,1974,98949242800
bgd,1975,170996668599.99997
bgd,1976,154714380199.99997
bgd,1977,140072569299.99997
bgd,1978,197559780600.00003
bgd,1979,233316888900
bgd,1980,275019028100
bgd,1981,281781000000
bgd,1982,316375000000.00006
bgd,1983,367980000000.00006
bgd,1984,440964000000
bgd,1985,495166000000
bgd,1986,553858000000
bgd,1987,647044000000
bgd,1988,715003000000
bgd,1989,782692000000
bgd,1990,874225999999.99988
bgd,1991,944122000000
bgd,1992,1029686000000
bgd,1993,1099499000000.00012
bgd,1994,1176681000000
bgd,1995,1324971000000.00024
bgd,1996,1587456000000
bgd,1997,1706942000000
bgd,1998,1846399000000.00024
bgd,1999,2003434000000
bgd,2000,2147523000000.00049
bgd,2001,2312298000000
bgd,2002,2487877000000
bgd,2003,2780096000000
bgd,2004,3020820000000
bgd,2005,3371505999999.99951
bgd,2006,3789402561200
bgd,2007,4357306461200
bgd,2008,5080417821799.99902
bgd,2009,5617136855999.99902
bgd,2010,6315707063100
bgd,2011,7269658186200.00098
bgd,2012,8312500384199.99902
bgd,2013,9347273302399.99805
bgd,2014,10468575000000.00195
bgd,2015,11799237000000
bgd,2016,13000335000000.00195
bgd,2017,14753560000000.00195
bgd,2018,17365869000000
bgr,1980,17804400
bgr,1981,17635600
bgr,1982,18801600
bgr,1983,19802200
bgr,1984,20558100
bgr,1985,22233100
bgr,1986,23256700
bgr,1987,25182200
bgr,1988,25274400
bgr,1989,27162700
bgr,1990,35414000
bgr,1991,99254000
bgr,1992,172590000
bgr,1993,276022000
bgr,1994,479477000
bgr,1995,929400000
bgr,1996,1917500000
bgr,1997,14766100000
bgr,1998,19700500000
bgr,1999,21219300000
bgr,2000,24261000000
bgr,2001,27258300000
bgr,2002,29791700000
bgr,2003,32280100000
bgr,2004,36140700000.00001
bgr,2005,40865200000
bgr,2006,45586099999.99999
bgr,2007,54068000000
bgr,2008,60267100000
bgr,2009,58303700000
bgr,2010,59674100000
bgr,2011,63051000000.00001
bgr,2012,66740199999.99999
bgr,2013,65006500000
bgr,2014,66579900000
bgr,2015,69668700000
bgr,2016,72301799999.99998
bgr,2017,77523600000
bgr,2018,83528999999.99998
bhr,1980,521200200
bhr,1981,616300000
bhr,1982,706199800
bhr,1983,736100000
bhr,1984,804400100
bhr,1985,719800000
bhr,1986,682600000
bhr,1987,759800000
bhr,1988,862500000
bhr,1989,934800000
bhr,1990,995900000
bhr,1991,1423900000
bhr,1992,1481700000
bhr,1993,1535900000
bhr,1994,1531500000
bhr,1995,1624800000
bhr,1996,1695100000
bhr,1997,1742300000
bhr,1998,1810300000
bhr,1999,1896600000
bhr,2000,2074330000
bhr,2001,2163250000
bhr,2002,2264170000
bhr,2003,2508040000
bhr,2004,3115360000
bhr,2005,3229690000
bhr,2006,3300670000
bhr,2007,3571550000
bhr,2008,4425650000
bhr,2009,4733950000
bhr,2010,5231580000
bhr,2011,5725410000
bhr,2012,6179440000
bhr,2013,6890990000
bhr,2014,7108170000
bhr,2015,7338730000
bhr,2016,7510960000
bhr,2017,7810370000
bhr,2018,8694000000
bhs,1977,506100000
bhs,1978,611900000
bhs,1979,894800000
bhs,1980,990900000
bhs,1981,1086200100
bhs,1982,1141100000
bhs,1983,1232300000
bhs,1984,1599600000
bhs,1985,1747700000
bhs,1986,1870800000
bhs,1987,2054100000
bhs,1989,2329790000
bhs,1990,2396180000
bhs,1991,2491670000
bhs,1992,2435600000
bhs,1993,2459830000
bhs,1994,2613740000
bhs,1995,2810110000
bhs,1996,3030110000
bhs,1997,4394100000
bhs,1998,4787200000
bhs,1999,5163200000
bhs,2000,5374500000
bhs,2001,5838100000
bhs,2002,5886400000
bhs,2003,5998700000
bhs,2004,6203600000
bhs,2005,6804800000
bhs,2006,7297100000
bhs,2007,7487300000
bhs,2008,7625000000
bhs,2009,7313200000
bhs,2010,7491000000
bhs,2011,7726900000
bhs,2012,8217700000
bhs,2013,8046100000
bhs,2014,8461600000
bhs,2015,9006600000
bhs,2016,9005200000
bhs,2017,9757100000
bhs,2018,10094700000
bih,2004,18760876000
bih,2005,20497962000
bih,2006,22428904000
bih,2007,24298555000
bih,2008,27563286000
bih,2009,26949937000
bih,2010,27364184000
bih,2011,28162419000
bih,2012,28672469000
bih,2013,28850840000
bih,2014,29311515000
bih,2015,29670640000
bih,2016,30159934000
bih,2017,30851647000
bih,2018,32106482000
blr,1990,308
blr,1991,600
blr,1992,6100
blr,1993,73600
blr,1994,1421700
blr,1995,9668300
blr,1996,15453800
blr,1997,28386000
blr,1998,54565900
blr,1999,236477600
blr,2000,697723000
blr,2001,1359725000
blr,2002,2104670000
blr,2003,2870690000
blr,2004,3715870000
blr,2005,4735140000
blr,2006,5602820000
blr,2007,6834050000
blr,2008,8888360000
blr,2009,10274550000
blr,2010,12216680000
blr,2011,19096470000
blr,2012,33743220000
blr,2013,43384270000
blr,2014,53650850000
blr,2015,60958050000
blr,2016,66619000000.00001
blr,2017,74138800000
blr,2018,84520199999.99998
blz,1980,254152635.0156
blz,1981,270920803.59596
blz,1982,268449954.19309
blz,1983,267134354.81304
blz,1984,263463379.78141
blz,1985,282856094.52693
blz,1986,279394672.64702
blz,1987,327945330.78541
blz,1988,373844217.14035
blz,1989,428715856.45904
blz,1990,444247127.34577
blz,1991,503500000
blz,1992,879806800
blz,1993,930619300
blz,1994,1001803900
blz,1995,1068506700
blz,1996,1138376900
blz,1997,1184597100
blz,1998,1264645900
blz,1999,1332373100
blz,2000,1447763500
blz,2001,1591314500
blz,2002,1732140500
blz,2003,1827445200
blz,2004,1887063600
blz,2005,1925611800
blz,2006,1958676600
blz,2007,2098874600
blz,2008,2204747400
blz,2009,2305793200
blz,2010,2383655076.6532
blz,2011,2521862123.11563
blz,2012,2592988986.58969
blz,2013,2730073430.70532
blz,2014,2825437510.3092
blz,2015,2946449382.02836
blz,2016,3202440128.19264
blz,2017,3166519097.44294
blz,2018,3216395983.59332
bmu,2009,4083358000
bmu,2010,4051877000
bmu,2011,3940302000
bmu,2012,3906029000
bmu,2013,3883749000
bol,1960,4150
bol,1961,4664
bol,1962,5008
bol,1963,5364
bol,1964,5659
bol,1965,6337
bol,1966,7074
bol,1967,8011
bol,1968,8790
bol,1969,9454
bol,1970,10075
bol,1971,11215
bol,1972,13839
bol,1973,20266
bol,1974,32328
bol,1975,40061
bol,1976,45389
bol,1977,54063
bol,1978,62281
bol,1979,74324
bol,1980,90000
bol,1981,121000
bol,1982,303000
bol,1983,1036000
bol,1984,15960000
bol,1985,1995348000
bol,1986,6911528000
bol,1987,8117228000
bol,1988,9767154000
bol,1989,11306550000
bol,1990,13685301000
bol,1991,17201411000
bol,1992,20322229000
bol,1993,22683693000
bol,1994,25194127000
bol,1995,28815299000
bol,1996,33203164000
bol,1997,36903331999.99999
bol,1998,41801699000
bol,1999,44127720999.99999
bol,2000,47205495000
bol,2001,48957314000
bol,2002,50893179000.00001
bol,2003,54187623000
bol,2004,58601363000
bol,2005,63384466000
bol,2006,70764239000
bol,2007,79609558000.00002
bol,2008,91125201999.99998
bol,2009,97637708000
bol,2010,104964251000
bol,2011,123811660999.99998
bol,2012,136516356000
bol,2013,156833253000.00003
bol,2014,177032294000
bol,2015,195913096999.99994
bol,2016,202560824999.99997
bol,2017,219467452999.99997
bol,2018,235337841999.99997
bra,1960,0.00083
bra,1961,0.00117
bra,1962,0.00229
bra,1963,0.00389
bra,1964,0.00778
bra,1965,0.01171
bra,1966,0.01732
bra,1967,0.02461
bra,1968,0.03416
bra,1969,0.04304
bra,1970,0.05644
bra,1971,0.07623
bra,1972,0.10153
bra,1973,0.13766
bra,1974,0.20882
bra,1975,0.28184
bra,1976,0.46955
bra,1977,0.71181
bra,1978,1.0315
bra,1979,1.74692
bra,1980,3.55309
bra,1981,6.89527
bra,1982,14.62401
bra,1983,34.49707
bra,1984,110.4029
bra,1985,380.3027
bra,1986,1044.54797
bra,1987,3122.33899
bra,1988,22690.95044
bra,1989,296337.21094
bra,1990,9077000
bra,1991,47908000
bra,1992,503680000
bra,1993,10960000900
bra,1994,274770000000
bra,1995,597511457699.99988
bra,1996,725764613599.99988
bra,1997,807799359500
bra,1998,844108183300
bra,1999,918710818099.99988
bra,2000,999569698300
bra,2001,1098011139999.99988
bra,2002,1216459740200
bra,2003,1390202034400
bra,2004,1540244343399.99976
bra,2005,1723319356600.00024
bra,2006,1914948717300
bra,2007,2144055079400
bra,2008,2443378057600.00049
bra,2009,2719996702599.99951
bra,2010,3079132000000
bra,2011,3454853000000
bra,2012,3849014000000.00049
bra,2013,4297696000000
bra,2014,4745278000000
bra,2015,5020968999999.99902
bra,2016,5303655999999.99902
bra,2017,5502734000000.00098
bra,2018,5738494000000.00098
brb,1975,737689000
brb,1976,797462000
brb,1977,869371000
brb,1978,971862000
brb,1979,1175600000
brb,1980,1339400000
brb,1981,1556500000
brb,1982,1592000000
brb,1983,1667200000
brb,1984,1819600000
brb,1985,1853300000
brb,1986,2217000000
brb,1987,2444900000
brb,1988,2450700000
brb,1989,2712200000
brb,1990,3392300000
brb,1991,3467500000
brb,1992,3342600000
brb,1993,3516600000
brb,1994,3571400000
brb,1995,3929200000
brb,1996,4143100000
brb,1997,4451500000
brb,1998,4880000000
brb,1999,5181800000
brb,2000,5382400000
brb,2001,5498600000
brb,2002,5508800000
brb,2003,5536400000
brb,2004,6158600000
brb,2005,6892500000
brb,2006,7026992100
brb,2007,7918716500
brb,2008,8505182700
brb,2009,7697837100
brb,2010,8443021500
brb,2011,8726030500
brb,2012,8525943200
brb,2013,8776785700
brb,2014,8753899000
brb,2015,8539196400
brb,2016,8673446100
brb,2017,9379678700
brb,2018,9657345000
brn,1974,642000000
brn,1975,784000000
brn,1976,685000000
brn,1977,736000000
brn,1978,669000000
brn,1979,882000000
brn,1980,1612000000
brn,1981,1265000000
brn,1982,1418000000
brn,1983,1690000000
brn,1989,2966000000
brn,1990,3095000000
brn,1991,3159000000
brn,1992,3697000000
brn,1993,4271000000
brn,1994,4111000000
brn,1995,4254000000
brn,1996,4608000000
brn,1997,4974000000
brn,1998,4755000000
brn,1999,4921000000
brn,2000,5239718000
brn,2001,5594235000
brn,2002,5521450400
brn,2003,5870560000
brn,2004,6468695200
brn,2005,6483606500
brn,2006,6902300000
brn,2007,7897400000
brn,2008,7104400000
brn,2009,7438500000
brn,2010,6890000000
brn,2011,7341000000
brn,2012,7664000000
brn,2013,8020000000
brn,2014,8020000000
brn,2015,7973000000
brn,2016,7460255700
brn,2017,7863510300
brn,2018,7994393300
btn,2000,13864625800
btn,2001,13679304200
btn,2002,17024062600
btn,2003,19227374900
btn,2004,21686633900
btn,2005,26777069300
btn,2006,23682370400
btn,2007,36098522100
btn,2008,36269040200
btn,2009,43935539999.99999
btn,2010,48265730000
btn,2011,52354980000
btn,2012,54966020000
btn,2013,79934000000
btn,2014,82900679999.99998
btn,2015,100468871299.99998
btn,2016,100544906100.00002
btn,2017,113926898800
bwa,1960,23869800
bwa,1961,25860900
bwa,1962,27868000
bwa,1963,29875200
bwa,1964,32095000
bwa,1965,34650000
bwa,1966,36850000
bwa,1967,42349500
bwa,1968,51850000
bwa,1969,50850000
bwa,1970,62700000
bwa,1971,70800000
bwa,1972,91800000
bwa,1973,122400000
bwa,1974,158000000
bwa,1975,205650000
bwa,1976,265800000
bwa,1977,323000000
bwa,1978,391650000
bwa,1979,493850000
bwa,1980,604650000
bwa,1981,704600000
bwa,1982,805250000
bwa,1983,914150000
bwa,1984,1090800000
bwa,1985,1313850000
bwa,1986,1552150000
bwa,1987,1907500000
bwa,1988,2409350000
bwa,1989,3156700000
bwa,1990,4045900000
bwa,1991,4805500000
bwa,1992,5508800000
bwa,1993,6384750000
bwa,1994,7645200000
bwa,1995,9112500000
bwa,1996,9919600000
bwa,1997,11662800000
bwa,1998,13559900000
bwa,1999,15246800000
bwa,2000,17194300000
bwa,2001,18579400000
bwa,2002,20565100000
bwa,2003,22526600900
bwa,2004,25355836800
bwa,2005,29186240400
bwa,2006,32963214100
bwa,2007,38437609800
bwa,2008,48135736600
bwa,2009,52716419900
bwa,2010,59854030300
bwa,2011,68036390300.00001
bwa,2012,78295864199.99998
bwa,2013,88324258100
bwa,2014,97552414600
bwa,2015,106041233699.99998
bwa,2016,111756274899.99998
bwa,2017,121860633313.67198
bwa,2018,129607541400
caf,1960,25100002800
caf,1961,26600009200
caf,1962,27400003100
caf,1963,29000007200
caf,1964,31400009200
caf,1965,32900001000
caf,1966,36100001000
caf,1967,39799987999.99999
caf,1968,42300000000
caf,1969,45900008999.99999
caf,1970,47899990000
caf,1971,49300000000
caf,1972,52500000000
caf,1973,52600000000
caf,1974,67800000000
caf,1975,85199830000.00002
caf,1976,102599970000
caf,1977,121600000000
caf,1978,137200000000
caf,1979,153400000000
caf,1980,183306944400
caf,1981,190568842700
caf,1982,259123114999.99997
caf,1983,252593187300.00003
caf,1984,278144102100
caf,1985,366178000000
caf,1986,379540000000
caf,1987,353994000000
caf,1988,364691000000.00006
caf,1989,371604000000
caf,1990,376957000000
caf,1991,372589000000
caf,1992,362867000000.00006
caf,1993,343762000000
caf,1994,424908000000
caf,1995,511732000000
caf,1996,499394500000
caf,1997,503379000000.00006
caf,1998,540568000000.00006
