geo,time,sl_tlf_cact_ma_ne_zs
bhs,2013,76.1
bih,1991,54.43
bih,2006,56.01
bih,2007,57.78
bih,2008,57.04
bih,2009,56.15
bih,2010,56.67
bih,2011,55.87
bih,2012,56.38
bih,2013,55.28
bih,2014,55.01
bih,2015,54.02
bih,2016,53.74
blr,1970,51.12
blr,1989,76.37
blr,1997,45.8
blr,1999,65.66
blr,2001,45.62
blr,2002,45.43
blr,2003,45.33
blr,2004,45.2
blr,2005,46.53
blr,2006,56.63
blr,2007,57.22
blr,2008,58.08
blr,2009,68.8
blr,2010,76.1
blr,2011,78
blr,2012,76.7
blr,2013,77.1
blr,2014,78.9
blr,2015,78.9
blr,2016,75.2
blz,1960,89.74
blz,1970,44.81
blz,1980,91.71
blz,1991,80.33
blz,1994,78.77
blz,1996,47.2
blz,1997,79.7
blz,1998,78.6
blz,1999,79.7
blz,2005,48.9
blz,2010,81.62
blz,2012,81.64
blz,2013,78.441
blz,2014,78.34
blz,2015,79.55
blz,2016,79.77
bmu,1970,88.59
bmu,1976,91.69
bmu,1980,87.62
bmu,1991,82.35
bmu,2000,79.51
bmu,2009,86
bmu,2010,87
bmu,2012,80
bol,1976,85.75
bol,1980,87.46
bol,1981,86.83
bol,1982,85.18
bol,1985,82.97
bol,1986,84.01
bol,1987,84.99
bol,1989,63.25
bol,1990,84.67
bol,1991,63
bol,1992,80.42
bol,1993,63
bol,1994,64
bol,1995,75.84
bol,1996,74.13
bol,1997,82.3
bol,2000,82.23
bol,2001,75.9
bol,2002,83.5
bol,2003,83.3
bol,2004,83.3
bol,2005,80.22
bol,2006,82.35
bol,2007,56.39
bol,2008,82.13
bol,2009,81.92
bol,2011,82.34
bol,2012,80.15
bol,2013,80.28
bol,2014,81.9
bol,2015,79.85
bra,1960,88.71
bra,1970,83.58
bra,1973,86.94
bra,1980,82.73
bra,1985,85.04
bra,1986,84.89
bra,1987,85.79
bra,1988,85.34
bra,1989,84.93
bra,1990,84.57
bra,1992,85.42
bra,1993,84.92
bra,1995,84.04
bra,1996,81.97
bra,1997,82.43
bra,1998,82.04
bra,1999,81.94
bra,2000,78.36
bra,2001,81
bra,2002,81.12
bra,2003,80.74
bra,2004,81.16
bra,2005,66.71
bra,2006,80.95
bra,2007,80.37
bra,2008,66.59
bra,2009,80.22
bra,2010,66.45
bra,2011,78.31
bra,2012,77.86
bra,2013,77.27
bra,2014,77.87
bra,2015,73.56
bra,2016,73.23
bra,2017,72.86
brb,1960,50.7
brb,1966,48.01
brb,1970,81.21
brb,1978,47.67
brb,1980,78.1
brb,1983,75.03
brb,1985,73.7
brb,1986,74.58
brb,1987,76
brb,1988,75.21
brb,1989,76.88
brb,1990,75.65
brb,1991,73.25
brb,1992,74
brb,1994,74.43
brb,1995,74.49
brb,1996,73.44
brb,1997,73.96
brb,2000,75.71
brb,2003,75.1
brb,2004,75.4
brb,2005,75.19
brb,2006,73.56
brb,2007,74.35
brb,2008,73.28
brb,2009,72.34
brb,2010,71.8
brb,2011,72.68
brb,2012,71.92
brb,2013,72.04
brb,2014,67.73
brb,2015,68.71
brb,2016,70.62
brn,1960,86.13
brn,1971,80.1
brn,1978,83.43
brn,1981,83.12
brn,1986,80.01
brn,1991,82.22
brn,2001,79.33
brn,2011,75.7
brn,2014,72.47
btn,2005,71.47
btn,2006,72.2
btn,2009,73.58
btn,2010,72.81
btn,2011,72.24
btn,2012,65.67
btn,2013,72.1
btn,2014,71.03
btn,2015,71.18
bwa,1964,47.43
bwa,1971,45.35
bwa,1981,80.64
bwa,1985,78.98
bwa,1991,75.43
bwa,1994,73.1
bwa,1996,60.06
bwa,1998,70.27
bwa,2000,67.62
bwa,2001,64.95
bwa,2006,70.43
bwa,2009,69.59
bwa,2010,66.33
bwa,2013,76.82
caf,1962,36.57
caf,1975,71.07
caf,1988,87.12
can,1961,78.14
can,1971,76.39
can,1976,77.67
can,1977,77.56
can,1978,77.93
can,1979,78.35
can,1980,78.33
can,1981,78.45
can,1982,77.05
can,1983,76.86
can,1984,76.7
can,1985,76.73
can,1986,76.85
can,1987,76.85
can,1988,76.63
can,1989,76.76
can,1990,76.12
can,1991,75.04
can,1992,73.86
can,1993,73.31
can,1994,73.1
can,1995,72.46
can,1996,72.17
can,1997,72.23
can,1998,72.12
can,1999,72.39
can,2000,72.35
can,2001,72.27
can,2002,73.01
can,2003,73.41
can,2004,73.17
can,2005,72.8
can,2006,72.32
can,2007,72.54
can,2008,72.73
can,2009,71.91
can,2010,71.56
can,2011,71.4
can,2012,71.02
can,2013,70.87
can,2014,70.56
can,2015,70.6
can,2016,70.27
can,2017,70.16
che,1960,87.23
che,1970,84.33
che,1978,63
che,1979,63.22
che,1980,79.29
che,1985,66.21
che,1986,66.39
che,1988,66.37
che,1989,66.54
che,1990,79.26
che,1991,80.87
che,1992,80.23
che,1993,80.28
che,1994,79.24
che,1995,79.03
che,1996,79.02
che,1997,78.63
che,1998,78.5
che,1999,78.22
che,2000,77.77
che,2001,77.4
che,2002,76.71
che,2003,76.79
che,2004,75.97
che,2005,75.1
che,2006,75.42
che,2007,75.78
che,2008,75.46
che,2009,75.24
che,2010,74.35
che,2011,74.68
che,2012,74.49
che,2013,74.19
che,2014,74.14
che,2015,74.22
che,2016,74.5
che,2017,74.47
chl,1960,85.09
chl,1970,79.47
chl,1980,70.36
chl,1981,69.93
chl,1982,68.28
chl,1983,68.01
chl,1984,68.88
chl,1985,74.26
chl,1986,73.58
chl,1988,75.22
chl,1989,75.82
chl,1990,75.09
chl,1991,75.21
chl,1992,75.51
chl,1993,77.04
chl,1994,76.61
chl,1995,75.16
chl,1996,77.24
chl,1997,76.45
chl,1998,76.34
chl,1999,75.85
chl,2000,74.76
chl,2001,73.95
chl,2002,73.21
chl,2003,72.85
chl,2004,72.13
chl,2005,71.86
chl,2006,72.98
chl,2007,72.96
chl,2008,73.39
chl,2009,72.53
chl,2010,72.3
chl,2011,72.89
chl,2012,72.09
chl,2013,72.01
chl,2014,71.81
chl,2015,71.7
chl,2016,71.45
chl,2017,71.46
chn,1982,86.48
chn,1990,85.03
chn,2000,82.94
chn,2010,78.16
civ,1964,89.38
civ,1970,55.68
civ,1975,91.11
civ,1978,91.21
civ,1988,88.72
civ,1998,81.48
civ,2012,72.03
civ,2013,80.9
civ,2016,70.76
cmr,1976,81.57
cmr,1980,77.24
cmr,1982,83.25
cmr,1985,81.27
cmr,1987,48.57
cmr,1996,76
cmr,2001,76.4
cmr,2005,74.8
cmr,2007,85.55
cmr,2010,82.3
cmr,2014,67.60323
cod,2005,61.6
cod,2012,69.79
cog,1974,81.78
cog,1984,69.57
cog,2005,69.09
cog,2009,72.2
cog,2012,64.3
col,1964,87.45
col,1973,78.88
col,1980,78.44
col,1985,68.27
col,1986,53.4
col,1987,55.1
col,1989,78.99
col,1993,78.52
col,1996,55.5
col,2000,73.97
col,2001,82.68
col,2002,82.23
col,2003,82.43
col,2004,81.22
col,2005,80.67
col,2006,71.83
col,2007,78.63
col,2008,78.78
col,2009,80.75
col,2010,80.97
col,2011,81.51
col,2012,81.83
col,2013,81.24
col,2014,81.38
col,2015,81.37
col,2016,80.89
com,1980,81.67
com,1991,64.3
com,2004,50.71
cpv,1960,48.28
cpv,1980,62.62
cpv,1990,85.08
cri,1963,90.84
cri,1973,81.13
cri,1978,76.64
cri,1979,76.02
cri,1980,82.12
cri,1982,53.1
cri,1983,53.1
cri,1984,51.8
cri,1985,53.2
cri,1986,53.3
cri,1987,54
cri,1988,53.6
cri,1989,53.9
cri,1990,82.37
cri,1991,80.67
cri,1992,79.77
cri,1993,80.43
cri,1994,80.07
cri,1995,81.41
cri,1996,78.71
cri,1997,79.93
cri,1998,80.89
cri,1999,80.69
cri,2000,79.29
cri,2001,79.8
cri,2002,79.19
cri,2003,79.43
cri,2004,78.67
cri,2005,79.52
cri,2006,78.94
cri,2007,79.5
cri,2008,78.03
cri,2009,76.59
cri,2010,75.36
cri,2011,73.5
cri,2012,75.71
cri,2013,74.66
cri,2014,75.47
cri,2015,73.98
cri,2016,71.77
cri,2017,72.42
cub,1970,77.42
cub,1981,71.5
cub,1986,72.18
cub,1988,72.64
cub,2004,53.4
cub,2006,54
cub,2007,54.5
cub,2008,67.6
cub,2009,68.97407
cub,2010,68.30019
cub,2011,69.68
cub,2012,89.46
cub,2013,87.1
cym,1960,89.86
cym,1970,47.81
cym,1979,58.07
cym,1989,87.98
cym,1991,87.72
cym,1999,89
cym,2006,86.9
cym,2007,84.82
cym,2008,87.45
cym,2009,87.94
cym,2010,86.33
cym,2011,84.3
cym,2012,86.6
cym,2013,85.58
cym,2014,85.24
cym,2015,84.62
cyp,1960,90.43
cyp,1976,60.63
cyp,1978,43.8
cyp,1984,47.05
cyp,1985,59.93
cyp,1987,60.15
cyp,1988,81.67
cyp,1989,82.58
cyp,1990,82.29
cyp,1991,82.13
cyp,1992,77.34
cyp,1995,77.96
cyp,2000,72.5
cyp,2001,72.57
cyp,2002,72.2
cyp,2003,73.43
cyp,2004,73.44
cyp,2005,73.91
cyp,2006,73.4
cyp,2007,73.61
cyp,2008,73.1
cyp,2009,71.46
cyp,2010,71.38
cyp,2011,70.71
cyp,2012,70.65
cyp,2013,70.24
cyp,2014,69.5
cyp,2015,67.35
cyp,2016,66.64
cze,1991,72.94
cze,1993,71.3
cze,1994,71.43
cze,1995,71.46
cze,1996,71.43
cze,1997,70.61
cze,1998,70.31
cze,1999,70.06
cze,2000,69.35
cze,2001,68.87
cze,2002,68.88
cze,2003,68.29
cze,2004,68.1
cze,2005,68.71
cze,2006,68.55
cze,2007,68.34
cze,2008,68.2
cze,2009,68.3
cze,2010,68.04
cze,2011,67.52
cze,2012,67.69
cze,2013,68.07
cze,2014,68.2
cze,2015,68.02
cze,2016,68.38
deu,1983,70.32
deu,1984,70.95
deu,1985,70.76
deu,1986,70.97
deu,1987,70.87
deu,1988,71.06
deu,1989,71.14
deu,1990,71.97
deu,1991,71.87
deu,1992,70.61
deu,1993,69.94
deu,1994,69.4
deu,1995,68.57
deu,1996,68.16
deu,1997,67.85
deu,1998,67.62
deu,1999,67.38
deu,2000,66.66
deu,2001,66.2
deu,2002,65.69
deu,2003,65.37
deu,2004,64.74
deu,2005,66.15
deu,2006,66.32
deu,2007,66.25
deu,2008,66.31
deu,2009,66.19
deu,2010,66.07
deu,2011,66.54
deu,2012,66.44
deu,2013,66.42
deu,2014,66.32
deu,2015,65.87
deu,2016,66.56
dji,1991,65.5
dji,1996,78.4
dma,1960,47.32
dma,1970,40.07
dma,1981,77.19
dma,1989,74.57
dma,1991,48.63
dma,1997,75.07
dma,1999,75.54
dma,2001,70.21
dnk,1960,85.25
dnk,1965,83.2
dnk,1970,78.54
dnk,1974,76.29
dnk,1976,76.64
dnk,1977,76.62
dnk,1978,76.61
dnk,1979,74.89
dnk,1981,74.68
dnk,1983,73.09
dnk,1984,74.07
dnk,1985,74.11
dnk,1986,74.55
dnk,1987,73.36
dnk,1988,75.35
dnk,1989,75.15
dnk,1990,75.12
dnk,1991,74.26
dnk,1992,74.08
dnk,1993,73.12
dnk,1994,70.72
dnk,1995,72.06
dnk,1996,71.87
dnk,1997,72.11
dnk,1998,71.08
dnk,1999,71.79
dnk,2000,71.07
dnk,2001,70.86
dnk,2002,71.26
dnk,2003,71.45
dnk,2004,71.68
dnk,2005,71.1
dnk,2006,71.11
dnk,2007,70.95
dnk,2008,71.22
dnk,2009,70.2
dnk,2010,69.08
dnk,2011,68.39
dnk,2012,67.39
dnk,2013,66.24
dnk,2014,66.44
dnk,2015,66.74
dnk,2016,67.77
dom,1960,91.22
dom,1970,81.8
dom,1979,78.74
dom,1981,76.95
dom,1991,71.2
dom,1992,72.7
dom,1993,83.08
dom,1994,68.3
dom,1995,83.02
dom,1996,82.6
dom,1997,83.54
dom,1998,86.5
dom,2000,70.4
dom,2001,69.21
dom,2002,68.29
dom,2003,67.7
dom,2004,69.17
dom,2005,73.71
dom,2006,74.56
dom,2007,74.84
dom,2008,73.86
dom,2009,72.53
dom,2010,72.44
dom,2011,73.29
dom,2012,74.26
dom,2013,74.06
dom,2014,74.61
dom,2015,74.53
dom,2016,74
dza,1966,82.57
dza,1975,80.42
dza,1977,71.83
dza,1983,33.76
dza,1984,68.42
dza,1985,69.42
dza,1987,76.4
dza,1996,77.46
dza,1997,47.32
dza,2000,46.95
dza,2009,68.66
dza,2010,68.86
dza,2012,67.8
dza,2013,69.5
dza,2014,66.22
dza,2016,66.45
east_asia_pacific,1982,85.15012
east_asia_pacific,1990,83.08308
east_asia_pacific,2000,81.54677
east_asia_pacific,2010,77.81983
ecu,1962,93.72
ecu,1974,86.64
ecu,1980,85.02
ecu,1981,84.75
ecu,1982,78.44
ecu,1988,78.35
ecu,1989,78.35
ecu,1990,78.35
ecu,1991,82.9
ecu,1994,80.7
ecu,1995,80.5
ecu,1996,79.74
ecu,1997,80.75
ecu,1998,82.11
ecu,1999,82.4
ecu,2000,82.4
ecu,2001,83.05
ecu,2002,80.56
ecu,2003,80.65
ecu,2005,81.03
ecu,2006,81.98
ecu,2007,56.25
ecu,2008,56.32
ecu,2009,80.16
ecu,2010,78.05
ecu,2011,77.24
ecu,2012,77.48
ecu,2013,76.98
ecu,2014,78.25
ecu,2015,80.04
ecu,2016,80.49
ecu,2017,80.65
egy,1960,89.03
egy,1966,81.13
egy,1973,78.62
egy,1975,77.71
egy,1976,80.73
egy,1977,79.22
egy,1978,78.78
egy,1979,73.56
egy,1980,73.57
egy,1981,48.96
egy,1982,48.24
egy,1983,77.5
egy,1984,76.14
egy,1986,77.77
egy,1989,71.71
egy,1990,73.19
egy,1991,70.82
egy,1992,70.78
egy,1993,72.82
egy,1994,74.04
egy,1995,73.37
egy,1996,77.56
egy,1998,71.5
egy,1999,73.69
egy,2000,45.03
egy,2001,68.59
egy,2002,68.66
egy,2003,45.54
egy,2004,46.87
egy,2005,75.17
egy,2006,71.88
egy,2007,71.7
egy,2008,72.34
egy,2009,72.16
egy,2010,74.98
egy,2011,74.28
egy,2012,73.86
egy,2013,73.34
egy,2014,72.54
egy,2015,70.51
egy,2016,69.64
esp,1960,89.03
esp,1970,80.23
esp,1977,75.35
esp,1978,74.19
esp,1979,73.28
esp,1980,72.16
esp,1981,71.49
esp,1982,70.9
esp,1983,70.05
esp,1984,69.41
esp,1985,68.71
esp,1986,68.24
esp,1987,67.15
esp,1988,66.32
esp,1989,65.85
esp,1990,66.07
esp,1991,65.28
esp,1992,66.15
esp,1993,65.63
esp,1994,65.09
esp,1995,64.2
esp,1996,64.26
esp,1997,64.4
esp,1998,64.62
esp,1999,64.93
esp,2000,65.58
esp,2001,65.34
esp,2002,66.03
esp,2003,66.79
esp,2004,67.19
esp,2005,68.11
esp,2006,68.37
esp,2007,68.53
esp,2008,68.69
esp,2009,67.82
esp,2010,67.34
esp,2011,66.82
esp,2012,66.33
esp,2013,65.62
esp,2014,65.04
esp,2015,64.82
esp,2016,64.28
esp,2017,63.89
est,1989,77.26
est,1990,81.66
est,1991,80.61
est,1992,78.82
est,1993,76.38
est,1994,76.12
est,1995,74.01
est,1996,72.69
est,1997,72.73
est,1998,69.26
est,1999,67.25
est,2000,66.48
est,2001,65.26
est,2002,64.48
est,2003,66.83
est,2004,66
est,2005,64.92
est,2006,67.65
est,2007,68.33
est,2008,68.75
est,2009,67.93
est,2010,66.95
est,2011,68.01
est,2012,68.35
est,2013,68.38
est,2014,68.88
est,2015,69.46
est,2016,70.54
eth,1981,73.2
eth,1987,69.2
eth,1994,89.57
eth,1995,84.69
eth,1999,89.71
eth,2004,70.59
eth,2005,90.7
eth,2006,75.6
eth,2009,77.15
eth,2010,75.78
eth,2011,77.67
eth,2012,79.13
eth,2013,89.56
eth,2014,80.3
eth,2015,71.1
eth,2016,70.9
europe_central_asia,1989,71.93388
europe_central_asia,1992,71.24286
europe_central_asia,1993,70.45099
europe_central_asia,1994,69.61956
europe_central_asia,1995,69.34595
europe_central_asia,1996,68.05632
europe_central_asia,1997,67.38909
europe_central_asia,1998,67.84611
europe_central_asia,1999,68.32121
europe_central_asia,2000,67.43559
europe_central_asia,2001,67.11393
europe_central_asia,2002,66.29627
europe_central_asia,2003,65.84159
europe_central_asia,2004,65.85206
europe_central_asia,2005,65.83007
europe_central_asia,2006,66.04025
europe_central_asia,2007,66.46809
europe_central_asia,2008,67.4771
europe_central_asia,2009,67.17172
europe_central_asia,2010,67.17073
europe_central_asia,2011,67.42705
europe_central_asia,2012,67.48776
europe_central_asia,2013,67.17727
europe_central_asia,2014,67.33076
europe_central_asia,2015,67.36356
europe_central_asia,2016,67.48808
fin,1960,84.24
fin,1970,74.3
fin,1976,67.2
fin,1977,52.28
fin,1979,69.2
fin,1980,54.3
fin,1981,69.61
fin,1982,75.87
fin,1984,72.87
fin,1985,57.6
fin,1986,57.6
fin,1987,57.2
fin,1988,56.7
fin,1989,56.7
fin,1990,74.85
fin,1991,73.14
fin,1992,71.51
fin,1993,70.62
fin,1994,69.77
fin,1995,66.36
fin,1996,64.5
fin,1997,65.87
fin,1998,65.85
fin,1999,68.21
fin,2000,68.51
fin,2001,68.42
fin,2002,68.07
fin,2003,67.71
fin,2004,66.72
fin,2005,65
fin,2006,65.28
fin,2007,65.37
fin,2008,65.85
fin,2009,64.25
fin,2010,64.14
fin,2011,64.27
fin,2012,63.74
fin,2013,62.96
fin,2014,62.6
fin,2015,62.46
fin,2016,62.41
fji,1966,89.89
fji,1976,84.1
fji,1982,86.91
fji,1986,85.55
fji,1996,79.16
fji,2005,78.03
fji,2007,71.95
fji,2011,79.84
fji,2014,75.92
fji,2016,76.99
fra,1962,75.41
fra,1968,72.98
fra,1975,69.4
fra,1979,69.75
fra,1980,69.73
fra,1981,69.14
fra,1982,68.65
fra,1983,70.29
fra,1984,69.29
fra,1985,68.96
fra,1986,68.7
fra,1987,67.9
fra,1988,66.97
fra,1989,66.58
fra,1990,65.94
fra,1991,64.78
fra,1992,64.64
fra,1993,64.11
fra,1994,63.74
fra,1995,63.4
fra,1996,63.66
fra,1997,63.32
fra,1998,63
fra,1999,63.23
fra,2000,62.93
fra,2001,62.71
fra,2002,62.94
fra,2003,63.06
fra,2004,62.94
fra,2005,62.57
fra,2006,62.32
fra,2007,62.17
fra,2008,62.13
fra,2009,62.2
fra,2010,62.04
fra,2011,61.66
fra,2012,61.85
fra,2013,61.58
fra,2014,61.16
fra,2015,60.9
fra,2016,60.64
fro,1960,89.75
fro,1966,59.77
fro,1970,84.43
fro,1977,79.89
gab,1963,63.69
gab,1993,71.16
gab,2005,67.12
gab,2010,58.16
gbm,1966,60.93
gbm,1971,75.13
gbm,1976,69.33
gbm,1981,69.45
gbm,1991,69.63
gbm,1996,68.8
gbm,2001,71.4
gbm,2006,69.76
gbm,2011,69.32
gbm,2016,87.46
gbr,1961,86.89
gbr,1966,83.83
gbr,1971,81.32
gbr,1978,59.43
gbr,1979,58.93
gbr,1980,58.75
gbr,1981,76
gbr,1983,73.34
gbr,1984,73.46
gbr,1985,74.38
gbr,1986,73.89
gbr,1987,73.85
gbr,1988,74.14
gbr,1989,74.5
gbr,1990,74.37
gbr,1991,73.79
gbr,1992,73.04
gbr,1993,71.91
gbr,1994,71.55
gbr,1995,71.22
gbr,1996,70.96
gbr,1997,70.88
gbr,1998,70.63
gbr,1999,70.17
gbr,2000,70.22
gbr,2001,69.57
gbr,2002,69.44
gbr,2003,69.69
gbr,2004,69.3
gbr,2005,69.6
gbr,2006,69.91
gbr,2007,69.79
gbr,2008,69.97
gbr,2009,69.35
gbr,2010,69
gbr,2011,68.79
gbr,2012,68.87
gbr,2013,68.77
gbr,2014,68.61
gbr,2015,68.56
gbr,2016,68.61
geo,1998,75.7
geo,1999,75.31
geo,2000,74.74
geo,2001,75.9
geo,2002,75.77
geo,2003,76.08
geo,2004,74.12
geo,2005,73.55
geo,2006,72.2
geo,2007,73.3
geo,2008,73.42
geo,2009,74.6
geo,2010,74.49
geo,2011,76.5
geo,2012,78.19
geo,2013,77.3
geo,2014,77.4
geo,2015,78.1
geo,2016,78.2
gha,1960,88.99
gha,1970,83.49
gha,1984,44.93
gha,1998,81.4
gha,2000,76.72
gha,2006,70.49
gha,2010,72.8
gha,2013,78.96
gha,2015,74.05
gib,1961,67.31
gib,1970,90.43
gib,1981,87.88
gib,1983,78.34
gib,1985,58.19
gib,1987,59.89
gib,1989,60.34
gib,1990,58.21
