geo,time,ne_imp_gnfs_kd_zg
aus,1997,9.89422
aus,1998,10.24644
aus,1999,5.11234
aus,2000,12.04837
aus,2001,-0.97474
aus,2002,1.3488
aus,2003,13.19745
aus,2004,13.49929
aus,2005,12.49946
aus,2006,8.13416
aus,2007,10.56496
aus,2008,14.44222
aus,2009,-3.42443
aus,2010,7.13896
aus,2011,10.26701
aus,2012,11.36143
aus,2013,0.27408
aus,2014,-2.33296
aus,2015,0.88556
aus,2016,-0.13451
aus,2017,4.68077
aut,1961,1.85615
aut,1962,6.83371
aut,1963,10.23454
aut,1964,11.02515
aut,1965,10.62718
aut,1966,10.38291
aut,1967,2.26017
aut,1968,7.23066
aut,1969,9.01735
aut,1970,15.74852
aut,1971,6.28752
aut,1972,12.14625
aut,1973,9.55309
aut,1974,6.9054
aut,1975,-4.64874
aut,1976,17.41752
aut,1977,8.44141
aut,1978,-1.0083
aut,1979,10.24589
aut,1980,5.70771
aut,1981,-0.60633
aut,1982,-3.62894
aut,1983,4.17691
aut,1984,6.64331
aut,1985,5.53794
aut,1986,-3.54124
aut,1987,3.83303
aut,1988,9.44247
aut,1989,10.15836
aut,1990,7.98033
aut,1991,5.11437
aut,1992,2.11611
aut,1993,-5.48947
aut,1994,10.33153
aut,1995,5.90488
aut,1996,4.17088
aut,1997,7.27019
aut,1998,5.75767
aut,1999,4.06381
aut,2000,10.18626
aut,2001,5.19232
aut,2002,0.29083
aut,2003,3.50741
aut,2004,7.97514
aut,2005,5.45505
aut,2006,5.85455
aut,2007,5.63499
aut,2008,0.95426
aut,2009,-11.89922
aut,2010,11.96952
aut,2011,5.95427
aut,2012,0.92363
aut,2013,0.69405
aut,2014,2.95662
aut,2015,3.62076
aut,2016,3.40423
aut,2017,5.11496
aze,1995,17.88052
aze,1996,46.4415
aze,1997,28.03719
aze,1998,19.95292
aze,1999,-20.63761
aze,2000,7.73688
aze,2001,10.35599
aze,2002,47.5757
aze,2003,43.16251
aze,2004,24.26159
aze,2005,9.46367
aze,2006,14.72852
aze,2007,10.65706
aze,2008,14.32774
aze,2009,-5.27477
aze,2010,1.3465
aze,2011,35.58775
aze,2012,2.2
aze,2013,10
aze,2014,4.13086
bdi,1998,38.68715
bdi,1999,-8.86203
bdi,2000,12.62762
bdi,2001,17.116
bdi,2002,17.13271
bdi,2003,40.58973
bdi,2004,27.13131
bdi,2005,61.71073
bdi,2006,28.75804
bdi,2007,-2.70241
bdi,2008,22.23338
bdi,2009,-18.72025
bdi,2010,12.41
bdi,2011,10.13328
bdi,2012,12.05944
bdi,2013,12.33732
bdi,2014,-5.28387
bdi,2015,-2
bdi,2016,-11.6
bel,1961,7.1974
bel,1962,8.20617
bel,1963,8.64937
bel,1964,8.85486
bel,1965,6.57131
bel,1966,9.92063
bel,1967,1.58385
bel,1968,11.71213
bel,1969,15.48713
bel,1970,-5.44501
bel,1971,3.64456
bel,1972,9.56908
bel,1973,18.58651
bel,1974,4.41643
bel,1975,-9.08239
bel,1976,12.38551
bel,1977,4.77092
bel,1978,2.66831
bel,1979,8.95589
bel,1980,-1.92099
bel,1981,-1.9352
bel,1982,1.35475
bel,1983,-1.23223
bel,1984,6.39252
bel,1985,0.40726
bel,1986,4.5889
bel,1987,6.75289
bel,1988,10.42016
bel,1989,9.69349
bel,1990,4.86873
bel,1991,2.85922
bel,1992,4.11706
bel,1993,-0.36085
bel,1994,7.28041
bel,1995,4.65171
bel,1996,5.4755
bel,1997,8.21767
bel,1998,4.993
bel,1999,3.26018
bel,2000,13.13764
bel,2001,-0.68911
bel,2002,0.91227
bel,2003,1.47881
bel,2004,6.27944
bel,2005,6.20929
bel,2006,4.60033
bel,2007,5.85419
bel,2008,3.55596
bel,2009,-9.11511
bel,2010,9.62476
bel,2011,7.31078
bel,2012,0.0955
bel,2013,0.34231
bel,2014,6.20541
bel,2015,3.37026
bel,2016,8.46917
bel,2017,4.27225
ben,1961,-19.01827
ben,1962,4.54484
ben,1963,24.63777
ben,1964,9.30238
ben,1965,27.12692
ben,1966,28.45188
ben,1967,24.75563
ben,1968,5.48278
ben,1969,8.66329
ben,1970,8.20099
ben,1971,19.64148
ben,1972,7.9175
ben,1973,-1.25657
ben,1974,1.23149
ben,1975,6.08188
ben,1976,-6.58415
ben,1977,9.51747
ben,1978,5.71783
ben,1979,27.4844
ben,1980,17.97004
ben,1981,9.44243
ben,1982,-23.29615
ben,1983,-26.03939
ben,1984,0.11835
ben,1985,17.9669
ben,1986,-13.51455
ben,1987,-8.32847
ben,1988,3.28116
ben,1989,-23.04159
ben,1990,35.37047
ben,1991,26.25346
ben,1992,19.28814
ben,1993,8.3383
ben,1994,-11.90846
ben,1995,5.50612
ben,1996,-10.46273
ben,1997,11.43522
ben,1998,9.87795
ben,1999,16.61157
ben,2000,-10.7821
ben,2001,12.26373
ben,2002,-2.1742
ben,2003,5.23106
ben,2004,-5.12556
ben,2005,-2.11755
ben,2006,7.03092
ben,2007,30.55196
ben,2008,5.72648
ben,2009,4.20539
ben,2010,7.01739
ben,2011,-5.84175
ben,2012,12.27427
ben,2013,29.95461
ben,2014,16.12646
ben,2015,-8.39445
ben,2016,5.92141
ben,2017,10.78258
bfa,1966,1.98496
bfa,1967,19.48255
bfa,1968,14.12924
bfa,1969,5.71563
bfa,1970,-11.7115
bfa,1971,19.40802
bfa,1972,6.83767
bfa,1973,3.99915
bfa,1974,2.69297
bfa,1975,18.35278
bfa,1976,-8.86034
bfa,1977,26.04069
bfa,1978,0.27531
bfa,1979,0.8998
bfa,1980,10.07397
bfa,1981,7.25856
bfa,1982,-2.25594
bfa,1983,-12.82031
bfa,1984,-6.86301
bfa,1985,24.81527
bfa,1986,6.16097
bfa,1987,-2.74969
bfa,1988,2.50346
bfa,1989,-12.0129
bfa,1990,5.5689
bfa,1991,-0.86102
bfa,1992,-12.02691
bfa,1993,6.24952
bfa,1994,-14.53762
bfa,1995,12.17283
bfa,1996,11.55971
bfa,1997,1.09488
bfa,1998,21.79691
bfa,1999,-9.20558
bfa,2000,1.6922
bfa,2001,-6.37626
bfa,2002,0.22701
bfa,2003,10.50294
bfa,2004,19.81055
bfa,2005,10.26955
bfa,2006,0.83419
bfa,2007,2.99348
bfa,2008,19.56172
bfa,2009,9.18418
bfa,2010,25.39847
bfa,2011,22.86594
bfa,2012,24.29336
bfa,2013,13.70383
bfa,2014,-8.69552
bfa,2015,8.63994
bgd,1961,32.31387
bgd,1962,-0.77033
bgd,1963,16.94711
bgd,1964,16.31648
bgd,1965,-0.40363
bgd,1966,4.05926
bgd,1967,16.83681
bgd,1968,-5.49777
bgd,1969,8.06174
bgd,1970,11.86174
bgd,1971,-21.60488
bgd,1972,-0.10984
bgd,1973,-50.39553
bgd,1974,-37.3372
bgd,1975,-10.82542
bgd,1976,37.62888
bgd,1977,-44.6733
bgd,1978,58.65672
bgd,1979,10.96334
bgd,1980,33.4383
bgd,1981,-52.5115
bgd,1982,9.40447
bgd,1983,-4.14742
bgd,1984,-6.46824
bgd,1985,7.24194
bgd,1986,-4.15855
bgd,1987,5.70179
bgd,1988,7.49271
bgd,1989,15.04713
bgd,1990,9.31271
bgd,1991,-15.01744
bgd,1992,-8.79066
bgd,1993,37.41891
bgd,1994,-6.11108
bgd,1995,48.3964
bgd,1996,14.10956
bgd,1997,3.04122
bgd,1998,4.47097
bgd,1999,2.30558
bgd,2000,10.23392
bgd,2001,12.84863
bgd,2002,-4.84742
bgd,2003,8.54955
bgd,2004,84.74949
bgd,2005,38.06279
bgd,2006,18.19045
bgd,2007,15.98604
bgd,2008,-1.90123
bgd,2009,-2.59965
bgd,2010,0.68645
bgd,2011,29.15296
bgd,2012,10.51856
bgd,2013,1.21815
bgd,2014,1.16832
bgd,2015,3.20271
bgd,2016,-7.09188
bgd,2017,2.87548
bgr,1981,7.51526
bgr,1982,-1.47565
bgr,1983,5.37676
bgr,1984,9.55434
bgr,1985,10.99342
bgr,1986,2.67149
bgr,1987,7.66755
bgr,1988,-12.49394
bgr,1989,-13.00484
bgr,1990,-69.50362
bgr,1991,-66.1478
bgr,1992,20.48551
bgr,1993,9.29908
bgr,1994,-13.12316
bgr,1995,25.40501
bgr,1996,-1.3
bgr,1997,-0.46112
bgr,1998,2.73106
bgr,1999,16.47327
bgr,2000,-9.65616
bgr,2001,12.56126
bgr,2002,6.2909
bgr,2003,15.15135
bgr,2004,26.24297
bgr,2005,14.34822
bgr,2006,15.91512
bgr,2007,22.61633
bgr,2008,4.86415
bgr,2009,-21.5084
bgr,2010,-0.93221
bgr,2011,9.93544
bgr,2012,5.54928
bgr,2013,4.31661
bgr,2014,5.1604
bgr,2015,5.44332
bgr,2016,4.46106
bgr,2017,7.46613
bhr,2001,-3.12139
bhr,2002,19.10224
bhr,2003,0.4257
bhr,2004,0.98584
bhr,2005,8.58772
bhr,2006,2.63436
bhr,2007,4.4423
bhr,2008,17.79799
bhr,2009,-13.16579
bhr,2010,17.30586
bhr,2011,41.35445
bhr,2012,27.71154
bhr,2013,3.09336
bhr,2014,-7.37589
bhr,2015,-5.5837
bhr,2016,-3.43593
bhr,2017,7.80905
bhs,1990,0.41199
bhs,1991,-3.83335
bhs,1992,-7.31017
bhs,1993,-0.82348
bhs,1994,7.26702
bhs,1995,3.04302
bhs,1996,10.20673
bhs,1997,43.37826
bhs,1998,13.37871
bhs,1999,2.97287
bhs,2000,5.48346
bhs,2001,-3.77627
bhs,2002,-2.77145
bhs,2003,0.34037
bhs,2004,3.54009
bhs,2005,14.27795
bhs,2006,12.20811
bhs,2007,-3.6842
bhs,2008,-5.89739
bhs,2009,-12.20877
bhs,2010,-0.39164
bhs,2011,7.46552
bhs,2012,-3.87537
bhs,2013,-1.44539
bhs,2014,12.74953
bhs,2015,-10.31411
bhs,2016,1.40428
bhs,2017,9.54293
bih,2007,12.23374
bih,2008,10.1315
bih,2009,-14.34321
bih,2010,2.4786
bih,2011,2.91653
bih,2012,0.61516
bih,2013,-0.0561
bih,2014,7.77755
bih,2015,0.68911
bih,2016,6.69372
bih,2017,6.32106
blr,1991,0.2
blr,1992,-43
blr,1993,-20.6
blr,1994,-11.40001
blr,1995,-31.4
blr,1996,10.79999
blr,1997,26.5
blr,1998,-1.89999
blr,1999,-0.20001
blr,2000,13.4
blr,2001,12.77689
blr,2002,10.20495
blr,2003,13.40049
blr,2004,19.35061
blr,2005,-1.10022
blr,2006,21.58825
blr,2007,7.32581
blr,2008,16.50023
blr,2009,-9.12258
blr,2010,12.2254
blr,2011,18.5
blr,2012,10.90004
blr,2013,-4.2
blr,2014,2.00004
blr,2015,-10.63367
blr,2016,-1.40012
blr,2017,11.74918
blz,1981,1.00574
blz,1982,-18.80972
blz,1983,-10.21668
blz,1984,16.45718
blz,1985,-15.65181
blz,1986,1.89673
blz,1987,28.2891
blz,1988,20.14519
blz,1989,13.82973
blz,1990,-3.644
blz,1991,-0.00369
blz,1992,9.59259
blz,1993,2.14142
blz,1994,6.31922
blz,1995,-5.2169
blz,1996,5.51846
blz,1997,12.11582
blz,1998,10.44466
blz,1999,24.60261
blz,2000,20.09089
blz,2001,-0.79887
blz,2002,2.61849
blz,2003,2.11307
blz,2004,-7.45699
blz,2005,6.65573
blz,2006,0.46234
blz,2007,0.35652
blz,2008,13.18976
blz,2009,-21.34794
blz,2010,10.8568
blz,2011,12.15446
blz,2012,1.74389
blz,2013,10.51755
blz,2014,3.48499
blz,2015,9.57214
blz,2016,1.59169
blz,2017,-0.61179
bol,1961,5.85502
bol,1962,18.43723
bol,1963,7.71277
bol,1964,-4.32099
bol,1965,32.06452
bol,1966,9.08647
bol,1967,8.68786
bol,1968,0.94767
bol,1969,1.30612
bol,1970,-4.83481
bol,1971,14.00054
bol,1972,10.89206
bol,1973,2.00845
bol,1974,-9.99061
bol,1975,19.43188
bol,1976,-0.4595
bol,1977,-0.86148
bol,1978,3.98085
bol,1979,-1.17629
bol,1980,-20.87628
bol,1981,8.21636
bol,1982,-25.20571
bol,1983,-13.15654
bol,1984,24.23749
bol,1985,20.7735
bol,1986,8.94389
bol,1987,7.73401
bol,1988,-0.1759
bol,1989,0.32177
bol,1990,10.24344
bol,1991,12.5893
bol,1992,9.92401
bol,1993,-0.72841
bol,1994,-0.64463
bol,1995,8.91966
bol,1996,7.94026
bol,1997,13.5391
bol,1998,22.31076
bol,1999,-17.14086
bol,2000,4.66991
bol,2001,-5.04001
bol,2002,13.09501
bol,2003,0.91503
bol,2004,5.46547
bol,2005,14.78659
bol,2006,5.16039
bol,2007,4.37239
bol,2008,9.43464
bol,2009,-10.2091
bol,2010,11.04106
bol,2011,17.01023
bol,2012,4.2809
bol,2013,8.17937
bol,2014,15.0828
bol,2015,-5.40557
bol,2016,-4.19267
bol,2017,5.58069
bra,1961,-3.48843
bra,1962,-1.20431
bra,1963,-2.4388
bra,1964,-12.50041
bra,1965,-14.28625
bra,1966,31.66629
bra,1967,7.59503
bra,1968,23.5287
bra,1969,11.42878
bra,1970,23.93166
bra,1971,24.49706
bra,1972,20.02702
bra,1973,20.40171
bra,1974,28.48859
bra,1975,-4.52476
bra,1976,-1.24281
bra,1977,-7.57285
bra,1978,4.58173
bra,1979,8.20778
bra,1980,0.67673
bra,1981,-12.35712
bra,1982,-6.03095
bra,1983,-17.43279
bra,1984,-2.94123
bra,1985,0
bra,1986,28.67976
bra,1987,-2.94381
bra,1988,-1.12645
bra,1989,8.93955
bra,1990,10.06637
bra,1991,18.67775
bra,1992,4.52332
bra,1993,26.78374
bra,1994,20.34345
bra,1995,30.68687
bra,1996,5.58586
bra,1997,14.59508
bra,1998,-0.05666
bra,1999,-15.09415
bra,2000,10.79859
bra,2001,3.3314
bra,2002,-13.30727
bra,2003,-0.4835
bra,2004,10.36405
bra,2005,7.46135
bra,2006,17.76258
bra,2007,19.5576
bra,2008,17.02571
bra,2009,-7.60197
bra,2010,33.63902
bra,2011,9.39326
bra,2012,1.13085
bra,2013,6.66968
bra,2014,-2.2719
bra,2015,-14.19064
bra,2016,-10.34293
bra,2017,4.98738
brn,1990,17.9477
brn,1991,14.30971
brn,1992,24.15516
brn,1993,3.43195
brn,1994,-7.34554
brn,1995,15.88046
brn,1996,21.16368
brn,1997,-16.65787
brn,1998,-13.44449
brn,1999,-3.63326
brn,2000,-6.23348
brn,2001,3.183
brn,2002,13.3445
brn,2003,-8.07423
brn,2004,-3.13813
brn,2005,10.17372
brn,2006,4.09283
brn,2007,13.21433
brn,2008,10.96741
brn,2009,-0.80219
brn,2010,-0.26806
brn,2011,33.71604
brn,2012,20.59244
brn,2013,14.52474
brn,2014,-30.89835
brn,2015,-11.7109
brn,2016,2.71335
brn,2017,1.28615
btn,2001,8.91517
btn,2002,17.07872
btn,2003,12.01857
btn,2004,28.52234
btn,2005,12.98583
btn,2006,-2.11523
btn,2007,10.9357
btn,2008,2.77782
btn,2009,14.3441
btn,2010,28.73622
btn,2011,5.96151
btn,2012,-7.12563
btn,2013,-1.78354
btn,2014,-3.24126
btn,2015,16.17351
btn,2016,-12.38544
btn,2017,3.65756
bwa,1976,11.17746
bwa,1977,9.83606
bwa,1978,14.51629
bwa,1979,12.31057
bwa,1980,6.43358
bwa,1981,4.8096
bwa,1982,-0.52795
bwa,1983,-0.64944
bwa,1984,10.47246
bwa,1985,7.62293
bwa,1986,1.98878
bwa,1987,13.47709
bwa,1988,25.15685
bwa,1989,22.73239
bwa,1990,10.47017
bwa,1991,-5.62435
bwa,1992,-13.75291
bwa,1993,-2.76584
bwa,1994,5.11962
bwa,1995,13.12571
bwa,1996,-4.93514
bwa,1997,34.89144
bwa,1998,14.95746
bwa,1999,-3.58587
bwa,2000,-1.93644
bwa,2001,-1.52638
bwa,2002,2.00108
bwa,2003,-7.30021
bwa,2004,17.6176
bwa,2005,-4.93568
bwa,2006,0.04416
bwa,2007,24.95538
bwa,2008,17.54354
bwa,2009,-10.88364
bwa,2010,6.48064
bwa,2011,19.2249
bwa,2012,32.07775
bwa,2013,10.74295
bwa,2014,-0.52181
bwa,2015,0.37006
bwa,2016,-6.22067
bwa,2017,-21.32537
caf,2009,9.3285
caf,2010,14.64397
caf,2011,-13.02268
caf,2012,12.34928
caf,2013,-27.66185
caf,2014,57.34163
caf,2015,9.14831
caf,2016,-0.82467
caf,2017,-0.00008
can,1961,0.25275
can,1962,2.31953
can,1963,2.66119
can,1964,13.14105
can,1965,12.64941
can,1966,13.44762
can,1967,5.45996
can,1968,10.35977
can,1969,12.92917
can,1970,-1.82143
can,1971,6.55853
can,1972,14.37342
can,1973,14.49135
can,1974,10.14092
can,1975,-3.04556
can,1976,6.28981
can,1977,-0.39922
can,1978,3.01043
can,1979,6.95451
can,1980,-3.17124
can,1981,2.55334
can,1982,-15.97332
can,1983,10.16569
can,1984,17.48892
can,1985,8.39063
can,1986,6.60108
can,1987,5.43072
can,1988,13.60173
can,1989,5.84091
can,1990,1.9489
can,1991,2.59027
can,1992,5.1398
can,1993,7.49272
can,1994,8.30662
can,1995,5.82839
can,1996,5.36062
can,1997,14.38156
can,1998,5.33953
can,1999,8.06443
can,2000,8.50018
can,2001,-4.90832
can,2002,1.81971
can,2003,4.22889
can,2004,8.47978
can,2005,7.31462
can,2006,5.30471
can,2007,5.75089
can,2008,0.85869
can,2009,-12.44928
can,2010,13.77429
can,2011,5.57445
can,2012,3.59401
can,2013,1.64981
can,2014,2.26344
can,2015,0.72921
can,2016,-0.98651
can,2017,3.63937
che,1961,19.89043
che,1962,10.46007
che,1963,4.84171
che,1964,8.66439
che,1965,0.04618
che,1966,3.50457
che,1967,4.05974
che,1968,8.31234
che,1969,12.92107
che,1970,5.72965
che,1971,6.224
che,1972,7.27519
che,1973,6.50098
che,1974,-0.97561
che,1975,-15.35082
che,1976,13.05442
che,1977,9.25153
che,1978,10.92576
che,1979,6.8534
che,1980,7.19811
che,1981,7.39795
che,1982,2.09386
che,1983,1.00804
che,1984,5.95046
che,1985,6.04736
che,1986,11.61986
che,1987,-1.4881
che,1988,6.12569
che,1989,7.32756
che,1990,5.97407
che,1991,-3.25396
che,1992,1.02613
che,1993,-1.50334
che,1994,4.46065
che,1995,5.90069
che,1996,4.00614
che,1997,10.41446
che,1998,4.90526
che,1999,3.40501
che,2000,7.88773
che,2001,0.99667
che,2002,-2.38209
che,2003,0.31926
che,2004,3.92328
che,2005,9.78036
che,2006,3.14065
che,2007,5.80701
che,2008,4.91961
che,2009,-3.76114
che,2010,8.07595
che,2011,9.17876
che,2012,-2.56135
che,2013,13.46751
che,2014,-7.73598
che,2015,4.46276
che,2016,5.95197
che,2017,-0.76487
chl,1961,11.79325
chl,1962,-7.56235
chl,1963,2.55693
chl,1964,10.62456
chl,1965,-2.11107
chl,1966,36.15578
chl,1967,-9.17512
chl,1968,9.06235
chl,1969,14.06576
chl,1970,0.99967
chl,1971,8.46837
chl,1972,3.16685
chl,1973,-5.35746
chl,1974,3.41106
chl,1975,-38.45937
chl,1976,4.18746
chl,1977,35.5165
chl,1978,17.43394
chl,1979,22.79488
chl,1980,18.88647
chl,1981,15.82321
chl,1982,-35.08381
chl,1983,-18.37651
chl,1984,12.89147
chl,1985,-9.78057
chl,1986,7.91384
chl,1987,18.60979
chl,1988,12.79329
chl,1989,25.03842
chl,1990,5.80879
chl,1991,6.95242
chl,1992,21.80785
chl,1993,14.18139
chl,1994,10.11903
chl,1995,24.98104
chl,1996,11.83295
chl,1997,13.23819
chl,1998,6.79793
chl,1999,-9.71972
chl,2000,10.33521
chl,2001,5.28018
chl,2002,1.83359
chl,2003,5.68404
chl,2004,19.33356
chl,2005,18.46495
chl,2006,11.80938
chl,2007,13.79686
chl,2008,11.53551
chl,2009,-16.61531
chl,2010,25.65768
chl,2011,15.18105
chl,2012,5.18266
chl,2013,1.9753
chl,2014,-6.51751
chl,2015,-1.0993
chl,2016,0.17235
chl,2017,4.71286
civ,2009,14.68325
civ,2010,12.42824
civ,2011,-21.36254
civ,2012,34.79474
civ,2013,-7.31187
civ,2014,0.30283
civ,2015,15.91284
civ,2016,1.87836
civ,2017,7.506
cmr,1961,-1.88371
cmr,1962,-0.25041
cmr,1963,-10.20919
cmr,1964,4.28703
cmr,1965,11.03999
cmr,1966,1.7699
cmr,1967,-7.00573
cmr,1968,15.92835
cmr,1969,-0.44093
cmr,1970,9.96298
cmr,1971,21.40966
cmr,1972,-0.88451
cmr,1973,-9.14664
cmr,1974,0.30673
cmr,1975,5.38561
cmr,1976,10.74351
cmr,1977,10.48762
cmr,1978,8.68442
cmr,1979,11.37272
cmr,1980,-0.85131
cmr,1981,50.04196
cmr,1982,-8.50763
cmr,1983,1.73245
cmr,1984,26.58129
cmr,1985,7.07617
cmr,1986,16.9
cmr,1987,-2.40001
cmr,1988,-20.4
cmr,1989,-16.2
cmr,1990,10.10001
cmr,1991,3.4
cmr,1992,-19.4
cmr,1993,35.10574
cmr,1994,27.12075
cmr,1995,-1.58028
cmr,1996,18.06147
cmr,1997,23.94066
cmr,1998,-4.05511
cmr,1999,7.06023
cmr,2000,19.02162
cmr,2001,9.28896
cmr,2002,0.14638
cmr,2003,-0.42779
cmr,2004,-0.02261
cmr,2005,2.73316
cmr,2006,1.49141
cmr,2007,13.36524
cmr,2008,12.22158
cmr,2009,-7.71652
cmr,2010,4.20606
cmr,2011,12.62945
cmr,2012,1.59514
cmr,2013,7.4936
cmr,2014,8.64754
cmr,2015,-0.33767
cmr,2016,-1.53735
cmr,2017,-0.57616
cod,1961,14.31021
cod,1962,-10.18394
cod,1963,1.05915
cod,1964,25.64377
cod,1965,2.75386
cod,1966,18.07214
cod,1967,-22.01565
cod,1968,28.85023
cod,1969,15.43814
cod,1970,18.80352
cod,1971,19.27026
cod,1972,13.26965
cod,1973,17.22131
cod,1974,-9.74129
cod,1975,-7.99876
cod,1976,-17.1793
cod,1977,41.21033
cod,1978,-23.86489
cod,1979,1.43436
cod,1980,26.30553
cod,1981,3.84235
cod,1982,-16.6008
cod,1983,29.43283
cod,1984,48.59085
cod,1985,8.15645
cod,1986,-1.86464
cod,1987,23.28162
cod,1988,14.00402
cod,1989,0.1059
cod,1990,-24.50635
cod,1991,-6.86595
cod,1992,-38.26479
cod,1993,-35.09342
cod,1994,-25.2816
cod,1995,36.59999
cod,1996,-5.49999
cod,1997,-22.88889
cod,1998,66.85878
cod,1999,59.41278
cod,2000,13.28999
cod,2001,-22.97992
cod,2002,41.0168
cod,2003,110.32692
cod,2004,-2.08454
cod,2005,23.53105
cod,2006,-11.74716
cod,2007,30.06402
cod,2008,-6.91071
cod,2009,0
cod,2010,49.07743
cod,2011,29.56375
cod,2012,27.06523
cod,2013,8.01709
cod,2014,8.66027
cod,2015,-6.47011
cod,2016,-3.71089
cod,2017,-0.07397
cog,1961,11.23188
cog,1962,-17.58957
cog,1963,-5.5336
cog,1964,3.76569
cog,1965,-2.01613
cog,1966,6.29376
cog,1967,18.09206
cog,1968,11.00282
cog,1969,11.0413
cog,1970,10.96022
cog,1971,0.40719
cog,1972,0.40632
cog,1973,0.40389
cog,1974,0.40227
cog,1975,5.01015
cog,1976,-4.294
cog,1977,-6.18192
cog,1978,-0.84986
cog,1979,-20.04278
cog,1980,41.28737
cog,1981,47.72232
cog,1982,45.47758
cog,1983,-21.39456
cog,1984,-3.15881
cog,1985,0.31278
cog,1986,-21.82628
cog,1987,-23.7037
cog,1988,0.82151
cog,1989,-2.2963
cog,1990,5
cog,1991,57.1931
cog,1992,-42.07598
cog,1993,87.20083
cog,1994,74.51058
cog,1995,-14.3678
cog,1996,4.06831
cog,1997,4.87135
cog,1998,-0.39234
cog,1999,5.97352
cog,2000,4.4594
cog,2001,6.29172
cog,2002,4.69287
