geo,time,sh_med_beds_zs
arm,1997,6.75
arm,1998,6.66
arm,1999,6.2
arm,2000,6.4
arm,2001,5
arm,2002,4.3
arm,2003,4.4
arm,2004,4.4
arm,2005,4.5
arm,2006,4.4
arm,2007,4.1
arm,2008,3.8
arm,2009,3.7
arm,2010,3.7
arm,2011,3.7
arm,2012,4
arm,2013,4.1
arm,2015,4.2
atg,1960,7.70642
atg,1970,6.53
atg,1990,6.6
atg,1993,6.1048
atg,1996,3.88
atg,2001,2.6
atg,2002,2.3
atg,2003,2.5
atg,2004,2.4
atg,2005,2.4
atg,2006,2.4
atg,2007,2
atg,2008,1.7
atg,2009,2.2
atg,2010,2.2
atg,2011,2.1
atg,2013,3.9
atg,2014,3.8
aus,1960,11.2
aus,1961,11.3
aus,1962,11.4
aus,1963,11.7
aus,1964,11.8
aus,1965,11.9
aus,1966,11.8
aus,1967,11.8
aus,1968,11.8
aus,1969,11.7
aus,1970,11.7
aus,1971,11.6
aus,1972,11.8
aus,1973,11.8
aus,1974,12
aus,1975,11.9
aus,1976,11.9
aus,1977,12.1
aus,1978,12.1
aus,1979,12.2
aus,1980,12.3
aus,1981,12.2
aus,1982,12.1
aus,1983,11.9
aus,1984,11.7
aus,1985,10.9
aus,1987,10.5
aus,1989,9.8
aus,1991,9.2
aus,1992,8.9
aus,1993,8.9
aus,1994,8.7
aus,1995,8.7
aus,1996,8.5
aus,1997,8.3
aus,1998,8.2
aus,1999,7.9
aus,2000,7.8
aus,2001,7.6
aus,2002,4
aus,2004,3.9
aus,2005,4
aus,2006,3.97
aus,2009,3.8
aus,2010,3.9
aus,2011,3.8
aus,2014,3.8
aut,1960,10.8
aut,1970,10.8
aut,1980,11.2
aut,1985,10.9
aut,1986,10.8
aut,1987,10.7
aut,1988,10.6
aut,1989,10.4
aut,1990,10.2
aut,1991,9.9
aut,1992,9.7
aut,1993,9.4
aut,1994,9.5
aut,1995,9.4
aut,1996,9.3
aut,1997,9.2
aut,1998,9
aut,1999,8.9
aut,2000,7.9
aut,2001,7.8
aut,2002,7.8
aut,2003,7.7
aut,2004,7.7
aut,2005,7.7
aut,2006,7.7
aut,2007,7.8
aut,2008,7.7
aut,2009,7.7
aut,2010,7.7
aut,2011,7.7
aut,2012,7.7
aut,2013,7.6
aze,1980,9.7452
aze,1985,9.8968
aze,1986,9.8411
aze,1987,9.8821
aze,1988,9.9663
aze,1989,10.2044
aze,1990,10.0992
aze,1991,10.0209
aze,1992,10.5428
aze,1993,10.4875
aze,1994,10.0706
aze,1995,10.02
aze,1996,9.81
aze,1997,9.61
aze,1998,9.06
aze,1999,8.9
aze,2000,8.7
aze,2001,8.5
aze,2002,8.4
aze,2003,8.3
aze,2004,8.2
aze,2005,8.2
aze,2006,7.9
aze,2007,7.9
aze,2008,7.7
aze,2009,7.5
aze,2010,5.1
aze,2011,4.6
aze,2012,4.6
aze,2013,4.7
bdi,1960,1.12241
bdi,1970,1.2806
bdi,1975,1.1232
bdi,1986,0.6792
bdi,1991,0.6631
bdi,2006,0.7
bdi,2011,1.9
bdi,2014,0.8
bel,1970,8.3
bel,1980,9.4
bel,1985,9.1
bel,1990,8
bel,1991,7.9
bel,1992,7.7
bel,1993,7.7
bel,1994,7.6
bel,1997,7.2
bel,1998,7.2
bel,1999,7.1
bel,2000,7.8
bel,2001,7.7
bel,2002,7.6
bel,2003,7.5
bel,2004,7.5
bel,2005,7.4
bel,2006,6.7
bel,2007,6.6
bel,2008,6.6
bel,2009,6.5
bel,2010,6.5
bel,2011,6.4
bel,2012,6.3
bel,2013,6.3
bel,2014,6.2
ben,1960,1.22575
ben,1970,1.1549
ben,1980,1.4649
ben,1981,1.1312
ben,1985,0.3596
ben,1990,0.8339
ben,1991,0.5005
ben,1992,0.2231
ben,1993,0.2391
ben,1994,0.2336
ben,2005,0.5
ben,2010,0.5
bfa,1960,0.52376
bfa,1970,0.5715
bfa,1989,0.3064
bfa,1990,0.2993
bfa,1995,1.3
bfa,1996,1.42
bfa,2006,0.9
bfa,2010,0.4
bgd,1970,0.1551
bgd,1980,0.2158
bgd,1981,0.2252
bgd,1985,0.2878
bgd,1990,0.3042
bgd,1991,0.3081
bgd,1994,0.3049
bgd,1999,0.3
bgd,2001,0.3
bgd,2002,0.34
bgd,2005,0.3
bgd,2011,0.6
bgd,2014,0.6
bgd,2015,0.8
bgr,1960,6.21368
bgr,1980,8.8506
bgr,1981,8.859
bgr,1982,8.8867
bgr,1983,8.8768
bgr,1984,8.963
bgr,1985,9.114
bgr,1986,9.4521
bgr,1987,9.5642
bgr,1988,9.5602
bgr,1989,9.7021
bgr,1990,9.7908
bgr,1991,9.7682
bgr,1992,10.2064
bgr,1993,10.4942
bgr,1994,10.1961
bgr,1995,10.37
bgr,1996,10.47
bgr,1997,10.28
bgr,1998,8.41
bgr,1999,7.49
bgr,2000,7.4
bgr,2001,7.2
bgr,2002,6.5
bgr,2003,6.3
bgr,2004,6.1
bgr,2005,6.4
bgr,2006,6.2
bgr,2007,6.4
bgr,2008,6.5
bgr,2009,6.6
bgr,2010,6.5
bgr,2011,6.4
bgr,2012,6.6
bgr,2013,6.8
bhr,1960,4.71141
bhr,1970,4.3429
bhr,1980,3.3144
bhr,1989,3.3395
bhr,1997,2.9
bhr,2000,2.8
bhr,2001,2.8
bhr,2002,2.9
bhr,2003,2.8
bhr,2004,2.8
bhr,2005,2.8
bhr,2006,2.7
bhr,2007,2.7
bhr,2008,2
bhr,2009,1.8
bhr,2010,1.8
bhr,2011,1.7
bhr,2012,2.1
bhr,2013,2.1
bhr,2014,2
bhs,1960,5.72566
bhs,1970,5.0936
bhs,1980,4.4048
bhs,1990,4
bhs,1993,3.8839
bhs,1995,3.6
bhs,1996,3.94
bhs,2000,3.5
bhs,2001,3.4
bhs,2002,3.4
bhs,2003,3.4
bhs,2004,3.4
bhs,2006,3.2
bhs,2007,3.2
bhs,2008,3.1
bhs,2009,3.2
bhs,2010,3.1
bhs,2011,2.9
bhs,2012,2.9
bhs,2013,2.9
bih,1980,4.8311
bih,1981,4.9228
bih,1982,4.9179
bih,1983,4.9047
bih,1984,4.8137
bih,1985,4.7181
bih,1986,4.742
bih,1987,4.5935
bih,1988,4.5782
bih,1989,4.4983
bih,1990,4.4591
bih,1991,4.378
bih,1998,3.82
bih,1999,3.8
bih,2000,3.4
bih,2001,3.2
bih,2002,3.2
bih,2003,3.2
bih,2004,3.1
bih,2005,3
bih,2006,3.3
bih,2007,3.4
bih,2008,3.4
bih,2009,3.3
bih,2010,3.4
bih,2011,3.5
bih,2012,3.5
bih,2013,3.5
blr,1980,12.5461
blr,1985,13.0713
blr,1986,13.2605
blr,1987,13.4563
blr,1988,13.3729
blr,1989,13.5795
blr,1990,13.2264
blr,1991,13.2047
blr,1992,12.6907
blr,1993,12.4762
blr,1994,12.4639
blr,1995,12.38
blr,1996,12.27
blr,1997,12.36
blr,1998,12.42
blr,1999,12.64
blr,2000,12.6
blr,2001,12.6
blr,2002,11.9
blr,2003,11.3
blr,2004,10.7
blr,2005,11.1
blr,2006,11.2
blr,2007,11.2
blr,2008,11.1
blr,2009,11.1
blr,2010,11.5
blr,2011,11.3
blr,2012,11.3
blr,2013,11
blz,1960,4.66777
blz,1970,5.4014
blz,1986,3.3168
blz,1990,2.7
blz,1993,2.8
blz,1995,2.5
blz,1996,2.13
blz,2000,1.9
blz,2003,1.3
blz,2004,1.3
blz,2005,1.2
blz,2006,1.3
blz,2007,1.2
blz,2008,1.2
blz,2009,1.1
blz,2010,1.2
blz,2011,1.1
blz,2012,1.1
blz,2013,0.9
blz,2014,1.3
bmu,1996,6.3
bol,1960,1.84542
bol,1970,2.3217
bol,1975,2.0588
bol,1990,1.3178
bol,1991,1.411
bol,1993,1.4
bol,1996,1.67
bol,2003,1
bol,2004,1
bol,2006,1.1
bol,2007,1.1
bol,2008,1.1
bol,2009,1.1
bol,2011,1.1
bol,2012,1.1
bol,2013,1.1
bol,2014,1.1
bra,1960,3.2018
bra,1970,3.6918
bra,1975,4.9951
bra,1987,3.5603
bra,1990,3.3453
bra,1993,3.5
bra,1996,3.11
bra,2002,2.6
bra,2005,2.4
bra,2009,2.4
bra,2010,2.4
bra,2011,2.3
bra,2012,2.3
bra,2013,2.3
bra,2014,2.2
brb,1960,5.92978
brb,1970,10.2216
brb,1980,8.5347
brb,1990,8.4
brb,1993,1.2676
brb,1995,7.4
brb,1996,7.56
brb,2003,7.3
brb,2004,7.3
brb,2005,6.7
brb,2006,6.6
brb,2008,7.6
brb,2009,6.8
brb,2010,6.6
brb,2012,6.2
brb,2013,6.2
brb,2014,5.8
brn,1960,4.90244
brn,1970,3.5077
brn,1981,2.9359
brn,1982,2.994
brn,2000,2.6
brn,2002,2.7
brn,2004,2.6
brn,2005,3
brn,2006,2.79
brn,2008,2.7
brn,2009,2.6
brn,2011,2.79
brn,2012,2.7
brn,2015,2.7
btn,1986,1.7059
btn,1990,0.8467
btn,1994,1.6148
btn,1999,1.6
btn,2001,1.6
btn,2002,1.6
btn,2006,1.7
btn,2011,1.8
btn,2012,1.7
bwa,1960,2.12292
bwa,1980,2.3631
bwa,1990,1.5752
bwa,2003,2.2
bwa,2007,2.4
bwa,2008,1.8
bwa,2010,1.8
caf,1960,1.23142
caf,1970,1.8756
caf,1980,1.5586
caf,1990,0.8732
caf,2006,1.2
caf,2011,1
can,1960,6.2
can,1970,7
can,1976,6.9
can,1977,6.9
can,1978,6.9
can,1979,6.8
can,1980,6.8
can,1981,6.9
can,1982,6.8
can,1983,6.8
can,1984,6.8
can,1985,6.8
can,1986,6.7
can,1987,6.6
can,1988,6.5
can,1989,6.3
can,1990,6
can,1991,5.8
can,1992,5.5
can,1993,5.4
can,1995,5
can,1996,4.6
can,1997,4.4
can,1998,4.2
can,1999,3.9
can,2000,3.4
can,2001,3.7
can,2002,3.7
can,2003,3.6
can,2005,3.4
can,2006,3.4
can,2008,3.4
can,2009,3.2
can,2010,2.7
can,2011,2.7
can,2012,2.7
chanisl,1960,11.15385
chanisl,1970,11.225
chanisl,1980,10.6512
chanisl,1981,10.5951
che,1991,19.9
che,2000,6.3
che,2001,6
che,2002,5.9
che,2003,5.8
che,2004,5.7
che,2005,5.5
che,2006,5.4
che,2007,5.4
che,2008,5.3
che,2009,5.1
che,2010,5
che,2011,4.9
che,2012,4.8
che,2013,4.7
chl,1960,3.67429
chl,1970,3.7764
chl,1980,3.4064
chl,1989,3.1767
chl,1990,3.1586
chl,1993,3.1
chl,1996,2.67
chl,2002,2.6
chl,2004,2.4
chl,2005,2.3
chl,2006,2.3
chl,2009,2.1
chl,2010,2
chl,2011,2.1
chl,2012,2.2
chl,2013,2.2
chn,1965,1.44
chn,1966,1.52
chn,1967,1.5
chn,1968,1.45
chn,1969,1.45
chn,1970,1.54
chn,1971,1.58
chn,1972,1.71
chn,1973,1.77
chn,1974,1.85
chn,1975,1.92
chn,1976,2
chn,1977,2.07
chn,1978,2.14
chn,1979,2.2
chn,1980,2.23
chn,1981,2.25
chn,1982,2.26
chn,1983,2.29
chn,1984,2.33
chn,1985,2.37
chn,1986,2.4
chn,1987,2.48
chn,1988,2.54
chn,1989,2.56
chn,1990,2.58
chn,1991,2.6
chn,1992,2.62
chn,1993,2.63
chn,1994,2.63
chn,1995,2.61
chn,1996,2.55
chn,1997,2.55
chn,1998,2.53
chn,1999,2.52
chn,2000,2.52
chn,2001,2.52
chn,2002,2.45
chn,2003,2.2
chn,2004,3
chn,2005,2.45
chn,2006,2.23
chn,2009,4.2
chn,2010,3.56
chn,2011,3.8
chn,2012,4.2
civ,1960,1.34877
civ,1970,1.1561
civ,1989,0.8285
civ,1990,0.8116
civ,2006,0.4
cmr,1960,2.00227
cmr,1970,1.7515
cmr,1975,2.4659
cmr,1989,2.5983
cmr,1990,2.5533
cmr,2006,1.5
cmr,2010,1.3
cod,1960,5.67404
cod,1970,3.3234
cod,1975,3.2253
cod,1987,1.5931
cod,1990,1.4268
cod,2005,1.1
cod,2006,0.8
cog,1960,3.75709
cog,1970,4.3872
cog,1990,3.35
cog,2005,1.6
col,1960,2.57555
col,1970,2.0973
col,1980,1.5641
col,1989,1.2511
col,1990,1.3667
col,1993,1.3
col,1996,1.46
col,2003,1.1
col,2004,1.2
col,2006,1
col,2007,1
col,2011,1.4
col,2012,1.5
col,2013,1.5
col,2014,1.5
com,1989,3.1249
com,1990,2.7616
com,2006,2.2
com,2010,2.2
cpv,1970,1.4082
cpv,1980,2.1869
cpv,1988,1.5977
cpv,1992,1.5831
cpv,2005,2.1
cpv,2008,2.1
cpv,2010,2.1
cri,1960,4.79078
cri,1970,3.9396
cri,1980,3.3144
cri,1990,2.5
cri,1994,1.7939
cri,1995,1.78
cri,1996,1.75
cri,1997,1.71
cri,1998,1.68
cri,2003,1.4
cri,2004,1.4
cri,2006,1.3
cri,2007,1.3
cri,2008,1.2
cri,2010,1.2
cri,2011,1.2
cri,2012,1.2
cri,2013,1.1
cri,2014,1.1
cri,2015,1.2
cub,1960,4.3665
cub,1970,4.6324
cub,1990,5.4212
cub,1993,6
cub,1996,5.13
cub,2003,4.9
cub,2005,4.9
cub,2006,4.9
cub,2007,4.9
cub,2008,6
cub,2009,5.9
cub,2010,5.9
cub,2011,5.1
cub,2012,5.3
cub,2013,5.1
cub,2014,5.2
cym,1990,3
cyp,1960,4.52356
cyp,1970,5.3821
cyp,1980,5.653
cyp,1981,5.7201
cyp,1989,5.0864
cyp,2000,4.5
cyp,2001,4.4
cyp,2002,4.4
cyp,2003,4.3
cyp,2004,4.2
cyp,2005,3.8
cyp,2006,3.7
cyp,2007,3.8
cyp,2008,3.8
cyp,2009,3.7
cyp,2010,3.5
cyp,2011,3.5
cyp,2012,3.5
cyp,2013,3.4
cze,1980,11.3
cze,1985,11.4
cze,1990,11.3
cze,1991,11.1
cze,1992,10.7
cze,1993,10.4
cze,1994,10.2
cze,2000,7.8
cze,2001,7.8
cze,2002,7.8
cze,2003,7.7
cze,2004,7.6
cze,2005,7.6
cze,2006,7.4
cze,2007,7.3
cze,2008,7.2
cze,2009,7.1
cze,2010,7
cze,2011,6.8
cze,2012,6.7
cze,2013,6.5
cze,2015,6.5
deu,1960,10.5
deu,1970,11.3
deu,1980,11.5
deu,1985,11
deu,1990,10.4
deu,1991,10.1
deu,1992,9.9
deu,1993,9.7
deu,1994,9.7
deu,1995,9.7
deu,1996,9.6
deu,1997,9.4
deu,1998,9.3
deu,1999,9.2
deu,2000,9.1
deu,2001,9
deu,2002,8.9
deu,2003,8.7
deu,2004,8.6
deu,2005,8.5
deu,2006,8.3
deu,2007,8.2
deu,2008,8.2
deu,2009,8.2
deu,2010,8.2
deu,2011,8.2
deu,2012,8.2
deu,2013,8.3
dji,1960,7.83133
dji,1970,6.0774
dji,1981,3.6105
dji,1990,2.5397
dji,2000,1.8
dji,2001,1.8
dji,2002,1.8
dji,2003,1.6
dji,2004,1.6
dji,2005,1.6
dji,2006,1.6
dji,2010,1.4
dji,2011,1.4
dji,2012,1.4
dji,2013,1.4
dji,2014,1.4
dma,1960,4.54395
dma,1970,4.4444
dma,1990,3
dma,1993,2.5939
dma,1995,3.6
dma,1996,2.65
dma,2000,3.8
dma,2001,3.5
dma,2002,3.9
dma,2003,3.9
dma,2004,3.9
dma,2005,3.9
dma,2007,4
dma,2008,3.8
dma,2009,3.8
dma,2010,3.8
dma,2011,3.8
dma,2012,3.8
dnk,1970,8.1
dnk,1972,8.4
dnk,1973,8.3
dnk,1974,8.5
dnk,1975,8.5
dnk,1976,8.6
dnk,1977,8.4
dnk,1978,8.5
dnk,1979,8.2
dnk,1980,8.1
dnk,1981,7.8
dnk,1982,7.7
dnk,1983,7.4
dnk,1984,7.1
dnk,1985,7
dnk,1986,6.9
dnk,1987,6.2
dnk,1988,6
dnk,1989,5.8
dnk,1990,5.6
dnk,1991,5.4
dnk,1992,5.1
dnk,1993,5
dnk,1994,5
dnk,1995,4.9
dnk,1996,4.7
dnk,1997,4.6
dnk,1998,4.5
dnk,1999,4.3
dnk,2000,4.3
dnk,2001,4.2
dnk,2002,4.3
dnk,2003,4.1
dnk,2004,4
dnk,2005,3.9
dnk,2006,3.8
dnk,2007,3.7
dnk,2008,3.6
dnk,2009,3.5
dnk,2010,3.5
dnk,2011,3.1
dnk,2013,3.1
dnk,2015,2.5
dom,1960,2.32869
dom,1970,2.6394
dom,1975,2.5015
dom,1990,1.8813
dom,1993,2
dom,1996,1.5
dom,2003,2.1
dom,2005,2
dom,2007,1
dom,2008,1
dom,2009,1
dom,2010,1.6
dom,2011,1.7
dom,2013,1.6
dom,2014,1.6
dza,1960,3.18741
dza,1970,2.8425
dza,1986,2.4884
dza,1988,2.629
dza,1989,2.5644
dza,1990,2.4993
dza,1994,2.1032
dza,1998,2.1
dza,2004,1.7
dza,2015,1.9
east_asia_pacific,1970,2.56078
east_asia_pacific,1975,1.91633
east_asia_pacific,1976,2.12823
east_asia_pacific,1980,3.32569
east_asia_pacific,1981,2.43956
east_asia_pacific,1982,2.38293
east_asia_pacific,1983,2.4117
east_asia_pacific,1984,2.45546
east_asia_pacific,1985,3.2861
east_asia_pacific,1986,2.39673
east_asia_pacific,1989,2.4875
east_asia_pacific,1990,2.34174
east_asia_pacific,1991,2.42076
east_asia_pacific,1992,2.4288
east_asia_pacific,1993,3.43502
east_asia_pacific,1994,3.52691
east_asia_pacific,1995,3.80121
east_asia_pacific,1996,3.80358
east_asia_pacific,1997,3.70668
east_asia_pacific,1998,3.3932
east_asia_pacific,1999,3.70067
east_asia_pacific,2000,3.61276
east_asia_pacific,2001,3.37062
east_asia_pacific,2002,3.08491
east_asia_pacific,2003,3.41366
east_asia_pacific,2004,4.02467
east_asia_pacific,2005,3.35802
east_asia_pacific,2006,3.1717
east_asia_pacific,2009,4.7785
east_asia_pacific,2010,3.00681
east_asia_pacific,2011,3.55035
east_asia_pacific,2012,4.4431
ecu,1960,1.87069
ecu,1970,2.3491
ecu,1975,2.5463
ecu,1980,1.9072
ecu,1990,1.6441
ecu,1993,1.6
ecu,1996,1.55
ecu,2002,1.5
ecu,2003,1.7
ecu,2007,1.5
ecu,2008,1.5
ecu,2009,1.5
ecu,2010,1.6
ecu,2011,1.6
ecu,2012,1.5
ecu,2013,1.5
egy,1960,2.14698
egy,1970,2.1805
egy,1975,2.0366
egy,1980,2.0263
egy,1981,2.0722
egy,1986,2.0857
egy,1988,2.1247
egy,1989,2.0199
egy,1990,2.0709
egy,1991,2.0242
egy,1992,2.0004
egy,1993,1.9293
egy,1996,2.1
egy,1997,2.1
egy,2000,2.1
egy,2001,2.1
egy,2002,2.1
egy,2003,2.2
egy,2004,2.2
egy,2005,2.2
egy,2006,2.2
egy,2007,2.1
egy,2008,2.1
egy,2009,1.7
egy,2010,1.7
egy,2011,0.5
egy,2012,0.5
egy,2013,0.5
egy,2014,1.6
eri,2006,1.2
eri,2011,0.7
esp,1970,4.7
esp,1979,5.5
esp,1980,5.4
esp,1981,5.4
esp,1982,5.4
esp,1983,5.2
esp,1984,5
esp,1985,4.9
esp,1986,4.8
esp,1987,4.8
esp,1988,4.7
esp,1989,4.7
esp,1990,4.6
esp,1991,4.6
esp,1992,4.5
esp,1993,4.4
esp,1994,4.4
esp,1995,4.3
esp,1996,4.3
esp,1997,4.2
esp,1998,4.2
esp,1999,4.1
esp,2000,3.7
esp,2001,3.6
esp,2002,3.5
esp,2003,3.5
esp,2004,3.4
esp,2005,3.4
esp,2006,3.3
esp,2007,3.3
esp,2008,3.2
esp,2009,3.2
esp,2010,3.2
esp,2011,3.1
esp,2012,3
esp,2013,3
est,1980,12.1851
est,1985,12.2744
est,1986,12.2652
est,1987,12.1365
est,1988,12.0267
est,1989,11.9308
est,1990,11.6106
est,1991,11.2892
est,1992,9.6817
est,1993,9.6223
est,1994,8.5613
est,1995,8.35
est,1996,7.9
est,1997,7.71
est,1998,7.58
est,1999,7.53
est,2000,7
est,2001,6.6
est,2002,6
est,2003,5.7
est,2004,5.7
est,2005,5.4
est,2006,5.6
est,2007,5.5
est,2008,5.7
est,2009,5.4
est,2010,5.2
est,2011,5.3
est,2012,5.5
est,2013,5
est,2015,5
eth,1960,0.29423
eth,1970,0.2852
eth,1975,0.2857
eth,1980,0.2955
eth,1990,0.2415
eth,2004,0.2
eth,2006,0.2
eth,2008,0.2
eth,2011,6.3
eth,2015,0.3
europe_central_asia,1980,9.15649
europe_central_asia,1985,9.58933
europe_central_asia,1986,9.67481
europe_central_asia,1987,9.65669
europe_central_asia,1988,9.62487
europe_central_asia,1989,9.57019
europe_central_asia,1990,9.16848
europe_central_asia,1991,9.03191
europe_central_asia,1992,8.70135
europe_central_asia,1993,8.52419
europe_central_asia,1994,8.32783
europe_central_asia,1995,8.1332
europe_central_asia,1996,7.90809
europe_central_asia,1997,7.54695
europe_central_asia,1998,7.30258
europe_central_asia,1999,7.09513
europe_central_asia,2000,6.9685
europe_central_asia,2001,6.95716
europe_central_asia,2002,6.81653
europe_central_asia,2003,6.72255
europe_central_asia,2004,6.52661
europe_central_asia,2005,6.44131
europe_central_asia,2006,6.35663
europe_central_asia,2007,6.21417
europe_central_asia,2008,6.13521
europe_central_asia,2009,6.08633
europe_central_asia,2010,5.97901
europe_central_asia,2011,5.85494
europe_central_asia,2012,5.80443
europe_central_asia,2013,5.92491
fin,1970,15.1
fin,1980,15.6
fin,1985,14
fin,1990,12.5
fin,1991,11.2
fin,1992,11
fin,1993,10
fin,1994,10
fin,1995,9.3
fin,1996,9.2
fin,1997,7.9
fin,1998,7.8
fin,1999,7.6
fin,2000,7.5
fin,2001,7.5
fin,2002,7.4
fin,2003,7.2
fin,2004,7.1
fin,2005,7.1
fin,2006,7
fin,2007,6.7
fin,2008,6.5
fin,2009,6.3
fin,2010,5.9
fin,2011,5.5
fin,2012,5.3
fin,2013,4.9
fin,2015,4.4
fji,1960,4.04061
fji,1970,2.9096
fji,1975,3.3333
fji,1980,2.8139
fji,1981,2.7461
fji,1999,2.6
fji,2004,2.1
fji,2005,2.09
fji,2008,2.1
fji,2009,2.1
fji,2011,2.3
fra,1974,10.5
fra,1975,10.6
fra,1976,10.6
fra,1977,10.8
fra,1978,10.9
fra,1979,11.1
fra,1980,11.1
fra,1981,11.1
fra,1982,11
fra,1983,10.8
fra,1984,10.7
fra,1985,10.5
fra,1986,10.3
fra,1987,10.2
fra,1988,10.1
fra,1989,9.9
fra,1990,9.7
fra,1991,9.6
fra,1992,9.4
fra,1993,9.3
fra,1994,9.1
fra,1995,8.9
fra,1996,8.8
fra,1997,8.6
fra,1998,8.4
fra,1999,8.3
fra,2000,8.2
fra,2001,8.1
fra,2002,8
fra,2003,7.8
fra,2004,7.6
fra,2005,7.5
fra,2006,7.3
fra,2007,7.3
fra,2008,7.1
fra,2009,6.9
fra,2010,6.6
fra,2011,6.6
fra,2012,6.5
fra,2013,6.5
fsm,1989,3.4673
fsm,2000,2.8
fsm,2005,3.3
fsm,2006,3.31
fsm,2009,3.2
gab,1960,5.71399
gab,1970,9.9107
gab,1985,1.552
gab,1990,3.1938
gab,2006,2
gab,2008,1.3
gab,2010,6.3
gbm,1960,1.84498
gbm,1970,1.91323
gbm,1980,1.75616
gbm,1981,1.75411
gbm,1990,1.75224
gbm,2005,1.76939
gbm,2006,1.58474
gbm,2009,1.58428
gbr,1960,10.7
gbr,1970,9.6
gbr,1980,8.1
gbr,1985,7.4
gbr,1990,5.9
gbr,1991,5.6
gbr,1992,5.4
gbr,1993,5.1
gbr,1994,4.8
gbr,1995,4.8
gbr,1996,4.6
gbr,1997,4.6
gbr,1998,4.4
gbr,1999,4.2
gbr,2000,4.1
gbr,2001,4
gbr,2002,4
gbr,2003,4
gbr,2004,3.9
gbr,2005,3.7
gbr,2006,3.6
gbr,2007,3.4
gbr,2008,3.4
gbr,2009,3.3
gbr,2010,3
gbr,2011,2.9
gbr,2012,2.8
gbr,2013,2.8
geo,1980,10.1708
geo,1985,9.9734
geo,1986,10.015
geo,1987,10.1074
geo,1988,9.9935
geo,1989,9.9957
geo,1990,9.7975
geo,1991,9.7981
geo,1992,10.0087
geo,1993,9.3911
geo,1994,9.6758
geo,1995,7.66
geo,1996,5.67
geo,1997,5.86
geo,1998,5.71
geo,1999,5.69
geo,2000,4.8
geo,2001,4.5
geo,2002,4.2
geo,2003,4.2
geo,2004,4.1
geo,2005,3.9
geo,2006,3.7
geo,2007,3.3
geo,2008,3.2
geo,2009,3.1
geo,2010,3
geo,2011,2.8
geo,2012,2.5
geo,2013,2.6
gha,1960,0.77989
gha,1970,1.3228
gha,1975,1.2508
gha,1985,1.567
gha,1990,1.46
gha,2005,0.9
gha,2009,0.9
gha,2011,0.9
gin,1960,0.73916
gin,1970,1.7585
gin,1988,0.5841
gin,1990,0.5507
gin,2005,0.3
gin,2011,0.3
gmb,1960,1.18182
gmb,1985,1.6578
gmb,1990,0.6109
gmb,2005,0.8
gmb,2009,1.1
gmb,2011,1.1
gnb,1960,1.62118
gnb,1970,1.5746
gnb,1980,1.886
gnb,1981,1.9717
gnb,1990,1.4779
gnb,2007,0.7
gnb,2009,1
gnq,1960,4.99603
gnq,1988,2.803
gnq,2001,1.1
gnq,2005,2.2
gnq,2009,1.9
gnq,2010,2.1
grc,1960,5.8
grc,1970,6.2
grc,1980,6.2
grc,1985,5.5
grc,1986,5.3
grc,1987,5.2
grc,1988,5.2
