geo,time,bn_gsr_gnfs_cd
ben,1990,-90092810.69467
ben,1991,-343430086.16516
ben,1992,-245575041.67366
ben,1993,-196400598.19414
ben,1994,-92834949.71009
ben,1995,-280430214.21383
ben,1996,-94660482.74701
ben,1997,-209202342.59965
ben,1998,-207407122.53936
ben,1999,-252179013.96458
ben,2000,-179354291.1273
ben,2001,-224307820.68629
ben,2002,-287686633.6632
ben,2003,-359506825.81502
ben,2004,-344979255.11006
ben,2005,-372717296.1413
ben,2006,-445428199.38466
ben,2007,-754037235.89799
ben,2008,-769515309.88281
ben,2009,-788159265.28706
ben,2010,-631878698.9278
ben,2011,-642264852.1464
ben,2012,-710686806.80211
ben,2013,-858430406.15004
ben,2014,-1117240380.37114
ben,2015,-822289500.34067
ben,2016,-980500520.90067
ben,2017,-1099366451.43901
bfa,2005,-848477782.16581
bfa,2006,-782841351.32075
bfa,2007,-960903231.21011
bfa,2008,-1368751242.61872
bfa,2009,-888795393.29499
bfa,2010,-667624350.81327
bfa,2011,-697026105.87562
bfa,2012,-585829780.56906
bfa,2013,-1595490203.73592
bfa,2014,-1116086794.71056
bfa,2015,-1016935498.92532
bfa,2016,-795496628.08519
bfa,2017,-896009763.13199
bgd,1976,-480606264.95048
bgd,1977,-663369889.01433
bgd,1978,-942478540.68859
bgd,1979,-1309762900.9952
bgd,1980,-1829305681.98229
bgd,1981,-1896655282.54027
bgd,1982,-1674191270.82786
bgd,1983,-1395938726.16493
bgd,1984,-1678795062.44922
bgd,1985,-1527027397.33888
bgd,1986,-1708694420.02741
bgd,1987,-1615000802.4229
bgd,1988,-1778862048.53991
bgd,1989,-2387325689.49489
bgd,1990,-1895840930.87395
bgd,1991,-1650022838.99286
bgd,1992,-1561350613.08649
bgd,1993,-1515339352.99061
bgd,1994,-1851345900.48272
bgd,1995,-3157115126.18329
bgd,1996,-2836515602.01405
bgd,1997,-2307212151.30023
bgd,1998,-2087438608.91848
bgd,1999,-2696292969.48389
bgd,2000,-2458878888.10143
bgd,2001,-2817985657.31352
bgd,2002,-2234843547.53366
bgd,2003,-3141653816.41339
bgd,2004,-3854880482.14049
bgd,2005,-4156759716.05124
bgd,2006,-3896303860.12961
bgd,2007,-5462928581.36726
bgd,2008,-7672641808.74828
bgd,2009,-6025299151.95923
bgd,2010,-7816344792.83923
bgd,2011,-10888026891.2585
bgd,2012,-10157899098.9677
bgd,2013,-9933198074.62348
bgd,2014,-12119389611.999
bgd,2015,-10606498175.2762
bgd,2016,-10505302542.1777
bgd,2017,-17594487835.4604
bgd,2018,-21356282344.7892
bgr,1980,1308000000
bgr,1981,293000000
bgr,1982,287000000
bgr,1983,55000000
bgr,1984,514000000
bgr,1985,-112000000
bgr,1986,-856000000
bgr,1987,-514000000
bgr,1988,-76000000
bgr,1989,-254000000
bgr,1990,-1077000000
bgr,1991,-117900000
bgr,1992,-307200000
bgr,1993,-943400000
bgr,1994,-6000000
bgr,1995,274500000
bgr,1996,307700000
bgr,1997,546700000
bgr,1998,-8020423.35565
bgr,1999,-766710358.94043
bgr,2000,-669989777.21258
bgr,2001,-1327927121.52239
bgr,2002,-1209902300.43731
bgr,2003,-2061604764.8916
bgr,2004,-2896945990.97014
bgr,2005,-4449983421.99429
bgr,2006,-5844352050.21159
bgr,2007,-8945175667.26605
bgr,2008,-10620241928.2913
bgr,2009,-3922786473.94819
bgr,2010,-1627160000
bgr,2011,170110000
bgr,2012,-1886240000
bgr,2013,-385580000
bgr,2014,-287460000
bgr,2015,442430000
bgr,2016,2320610000
bgr,2017,2435790000
bgr,2018,1301310000
bhr,1975,90012642.45262
bhr,1976,-33872670.023
bhr,1977,-28560596.55898
bhr,1978,40004817.88776
bhr,1979,348254470.14665
bhr,1980,304774346.06467
bhr,1981,368617022.25696
bhr,1982,364920213.73649
bhr,1983,51063829.92304
bhr,1984,331117021.64353
bhr,1985,523670212.76596
bhr,1986,472074468.08511
bhr,1987,325797872.34043
bhr,1988,449734042.55319
bhr,1989,264095744.68085
bhr,1990,120478723.40426
bhr,1991,-490425531.91489
bhr,1992,-588031914.89362
bhr,1993,177127664.67788
bhr,1994,316489391.16258
bhr,1995,675266009.82782
bhr,1996,718617083.3911
bhr,1997,607180907.58333
bhr,1998,44414898.0467
bhr,1999,1052961957.63308
bhr,2000,2044070281.64894
bhr,2001,1811550028.19149
bhr,2002,1332161989.80497
bhr,2003,1775601799.20213
bhr,2004,2166297712.58865
bhr,2005,3109957700.70922
bhr,2006,4103227902.39362
bhr,2007,4688031914.89362
bhr,2008,4955053191.48936
bhr,2009,4350797872.34043
bhr,2010,4784840425.53192
bhr,2011,9061702127.65958
bhr,2012,5659840425.53191
bhr,2013,5771542553.19149
bhr,2014,5520212765.95745
bhr,2015,3351063829.78723
bhr,2016,2694148936.17021
bhr,2017,2855851063.82979
bhs,1976,140700000
bhs,1977,122900000
bhs,1978,142700000
bhs,1979,92500000
bhs,1980,58600000
bhs,1981,12300000
bhs,1982,10400000
bhs,1983,28100000
bhs,1984,61300000
bhs,1985,175400000
bhs,1986,205400000
bhs,1987,130400000
bhs,1988,111900000
bhs,1989,41500000
bhs,1990,130600000
bhs,1991,-12000000
bhs,1992,106400000
bhs,1993,153260000
bhs,1994,68100000
bhs,1995,-28100000
bhs,1996,-151700000
bhs,1997,-358800000
bhs,1998,-832100000
bhs,1999,-403400000
bhs,2000,-570760000
bhs,2001,-556100000
bhs,2002,-281323042.557
bhs,2003,-369790000
bhs,2004,-416580000
bhs,2005,-603804537.741
bhs,2006,-1237750000
bhs,2007,-1135298058.99422
bhs,2008,-1112196412.431
bhs,2009,-670319000
bhs,2010,-576589000
bhs,2011,-930926000
bhs,2012,-1247731400
bhs,2013,-1168058000
bhs,2014,-1513316594.86294
bhs,2015,-815857514.44974
bhs,2016,-921512760.93046
bhs,2017,-1565319883.82829
bih,1998,-2925389370.83722
bih,1999,-3117889819.77411
bih,2000,-2577518132.81806
bih,2001,-2730065298.51948
bih,2002,-3120639139.59946
bih,2003,-3821941979.2465
bih,2004,-4138362133.57751
bih,2005,-4345529639.45764
bih,2006,-3624941968.5814
bih,2007,-4662020359.93844
bih,2008,-6229877854.77118
bih,2009,-4194259998.58544
bih,2010,-3699616132.55731
bih,2011,-4434962079.82806
bih,2012,-4035721592.83707
bih,2013,-3724521863.46056
bih,2014,-4198572495.40221
bih,2015,-2990493957.46066
bih,2016,-2816123771.7878
bih,2017,-2963815796.66701
bih,2018,-3059917974.96309
blr,1993,-479800000
blr,1994,-437700000
blr,1995,-483300000
blr,1996,-576400000
blr,1997,-853000000
blr,1998,-1019200000
blr,1999,-255500000
blr,2000,-567100000
blr,2001,-633700000
blr,2002,-473400000
blr,2003,-692400000
blr,2004,-1493900000
blr,2005,341600000
blr,2006,-1492100000
blr,2007,-2817800000
blr,2008,-4652300000
blr,2009,-5608000000
blr,2010,-7500100000
blr,2011,-1208900000
blr,2012,2834000000
blr,2013,-2340900000
blr,2014,-488900000
blr,2015,100700000
blr,2016,-32000000
blr,2017,82900000
blr,2018,693800000
blz,1984,-17100000
blz,1985,-13100000
blz,1986,-13050000
blz,1987,-14100000
blz,1988,-20750000
blz,1989,-40750000
blz,1990,-3850000
blz,1991,-43000000
blz,1992,-42900000
blz,1993,-60500000
blz,1994,-42201500
blz,1995,-28143500
blz,1996,-11710000
blz,1997,-43315000
blz,1998,-63297500
blz,1999,-70653468.46
blz,2000,-166561465.90375
blz,2001,-162844254.46806
blz,2002,-141161220.76532
blz,2003,-135689422.7227
blz,2004,-84088082.01134
blz,2005,-88005496.07104
blz,2006,25931934.00181
blz,2007,13477104.08259
blz,2008,-91248702.91034
blz,2009,-53959075.12805
blz,2010,19961433.07483
blz,2011,-5491301.20521
blz,2012,9363001.62986
blz,2013,-27570992.44744
blz,2014,-67121775.15023
blz,2015,-148978201.23581
blz,2016,-163283832.51302
blz,2017,-47593710.7536
blz,2018,-50358545.45598
bmu,2006,-338490000
bmu,2007,-650029970.09113
bmu,2008,-712497097.0048
bmu,2009,-693118178.72998
bmu,2010,-585289486.16529
bmu,2011,-326799752.46144
bmu,2012,-399084688.58486
bmu,2013,-515927552.12556
bmu,2014,-605016880.40596
bmu,2015,-568413579.36297
bmu,2016,-610483019.83614
bmu,2017,-649147240.3621
bol,1976,-36000000
bol,1977,-65800000
bol,1978,-244600000
bol,1979,-265900000
bol,1980,197200000
bol,1981,-142100000
bol,1982,192300000
bol,1983,117500000
bol,1984,152200000
bol,1985,11000000
bol,1986,-175700000
bol,1987,-266300000
bol,1988,-174900000
bol,1989,-160900000
bol,1990,-109500000
bol,1991,-198100000
bol,1992,-578800000
bol,1993,-536500000
bol,1994,-171700000
bol,1995,-340100000
bol,1996,-418490000
bol,1997,-648500000
bol,1998,-844800000
bol,1999,-678100000
bol,2000,-607815903.97
bol,2001,-458745530.02828
bol,2002,-516682880.93811
bol,2003,-86907789.36758
bol,2004,231061237.17287
bol,2005,414848470.90881
bol,2006,892459631.56059
bol,2007,814530371.93492
bol,2008,1244957796.03459
bol,2009,274170000
bol,2010,681407338.7748
bol,2011,345773475.20328
bol,2012,2339083705.3513
bol,2013,1691971936.9631
bol,2014,1087138110.1321
bol,2015,-1979737198.24535
bol,2016,-2514014188.13766
bol,2017,-2195096797.03796
bol,2018,-2265352770.26747
bra,1975,-4994000000
bra,1976,-3971000000
bra,1977,-1686000000
bra,1978,-2882000000
bra,1979,-5041000000
bra,1980,-5957000000
bra,1981,-1688000000
bra,1982,-2810000000
bra,1983,4062000000
bra,1984,11337000000
bra,1985,10762000000
bra,1986,5731000000
bra,1987,8794000000
bra,1988,16145000000
bra,1989,13327000000
bra,1990,6986000000
bra,1991,6687000000
bra,1992,11897000000
bra,1993,8739000000
bra,1994,5515000000
bra,1995,-10652000000
bra,1996,-13512000000
bra,1997,-15961000000
bra,1998,-15648000000
bra,1999,-8244000000
bra,2000,-7859777661.10749
bra,2001,-5108845803.41413
bra,2002,8164106076.27807
bra,2003,19862819852.2364
bra,2004,28989514786.4329
bra,2005,36394274084.7342
bra,2006,36804240760.5937
bra,2007,26812962156.6268
bra,2008,8145874250.69796
bra,2009,6025626300
bra,2010,-11665299050.08
bra,2011,-9541405570.34502
bra,2012,-22748530632.33
bra,2013,-45983605443.69
bra,2014,-54736046612.645
bra,2015,-19260791207.215
bra,2016,14590183783.84
bra,2017,30177751901.92999
bra,2018,19180285643.31
brb,1970,-47699999.97615
brb,1971,-40103780.6452
brb,1972,-47780628.56985
brb,1973,-57931201.63414
brb,1974,-54791694.10945
brb,1975,-47303769.4088
brb,1976,-82200000
brb,1977,-68250000
brb,1978,-53750000
brb,1979,-58300000
brb,1980,-38500000
brb,1981,-126300000
brb,1982,-45550000
brb,1983,-39600000
brb,1984,26150000
brb,1985,74200000
brb,1986,29600000
brb,1987,11550000
brb,1988,67000000
brb,1989,49300000
brb,1990,-4900000
brb,1991,-17300000
brb,1992,135380285
brb,1993,93053027.2
brb,1994,136282597
brb,1995,17024604.2
brb,1996,39977683.4
brb,1997,-101612258.735
brb,1998,-120584034.5
brb,1999,-209370059.32
brb,2000,-220413737
brb,2001,-186513354.85
brb,2002,-227374798.85
brb,2003,-241583829.88334
brb,2004,-395251067.07257
brb,2005,-356257905.82327
brb,2006,-180891424.25758
brb,2007,-142086539.98
brb,2008,-256497243.5605
brb,2009,-193083744.96
brb,2010,-171536150.91659
brb,2011,-103006651.65629
brb,2012,-99029731.20908
brb,2013,-67592835.21217
brn,2001,1989059787.25675
brn,2002,1779007179.21169
brn,2003,2568584409.5717
brn,2004,3199787455.8062
brn,2005,4335140927.97401
brn,2006,5569590895.58787
brn,2007,5196313757.02077
brn,2008,7304766748.18526
brn,2009,4370174427.09202
brn,2010,5424417631.9042
brn,2011,7303248266.46829
brn,2012,6609154195.79176
brn,2013,4557118830.5744
brn,2014,5813453718.26044
brn,2015,1903397568.72309
brn,2016,1039098776.80807
brn,2017,1705234270.82597
brn,2018,1359241663.74238
btn,2006,-135666508.27505
btn,2007,50402524.62511
btn,2008,-112000942.93871
btn,2009,-107898255.76135
btn,2010,-344757300.89912
btn,2011,-558990156.79171
btn,2012,-478829661.21635
btn,2013,-433041928.51585
btn,2014,-459214963.24802
btn,2015,-496734660.34035
btn,2016,-594968891.45451
btn,2017,-518571545.31827
btn,2018,-482335186.19442
bwa,1975,-84380460.07771
bwa,1976,-42090010.57091
bwa,1977,-73281420.13922
bwa,1978,-123044302.13479
bwa,1979,-93864262.98419
bwa,1980,-173051561.86825
bwa,1981,-400483624.39132
bwa,1982,-198317730.99906
bwa,1983,-71381307.35926
bwa,1984,11244839.70046
bwa,1985,179652049.01006
bwa,1986,189128650.33764
bwa,1987,704432208.99684
bwa,1988,353551580.11307
bwa,1989,517101258.42531
bwa,1990,18006243.06009
bwa,1991,94531112.16274
bwa,1992,16447641.28026
bwa,1993,132476295.61611
bwa,1994,384222050.91883
bwa,1995,370895868.75437
bwa,1996,569169393.30705
bwa,1997,664882047.49874
bwa,1998,-190025982.75389
bwa,1999,597855038.4507
bwa,2000,679374494.1357
bwa,2001,604632567.67137
bwa,2002,756117515.72311
bwa,2003,955466496.06948
bwa,2004,826930101.78056
bwa,2005,1825355801.63475
bwa,2006,1932749748.55663
bwa,2007,1279869208.19096
bwa,2008,-292092989.02188
bwa,2009,-1262774232.02985
bwa,2010,-1360903768.90005
bwa,2011,-997728862.77028
bwa,2012,-2658311580.94821
bwa,2013,-412529548.12046
bwa,2014,495533234.76798
bwa,2015,-892493693.94942
bwa,2016,1298013497.57679
bwa,2017,548279158.76481
bwa,2018,29001769.50504
caf,1977,-46267561.46939
caf,1978,-62639631.80635
caf,1979,-88989534.02528
caf,1980,-126405983.52064
caf,1981,-67231819.60917
caf,1982,-90147402.11634
caf,1983,-82119625.05621
caf,1984,-77225049.16854
caf,1985,-97955993.82237
caf,1986,-157155853.94702
caf,1987,-155355473.64659
caf,1988,-134132076.25803
caf,1989,-116783795.46803
caf,1990,-190527759.35421
caf,1991,-139202546.1759
caf,1992,-180730947.70728
caf,1993,-108312334.39868
caf,1994,-65381291.41204
can,1960,-506965097.11961
can,1961,-212120980.73052
can,1962,-95384130.62445
can,1963,309278759.85861
can,1964,563628154.48225
can,1965,-72914365.29116
can,1966,14746027.03336
can,1967,659237891.66853
can,1968,863477545.35137
can,1969,91577097.88501
can,1970,2225305803.45782
can,1971,1599649051.68282
can,1972,998715623.64145
can,1973,1798485347.07659
can,1974,188806815.45684
can,1975,-3075889125.97874
can,1976,-1515997270.58042
can,1977,-510403180.72382
can,1978,666682553.67713
can,1979,1184242918.34059
can,1980,4717395080.83
can,1981,2361388870.09483
can,1982,12130845692.391
can,1983,11082294016.2113
can,1984,12377075316.1164
can,1985,8477603565.87652
can,1986,3697836184.17814
can,1987,5199682303.13483
can,1988,4077707643.07547
can,1989,363564038.84545
can,1990,1115963784.24025
can,1991,-3204750443.16362
can,1992,-2261089319.66945
can,1993,63206950.53313
can,1994,6647801661.67282
can,1995,18904083589.16949
can,1996,24629288042.4509
can,1997,12429974698.068
can,1998,12048309635.2646
can,1999,24096639864.5943
can,2000,41604373750.7723
can,2001,41819090368.6473
can,2002,32839901425.9662
can,2003,34073822805.1472
can,2004,44846759262.6837
can,2005,45678110612.90231
can,2006,35204360382.2795
can,2007,30611671625.0845
can,2008,28144247478.80989
can,2009,-20294599835.7533
can,2010,-30874997989.8312
can,2011,-21682664821.6812
can,2012,-35906350578.27169
can,2013,-30367083707.48359
can,2014,-17695796292.3814
can,2015,-39370132362.4434
can,2016,-37598674218.35329
can,2017,-38954699142.60071
can,2018,-36362039631.6287
che,1977,47430340.00305
che,1978,-256707815.68604
che,1979,-3180321456.38464
che,1980,-3247581863.0006
che,1981,-264224100.77627
che,1982,-972774618.8622
che,1983,-2215667515.86451
che,1984,2012186039.6817
che,1985,1891641654.37249
che,1986,-12229582.6203
che,1987,1018648396.41674
che,1988,1692749265.35912
che,1989,1758821461.86408
che,1990,644418982.71735
che,1991,4234403965.62044
che,1992,9072204292.6004
che,1993,11646322343.4134
che,1994,13329165729.8698
che,1995,14403419962.3246
che,1996,12583959676.7016
che,1997,14061341027.5182
che,1998,12697634856.9753
che,1999,15727670908.0436
che,2000,15911589710.6497
che,2001,14413398083.6388
che,2002,20656475647.8134
che,2003,23805392536.5159
che,2004,35804955464.2552
che,2005,28876630523.6249
che,2006,35194278614.65769
che,2007,50831461608.16579
che,2008,58167631122.3484
che,2009,39071776144.5727
che,2010,60062167282.63188
che,2011,53942989882.19061
che,2012,63103901171.27061
che,2013,75523318224.19421
che,2014,76683400917.03552
che,2015,73214998715.3002
che,2016,70965074601.08569
che,2017,68273185972.49512
che,2018,78855426782.40558
chl,1975,-217000000
chl,1976,425000000
chl,1977,-282000000
chl,1978,-696000000
chl,1979,-618000000
chl,1980,-1084000000
chl,1981,-3285000000
chl,1982,-411000000
chl,1983,547000000
chl,1984,-181000000
chl,1985,495720000
chl,1986,627760000
chl,1987,854900000
chl,1988,1519300000
chl,1989,1022540000
chl,1990,1055290000
chl,1991,1518700000
chl,1992,546000000
chl,1993,-1215700000
chl,1994,581000000
chl,1995,1056900000
chl,1996,-1072625133.10716
chl,1997,-1563380808.39716
chl,1998,-2492077323.14361
chl,1999,1689973427.38374
chl,2000,1400054677.54859
chl,2001,999286551.13533
chl,2002,1684100883.03244
chl,2003,3869273277.45885
chl,2004,9861505995.90637
chl,2005,10766558932.1919
chl,2006,22375527348.7625
chl,2007,23652876789.158
chl,2008,5037301062.76553
chl,2009,13683113132.4933
chl,2010,14135429144.1959
chl,2011,8318851700.95435
chl,2012,66059597.04501
chl,2013,-1409598032.18262
chl,2014,2735539539.4139
chl,2015,-148908441.66829
chl,2016,1549626080.24097
chl,2017,3964592925.23897
chl,2018,672664240.98536
chn,1982,4737000000
chn,1983,2475000000
chn,1984,-32000000
chn,1985,-12592000000
chn,1986,-7589000000
chn,1987,291000000
chn,1988,-4060000000
chn,1989,-4927000000
chn,1990,10668000000
chn,1991,11601000000
