geo,time,tm_tax_mrch_wm_fn_zs
aus,2006,4.09
aus,2007,4.26
aus,2008,3.88
aus,2009,3.96
aus,2010,3.61
aus,2011,2.47
aus,2012,2.58
aus,2013,2.63
aus,2014,2.69
aus,2015,2.72
aus,2016,2.71
aus,2017,2.9
aut,1988,4.73
aut,1989,4.73
aut,1990,5.97
aut,1991,5.68
aut,1992,6.06
aut,1993,5.97
aut,1994,5.87
aut,1995,7.38
aut,1996,6.07
aut,1997,5.67
aut,1998,4.86
aut,1999,4.52
aut,2000,3.45
aut,2001,3.8
aut,2002,3.47
aut,2003,3.63
aut,2004,3.48
aut,2005,3.31
aut,2006,3.17
aut,2007,3.07
aut,2008,2.83
aut,2009,3.1
aut,2010,2.84
aut,2011,2.83
aut,2012,2.64
aut,2013,2.84
aut,2014,2.81
aut,2015,2.96
aut,2016,3.16
aut,2017,3.14
aze,2002,6.75
aze,2005,6.09
aze,2007,5.95
aze,2008,5.78
aze,2009,6.27
aze,2011,5.99
aze,2012,6.63
aze,2013,6.58
aze,2014,6.67
aze,2015,6.75
bdi,2002,21.13
bdi,2003,20.79
bdi,2005,21.1
bdi,2006,17.49
bdi,2007,14.64
bdi,2008,13.38
bdi,2009,19.5
bdi,2010,19.5
bdi,2011,15.46
bdi,2012,15.16
bdi,2013,12.39
bdi,2014,13.03
bdi,2015,10.84
bdi,2016,10.25
bel,1988,4.73
bel,1989,4.73
bel,1990,5.97
bel,1991,5.68
bel,1992,6.06
bel,1993,5.97
bel,1994,5.87
bel,1995,7.38
bel,1996,6.07
bel,1997,5.67
bel,1998,4.86
bel,1999,4.52
bel,2000,3.45
bel,2001,3.8
bel,2002,3.47
bel,2003,3.63
bel,2004,3.48
bel,2005,3.31
bel,2006,3.17
bel,2007,3.07
bel,2008,2.83
bel,2009,3.1
bel,2010,2.84
bel,2011,2.83
bel,2012,2.64
bel,2013,2.84
bel,2014,2.81
bel,2015,2.96
bel,2016,3.16
bel,2017,3.14
ben,2001,12.62
ben,2002,12.7
ben,2003,12.58
ben,2004,12.6
ben,2005,13.01
ben,2006,12.6
ben,2007,16.48
ben,2008,12.56
ben,2009,12.6
ben,2010,12.64
ben,2011,11.73
ben,2012,11.73
ben,2013,15.83
ben,2014,11
ben,2015,17.22
ben,2016,12.46
ben,2017,17.84
bfa,1993,5
bfa,2001,11.16
bfa,2002,11.45
bfa,2003,11.3
bfa,2004,11.38
bfa,2005,11.03
bfa,2006,10.56
bfa,2007,10.42
bfa,2008,10.5
bfa,2009,10.42
bfa,2010,10.63
bfa,2011,10.18
bfa,2012,9.65
bfa,2013,9.65
bfa,2014,9.65
bfa,2015,9.59
bfa,2016,9.32
bfa,2017,9.08
bgd,1989,88.43
bgd,1994,77.19
bgd,1998,22.15
bgd,1999,18.52
bgd,2000,18.11
bgd,2001,17.89
bgd,2002,18.31
bgd,2003,19.06
bgd,2004,15.8
bgd,2005,22.7
bgd,2006,21.64
bgd,2007,9.25
bgd,2008,7.71
bgd,2009,10.71
bgd,2010,9.94
bgd,2011,9.63
bgd,2012,12.84
bgd,2013,12.09
bgd,2015,12.32
bgd,2016,11.03
bgr,1988,4.73
bgr,1989,4.73
bgr,1990,5.97
bgr,1991,5.68
bgr,1992,6.06
bgr,1993,5.97
bgr,1994,5.87
bgr,1995,7.38
bgr,1996,6.07
bgr,1997,5.67
bgr,1998,4.86
bgr,1999,4.52
bgr,2000,3.45
bgr,2001,3.8
bgr,2002,3.47
bgr,2003,3.63
bgr,2004,3.48
bgr,2005,3.31
bgr,2006,3.17
bgr,2007,3.07
bgr,2008,2.83
bgr,2009,3.1
bgr,2010,2.84
bgr,2011,2.83
bgr,2012,2.64
bgr,2013,2.84
bgr,2014,2.81
bgr,2015,2.96
bgr,2016,3.16
bgr,2017,3.14
bhr,1999,10.72
bhr,2000,10.36
bhr,2001,8.51
bhr,2002,5.79
bhr,2003,5.76
bhr,2004,5.77
bhr,2005,5.53
bhr,2006,5.41
bhr,2007,5.71
bhr,2008,5.31
bhr,2009,5.3
bhr,2010,5.15
bhr,2011,5.92
bhr,2012,5.92
bhr,2013,4.49
bhr,2014,3.99
bhr,2015,4.23
bhr,2016,4.16
bhr,2017,8.56
bhs,1999,28.58
bhs,2002,25.02
bhs,2006,23.88
bhs,2010,20.22
bhs,2011,19.46
bhs,2013,14.05
bhs,2014,19.83
bhs,2015,19.03
bhs,2016,18.95
bih,2001,7.46
bih,2006,8.88
bih,2007,8.61
bih,2008,8.28
bih,2009,8.73
bih,2010,8.16
bih,2011,7.8
bih,2012,7.78
bih,2013,7.77
bih,2014,7.86
bih,2015,8.07
bih,2016,8.18
bih,2017,8.08
blr,1996,8.85
blr,1997,9.5
blr,2000,7.63
blr,2001,7.91
blr,2002,8.8
blr,2008,7.3
blr,2009,7.01
blr,2010,6
blr,2011,5.01
blr,2012,5.68
blr,2013,5.69
blr,2014,4.89
blr,2015,4.29
blr,2016,4.08
blr,2017,4.01
blz,1996,15.63
blz,1999,11.19
blz,2001,10.72
blz,2002,11.65
blz,2003,11.35
blz,2006,10.02
blz,2007,9.67
blz,2008,9.25
blz,2009,12.06
blz,2010,12.05
blz,2011,8.9
blz,2012,8.88
blz,2013,11.01
blz,2014,10.24
blz,2015,11.15
blz,2016,11.49
blz,2017,11.24
bmu,2007,18.75
bmu,2008,18.98
bmu,2009,18.68
bmu,2010,18.61
bmu,2011,17.06
bmu,2012,17.44
bmu,2013,17.23
bmu,2014,15.27
bmu,2015,18.67
bmu,2016,18.73
bmu,2017,20.85
bol,1993,9.44
bol,1994,9.95
bol,1995,9.49
bol,1996,9.31
bol,1997,9.31
bol,1998,9.04
bol,1999,9.14
bol,2000,8.46
bol,2001,8.71
bol,2002,9.25
bol,2003,8.56
bol,2004,8.96
bol,2005,8.67
bol,2006,8.44
bol,2007,8.43
bol,2008,8.48
bol,2009,8.59
bol,2010,8.96
bol,2011,8.8
bol,2012,8.92
bol,2013,8.55
bol,2014,8.56
bol,2015,8.89
bol,2016,8.89
bol,2017,9.63
bra,1989,31.92
bra,1990,18.95
bra,1991,16.55
bra,1992,15.71
bra,1993,13.02
bra,1994,13.27
bra,1995,12.69
bra,1996,13.8
bra,1997,14
bra,1998,15.94
bra,1999,13.85
bra,2000,12.69
bra,2001,10.47
bra,2002,10.01
bra,2003,9.53
bra,2004,9.06
bra,2005,8.54
bra,2006,8.46
bra,2007,8.62
bra,2008,8.58
bra,2009,9.92
bra,2010,10.09
bra,2011,10.1
bra,2012,10.12
bra,2013,10.08
bra,2014,9.92
bra,2015,10.32
bra,2016,10.19
bra,2017,10.87
brb,1996,23.64
brb,1999,22.78
brb,2000,21.01
brb,2001,20.34
brb,2002,20.78
brb,2003,21.45
brb,2004,20.2
brb,2006,17.12
brb,2007,19.23
brb,2010,15.77
brb,2011,13.15
brb,2012,8.69
brb,2013,15.39
brn,1992,4.43
brn,1996,11.41
brn,1997,11.25
brn,1998,11.26
brn,1999,6.35
brn,2000,7.85
brn,2001,11.19
brn,2002,11.09
brn,2003,12.28
brn,2004,6.43
brn,2005,6.2
brn,2006,5.94
brn,2007,5.71
brn,2008,2.02
brn,2009,2.51
brn,2010,2.51
brn,2011,2.45
brn,2014,1.13
brn,2016,1.19
brn,2017,0.12
btn,1996,14.55
btn,2002,15.54
btn,2004,21.49
btn,2005,21.54
btn,2007,27.53
btn,2015,21.7
bwa,2001,11.34
bwa,2002,9.3
bwa,2004,8.41
bwa,2005,9.45
bwa,2006,8.48
bwa,2007,8.53
bwa,2008,7.97
bwa,2009,8.02
bwa,2010,7.68
bwa,2011,7.13
bwa,2012,4.98
bwa,2013,5.45
bwa,2014,5.66
bwa,2015,5.01
bwa,2016,6.08
bwa,2017,7.18
caf,1995,14.86
caf,1997,16.78
caf,2001,18.3
caf,2002,16.86
caf,2003,29.86
caf,2004,29.86
caf,2005,29.49
caf,2006,29.87
caf,2007,17.63
caf,2008,17.62
caf,2009,17.62
caf,2010,17.62
caf,2011,17.43
caf,2012,17.44
caf,2013,11.64
caf,2015,13.88
caf,2016,14.51
caf,2017,17.52
can,1989,8.08
can,1993,6.98
can,1995,6.93
can,1996,5.6
can,1997,5.19
can,1998,3.95
can,1999,3.73
can,2000,3.43
can,2001,3.61
can,2002,3.67
can,2003,6.11
can,2004,3.54
can,2005,3.4
can,2006,3.38
can,2007,3.49
can,2008,3.36
can,2009,3.49
can,2010,2.96
can,2011,2.84
can,2012,2.88
can,2013,2.97
can,2014,2.94
can,2015,3.11
can,2016,3.2
can,2017,3.17
che,1990,13.22
che,1993,14.75
che,1995,16.77
che,1996,11.39
che,1997,5.86
che,1998,5.35
che,1999,5.02
che,2000,4.46
che,2001,4.38
che,2002,4.33
che,2003,4.82
che,2004,4.3
che,2005,4.37
che,2006,4.41
che,2007,3.92
che,2008,3.92
che,2009,3.97
che,2010,3.44
che,2011,4.07
che,2012,2.67
che,2013,4.07
che,2014,4.11
che,2015,2.92
che,2016,2.89
che,2017,3.34
chl,1992,10.95
chl,1993,10.94
chl,1994,10.93
chl,1995,10.93
chl,1996,10.95
chl,1997,10.97
chl,1998,10.94
chl,1999,9.96
chl,2000,9
chl,2001,8
chl,2002,6.96
chl,2003,5.77
chl,2004,5.99
chl,2005,5.95
chl,2006,5.89
chl,2007,5.92
chl,2008,5.91
chl,2009,5.94
chl,2010,5.94
chl,2011,5.92
chl,2012,5.83
chl,2013,5.89
chl,2015,5.9
chl,2016,5.89
chl,2017,5.97
chn,1992,32.17
chn,1993,30.29
chn,1994,27.93
chn,1996,19.76
chn,1997,15.82
chn,1998,15.5
chn,1999,14.46
chn,2000,14.67
chn,2001,14.11
chn,2002,7.72
chn,2003,6.48
chn,2004,5.96
chn,2005,4.9
chn,2006,4.4
chn,2007,5.48
chn,2008,4.87
chn,2009,3.97
chn,2010,5.3
chn,2011,6.97
chn,2014,5.6
chn,2015,5.58
chn,2016,4.29
chn,2017,4.89
civ,1993,4.89
civ,1996,4.1
civ,2001,7.22
civ,2002,9.69
civ,2003,9.61
civ,2004,8.54
civ,2005,7.61
civ,2006,7.38
civ,2007,6.65
civ,2008,6.65
civ,2009,7.57
civ,2010,7.23
civ,2011,7.07
civ,2012,6.74
civ,2013,6.74
civ,2014,6.44
civ,2015,8.37
civ,2016,8.37
civ,2017,10.28
cmr,1994,13.7
cmr,1995,14.54
cmr,2001,13.49
cmr,2002,13.9
cmr,2003,14.27
cmr,2004,14.27
cmr,2005,14.45
cmr,2006,13.81
cmr,2007,15.73
cmr,2008,15.7
cmr,2009,13.88
cmr,2010,14.86
cmr,2011,12.74
cmr,2012,11.93
cmr,2013,15.55
cmr,2014,12.9
cod,2003,12.65
cod,2006,11.26
cod,2007,11.57
cod,2008,11.07
cod,2009,12.04
cod,2010,11.03
cod,2014,10.19
cog,1994,16.35
cog,1997,15.19
cog,2001,11.89
cog,2002,11.89
cog,2003,11.79
cog,2004,11.79
cog,2005,11.93
cog,2006,11.79
cog,2007,14.6
cog,2008,15.85
cog,2009,15.34
cog,2010,15.87
cog,2011,15.29
cog,2013,16.21
cog,2014,16.41
cog,2015,11.82
col,1991,6.45
col,1992,10.55
col,1994,11.64
col,1995,12.21
col,1996,11.19
col,1997,11.31
col,1998,11.18
col,1999,10.69
col,2000,10.98
col,2001,10.83
col,2002,11.28
col,2003,11.06
col,2004,11.39
col,2005,11.42
col,2006,12.01
col,2007,12.27
col,2008,11.62
col,2009,11.13
col,2010,11.82
col,2011,8.99
col,2012,7.65
col,2013,7.18
col,2014,7
col,2015,6.54
col,2016,6.98
col,2017,9.83
com,2008,4.93
com,2010,6.39
com,2011,6.39
com,2012,6.5
com,2013,6.72
com,2014,8.21
com,2015,7.71
com,2017,11.05
cpv,2005,13.75
cpv,2006,13.19
cpv,2007,11.16
cpv,2008,12.23
cpv,2009,11.93
cpv,2010,11.05
cpv,2011,10.3
cpv,2012,10.6
cpv,2013,10.89
cpv,2015,10.89
cri,1995,8.81
cri,1996,9.04
cri,1997,9.06
cri,1998,7.36
cri,1999,5.25
cri,2000,4.59
cri,2001,4.44
cri,2002,4.23
cri,2003,4.47
cri,2004,4.58
cri,2005,4.14
cri,2006,4.08
cri,2007,4.21
cri,2008,4.39
cri,2009,3.76
cri,2010,3.86
cri,2011,4.09
cri,2012,4.17
cri,2013,4.1
cri,2014,4.4
cri,2016,5.25
cub,1993,11.06
cub,1996,8.88
cub,1997,8.82
cub,1998,8.88
cub,1999,8.78
cub,2000,8.45
cub,2001,9.15
cub,2002,8.79
cub,2003,9.01
cub,2004,8.53
cub,2005,8.22
cub,2006,10.09
cub,2007,10.05
cub,2008,10.05
cub,2009,10.1
cub,2010,10.16
cub,2011,9.57
cub,2012,9.6
cub,2013,9.04
cub,2015,9.81
cub,2016,9.54
cub,2017,9.18
cym,2016,16.72
cyp,1988,4.73
cyp,1989,4.73
cyp,1990,5.97
cyp,1991,5.68
cyp,1992,6.06
cyp,1993,5.97
cyp,1994,5.87
cyp,1995,7.38
cyp,1996,6.07
cyp,1997,5.67
cyp,1998,4.86
cyp,1999,4.52
cyp,2000,3.45
cyp,2001,3.8
cyp,2002,3.47
cyp,2003,3.63
cyp,2004,3.48
cyp,2005,3.31
cyp,2006,3.17
cyp,2007,3.07
cyp,2008,2.83
cyp,2009,3.1
cyp,2010,2.84
cyp,2011,2.83
cyp,2012,2.64
cyp,2013,2.84
cyp,2014,2.81
cyp,2015,2.96
cyp,2016,3.16
cyp,2017,3.14
cze,1988,4.73
cze,1989,4.73
cze,1990,5.97
cze,1991,5.68
cze,1992,6.06
cze,1993,5.97
cze,1994,5.87
cze,1995,7.38
cze,1996,6.07
cze,1997,5.67
cze,1998,4.86
cze,1999,4.52
cze,2000,3.45
cze,2001,3.8
cze,2002,3.47
cze,2003,3.63
cze,2004,3.48
cze,2005,3.31
cze,2006,3.17
cze,2007,3.07
cze,2008,2.83
cze,2009,3.1
cze,2010,2.84
cze,2011,2.83
cze,2012,2.64
cze,2013,2.84
cze,2014,2.81
cze,2015,2.96
cze,2016,3.16
cze,2017,3.14
deu,1988,4.73
deu,1989,4.73
deu,1990,5.97
deu,1991,5.68
deu,1992,6.06
deu,1993,5.97
deu,1994,5.87
deu,1995,7.38
deu,1996,6.07
deu,1997,5.67
deu,1998,4.86
deu,1999,4.52
deu,2000,3.45
deu,2001,3.8
deu,2002,3.47
deu,2003,3.63
deu,2004,3.48
deu,2005,3.31
deu,2006,3.17
deu,2007,3.07
deu,2008,2.83
deu,2009,3.1
deu,2010,2.84
deu,2011,2.83
deu,2012,2.64
deu,2013,2.84
deu,2014,2.81
deu,2015,2.96
deu,2016,3.16
deu,2017,3.14
dji,1998,56.72
dji,1999,217.78
dji,2002,28.49
dji,2005,26.31
dji,2006,27.72
dji,2009,17.27
dji,2011,17.7
dji,2012,17.7
dji,2014,17.56
dma,1996,18.61
dma,1997,15.98
dma,1998,16
dma,1999,15.96
dma,2000,13.82
dma,2001,13.51
dma,2002,14.82
dma,2003,14.2
dma,2006,12.94
dma,2007,13.01
dma,2010,11.11
dma,2011,14.32
dma,2012,12.21
dma,2013,14.32
dma,2015,14
dma,2016,14
dma,2017,13.76
dnk,1988,4.73
dnk,1989,4.73
dnk,1990,5.97
dnk,1991,5.68
dnk,1992,6.06
dnk,1993,5.97
dnk,1994,5.87
dnk,1995,7.38
dnk,1996,6.07
dnk,1997,5.67
dnk,1998,4.86
dnk,1999,4.52
dnk,2000,3.45
dnk,2001,3.8
dnk,2002,3.47
dnk,2003,3.63
dnk,2004,3.48
dnk,2005,3.31
dnk,2006,3.17
dnk,2007,3.07
dnk,2008,2.83
dnk,2009,3.1
dnk,2010,2.84
dnk,2011,2.83
dnk,2012,2.64
dnk,2013,2.84
dnk,2014,2.81
dnk,2015,2.96
dnk,2016,3.16
dnk,2017,3.14
dom,1996,7.87
dom,1997,12.29
dom,1998,7.87
dom,1999,7.87
dom,2000,15.86
dom,2001,8.11
dom,2002,9.2
dom,2003,8.91
dom,2004,8.92
dom,2005,8.56
dom,2006,8.95
dom,2007,8.13
dom,2008,8.94
dom,2010,6.58
dom,2011,6.29
dom,2012,6.2
dom,2013,6.37
dom,2015,7.71
dom,2016,7.71
dom,2017,8.33
dza,1993,15.5
dza,1997,16.93
dza,1998,17.26
dza,2001,15.16
dza,2002,12.99
dza,2003,11.97
dza,2005,11.66
dza,2006,11.93
dza,2007,11.47
dza,2008,11.37
dza,2009,11.93
dza,2014,12.52
dza,2015,12.02
dza,2016,12.6
dza,2017,12.69
east_asia_pacific,1988,6.31
east_asia_pacific,1989,9.58
east_asia_pacific,1990,7.32
east_asia_pacific,1991,10.65
east_asia_pacific,1992,11.71
east_asia_pacific,1993,14.92
east_asia_pacific,1994,12.96
east_asia_pacific,1995,6.64
east_asia_pacific,1996,7.3
east_asia_pacific,1997,6.31
east_asia_pacific,1998,5.86
east_asia_pacific,1999,6.58
east_asia_pacific,2000,5.72
east_asia_pacific,2001,6.34
east_asia_pacific,2002,5.03
east_asia_pacific,2003,5.03
east_asia_pacific,2004,4.46
east_asia_pacific,2005,3.94
east_asia_pacific,2006,3.64
east_asia_pacific,2007,3.92
east_asia_pacific,2008,3.81
east_asia_pacific,2009,3.57
east_asia_pacific,2010,3.87
east_asia_pacific,2011,4.48
east_asia_pacific,2012,3.04
east_asia_pacific,2013,3.14
east_asia_pacific,2014,4
east_asia_pacific,2015,4.28
east_asia_pacific,2016,3.71
east_asia_pacific,2017,3.88
ecu,1993,8.15
ecu,1994,11.47
ecu,1995,11.05
ecu,1996,10.95
ecu,1997,10.39
ecu,1998,10.7
ecu,1999,11.11
ecu,2000,9.58
ecu,2001,11.16
ecu,2002,10.67
ecu,2003,9.9
ecu,2004,9.91
ecu,2005,9.53
ecu,2006,8.94
ecu,2007,8.87
ecu,2008,7.8
ecu,2009,6.84
ecu,2010,6.83
ecu,2011,6.21
ecu,2012,6.38
ecu,2014,7.03
ecu,2015,8.65
ecu,2016,9.51
ecu,2017,10.25
egy,1995,17.05
egy,1998,14.17
egy,1999,16.68
egy,2000,16.82
egy,2001,16.72
egy,2002,19.89
egy,2003,15.04
egy,2004,10.63
egy,2005,10.01
egy,2006,10.05
egy,2007,8.92
egy,2008,8.85
egy,2009,9
egy,2010,11.76
egy,2011,9.69
egy,2012,9.82
egy,2013,11.1
egy,2014,10.61
egy,2015,10.51
egy,2016,11.47
egy,2017,11.92
eri,2002,5.8
eri,2006,5.8
esp,1988,4.73
esp,1989,4.73
esp,1990,5.97
esp,1991,5.68
esp,1992,6.06
esp,1993,5.97
esp,1994,5.87
esp,1995,7.38
esp,1996,6.07
esp,1997,5.67
esp,1998,4.86
esp,1999,4.52
esp,2000,3.45
esp,2001,3.8
esp,2002,3.47
esp,2003,3.63
esp,2004,3.48
esp,2005,3.31
esp,2006,3.17
esp,2007,3.07
esp,2008,2.83
esp,2009,3.1
esp,2010,2.84
esp,2011,2.83
esp,2012,2.64
esp,2013,2.84
esp,2014,2.81
esp,2015,2.96
esp,2016,3.16
esp,2017,3.14
est,1988,4.73
est,1989,4.73
est,1990,5.97
est,1991,5.68
est,1992,6.06
est,1993,5.97
est,1994,5.87
est,1995,7.38
est,1996,6.07
est,1997,5.67
est,1998,4.86
est,1999,4.52
est,2000,3.45
est,2001,3.8
est,2002,3.47
est,2003,3.63
est,2004,3.48
est,2005,3.31
est,2006,3.17
est,2007,3.07
est,2008,2.83
est,2009,3.1
est,2010,2.84
est,2011,2.83
est,2012,2.64
est,2013,2.84
est,2014,2.81
est,2015,2.96
est,2016,3.16
est,2017,3.14
eth,1995,18.15
eth,2001,12.11
eth,2002,13.48
eth,2006,12.03
eth,2008,10.09
eth,2009,10.38
eth,2010,10.27
eth,2011,10.51
eth,2012,9.98
eth,2015,12.16
europe_central_asia,1988,4.95
europe_central_asia,1989,4.31
europe_central_asia,1990,13.55
europe_central_asia,1991,9.87
europe_central_asia,1992,9.61
europe_central_asia,1993,9.45
europe_central_asia,1994,9.82
europe_central_asia,1995,10.4
europe_central_asia,1996,8.98
europe_central_asia,1997,7.61
europe_central_asia,1998,6.71
europe_central_asia,1999,6.52
europe_central_asia,2000,5.75
europe_central_asia,2001,6.4
europe_central_asia,2002,6.08
europe_central_asia,2003,5.38
europe_central_asia,2004,4.31
europe_central_asia,2005,5.62
europe_central_asia,2006,4.35
europe_central_asia,2007,5.14
europe_central_asia,2008,5.64
europe_central_asia,2009,5.33
europe_central_asia,2010,5.2
europe_central_asia,2011,5.45
europe_central_asia,2012,5.27
europe_central_asia,2013,5.54
europe_central_asia,2014,5.35
europe_central_asia,2015,4.52
europe_central_asia,2016,4.13
europe_central_asia,2017,4.31
fin,1988,4.73
fin,1989,4.73
fin,1990,5.97
fin,1991,5.68
fin,1992,6.06
fin,1993,5.97
fin,1994,5.87
fin,1995,7.38
fin,1996,6.07
fin,1997,5.67
fin,1998,4.86
fin,1999,4.52
fin,2000,3.45
fin,2001,3.8
fin,2002,3.47
fin,2003,3.63
fin,2004,3.48
fin,2005,3.31
fin,2006,3.17
fin,2007,3.07
fin,2008,2.83
fin,2009,3.1
fin,2010,2.84
fin,2011,2.83
fin,2012,2.64
fin,2013,2.84
fin,2014,2.81
fin,2015,2.96
fin,2016,3.16
fin,2017,3.14
fji,2003,9.51
fji,2004,10.44
fji,2006,8.92
fji,2007,9.07
fji,2008,9.98
fji,2009,12.15
fji,2010,11.29
fji,2011,19.9
fji,2012,11.75
fji,2013,12.08
fji,2015,11.12
fji,2017,16.17
fra,1988,4.73
fra,1989,4.73
fra,1990,5.97
fra,1991,5.68
fra,1992,6.06
fra,1993,5.97
fra,1994,5.87
fra,1995,7.38
fra,1996,6.07
fra,1997,5.67
fra,1998,4.86
fra,1999,4.52
fra,2000,3.45
fra,2001,3.8
fra,2002,3.47
fra,2003,3.63
fra,2004,3.48
fra,2005,3.31
fra,2006,3.17
fra,2007,3.07
fra,2008,2.83
fra,2009,3.1
fra,2010,2.84
fra,2011,2.83
fra,2012,2.64
fra,2013,2.84
fra,2014,2.81
fra,2015,2.96
fra,2016,3.16
fra,2017,3.14
gab,1995,16.38
gab,1998,15.43
gab,2000,14.59
gab,2001,16.15
gab,2002,14.72
gab,2003,16.78
gab,2004,16.78
gab,2005,16.29
gab,2007,14.25
gab,2008,14.45
gab,2009,14.75
gab,2010,14.99
gab,2011,15.11
gab,2012,15.18
gab,2013,14.36
gab,2015,14.54
gab,2016,16.93
gbr,1988,4.73
gbr,1989,4.73
gbr,1990,5.97
gbr,1991,5.68
gbr,1992,6.06
gbr,1993,5.97
gbr,1994,5.87
gbr,1995,7.38
gbr,1996,6.07
gbr,1997,5.67
gbr,1998,4.86
gbr,1999,4.52
gbr,2000,3.45
gbr,2001,3.8
gbr,2002,3.47
gbr,2003,3.63
gbr,2004,3.48
gbr,2005,3.31
gbr,2006,3.17
gbr,2007,3.07
gbr,2008,2.83
gbr,2009,3.1
gbr,2010,2.84
gbr,2011,2.83
gbr,2012,2.64
gbr,2013,2.84
gbr,2014,2.81
gbr,2015,2.96
gbr,2016,3.16
gbr,2017,3.14
geo,1999,10.12
geo,2001,9.67
geo,2002,10.7
geo,2003,9.44
geo,2004,9.43
geo,2005,8.21
geo,2006,8.32
geo,2007,1.49
geo,2008,1.39
geo,2009,1.33
geo,2010,1.38
geo,2011,2.18
geo,2012,1.9
geo,2013,1.89
geo,2015,1.67
geo,2016,1.88
gha,1993,10
gha,2000,16.2
gha,2001,9.05
gha,2002,9.05
gha,2003,9.05
gha,2007,8.99
gha,2008,8.6
gha,2009,9.98
gha,2010,10.06
gha,2013,10.06
gha,2016,11.16
gha,2017,11.1
gin,1998,5.97
gin,2004,6.11
gin,2005,12.53
gin,2008,11.91
gin,2009,11.75
gin,2010,11.91
gin,2012,11.91
gin,2017,12.25
gmb,2003,11.09
gmb,2007,14.72
gmb,2008,14.77
gmb,2009,13.46
gmb,2010,12.02
gmb,2011,12.5
gmb,2012,12.5
gmb,2013,12.66
gnb,2001,12.8
gnb,2002,12.8
gnb,2003,13.28
gnb,2004,13.94
gnb,2005,11.62
gnb,2006,13.81
gnb,2007,13.36
gnb,2008,13.38
gnb,2009,11.62
gnb,2010,13.85
gnb,2011,13.22
gnb,2012,12.28
gnb,2013,12.79
gnb,2014,12.69
gnb,2017,15.5
gnq,1998,15.16
gnq,2001,14.43
gnq,2002,15.8
gnq,2005,15.24
gnq,2007,15.63
grc,1988,4.73
grc,1989,4.73
grc,1990,5.97
grc,1991,5.68
grc,1992,6.06
grc,1993,5.97
grc,1994,5.87
grc,1995,7.38
grc,1996,6.07
grc,1997,5.67
grc,1998,4.86
grc,1999,4.52
grc,2000,3.45
grc,2001,3.8
grc,2002,3.47
grc,2003,3.63
grc,2004,3.48
grc,2005,3.31
grc,2006,3.17
grc,2007,3.07
grc,2008,2.83
grc,2009,3.1
grc,2010,2.84
grc,2011,2.83
grc,2012,2.64
grc,2013,2.84
grc,2014,2.81
grc,2015,2.96
grc,2016,3.16
grc,2017,3.14
grd,1996,18.58
grd,1999,16.2
grd,2000,11.31
grd,2001,15.81
grd,2002,12.04
grd,2003,11.43
grd,2006,11.8
grd,2007,12.63
grd,2008,12.72
grd,2010,12.51
grd,2011,12.46
grd,2012,13.32
