geo,time,fs_ast_cgov_gd_zs
are,1976,-11.2449
are,1977,-1.48914
are,1978,-1.61967
are,1979,-2.48497
are,1980,-3.65229
are,1981,-4.87365
are,1982,-3.30058
are,1983,-1.22476
are,1984,-1.40281
are,1985,2.1705
are,1986,1.05576
are,1987,-2.18262
are,1988,-3.04182
are,1989,-2.62997
are,1990,-4.00171
are,1991,-4.19725
are,1992,-3.1264
are,1993,-4.66534
are,1994,-3.37802
are,1995,-4.31401
are,1996,-3.05627
are,1997,-2.63537
are,1998,-3.2277
are,1999,-2.42677
are,2000,-4.71452
are,2001,-7.23409
are,2002,-7.80089
are,2003,-6.3362
are,2004,-5.64539
are,2005,-7.06149
are,2006,-6.3182
are,2007,-6.45568
are,2008,-7.791
are,2009,0.50819
are,2010,1.80598
are,2011,2.83292
are,2012,0.11173
are,2013,3.321
are,2014,1.45206
are,2015,5.19467
are,2016,4.28576
are,2017,4.59314
arg,1960,8.06029
arg,1961,4.67606
arg,1962,5.25486
arg,1963,6.43072
arg,1964,6.81555
arg,1965,6.0806
arg,1966,6.61965
arg,1967,7.70797
arg,1968,7.2842
arg,1969,6.25246
arg,1970,7.66539
arg,1971,6.60796
arg,1972,5.75821
arg,1973,10.78461
arg,1974,11.1975
arg,1975,12.31813
arg,1976,6.78138
arg,1977,7.99563
arg,1978,8.81443
arg,1979,7.2091
arg,1980,7.5539
arg,1981,14.89758
arg,1982,12.09239
arg,1983,18.09142
arg,1984,16.1787
arg,1985,14.50272
arg,1986,14.88774
arg,1987,24.95482
arg,1988,21.08538
arg,1989,39.21779
arg,1990,15.78161
arg,1991,9.76959
arg,1992,6.54392
arg,1993,7.07089
arg,1994,4.16077
arg,1995,5.69347
arg,1996,5.88808
arg,1997,6.2018
arg,1998,6.30529
arg,1999,7.36605
arg,2000,7.07403
arg,2001,12.81563
arg,2002,43.33622
arg,2003,39.00381
arg,2004,31.69844
arg,2005,23.97864
arg,2006,15.95573
arg,2007,12.37416
arg,2008,9.32002
arg,2009,12.65937
arg,2010,12.02101
arg,2011,11.64947
arg,2012,14.21001
arg,2013,16.27515
arg,2014,19.38008
arg,2015,24.81316
arg,2016,23.04012
arg,2017,21.91612
arm,1992,18.43832
arm,1993,35.64052
arm,1994,4.22524
arm,1995,1.85031
arm,1996,3.44695
arm,1997,1.9435
arm,1998,2.13027
arm,1999,1.57697
arm,2000,0.90865
arm,2001,0.85162
arm,2002,0.01603
arm,2003,-0.95348
arm,2004,-0.98946
arm,2005,0.17336
arm,2006,-1.24474
arm,2007,-1.77661
arm,2008,-1.07104
arm,2009,-3.61567
arm,2010,-1.09335
arm,2011,0.35962
arm,2012,0.81362
arm,2013,0.21556
arm,2014,1.9302
arm,2015,2.10315
arm,2016,5.05023
arm,2017,6.39699
atg,1977,12.33361
atg,1978,11.07621
atg,1979,12.6876
atg,1980,11.93021
atg,1981,10.27676
atg,1982,11.23937
atg,1983,9.58968
atg,1984,12.98029
atg,1985,11.52661
atg,1986,10.84127
atg,1987,10.55887
atg,1988,10.98036
atg,1989,10.57526
atg,1990,9.80157
atg,1991,9.07023
atg,1992,9.00584
atg,1993,10.30308
atg,1994,9.49196
atg,1995,10.86542
atg,1996,9.92966
atg,1997,11.24833
atg,1998,12.06078
atg,1999,13.42367
atg,2000,13.55517
atg,2001,13.37528
atg,2002,13.34691
atg,2003,12.67002
atg,2004,10.78768
atg,2005,9.49467
atg,2006,6.30567
atg,2007,7.46606
atg,2008,12.56169
atg,2009,17.90075
atg,2010,14.94155
atg,2011,17.62464
atg,2012,16.86866
atg,2013,16.25889
atg,2014,14.95964
atg,2015,9.12599
atg,2016,9.94573
atg,2017,9.00319
aus,1960,19.27474
aus,1961,19.09801
aus,1962,19.74134
aus,1963,18.77136
aus,1964,18.53067
aus,1965,17.53925
aus,1966,17.4081
aus,1967,16.43797
aus,1968,15.54396
aus,1969,15.0035
aus,1970,13.25382
aus,1971,11.08825
aus,1972,12.03993
aus,1973,11.31415
aus,1974,10.25231
aus,1975,12.96339
aus,1976,12.69581
aus,1977,10.51252
aus,1978,10.34716
aus,1979,10.77215
aus,1980,11.0708
aus,1981,10.37491
aus,1982,7.58002
aus,1983,8.33135
aus,1984,7.96853
aus,1985,9.19852
aus,1986,10.07191
aus,1987,9.65854
aus,1988,8.13213
aus,1989,7.57269
aus,1990,5.56381
aus,1991,6.22902
aus,1992,8.62149
aus,1993,8.78592
aus,1994,8.15749
aus,1995,7.91919
aus,1996,9.25575
aus,1997,5.77785
aus,1998,5.77251
aus,1999,3.68733
aus,2000,2.25941
aus,2001,-0.21213
aus,2002,0.17021
aus,2003,-1.19404
aus,2004,-0.95212
aus,2005,-1.65362
aus,2006,-2.79941
aus,2007,-1.50024
aus,2008,-1.57309
aus,2009,-0.54432
aus,2010,0.49674
aus,2011,-0.1113
aus,2012,0.20205
aus,2013,0.11322
aus,2014,0.73638
aus,2015,1.4951
aus,2016,3.10311
aus,2017,2.96908
aut,2001,10.52171
aut,2002,8.76573
aut,2003,7.94048
aut,2004,6.98623
aut,2005,5.77388
aut,2006,4.90433
aut,2007,3.45203
aut,2008,2.72295
aut,2009,5.71996
aut,2010,6.16803
aut,2011,6.02879
aut,2012,7.28159
aut,2013,7.68886
aut,2014,8.04894
aut,2015,9.57697
aut,2016,12.36637
aut,2017,16.1529
aze,1992,-3.65934
aze,1993,8.35443
aze,1994,7.62712
aze,1995,-1.87394
aze,1996,-0.79049
aze,1997,0.09567
aze,1998,0.20072
aze,1999,-1.53389
aze,2000,0.22372
aze,2001,-1.46587
aze,2002,1.60488
aze,2003,0.96404
aze,2004,-0.30895
aze,2005,-0.55935
aze,2006,0.15762
aze,2007,0.43752
aze,2008,-1.90309
aze,2009,-1.11833
aze,2010,0.69497
aze,2011,-2.81746
aze,2012,-2.68627
aze,2013,-7.20656
aze,2014,-8.97194
aze,2015,-12.99965
aze,2016,-10.49141
aze,2017,-11.39015
bdi,1964,0.19942
bdi,1965,1.79647
bdi,1966,3.05325
bdi,1967,3.92795
bdi,1968,5.07923
bdi,1969,5.57231
bdi,1970,3.87446
bdi,1971,3.16674
bdi,1972,3.63689
bdi,1973,3.67726
bdi,1974,3.34026
bdi,1975,3.71674
bdi,1976,2.85167
bdi,1977,0.27862
bdi,1978,2.35104
bdi,1979,5.10531
bdi,1980,4.45918
bdi,1981,7.30133
bdi,1982,8.38864
bdi,1983,10.78573
bdi,1984,11.30176
bdi,1985,11.11102
bdi,1986,9.94898
bdi,1987,10.01824
bdi,1988,9.27555
bdi,1989,5.57906
bdi,1990,3.65689
bdi,1991,3.79612
bdi,1992,2.37332
bdi,1993,1.22225
bdi,1994,2.66266
bdi,1995,2.54029
bdi,1996,5.30707
bdi,1997,7.34078
bdi,1998,7.63791
bdi,1999,9.73094
bdi,2000,3.71203
bdi,2001,6.1634
bdi,2002,3.90157
bdi,2003,5.16739
bdi,2004,7.42883
bdi,2005,8.32591
bdi,2006,11.93581
bdi,2007,8.46515
bdi,2008,4.91656
bdi,2009,7.6634
bdi,2010,7.85201
bdi,2011,7.70779
bdi,2012,7.73017
bdi,2013,6.69365
bdi,2014,8.80825
bdi,2015,13.77439
bdi,2016,18.19878
bdi,2017,19.98717
bel,2001,32.6617
bel,2002,28.56088
bel,2003,25.41568
bel,2004,22.11537
bel,2005,20.84912
bel,2006,18.46556
bel,2007,13.52576
bel,2008,12.25986
bel,2009,15.60004
bel,2010,16.08516
bel,2011,17.7536
bel,2012,17.34477
bel,2013,15.37341
bel,2014,14.06795
bel,2015,16.33769
bel,2016,19.10179
bel,2017,21.546
ben,1962,0.43156
ben,1963,0.3536
ben,1964,0.30251
ben,1965,0.50672
ben,1966,1.04807
ben,1967,0.84959
ben,1968,0.59416
ben,1969,1.30144
ben,1970,-0.15941
ben,1971,-0.8855
ben,1972,-0.49122
ben,1973,-1.03629
ben,1974,-1.81412
ben,1975,-2.0343
ben,1976,-1.37819
ben,1977,-3.32172
ben,1978,-2.34877
ben,1979,-6.57771
ben,1980,-5.11416
ben,1981,-5.29475
ben,1982,-2.44479
ben,1983,-0.13872
ben,1984,3.18441
ben,1985,1.17031
ben,1986,1.71383
ben,1987,2.54003
ben,1988,1.28621
ben,1989,-0.52554
ben,1990,1.94073
ben,1991,-1.43692
ben,1992,0.97618
ben,1993,-1.87276
ben,1994,2.36768
ben,1995,3.34844
ben,1996,1.6547
ben,1997,1.62715
ben,1998,-0.37496
ben,1999,-3.72819
ben,2000,-3.24843
ben,2001,-5.61692
ben,2002,-4.81247
ben,2003,-4.703
ben,2004,-4.63962
ben,2005,-3.6839
ben,2006,-6.15153
ben,2007,-10.67569
ben,2008,-6.51573
ben,2009,-3.48096
ben,2010,-4.66672
ben,2011,-2.92369
ben,2012,-3.88904
ben,2013,-3.46727
ben,2014,-2.574
ben,2015,-2.58269
ben,2016,0.72766
ben,2017,3.63824
bfa,1962,-0.06452
bfa,1963,0.01036
bfa,1964,0.00995
bfa,1965,0.12543
bfa,1966,0.28143
bfa,1967,-0.31564
bfa,1968,-0.80358
bfa,1969,-1.80153
bfa,1970,-3.02752
bfa,1971,-3.35228
bfa,1972,-3.53102
bfa,1973,-4.17089
bfa,1974,-5.13105
bfa,1975,-2.44281
bfa,1976,-2.98055
bfa,1977,-2.78319
bfa,1978,-0.98626
bfa,1979,-0.62403
bfa,1980,-0.82945
bfa,1981,0.32059
bfa,1982,0.09817
bfa,1983,-1.13806
bfa,1984,-0.97946
bfa,1985,-2.54326
bfa,1986,-3.23161
bfa,1987,-4.67145
bfa,1988,-4.83832
bfa,1989,-4.64671
bfa,1990,-4.8745
bfa,1991,-2.26454
bfa,1992,-2.35082
bfa,1993,-1.73567
bfa,1994,0.22969
bfa,1995,-1.22965
bfa,1996,-0.40648
bfa,1997,1.50488
bfa,1998,1.21464
bfa,1999,1.37025
bfa,2000,2.64178
bfa,2001,1.4518
bfa,2002,-0.69736
bfa,2003,-0.30337
bfa,2004,-1.75518
bfa,2005,-1.26877
bfa,2006,-2.55226
bfa,2007,-4.50125
bfa,2008,-2.89261
bfa,2009,-2.03924
bfa,2010,-1.1088
bfa,2011,-1.74655
bfa,2012,-1.69331
bfa,2013,-0.48299
bfa,2014,0.81729
bfa,2015,0.39036
bfa,2016,-1.24688
bfa,2017,1.02737
bgd,1974,5.87022
bgd,1975,3.5914
bgd,1976,4.84428
bgd,1977,5.4398
bgd,1978,3.94213
bgd,1979,3.5086
bgd,1980,4.40962
bgd,1981,4.79603
bgd,1982,2.91554
bgd,1983,3.0118
bgd,1984,2.53223
bgd,1985,1.71812
bgd,1986,1.10238
bgd,1987,1.10961
bgd,1988,0.53807
bgd,1989,1.18022
bgd,1990,0.50539
bgd,1991,-0.17445
bgd,1992,0.62262
bgd,1993,0.23905
bgd,1994,0.57026
bgd,1995,1.72695
bgd,1996,2.74207
bgd,1997,2.92418
bgd,1998,3.07439
bgd,1999,4.33867
bgd,2000,5.41185
bgd,2001,14.41952
bgd,2002,14.67514
bgd,2003,14.10432
bgd,2004,14.42551
bgd,2005,14.5486
bgd,2006,15.58012
bgd,2007,15.60572
bgd,2008,15.22941
bgd,2009,14.18945
bgd,2010,13.85737
bgd,2011,16.36557
bgd,2012,14.62606
bgd,2013,14.64548
bgd,2014,14.43388
bgd,2015,14.12655
bgd,2016,14.52199
bgd,2017,14.63005
bgr,1991,35.72218
bgr,1992,45.15239
bgr,1993,65.8722
bgr,1994,53.67085
bgr,1995,28.99613
bgr,1996,44.76942
bgr,1997,10.62549
bgr,1998,4.25311
bgr,1999,2.95787
bgr,2000,4.93084
bgr,2001,4.96286
bgr,2002,3.68776
bgr,2003,2.02678
bgr,2004,-0.95338
bgr,2005,-0.91785
bgr,2006,-4.29342
bgr,2007,-7.09338
bgr,2008,-7.42701
bgr,2009,-5.8474
bgr,2010,-3.41417
bgr,2011,-1.07454
bgr,2012,-1.22835
bgr,2013,1.05355
bgr,2014,0.21305
bgr,2015,2.41422
bgr,2016,-1.09966
bgr,2017,0.03441
bhr,1980,-20.82169
bhr,1981,-33.38774
bhr,1982,-26.81625
bhr,1983,-27.30448
bhr,1984,-33.57657
bhr,1985,-39.347
bhr,1986,-41.81554
bhr,1987,-18.81881
bhr,1988,-33.70298
bhr,1989,-39.02658
bhr,1990,-30.88194
bhr,1991,-24.191
bhr,1992,-12.46282
bhr,1993,-14.08671
bhr,1994,-17.03391
bhr,1995,-14.72919
bhr,1996,-16.32456
bhr,1997,-14.63995
bhr,1998,-12.20288
bhr,1999,-8.80498
bhr,2000,-6.6538
bhr,2001,-5.22096
bhr,2002,-3.9303
bhr,2003,-2.75665
bhr,2004,-3.09908
bhr,2005,-1.85089
bhr,2006,-4.58186
bhr,2007,-5.1202
bhr,2008,-6.90988
bhr,2009,-0.2213
bhr,2010,-0.57738
bhr,2011,2.66297
bhr,2012,3.02037
bhr,2013,9.56296
bhr,2014,12.30706
bhr,2015,17.17718
bhs,1969,0.16707
bhs,1970,3.29935
bhs,1971,26.24695
bhs,1972,3.99391
bhs,1973,3.60709
bhs,1974,9.91461
bhs,1975,11.65716
bhs,1976,14.77963
bhs,1977,13.39411
bhs,1978,13.35896
bhs,1979,8.34357
bhs,1980,6.02861
bhs,1981,6.76481
bhs,1982,6.76044
bhs,1983,8.84118
bhs,1984,6.71697
bhs,1985,5.6233
bhs,1986,3.59151
bhs,1987,5.48637
bhs,1988,7.37074
bhs,1989,8.01764
bhs,1990,8.73658
bhs,1991,10.21163
bhs,1992,11.46028
bhs,1993,14.06856
bhs,1994,12.63271
bhs,1995,12.34179
bhs,1996,11.66528
bhs,1997,6.61046
bhs,1998,6.63231
bhs,1999,6.30932
bhs,2000,6.26016
bhs,2001,7.45026
bhs,2002,7.3076
bhs,2003,5.51291
bhs,2004,5.12187
bhs,2005,6.38763
bhs,2006,6.60552
bhs,2007,8.10202
bhs,2008,8.73551
bhs,2009,10.14129
bhs,2010,13.94843
bhs,2011,14.2655
bhs,2012,14.78289
bhs,2013,18.25342
bhs,2014,18.35032
bhs,2015,18.55618
bhs,2016,21.47853
bhs,2017,19.41727
bih,1997,-0.00206
bih,1998,-0.11554
bih,1999,-0.21309
bih,2000,-0.24092
bih,2001,-3.09541
bih,2002,-3.18112
bih,2003,-3.74476
bih,2004,-3.29652
bih,2005,-3.70765
bih,2006,-4.84577
bih,2007,-10.54802
bih,2008,-6.48845
bih,2009,-5.22054
bih,2010,-3.93032
bih,2011,-1.67842
bih,2012,-0.69643
bih,2013,-0.07121
bih,2014,0.25946
bih,2015,0.55991
bih,2016,0.34051
bih,2017,-0.47462
blr,1994,6.01704
blr,1995,3.43889
blr,1996,3.6017
blr,1997,3.46848
blr,1998,7.0362
blr,1999,4.8828
blr,2000,2.84756
blr,2001,2.70914
blr,2002,2.35318
blr,2003,4.19944
blr,2004,0.92855
blr,2005,0.42999
blr,2006,-0.61003
blr,2007,-6.34907
blr,2008,-5.5643
blr,2009,-15.92048
blr,2010,-13.8582
blr,2011,-22.13441
blr,2012,-10.30078
blr,2013,-6.62988
blr,2014,-4.41182
blr,2015,-1.43166
blr,2016,-1.19428
blr,2017,-6.00819
blz,1976,1.69505
blz,1977,3.29622
blz,1978,4.48166
blz,1979,4.15942
blz,1980,5.10664
blz,1981,6.89939
blz,1982,12.00589
blz,1983,16.53278
blz,1984,17.71908
blz,1985,19.5583
blz,1986,13.99747
blz,1987,9.29158
blz,1988,-2.01988
blz,1989,-4.5367
blz,1990,-6.62992
blz,1991,-3.31568
blz,1992,0.4442
blz,1993,4.11542
blz,1994,5.09371
blz,1995,8.29522
blz,1996,4.52514
blz,1997,5.95501
blz,1998,6.61655
blz,1999,6.85318
blz,2000,2.01767
blz,2001,4.41642
blz,2002,1.25484
blz,2003,4.40788
blz,2004,8.64313
blz,2005,5.7267
blz,2006,6.31681
blz,2007,7.47494
blz,2008,6.85801
blz,2009,6.42401
blz,2010,6.89793
blz,2011,5.60143
blz,2012,5.66215
blz,2013,0.89671
blz,2014,0.31634
blz,2015,8.61719
blz,2016,14.43089
blz,2017,16.25458
bol,1960,13.18375
bol,1961,13.03366
bol,1962,12.47607
bol,1963,11.89156
bol,1964,10.91289
bol,1965,11.07382
bol,1966,10.87799
bol,1967,11.52801
bol,1968,10.27374
bol,1969,9.51467
bol,1970,10.01986
bol,1971,11.16856
bol,1972,10.63995
bol,1973,7.17711
bol,1974,0.77381
bol,1975,2.40118
bol,1976,3.56833
bol,1977,3.51001
bol,1978,5.05066
bol,1979,8.64937
bol,1980,11.73829
bol,1981,11.5225
bol,1982,24.01913
bol,1983,21.68551
bol,1984,14.71339
bol,1985,-9.09491
bol,1986,-7.11115
bol,1987,-8.8616
bol,1988,-8.50956
bol,1989,-9.42815
bol,1990,-9.24553
bol,1991,-9.44276
bol,1992,-10.26392
bol,1993,-0.32544
bol,1994,-0.83984
bol,1995,-0.24818
bol,1996,-2.57214
bol,1997,-1.64894
bol,1998,0.60746
bol,1999,0.65369
bol,2000,2.20486
bol,2001,4.63766
bol,2002,8.82074
bol,2003,8.89404
bol,2004,9.1737
bol,2005,25.92059
bol,2006,19.44096
bol,2007,16.29894
bol,2008,13.3999
bol,2009,12.18762
bol,2010,8.71675
bol,2011,5.49663
bol,2012,-0.021
bol,2013,-2.77232
bol,2014,-2.55695
bol,2015,-0.44563
bol,2016,-0.11329
bol,2017,0.23783
bra,1960,9.49157
bra,1961,9.84495
bra,1962,8.72906
bra,1963,8.62142
bra,1964,7.27646
bra,1965,5.72993
bra,1966,4.47243
bra,1967,5.12975
bra,1968,4.85364
bra,1969,4.59396
bra,1970,3.97653
bra,1971,0
bra,1972,3.45624
bra,1973,2.88407
bra,1974,0.70075
bra,1975,0.59708
bra,1976,1.90333
bra,1977,3.05155
bra,1978,-12.18746
bra,1979,-9.20939
bra,1980,-7.03384
bra,1981,-7.9488
bra,1982,-6.71336
bra,1983,-6.19745
bra,1984,-10.70057
bra,1985,-11.58837
bra,1988,38.85695
bra,1989,52.27476
bra,1990,27.15746
bra,1991,24.72397
bra,1992,24.8025
bra,1993,21.54381
bra,1994,4.13909
bra,1995,5.43026
bra,1996,5.94511
bra,1997,11.93819
bra,1998,27.58919
bra,1999,33.78645
bra,2000,35.87503
bra,2001,39.32409
bra,2002,41.98556
bra,2003,43.5954
bra,2004,41.01367
bra,2005,40.55015
bra,2006,41.27792
bra,2007,38.44302
bra,2008,31.34325
bra,2009,34.43972
bra,2010,31.54226
bra,2011,27.65163
bra,2012,28.41619
bra,2013,25.23869
bra,2014,25.76201
bra,2015,27.15383
bra,2016,36.90687
bra,2017,43.04215
brb,1974,3.1443
brb,1975,1.41426
brb,1976,6.54967
brb,1977,9.05027
brb,1978,8.98369
brb,1979,8.26077
brb,1980,5.81393
brb,1981,8.28468
brb,1982,8.20251
brb,1983,8.12533
brb,1984,7.76967
brb,1985,5.60327
brb,1986,5.70538
brb,1987,8.14023
brb,1988,9.79059
brb,1989,7.90237
brb,1990,9.94078
brb,1991,12.4878
brb,1992,14.30776
brb,1993,15.43871
brb,1994,11.70284
brb,1995,11.14672
brb,1996,12.53206
brb,1997,12.0289
brb,1998,10.57149
brb,1999,9.21693
brb,2000,7.32276
brb,2001,6.93934
brb,2002,14.02215
brb,2003,15.98875
brb,2004,15.71971
brb,2005,12.10457
brb,2006,9.80216
brb,2007,10.06587
brb,2008,12.41869
brb,2009,15.33957
brn,1999,-19.17732
brn,2000,-11.70716
brn,2001,-18.0127
brn,2002,-16.01417
brn,2003,-21.81338
brn,2004,-26.52636
brn,2005,-30.35495
brn,2006,-18.75904
brn,2007,-19.37061
brn,2008,-26.35278
brn,2009,-12.71263
brn,2010,-14.71764
brn,2011,-21.42583
brn,2012,-16.79593
brn,2013,-14.24273
brn,2014,-8.93994
brn,2015,-4.08749
brn,2016,-10.05843
brn,2017,-11.90026
btn,1983,0.59794
btn,1984,-2.80833
btn,1985,0.92474
btn,1986,-1.29955
btn,1987,-9.28611
btn,1988,-10.09295
btn,1989,-6.18041
btn,1990,-6.88476
btn,1991,-7.53248
btn,1992,-3.35354
btn,1993,-3.63474
btn,1994,-1.93878
btn,1995,-3.26719
btn,1996,-6.17673
btn,1997,0.10987
btn,1998,-9.51253
btn,1999,-11.62568
btn,2000,-7.59712
btn,2001,-6.06424
btn,2002,6.79073
btn,2003,-0.11922
btn,2004,3.58118
btn,2005,-0.74053
btn,2006,-3.39193
btn,2007,-5.50102
btn,2008,-13.88822
btn,2009,4.70972
btn,2010,2.41587
btn,2011,1.53061
btn,2012,4.38561
btn,2013,1.75952
btn,2014,0.05935
btn,2015,2.25029
btn,2016,3.13662
btn,2017,6.18614
bwa,1976,-12.42287
bwa,1977,-10.47653
bwa,1978,-11.66888
bwa,1979,-11.74978
bwa,1980,-10.57777
bwa,1981,-6.46266
bwa,1982,-9.11248
bwa,1983,-13.32348
bwa,1984,-21.61075
bwa,1985,-28.93138
bwa,1986,-47.21388
bwa,1987,-54.23185
bwa,1988,-48.13309
bwa,1989,-48.53634
bwa,1990,-56.31173
bwa,1991,-53.67249
bwa,1992,-58.16733
bwa,1993,-55.84434
bwa,1994,-58.75588
bwa,1995,-49.41026
bwa,1996,-44.95157
bwa,1997,-84.02307
bwa,1998,-93.77705
bwa,1999,-79.90612
bwa,2000,-82.37145
bwa,2001,-88.53118
bwa,2002,-49.44214
bwa,2003,-27.80423
bwa,2004,-22.62245
bwa,2005,-25.93146
bwa,2006,-35.90784
bwa,2007,-41.44679
bwa,2008,-39.78743
bwa,2009,-30.49672
bwa,2010,-16.78448
bwa,2011,-21.64796
bwa,2012,-19.17775
bwa,2013,-21.48253
bwa,2014,-25.47642
bwa,2015,-24.36347
bwa,2016,-17.26783
bwa,2017,-16.06353
caf,1960,-0.07273
caf,1962,-0.52459
caf,1963,-1.13565
caf,1964,-3.96552
caf,1965,-2.71003
caf,1966,-1.54639
caf,1967,-0.86849
caf,1968,1.14798
caf,1969,0.90216
caf,1970,1.15363
caf,1971,4.00391
caf,1972,5.3595
caf,1973,4.09968
caf,1974,10.30906
caf,1975,9.33851
caf,1976,9.11906
caf,1977,8.51577
caf,1978,9.64815
caf,1979,8.77942
caf,1980,9.81749
caf,1981,11.84496
caf,1982,8.05061
caf,1983,9.46246
caf,1984,7.90299
caf,1985,5.55129
caf,1986,6.34805
caf,1987,5.83531
caf,1988,4.37613
caf,1989,3.88686
caf,1990,3.07275
caf,1991,6.57004
caf,1992,7.87
caf,1993,8.2518
caf,1994,8.80493
caf,1995,5.84127
caf,1996,5.90412
caf,1997,5.26829
caf,1998,5.28051
caf,1999,5.22119
caf,2000,6.06755
caf,2001,7.05814
caf,2002,6.85528
caf,2003,7.54001
caf,2004,8.97052
caf,2005,10.02968
caf,2006,10.85408
caf,2007,10.47485
caf,2008,10.79331
caf,2009,12.45337
caf,2010,13.44563
caf,2011,14.92506
caf,2012,13.63761
caf,2013,21.30648
caf,2014,19.37872
caf,2015,19.86797
caf,2016,16.56607
caf,2017,15.24708
can,1960,8.08497
can,1961,8.55434
can,1962,8.15992
can,1963,7.35625
can,1964,6.90178
can,1965,6.83317
can,1966,7.30792
can,1967,12.26622
can,1968,12.43031
can,1969,10.33537
can,1970,11.11466
can,1971,10.58209
can,1972,9.83021
can,1973,9.06156
can,1974,7.19277
can,1975,7.07766
can,1976,7.07421
can,1977,7.64987
can,1978,7.54748
can,1979,9.09162
can,1980,8.52307
can,1981,6.8171
can,1982,7.04987
can,1983,8.76883
can,1984,9.00242
can,1985,8.28128
can,1986,9.61617
can,1987,8.77579
can,1988,9.08455
can,1989,8.8025
can,1990,9.14679
can,1991,11.81504
can,1992,13.76486
can,1993,16.16528
can,1994,16.82506
can,1995,16.67123
can,1996,16.19338
can,1997,14.17632
can,1998,13.925
can,1999,12.97697
can,2000,13.14801
can,2001,18.30051
can,2002,17.798
can,2003,17.39
can,2004,17.04496
can,2005,16.92831
can,2006,18.10096
can,2007,11.0339
can,2008,15.44655
che,1960,12.94831
che,1961,12.79507
che,1962,13.51669
che,1963,13.63636
che,1964,10.55861
che,1965,11.53768
che,1966,11.53935
che,1967,11.98177
che,1968,12.04554
che,1969,12.56319
che,1980,11.36321
che,1981,10.87138
che,1982,10.74191
che,1983,6.12643
che,1984,12.85292
che,1985,10.81305
che,1986,10.26307
che,1987,10.64477
che,1988,9.04877
che,1989,9.50177
che,1990,9.81629
che,1991,10.21052
che,1992,10.65994
che,1993,13.29517
che,1994,13.47673
che,1995,13.51937
che,1996,13.93275
che,1997,13.67928
che,1998,10.17943
che,1999,9.9736
che,2000,12.35915
che,2001,13.3157
che,2002,13.61161
che,2003,13.90524
che,2004,13.50703
che,2005,11.30248
che,2006,10.78785
che,2007,10.05653
che,2008,13.13031
che,2009,13.04468
che,2010,12.85287
che,2011,13.54417
che,2012,14.82862
che,2013,4.28581
che,2014,4.70829
che,2015,4.41267
che,2016,4.35446
chl,1961,5.71913
chl,1962,10.99381
chl,1963,2.4589
chl,1964,8.86667
chl,1965,10.36552
chl,1966,9.58914
chl,1967,10.73606
chl,1968,9.0571
chl,1969,7.41224
chl,1970,8.47011
chl,1971,20.82747
chl,1972,31.67594
chl,1973,54.16116
chl,1974,35.64899
