geo,time,bm_trf_pwkr_cd_dt
aut,1978,187292373.7
aut,1979,231978363
aut,1980,334470336.9
aut,1981,285688446
aut,1982,265836181.6
aut,1983,214980117.8
aut,1984,194567581.2
aut,1985,189676162.7
aut,1986,224538681
aut,1987,228747100.8
aut,1988,251341339.1
aut,1989,302310730
aut,1990,319779052.7
aut,1991,415871521
aut,1992,206126342.8
aut,1993,288913970.9
aut,1994,292412139.9
aut,1995,345817108.2
aut,1996,346233947.8
aut,1997,342774261.5
aut,1998,932067504.9
aut,1999,1370329468
aut,2000,1298060059
aut,2001,1421891113
aut,2002,1517669556
aut,2003,1874189575
aut,2004,2227846924
aut,2005,2119578269.37273
aut,2006,2301257852.99351
aut,2007,2592561158.25937
aut,2008,2985151474.55545
aut,2009,2906772817.55977
aut,2010,2990633136.14792
aut,2011,3620474704.93454
aut,2012,3451974791.20508
aut,2013,3895857835.87986
aut,2014,4961062395.9769
aut,2015,4748475187.78025
aut,2016,5050127054.34066
aut,2017,5475093164.69897
aze,1995,9310000
aze,1996,14861000
aze,1997,19039000
aze,1998,30272000
aze,1999,77030000
aze,2000,100962000
aze,2001,141882000
aze,2002,187881000
aze,2003,131284000
aze,2004,172305000
aze,2005,239397000
aze,2006,274348000
aze,2007,404535000
aze,2008,567345000
aze,2009,638101000
aze,2010,953589000
aze,2011,1279630000
aze,2012,2072681000
aze,2013,1902602000
aze,2014,2031324000
aze,2015,1293019000
aze,2016,740236000
aze,2017,603318000
bdi,1985,8542493.82
bdi,1986,6998269.558
bdi,1987,8797072.411
bdi,1988,5940382.481
bdi,1989,5376050.472
bdi,1990,5313700.53989
bdi,1991,4363333.85518
bdi,1992,6821804.16957
bdi,1993,5997199.11031
bdi,1994,3930143.96675
bdi,1995,4496361.47063
bdi,1996,4508720.16207
bdi,1997,2332902.10278
bdi,1998,2158494.30227
bdi,1999,2087967.17312
bdi,2000,2463668.23619
bdi,2001,2355623.71039
bdi,2002,2825143.54476
bdi,2003,3267998.00484
bdi,2004,330638.56844
bdi,2005,193606.15817
bdi,2006,206185.85704
bdi,2007,225443.04914
bdi,2008,241799.96331
bdi,2009,1114227.94105
bdi,2010,4957959.18202
bdi,2011,6163321.192
bdi,2012,5235126.89942
bdi,2013,6978499.11232
bdi,2014,14846058.02511
bdi,2015,21041437.15826
bdi,2016,19085453.31475
bdi,2017,15722808.12351
bel,1975,580808349.6
bel,1976,663999267.6
bel,1977,713931457.5
bel,1978,987577941.9
bel,1979,1130499146
bel,1980,1280031494
bel,1981,1187483032
bel,1982,994580749.5
bel,1983,892699218.8
bel,1984,793433410.6
bel,1985,779245666.5
bel,1986,986456298.8
bel,1987,1276381836
bel,1988,1380126343
bel,1989,1508718384
bel,1990,2309630859
bel,1991,2432428223
bel,1992,2896886230
bel,1993,3029477295
bel,1994,3659792236
bel,1995,3251686279
bel,1996,3418260742
bel,1997,3125033203
bel,1998,3347351807
bel,1999,3653230957
bel,2000,3587770752
bel,2001,3905530518
bel,2002,1627045537.3712
bel,2003,2095517460.77179
bel,2004,2340523619.60013
bel,2005,2427151797.34412
bel,2006,2563596831.38019
bel,2007,3202189117.109
bel,2008,4124201784.04805
bel,2009,4479408130.54449
bel,2010,4184879037.73235
bel,2011,4556454346.97446
bel,2012,4238761225.51655
bel,2013,4488287969.93452
bel,2014,4501043997.88082
bel,2015,4395052607.3519
bel,2016,4514158283.63185
bel,2017,4700122172.48242
ben,1974,2687941.313
ben,1975,2664328.575
ben,1976,1330819.607
ben,1977,1208891.153
ben,1978,1511150.599
ben,1979,1842783.809
ben,1980,2120413.303
ben,1981,1898933.649
ben,1982,23773132.32
ben,1983,22295349.12
ben,1984,28693920.14
ben,1985,11129339.22
ben,1986,2887620.449
ben,1987,3327382.088
ben,1988,15516963.96
ben,1989,15151329.99
ben,1990,20687581.53531
ben,1991,20727602.96687
ben,1992,21149125.07349
ben,1993,21458697.01685
ben,1994,23251784.61388
ben,1995,26484507.04042
ben,1996,33615322.65781
ben,1997,17064455.44648
ben,1998,29877018.35955
ben,1999,5934716.8288
ben,2000,8879509.36996
ben,2001,10258669.80721
ben,2002,6617041.68894
ben,2003,5235716.37422
ben,2004,5627646.20075
ben,2005,33528091.20335
ben,2006,60790975.80113
ben,2007,107545529.69794
ben,2008,74313553.90934
ben,2009,69946969.33534
ben,2010,63378672.20317
ben,2011,61551230.59834
ben,2012,87746951.82628
ben,2013,101033795.27283
ben,2014,144171266.63941
ben,2015,98142621.91069
ben,2016,88066550.70725
bfa,1974,13680665.02
bfa,1975,31015398.03
bfa,1976,30261497.5
bfa,1977,40516170.5
bfa,1978,34348766.33
bfa,1979,39394203.19
bfa,1980,51931194.31
bfa,1981,45419841.77
bfa,1982,35510585.78
bfa,1983,39783130.65
bfa,1984,35529838.56
bfa,1985,40757865.91
bfa,1986,49268581.39
bfa,1987,58355628.97
bfa,1988,56955184.94
bfa,1989,56073776.25
bfa,1990,80855110.17
bfa,1991,70661155.7
bfa,1992,70100395.2
bfa,1993,61805484.77
bfa,1994,50952377.32
bfa,1995,49878166.2
bfa,1996,48803951.26
bfa,1997,47729740.14
bfa,1998,46655525.21
bfa,1999,45581314.09
bfa,2000,44507102.97
bfa,2001,44031791.69
bfa,2002,50096973.42
bfa,2003,77183372.5
bfa,2004,79165634.16
bfa,2005,83826863.48019
bfa,2006,86077359.60716
bfa,2007,93198614.26417
bfa,2008,99612497.72323
bfa,2009,99308262.26452
bfa,2010,111787944.09687
bfa,2011,41982247.52403
bfa,2012,71424215.16063
bfa,2013,148910927.09848
bfa,2014,160341024.35744
bfa,2015,180630965.76091
bfa,2016,187912973.83973
bgd,1976,720442.6527
bgd,1977,517298.758
bgd,1978,266491.8005
bgd,1979,195129.6926
bgd,1980,392002.4037
bgd,1981,223066.7025
bgd,1982,133171.5137
bgd,1983,162511.2742
bgd,1984,196470.6928
bgd,1985,415305.5549
bgd,1996,790506.62711
bgd,1997,1714249.52767
bgd,1998,2557265.56639
bgd,1999,3704857.23006
bgd,2000,4378216.68511
bgd,2001,3699706.70816
bgd,2002,5734840.98606
bgd,2003,7068562.16197
bgd,2004,7743207.69949
bgd,2005,4963747.06126
bgd,2006,3322209.50839
bgd,2007,2809832.24204
bgd,2008,14330657.11505
bgd,2009,7791556.36823
bgd,2010,9418584.30685
bgd,2011,11612731.7064
bgd,2012,11741740.25718
bgd,2013,19553597.14038
bgd,2014,32521361.43484
bgd,2015,32102746.71559
bgd,2016,41213540.68928
bgd,2017,45795592.03345
bgr,1996,33500000
bgr,1997,15500000
bgr,1998,3420338.63826
bgr,1999,3817229.84349
bgr,2000,25957718.79653
bgr,2001,26957168.67236
bgr,2002,14492716.00147
bgr,2003,12586214.15721
bgr,2004,29436635.34508
bgr,2005,35452285.32738
bgr,2006,49577452.77196
bgr,2007,102605421.73925
bgr,2008,161810951.99895
bgr,2009,101249928.56739
bgr,2010,90350000
bgr,2011,104540000
bgr,2012,107090000
bgr,2013,161950000
bgr,2014,169060000
bgr,2015,150830000
bgr,2016,166700000
bgr,2017,198720000
bhr,1975,263463958.7
bhr,1976,292467742.9
bhr,1977,347529388.4
bhr,1978,448570159.9
bhr,1979,322574310.3
bhr,1980,329973266.6
bhr,1981,367287231.4
bhr,1982,372872345
bhr,1983,345478729.2
bhr,1984,384042541.5
bhr,1985,778457458.5
bhr,1986,716223388.7
bhr,1987,672074462.9
bhr,1988,668617004.4
bhr,1989,693882995.6
bhr,1990,332180851.06383
bhr,1991,369148936.17021
bhr,1992,335638297.87234
bhr,1993,395744692.25328
bhr,1994,430585146.46404
bhr,1995,499734081.31803
bhr,1996,559308558.98279
bhr,1997,634840484.62611
bhr,1998,725000072.30719
bhr,1999,856171707.01306
bhr,2000,1012681829.78723
bhr,2001,1286918851.06383
bhr,2002,871542553.19149
bhr,2003,1082180851.06383
bhr,2004,1119946808.51064
bhr,2005,1223404255.31915
bhr,2006,1530851063.82979
bhr,2007,1482771276.59575
bhr,2008,1774489021.2766
bhr,2009,1390957446.80851
bhr,2010,1641755319.14894
bhr,2011,2050000000
bhr,2012,2074468085.10638
bhr,2013,2165957446.80851
bhr,2014,2364361702.12766
bhr,2015,2367287234.04255
bhr,2016,2391489361.70213
bhr,2017,2465957446.80851
bhs,1976,26500000
bhs,1977,29200000.76
bhs,1978,38900001.53
bhs,1979,27200000.76
bhs,1980,41700000.76
bhs,1981,30500000
bhs,1982,35200000.76
bhs,1983,26700000.76
bhs,1984,32400001.53
bhs,1985,33700000.76
bhs,1986,32200000.76
bhs,1987,39500000
bhs,1988,47400001.53
bhs,1989,39700000.76
bhs,1990,38700000
bhs,1991,49500000
bhs,1992,28800000
bhs,1993,27300000
bhs,1994,28000000
bhs,1995,31700000
bhs,1996,33200000
bhs,1997,36800000
bhs,1998,39300000
bhs,1999,47100000
bhs,2000,56170000
bhs,2001,53620000
bhs,2002,57669730
bhs,2003,62750000
bhs,2004,71390000
bhs,2005,83964350
bhs,2006,100290000
bhs,2007,94990000
bhs,2008,65924820
bhs,2009,63340000
bhs,2010,88040000
bhs,2011,119727000
bhs,2012,139704000
bhs,2013,138725000
bhs,2014,150819240.9824
bhs,2015,178800140.7306
bhs,2016,193848517.8571
bhs,2017,262328167.4932
bih,2000,2350912.04676
bih,2001,10807341.192
bih,2002,14009275.68104
bih,2003,20021614.01882
bih,2004,62067340.78385
bih,2005,39993450.04643
bih,2006,54510130.98795
bih,2007,65397819.04038
bih,2008,55292739.19748
bih,2009,55055851.86909
bih,2010,46440159.07252
bih,2011,51680114.1431
bih,2012,46846961.26485
bih,2013,48445049.03656
bih,2014,46847045.15745
bih,2015,55544289.46458
bih,2016,60512502.94275
bih,2017,63528250.64049
blr,1993,3500000
blr,1994,17000000
blr,1995,11900000
blr,1996,35600000
blr,1997,25700000
blr,1998,19900000
blr,1999,4800000
blr,2000,9600000
blr,2001,33200000
blr,2002,48800000
blr,2003,28100000
blr,2004,47100000
blr,2005,52200000
blr,2006,70400000
blr,2007,103200000
blr,2008,171000000
blr,2009,133000000
blr,2010,115700000
blr,2011,133800000
blr,2012,141700000
blr,2013,150800000
blr,2014,181200000
blr,2015,162300000
blr,2016,123800000
blr,2017,137800000
blz,1984,6800000.191
blz,1985,6400000.095
blz,1986,4650000.095
blz,1987,5349999.905
blz,1988,6000000
blz,1989,6000000
blz,1990,7150000
blz,1991,5700000
blz,1992,6000000
blz,1993,6000000
blz,1994,6568500
blz,1995,6881500
blz,1996,6875000
blz,1997,7550000
blz,1998,6900000
blz,1999,5972124.5
blz,2000,6435358.715
blz,2001,16029825.4073
blz,2002,16651088.77177
blz,2003,19749508.96579
blz,2004,18013818.13946
blz,2005,19332237.97854
blz,2006,20608628.33765
blz,2007,21454975.41592
blz,2008,27977571.04618
blz,2009,22508922.20454
blz,2010,21991807.70543
blz,2011,23529361.43562
blz,2012,26326846.22595
blz,2013,31523217.67428
blz,2014,33269797.50727
blz,2015,41161360.53044
blz,2016,45202220.80037
blz,2017,45607619.89013
bmu,2006,171580000
bmu,2007,177947228.14331
bmu,2008,190915102.14809
bmu,2009,212564001.15624
bmu,2010,238623065.81522
bmu,2011,215424493.83284
bmu,2012,217148645.74162
bmu,2013,218784177.19028
bmu,2014,224147086.87886
bmu,2015,186973109.77268
bmu,2016,213856867.82931
bmu,2017,218383822.03154
bol,1976,1799999.952
bol,1977,2000000
bol,1978,2200000.048
bol,1979,2000000
bol,1980,2400000.095
bol,1981,2200000.048
bol,1982,2299999.952
bol,1983,2299999.952
bol,1984,2200000.048
bol,1985,3299999.952
bol,1986,5099999.905
bol,1987,4199999.809
bol,1988,7099999.905
bol,1989,7699999.809
bol,1990,7700000
bol,1991,8600000
bol,1992,8900000
bol,1993,9500000
bol,1994,9800000
bol,1995,9200000
bol,1996,13000000
bol,1997,12000000
bol,1998,15100000
bol,1999,32100000
bol,2000,37000000
bol,2001,36380000
bol,2002,37880000
bol,2003,45781410.24611
bol,2004,50586782.92616
bol,2005,66719820.04045
bol,2006,73240336.466
bol,2007,78912289.447
bol,2008,105883449.60072
bol,2009,103470000
bol,2010,101784071.7
bol,2011,117258563.53946
bol,2012,147112672.28585
bol,2013,172158814.23779
bol,2014,180137043.89841
bol,2015,210175743.5214
bol,2016,229382403.42048
bol,2017,252197218.26893
bra,1975,108000000
bra,1976,103000000
bra,1977,114000000
bra,1978,147000000
bra,1979,27000000
bra,1980,152000000
bra,1981,154000000
bra,1982,168000000
bra,1983,19000000
bra,1984,5000000
bra,1985,6000000
bra,1986,10000000
bra,1987,10000000
bra,1988,7000000
bra,1989,9000000
bra,1990,11000000
bra,1991,21000000
bra,1992,34000000
bra,1993,198000000
bra,1994,250000000
bra,1995,336000000
bra,1996,396000000
bra,1997,361000000
bra,1998,359000000
bra,1999,308000000
bra,2000,338325000
bra,2001,344833000
bra,2002,329421000
bra,2003,295980000
bra,2004,339493000
bra,2005,373953000
bra,2006,529306000
bra,2007,562634000
bra,2008,813083000
bra,2009,730896100
bra,2010,1023656774.64
bra,2011,1123817121.58
bra,2012,1063670886.79
bra,2013,1150189008.34
bra,2014,1538775897.25
bra,2015,1339086890.17
bra,2016,1385076006.47
bra,2017,2238140844.16
brb,1970,550000.0119
brb,1971,354452.5802
brb,1972,416388.8991
brb,1973,816651.2847
brb,1974,438333.5412
brb,1975,396261.9305
brb,1976,100000.0015
brb,1977,649999.9762
brb,1978,649999.9762
brb,1979,750000
brb,1980,699999.9881
brb,1981,800000.0119
brb,1982,550000.0119
brb,1983,500000
brb,1984,850000.0238
brb,1985,750000
brb,1986,800000.0119
brb,1987,4500000
brb,1988,3650000.095
brb,1989,7000000
brb,1990,6250000
brb,1991,7700000
brb,1992,8800000
brb,1993,9550000
brb,1994,11250000
brb,1995,15450000
brb,1996,20350000
brb,1997,16250000
brb,1998,17700000
brb,1999,18950000
brb,2000,19150000
brb,2001,20300000
brb,2002,20134500
brb,2003,21713000
brb,2004,18250000
brb,2005,40794146.70417
brb,2006,35778093
brb,2007,55286712.96
brb,2008,39018966.67
brb,2009,37170015.89
brb,2010,34807274.525
brb,2011,56726261.536
brb,2012,36325463.3221
brb,2013,46365999.2428
brn,2002,89225732.06477
brn,2003,96975673.5483
brn,2004,353781659.80079
brn,2005,375574678.93288
brn,2006,405466493.67828
brn,2007,430285346.64969
brn,2008,420360159.04957
brn,2009,444817438.55759
btn,2006,75022491.03432
btn,2007,60503403.67935
btn,2008,61007916.24421
btn,2009,47650215.21131
btn,2010,70779765.66615
btn,2011,92283274.04902
btn,2012,73765182.32592
btn,2013,57949829.2889
btn,2014,52119521.97264
btn,2015,54958721.17178
btn,2016,52526250.4395
btn,2017,52589438.24175
bwa,1975,3921527.863
bwa,1976,36800010.68
bwa,1977,40619522.09
bwa,1978,34293014.53
bwa,1979,16809679.03
bwa,1980,25861236.57
bwa,1981,29041337.97
bwa,1982,25542390.82
bwa,1983,22608638.76
bwa,1984,24030069.35
bwa,1985,15663051.61
bwa,1986,22031305.31
bwa,1987,1131665.826
bwa,1988,18780263.9
bwa,1989,36428863.53
bwa,1990,117981204.52808
bwa,1991,117928922.76084
bwa,1992,139212456.59979
bwa,1993,131444548.76551
bwa,1994,145307825.55835
bwa,1995,198938992.04244
bwa,1996,86366731.21025
bwa,1997,119016205.74327
bwa,1998,117727668.55661
bwa,1999,122264635.57586
bwa,2000,133941061.15722
bwa,2001,129091561.65669
bwa,2002,129616289.54283
bwa,2003,185589022.42169
bwa,2004,99200398.05839
bwa,2005,107032767.18409
bwa,2006,97409868.35711
bwa,2007,98646330.57847
bwa,2008,57561579.79097
bwa,2009,59503725.2541
bwa,2010,85473962.01854
bwa,2011,106336174.989
bwa,2012,119716588.12202
bwa,2013,80828987.04226
bwa,2014,88574788.93174
bwa,2015,78532495.62495
bwa,2016,64817683.94215
bwa,2017,67869627.21029
caf,1977,11335898.4
caf,1978,14823457.72
caf,1979,10511388.78
caf,1980,19609090.81
caf,1981,15783966.06
caf,1982,17714208.6
caf,1983,16739881.52
caf,1984,15264671.33
caf,1985,15051318.17
caf,1986,24230022.43
caf,1987,28944896.7
caf,1988,33013458.25
caf,1989,31184141.16
caf,1990,35987025.98898
caf,1991,35199421.53111
caf,1992,34591173.48568
caf,1993,35968735.76298
caf,1994,27377290.06785
can,1990,1314152129.04174
can,1991,1312810161.88573
can,1992,1225019804.85808
can,1993,1137252965.8626
can,1994,1180866506.68029
can,1995,1306027082.43198
can,1996,1451288395.37223
can,1997,1547247001.22047
can,1998,1494681390.07417
can,1999,1614217940.27134
can,2000,1696954071.67949
can,2001,1775061318.2615
can,2002,1971961661.78291
can,2003,2242093865.5018
can,2004,2611309872.91819
can,2005,3260706884.79513
can,2006,3286652721.46539
can,2007,4566586209.55226
can,2008,4859367363.72061
can,2009,4657241478.43002
can,2010,5290184985.62151
can,2011,5556135643.94622
can,2012,5630387989.04837
can,2013,5704383062.04697
can,2014,5940627969.53748
can,2015,5112912771.43749
can,2016,4976417570.23599
can,2017,4915213594.66532
che,1977,1306414551
che,1978,1865186401
che,1979,2126028076
che,1980,2339309326
che,1981,2326597656
che,1982,2755784424
che,1983,2690623535
che,1984,2470545654
che,1985,2509029785
che,1986,3777273438
che,1987,5032216797
che,1988,5765734863
che,1989,6108715332
che,1990,8167895428.28694
che,1991,8675015545.18563
che,1992,8851328207.68707
che,1993,8220467644.96879
che,1994,8723305860.0526
che,1995,10114090360.3547
che,1996,9613999886.73231
che,1997,7846621592.52401
che,1998,7767413869.95938
che,1999,7578140728.1736
che,2000,5873310585.59771
che,2001,6555597246.46045
che,2002,7528259478.26363
che,2003,9139365050.21621
che,2004,10332372823.4994
che,2005,10516784819.9127
che,2006,11277752719.5095
che,2007,12898521369.3179
che,2008,15223780930.242
che,2009,15698261478.9225
che,2010,17762052299.8218
che,2011,22698308795.9986
che,2012,22927175632.256
che,2013,24663454110.6679
che,2014,25869021700.0614
che,2015,25400418490.3997
che,2016,25774490614.9198
che,2017,26597793307.5307
chl,1980,70000000
chl,1981,93000000
chl,1982,81000000
chl,1983,14000000
chl,1984,14000000
chl,1985,13000000
chl,1986,12100000.38
chl,1987,14199999.81
chl,1988,14100000.38
chl,1989,17600000.38
chl,1990,7200000
chl,1991,8333333.015
chl,1992,9466666.222
chl,1993,10600000.38
chl,1994,11733333.59
chl,1995,12866666.79
chl,1996,14000000
chl,1997,20500000
chl,1998,15808000
chl,1999,14400000
chl,2000,15600000
chl,2001,15700000
chl,2002,15900000
chl,2003,3500000.05086
chl,2004,3600001.63216
chl,2005,3199999.1629
chl,2006,3199999.84122
chl,2007,3200000.50499
chl,2008,3199999.72514
chl,2009,103939862
chl,2010,148788988.99998
chl,2011,177089470.99998
chl,2012,237627482.99998
chl,2013,310104615.99999
chl,2014,304434932.99998
chl,2015,386476768.99998
chl,2016,411004214.99999
chl,2017,437762296.99998
chn,1982,3000000
chn,1983,2000000
chn,1984,2000000
chn,1985,3000000
chn,1986,3000000
chn,1987,3000000
chn,1988,4000000
chn,1989,3000000
chn,1990,5000000
chn,1991,18000000
chn,1992,15000000
chn,1993,15000000
chn,1994,19000000
chn,1995,85666664.12
chn,1996,152333328.2
chn,1997,198000000
chn,1998,272000000
chn,1999,593000000
chn,2000,754290000
chn,2001,936000000
chn,2002,1172943240.3348
chn,2003,1597068954.4748
chn,2004,1997994275.7942
chn,2005,1817413689.7668
chn,2006,2329992812.57431
chn,2007,2493058145.24102
chn,2008,2736390791.37784
chn,2009,2051656434
chn,2010,1455455375
chn,2011,1618147148
chn,2012,1788058506
chn,2013,1714202599
chn,2014,4155302052.29
chn,2015,20421778043.33
chn,2016,20285995518.17
chn,2017,16177706324.84
civ,1975,191775665.3
civ,1976,294203186
civ,1977,351270385.7
civ,1978,463980865.5
civ,1979,636982666
civ,1980,786162170.4
civ,1981,503806243.9
civ,1982,399870666.5
civ,1983,328551971.4
civ,1984,298885467.5
civ,1985,286691772.5
civ,1986,431988006.6
civ,1987,513747802.7
civ,1988,528792846.7
civ,1989,412528442.4
civ,1990,471232452.4
civ,1991,445930236.8
civ,1992,456757629.4
civ,1993,430494751
civ,1994,355004211.4
civ,1995,456978302
civ,1996,523895446.8
civ,1997,495143341.1
civ,1998,516943969.7
civ,1999,498902771
civ,2000,389722259.5
civ,2001,379542144.8
civ,2002,573897827.1
civ,2003,627857543.9
civ,2004,591410156.3
civ,2005,596970649.83793
civ,2006,660448521.88355
civ,2007,698348001.90621
civ,2008,755629134.03188
civ,2009,743407860.20699
civ,2010,725585316.92221
civ,2011,727612408.82718
civ,2012,694484668.3046
civ,2013,736072391.88112
civ,2014,745873375.92263
civ,2015,649507954.82594
civ,2016,715498927.60493
cmr,1977,10908513.07
cmr,1978,20119131.09
cmr,1979,37090724.95
cmr,1980,101760910
cmr,1981,101460464.5
cmr,1982,98050476.07
cmr,1983,117853591.9
cmr,1984,106600959.8
cmr,1985,138983184.8
cmr,1986,135285018.9
cmr,1987,136655578.6
cmr,1988,160551574.7
cmr,1989,114103614.8
cmr,1990,110884702.45024
cmr,1991,95353921.36826
cmr,1992,135062740.51038
cmr,1993,106511248.95547
cmr,1994,62229300.77923
cmr,1995,22338045.00108
cmr,1996,37081634.01725
cmr,1997,35565340.55625
cmr,1998,33510027.17891
cmr,1999,28118441.46101
cmr,2000,29980072.04252
cmr,2001,41725638.83752
cmr,2002,55576406.88792
cmr,2003,56736548.85139
cmr,2004,42170434.59816
cmr,2005,56175904.46403
cmr,2006,91671269.19971
cmr,2007,89563895.43263
cmr,2008,56348155.11131
cmr,2009,129946593.54024
cmr,2010,54179779.86301
cmr,2011,80611849.13271
cmr,2012,72905037.52409
cmr,2013,65112131.73376
cmr,2014,82117257.50756
cmr,2015,75577034.78162
cmr,2016,81193848.80952
cmr,2017,83555387.11318
cod,2005,32300000
cod,2006,31500000
cod,2007,26400000
cod,2008,37400000
cod,2009,30900000
cod,2010,57200000
cod,2011,812600000
cod,2012,669745991.90705
cod,2013,920031731.82063
cod,2014,450677740.61259
cod,2015,851177411.04
cod,2016,461267233.73235
cod,2017,512710491.34385
cog,1978,9430289.268
