geo,time,bn_gsr_mrch_cd
ago,2015,12488593164.324
ago,2016,14548384197.7091
ago,2017,20150211603.7098
ago,2018,24959919442.24201
alb,1980,13300000
alb,1981,34800000
alb,1982,-77800000
alb,1983,-41800000
alb,1984,-34100000
alb,1985,-40600000
alb,1986,-5300000
alb,1987,-4400000
alb,1988,-37700000
alb,1989,-62100000
alb,1990,-133800000
alb,1991,-208000000
alb,1992,-470500000
alb,1993,-489900000
alb,1994,-459700000
alb,1995,-474800000
alb,1996,-678300000
alb,1997,-479700000
alb,1998,-553540000
alb,1999,-691400000
alb,2000,-825800000
alb,2001,-1041500000
alb,2002,-1152120000
alb,2003,-1362600020.61233
alb,2004,-1688894464.01388
alb,2005,-1923340854.61311
alb,2006,-2276141812.44961
alb,2007,-3059861588.00838
alb,2008,-3810852506.97209
alb,2009,-3390000724.42639
alb,2010,-3037172746.36503
alb,2011,-3496118121.40155
alb,2012,-2859509048.54189
alb,2013,-2611651927.81515
alb,2014,-2929605601.68461
alb,2015,-2547109953.97178
alb,2016,-2880726218.81865
alb,2017,-3202490801.05751
alb,2018,-3381203878.38898
arg,1976,1153000000
arg,1977,1852000000
arg,1978,2913000000
arg,1979,1782000000
arg,1980,-1373000000
arg,1981,712000000
arg,1982,2764000000
arg,1983,3716000000
arg,1984,3982000000
arg,1985,4878000000
arg,1986,2446000000
arg,1987,1017000000
arg,1988,4242000000
arg,1989,5709000000
arg,1990,8628000000
arg,1991,4419000000
arg,1992,-1397400000
arg,1993,-2369900000
arg,1994,-4135500000
arg,1995,2337515000
arg,1996,1751400000
arg,1997,-2132600000
arg,1998,-3122200000
arg,1999,-815400000
arg,2000,2448100000
arg,2001,7370200000
arg,2002,17161200000
arg,2003,16816200000
arg,2004,13277700000
arg,2005,13134050000
arg,2006,14029600000
arg,2007,13552062000
arg,2008,15563272000
arg,2009,18644850000
arg,2010,14147109298.49
arg,2011,12350931086.79
arg,2012,15040912786.54
arg,2013,4635235240.90993
arg,2014,5541469812.9
arg,2015,-785176392.62
arg,2016,4416156941.6
arg,2017,-5461996248.29001
arg,2018,-867317361.17999
arm,1993,-97990000
arm,1994,-178280000
arm,1995,-399039307
arm,1996,-469252826
arm,1997,-560644951
arm,1998,-574333974
arm,1999,-461340496
arm,2000,-466936802
arm,2001,-418445825
arm,2002,-349382808.44
arm,2003,-451365235.5
arm,2004,-490670013.42
arm,2005,-634672161.31
arm,2006,-946965463.208
arm,2007,-1716870268.925
arm,2008,-2816326553.225
arm,2009,-2089981861
arm,2010,-2065730208.5091
arm,2011,-2109832448.61528
arm,2012,-2111910316.36195
arm,2013,-2196161373.20172
arm,2014,-2055402193.97706
arm,2015,-1186400673.94578
arm,2016,-944366072.56781
arm,2017,-1375424745.43348
arm,2018,-1765995047.89602
atg,1977,-30400000
atg,1978,-29488888.88889
atg,1979,-55718518.51852
atg,1980,-55214814.81481
atg,1981,-73859259.25926
atg,1982,-77414814.81481
atg,1983,-63218518.51852
atg,1984,-114966666.66667
atg,1985,-146500000
atg,1986,-180962962.96296
atg,1987,-195711111.11111
atg,1988,-176307407.40741
atg,1989,-217185185.18518
atg,1990,-202014814.81481
atg,1991,-203581481.48148
atg,1992,-186762962.96296
atg,1993,-208351851.85185
atg,1994,-243055555.55556
atg,1995,-237896296.2963
atg,1996,-271907407.40741
atg,1997,-275981481.48148
atg,1998,-284403703.7037
atg,1999,-314829600
atg,2000,-290036774.07407
atg,2001,-272848888.88889
atg,2002,-269352840
atg,2003,-307559303.7037
atg,2004,-345297645.92593
atg,2005,-372684545.18518
atg,2006,-485706333.33333
atg,2007,-589627361.11111
atg,2008,-604500112.96296
atg,2009,-428165655.92593
atg,2010,-408168171.85185
atg,2011,-374569490.74074
atg,2012,-424505362.59259
atg,2013,-430183296.66667
atg,2014,-433644319.83559
atg,2015,-382490230.54074
atg,2016,-357699533.85185
atg,2017,-345922222.22222
aus,1989,-3224652810.51111
aus,1990,496410802.96896
aus,1991,3664562938.84383
aus,1992,1814776747.04438
aus,1993,74666149.62933
aus,1994,-3187823736.58681
aus,1995,-4236918909.17096
aus,1996,-490366202.95277
aus,1997,1935952651.37373
aus,1998,-5226148565.21695
aus,1999,-9656629701.55153
aus,2000,-4888627645.33177
aus,2001,1660686792.06719
aus,2002,-5640965902.99506
aus,2003,-15724989123.7423
aus,2004,-18618983091.798
aus,2005,-14265351923.1157
aus,2006,-12120550586.7431
aus,2007,-21163684115.717
aus,2008,-7787211118.79602
aus,2009,-7474946951.33361
aus,2010,11335460382.7813
aus,2011,22743776294.6128
aus,2012,-8275900107.54869
aus,2013,7310547471.69324
aus,2014,2190228897.70288
aus,2015,-19012929787.9726
aus,2016,-5800780404.67526
aus,2017,10498019136.7859
aus,2018,19798192584.8792
aut,2005,955132181.70828
aut,2006,3233244059.62633
aut,2007,5334157755.24416
aut,2008,2559400550.65696
aut,2009,-675857559.74972
aut,2010,-1841617213.86147
aut,2011,-5042520214.40091
aut,2012,-4062789640.03095
aut,2013,-1344788410.12527
aut,2014,1028068711.70107
aut,2015,2540884621.56771
aut,2016,2135667998.01252
aut,2017,958610684.77108
aut,2018,5354485204.41758
aze,1995,-373089000
aze,1996,-693914000
aze,1997,-566907000
aze,1998,-1046152000
aze,1999,-408161000
aze,2000,319330000
aze,2001,613867000
aze,2002,492596000
aze,2003,-92902000
aze,2004,122500000
aze,2005,3246421000
aze,2006,7795213000
aze,2007,15023035000
aze,2008,22915512000
aze,2009,14544894000
aze,2010,19434185000
aze,2011,24128432000
aze,2012,21913644000
aze,2013,20608234000
aze,2014,18927657000
aze,2015,5812423000
aze,2016,4206335000
aze,2017,6114743000
aze,2018,9841328000
bdi,1985,-36050815.82492
bdi,1986,-36165024.27284
bdi,1987,-60834953.05395
bdi,1988,-41703764.37907
bdi,1989,-58159663.86555
bdi,1990,-116270774.89033
bdi,1991,-102968067.87041
bdi,1992,-104818629.30223
bdi,1993,-98982618.00807
bdi,1994,-91940830.15881
bdi,1995,-62668788.72506
bdi,1996,-59600986.52339
bdi,1997,-8596545.58312
bdi,1998,-59453397.33008
bdi,1999,-42313319.28579
bdi,2000,-58806116.50216
bdi,2001,-69104798.76037
bdi,2002,-73782714.4621
bdi,2003,-92519166.46653
bdi,2004,-96946498.31956
bdi,2005,-128110230.38424
bdi,2006,-186028540.49908
bdi,2007,-195284426.04269
bdi,2008,-265821655.30784
bdi,2009,-274612844.335
bdi,2010,-337158043.41261
bdi,2011,-428488245.46286
bdi,2012,-576347007.31236
bdi,2013,-581545129.46457
bdi,2014,-523344073.13698
bdi,2015,-482990206.1096
bdi,2016,-402489766.07009
bdi,2017,-453064593.08697
bel,2002,9778005443.02834
bel,2003,8872204397.48944
bel,2004,8676579415.11994
bel,2005,3876083388.47991
bel,2006,2862154935.52156
bel,2007,2359332511.65557
bel,2008,-14340821588.3532
bel,2009,-4573924836.68102
bel,2010,-4738404536.92705
bel,2011,-13463038543.4056
bel,2012,-12424909249.0718
bel,2013,-8816452202.21376
bel,2014,-7020704847.51777
bel,2015,-1064153507.64246
bel,2016,4682835.56933
bel,2017,501737251.00976
bel,2018,737728298.94708
ben,1974,-55279360.09958
ben,1975,-89537307.22438
ben,1976,-122711610.57834
ben,1977,-126449200.7221
ben,1978,-159202601.53117
ben,1979,-156053701.61136
ben,1980,-148286945.88317
ben,1981,-138762000.66688
ben,1982,-379104167.9116
ben,1983,-154044166.76013
ben,1984,-67054704.26263
ben,1985,-28491108.91034
ben,1986,-93558901.73239
ben,1987,-96826821.22758
ben,1988,-141157802.34192
ben,1989,-62666081.20256
ben,1990,-85875225.27488
ben,1991,-299835620.32266
ben,1992,-215459261.82179
ben,1993,-167878821.00783
ben,1994,-53598970.31284
ben,1995,-202518519.05066
ben,1996,-34930534.86322
ben,1997,-152845093.85904
ben,1998,-158123433.17115
ben,1999,-211332765.05177
ben,2000,-122442282.3214
ben,2001,-179314277.12494
ben,2002,-230121814.35622
ben,2003,-277703704.12725
ben,2004,-271185726.8591
ben,2005,-285250402.40324
ben,2006,-306506084.26937
ben,2007,-554832944.11595
ben,2008,-607527483.4801
ben,2009,-513206344.07362
ben,2010,-493642929.81693
ben,2011,-549547598.8971
ben,2012,-559470358.99546
ben,2013,-611830959.21134
ben,2014,-710458144.44847
ben,2015,-504711604.64924
ben,2016,-669152061.96173
ben,2017,-849632812.87011
bfa,2005,-553586039.20194
bfa,2006,-482671206.36082
bfa,2007,-599672271.14792
bfa,2008,-888381712.94309
bfa,2009,-480858941.57792
bfa,2010,-132418822.484
bfa,2011,30036062.29975
bfa,2012,212490174.11844
bfa,2013,-665605022.01258
bfa,2014,-260184282.96836
bfa,2015,-241315612.22017
bfa,2016,-637427.97967
bfa,2017,-5334184.96909
bgd,1976,-417149338.379
bgd,1977,-542625112.00037
bgd,1978,-790338284.04225
bgd,1979,-1070181572.56921
bgd,1980,-1559609530.89908
bgd,1981,-1644302976.644
bgd,1982,-1452646455.1587
bgd,1983,-1206770151.71322
bgd,1984,-1408266956.29398
bgd,1985,-1286968041.87023
bgd,1986,-1420714661.2847
bgd,1987,-1368753616.07213
bgd,1988,-1443389544.28673
bgd,1989,-1995289742.79517
bgd,1990,-1586957673.74635
bgd,1991,-1385793342.69221
bgd,1992,-1255926434.79784
bgd,1993,-1112599439.04206
bgd,1994,-1416109445.65488
bgd,1995,-2324093838.32541
bgd,1996,-2254061059.15995
bgd,1997,-1707504355.64582
bgd,1998,-1572620788.66451
bgd,1999,-2061032896.82776
bgd,2000,-1626994620.38039
bgd,2001,-2033063343.88469
bgd,2002,-1719959944.24221
bgd,2003,-2538611630.64151
bgd,2004,-3043437399.10235
bgd,2005,-3025695755.67387
bgd,2006,-3011857468.97261
bgd,2007,-4332098853.21097
bgd,2008,-6112733469.05529
bgd,2009,-4625996480.40989
bgd,2010,-5872228067.30408
bgd,2011,-8070176826.12261
bgd,2012,-7266478673.4304
bgd,2013,-6362380111.03574
bgd,2014,-7481914473.34344
bgd,2015,-6120242244.25428
bgd,2016,-6243937554.11701
bgd,2017,-12255468077.4433
bgr,1980,646000000
bgr,1981,-308000000
bgr,1982,-290000000
bgr,1983,-406000000
bgr,1984,-178000000
bgr,1985,-505000000
bgr,1986,-1183000000
bgr,1987,-1011000000
bgr,1988,-606000000
bgr,1989,-692000000
bgr,1990,-1314000000
bgr,1991,-32000000
bgr,1992,-212300000
bgr,1993,-885400000
bgr,1994,-16800000
bgr,1995,121000000
bgr,1996,187600000
bgr,1997,299400000
bgr,1998,772126000
bgr,1999,-1081016415.08
bgr,2000,-1175522495.44
bgr,2001,-1588376270.49975
bgr,2002,-1660113497.72252
bgr,2003,-2588130590.15827
bgr,2004,-3697758588.34772
bgr,2005,-5413445525.03335
bgr,2006,-6975469039.72242
bgr,2007,-10507456868.8486
bgr,2008,-12605078320.334
bgr,2009,-5773280872.9299
bgr,2010,-4779090000
bgr,2011,-3726580000
bgr,2012,-5143980000
bgr,2013,-3898490000
bgr,2014,-3686290000
bgr,2015,-2900170000
bgr,2016,-1086110000
bgr,2017,-858210000
bgr,2018,-2681860000
bhr,1975,113021492.06832
bhr,1976,7836214.70681
bhr,1977,11879186.1794
bhr,1978,18582883.14786
bhr,1979,404331563.15748
bhr,1980,445623064.74208
bhr,1981,617819150.57931
bhr,1982,527154256.72115
bhr,1983,183776596.23345
bhr,1984,72340425.61208
bhr,1985,100797872.34043
bhr,1986,34840425.53191
bhr,1987,-12765957.44681
bhr,1988,77393617.02128
bhr,1989,10904255.31915
bhr,1990,236436170.21277
bhr,1991,-367287234.04255
bhr,1992,-526861702.12766
bhr,1993,107180854.15193
bhr,1994,119680862.20434
bhr,1995,626063878.35159
bhr,1996,665159631.96194
bhr,1997,604787290.33924
bhr,1998,-28457449.64669
bhr,1999,910159624.89803
bhr,2000,1819654255.31915
bhr,2001,1546702127.65957
bhr,2002,1116728723.40426
bhr,2003,1333005319.14894
bhr,2004,635611702.12766
bhr,2005,1371276595.74468
bhr,2006,2246196808.51064
bhr,2007,2708111702.12766
bhr,2008,3069414893.61702
bhr,2009,2260638297.87234
bhr,2010,2456648936.17021
bhr,2011,7544414893.61702
bhr,2012,3372074468.08511
bhr,2013,4322340425.53191
bhr,2014,3713351063.82979
bhr,2015,830851063.82979
bhr,2016,-803723404.25532
bhr,2017,-700000000
bhs,1976,-162000000
bhs,1977,-188500000
bhs,1978,-243500000
bhs,1979,-336800000
bhs,1980,-423700000
bhs,1981,-464600000
bhs,1982,-437600000
bhs,1983,-489200000
bhs,1984,-512400000
bhs,1985,-556100000
bhs,1986,-605600000
bhs,1987,-673300000
bhs,1988,-672100000
bhs,1989,-910800000
bhs,1990,-796500000
bhs,1991,-816900000
bhs,1992,-767700000
bhs,1993,-738000000
bhs,1994,-815300000
bhs,1995,-931300000
bhs,1996,-1014100000
bhs,1997,-1115700000
bhs,1998,-1374200000
bhs,1999,-1270400000
bhs,2000,-1518300000
bhs,2001,-1387300000
bhs,2002,-1326965907.951
bhs,2003,-1332030000
bhs,2004,-1429360000
bhs,2005,-1828299458.185
bhs,2006,-2062960000
bhs,2007,-2155048251.121
bhs,2008,-2243219000
bhs,2009,-1825113000
bhs,2010,-1889064000
bhs,2011,-2132117000
bhs,2012,-2401448000
bhs,2013,-2211032000
bhs,2014,-2510296678.47044
bhs,2015,-2433503203.56804
bhs,2016,-2149640256.83356
bhs,2017,-2537947485.47008
bih,1998,-3115610405.33272
bih,1999,-3296925443.39434
bih,2000,-2764354441.76047
bih,2001,-2957753437.52098
bih,2002,-3339658589.54371
bih,2003,-4159327255.19072
bih,2004,-4569676577.07619
bih,2005,-4898915485.42479
bih,2006,-4297958787.47775
bih,2007,-5967949609.96721
bih,2008,-7669048817.25087
bih,2009,-5298489483.96791
bih,2010,-4860282831.79831
bih,2011,-5568254524.0993
bih,2012,-5104746156.36846
bih,2013,-4826310350.01459
bih,2014,-5337148709.69367
bih,2015,-4076269148.10166
bih,2016,-3994630436.83987
bih,2017,-4271947277.68103
bih,2018,-4540557933.00889
blr,1993,-527900000
blr,1994,-489800000
blr,1995,-665700000
blr,1996,-1148500000
blr,1997,-1407000000
blr,1998,-1509500000
blr,1999,-568000000
blr,2000,-1027600000
blr,2001,-982700000
blr,2002,-973700000
blr,2003,-1524700000
blr,2004,-2456000000
blr,2005,-859700000
blr,2006,-2454500000
blr,2007,-4274800000
blr,2008,-6494100000
blr,2009,-7104900000
blr,2010,-9288700000
blr,2011,-3466800000
blr,2012,565399999.99999
blr,2013,-4593400000
blr,2014,-2635400000
blr,2015,-2142500000
blr,2016,-2511300000
blr,2017,-2978900000
blr,2018,-2651300000
blz,1984,-23100000
blz,1985,-23650000
blz,1986,-15700000
blz,1987,-24100000
blz,1988,-41850000
blz,1989,-64100000
blz,1990,-59200000
blz,1991,-97500000
blz,1992,-103900000
blz,1993,-118500000
blz,1994,-75386000
blz,1995,-66050000
blz,1996,-58240000
blz,1997,-89505000
blz,1998,-104747500
blz,1999,-123035405.85538
blz,2000,-205734864.75575
blz,2001,-214078260.87238
blz,2002,-195577518.60146
blz,2003,-210250859.7825
blz,2004,-175137342.83797
blz,2005,-236164868.9918
blz,2006,-188944285.3872
blz,2007,-218453181.04421
blz,2008,-308265769.05713
blz,2009,-236556344.13058
blz,2010,-171493846.59642
blz,2011,-174593903.94381
blz,2012,-209125497.19196
blz,2013,-267833299.08016
blz,2014,-336845367.04198
blz,2015,-423353128.44835
blz,2016,-473328756.73647
blz,2017,-388347317.22897
blz,2018,-445404386.34963
bmu,2006,-1068880000
bmu,2007,-1140465851.37926
bmu,2008,-1135671150.7984
bmu,2009,-1035679762.41416
bmu,2010,-973350685.86013
bmu,2011,-887778648.28029
bmu,2012,-889217467.47302
bmu,2013,-998834638.99773
bmu,2014,-948011625.99137
bmu,2015,-918254108.31
bmu,2016,-960836088.37667
bmu,2017,-1075789022.46442
bol,1976,50700000
bol,1977,55300000
bol,1978,-96600000
bol,1979,21400000
bol,1980,367800000
bol,1981,84700000
bol,1982,331700000
bol,1983,259100000
bol,1984,312200000
bol,1985,160600000
bol,1986,-51000000
bol,1987,-127600000
bol,1988,-48400000
bol,1989,-6000000
bol,1990,55200000
bol,1991,-43900000
bol,1992,-432400000
bol,1993,-396200000
bol,1994,-30200000
bol,1995,-182300000
bol,1996,-236010000
bol,1997,-553600000
bol,1998,-727500000
bol,1999,-533500000
bol,2000,-471067903.97
bol,2001,-391342574.11028
bol,2002,-454358584.09448
bol,2003,-4713103.35357
bol,2004,319523672.83487
bol,2005,439636456.73205
bol,2006,1029854430.62059
bol,2007,1019353224.55491
bol,2008,1507359253.13459
bol,2009,566260000
bol,2010,1122526366.9448
bol,2011,1048468589.58443
bol,2012,3135339220.84172
bol,2013,2809519210.17213
bol,2014,2915939737.85309
bol,2015,-387880611.64231
bol,2016,-900826477.37476
bol,2017,-516457485.71626
bol,2018,-475485096.53084
bra,1975,-3550000000
bra,1976,-2386000000
bra,1977,-100000000
bra,1978,-1158000000
bra,1979,-2717000000
bra,1980,-2823000000
bra,1981,1185000000
bra,1982,778000000
bra,1983,6469000000
bra,1984,13086000000
bra,1985,12466000000
bra,1986,8304000000
bra,1987,11158000000
bra,1988,19168000000
bra,1989,16112000000
bra,1990,10747000000
bra,1991,10578000000
bra,1992,15239000000
bra,1993,14323000000
bra,1994,10861000000
bra,1995,-3157000000
bra,1996,-5555000000
bra,1997,-6847000000
bra,1998,-6590000000
bra,1999,-746000000
bra,2000,-31044463
bra,2001,3219288000
bra,2002,13646302000
bra,2003,25183088087
bra,2004,33892536260.3763
bra,2005,44889564255
bra,2006,46458612543
bra,2007,40031626579.99999
bra,2008,24835752407
bra,2009,25271419900
bra,2010,18490999796.85
bra,2011,27625039387.665
bra,2012,17419624558.55
bra,2013,388580986.15998
bra,2014,-6629248304.425
bra,2015,17654680637.155
bra,2016,45036962275.93
bra,2017,64028168051.77
bra,2018,53587386708.16999
brb,1970,-66499999.96675
brb,1971,-70890521.34253
brb,1972,-83850318.76474
brb,1973,-99121051.60661
brb,1974,-99793938.87134
brb,1975,-88267347.73454
brb,1976,-131550000
brb,1977,-146600000
brb,1978,-158000000
brb,1979,-225250000
brb,1980,-254700000
brb,1981,-337200000
brb,1982,-251800000
brb,1983,-252800000
brb,1984,-220000000
brb,1985,-208850000
brb,1986,-247650000
brb,1987,-294450000
brb,1988,-338850000
brb,1989,-416350000
brb,1990,-408600000
brb,1991,-416250000
brb,1992,-277782500
brb,1993,-326724500
brb,1994,-364427000
brb,1995,-446984000
brb,1996,-461498500
brb,1997,-603695000
brb,1998,-656502000
brb,1999,-723264500
brb,2000,-756084500
brb,2001,-690448500
brb,2002,-711444025
brb,2003,-813835175
brb,2004,-981656555.285
brb,2005,-1154069919.00321
brb,2006,-1092365233.69808
brb,2007,-1174142777.04643
brb,2008,-1321585781.22
brb,2009,-985852262.11213
brb,2010,-1075985732.61447
brb,2011,-876129472.97522
brb,2012,-846073724.39772
brb,2013,-801672159.00022
brn,2001,2560796382.65462
brn,2002,2228470904.08901
brn,2003,3165992221.86471
brn,2004,3731259305.67413
brn,2005,4829155803.15509
brn,2006,6038606636.17275
brn,2007,5699810249.46768
brn,2008,7840014233.32675
brn,2009,4889450886.33806
brn,2010,6231557364.88263
brn,2011,8619605708.97084
brn,2012,8765647917.80003
brn,2013,6923753037.16844
brn,2014,7443475514.52642
brn,2015,2909688195.78603
brn,2016,2153264280.11102
brn,2017,2402780646.83209
btn,2006,-122859260.28245
btn,2007,79653733.35722
btn,2008,-46068157.28941
btn,2009,-65495446.67078
btn,2010,-273372612.60218
btn,2011,-464301296.2355
btn,2012,-385547064.94266
btn,2013,-379004395.98687
btn,2014,-394149529.81773
btn,2015,-427043375.55172
btn,2016,-533362936.9756
btn,2017,-470458538.27006
btn,2018,-413670621.56328
bwa,1975,-39215277.92073
bwa,1976,-10465002.62829
bwa,1977,-34799766.776
bwa,1978,-71604780.33948
bwa,1979,122698.38299
bwa,1980,-58026954.94616
bwa,1981,-285752415.97124
bwa,1982,-119165453.44556
bwa,1983,25070063.24878
bwa,1984,94271806.80386
bwa,1985,233842002.93908
bwa,1986,244047267.99337
bwa,1987,782695836.51201
bwa,1988,482011388.57178
bwa,1989,634576897.03677
bwa,1990,184416178.92293
bwa,1991,267170348.92253
bwa,1992,187322992.33312
bwa,1993,266768465.68926
bwa,1994,510048719.65405
bwa,1995,554756619.87682
bwa,1996,754268850.92037
bwa,1997,898851473.07093
bwa,1998,80539437.93955
bwa,1999,784690279.23165
bwa,2000,902072969.45414
bwa,2001,609966530.74969
bwa,2002,604997966.80737
bwa,2003,763615488.83859
bwa,2004,649187906.2671
bwa,2005,1587845571.085
bwa,2006,1742386719.5694
bwa,2007,1155543609.84888
bwa,2008,-377036222.80596
bwa,2009,-1310475826.31734
bwa,2010,-965525065.0873
bwa,2011,-698858570.54457
bwa,2012,-2190817373.40135
bwa,2013,-85299781.82613
bwa,2014,760972696.31611
bwa,2015,-650433277.9824
bwa,2016,1491795280.72316
bwa,2017,929848731.91425
caf,1977,614621.42886
caf,1978,-7413944.3942
caf,1979,-10657119.57926
caf,1980,-37907122.55277
caf,1981,-26868439.1574
caf,1982,-25306883.03006
caf,1983,-14118287.88555
caf,1984,-25622678.12029
caf,1985,-36697883.79725
caf,1986,-71509032.17595
caf,1987,-68776989.51114
caf,1988,-45425821.42553
caf,1989,-37901835.21686
caf,1990,-91054741.91599
caf,1991,-53029541.40034
caf,1992,-73179448.49471
caf,1993,-25677827.95608
caf,1994,15309668.78794
can,1960,-119898150.39368
can,1961,285677623.28548
can,1962,285142033.11364
can,1963,617985418.34441
can,1964,934321769.43615
can,1965,306006780.86626
can,1966,389056722.23617
can,1967,665723388.15242
can,1968,1394864823.60937
can,1969,875842702.91017
can,1970,3048615535.58027
can,1971,2547661332.96113
can,1972,2135459217.1858
can,1973,3143518172.20411
can,1974,1759278067.48153
can,1975,-591187133.95555
can,1976,1552521682.06208
can,1977,2893040580.02996
can,1978,4066310736.7259
can,1979,3920647882.93099
can,1980,7938527040.27659
can,1981,5443101827.24305
can,1982,15066183036.0697
can,1983,14157422109.9666
can,1984,15562753241.5789
can,1985,11835574218.051
can,1986,7115934947.42338
can,1987,9067079771.44973
can,1988,8630415384.62569
can,1989,6448741623.01714
can,1990,9436926303.33336
can,1991,5999453455.98023
can,1992,7233178327.96109
can,1993,10030468960.6814
can,1994,14645646887.4225
can,1995,25642490011.8301
can,1996,30737452185.6409
can,1997,18148355330.4865
can,1998,15544083492.2925
can,1999,27749581363.64329
can,2000,44403928105.0075
can,2001,44979185696.3895
can,2002,35569756169.7054
can,2003,39242221901.02689
can,2004,49347018485.10151
can,2005,50572022406.8196
can,2006,41768065982.57541
can,2007,42047994246.3687
can,2008,42581663883.0599
can,2009,-6158092843.79551
can,2010,-9366603517.25973
can,2011,403445305.78658
can,2012,-13292203265.6277
can,2013,-7865042596.40496
can,2014,4261850793.07937
can,2015,-19303283997.9252
can,2016,-19531911241.6067
can,2017,-19195813617.46329
can,2018,-16622495965.8696
che,1977,-1718199646.57071
che,1978,-2177539291.51939
che,1979,-4899793277.20735
che,1980,-5250081233.05838
che,1981,-2384476380.43928
che,1982,-3219186796.27608
che,1983,-5820474243.99756
che,1984,-1612983310.15094
che,1985,-2083329093.96144
che,1986,-5494973827.34933
che,1987,-6016664524.4575
che,1988,-5194423563.17912
che,1989,-4350558116.66183
che,1990,-6430393060.78622
che,1991,-3883636632.24448
che,1992,293019315.16088
che,1993,2088893010.36579
che,1994,3993717592.95309
che,1995,4136625917.94147
che,1996,2719243690.58503
che,1997,3714424980.14728
che,1998,1655017067.51359
che,1999,1750575170.42611
che,2000,677459373.79544
che,2001,500948400.79814
che,2002,5712329693.78151
che,2003,6559329278.62397
che,2004,18377364386.9469
che,2005,9362460245.42742
che,2006,12809113964.45
che,2007,21935295693.5588
che,2008,25460701179.65021
che,2009,12613414217.0078
che,2010,34511352100.5885
che,2011,29096266565.8402
che,2012,40191769070.8864
che,2013,53600355961.9279
che,2014,55340329522.64991
che,2015,53719220742.5169
che,2016,50584871877.17549
che,2017,49902857111.27409
che,2018,57982704408.2608
chl,1975,70000000
chl,1976,643000000
chl,1977,35000000
chl,1978,-426000000
chl,1979,-355000000
chl,1980,-764000000
chl,1981,-2677000000
chl,1982,63000000
chl,1983,986000000
chl,1984,362000000
chl,1985,883700000
chl,1986,1092100000
chl,1987,1308700000
chl,1988,2209800000
chl,1989,1483200000
chl,1990,1283500000
chl,1991,1485100000
chl,1992,722000000
chl,1993,-989800000
chl,1994,732000000
chl,1995,1381000000
chl,1996,-997349196.45
chl,1997,-1352262336.61
chl,1998,-1965893789.68
chl,1999,2480158433.72
chl,2000,2181077166.01
chl,2001,1915250806.64001
chl,2002,2435596068.35597
chl,2003,3783010736.19102
chl,2004,10161232087.6399
chl,2005,11300419677.7272
chl,2006,22897166104.7815
chl,2007,24083102890.7981
chl,2008,6054693481.44524
chl,2009,15320813003.1635
chl,2010,15892503124.2239
chl,2011,10772312579.0077
chl,2012,2608357193.14467
chl,2013,2015435352.80011
chl,2014,6465848390.3804
chl,2015,3426124445.20149
chl,2016,4863598762.99331
chl,2017,7359047877.09633
chl,2018,4668868022.0316
chn,1982,4249000000
chn,1983,1990000000
chn,1984,14000000
chn,1985,-13123000000
chn,1986,-9140000000
chn,1987,-1661000000
chn,1988,-5315000000
chn,1989,-5620000000
chn,1990,9165000000
chn,1991,8743000000
chn,1992,5183000000
chn,1993,-10654000000
chn,1994,7290000000
chn,1995,18050110000
chn,1996,19535000000
chn,1997,13552000000
chn,1998,8662000000
chn,1999,-3342000000
