geo,time,per_si_allsi_cov_q1_tot
kaz,2007,28.81919
kaz,2010,30.16441
ken,2005,0.48787
kgz,2006,32.70928
kgz,2011,40.76887
kgz,2012,46.2475
kgz,2013,42.87702
khm,2008,1.3418
khm,2013,0.35887
kos,2006,20.0498
kos,2011,37.86172
kos,2012,40.60301
kos,2013,32.07566
lao,2007,0.29575
lbn,2004,23.83028
lbr,2007,0.08638
lka,2006,1.22223
lka,2009,1.9879
lka,2012,1.76502
ltu,2008,52.56267
lva,2008,53.4027
lva,2009,46.83668
mda,2010,41.76811
mda,2012,47.27366
mda,2013,43.69588
mdv,2004,1.78461
mdv,2009,0.94395
mex,2008,18.39764
mex,2010,20.36877
mex,2012,16.00755
mhl,1999,10.24922
mli,2009,0.5587
mne,2011,41.20343
mne,2012,43.56684
mne,2013,38.93858
mne,2014,51.86142
mng,2007,41.41258
mng,2009,43.35264
mng,2010,44.47445
mng,2011,38.68062
mng,2012,44.98031
moz,2008,0.56178
mrt,2008,10.44699
mus,2006,2.05127
mus,2012,13.63797
mwi,2004,0.39696
mwi,2010,0.12295
mwi,2013,0.51298
mys,2008,3.65407
nam,2009,0.43386
ner,2011,0.2309
ner,2014,0.00356
nga,2012,0.06654
nga,2015,1.16246
nic,2005,13.25427
nic,2009,1.44331
nic,2014,3.12432
npl,2010,0.56878
pak,2007,2.95581
pak,2009,2.4423
pak,2013,1.72927
pan,2008,2.63201
pan,2009,5.10678
pan,2010,4.7518
pan,2011,5.56511
pan,2012,5.16893
pan,2013,4.96182
pan,2014,6.06938
per,2008,0.26132
per,2009,0.4446
per,2010,0.75259
per,2011,0.8847
per,2012,1.52679
per,2013,0.83861
per,2014,1.17412
phl,2006,1.05242
phl,2013,4.06021
phl,2015,3.26944
plw,2006,38.90261
png,2009,0.17591
pol,2005,39.25168
pol,2006,39.79638
pol,2007,42.15918
pol,2008,43.20438
pol,2009,43.284
pol,2010,42.37389
pol,2011,42.30273
pol,2012,40.12679
pry,2007,0.65834
pry,2008,0.10169
pry,2009,0.15443
pry,2010,0.55664
pry,2011,0.74733
rou,2008,39.42234
rou,2011,33.14628
rou,2012,35.36956
rus,2007,45.50243
rus,2014,53.65061
rus,2015,48.93392
rwa,2005,0
rwa,2010,0.01331
rwa,2013,17.27199
sen,2011,0.93626
slb,2005,0.94646
slv,2007,0.98848
slv,2008,3.10097
slv,2009,1.02158
slv,2010,0.93901
slv,2011,1.29853
slv,2012,1.21811
slv,2014,1.06314
srb,2007,51.91541
srb,2010,52.97981
srb,2013,54.21211
svk,2009,37.03137
syr,2003,3.56638
tcd,2011,0.63801
tgo,2011,0
tha,2006,8.14659
tha,2009,9.56434
tha,2011,11.66883
tha,2013,12.27948
tjk,2011,39.02356
tls,2011,1.65013
ton,2009,0
tur,2004,10.20627
tur,2005,12.52683
tur,2006,14.56179
tur,2007,13.71986
tur,2008,18.63502
tur,2009,19.41439
tur,2010,20.75345
tur,2011,17.47794
tur,2012,23.07284
tur,2013,25.3969
tur,2014,27.86937
tza,2010,0
tza,2012,0.13808
tza,2014,0.25501
uga,2005,0
uga,2009,0.00906
uga,2012,0.01562
ukr,2006,49.61937
ukr,2011,53.96686
ukr,2012,51.6594
ukr,2013,50.24238
ury,2008,22.77653
ury,2009,21.09338
ury,2010,20.778
ury,2011,21.92021
ury,2012,23.25327
ven,2006,4.45525
vnm,2006,5.51185
vnm,2010,2.15204
vnm,2012,2.82493
vnm,2014,3.11494
wsm,2008,31.81088
yem,2005,9.12827
zaf,2005,1.05328
zaf,2010,0.73974
zmb,2010,0.17261
zwe,2007,1.02456
zwe,2011,0.44657
