geo,time,nv_agr_totl_cn
bgd,2010,1355910000000
bgd,2011,1539507000000.00024
bgd,2012,1707063000000.00024
bgd,2013,1857525000000.00024
bgd,2014,2062758000000.00024
bgd,2015,2240809999999.99951
bgd,2016,2433901999999.99951
bgd,2017,2650252999999.99951
bgr,1980,3718700
bgr,1981,4624900
bgr,1982,4983800
bgr,1983,4317000
bgr,1984,5008000
bgr,1985,3868600
bgr,1986,4447400
bgr,1987,4309300
bgr,1988,4394100
bgr,1989,4330700
bgr,1990,8055000
bgr,1991,20885000
bgr,1992,23329000
bgr,1993,29694000
bgr,1994,60400000
bgr,1995,114641000
bgr,1996,208275000
bgr,1997,3878467000
bgr,1998,3543100000
bgr,1999,3238900000
bgr,2000,3082200000
bgr,2001,3277300000
bgr,2002,3299900000
bgr,2003,3310800000
bgr,2004,3457100000
bgr,2005,3399300000
bgr,2006,3254900000
bgr,2007,2949100000
bgr,2008,4275900000
bgr,2009,3093400000
bgr,2010,3109600000
bgr,2011,3710900000
bgr,2012,3740700000
bgr,2013,3775800000
bgr,2014,3818500000
bgr,2015,3664000000
bgr,2016,3816800000
bgr,2017,4113600000
bhr,1980,11400000
bhr,1981,13200000
bhr,1982,14500000
bhr,1983,16200000
bhr,1984,16400000
bhr,1985,16400000
bhr,1986,15708800
bhr,1987,17122300
bhr,1988,16433200
bhr,1989,16490200
bhr,1990,15098400
bhr,1991,15311300
bhr,1992,16254400
bhr,1993,16647000
bhr,1994,18010400
bhr,1995,18979600
bhr,2006,19000000
bhr,2007,23880000
bhr,2008,25600000
bhr,2009,29100000
bhr,2010,28780000
bhr,2011,31470000
bhr,2012,31880000
bhr,2013,33620000
bhr,2014,37650000
bhr,2015,36920000
bhr,2016,40260000
bhr,2017,38740000
bhs,1984,41700000
bhs,1985,44200000
bhs,1986,44800000
bhs,1987,49600000
bhs,1989,61623000
bhs,1990,69922000
bhs,1991,88162000
bhs,1992,82793000
bhs,1993,76103000
bhs,1994,87181000
bhs,1995,97183000
bhs,1996,95527000
bhs,1997,98900000
bhs,1998,94200000
bhs,1999,97400000
bhs,2000,108600000
bhs,2001,99700000
bhs,2002,134400000
bhs,2003,119500000
bhs,2004,105200000
bhs,2005,104700000
bhs,2006,119000000
bhs,2007,116100000
bhs,2008,109800000
bhs,2009,90800000
bhs,2010,110800000
bhs,2011,110000000
bhs,2012,115000000
bhs,2013,97200000
bhs,2014,93400000
bhs,2015,96500000
bhs,2016,104200000
bhs,2017,121800000
bih,1994,729400000
bih,1995,553722000
bih,1996,867835300
bih,1997,1115426000
bih,1998,1156197000
bih,1999,1141016000
bih,2000,1040743000
bih,2001,1114221000
bih,2002,1143590000
bih,2003,1064859000
bih,2004,1397621000
bih,2005,1464514000
bih,2006,1615466000
bih,2007,1737302000
bih,2008,1839247000
bih,2009,1754892000
bih,2010,1723995000
bih,2011,1772642000
bih,2012,1609464000
bih,2013,1832039000
bih,2014,1628133000
bih,2015,1783430000
bih,2016,1904729000
bih,2017,1757870000
blr,1990,99.36
blr,1991,200
blr,1992,2100
blr,1993,16900
blr,1994,241800
blr,1995,1914100
blr,1996,2896500
blr,1997,4922100
blr,1998,8469300
blr,1999,38432700
blr,2000,110490000
blr,2001,177750000
blr,2002,264740000
blr,2003,315760000
blr,2004,442440000
blr,2005,554280000
blr,2006,680010000
blr,2007,806780000
blr,2008,1124800000
blr,2009,1155330000
blr,2010,1515770000
blr,2011,2458540000
blr,2012,4452640000
blr,2013,4566780000
blr,2014,5884750000
blr,2015,5649220000
blr,2016,6547000000
blr,2017,8174900000
blz,1978,79000000
blz,1979,85200000
blz,1980,90557743.73558
blz,1981,87814267.78096
blz,1982,69360525.54558
blz,1983,71430111.19754
blz,1984,76014407.92677
blz,1985,73855391.79419
blz,1986,82662635.09905
blz,1987,107073159.90358
blz,1988,115938966.8887
blz,1989,127655850.80923
blz,1990,142203938.98715
blz,1991,141108700
blz,1992,159652100
blz,1993,163027600
blz,1994,169482500
blz,1995,191422000
blz,1996,196213400
blz,1997,195457800
blz,1998,196745500
blz,1999,220769000
blz,2000,243785400
blz,2001,228467800
blz,2002,236603300
blz,2003,287103800
blz,2004,303230200
blz,2005,296548500
blz,2006,309818600
blz,2007,297652200
blz,2008,300445500
blz,2009,296293900
blz,2010,321242900
blz,2011,340379000
blz,2012,408916000
blz,2013,433127700
blz,2014,457620500
blz,2015,441577500
blz,2016,369956000
blz,2017,403418100
bmu,1996,21563120
bmu,1997,23462616
bmu,1998,21915236
bmu,1999,23271031
bmu,2000,23281000
bmu,2001,25481000
bmu,2002,31319000
bmu,2003,34407000
bmu,2004,37858000
bmu,2005,39025000
bmu,2006,46389000
bmu,2007,45249000
bmu,2008,48301000
bmu,2009,42987000
bmu,2010,42971000
bmu,2011,43782000
bmu,2012,41023000
bmu,2013,41539000
bol,1970,2357
bol,1971,2583
bol,1972,3219
bol,1973,5085
bol,1974,8929
bol,1975,10030
bol,1976,11269
bol,1977,13031
bol,1978,13909
bol,1979,16283
bol,1980,19000
bol,1981,25000
bol,1982,58000
bol,1983,244000
bol,1984,4168000
bol,1985,449940000
bol,1986,1288576000
bol,1987,1455963000
bol,1988,1700287000
bol,1989,1937489000
bol,1990,2371077000
bol,1991,2973534000
bol,1992,3170942000
bol,1993,3582741000
bol,1994,4212963000
bol,1995,4789906000
bol,1996,5324453000
bol,1997,6212540000
bol,1998,5911521000
bol,1999,6384542000
bol,2000,6732951000
bol,2001,7130259000
bol,2002,7343263000
bol,2003,8312057000
bol,2004,9275858000
bol,2005,9083204000
bol,2006,10034959000
bol,2007,10312410000
bol,2008,12603331000
bol,2009,13575463000
bol,2010,14325141000
bol,2011,16240135000
bol,2012,18363841000
bol,2013,21115647000
bol,2014,22208052000
bol,2015,23349259000
bol,2016,26201755000
bol,2017,30037788000
bra,1960,0.00018
bra,1961,0.00026
bra,1962,0.00044
bra,1963,0.00073
bra,1964,0.00153
bra,1965,0.00251
bra,1966,0.00291
bra,1967,0.00385
bra,1968,0.00495
bra,1969,0.00615
bra,1970,0.00733
bra,1971,0.01042
bra,1972,0.01397
bra,1973,0.0202
bra,1974,0.02914
bra,1975,0.03904
bra,1976,0.06784
bra,1977,0.11711
bra,1978,0.13553
bra,1979,0.21812
bra,1980,0.44804
bra,1981,0.85964
bra,1982,1.48182
bra,1983,4.18982
bra,1984,14.6691
bra,1985,52.8062
bra,1986,132.22501
bra,1987,377.935
bra,1988,2877.80005
bra,1989,35927
bra,1990,793783.395
bra,1991,4092700
bra,1992,43456700
bra,1993,925273900
bra,1994,30458000000
bra,1995,35381941892.43961
bra,1996,40758643679.6665
bra,1997,44605826561.29139
bra,1998,47612122341.2677
bra,1999,50534826977.4117
bra,2000,56962388858.5329
bra,2001,63169986034.8166
bra,2002,81515194818.1145
bra,2003,105949168631.983
bra,2004,110912706112.694
bra,2005,100957549699.99998
bra,2006,105294016400
bra,2007,120151713600
bra,2008,142051177200.00003
bra,2009,149212639000
bra,2010,159932000000
bra,2011,190024000000
bra,2012,200695000000
bra,2013,240290000000
bra,2014,249974999999.99902
bra,2015,258966999999.99902
bra,2016,306654999999.99896
bra,2017,303751334499.99896
brb,1975,93485000
brb,1976,76798000
brb,1977,91705000
brb,1978,91700000
brb,1979,109800000
brb,1980,152200000
brb,1981,128880000
brb,1982,122000000
brb,1983,135600000
brb,1984,139200000
brb,1985,138000000
brb,1986,146400000
brb,1987,171600000
brb,1988,172900000
brb,1989,150200000
brb,1990,139400000
brb,1991,140500000
brb,1992,134500000
brb,1993,133600000
brb,1994,105600000
brb,1995,142800000
brb,1996,158500000
brb,1997,134300000
brb,1998,113000000
brb,1999,138600000
brb,2000,122100000
brb,2001,129400000
brb,2002,117400000
brb,2003,127000000
brb,2004,113200000
brb,2005,121200000
brb,2006,122600000
brb,2007,122400000
brb,2008,113200000
brb,2009,126100000
brb,2010,117600000
brb,2011,114200000
brb,2012,122700000
brb,2013,133000000
brb,2014,127200000
brb,2015,123300000
brb,2016,125000000
brn,1974,35000000
brn,1975,37000000
brn,1976,39000000
brn,1977,43000000
brn,1978,48000000
brn,1979,55000000
brn,1980,67000000
brn,1981,64000000
brn,1982,77000000
brn,1983,80000000
brn,1984,86000000
brn,1985,94000000
brn,1986,99000000
brn,1987,112000000
brn,1988,120000000
brn,1989,55987600
brn,1990,61649500
brn,1991,65360300
brn,1992,65779000
brn,1993,71470300
brn,1994,74835400
brn,1995,77938500
brn,1996,80938000
brn,1997,94714100
brn,1998,95617200
brn,1999,96291400
brn,2000,105985700
brn,2001,113859200
brn,2002,114420900
brn,2003,139626000
brn,2004,150016900
brn,2005,150168200
brn,2006,128700000
brn,2007,127300000
brn,2008,129700000
brn,2009,141900000
brn,2010,137000000
brn,2011,134000000
brn,2012,156000000
brn,2013,155000000
brn,2014,187000000
brn,2015,196000000
brn,2016,189548200
brn,2017,181955314.99093
btn,1980,457477100
btn,1981,516022700
btn,1982,584302200
btn,1983,692968200
btn,1984,801245100
btn,1985,908146300
btn,1986,1051178200
btn,1987,1173590300
btn,1988,1482245600
btn,1989,1574839100
btn,1990,1804579800
btn,1991,1869738200
btn,1992,2172810700
btn,1993,2251850500
btn,1994,2839670500
btn,1995,3031452800
btn,1996,3381839900
btn,1997,3988318500
btn,1998,4431888900
btn,1999,4751488700
btn,2000,5289423400
btn,2001,5748565600
btn,2002,6661754100
btn,2003,7066178200
btn,2004,7635068700
btn,2005,8066433500
btn,2006,8707179600
btn,2007,9234128500
btn,2008,10078255100
btn,2009,11158664000
btn,2010,12177830000
btn,2011,13868365300
btn,2012,15558000000
btn,2013,16970000000
btn,2014,20050390000
btn,2015,22084670000
btn,2016,24825540000
btn,2017,28591140000
bwa,1960,9376400
bwa,1961,9859000
bwa,1962,10341600
bwa,1963,10824200
bwa,1964,11513700
bwa,1965,11100000
bwa,1966,14500000
bwa,1967,17350000
bwa,1968,20750000
bwa,1969,21500000
bwa,1970,22750000
bwa,1971,29950000
bwa,1972,41950000
bwa,1973,56050000
bwa,1974,66100000
bwa,1975,72350000
bwa,1976,79800000
bwa,1977,85950000
bwa,1978,90150000
bwa,1979,96700000
bwa,1980,104750000
bwa,1981,111150000
bwa,1982,107350000
bwa,1983,102500000
bwa,1984,111050000
bwa,1985,125600000
bwa,1986,138350000
bwa,1987,206050000
bwa,1988,272350000
bwa,1989,291850000
bwa,1990,319200000
bwa,1991,348871400
bwa,1992,405271400
bwa,1993,455750000
bwa,1994,429500000
bwa,1995,608200000
bwa,1996,594800000
bwa,1997,649300000
bwa,1998,641100000
bwa,1999,758500000
bwa,2000,825300000
bwa,2001,830600000
bwa,2002,834800000
bwa,2003,1012226500
bwa,2004,949850600
bwa,2005,927941000
bwa,2006,1210724900
bwa,2007,1504711600
bwa,2008,1887463600
bwa,2009,2070964200
bwa,2010,2161294100
bwa,2011,2635957600
bwa,2012,2961304600
bwa,2013,2876800000
bwa,2014,3045270200
bwa,2015,3214512500
bwa,2016,3496120800
bwa,2017,3583772500
caf,1965,16100010000
caf,1966,15300000000
caf,1967,14900000000
caf,1968,16100010000
caf,1969,16500000000
caf,1970,16600010000
caf,1971,18399990000
caf,1972,19899990000
caf,1973,20600000000
caf,1974,26500000000
caf,1975,28500000000
caf,1976,40600010000
caf,1977,46800000000
caf,1978,51300000000
caf,1979,55800000000
caf,1980,63399990000
caf,1981,70500020000
caf,1982,96599800000
caf,1983,95799610000
caf,1984,109270000000
caf,1985,169895000000
caf,1986,181713000000
caf,1987,159673999999.99997
caf,1988,172446000000.00003
caf,1989,174740000000
caf,1990,177565000000
caf,1991,167276000000
caf,1992,164183000000
caf,1993,158761999999.99997
caf,1994,202296000000
caf,1995,245329000000
caf,1996,258595999999.99997
caf,1997,281418000000
caf,1998,294129000000
caf,1999,297287391699.99994
caf,2000,322299748800
caf,2001,348541139800
caf,2002,351713192500
caf,2003,359493037500
caf,2004,352988243800
caf,2005,368151000000.00006
caf,2006,401380000000
caf,2007,416396000000
caf,2008,467272000000
caf,2009,478021000000
caf,2010,494655000000
caf,2011,534440999999.99994
caf,2012,562154000000
caf,2013,328395745400
caf,2014,341779360600
caf,2015,374671365600
caf,2016,421332401600
caf,2017,449754000000
can,2007,22140000000
can,2008,26408000000
can,2009,21566000000
can,2010,22134000000
can,2011,28419000000
can,2012,30027000000
can,2013,32738000000
can,2014,28356000000
can,2015,33984000000
che,1990,8023832100
che,1991,7586042500
che,1992,7129456100
che,1993,6639526200
che,1994,6365782700
che,1995,5975498400
che,1996,5377993500
che,1997,5410025200
che,1998,5382909600
che,1999,5040299500
che,2000,5300356700
che,2001,4671199100
che,2002,4621033500
che,2003,4326742100
che,2004,4785194400
che,2005,4383269600
che,2006,4402837400
che,2007,4618383400
che,2008,5019472300
che,2009,4440234800
che,2010,4256447400
che,2011,4332085600
che,2012,4127207400
che,2013,4422256300
che,2014,4684185000
che,2015,4251985800
che,2016,4386588000
che,2017,4440230600
chl,1960,474890.5041
chl,1961,512256.06345
chl,1962,548240.66537
chl,1963,719869.63605
chl,1964,1177880.09139
chl,1965,1706219.37938
chl,1966,2555758.58067
chl,1967,3078436.2941
chl,1968,3796185.64964
chl,1969,4942119.76502
chl,1970,6993421.87021
chl,1971,10758506.72631
chl,1972,20472050.17677
chl,1973,80336145.795
chl,1974,546678179.11925
chl,1975,2463672171.25827
chl,1976,11389199122.2239
chl,1977,29566497176.137
chl,1978,38478386961.8643
chl,1979,59036395722.53531
chl,1980,81815037710.3306
chl,1981,87006197848.6915
chl,1982,81074105408.76973
chl,1983,94427435180.23711
chl,1984,138100325067.91699
chl,1985,212686415433.74692
chl,1986,312332426795.32898
chl,1987,429397394173.95789
chl,1988,541145869525.39996
chl,1989,662569162390.18994
chl,1990,831594248266.04504
chl,1991,1222992853515.80981
chl,1992,1534214080903.96948
chl,1993,1600681438521.61035
chl,1994,1797064715804.03979
chl,1995,2040795593351.6897
chl,1996,1752041489100.00024
chl,1997,1936805804099.99976
chl,1998,2141919875000.00024
chl,1999,2155953876699.99976
chl,2000,2259005208500
chl,2001,1987015265300
chl,2002,2130895292100.00024
chl,2003,2329995413500
chl,2004,2457456227300
chl,2005,2845420352200
chl,2006,3182340526799.99951
chl,2007,3365532224100
chl,2008,3482666873900
chl,2009,3617212185600
chl,2010,4032028306500
chl,2011,4479095634100
