geo,time,fm_ast_nfrg_cn
are,1982,21619606584.3451
are,1983,20394773674.3755
are,1984,34503784370.6451
are,1985,38784246748.54079
are,1986,46227349601.29729
are,1987,48946200962.086
are,1988,51360331770.30099
are,1989,56568290134.7888
are,1990,55342186880.538
are,1991,63846217705.7958
are,1992,62897040071.25
are,1993,62407615359.7746
are,1994,57307255966.9967
are,1995,63719648269.48109
are,1996,63449379749.43019
are,1997,62239221336.45518
are,1998,62440234442.5684
are,1999,66883042641.68869
are,2000,87914057289.24718
are,2001,120407129358.93001
are,2002,138259726742.16599
are,2003,136402161639.75198
are,2004,151788663049.10596
are,2005,166648354616.82498
are,2006,155488598426.37903
are,2007,160324480686.73499
are,2008,14114149903.7028
are,2009,43368125250.9524
are,2010,78450022137.9167
are,2011,89715388449.1909
are,2012,159005959712.43503
are,2013,243318349052.58398
are,2014,282606593215.08002
are,2015,246404856030.15298
are,2016,258819019614.68106
are,2017,328285207096.53192
are,2018,418098540445.16498
arg,1960,0.0022
arg,1961,0.0006
arg,1962,-0.0029
arg,1963,-0.0009
arg,1964,-0.0007
arg,1965,0.0012
arg,1966,0.0029
arg,1967,0.0147
arg,1968,0.0181
arg,1969,0.01604
arg,1970,0.02801
arg,1971,0.01138
arg,1972,0.01103
arg,1973,0.04525
arg,1974,0.05079
arg,1975,0.0579
arg,1976,1.35329
arg,1977,17.42609
arg,1978,61.94606
arg,1979,170.97187
arg,1980,155.01052
arg,1981,-340.77146
arg,1982,-1519.63643
arg,1983,-12526.96644
arg,1984,-73207.1469
arg,1985,-502490.45
arg,1986,-966001.65
arg,1987,-4524042.5
arg,1988,-15532047.8
arg,1990,-4413000000
arg,1991,-6145000000
arg,1992,2537000000
arg,1993,7877000000
arg,1994,5951066493.157
arg,1995,2037238350.24166
arg,1996,7185335087.7414
arg,1997,13193439128.424
arg,1998,15813378415.0359
arg,1999,14583698967.7637
arg,2000,15195104836.7949
arg,2001,-8178428654.2627
arg,2002,-45077838378.52189
arg,2003,-23869597395.7841
arg,2004,1939015404.1734
arg,2005,46907305928.21981
arg,2006,90288304604.45181
arg,2007,140216187484.85199
arg,2008,157160009999.41599
arg,2009,168715099164.168
arg,2010,194799554663.01105
arg,2011,181074541484.85101
arg,2012,199567504827.20398
arg,2013,177026669554.47498
arg,2014,241758345230.25308
arg,2015,292148557554.87897
arg,2016,602116558145.9209
arg,2017,964790171523.01501
arm,1992,218135805.32
arm,1993,883994304.195
arm,1994,7010180536.57844
arm,1995,15438495735.3627
arm,1996,6453110150.87975
arm,1997,30937701270.46189
arm,1998,42029938635.65829
arm,1999,45730865062.02391
arm,2000,70912133285.6001
arm,2001,85070921505.4902
arm,2002,156999692153.25302
arm,2003,205182557585.94803
arm,2004,225108366941.40897
arm,2005,278532762066.85095
arm,2006,336812720343.42999
arm,2007,374389953080.88599
arm,2008,201255208388.96893
arm,2009,369266662174.34802
arm,2010,192708161515.95004
arm,2011,27995101459.2089
arm,2012,-141027235118.84497
arm,2013,-92960408626.20901
arm,2014,-409092633718.92493
arm,2015,-134128278142.50801
arm,2016,79330492238.12718
arm,2017,154243286739.24097
arm,2018,-10844468389.7739
atg,1975,13204000
atg,1976,-13328000
atg,1977,-8342000
atg,1978,-11740000
atg,1979,-1048000
atg,1980,-6361000
atg,1981,-5835000
atg,1982,-17052000
atg,1983,-12573000
atg,1984,10428000
atg,1985,6260000
atg,1986,9892000.03052
atg,1987,13451999.93896
atg,1988,25706000
atg,1989,-909000
atg,1990,1663000
atg,1991,84315000
atg,1992,97146000
atg,1993,109371543.06
atg,1994,168716296.60291
atg,1995,242905033.20421
atg,1996,111936520.95673
atg,1997,16661731.3045
atg,1998,44906505.19706
atg,1999,271946618.71665
atg,2000,146610042.26688
atg,2001,320038305.68873
atg,2002,328865522.02012
atg,2003,670940923.24679
atg,2004,644938048.32472
atg,2005,714079034.6761
atg,2006,930247142.32074
atg,2007,887075222.15172
atg,2008,556221606.6535
atg,2009,385603868.00607
atg,2010,284196584.39658
atg,2011,190545463.01924
atg,2012,233874896.60375
atg,2013,244467192.32949
atg,2014,633609857.49475
atg,2015,1336051700.28765
atg,2016,1334081335.12642
atg,2017,1506041450.08191
atg,2018,1746765361.58713
aus,1960,828000000
aus,1961,1049544657.59243
aus,1962,1210000000
aus,1963,1618000000
aus,1964,1731000000
aus,1965,1341000000
aus,1966,1408000000
aus,1967,1285000000
aus,1968,1365000000
aus,1969,1330000000
aus,1970,1555000012.084
aus,1971,2657464308.03516
aus,1972,4575820876.86359
aus,1973,3692170064.30408
aus,1974,2909441479.65044
aus,1975,2696244078.27338
aus,1976,2125773331.14413
aus,1977,2346914302.96672
aus,1978,2709271686.19893
aus,1979,3265739207.25939
aus,1980,5146205321.15206
aus,1981,3481111038.2077
aus,1982,8559855686.05637
aus,1983,12325047370.6042
aus,1984,11008031767.4559
aus,1985,9539764704.36093
aus,1986,6584902279.78339
aus,1987,7282528559.44637
aus,1988,10337173661.017
aus,1989,1724191004.91991
aus,1990,-5835259772.31261
aus,1991,-13285010445.1774
aus,1992,-20627007258.394
aus,1993,-25080219750.868
aus,1994,-16062920103.8849
aus,1995,-24471517443.2512
aus,1996,-30193115589.3141
aus,1997,-35254317931.2617
aus,1998,-55427061687.06891
aus,1999,-51776366693.2101
aus,2000,-72094290436.67958
aus,2001,-90804016402.4482
aus,2002,-84302761730.12659
aus,2003,-106072597724.44604
aus,2004,-137966557537.06802
aus,2005,-177536423917.53195
aus,2006,-228616338195.052
aus,2007,-323617830500.39996
aus,2008,-331552896721.03308
aus,2009,-379310552776.66998
aus,2010,-337297061166.14508
aus,2011,-317099729469.48303
aus,2012,-331361832557.39398
aus,2013,-334137730111.073
aus,2014,-332855979704.02002
aus,2015,-325531816610.08997
aus,2016,-316301859352.84491
aus,2017,-322215779699.88611
aus,2018,-359685569347.18298
aut,2001,61404661356.01
aut,2002,77885428977.9037
aut,2003,88259612302.90302
aut,2004,97625152653.57903
aut,2005,106413359293.49602
aut,2006,123442186320.14101
aut,2007,169296543476.48001
aut,2008,188770491862.896
aut,2009,189329072906.55801
aut,2010,179603367894.22501
aut,2011,160066128482.569
aut,2012,149101390436.767
aut,2013,144461030645.24698
aut,2014,155735703895.11298
aut,2015,144157061618.28302
aut,2016,123686586723.41502
aut,2017,105765188649.51199
aut,2018,110933472706.52
aze,1992,-731242.6
aze,1993,2277819.8
aze,1994,79745530.4
aze,1995,136373995
aze,1996,97966269.6
aze,1997,234959023.4
aze,1998,119710478.96689
aze,1999,294853568.62808
aze,2000,561277478.79935
aze,2001,657607870.01413
aze,2002,525543313.98336
aze,2003,638439964.62396
aze,2004,951042579.61145
aze,2005,1028123988.73513
aze,2006,1943923515.07556
aze,2007,2856634180.22977
aze,2008,4032132719.907
aze,2009,3132139212.63939
aze,2010,3613796539.4498
aze,2011,7248633761.42552
aze,2012,7890650249.21125
aze,2013,9968211134.53556
aze,2014,10043129246.5142
aze,2015,10705102925.2283
aze,2016,7858780014.1243
aze,2017,15299077494.556
aze,2018,15243057579.7314
bdi,1964,575000000
bdi,1965,801000000
bdi,1966,531000000
bdi,1967,346975000
bdi,1968,-85724999.78388
bdi,1969,-52949999.49425
bdi,1970,556525000.48038
bdi,1971,961451324.05887
bdi,1972,1291048525.90613
bdi,1973,1526150249.06079
bdi,1974,1024646522.21965
bdi,1975,1991666528.83935
bdi,1976,3728907753.8362
bdi,1977,7488990723
bdi,1978,5333789604.0324
bdi,1979,4112613603.2006
bdi,1980,3072820413.4868
bdi,1981,614202721.368
bdi,1982,-2402061554.5204
bdi,1983,-2094540822.42724
bdi,1984,-1724963907.565
bdi,1985,-144080802.6171
bdi,1986,3520871873.7315
bdi,1987,3639244893.84
bdi,1988,4665874143.92
bdi,1989,10941324524.296
bdi,1990,9980933147.29
bdi,1991,16641810805.78
bdi,1992,23879701575
bdi,1993,27713868250.136
bdi,1994,38310297440.5098
bdi,1995,46311370173.5487
bdi,1996,38358590748.89721
bdi,1997,36728069987.2536
bdi,1998,22244486975.0205
bdi,1999,24901669355.59389
bdi,2000,21198491597.2831
bdi,2001,6292519964.05766
bdi,2002,16795722002.6784
bdi,2003,45112640990.252
bdi,2004,37423076362.5041
bdi,2005,73873913042.306
bdi,2006,80800202959.0354
bdi,2007,130567941054.97699
bdi,2008,256060820980.34598
bdi,2009,264042774510.776
bdi,2010,254048301514.10599
bdi,2011,205011063331.56998
bdi,2012,197171553775.68695
bdi,2013,230520393677.28101
bdi,2014,180494746007.858
bdi,2015,-68762300014.62169
bdi,2016,-170769655279.01599
bdi,2017,-150523812463.452
bdi,2018,-201003111305.439
bel,2001,44401635285.717
bel,2002,66723548003.219
bel,2003,80108123314.293
bel,2004,89513460637.91893
bel,2005,82914965761.80402
bel,2006,79143921311.12999
bel,2007,102821926031.49501
bel,2008,103907667385.21201
bel,2009,110247905774.52499
bel,2010,110536013940.85298
bel,2011,107504286043.041
bel,2012,106183296860.61699
bel,2013,127883941534.914
bel,2014,136742083480.45699
bel,2015,139361039600.15298
bel,2016,132796380548.89297
bel,2017,110235201828.81401
bel,2018,119561773818.11798
ben,1962,2390000000
ben,1963,2190000000
ben,1964,2060000000
ben,1965,2320000000
ben,1966,2580000000
ben,1967,1860000000
ben,1968,2380000000
ben,1969,1630000000
ben,1970,4008552800
ben,1971,6150097700
ben,1972,6057551414.98686
ben,1973,4455579884.57459
ben,1974,7042573342.91944
ben,1975,5479951997.27382
ben,1976,6329760525.0625
ben,1977,6286589060.39063
ben,1978,867671721.6875
ben,1979,-19275502488.2143
ben,1980,-25423272426.9534
ben,1981,-16001125407.9737
ben,1982,-40159828516.92109
ben,1983,-66474571384.13409
ben,1984,-42572826472.4812
ben,1985,-46858213529.0527
ben,1986,-39603881969.09049
ben,1987,-60194868153.1965
ben,1988,-59421794904.8791
ben,1989,-27334209891.6184
ben,1990,168215026.54819
ben,1991,37183091062.0653
ben,1992,61823418306.30379
ben,1993,65736992392.2908
ben,1994,152586428424.75101
ben,1995,139107886349.58899
ben,1996,165617377365.44302
ben,1997,207129909078.13892
ben,1998,198270281429.66095
ben,1999,289538100725.802
ben,2000,346159039562.98688
ben,2001,484240413767.59204
ben,2002,431888577201.53601
ben,2003,419310459493.03497
ben,2004,359934590225.84503
ben,2005,392598791185.94403
ben,2006,543904701890.63788
ben,2007,695852498461.78491
ben,2008,732363403390.95483
ben,2009,693946196068.172
ben,2010,790317682975.90271
ben,2011,790545019304.02417
ben,2012,878108724265.23279
ben,2013,1016481447796.71997
ben,2014,1190033590253.94971
ben,2015,1272234846746.84985
ben,2016,1106271109986
ben,2017,994877592515.88208
ben,2018,1185421430846.77979
bfa,1962,3630000000
bfa,1963,3180000000
bfa,1964,2810000000
bfa,1965,2963000000
bfa,1966,3806000000
bfa,1967,4191000000
bfa,1968,5449000000
bfa,1969,6625000000
bfa,1970,9633551959.9966
bfa,1971,9914719559.876
bfa,1972,10394345259.846
bfa,1973,14053792819.7902
bfa,1974,16134821584.8007
bfa,1975,14731660657.0175
bfa,1976,11358388089.4324
bfa,1977,4601355099.64617
bfa,1978,-3778271992.04076
bfa,1979,-2548663420.84034
bfa,1980,-2432366871.01309
bfa,1981,-2492006365.83631
bfa,1982,-6434447453.53283
bfa,1983,4812617704.8754
bfa,1984,21898371950.3463
bfa,1985,23229084372.1377
bfa,1986,44775438491.9976
bfa,1987,63209911580.13329
bfa,1988,75753360714.78391
bfa,1989,62929457724.4741
bfa,1990,62487810647.3554
bfa,1991,72199195164.82918
bfa,1992,86022213758.72382
bfa,1993,102641931839.14198
bfa,1994,156826211076.07898
bfa,1995,229121100976.02301
bfa,1996,213027086256.98999
bfa,1997,195939064955.57599
bfa,1998,175934163857.66501
bfa,1999,161162428254.83899
bfa,2000,138526407144.46899
bfa,2001,230551381810.01102
bfa,2002,248716819697.80606
bfa,2003,414783251959.94611
bfa,2004,287955200360.62006
bfa,2005,181655814183.70999
bfa,2006,247643569650.36606
bfa,2007,411416536201.23596
bfa,2008,396248596909.46893
bfa,2009,576852915422.42004
bfa,2010,675843765965.85693
bfa,2011,717355059383.01794
bfa,2012,773934542909.93005
bfa,2013,559062646152.39429
bfa,2014,452668105438.59497
bfa,2015,737107430638.12292
bfa,2016,1050690352373.08008
bfa,2017,1334395985194.19019
bfa,2018,1441940250810.74976
bgd,1974,594568327.84198
bgd,1975,885804908.11913
bgd,1976,1283386178.93743
bgd,1977,-578844311.14556
bgd,1978,-454513714.24898
bgd,1979,-867636042.02807
bgd,1980,-4572015653.78452
bgd,1981,-10724001924.3244
bgd,1982,-10824885828.7802
bgd,1983,980893600.64512
bgd,1984,-54697267
bgd,1985,-2765695215.39256
bgd,1986,-2055634074.32
bgd,1987,3019264748.448
bgd,1988,9838460808.3485
bgd,1989,230661014.144
bgd,1990,10300850462.7726
bgd,1991,28794608197.722
bgd,1992,50926772500
bgd,1993,76101736766.158
bgd,1994,114609264582.758
bgd,1995,81489029672.5968
bgd,1996,66988762173.6322
bgd,1997,64459992931.226
bgd,1998,77252944604.44359
bgd,1999,82344411823.1127
bgd,2000,96066967735.4803
bgd,2001,57534284733.5563
bgd,2002,83501192931.9342
bgd,2003,133383148539.08197
bgd,2004,164731703859.99402
bgd,2005,148143985720.13501
bgd,2006,211924377216.46597
bgd,2007,293040994531.15802
bgd,2008,300461388863.3479
bgd,2009,562843788003.62097
bgd,2010,642203218356.1001
bgd,2011,601693276458.45605
bgd,2012,927002761359.63013
bgd,2013,1272572053873.46997
bgd,2014,1511903727777.74023
bgd,2015,1913166549681.13965
bgd,2016,2197619165900.48926
bgd,2017,2251958194102.37988
bgd,2018,2181187474476.61011
bgr,1991,-206666579.44973
bgr,1992,-242025783.525
bgr,1993,-340056171.44347
bgr,1994,-106095748.31829
bgr,1995,91067771.11249
bgr,1996,274664087.97729
bgr,1997,5226532922.38647
bgr,1998,5621882669.08257
bgr,1999,6489878469.80264
bgr,2000,8135742002.30155
bgr,2001,9393954326.40823
bgr,2002,9726704885.35109
bgr,2003,9874252659.83634
bgr,2004,9320698326.46127
bgr,2005,13261909407.8103
bgr,2006,18276741484.137
bgr,2007,19288526115.5194
bgr,2008,13620841413.9898
bgr,2009,14624677547.6022
bgr,2010,17069031612.9754
bgr,2011,21086216244.6775
bgr,2012,25440498597.90349
bgr,2013,28626293662.2815
bgr,2014,35213711491.94379
bgr,2015,40913479806.7216
bgr,2016,49993983465.31711
bgr,2017,51975962389.2449
bgr,2018,56314030730.9914
bhr,1965,17056000
bhr,1966,23429000
bhr,1967,27405000
bhr,1968,35097000
bhr,1969,34540000
bhr,1970,39678000
bhr,1971,49539000
bhr,1972,53229474.9975
bhr,1973,42432474.9975
bhr,1974,93985163.26418
bhr,1975,141072690.79057
bhr,1976,161984862.19483
bhr,1977,166652061.68241
bhr,1978,209625428.1042
bhr,1979,232609259.98004
bhr,1980,443285047.78794
bhr,1981,800415770.03893
bhr,1982,811467146.55893
bhr,1983,857571121.1398
bhr,1984,864200920.44332
bhr,1985,1096049712.65648
bhr,1986,1130791916.792
bhr,1987,1014781105.88058
bhr,1988,1194138225.82343
bhr,1989,1345284187.0958
bhr,1990,1119419418.25838
bhr,1991,1024709891.41224
bhr,1992,916235813.65619
bhr,1993,917537476.01304
bhr,1994,893387843.73901
bhr,1995,1025353824.57742
bhr,1996,1044234328.10218
bhr,1997,992799507.71121
bhr,1998,1123629201.55545
bhr,1999,930899927.10897
bhr,2000,1245938297.43427
bhr,2001,1326210304.62258
bhr,2002,1346206250.42289
bhr,2003,1334827484.45613
bhr,2004,1249997022.04632
bhr,2005,1531606688.68899
bhr,2006,2270201433.02323
bhr,2007,3680944809.59544
bhr,2008,2732097934.05554
bhr,2009,2131886955.0319
bhr,2010,2062022631.36291
bhr,2011,1641366538.88597
bhr,2012,1705692872.25376
bhr,2013,1586384622.51278
bhr,2014,2331398493.81437
bhr,2015,1336499345.42978
bhs,1969,25700000
bhs,1970,-177700000
bhs,1971,-133100000
bhs,1972,69200000
bhs,1973,-71700000
bhs,1974,-89278250.005
bhs,1975,267753299.995
bhs,1976,352209149.995
bhs,1977,240073550
bhs,1978,145118531.49515
bhs,1979,399504624.29529
bhs,1980,279519935.19528
bhs,1981,491898260.39751
bhs,1982,205693748.69783
bhs,1983,277763570.99822
bhs,1984,343813481.4
bhs,1985,-92001580.001
bhs,1986,-384714839.4
bhs,1987,-938807631.8
bhs,1988,-859430388
bhs,1989,-1159105532
bhs,1990,-1736288413.6
bhs,1991,-1856819768.5
bhs,1992,-1503033750
bhs,1993,-122168142.36
bhs,1994,-246714268.68225
bhs,1995,-242607385.5845
bhs,1996,-264018907.84008
bhs,1997,-148216499.56275
bhs,1998,-400485946.47221
bhs,1999,-55951078.55863
bhs,2000,-368784172.40597
bhs,2001,-167803502.83034
bhs,2002,-106422080.31552
bhs,2003,-144902916.26501
bhs,2004,111764667.82292
bhs,2005,68735531.4287
bhs,2006,-166958696.7224
bhs,2007,-123583050.496
bhs,2008,-328147871.69528
bhs,2009,-40817809.70256
bhs,2010,-2813467267.24567
bhs,2011,-1938430017.55609
bhs,2012,1257522026.11975
bhs,2013,-31074806.93
bhs,2014,223956283.59992
bhs,2015,558164617.01234
bhs,2016,402466437.9237
bhs,2017,990886696.91994
bhs,2018,1146622125.39998
bih,1997,-1984906801.61464
bih,1998,-1911037881.37191
bih,1999,-1273357387.61279
bih,2000,-1050991627.66824
bih,2001,2569266470.25876
bih,2002,2121236768.48747
bih,2003,1928415994.11429
bih,2004,2749250811.66535
bih,2005,2781341222.91485
bih,2006,4140407042.76882
bih,2007,5467081360.95909
bih,2008,3429762866.48328
bih,2009,4043803018.35683
bih,2010,4904288359.7987
bih,2011,5398944823.05698
bih,2012,5485309380.15597
bih,2013,6403344369.15507
bih,2014,7519208586.32193
bih,2015,8493923426.779
bih,2016,9724796795.59459
bih,2017,10783732284.0458
bih,2018,12466131359.9663
blr,1994,263951.4662
blr,1995,315994.30646
blr,1996,382268.81356
blr,1997,901227.13625
blr,1998,4300829.86321
blr,1999,8737642.56556
blr,2000,43248984.38297
blr,2001,60823482.8509
blr,2002,90270292.70308
blr,2003,116190010.90596
blr,2004,150340362.71373
blr,2005,264429310
blr,2006,142347570
blr,2007,638753220
blr,2008,309890990
blr,2009,800190030
blr,2010,-208877350
blr,2011,3479315610
blr,2012,3059360640
blr,2013,-1324248980
blr,2014,-3938335930
blr,2015,-4158237000.00001
blr,2016,-871945290
blr,2017,6293186065.1
blr,2018,7958868453.2
blz,1976,4243000
blz,1977,12491000
blz,1978,26287000
blz,1979,15139000
blz,1980,16304000
blz,1981,10290000
blz,1982,-12540789.60264
blz,1983,-17335751.99664
blz,1984,-33411613.8
blz,1985,-15818857.58472
blz,1986,19089656.8
blz,1987,42126840.8
blz,1988,79487196
blz,1989,117511724.8
blz,1990,160038418.4
blz,1991,98420111.4
blz,1992,65695000
blz,1993,12592784
blz,1994,1324696.2395
blz,1995,37561866.48524
blz,1996,106211687.0328
blz,1997,95504761.823
blz,1998,59473138.81236
blz,1999,145603772.5499
blz,2000,267594625.1523
blz,2001,310472305.58488
blz,2002,299256489.29373
blz,2003,253860413.21921
blz,2004,191747316.02242
blz,2005,251398120.51568
blz,2006,274209203.46061
blz,2007,361758113.74422
blz,2008,488456172.91165
blz,2009,513451867.88988
blz,2010,570524651.5679
blz,2011,678097812.04352
blz,2012,840837991.09136
blz,2013,1028164943.33
blz,2014,1191627962.2321
blz,2015,1043923394.88094
blz,2016,900711743.83134
blz,2017,774264556.44255
blz,2018,759112168.43874
bol,1960,-143.2
bol,1961,-113.1
bol,1962,-156.5
bol,1963,-81
bol,1964,86.6
bol,1965,219.55
bol,1966,276.0344
bol,1967,164.6532
bol,1968,128.0308
bol,1969,123.7096
bol,1970,130.5836
bol,1971,31.14169
bol,1972,478.6326
bol,1973,-151.49314
bol,1974,1833.35081
bol,1975,886.3448
bol,1976,1846.87915
bol,1977,1599.26814
bol,1978,-1617.47214
bol,1979,-6544.72
bol,1980,-8841.54
bol,1981,-15135.30656
bol,1982,-137554.7379
bol,1983,-459220.95825
bol,1984,-6147781.7044
bol,1985,-549800000
bol,1986,-408651137
bol,1987,-234571380.354
bol,1988,-310181789.305
bol,1989,-670162887.864
bol,1990,-433822808.68
bol,1991,-298795561.47975
bol,1992,-549133039.375
bol,1993,-480195547.794
bol,1994,-856698701.55997
bol,1995,-605689465.44173
bol,1996,1272790368.11155
bol,1997,1310063428.02162
bol,1998,2463493761.86262
bol,1999,4267114295.8578
bol,2000,6831169751.23101
bol,2001,10461214258.531
bol,2002,9811743457.83795
bol,2003,11828462638.3229
bol,2004,12973393176.9966
bol,2005,19273646645.0975
bol,2006,32422935682.6862
bol,2007,46223554725.5188
bol,2008,59371840506.5435
bol,2009,67556253697.56261
bol,2010,75924768298.6702
bol,2011,89544307956.1371
bol,2012,105256968567.37801
bol,2013,110362441458.36699
bol,2014,118954982983.33398
bol,2015,106225027132.12701
bol,2016,85424139972.12108
bol,2017,85972626465.53032
bol,2018,74676808344.49931
bra,1960,-0.00003
bra,1961,-0.00002
bra,1962,-0.00016
bra,1963,-0.00024
bra,1964,-0.00065
bra,1965,-0.00064
bra,1966,-0.00055
bra,1967,-0.00088
bra,1968,-0.00212
bra,1969,-0.00217
bra,1970,-0.002
bra,1971,0.00109
bra,1972,0.00364
bra,1973,0.00764
bra,1974,0.004
bra,1975,-0.00073
bra,1976,-0.00036
bra,1977,-0.00582
bra,1978,-0.00294
bra,1979,-0.0751
bra,1980,-0.25865
bra,1981,-0.78227
bra,1982,-2.29217
bra,1983,-10.99864
bra,1984,-32.07161
bra,1985,-98.94058
bra,1986,-231.49767
bra,1987,-1463.45712
bra,1988,-13919.01295
bra,1989,-193006.84076
bra,1990,-1755646.72663
bra,1991,-22082650.23063
bra,1992,-157917722.13643
bra,1993,-3904066674.66238
bra,1994,15314955968.4857
bra,1995,24677215110.6684
bra,1996,30956241252.4613
bra,1997,14397994539.8776
bra,1998,-12606404527.3869
bra,1999,-12735805496.6729
bra,2000,3713963772.33929
bra,2001,-11271105720.8064
bra,2002,-55125814181.1743
bra,2003,-11465762721.0426
bra,2004,7414065802.53073
bra,2005,78694469445.88329
bra,2006,132220695272.92601
bra,2007,235267911606.93497
bra,2008,343073617964.58899
bra,2009,349590928939.66602
bra,2010,376382781801.41498
bra,2011,486299970617.53998
bra,2012,551275377529.82898
bra,2013,667191933346.01904
bra,2014,730653199697.73901
bra,2015,1089322641958.1698
bra,2016,968152318851.22485
bra,2017,971238677177.69702
bra,2018,1171326158292.90015
brb,1966,26200000
brb,1967,33200000
brb,1968,51500000
brb,1969,6400000
brb,1970,16400000
brb,1971,7700000
brb,1972,14810000
brb,1973,-19461062.47966
brb,1974,-5458293.96292
brb,1975,26564984.0841
brb,1976,-15838427.29696
brb,1977,-33606004.57311
brb,1978,14391089.4306
brb,1979,41524350.12247
brb,1980,68766150.47906
brb,1981,-23022706.8094
brb,1982,-26237675.14215
brb,1983,-44156113.24026
brb,1984,-32009664.76534
brb,1985,18672776.24148
brb,1986,28512541.2
brb,1987,57162304
brb,1988,74196946
brb,1989,-6794868.8
brb,1990,-38631409.2
brb,1991,-116039570
brb,1992,-82605000
brb,1993,-39527866.8
brb,1994,99319971.2908
brb,1995,153272512.9351
brb,1996,367039988.67848
brb,1997,285483165.578
brb,1998,163580493.40434
brb,1999,216048881.38094
brb,2000,530486979.09342
brb,2001,1545178625.0164
brb,2002,1763039343.67808
brb,2003,2031267918.27876
brb,2004,1708407941.97732
brb,2005,1906260821.5248
brb,2006,1821632250.964
brb,2007,3088500678.74
brb,2008,1933473725.28412
brb,2009,1790862206.40448
brn,1999,3980206190.94638
brn,2000,6194184891.34645
brn,2001,5462478705.25784
brn,2002,5112082758.90512
brn,2003,6124576857.01217
brn,2004,7889865399.23953
brn,2005,8623391070.7124
brn,2006,7630199400.8446
brn,2007,8141904161.78505
brn,2008,10547552176.6025
brn,2009,8577447643.09493
brn,2010,10932205180.2609
brn,2011,15592984976.4067
brn,2012,14859704176.7705
brn,2013,14047522490.3221
brn,2014,13070612388.2788
brn,2015,11211932397.062
brn,2016,13404828825.7197
brn,2017,13250407925.5077
brn,2018,13599631474.7828
btn,1983,345700000
btn,1984,490200000
btn,1985,595400000
btn,1986,700100000
btn,1987,1076900000
btn,1988,1384400000
btn,1989,1446200000
