geo,time,bm_gsr_fcty_cd
arm,2009,517019598.23178
arm,2010,590807847.83371
arm,2011,705472902.79434
arm,2012,692184077.89357
arm,2013,576601982.96949
arm,2014,671777609.55479
arm,2015,443046658.86836
arm,2016,626768595.02232
arm,2017,600444587.43414
atg,1977,500000
atg,1978,500000
atg,1979,2600000
atg,1980,4000000
atg,1981,5200000
atg,1982,10300000
atg,1983,6000000
atg,1984,5500000
atg,1985,5100000
atg,1986,37470370.37037
atg,1987,41374074.07407
atg,1988,33059259.25926
atg,1989,46685185.18519
atg,1990,47814814.81481
atg,1991,34859259.25926
atg,1992,33366666.66667
atg,1993,26048148.14815
atg,1994,30814814.81481
atg,1995,32066666.66667
atg,1996,32011111.11111
atg,1997,25862962.96296
atg,1998,33922222.22222
atg,1999,35139629.62963
atg,2000,60040370.37037
atg,2001,43470370.37037
atg,2002,49535185.18519
atg,2003,47306707.40741
atg,2004,56622724.81481
atg,2005,59998931.85185
atg,2006,73450714.44444
atg,2007,78456259.62963
atg,2008,77191203.33333
atg,2009,63926060.74074
atg,2010,42625434.44444
atg,2011,49696980.74074
atg,2012,61600101.85185
atg,2013,60769495.55556
atg,2014,75176541.78675
atg,2015,91546865.83487
atg,2016,128337492.3948
atg,2017,88540973.87022
aus,1989,15268167324.9687
aus,1990,17068021037.2462
aus,1991,15792232315.5379
aus,1992,13804472118.9955
aus,1993,12476352807.8736
aus,1994,16323790423.2158
aus,1995,19683938575.8658
aus,1996,21666410694.4005
aus,1997,21948618405.5151
aus,1998,18505735474.33969
aus,1999,20311338966.7117
aus,2000,21170186957.6623
aus,2001,19530580258.4835
aus,2002,21484354875.1649
aus,2003,27304897250.1608
aus,2004,38696830817.11009
aus,2005,47925908994.2815
aus,2006,58847109139.59489
aus,2007,79125039589.7094
aus,2008,82705750040.11031
aus,2009,69099087739.1512
aus,2010,89343171565.98752
aus,2011,102753455652.539
aus,2012,88414911048.7883
aus,2013,84768698736.4543
aus,2014,79434571094.5377
aus,2015,67949987852.0621
aus,2016,69631807144.1644
aus,2017,84328443678.20911
aut,2005,27957035691.0716
aut,2006,34359467319.6033
aut,2007,47157630123.34669
aut,2008,44177765349.12599
aut,2009,37264962845.71849
aut,2010,36563210916.7443
aut,2011,47906255205.2474
aut,2012,42578816962.2249
aut,2013,26491392239.8079
aut,2014,29993780331.4293
aut,2015,21328350928.4432
aut,2016,31383916577.3825
aut,2017,32599871898.2659
aze,1995,15966000
aze,1996,27182000
aze,1997,32265000
aze,1998,51573000
aze,1999,56010000
aze,2000,391365000
aze,2001,408656000
aze,2002,421822000
aze,2003,494657000
aze,2004,765928000
aze,2005,1847444000
aze,2006,2960592000
aze,2007,5407170000
aze,2008,5861154000
aze,2009,4070582000
aze,2010,4142615000
aze,2011,5878555000
aze,2012,5418421000
aze,2013,5156957000
aze,2014,4255554000
aze,2015,3286043000
aze,2016,3392980000
aze,2017,3044555000
bdi,1985,19877248.25649
bdi,1986,22694012.56743
bdi,1987,31295565.18021
bdi,1988,25820007.83504
bdi,1989,26489495.79832
bdi,1990,23035767.72511
bdi,1991,20698289.51253
bdi,1992,27556056.25148
bdi,1993,22184693.96161
bdi,1994,19464700.93504
bdi,1995,22914226.8
bdi,1996,20353651.01735
bdi,1997,16849683.43578
bdi,1998,11866917.04555
bdi,1999,11323854.94067
bdi,2000,14451485.18515
bdi,2001,15664536.3821
bdi,2002,12481235.99359
bdi,2003,18511943.24879
bdi,2004,20481969.29785
bdi,2005,20937294.8116
bdi,2006,13437660.16253
bdi,2007,14556374.26091
bdi,2008,15182288.24405
bdi,2009,18354399.59626
bdi,2010,11996603.69233
bdi,2011,24950809.09913
bdi,2012,17930120.7231
bdi,2013,12175430.26694
bdi,2014,20895505.66156
bdi,2015,17028582.21323
bdi,2016,11823754.80471
bdi,2017,18109545.38751
bel,2002,31896712619.5466
bel,2003,33731090523.6487
bel,2004,43268959396.6048
bel,2005,53604163318.6469
bel,2006,69325479037.60629
bel,2007,93074801007.34697
bel,2008,98341383987.99409
bel,2009,78112942430.86829
bel,2010,61953055922.2154
bel,2011,63291027568.2585
bel,2012,60683809857.69081
bel,2013,62423301752.43869
bel,2014,64218593524.24289
bel,2015,54002530913.7075
bel,2016,54963477861.54681
bel,2017,51900380464.3003
ben,1974,1786421.52734
ben,1975,4764062.25838
ben,1976,3155465.32897
ben,1977,3614462.44258
ben,1978,3673735.74584
ben,1979,4780895.72656
ben,1980,6945266.03831
ben,1981,10015283.05381
ben,1982,29619034.69596
ben,1983,51844032.61466
ben,1984,55444857.34371
ben,1985,34723538.98448
ben,1986,28876204.23839
ben,1987,31960705.82468
ben,1988,37029934.38644
ben,1989,36103762.87541
ben,1990,37720632.46651
ben,1991,39470497.36221
ben,1992,27112286.74122
ben,1993,32797765.9209
ben,1994,21677230.20748
ben,1995,31060901.31809
ben,1996,57495572.80831
ben,1997,45392136.80714
ben,1998,44471431.617
ben,1999,39069407.03795
ben,2000,35735741.36349
ben,2001,35808487.20338
ben,2002,46623457.65913
ben,2003,60851653.30497
ben,2004,59863542.24647
ben,2005,43164692.14124
ben,2006,54045772.67876
ben,2007,86079406.08208
ben,2008,56211935.18258
ben,2009,76088613.12462
ben,2010,102879798.13445
ben,2011,119035756.80174
ben,2012,158945909.6168
ben,2013,223276377.70013
ben,2014,217762143.67329
ben,2015,162273700.09228
ben,2016,148305646.34039
ben,2017,150257187.56088
bfa,2005,58577945.26441
bfa,2006,60880860.84415
bfa,2007,65719138.36789
bfa,2008,88958312.80523
bfa,2009,92901892.44984
bfa,2010,98149112.27997
bfa,2011,106519621.77185
bfa,2012,180674039.66106
bfa,2013,310288920.69592
bfa,2014,517557162.29299
bfa,2015,496593532.11878
bfa,2016,566776339.28578
bfa,2017,589538331.72254
bgd,1976,40136955.24848
bgd,1977,58707065.65338
bgd,1978,61497031.55767
bgd,1979,65933098.78431
bgd,1980,69734330.8798
bgd,1981,97318153.70721
bgd,1982,154161378.65761
bgd,1983,117793181.68251
bgd,1984,135753897.76686
bgd,1985,153669802.6806
bgd,1986,167219027.98357
bgd,1987,172510864.98498
bgd,1988,180739659.17437
bgd,1989,196932135.11001
bgd,1990,179759891.92047
bgd,1991,166919902.68766
bgd,1992,165958606.19673
bgd,1993,175802103.02129
bgd,1994,188748662.07364
bgd,1995,201765164.20366
bgd,1996,193062050.38782
bgd,1997,197977399.02892
bgd,1998,206136819.16226
bgd,1999,258469645.73848
bgd,2000,344811443.22733
bgd,2001,361927472.86156
bgd,2002,321992158.6582
bgd,2003,361309937.19579
bgd,2004,473901863.69516
bgd,2005,914244280.35436
bgd,2006,1018116404.54123
bgd,2007,1211993046.75114
bgd,2008,1211246013.6123
bgd,2009,1434573967.96218
bgd,2010,1564065642.36228
bgd,2011,1674581752.12029
bgd,2012,1991528281.45779
bgd,2013,2640037707.72722
bgd,2014,2808427726.7751
bgd,2015,2721872686.66584
bgd,2016,2780513104.77039
bgd,2017,2835304298.52599
bgr,1980,553000000
bgr,1981,443000000
bgr,1982,372000000
bgr,1983,289000000
bgr,1984,233000000
bgr,1985,257000000
bgr,1986,300000000
bgr,1987,429000000
bgr,1988,511000000
bgr,1989,719000000
bgr,1990,878000000
bgr,1991,83700000
bgr,1992,220700000
bgr,1993,284900000
bgr,1994,277100000
bgr,1995,581900000
bgr,1996,577200000
bgr,1997,567400000
bgr,1998,590171239.89336
bgr,1999,450523817.85267
bgr,2000,644249668.75636
bgr,2001,680707651.74791
bgr,2002,580890653.77446
bgr,2003,953892363.58968
bgr,2004,1235922614.99537
bgr,2005,1426008750.30847
bgr,2006,2444781609.82055
bgr,2007,4665410566.76981
bgr,2008,4029371968.98441
bgr,2009,2778043975.03026
bgr,2010,2176960000
bgr,2011,3099560000
bgr,2012,2280790000
bgr,2013,3253660000
bgr,2014,2382560000
bgr,2015,3343370000
bgr,2016,3929910000
bgr,2017,4160530000
bhr,1975,262199747.81846
bhr,1976,309404090.35932
bhr,1977,369518514.77194
bhr,1978,493994977.01399
bhr,1979,687599495.60935
bhr,1980,522280841.95069
bhr,1981,544680852.51245
bhr,1982,501329788.56737
bhr,1983,404521277.6716
bhr,1984,447340426.02764
bhr,1985,692819148.93617
bhr,1986,675000000
bhr,1987,678457446.80851
bhr,1988,694148936.17021
bhr,1989,738031914.89362
bhr,1990,5275265957.44681
bhr,1991,3326329787.23404
bhr,1992,2493085106.38298
bhr,1993,2477659645.85455
bhr,1994,3355053503.79487
bhr,1995,4145816992.43522
bhr,1996,3840308376.10691
bhr,1997,4507103161.84741
bhr,1998,4926022324.92298
bhr,1999,5388853388.30853
bhr,2000,6551525143.06237
bhr,2001,4115939696.76779
bhr,2002,2203805714.95842
bhr,2003,1759556705.2029
bhr,2004,3119072963.57026
bhr,2005,5428112691.74067
bhr,2006,8018583216.54364
bhr,2007,10672285344.2599
bhr,2008,8011678182.31702
bhr,2009,4079959475.52848
bhr,2010,3840570194.42947
bhr,2011,10586170212.766
bhr,2012,3052386243.02633
bhr,2013,3267900841.46933
bhr,2014,3768645260.34949
bhr,2015,3971029561.35229
bhr,2016,4059574468.08511
bhr,2017,4102420212.76596
bhs,1976,80100000
bhs,1977,87600000
bhs,1978,134700000
bhs,1979,144500000
bhs,1980,147500000
bhs,1981,168900000
bhs,1982,155400000
bhs,1983,153800000
bhs,1984,183900000
bhs,1985,201000000
bhs,1986,203100000
bhs,1987,201400000
bhs,1988,182200000
bhs,1989,367700000
bhs,1990,404900000
bhs,1991,376900000
bhs,1992,185900000
bhs,1993,240600000
bhs,1994,198800000
bhs,1995,210800000
bhs,1996,233400000
bhs,1997,258300000
bhs,1998,345400000
bhs,1999,519600000
bhs,2000,457100000
bhs,2001,383400000
bhs,2002,292085236.5
bhs,2003,231550000
bhs,2004,221060000
bhs,2005,279054282.33333
bhs,2006,337390000
bhs,2007,352870000
bhs,2008,198647082.7
bhs,2009,209859000
bhs,2010,273644000
bhs,2011,291440000
bhs,2012,317287000
bhs,2013,377095000
bhs,2014,493249542.36
bhs,2015,446988582.04167
bhs,2016,467056629.93667
bhs,2017,408075592.14383
bih,1998,53887331.71576
bih,1999,65348515.78902
bih,2000,76439488.50837
bih,2001,93066034.91934
bih,2002,97431532.30286
bih,2003,120637934.9583
bih,2004,170107680.76888
bih,2005,212800167.58362
bih,2006,340135408.86237
bih,2007,623213152.21539
bih,2008,534161651.53415
bih,2009,218231697.99694
bih,2010,317140521.79151
bih,2011,515656056.61917
bih,2012,438553446.25638
bih,2013,339427936.11047
bih,2014,503518695.82571
bih,2015,417659462.88187
bih,2016,480440936.23929
bih,2017,633679783.67559
blr,1993,7500000
blr,1994,29300000
blr,1995,52900000
blr,1996,104900000
blr,1997,115800000
blr,1998,119700000
blr,1999,62800000
blr,2000,72400000
blr,2001,75900000
blr,2002,96600000
blr,2003,112100000
blr,2004,158500000
blr,2005,216100000
blr,2006,346300000
blr,2007,662200000
blr,2008,1137500000
blr,2009,1306100000
blr,2010,1599900000
blr,2011,2066400000
blr,2012,2389900000
blr,2013,3543400000
blr,2014,3314700000
blr,2015,3073600000
blr,2016,2864000000
blr,2017,2967500000
blz,1984,14800000
blz,1985,13150000
blz,1986,11600000
blz,1987,13350000
blz,1988,15700000
blz,1989,19100000
blz,1990,20800000
blz,1991,19100000
blz,1992,22800000
blz,1993,23400000
blz,1994,28197000
blz,1995,25069500
blz,1996,32360000
blz,1997,30805000
blz,1998,39300000
blz,1999,44963271.5
blz,2000,59806283.54
blz,2001,75653954.93524
blz,2002,71723694.35249
blz,2003,94963304.30127
blz,2004,121087255.12522
blz,2005,121207187.13536
blz,2006,135382959.53832
blz,2007,165919459.09507
blz,2008,171104568.70345
blz,2009,112735655.96509
blz,2010,162115814.14101
blz,2011,102951837.63895
blz,2012,123363242.11005
blz,2013,124040527.26459
blz,2014,151136030.19131
blz,2015,102741210.93221
blz,2016,115798917.7508
blz,2017,162355530.10672
bmu,2006,322760000
bmu,2007,511215687.61527
bmu,2008,573343897.76132
bmu,2009,371149649.55876
bmu,2010,315480873.06215
bmu,2011,353906070.44503
bmu,2012,256436812.3579
bmu,2013,824548345.26738
bmu,2014,301088849.91524
bmu,2015,258640007.38036
bmu,2016,306751635.20358
bmu,2017,291844614.22258
bol,1976,44300000
bol,1977,72700000
bol,1978,116400000
bol,1979,190700000
bol,1980,278700000
bol,1981,378400000
bol,1982,419100000
bol,1983,402700000
bol,1984,444900000
bol,1985,390400000
bol,1986,326100000
bol,1987,293900000
bol,1988,283000000
bol,1989,283000000
bol,1990,267400000
bol,1991,271600000
bol,1992,215400000
bol,1993,215100000
bol,1994,201200000
bol,1995,234900000
bol,1996,236800000
bol,1997,294700000
bol,1998,289300000
bol,1999,353300000
bol,2000,365004000
bol,2001,332526000
bol,2002,307920000
bol,2003,373690343.65788
bol,2004,460603540.69423
bol,2005,497638010.94486
bol,2006,632690162.60182
bol,2007,859272888.00048
bol,2008,882808419.61008
bol,2009,906440000
bol,2010,970607913.03768
bol,2011,1122528484.61309
bol,2012,1770703615.99351
bol,2013,2078488797.89106
bol,2014,1796939462.83276
bol,2015,1238203074.13684
bol,2016,759118266.72
bol,2017,1304231322.06581
bra,1975,2404000000
bra,1976,2891000000
bra,1977,3806000000
bra,1978,4892000000
bra,1979,6733000000
bra,1980,8424000000
bra,1981,11644000000
bra,1982,14981000000
bra,1983,11726000000
bra,1984,12722000000
bra,1985,12779000000
bra,1986,12089000000
bra,1987,10882000000
bra,1988,12851000000
bra,1989,13856000000
bra,1990,12765000000
bra,1991,10555000000
bra,1992,9115000000
bra,1993,11630000000
bra,1994,11293000000
bra,1995,14562000000
bra,1996,17527000000
bra,1997,21688000000
bra,1998,24531000000
bra,1999,22780000000
bra,2000,21506555000
bra,2001,23022742196.8929
bra,2002,21485798727.2345
bra,2003,21890774759.8047
bra,2004,23719058064.6948
bra,2005,29161701040.597
bra,2006,33927084450.85139
bra,2007,40783869372.7644
bra,2008,53072582765.9323
bra,2009,42510024800.00001
bra,2010,87941291888.81999
bra,2011,92612636520.30002
bra,2012,73183526791.23999
bra,2013,50550003761.84
bra,2014,57218613865.60999
bra,2015,40206244523.86
bra,2016,54357197421.41
bra,2017,63275386214.04
brb,1970,7249999.99638
brb,1971,8051137.78104
brb,1972,9837188.23497
brb,1973,12402891.6274
brb,1974,12322043.20861
brb,1975,16296272.39319
brb,1976,8250000
brb,1977,12000000
brb,1978,12100000
brb,1979,21000000
brb,1980,19600000
brb,1981,28900000
brb,1982,31000000
brb,1983,35950000
brb,1984,44400000
brb,1985,45950000
brb,1986,62200000
brb,1987,65700000
brb,1988,64550000
brb,1989,60150000
brb,1990,75700000
brb,1991,77500000
brb,1992,68050000
brb,1993,83550000
brb,1994,89300000
brb,1995,97700000
brb,1996,108450000
brb,1997,110200000
brb,1998,121800000
brb,1999,140350000
brb,2000,155150000
brb,2001,169100000
brb,2002,176757000
brb,2003,185028000
brb,2004,202148184.74
brb,2005,294891181.135
brb,2006,367444071.5
brb,2007,387996694.3
brb,2008,424505480.725
brb,2009,463549331.25
brb,2010,348111948.19006
brb,2011,538572853.5
brb,2012,502533022.17
brb,2013,391920862.22932
brn,2001,184185308.48548
brn,2002,168814918.77592
brn,2003,201221448.92917
brn,2004,200106811.6337
brn,2005,190126932.47525
brn,2006,182661316.84078
brn,2007,205945771.70957
brn,2008,249100587.64892
brn,2009,264247594.84858
brn,2010,1036511223.45872
brn,2011,1458138980.09102
brn,2012,1423971757.43601
brn,2013,1198741403.67106
brn,2014,1030958335.3759
brn,2015,446977931.24402
brn,2016,242532889.97816
brn,2017,339476412.81184
btn,2006,25162689.80477
btn,2007,26667538.18035
btn,2008,69656688.40952
btn,2009,52740540.41151
btn,2010,88482621.96961
btn,2011,120830334.41132
btn,2012,130868646.47334
btn,2013,183303551.17924
btn,2014,147492707.9601
btn,2015,174414992.05797
btn,2016,196121878.73677
btn,2017,229299725.63369
bwa,1975,-6896479.9102
bwa,1976,51865013.0259
bwa,1977,54396905.06283
bwa,1978,68465279.00925
bwa,1979,69447284.77
bwa,1980,135096014.84139
bwa,1981,49716856.98203
bwa,1982,45063382.55806
bwa,1983,129908509.56188
bwa,1984,190623138.7578
bwa,1985,216339331.1075
bwa,1986,245696955.15163
bwa,1987,415321365.80155
bwa,1988,546815506.50434
bwa,1989,483600601.02661
bwa,1990,522073548.78415
bwa,1991,420220720.99554
bwa,1992,429724253.16096
bwa,1993,260908143.57789
bwa,1994,455106642.57162
bwa,1995,515618123.70891
bwa,1996,754754983.40952
bwa,1997,766868390.08098
bwa,1998,503110594.71637
bwa,1999,695982896.35818
bwa,2000,729414913.78247
bwa,2001,581100679.72138
bwa,2002,980106245.11097
bwa,2003,1098448124.27254
bwa,2004,1241679300.68391
bwa,2005,1319845822.01865
bwa,2006,1302914919.27311
bwa,2007,1262029892.18839
bwa,2008,1223560236.7414
bwa,2009,534782078.12702
bwa,2010,805127377.84346
bwa,2011,361901713.70731
bwa,2012,188572348.42193
bwa,2013,583611428.03692
bwa,2014,576517304.80011
bwa,2015,442199699.0575
bwa,2016,778622289.87703
bwa,2017,768055010.22279
caf,1977,3362101.32609
caf,1978,2534833.34936
caf,1979,8010468.356
caf,1980,1789098.80446
caf,1981,4666143.71804
caf,1982,12235488.12931
caf,1983,13792884.96774
caf,1984,12391613.44073
caf,1985,14030270.76953
caf,1986,15164557.57447
caf,1987,21932897.69918
caf,1988,21165274.17941
caf,1989,21407072.32428
caf,1990,22358751.32748
caf,1991,18950262.58865
caf,1992,22161623.37997
caf,1993,23202218.35668
caf,1994,22694332.55625
can,1960,896535022.88066
can,1961,1188789900.32361
can,1962,1365559065.7859
can,1963,1531370401.53025
can,1964,1535172470.1373
can,1965,2143820995.54195
can,1966,2215972167.63179
can,1967,2513578394.16219
can,1968,2674429976.84635
can,1969,3153120401.19047
can,1970,3539951525.65007
can,1971,4258771932.90214
can,1972,4559281611.4801
can,1973,6477195227.18887
can,1974,8582633443.96094
can,1975,8357274307.62972
can,1976,9204500551.9353
can,1977,10253105640.4345
can,1978,12862184879.6383
can,1979,17054923020.2874
can,1980,18631416617.9282
can,1981,24389452180.2493
can,1982,21780090764.5968
can,1983,21711283356.5418
can,1984,24255428798.97529
can,1985,23675314787.7662
can,1986,23149261731.4054
can,1987,27124045161.1204
can,1988,31962144673.46111
can,1989,35307768589.8632
can,1990,35826635605.2772
can,1991,31702948084.3462
can,1992,30135791714.6985
can,1993,32577585860.25669
can,1994,35527104454.42941
can,1995,42714676628.90969
can,1996,41890414191.0079
can,1997,46136705306.4759
can,1998,43237529876.0343
can,1999,46046864744.272
can,2000,48465178127.2761
can,2001,43574495389.2882
can,2002,40253059523.8697
can,2003,44587159683.44769
can,2004,50683472456.69778
can,2005,63119735016.79071
can,2006,74447629357.64769
can,2007,90008090385.97849
can,2008,89644838836.51598
can,2009,66828034869.2512
can,2010,84522490865.3214
can,2011,94586012100.42921
can,2012,98458392994.90779
can,2013,98669921691.86867
can,2014,100227685303.248
can,2015,85111527001.07399
can,2016,83019655533.59689
can,2017,96015949160.47198
che,1977,2411042115.89535
che,1978,3819857106.50852
che,1979,4808371801.95624
che,1980,6680756896.84099
che,1981,7636534882.78888
che,1982,7432490675.80162
che,1983,6179668676.7995
che,1984,6140827488.69866
che,1985,5952485119.80465
che,1986,8256080048.94206
che,1987,10759180297.6367
che,1988,11191143306.2257
che,1989,15302413007.9313
che,1990,20807995248.9218
che,1991,19641257794.3851
che,1992,18902825663.6298
che,1993,16912099439.4125
che,1994,19886195179.1064
che,1995,20866590601.7281
che,1996,21394648910.60749
che,1997,19760733818.5263
che,1998,28854542691.4938
che,1999,31337763970.6712
che,2000,41907786098.82179
che,2001,40436774440.1092
che,2002,32691968030.5574
che,2003,39098706957.32839
che,2004,47059322404.005
che,2005,69032385910.13631
che,2006,78560670945.84402
che,2007,122832521313.57802
che,2008,124840898875.36002
che,2009,85514430496.70956
che,2010,90774407940.34622
che,2011,100953492603.31201
che,2012,106977308886.33
che,2013,105000332221.368
che,2014,150653037444.32303
che,2015,133894912949.20198
che,2016,146511697736.005
che,2017,165726068703.47803
chl,1975,289000000
chl,1976,337000000
chl,1977,383000000
chl,1978,532000000
chl,1979,802000000
chl,1980,1308000000
chl,1981,2162000000
chl,1982,2514000000
chl,1983,1964000000
chl,1984,2359000000
chl,1985,2256000000
chl,1986,2132300000
chl,1987,1903800000
chl,1988,2116200000
chl,1989,2182400000
chl,1990,2221500000
chl,1991,2504100000
chl,1992,2438400000
chl,1993,2158200000
chl,1994,3055700000
chl,1995,3582000000
chl,1996,3359327655.07
chl,1997,3787011000
chl,1998,3084853133.27701
chl,1999,3145417976.27536
chl,2000,4453216630.48635
chl,2001,3984508920.25863
chl,2002,3960396695.65964
chl,2003,6237043791.35412
chl,2004,10059397899.4904
chl,2005,13148777760.0239
chl,2006,22126276377.2294
chl,2007,25355339856.6388
chl,2008,20573778697.5135
chl,2009,17495920011.5646
chl,2010,22336431987.0815
chl,2011,22345660604.1282
chl,2012,20692043863.822
chl,2013,20415292977.644
chl,2014,18072758468.5448
chl,2015,15064498374.54049
chl,2016,14600958655.6544
chl,2017,19892248600.6613
chn,1982,641000000
chn,1983,295000000
chn,1984,388000000
chn,1985,546000000
chn,1986,924000000
chn,1987,1191000000
chn,1988,1630000000
chn,1989,1665000000
chn,1990,1962000000
chn,1991,2879000000
chn,1992,5347000000
chn,1993,5674000000
chn,1994,6775000000
chn,1995,16965100000
chn,1996,19755000000
chn,1997,16715000000
chn,1998,22228000000
chn,1999,22800000000
chn,2000,27216347000
chn,2001,28563000000
chn,2002,23289494553.2909
chn,2003,26313181247.0728
chn,2004,25689072425.3352
chn,2005,55386636659.72851
chn,2006,59706570664.9701
chn,2007,75431809345.98178
chn,2008,83207215920.1839
chn,2009,116783456826.33002
chn,2010,168323813645.35803
chn,2011,214585155330.26999
chn,2012,186923874725.84698
chn,2013,262415288640.77405
chn,2014,226071076171.01501
chn,2015,264256553588.116
chn,2016,269831365331.23401
chn,2017,291779821462.664
civ,2005,847103291.57364
civ,2006,906444760.16721
civ,2007,1027486189.09364
civ,2008,1138657383.59613
civ,2009,1159019211.46749
civ,2010,1131294701.43037
civ,2011,1195912785.04328
civ,2012,1128184372.06156
civ,2013,1108243594.31738
civ,2014,1144836592.66394
civ,2015,1232576290.54389
civ,2016,1357008436.19635
civ,2017,1831695812.52033
cmr,1977,49251121.12076
cmr,1978,90447462.69314
cmr,1979,108263548.26213
cmr,1980,214549864.567
cmr,1981,213225224.59659
cmr,1982,209064798.48066
cmr,1983,307427030.81633
cmr,1984,363102367.86037
cmr,1985,633971690.61282
cmr,1986,354426530.82201
cmr,1987,418950689.37336
cmr,1988,510931375.05813
cmr,1989,430835185.85764
cmr,1990,566103318.60401
cmr,1991,442669059.49698
cmr,1992,823939386.79464
cmr,1993,669544684.66405
cmr,1994,336362428.95865
cmr,1995,424603162.11015
cmr,1996,632329710.22673
cmr,1997,733826581.08822
cmr,1998,454820565.9637
cmr,1999,806356017.44055
cmr,2000,519306209.03846
cmr,2001,379751810.19163
cmr,2002,419517717.06442
cmr,2003,518188467.58295
cmr,2004,548541231.72922
cmr,2005,665281884.34395
cmr,2006,377469369.51418
cmr,2007,566033386.53138
cmr,2008,394501846.07319
cmr,2009,608501359.79307
cmr,2010,331656815.97443
cmr,2011,465920296.95371
cmr,2012,650482563.30838
cmr,2013,782762470.01842
cmr,2014,844964938.01255
