geo,time,se_xpd_totl_gd_zs
bfa,1994,3.4511
bfa,1996,1.44026
bfa,2005,3.94114
bfa,2006,3.98219
bfa,2007,4.07983
bfa,2010,3.50223
bfa,2011,3.98515
bfa,2012,3.60316
bfa,2013,4.08344
bfa,2014,4.0533
bfa,2015,3.67009
bfa,2017,5.60347
bfa,2018,5.38379
bgd,1979,1.13093
bgd,1980,0.9376
bgd,1981,1.0715
bgd,1982,1.01164
bgd,1983,1.03267
bgd,1984,1.22303
bgd,1985,1.27118
bgd,1986,1.34349
bgd,1987,1.51364
bgd,1990,1.51912
bgd,1991,1.42566
bgd,1992,1.63177
bgd,1993,1.69262
bgd,1997,1.95247
bgd,1999,2.13282
bgd,2000,2.12508
bgd,2001,2.17193
bgd,2002,2.01715
bgd,2003,2.06939
bgd,2004,1.94014
bgd,2006,2.13129
bgd,2007,2.20222
bgd,2008,2.05457
bgd,2009,1.93942
bgd,2011,2.1327
bgd,2012,2.1755
bgd,2013,1.96616
bgd,2016,1.53554
bgd,2019,1.32632
bgr,1980,3.52948
bgr,1990,4.45406
bgr,1991,5.42962
bgr,1992,5.26046
bgr,1993,4.95049
bgr,1994,4.17066
bgr,1995,2.37207
bgr,1996,2.23008
bgr,1998,2.73943
bgr,2001,3.38424
bgr,2002,3.38608
bgr,2003,3.99845
bgr,2004,2.31995
bgr,2005,4.1088
bgr,2006,3.90346
bgr,2007,3.68264
bgr,2008,4.22238
bgr,2009,4.27629
bgr,2010,3.88239
bgr,2011,3.56643
bgr,2012,3.49485
bgr,2013,4.0742
bgr,2017,4.0925
bhr,2006,2.87441
bhr,2007,2.575
bhr,2008,2.49678
bhr,2012,2.64531
bhr,2013,2.47689
bhr,2014,2.46746
bhr,2015,2.66808
bhr,2017,2.32781
bhs,2000,2.23284
blr,1999,6.00001
blr,2000,6.19662
blr,2004,5.71226
blr,2005,5.87103
blr,2006,6.07696
blr,2007,5.1521
blr,2009,4.36894
blr,2010,5.22004
blr,2011,4.68479
blr,2012,4.95964
blr,2013,5.00942
blr,2014,4.81831
blr,2015,4.78752
blr,2016,4.94655
blr,2017,4.79499
blz,1999,5.44344
blz,2000,5.02843
blz,2001,5.79708
blz,2003,5.24905
blz,2004,5.33631
blz,2008,5.77263
blz,2009,6.17812
blz,2010,6.71981
blz,2013,6.42536
blz,2014,6.61473
blz,2015,6.88889
blz,2016,7.28477
blz,2017,7.50989
blz,2018,7.56149
bmu,1973,4.1079
bmu,1975,3.43442
bmu,1985,3.03449
bmu,1990,3.1362
bmu,1991,3.15065
bmu,1992,3.47605
bmu,1998,2.15227
bmu,2003,1.66627
bmu,2004,1.77588
bmu,2005,1.98877
bmu,2009,2.61519
bmu,2010,2.64421
bmu,2014,1.78285
bmu,2015,1.6986
bmu,2017,1.50039
bra,1995,4.56816
bra,1998,4.75666
bra,1999,3.80062
bra,2000,3.94893
bra,2001,3.84468
bra,2002,3.75037
bra,2004,3.97448
bra,2005,4.47908
bra,2006,4.8706
bra,2007,4.97426
bra,2008,5.26884
bra,2009,5.46355
bra,2010,5.6488
bra,2011,5.73741
bra,2012,5.8551
bra,2013,5.83885
bra,2014,5.94848
bra,2015,6.24106
bra,2016,6.31404
bra,2017,6.32255
brb,1976,5.9448
brb,1977,6.51716
brb,1991,6.6387
brb,1999,4.34124
brb,2000,4.71586
brb,2001,6.05537
brb,2002,5.88062
brb,2003,6.2457
brb,2004,6.02428
brb,2005,5.66965
brb,2007,5.22039
brb,2008,4.9226
brb,2009,5.11618
brb,2010,6.0544
brb,2012,5.26274
brb,2013,5.14899
brb,2014,6.1435
brb,2016,4.95139
brb,2017,4.36638
brn,1970,6.23915
brn,1971,4.99502
brn,1972,4.03929
brn,1973,8.79329
brn,1974,3.39271
brn,1975,1.96134
brn,1976,1.97008
brn,1978,2.11424
brn,1979,1.54552
brn,1980,1.19108
brn,1981,1.61678
brn,1982,1.69715
brn,1987,4.73773
brn,1988,5.40903
brn,1989,4.69012
brn,1990,3.95996
brn,1991,3.66894
brn,1992,3.74769
brn,1993,4.29403
brn,1998,5.25395
brn,1999,4.93205
brn,2000,3.70591
brn,2010,2.04661
brn,2011,3.3221
brn,2012,2.88959
brn,2014,3.35319
brn,2016,4.42541
btn,2000,5.51379
btn,2001,5.91573
btn,2004,6.60907
btn,2005,7.28715
btn,2008,4.91159
btn,2009,4.74174
btn,2010,4.12473
btn,2011,4.76523
btn,2013,5.72275
btn,2014,6.0449
btn,2015,7.5901
btn,2016,6.99333
btn,2017,7.22574
btn,2018,6.85084
bwa,1971,4.38724
bwa,1972,3.90639
bwa,1973,3.26279
bwa,1974,3.67424
bwa,1975,5.64943
bwa,1976,6.06396
bwa,1977,5.40031
bwa,1978,5.95214
bwa,1979,6.14173
bwa,1980,5.46932
bwa,1983,5.55227
bwa,1984,5.55166
bwa,1985,5.65072
bwa,1986,5.18593
bwa,1987,6.11773
bwa,1988,6.15111
bwa,1990,5.73963
bwa,1992,6.84061
bwa,2005,10.67859
bwa,2007,8.85149
bwa,2009,9.63292
caf,1978,3.17053
caf,1986,2.20775
caf,1987,2.54805
caf,1990,2.2442
caf,1991,2.27631
caf,1999,1.69002
caf,2000,1.61265
caf,2002,1.51957
caf,2003,1.5398
caf,2004,1.62453
caf,2005,1.65222
caf,2006,1.41506
caf,2007,1.31332
caf,2008,1.29001
caf,2009,1.25458
caf,2010,1.11761
caf,2011,1.10792
can,1971,7.71019
can,1972,7.61541
can,1973,7.0375
can,1974,6.68963
can,1975,6.44295
can,1976,6.72099
can,1977,6.73353
can,1978,7.09767
can,1979,6.71475
can,1980,6.48467
can,1981,6.43061
can,1982,6.51914
can,1983,6.88043
can,1984,6.64404
can,1985,6.21287
can,1986,6.04419
can,1987,6.32446
can,1988,6.17615
can,1989,6.09832
can,1990,5.99199
can,1991,6.8843
can,1992,6.77094
can,1993,7.70426
can,1994,6.68002
can,1995,6.32445
can,1998,5.51197
can,1999,5.54994
can,2000,5.442
can,2001,4.96956
can,2002,5.01073
can,2005,4.78215
can,2007,4.78036
can,2008,4.63826
can,2009,4.85264
can,2010,5.36993
can,2011,5.27444
che,1970,3.49372
che,1971,3.60074
che,1972,3.76672
che,1973,4.03148
che,1974,4.23687
che,1975,4.50493
che,1976,4.60703
che,1977,4.63048
che,1978,4.50088
che,1979,4.47737
che,1980,4.3603
che,1981,4.3221
che,1982,4.39032
che,1983,4.49743
che,1984,4.35319
che,1985,4.29915
che,1986,4.33565
che,1987,4.29062
che,1988,4.357
che,1989,4.26674
che,1990,4.52294
che,1991,4.68063
che,1993,5.09206
che,1994,5.0553
che,1995,5.05943
che,1996,5.07192
che,1998,4.88702
che,1999,4.89023
che,2000,4.7814
che,2001,4.95981
che,2002,5.31429
che,2003,5.52376
che,2004,5.44573
che,2005,5.2041
che,2006,4.96158
che,2007,4.68738
che,2008,4.86799
che,2009,5.04118
che,2010,4.92605
che,2011,4.96986
che,2012,5.03337
che,2013,5.04048
che,2014,5.05123
che,2015,5.10057
che,2016,5.10473
che,2017,5.13019
chl,1974,3.75121
chl,1975,3.59473
chl,1978,3.07045
chl,1979,3.48237
chl,1980,4.22
chl,1981,4.9143
chl,1987,2.82329
chl,1990,2.25016
chl,1993,2.38372
chl,1994,2.51182
chl,1995,2.5647
chl,1996,2.79625
chl,1997,3.01246
chl,1998,3.34015
chl,1999,3.72922
chl,2000,3.77583
chl,2002,4.08121
chl,2003,3.96346
chl,2004,3.53839
chl,2005,3.26283
chl,2006,3.02153
chl,2007,3.21379
chl,2008,3.79243
chl,2009,4.23065
chl,2010,4.16209
chl,2011,4.04519
chl,2013,4.52943
chl,2014,4.73095
chl,2015,4.87531
chl,2016,5.34201
chl,2017,5.41946
chn,1971,1.38874
chn,1972,1.60476
chn,1973,1.65082
chn,1974,1.76115
chn,1975,1.7085
chn,1976,1.81657
chn,1977,1.74954
chn,1978,1.95884
chn,1979,2.14805
chn,1980,1.9119
chn,1981,1.94881
chn,1982,2.03448
chn,1983,2.07692
chn,1984,1.99863
chn,1985,2.00814
chn,1986,2.06155
chn,1987,1.80425
chn,1988,1.76418
chn,1992,1.65456
chn,1993,1.65785
chn,1994,1.98571
chn,1995,1.84192
chn,1996,1.85339
chn,1998,1.84433
chn,1999,1.88804
chn,2019,3.51177
civ,1970,5.86539
civ,1972,7.53186
civ,1973,7.04561
civ,1974,5.69039
civ,1975,6.78574
civ,1976,6.46212
civ,1978,6.75367
civ,1979,8.23139
civ,1980,6.85976
civ,1992,6.78114
civ,1993,6.50305
civ,1994,4.78869
civ,1995,4.30145
civ,1996,4.05623
civ,1997,4.03089
civ,1998,3.78794
civ,1999,4.09433
civ,2000,3.70367
civ,2001,3.66868
civ,2002,4.09033
civ,2003,3.96799
civ,2004,4.12786
civ,2005,4.10575
civ,2006,4.0015
civ,2007,4.25833
civ,2008,4.34126
civ,2009,4.41246
civ,2010,4.55346
civ,2011,4.13755
civ,2012,4.65411
civ,2013,4.729
civ,2014,4.57743
civ,2015,3.49416
civ,2016,3.97232
civ,2017,3.80348
civ,2018,3.25603
cmr,1971,3.07987
cmr,1972,3.36389
cmr,1982,2.98497
cmr,1983,3.49689
cmr,1984,3.24637
cmr,1986,2.84834
cmr,1987,2.93091
cmr,1988,2.71473
cmr,1989,2.64896
cmr,1990,3.2871
cmr,1991,3.22023
cmr,1992,2.751
cmr,2000,1.77992
cmr,2001,2.42418
cmr,2003,3.09142
cmr,2004,3.01364
cmr,2005,2.88717
cmr,2006,2.74145
cmr,2007,3.07523
cmr,2008,2.61118
cmr,2009,3.10942
cmr,2010,2.99366
cmr,2011,2.76677
cmr,2012,2.69718
cmr,2013,2.76802
cmr,2014,2.68713
cmr,2015,2.76805
cmr,2016,2.65423
cmr,2017,3.15482
cmr,2018,3.1312
cod,1980,2.26731
cod,1981,2.53505
cod,1982,2.79982
cod,1983,1.29945
cod,1984,0.70414
cod,1985,0.8257
cod,1986,0.7225
cod,1987,0.8612
cod,1988,0.81484
cod,2010,1.52498
cod,2013,2.06221
cod,2014,1.95143
cod,2015,2.17044
cod,2016,2.11869
cod,2017,1.45495
cog,1970,5.7323
cog,1971,5.55095
cog,1973,5.23845
cog,1975,7.74302
cog,1978,8.41331
cog,1979,7.03814
cog,1980,6.35924
cog,1994,6.37312
cog,1995,4.91034
cog,1998,4.06827
cog,2002,3.20832
cog,2003,2.83616
cog,2004,2.28813
cog,2005,1.83577
cog,2010,6.22079
cog,2014,4.0172
cog,2015,4.56147
cog,2017,5.46505
cog,2018,3.51105
col,1979,1.75434
col,1980,1.72912
col,1981,2.59724
col,1984,3.00429
col,1985,2.71527
col,1989,2.70525
col,1998,3.92644
col,1999,4.4408
col,2000,3.51121
col,2001,3.70868
col,2002,4.26813
col,2003,4.32514
col,2004,4.07935
col,2005,4.02099
col,2006,3.91672
col,2007,4.08301
col,2008,3.93878
col,2009,4.77652
col,2010,4.83383
col,2011,4.46608
col,2012,4.37039
col,2013,4.87855
col,2014,4.62946
col,2015,4.47039
col,2016,4.47721
col,2017,4.53551
col,2018,4.45749
com,1998,2.20136
com,2002,2.25842
com,2008,4.42265
com,2011,2.83045
com,2012,2.74784
com,2013,2.38276
com,2014,2.74473
com,2015,2.54506
cpv,1998,6.39177
cpv,1999,6.80168
cpv,2002,7.87682
cpv,2004,7.47664
cpv,2006,6.5296
cpv,2007,5.40755
cpv,2008,5.518
cpv,2009,5.30896
cpv,2010,5.56729
cpv,2011,5.04361
cpv,2013,5.00144
cpv,2014,4.96387
cpv,2015,5.26691
cpv,2016,5.28879
cpv,2017,5.18175
cri,1980,7.34717
cri,1982,4.88507
cri,1983,4.95778
cri,1986,4.42027
cri,1988,4.01323
cri,1989,4.07785
cri,1995,3.37168
cri,1996,3.91086
cri,1999,5.41687
cri,2000,4.68696
cri,2001,4.8511
cri,2002,5.17354
cri,2003,5.15636
cri,2004,4.91218
cri,2006,4.63918
cri,2007,4.6589
cri,2008,4.91712
cri,2009,6.04635
cri,2010,6.63445
cri,2011,6.45535
cri,2012,6.68984
cri,2013,6.84934
cri,2014,6.86952
cri,2015,7.08254
cri,2016,7.09768
cri,2017,7.31572
cri,2018,6.97857
cri,2019,7.04876
cub,1980,8.36909
cub,1991,7.14497
cub,1993,7.07477
cub,1994,5.61948
cub,1998,6.20873
cub,1999,6.75524
cub,2000,7.70481
cub,2001,8.35809
cub,2002,9.57117
cub,2003,9.94086
cub,2004,10.26823
cub,2005,10.55778
cub,2006,9.05717
cub,2007,11.86821
cub,2008,14.05908
cub,2009,13.12486
cub,2010,12.83731
cyp,1975,4.33502
cyp,1976,3.8197
cyp,1977,3.38549
cyp,1978,3.31234
cyp,1979,3.35313
cyp,1980,3.42601
cyp,1981,3.79132
cyp,1982,3.73178
cyp,1984,3.60191
cyp,1985,3.58696
cyp,1986,3.48897
cyp,1987,3.44871
cyp,1988,3.37547
cyp,1989,3.37627
cyp,1990,3.33924
cyp,1991,3.57539
cyp,1992,3.7803
cyp,1993,4.09555
cyp,1994,4.15997
cyp,1995,3.74123
cyp,1999,4.77208
cyp,2000,4.98954
cyp,2001,5.11552
cyp,2002,5.58167
cyp,2003,6.67023
cyp,2004,6.11772
cyp,2005,6.28667
cyp,2006,6.33027
cyp,2007,6.28083
cyp,2008,6.72276
cyp,2009,7.20545
cyp,2010,6.5428
cyp,2011,6.53854
cyp,2013,6.48378
cyp,2014,6.4485
cyp,2015,6.34636
cyp,2016,6.1638
cyp,2017,5.77719
cze,1992,3.77508
cze,1993,4.18452
cze,1994,4.67885
cze,1995,4.54563
cze,1996,4.27039
cze,1998,3.5972
cze,1999,3.68481
cze,2000,3.65089
cze,2001,3.74855
cze,2002,3.97256
cze,2003,4.13643
cze,2004,4.01424
cze,2005,3.89038
cze,2006,4.2171
cze,2007,3.86663
cze,2008,3.74455
cze,2009,4.17128
cze,2010,4.06446
cze,2011,4.27214
cze,2012,4.25086
cze,2013,4.09089
cze,2014,3.99462
cze,2015,5.78885
cze,2016,5.58738
cze,2017,3.85402
deu,1993,4.40792
deu,1994,4.33664
deu,1995,4.43076
deu,1996,4.49471
deu,1998,4.46187
deu,2006,4.29396
deu,2007,4.3668
deu,2008,4.43595
deu,2009,4.90951
deu,2010,4.94368
deu,2011,4.82487
deu,2012,4.95658
deu,2013,4.96111
deu,2014,4.93962
deu,2015,4.83498
deu,2016,4.84022
deu,2017,4.90512
dji,1999,7.62948
dji,2000,9.66
dji,2001,7.80543
dji,2002,8.4476
dji,2003,8.88985
dji,2004,9.26467
dji,2005,8.36589
dji,2006,8.27878
dji,2007,8.40625
dji,2010,4.49022
dji,2015,3.59024
dji,2016,3.92439
dji,2017,3.74856
dji,2018,3.62774
dma,1989,4.28991
dma,1998,5.73986
dma,1999,4.02858
dma,2015,3.40858
dma,2019,5.57345
dnk,1970,5.95553
dnk,1971,6.39356
dnk,1972,6.48131
dnk,1973,6.26611
dnk,1974,6.58151
dnk,1975,6.71313
dnk,1977,5.67212
dnk,1978,5.75347
dnk,1979,5.58649
dnk,1980,5.91093
dnk,1986,5.83825
dnk,1987,6.07808
dnk,1988,6.33533
dnk,1989,5.83814
dnk,1991,5.59676
dnk,1993,7.77282
dnk,1994,7.47106
dnk,1995,7.47104
dnk,1996,7.88494
dnk,1998,8.10675
dnk,1999,7.93116
dnk,2000,8.08434
dnk,2001,8.21545
dnk,2002,8.21303
dnk,2003,8.12193
dnk,2004,8.20763
dnk,2005,8.08557
dnk,2006,7.72991
dnk,2007,7.6156
dnk,2008,7.47605
dnk,2009,8.44888
dnk,2010,8.55955
dnk,2011,8.48486
dnk,2012,7.23782
dnk,2013,8.49443
dnk,2014,7.63485
dnk,2017,7.81608
dom,1970,2.64079
dom,1982,1.53891
dom,1983,1.46383
dom,1984,1.33455
dom,1985,1.21019
dom,1993,0.77395
dom,1994,0.89337
dom,1995,1.0333
dom,1996,1.22725
dom,2000,1.88829
dom,2001,1.96783
dom,2002,1.91401
dom,2003,1.84465
dom,2007,2.04679
dza,1979,7.18201
dza,1980,6.59742
dza,2008,4.33702
ecu,1970,2.00283
ecu,1971,1.8794
ecu,1977,2.41884
ecu,1984,4.20342
ecu,1985,5.23335
ecu,1986,6.87238
ecu,1995,1.99764
ecu,1998,2.19537
ecu,1999,1.54734
ecu,2000,1.15093
ecu,2009,4.34242
ecu,2010,4.50743
ecu,2011,4.72689
ecu,2012,4.64307
ecu,2013,5.00464
ecu,2014,5.26099
ecu,2015,4.9987
egy,1971,4.52992
egy,1972,4.5379
egy,1974,5.22667
egy,1975,4.89243
egy,1976,4.94343
egy,1977,4.54958
egy,1978,4.94112
egy,1980,4.28032
egy,1982,5.6083
egy,1983,5.22149
egy,1988,4.52522
egy,1989,4.60006
egy,1992,4.05067
egy,1993,4.1977
egy,1994,4.58376
egy,1995,4.604
egy,1996,4.67157
egy,2003,4.94563
egy,2004,4.67072
egy,2005,4.79443
egy,2006,4.00178
egy,2007,3.68461
egy,2008,3.76083
eri,1996,1.63855
eri,1998,4.62058
eri,1999,5.26281
eri,2001,4.04716
eri,2002,3.5239
eri,2004,3.14897
eri,2006,2.127
esp,1970,1.83301
esp,1971,1.88928
esp,1972,2.06465
esp,1974,1.45956
esp,1976,1.89939
esp,1977,2.07717
esp,1978,2.23073
esp,1979,2.33805
esp,1987,3.12818
esp,1988,3.3283
esp,1989,3.55178
esp,1990,3.63359
esp,1991,3.74235
esp,1992,3.83716
esp,1993,4.24489
esp,1994,4.48468
esp,1995,4.43463
esp,1996,4.45746
esp,1998,4.28786
esp,1999,4.26044
esp,2000,4.16605
esp,2001,4.11127
esp,2002,4.13457
esp,2003,4.17343
esp,2004,4.15786
esp,2005,4.14432
esp,2006,4.18482
esp,2007,4.25405
esp,2008,4.52806
esp,2009,4.912
esp,2010,4.85608
esp,2011,4.89692
esp,2012,4.46934
esp,2013,4.35102
esp,2014,4.30338
esp,2015,4.28657
esp,2016,4.22764
esp,2017,4.20774
est,1993,5.70691
est,1994,5.50267
est,1995,5.90541
est,1996,6.06233
est,1997,6.34614
est,1998,6.24435
est,1999,6.64656
est,2000,5.33243
est,2001,5.22461
est,2002,5.43131
est,2003,5.27117
est,2004,4.87735
est,2005,4.81316
est,2007,4.62064
est,2008,5.47738
est,2009,5.92652
est,2010,5.47338
est,2011,4.96992
est,2012,4.68269
est,2013,4.81267
est,2014,5.36708
est,2015,5.10685
est,2016,5.17054
est,2017,4.97338
eth,1982,2.11235
eth,1983,2.30206
eth,1984,2.11203
eth,1985,2.33757
eth,1986,2.13795
eth,1993,2.35421
eth,1996,2.77462
eth,1997,2.75794
eth,2000,3.98311
eth,2001,3.70029
eth,2002,3.63245
eth,2006,5.49096
eth,2007,5.45113
eth,2008,5.4082
eth,2009,4.42207
eth,2010,4.49659
eth,2011,5.48576
eth,2012,5.56678
eth,2013,4.49855
eth,2014,4.60202
eth,2015,4.73792
fin,1970,5.41349
fin,1971,5.33138
fin,1972,5.00819
fin,1973,5.09338
fin,1974,4.48231
fin,1975,5.03324
fin,1976,5.22833
fin,1979,4.79691
fin,1980,4.82575
fin,1981,4.83336
fin,1982,4.77929
fin,1983,4.85561
fin,1984,4.69892
fin,1985,5.04542
fin,1986,5.1004
fin,1987,5.20082
fin,1988,5.06696
fin,1989,5.07261
fin,1990,5.3389
fin,1991,6.33748
fin,1992,6.5205
fin,1993,7.48716
fin,1994,6.85707
fin,1995,6.80991
fin,1996,6.85898
fin,1999,5.86993
fin,2000,5.7093
fin,2001,5.84025
fin,2002,6.01678
fin,2003,6.16744
fin,2004,6.15758
fin,2005,6.02507
fin,2006,5.92838
fin,2007,5.67126
fin,2008,5.8301
fin,2009,6.45956
fin,2010,6.50445
fin,2011,6.44505
fin,2012,7.14804
fin,2013,7.12404
fin,2014,7.10237
fin,2015,7.03208
fin,2016,6.85153
fin,2017,6.37621
fji,1979,5.19761
fji,1981,5.82011
fji,1983,6.48669
fji,1989,4.8311
fji,1998,5.51262
fji,1999,5.15351
fji,2000,5.85725
fji,2001,5.61714
fji,2002,6.24382
fji,2004,6.16493
fji,2005,5.12197
fji,2006,5.60714
fji,2007,5.84843
fji,2008,4.25357
fji,2009,4.49848
fji,2011,4.17306
fji,2013,3.88289
fra,1970,3.42974
fra,1971,3.17421
fra,1972,3.35918
fra,1973,3.23003
fra,1974,4.24204
fra,1975,4.42854
fra,1976,4.42471
fra,1977,4.43521
fra,1978,4.34512
fra,1979,4.28116
fra,1980,4.30769
fra,1981,4.73072
fra,1982,4.85203
fra,1983,4.85234
fra,1984,4.86754
fra,1985,4.85157
fra,1986,4.70795
fra,1987,4.62344
fra,1988,4.54472
fra,1989,4.4564
fra,1990,4.51394
fra,1991,4.8413
fra,1992,4.73539
fra,1993,5.42959
fra,1994,5.62643
fra,1995,5.79073
fra,1996,5.75672
fra,1998,5.68792
fra,2017,5.4516
fsm,1999,6.42491
fsm,2000,6.70687
