geo,time,gc_xpn_intp_cn
aus,1997,9613000000
aus,1998,8555000000
aus,1999,11810000000
aus,2000,10459000000
aus,2001,6390000000
aus,2002,5694000000
aus,2003,5057000000
aus,2004,4335000000
aus,2005,4286000000
aus,2006,4183000000
aus,2007,4135000000
aus,2008,4199000000
aus,2009,4784000000
aus,2010,7004000000
aus,2011,9997000000
aus,2012,12989000000
aus,2013,13050000000
aus,2014,13694000000
aus,2015,15349000000
aus,2016,16165000000
aus,2017,16688000000
aus,2018,17768000000
aut,1972,225285785.92036
aut,1973,244907451.14569
aut,1974,275430041.49619
aut,1975,366271084.20601
aut,1976,586469771.73463
aut,1977,741989636.85385
aut,1978,969455607.79925
aut,1979,1122795287.89343
aut,1980,1283402251.4044
aut,1981,1499967297.22462
aut,1982,1850250357.91371
aut,1983,1969433805.949
aut,1984,2454888338.1903
aut,1985,2792817017.07085
aut,1986,3103130018.96761
aut,1987,3593671649.60066
aut,1988,3864741321.04678
aut,1989,4226652035.20272
aut,1990,4695391815.58542
aut,1991,5318924732.74565
aut,1992,5725165875.74399
aut,1993,6071088566.383
aut,1994,6071815294.72468
aut,1995,6863630000
aut,1996,7080850000
aut,1997,6809730000
aut,1998,6923720000
aut,1999,6927100000
aut,2000,7419560000
aut,2001,7486010000
aut,2002,7580690000
aut,2003,7273790000
aut,2004,7303000000
aut,2005,8080530000
aut,2006,8132870000
aut,2007,8404170000
aut,2008,8040800000
aut,2009,8682550000
aut,2010,8322050000
aut,2011,8387860000
aut,2012,8495440000
aut,2013,8224500000
aut,2014,7918740000
aut,2015,7889930000
aut,2016,7322030000
aut,2017,6686280000
aze,1994,200000
aze,1995,1171000
aze,1996,9832800
aze,1997,14240000
aze,1998,12278400
aze,1999,16367200
aze,2008,32700000
aze,2009,78700000
aze,2010,39500000
aze,2011,169600000
aze,2012,90200000
aze,2013,154500000
aze,2014,84200000
aze,2015,211400000
aze,2016,614100000
aze,2017,495200000
bdi,1981,388000000
bdi,1991,3313000000
bdi,1992,3883000000
bdi,1993,3955000000
bdi,1994,4007000000
bdi,1995,3722000000
bdi,1996,4422000000
bel,1995,17207700000
bel,1996,16784800000
bel,1997,15958000000
bel,1998,15917900000
bel,1999,15382400000
bel,2000,15756300000
bel,2001,15751900000
bel,2002,14553900000
bel,2003,13628600000
bel,2004,12902800000
bel,2005,12355600000
bel,2006,12285100000
bel,2007,12340900000
bel,2008,12469100000
bel,2009,11768900000
bel,2010,11495600000
bel,2011,11917300000
bel,2012,12309800000
bel,2013,11728100000
bel,2014,11687400000
bel,2015,10817800000
bel,2016,10288700000
bel,2017,9271100000
ben,1977,146000000
ben,1978,356000000
ben,1979,366000000
bfa,2002,16671046796
bfa,2003,16785510278.7
bfa,2004,19127173615
bfa,2005,18169721978
bfa,2006,17348165834
bfa,2007,13054658756.3
bfa,2008,12693275000
bfa,2009,16870967228
bfa,2010,21354239663
bfa,2011,28291579336
bfa,2012,41805614512
bfa,2013,34755278004
bfa,2014,44011188207
bfa,2015,43752144897
bfa,2016,65300000000
bfa,2017,69515113978
bfa,2018,97240452243.08261
bgd,2001,41456339999.99999
bgd,2002,49216850000
bgd,2003,56159770000
bgd,2004,56864210000
bgd,2005,67575155000
bgd,2006,83735932000
bgd,2007,103516769000
bgd,2008,135769443000
bgd,2009,151532016000.00003
bgd,2010,148159010999.99997
bgd,2011,155878099999.99997
bgd,2012,202938400000
bgd,2013,241641100000
bgd,2014,280034000000
bgd,2015,309742900000
bgd,2016,330579999999.99994
bgr,1990,2386000
bgr,1991,8761000
bgr,1992,13880000
bgr,1993,29172000
bgr,1994,76411000
bgr,1995,123927000
bgr,1996,342294000
bgr,1997,1233056000
bgr,1998,953657000
bgr,1999,888490000
bgr,2000,1134497000
bgr,2001,1283298000
bgr,2002,742723000
bgr,2003,795705000
bgr,2004,758402000
bgr,2005,726713000
bgr,2006,687118000
bgr,2007,702533000
bgr,2008,597742000
bgr,2009,514797000
bgr,2010,501020000
bgr,2011,549969000
bgr,2012,631427000
bgr,2013,577635000
bgr,2014,695006000
bgr,2015,795716000
bgr,2016,810409000
bgr,2017,776063000
bhr,1974,100000
bhr,1975,300000
bhr,1976,500000
bhr,1977,1200000
bhr,1978,2000000
bhr,1979,1600000
bhr,1980,1600000
bhr,1981,2600000
bhr,1982,2100000
bhr,1983,2200000
bhr,1984,2100000
bhr,1985,4100000
bhr,1986,6000000
bhr,1987,9400000
bhr,1988,11900000
bhr,1989,13800000
bhr,1990,17800000
bhr,1991,8400000
bhr,1992,12500000
bhr,1993,15900000
bhr,1994,17200000
bhr,1995,20500000
bhr,1996,19900000
bhr,1997,21500000
bhr,1998,24100000
bhr,1999,30400000
bhr,2000,47300000
bhr,2001,51600000
bhr,2002,35900000
bhr,2003,49400000
bhr,2004,45900000
bhs,1990,61800000
bhs,1991,72900000
bhs,1992,71200000
bhs,1993,77100000
bhs,1994,79100000
bhs,1995,81200000
bhs,1996,87400000
bhs,1997,93981000
bhs,1998,99073000
bhs,1999,95600000
bhs,2000,92200000
bhs,2001,100700000
bhs,2002,98300000
bhs,2003,107000000
bhs,2004,113941000
bhs,2005,121247000
bhs,2006,116574000
bhs,2007,127166000
bhs,2008,143124000
bhs,2009,154223000
bhs,2010,178463000
bhs,2011,210761000
bhs,2012,186101000
bhs,2013,198024000
bhs,2014,211791000
bhs,2015,233363000
bhs,2016,274996000
bhs,2017,266684000
bhs,2018,313869000
bih,2005,93521744.79
bih,2006,104465269.62
bih,2007,104669492.57
bih,2008,114508956.89
bih,2009,112561480.43
bih,2010,108153529.89809
bih,2011,143771982.7
bih,2012,181053249.2
bih,2013,179476393.5
bih,2014,214366922.96066
bih,2015,239610820.88759
bih,2016,231345764.34
bih,2017,209090214.94359
bih,2018,224774181.9497
blr,1992,60
blr,1993,770
blr,1994,3920
blr,1995,28930
blr,1996,122680
blr,1997,237370
blr,1998,508680
blr,1999,1932510
blr,2000,7532000
blr,2001,12188000
blr,2002,14228000
blr,2003,18395420
blr,2004,23393400
blr,2005,22600100
blr,2006,26706300
blr,2007,34388100
blr,2008,69320000
blr,2009,100266000
blr,2010,90708552.83176
blr,2011,256220000
blr,2012,600890000
blr,2013,543931000
blr,2014,725194900
blr,2015,1348508104.37
blr,2016,1728984567
blr,2017,1876350351
blz,1990,11022000
blz,1991,10826000
blz,1992,12752000
blz,1993,17876000
blz,1994,22550000
blz,1995,25716000
blz,1996,28322000
blz,1997,24408000
blz,1998,24597000
blz,1999,30205000
blz,2000,41577000
blz,2001,53634000
blz,2002,63916000
blz,2003,81336000
blz,2004,175868000
blz,2005,153740000
blz,2006,170217000
blz,2007,111188000
blz,2008,102344000
blz,2009,95790000
blz,2010,103376000
blz,2011,102342000
blz,2012,57082989.36
blz,2013,83722485.8
blz,2014,90483516.88
blz,2015,84995823.27
blz,2016,86669301.58
blz,2017,104665512
bol,1986,50900000
bol,1987,102600000
bol,1988,99200000
bol,1989,125000000
bol,1990,145700000
bol,1991,204900000
bol,1992,318200000
bol,1993,450300000
bol,1994,610300000
bol,1995,727700000
bol,1996,749500000
bol,1997,709200000
bol,1998,775700000
bol,1999,627600000
bol,2000,890500000
bol,2001,1102970000
bol,2002,1333991588.22
bol,2003,1566203978.05
bol,2004,1774000000
bol,2005,2007900402.01
bol,2006,2810887455.95
bol,2007,2142386179.88
bra,1980,0.07273
bra,1981,0.18182
bra,1982,0.58182
bra,1983,1.85455
bra,1984,9.41818
bra,1985,55.70909
bra,1986,161.2
bra,1987,405.45455
bra,1988,5111.52727
bra,1989,103040.29091
bra,1990,3122000
bra,1991,4944545.45455
bra,1992,89501018.18182
bra,1993,2724472727.27273
bra,1994,51919400000
bra,1997,29788600000
bra,1998,43674756124.71369
bra,1999,47802388039.1597
bra,2000,43092682874.8309
bra,2001,49507396653.43001
bra,2002,49598025476.88701
bra,2003,113024448787.37402
bra,2004,85694321853.5753
bra,2005,130159048862.79701
bra,2006,194758000000
bra,2007,191925000000
bra,2008,234464000000
bra,2009,214837000000
bra,2010,272272361551.9519
bra,2011,331325492111.36499
bra,2012,331064484972.35199
bra,2013,366718535108.87402
bra,2014,426054022622.89294
bra,2015,700214592283.12207
bra,2016,606915994714.08313
bra,2017,573604801548.92407
brb,2003,274300000
brb,2004,271700000
brb,2005,295102387.91
brb,2006,324803617.87
brb,2007,388975598
brb,2008,394830315
brb,2009,430316130
brb,2010,488499084
brb,2011,527213136
brb,2012,565047575
brb,2013,597934271
brb,2014,644966516
brb,2015,663885280
btn,1983,600000
btn,1984,1000000
btn,1988,700000
btn,1989,18400000
btn,1990,41300000
btn,1991,33400000
btn,1992,59500000
btn,1993,62400000
btn,1994,217800000
btn,1995,199200000
btn,1996,205500000
btn,1997,201800000
btn,1998,103000000
btn,1999,84300000
btn,2000,80200000
btn,2001,77800000
btn,2002,115754000
btn,2003,168887000
btn,2004,220264000
btn,2005,405447000
btn,2006,382117000
btn,2007,443294000
btn,2008,1719236000
btn,2009,1733832000
btn,2010,1743182000
btn,2011,1794047000
btn,2012,1886035000
btn,2013,2642474000
btn,2014,2090487312
btn,2015,2024940000
btn,2016,2109083000
btn,2017,1998714655.86
bwa,1990,52320000
bwa,1991,60700000
bwa,1992,68000000
bwa,1993,78700000
bwa,1994,84500000
bwa,1995,91600000
bwa,1996,91400000
bwa,2006,235520000
bwa,2007,248440000
bwa,2008,282080000
bwa,2009,369820000
bwa,2010,523540000
bwa,2011,586570000
bwa,2012,671980000
bwa,2013,687470000
bwa,2014,701700000
bwa,2015,826750000
bwa,2016,877830000
bwa,2017,989520000
bwa,2018,823120000
caf,2004,5549943594
caf,2008,10622359022.6276
caf,2009,10832508806.6431
caf,2010,9511550000
caf,2011,6983069494.86775
caf,2012,5923666208
caf,2014,866000000
caf,2015,1815000000
caf,2016,5802341637
can,1990,42144000000
can,1991,41311000000
can,1992,39796000000
can,1993,39489000000
can,1994,40425000000
can,1995,46579000000
can,1996,45667000000
can,1997,43735000000
can,1998,44250000000
can,1999,44028000000
can,2000,45626000000
can,2001,42172000000
can,2002,37108000000
can,2003,35527000000
can,2004,33808000000
can,2005,32467000000
can,2006,32529000000
can,2007,31932000000
can,2008,30645000000
can,2009,27703000000
can,2010,28280000000
can,2011,28870000000
can,2012,27334000000
can,2013,27290000000
can,2014,25214000000
can,2015,23812000000
can,2016,22373000000
can,2017,21795000000
can,2018,24122000000
che,1972,318000000
che,1973,360000000
che,1974,435000000
che,1975,568000000
che,1976,585000000
che,1977,801000000
che,1978,790000000
che,1979,797000000
che,1980,881000000
che,1981,1033000000
che,1982,1027000000
che,1983,1002000000
che,1984,980000000
che,1990,1828448655.42
che,1991,2036304766.02
che,1992,2565088408.11
che,1993,2594889225.41
che,1994,3292623552.8
che,1995,3294495952.13
che,1996,3034232612.1
che,1997,3200879624.46
che,1998,3487110793.49
che,1999,3713727769.1
che,2000,3654618192.77
che,2001,3537367995.71
che,2002,3492259908.55
che,2003,3093247318.42
che,2004,3162391174.18
che,2005,3599750181.45
che,2006,4057142398.61
che,2007,3738550939.96
che,2008,3462083988.82
che,2009,3043930430.73
che,2010,2881435170.93
che,2011,2662765049.2
che,2012,2407746348.23
che,2013,2145639428.49
che,2014,2008330731.43
che,2015,1925526619.11
che,2016,1702700361.69
che,2017,1447915584.27
che,2018,1190050581.17
chl,1974,70000000
chl,1975,1230000000
chl,1976,3210000000
chl,1977,8590000000
chl,1978,8110000000
chl,1979,8260000000
chl,1980,8540000000
chl,1981,5160000000
chl,1982,6600000000
chl,1983,19430000000
chl,1984,26340000000
chl,1985,50850000000
chl,1986,55010000000
chl,1987,93480000000
chl,1988,138320000000
chl,1989,129480000000
chl,1990,179430000000.00003
chl,1991,261680000000
chl,1992,215610000000
chl,1993,228740000000
chl,1994,210900000000
chl,1995,192360000000
chl,1996,165940000000
chl,1997,140780000000
chl,1998,233230000000
chl,1999,120710000000.00002
chl,2000,495620000000
chl,2001,521790000000
chl,2002,542380000000
chl,2003,587040000000
chl,2004,560980000000
chl,2005,556000000000
chl,2006,539000000000.00006
chl,2007,521302000000
chl,2008,441928000000
chl,2009,511016830530.85706
chl,2010,500725636339.99994
chl,2011,667174818934.93713
chl,2012,788226119472.90491
chl,2013,807255000000
chl,2014,806428713243.60999
chl,2015,1045176107528.10022
chl,2016,1282110306360.00024
chl,2017,1412636857000
chl,2018,1731458100362.87012
chn,2005,81501129999.99998
chn,2006,100090000000
chn,2007,101214720000
chn,2008,127000000000
chn,2009,132070249999.99998
chn,2010,150888430000
chn,2011,181996000000
chn,2012,206041000000
chn,2013,231540610000
chn,2014,260360270000.00003
chn,2015,357839940000
chn,2016,340761478440.94
civ,1995,343200000000
civ,2001,259699999999.99997
civ,2002,265617000000
civ,2003,218000000000
civ,2004,186100000000
civ,2005,177100000000
civ,2006,131900000000
civ,2007,166200000000
civ,2008,181900000000
civ,2009,168430000000.00003
civ,2010,194330000000
civ,2011,219250000000
civ,2012,232921000000
civ,2013,214779000000
civ,2014,138501000000
civ,2015,297665000000
civ,2016,360135000000.00006
civ,2017,379459243000
cmr,1990,38080000000
cmr,1991,42970000000
cmr,1992,39400000000
cmr,1993,57880000000
cmr,1994,107180000000
cmr,1995,123200000000
cmr,1998,168200000000
cmr,1999,166200000000
cmr,2012,51246000000
cmr,2013,57954000000
cmr,2014,69200000000
cmr,2015,69900000000
cmr,2016,144800000000
cmr,2017,174000000000
cod,1972,0.00004
cod,1973,0.00007
cod,1974,0.00011
cod,1975,0.00012
cod,1976,0.00028
cod,1977,0.00036
cod,1978,0.0004
cod,1979,0.00087
cod,1980,0.00125
cod,1981,0.00299
cod,1982,0.00407
cod,1988,0.07027
cod,1989,0.15282
cog,2001,152000000000
cog,2002,177800000000
cog,2003,117800000000
cog,2004,33732000000
cog,2005,86384000000
cog,2006,200622000000
cog,2007,111480000000
cog,2008,183249999999.99997
cog,2009,48559000000
cog,2010,55885000000
cog,2011,10700000000
cog,2012,13000000000
cog,2013,18100000000
cog,2014,15000000000
cog,2015,28200000000
cog,2016,33600000000
col,1998,4267272601249.52979
col,1999,5193621746449.14062
col,2000,6663821667342.91113
col,2003,12993936884000
col,2008,14918226000000
col,2009,16242574000000
col,2010,15208950000000.00195
col,2011,16155843000000
col,2012,16105529999999.99805
col,2013,17492556000000
col,2014,17344728264592.20117
col,2015,18941493291156.70312
col,2016,22741421334211.69531
col,2017,25098917761054.30469
cpv,2005,1927507073
cpv,2006,1920075551
cpv,2007,1885255273
cpv,2008,1845435032.33
cpv,2009,1818254300.03185
cpv,2010,2159070215
cpv,2011,2276321582
cpv,2012,2857729387
cpv,2013,3315949933.99
cpv,2014,3427980827
cpv,2015,4097531945
cpv,2016,4203058298
cpv,2017,4473525194
cri,1973,140000000
cri,1974,170000000
cri,1975,200000000
cri,1976,230000000
cri,1977,320000000
cri,1978,450000000
cri,1979,620000000
cri,1980,900000000
cri,1981,910000000
cri,1982,1600000000
cri,1983,2460000000
cri,1984,3520000000
cri,1985,3670000000
cri,1986,5830000000
cri,1987,6470000000
cri,1988,8600000000
cri,1989,10720000000
cri,1990,16210000000
cri,1991,27700000000
cri,1992,33100000000
cri,1993,33510000000
cri,1994,52860000000
cri,1995,91290000000
cri,1996,114010000000
cri,1997,113670000000
cri,1998,116090000000
cri,1999,164249999999.99997
cri,2000,176000000000
cri,2001,213900000000
cri,2002,260552000000
cri,2003,298499999999.99994
cri,2004,333800000000
cri,2005,394600700000
cri,2006,438200000000
cri,2007,421435800000
cri,2008,342583511577.02002
cri,2009,364773347205.16992
cri,2010,409774488961.40002
cri,2011,456654121679.48993
cri,2012,478154685601.03015
cri,2013,635369999999.99988
cri,2014,699956104252.02002
cri,2015,808409060585.31018
cri,2016,883348117309.7511
cri,2017,882504419442.58923
cri,2018,1240928268554.55981
cyp,1972,3810181.21427
cyp,1973,4596137.8773
cyp,1974,4168987.51696
cyp,1975,5074546.28089
cyp,1976,7056523.95288
cyp,1977,11242597.48426
cyp,1978,13002456.96887
cyp,1979,19119250.129
cyp,1980,25099355.17382
cyp,1981,35829372.22566
cyp,1982,50506258.60708
cyp,1983,71675830.46573
cyp,1984,89616145.60018
cyp,1985,99474775.91692
cyp,1986,107214740.44636
cyp,1987,123822346.45653
cyp,1988,142651134.3405
cyp,1989,167152479.00983
cyp,1990,333035898.45473
cyp,1991,377993409.29101
cyp,1992,418425975.85481
cyp,1993,475119148.61069
cyp,1994,541562846.44405
cyp,1995,239204201.79267
cyp,1996,298492671.80842
cyp,1997,323096532.56423
cyp,1998,439623150.86609
cyp,1999,462176689.89226
cyp,2000,560762993.05966
cyp,2001,603307168.94993
cyp,2002,585366853.81548
cyp,2003,677631331.64979
cyp,2004,681561114.96496
cyp,2005,756910438.52965
cyp,2006,775192473.95237
cyp,2007,809022782.49162
cyp,2008,816540628.83368
cyp,2009,402700000
cyp,2010,350100000
cyp,2011,395900000
cyp,2012,590000000
cyp,2013,615700000
cyp,2014,551800000
cyp,2015,560300000
cyp,2016,505700000
cyp,2017,499300000
cze,1993,17739000000
cze,1994,15030000000
cze,1995,15098000000
cze,1996,18567000000
cze,1997,18959000000
cze,1998,20797000000
cze,1999,18173000000
cze,2000,16326000000
cze,2001,22789000000
cze,2002,31510000000
cze,2003,29134000000
cze,2004,31772000000
cze,2005,33483000000
cze,2006,34358000000
cze,2007,38373000000
cze,2008,38236000000
cze,2009,46579000000
cze,2010,50823000000
cze,2011,52830000000
cze,2012,56094000000
cze,2013,53443000000
cze,2014,53914000000
cze,2015,47632000000
cze,2016,42581000000
cze,2017,36809000000
deu,1972,1559440237.64847
deu,1973,1809973259.43461
deu,1974,2397958922.81026
deu,1975,2888799128.75863
deu,1976,3742656570.35632
deu,1977,4596514011.954
deu,1978,5092467136.71434
deu,1979,5920759984.25221
deu,1980,7219441362.49061
deu,1981,9315738075.3951
deu,1982,11519406083.3508
deu,1983,13845784142.7936
deu,1984,14454221481.4171
deu,1985,15190481790.3397
deu,1986,15742677022.0316
deu,1987,16141484689.3646
deu,1988,16785712459.6719
deu,1989,16688567002.24461
deu,1990,17823634978.5002
deu,1991,25478000000
deu,1992,34318000000
deu,1993,35447000000
deu,1994,39538000000
deu,1995,44438000000
deu,1996,44649000000
deu,1997,44752000000
deu,1998,45805000000
deu,1999,43927000000
deu,2000,44697000000
deu,2001,43029000000
deu,2002,42394000000
deu,2003,40227000000
deu,2004,39151000000
deu,2005,38522000000
deu,2006,38827000000
deu,2007,40527000000
deu,2008,41583000000
deu,2009,39449000000
deu,2010,37303000000
deu,2011,41214000000
deu,2012,37793000000
deu,2013,32874000000
deu,2014,26570000000
deu,2015,23780000000
deu,2016,20579000000
deu,2017,18185000000
dnk,1972,670000000
dnk,1973,804000000
dnk,1974,939000000
dnk,1975,1176000000
dnk,1976,1711000000
dnk,1977,3118000000
dnk,1978,3961000000
dnk,1979,8013000000
dnk,1980,10057000000
dnk,1981,15581000000
dnk,1982,21520000000
dnk,1983,29154000000
dnk,1984,41531000000
dnk,1985,47869000000
dnk,1986,46338000000
dnk,1987,46551000000
dnk,1988,46360000000
dnk,1989,46688000000
dnk,1990,49312000000
dnk,1991,49491000000
dnk,1992,46229000000
dnk,1993,52838000000
dnk,1994,54767000000
dnk,1995,57610000000
dnk,1996,58626000000
dnk,1997,55260000000
dnk,1998,51394000000
dnk,1999,49287000000
dnk,2000,47550000000
dnk,2001,44430000000
dnk,2002,41840000000
dnk,2003,38043000000
dnk,2004,35936000000
dnk,2005,30443000000
dnk,2006,27520000000
dnk,2007,25248000000
dnk,2008,22172000000
dnk,2009,29657000000
dnk,2010,31637000000
dnk,2011,33328000000
dnk,2012,31364000000
dnk,2013,30187000000
dnk,2014,27282000000
dnk,2015,30072000000
dnk,2016,26738000000
dnk,2017,22187000000
dom,1972,2500000
dom,1973,4400000
dom,1974,6500000
dom,1975,6100000
dom,1976,9500000
dom,1977,8400000
dom,1978,12400000
dom,1979,57600000
dom,1980,64800000
dom,1981,74400000
dom,1982,69400000
dom,1983,97200000
dom,1984,79100000
dom,1985,52900000
dom,1986,22800000
dom,1987,22900000
dom,1988,24100000
dom,1989,343100000
dom,1990,281100000
dom,1991,734200000
dom,1992,648300000
dom,1993,1639900000
dom,1994,1300600000
dom,1995,1511600000
dom,1996,1054100000
dom,1997,1113300000
dom,1998,1300600000
dom,1999,1778500000
dom,2000,2458300000
dom,2001,3070817740.89
dom,2002,4607842710.51
dom,2003,7874367535.68
dom,2004,15507871570.7717
dom,2005,12560851714.4151
dom,2006,16454250715.7214
dom,2007,16835180388.7795
dom,2008,25260295631.5253
dom,2009,32006430811.8384
dom,2010,35820272614.17189
dom,2011,44858981309.1718
dom,2012,57194179057.99999
dom,2013,59241678802.87331
dom,2014,70041879871.90312
dom,2015,80139019717.77931
dom,2016,95636443042.77299
dom,2017,109116548122.72099
dom,2018,109673336819.286
egy,1975,83000000
egy,1976,100000000
egy,1977,169000000
egy,1978,296000000
egy,1979,462000000
egy,1981,466000000
egy,1982,516000000
egy,1983,899000000
egy,1984,1128000000
egy,1985,1272000000
egy,1986,1567000000
egy,1987,1886000000
egy,1988,2428000000
egy,1989,3089000000
egy,1990,3760000000
egy,1991,5880000000
egy,1992,8788000000
egy,1993,13433000000
egy,1994,16651000000
egy,1995,14930000000
egy,1996,16032000000
egy,1997,15455000000
egy,2002,20303000000
egy,2003,23727000000
egy,2004,27517000000
egy,2005,29806000000
egy,2006,34811699999.99999
egy,2007,38367299999.99999
egy,2008,40956600000
egy,2009,43755100000.00001
egy,2010,62199000000.00001
egy,2011,76361799999.99998
egy,2012,93401000000
egy,2013,135331000000
egy,2014,159329999999.99997
egy,2015,179035000000
esp,1995,18975000000
esp,1996,20632000000
esp,1997,19777000000
esp,1998,19337000000
esp,1999,17296000000
esp,2000,17059000000
esp,2001,17306000000
esp,2002,16917000000
esp,2003,16155000000
esp,2004,15306000000
esp,2005,14572000000
esp,2006,14102000000
esp,2007,14366000000
esp,2008,14466000000
esp,2009,16483000000
esp,2010,18348000000
esp,2011,22836000000
esp,2012,27223000000
esp,2013,31532000000
esp,2014,32078000000
esp,2015,29807000000
esp,2016,28084000000
esp,2017,26461000000
est,1991,4084.69882
est,1995,12900000
est,1996,20900000
est,1997,13700000
est,1998,18600000
est,1999,14100000
est,2000,11100000
est,2001,9900000
est,2002,13600000
est,2003,13900000
est,2004,15300000
est,2005,13700000
est,2006,13000000
est,2007,12000000
est,2008,14100000
est,2009,13300000
est,2010,11700000
est,2011,13300000
est,2012,20100000
est,2013,21800000
est,2014,28300000
est,2015,25900000
est,2016,23000000
est,2017,18100000
eth,1990,227700000
eth,1991,267900000
eth,1992,307300000
eth,1993,530500000
eth,1994,956900000
eth,1995,838600000
eth,1996,931700000
eth,1997,935000000
eth,1998,899900000
eth,1999,1002500000
eth,2001,1069900000
eth,2002,996400000
eth,2003,1016900000
eth,2004,1104300000
eth,2005,1114000000
eth,2006,2427800000
eth,2007,2427800000
eth,2008,1578150000
eth,2009,1383800000
eth,2010,1577700000
eth,2011,2004210000
eth,2012,2530700000
eth,2013,3139033514.28
eth,2014,3806731103.12
eth,2015,5338540586.6
eth,2016,7231016301.37
eth,2017,8659030037.06
eth,2018,11093637683.29
fin,1972,46924431.48276
fin,1973,50288190.01199
fin,1974,43728860.87999
fin,1975,44233424.65938
fin,1976,48101746.96799
fin,1977,73834499.7166
fin,1978,103771950.62675
fin,1979,162974100.7412
fin,1980,201489135.90089
fin,1981,263214104.91227
fin,1982,360594914.33348
fin,1983,512300424.00176
fin,1984,635413986.17159
fin,1985,763741374.06172
fin,1986,766264192.95864
fin,1987,800406342.03033
fin,1988,870036143.5854
fin,1989,826475470.63186
fin,1990,795024328.38356
fin,1991,972798966.65338
fin,1992,1404537373.88008
fin,1993,3021664286.80751
fin,1994,3723176128.07847
fin,1995,3603000000
fin,1996,4017000000
fin,1997,4395000000
fin,1998,4020000000
fin,1999,3597000000
fin,2000,3578000000
fin,2001,3552000000
fin,2002,2948000000
fin,2003,2720000000
fin,2004,2618000000
fin,2005,2495000000
fin,2006,2365000000
fin,2007,2340000000
fin,2008,2361000000
fin,2009,2253000000
fin,2010,2415000000
fin,2011,2564000000
fin,2012,2682000000
fin,2013,2461000000
fin,2014,2437000000
fin,2015,2379000000
fin,2016,2246000000
fin,2017,2119000000
fji,1990,68510000
fji,1991,68670000
fji,1992,67860000
fji,1993,71350000
fji,1994,73240000
fji,1995,87730000
fji,1996,84070000
fji,2004,119020000
fji,2005,128090000
fji,2006,141481579
fji,2010,222552277.4
fji,2011,262790111.1
fji,2012,257650268.4
fji,2013,260206022.6
fji,2014,264182909.91
fji,2015,290683402.43
fji,2016,264777290
fji,2017,279406310.49
fji,2018,310480392.32
fra,1972,701265479.29209
fra,1973,655530774.12086
fra,1974,899449201.70072
fra,1975,1707428993.059
fra,1976,1768408599.95396
fra,1977,2149531143.04749
fra,1978,2652612899.93094
fra,1979,3308143674.05181
fra,1980,3582551905.07914
fra,1981,6296144411.90505
fra,1982,7439512041.18563
fra,1983,10930594535.9223
fra,1984,12272145887.6115
fra,1985,14238738209.9741
fra,1986,15366860937.531
fra,1987,15351616035.8072
fra,1988,15932294342.4645
fra,1989,18080453444.3569
fra,1990,21266637904.6187
fra,1991,23294209833.8763
fra,1992,27090190363.0878
fra,1993,30261129921.626
fra,1994,33081436740.5181
fra,1995,36502000000
fra,1996,38783000000
fra,1997,40136000000
