geo,time,er_ptd_totl_zs
bhr,2018,1.68635
bhr,2019,1.6864
bhr,2020,1.6864
bhr,2021,1.6864
bhr,2022,20.45129
bhs,2016,1.24026
bhs,2017,8.55511
bhs,2018,8.55511
bhs,2019,8.5551
bhs,2020,8.5551
bhs,2021,8.5551
bhs,2022,8.5551
bih,2016,1.45241
bih,2017,1.39515
bih,2018,1.39515
bih,2019,1.39515
bih,2020,3.62585
bih,2021,3.97066
bih,2022,4.06265
blr,2016,9.51126
blr,2017,9.35349
blr,2018,9.35349
blr,2019,9.35349
blr,2020,9.35349
blr,2021,13.84299
blr,2022,13.84299
blz,2016,20.59179
blz,2017,20.59045
blz,2018,20.59045
blz,2019,20.59043
blz,2020,21.1221
blz,2021,21.1221
blz,2022,21.1221
bmu,2016,0.03387
bmu,2017,0.00039
bmu,2018,0.00039
bmu,2019,0.00039
bmu,2020,0.00039
bmu,2021,0.00039
bmu,2022,0.00039
bol,2016,30.86552
bol,2017,30.86549
bol,2018,30.86549
bol,2019,30.86557
bol,2020,30.86557
bol,2021,30.86557
bol,2022,30.86557
bra,2016,20.73728
bra,2017,28.57825
bra,2018,28.57825
bra,2019,28.57825
bra,2020,29.23721
bra,2021,29.2563
bra,2022,29.2563
brb,2016,0.00917
brb,2017,0.00887
brb,2018,0.00887
brb,2019,0.00861
brb,2020,0.00861
brb,2021,0.00861
brb,2022,0.00861
brn,2016,8.98923
brn,2017,8.9895
brn,2018,8.9895
brn,2019,8.98938
brn,2020,8.98938
brn,2021,8.98938
brn,2022,8.98938
btn,2016,48.00731
btn,2017,48.00785
btn,2018,48.00785
btn,2019,48.00785
btn,2020,49.66934
btn,2021,49.66934
btn,2022,49.66934
bwa,2016,29.14329
bwa,2017,29.14324
bwa,2018,29.14324
bwa,2019,29.14326
bwa,2020,29.14326
bwa,2021,29.14326
bwa,2022,29.14326
caf,2016,18.06481
caf,2017,18.06482
caf,2018,18.06482
caf,2019,18.06482
caf,2020,18.06482
caf,2021,18.06482
caf,2022,18.06482
can,2016,6.47712
can,2017,6.47719
can,2018,6.47719
can,2019,7.83606
can,2020,9.49662
can,2021,10.79984
can,2022,11.38112
che,2016,9.65052
che,2017,9.66518
che,2018,9.66518
che,2019,9.99342
che,2020,11.95877
che,2021,12.13258
che,2022,12.14021
chl,2016,13.59391
chl,2017,27.03924
chl,2018,27.03924
chl,2019,37.61845
chl,2020,37.81136
chl,2021,37.81136
chl,2022,37.86146
chn,2016,15.93928
chn,2017,14.58764
chn,2018,14.58764
chn,2019,14.7364
chn,2020,14.74651
chn,2021,14.74651
chn,2022,14.74651
civ,2016,14.89148
civ,2017,14.89155
civ,2018,14.89155
civ,2019,14.89154
civ,2020,14.94051
civ,2021,14.9407
civ,2022,14.9407
cmr,2016,10.38208
cmr,2017,10.38215
cmr,2018,10.38215
cmr,2019,10.92807
cmr,2020,10.94713
cmr,2021,10.97624
cmr,2022,10.97624
cod,2016,12.63431
cod,2017,13.75676
cod,2018,13.75676
cod,2019,13.75675
cod,2020,13.75675
cod,2021,13.75675
cod,2022,13.77705
cog,2016,36.7093
cog,2017,36.83828
cog,2018,36.83828
cog,2019,36.83832
cog,2020,33.28263
cog,2021,33.28263
cog,2022,33.28263
col,2016,9.44644
col,2017,15.68852
col,2018,15.68852
col,2019,15.685
col,2020,17.00923
col,2021,17.00924
col,2022,16.67048
com,2016,0.12619
com,2017,0.12568
com,2018,0.12568
com,2019,0.12568
com,2020,0.71406
com,2021,0.71406
com,2022,0.71406
cpv,2016,2.60304
cpv,2017,0.01559
cpv,2018,0.01559
cpv,2019,0.01559
cpv,2020,0.01559
cpv,2021,0.01559
cpv,2022,0.01559
cri,2016,3.03546
cri,2017,3.03539
cri,2018,3.03539
cri,2019,4.72652
cri,2020,4.84177
cri,2021,4.84177
cri,2022,28.75737
cub,2016,7.18435
cub,2017,7.18462
cub,2018,7.18462
cub,2019,6.74638
cub,2020,6.74668
cub,2021,6.74668
cub,2022,6.74668
cym,2016,0.10342
cym,2017,0.10345
cym,2018,0.10345
cym,2019,0.10345
cym,2020,0.10345
cym,2021,0.10345
cym,2022,0.10345
cyp,2016,1.68712
cyp,2017,1.68709
cyp,2018,1.68709
cyp,2019,3.3663
cyp,2020,11.15169
cyp,2021,11.15169
cyp,2022,11.16204
cze,2016,21.68592
cze,2017,22.15568
cze,2018,22.15568
cze,2019,22.15984
cze,2020,22.16226
cze,2021,22.16437
cze,2022,22.16802
deu,2016,38.7269
deu,2017,38.7874
deu,2018,38.7874
deu,2019,38.46911
deu,2020,38.83288
deu,2021,38.54172
deu,2022,38.65876
dji,2016,1.32295
dji,2017,1.23209
dji,2018,1.23209
dji,2019,1.23209
dji,2020,1.23209
dji,2021,1.23209
dji,2022,1.23209
dma,2016,0.58613
dma,2017,0.67333
dma,2018,0.67333
dma,2019,0.60471
dma,2020,0.60402
dma,2021,0.60401
dma,2022,0.6026
dnk,2016,17.75707
dnk,2017,17.92764
dnk,2018,17.92764
dnk,2019,17.70648
dnk,2020,17.90235
dnk,2021,17.9023
dnk,2022,17.90198
dom,2016,11.20194
dom,2017,19.21574
dom,2018,19.21574
dom,2019,19.21561
dom,2020,19.21561
dom,2021,19.21561
dom,2022,18.66127
dza,2016,7.1055
dza,2017,7.10549
dza,2018,7.10549
dza,2019,7.10545
dza,2020,4.40004
dza,2021,4.40004
dza,2022,4.40004
ecu,2016,14.39643
ecu,2017,14.95514
ecu,2018,14.95514
ecu,2019,14.95492
ecu,2020,15.08392
ecu,2021,15.25025
ecu,2022,19.97278
egy,2016,11.55115
egy,2017,11.5508
egy,2018,11.5508
egy,2019,11.5508
egy,2020,11.5508
egy,2021,11.5508
egy,2022,11.5508
eri,2016,4.87219
eri,2017,2.95834
eri,2018,2.95834
eri,2019,2.95833
eri,2020,2.95833
eri,2022,0
esp,2016,15.19563
esp,2017,14.97401
esp,2018,14.97401
esp,2019,17.85412
esp,2020,17.90735
esp,2021,17.90801
esp,2022,17.92391
est,2016,19.48683
est,2017,19.5081
est,2018,19.5081
est,2019,19.71371
est,2020,20.12945
est,2021,20.19545
est,2022,20.24018
eth,2016,18.47495
eth,2017,18.47496
eth,2018,18.47496
eth,2019,17.621
eth,2020,16.06408
eth,2021,17.00964
eth,2022,17.00964
fin,2016,14.21092
fin,2017,14.16031
fin,2018,14.16031
fin,2019,13.05552
fin,2020,13.04891
fin,2021,13.07505
fin,2022,13.13124
fji,2016,0.9898
fji,2017,0.99037
fji,2018,0.99037
fji,2019,0.99037
fji,2020,0.99037
fji,2021,0.99037
fji,2022,0.99037
fra,2016,26.08072
fra,2017,33.2075
fra,2018,33.2075
fra,2019,35.03874
fra,2020,36.16829
fra,2021,36.39337
fra,2022,36.6481
fro,2016,0.02349
fro,2017,0.02337
fro,2018,0.02337
fro,2019,0.02337
fro,2020,0.02337
fro,2021,0.02337
fro,2022,0.02337
fsm,2016,0.01872
fsm,2017,0.01578
fsm,2018,0.01578
fsm,2019,0.01578
fsm,2020,0.01578
fsm,2021,0.01578
fsm,2022,0.01578
gab,2016,12.07545
gab,2017,25.12936
gab,2018,25.12936
gab,2019,25.12935
gab,2020,25.12935
gab,2021,25.12935
gab,2022,25.12935
gbm,2016,4.29406
gbm,2017,4.22911
gbm,2018,4.22911
gbm,2019,77.49118
gbm,2020,77.49118
gbm,2021,77.49118
gbm,2022,77.49118
gbr,2016,22.26206
gbr,2017,28.82523
gbr,2018,28.82523
gbr,2019,29.04757
gbr,2020,40.28723
gbr,2021,40.28723
gbr,2022,39.93334
geo,2016,6.44105
geo,2017,6.44295
geo,2018,6.44295
geo,2019,7.16393
geo,2020,7.16393
geo,2021,7.16393
geo,2022,8.53577
gha,2016,7.79424
gha,2017,7.79472
gha,2018,7.79472
gha,2019,7.78746
gha,2020,7.68462
gha,2021,7.68462
gha,2022,7.68462
gib,2016,13.12759
gib,2017,13.15934
gib,2018,13.15934
gib,2019,13.16703
gib,2020,0.08074
gib,2021,0.08074
gib,2022,0
gin,2016,21.36733
gin,2017,24.79928
gin,2018,24.79928
gin,2019,24.79927
gin,2020,24.9239
gin,2021,26.12576
gin,2022,26.12576
gmb,2016,1.36703
gmb,2017,1.36615
gmb,2018,1.36615
gmb,2019,1.36617
gmb,2020,2.88837
gmb,2021,2.88837
gmb,2022,2.88837
gnb,2016,11.62022
gnb,2017,11.61993
gnb,2018,11.61993
gnb,2019,11.61996
gnb,2020,13.18508
gnb,2021,13.18508
gnb,2022,13.37443
gnq,2016,1.76533
gnq,2017,1.76531
gnq,2018,1.76531
gnq,2019,1.76531
gnq,2020,1.76531
gnq,2021,1.76531
gnq,2022,1.76531
grc,2016,8.56335
grc,2017,11.02835
grc,2018,11.02835
grc,2019,11.02834
grc,2020,11.02834
grc,2021,11.02835
grc,2022,11.02834
grd,2016,0.17257
grd,2017,0.22207
grd,2018,0.22207
grd,2019,0.22207
grd,2020,0.23033
grd,2021,0.23033
grd,2022,0.23033
grl,2016,22.35998
grl,2017,22.37828
grl,2018,22.37828
grl,2019,22.36001
grl,2020,22.35561
grl,2021,22.5879
grl,2022,22.35561
gtm,2016,15.70674
gtm,2017,10.12111
gtm,2018,10.12111
gtm,2019,10.12178
gtm,2020,10.10666
gtm,2021,10.10666
gtm,2022,10.10666
gum,2016,0.06943
gum,2017,0.07113
gum,2018,0.07113
gum,2019,0.07113
gum,2020,0.02559
gum,2021,0.03208
gum,2022,0.03208
guy,2016,5.30608
guy,2017,5.30608
guy,2018,5.30608
guy,2019,5.16457
guy,2020,5.16457
guy,2021,5.16457
guy,2022,5.16457
hkg,2016,41.90476
hkg,2017,48.9255
hkg,2018,48.9255
hkg,2019,48.9255
hkg,2020,48.9255
hkg,2021,48.9255
hkg,2022,48.9255
hnd,2016,12.42893
hnd,2017,10.8637
hnd,2018,10.8637
hnd,2019,10.8637
hnd,2020,10.99362
hnd,2021,10.99362
hnd,2022,10.99362
hrv,2016,23.50641
hrv,2017,23.58173
hrv,2018,23.58173
hrv,2019,23.58415
hrv,2020,23.85884
hrv,2021,23.85668
hrv,2022,23.93177
hti,2016,0.27017
hti,2017,0.35309
hti,2018,0.35309
hti,2019,2.4906
hti,2020,2.4906
hti,2021,2.76608
hti,2022,2.76608
hun,2016,22.60193
hun,2017,22.59756
hun,2018,22.59756
hun,2019,22.59878
hun,2020,22.59737
hun,2021,22.60096
hun,2022,22.6009
idn,2016,5.06336
idn,2017,5.26823
idn,2018,5.26823
idn,2019,5.26824
idn,2020,5.26844
idn,2021,5.26844
idn,2022,5.26844
ind,2016,3.47931
ind,2017,3.47931
ind,2018,3.47931
ind,2019,3.47931
ind,2020,3.47931
ind,2021,4.39561
ind,2022,4.39561
irl,2016,4.04293
irl,2017,4.04223
irl,2018,4.04223
irl,2019,4.04187
irl,2020,4.04115
irl,2021,4.04115
irl,2022,4.04114
irn,2016,7.66655
irn,2017,7.66652
irn,2018,7.66652
irn,2019,7.66652
irn,2020,7.66652
irn,2021,7.66652
irn,2022,7.66652
irq,2016,1.54078
irq,2017,1.53133
irq,2018,1.53133
irq,2019,1.53133
irq,2020,1.53133
irq,2021,1.53133
irq,2022,1.53133
isl,2016,2.42175
isl,2017,2.50647
isl,2018,2.50647
isl,2019,2.66831
isl,2020,2.75102
isl,2021,2.80263
isl,2022,2.86275
isr,2016,8.58173
isr,2017,8.58271
isr,2018,8.58271
isr,2019,8.58271
isr,2020,10.53909
isr,2021,10.53909
isr,2022,10.53909
ita,2016,13.34644
ita,2017,13.36531
ita,2018,13.36531
ita,2019,13.33487
ita,2020,13.95259
ita,2021,13.95229
ita,2022,14.54395
jam,2016,1.40557
jam,2017,1.40564
jam,2018,1.40564
jam,2019,1.40564
jam,2020,1.40564
jam,2021,1.41664
jam,2022,1.59736
jor,2016,1.76536
jor,2017,1.80599
jor,2018,1.80599
jor,2019,3.12645
jor,2020,4.47072
jor,2021,4.47072
jor,2022,4.47261
jpn,2016,2.09184
jpn,2017,10.02629
jpn,2018,10.02629
jpn,2019,10.02629
jpn,2020,10.0262
jpn,2021,15.23544
jpn,2022,15.23544
kaz,2016,3.18943
kaz,2017,3.21716
kaz,2018,3.21716
kaz,2019,3.21716
kaz,2020,11.73704
kaz,2021,11.73704
kaz,2022,11.73704
ken,2016,10.50502
ken,2017,10.50508
ken,2018,10.50508
ken,2019,10.50509
ken,2020,10.54785
ken,2021,10.54785
ken,2022,10.34885
kgz,2016,6.5144
kgz,2017,6.70269
kgz,2018,6.70269
kgz,2019,6.70269
kgz,2020,6.70567
kgz,2021,6.70567
kgz,2022,6.70567
khm,2016,20.64928
khm,2017,20.6495
khm,2018,20.6495
khm,2019,20.64951
khm,2020,31.76827
khm,2021,31.76827
khm,2022,31.76827
kir,2016,11.8173
kir,2017,11.82105
kir,2018,11.82105
kir,2019,11.82105
kir,2020,11.82105
kir,2021,11.81831
kir,2022,11.81831
kna,2016,0.24683
kna,2017,0.2508
kna,2018,0.2508
kna,2019,4.46399
kna,2020,4.46399
kna,2021,4.46399
kna,2022,4.46399
kor,2016,3.88527
kor,2017,3.99025
kor,2018,3.99025
kor,2019,5.54605
kor,2020,5.80907
kor,2021,5.86194
kor,2022,5.86194
kwt,2016,10.99827
kwt,2017,10.99896
kwt,2018,10.99896
kwt,2019,10.71651
kwt,2020,10.71651
kwt,2021,10.71651
kwt,2022,10.71651
lao,2016,16.68223
lao,2017,16.68221
lao,2018,16.68221
lao,2019,16.68221
lao,2020,18.68756
lao,2021,18.68756
lao,2022,18.68756
lbn,2016,1.04234
lbn,2017,1.04273
lbn,2018,1.04273
lbn,2019,1.04273
lbn,2020,1.04273
lbn,2021,0.80538
lbn,2022,0.80538
lbr,2016,0.77322
lbr,2017,1.21109
lbr,2018,1.21109
lbr,2019,1.21109
lbr,2020,1.2115
lbr,2021,1.21156
lbr,2022,1.21156
lby,2016,0.28861
lby,2017,0.28857
lby,2018,0.28857
lby,2019,0.28857
lby,2020,0.21975
lby,2021,0.21975
lby,2022,0.21975
lca,2016,0.9331
lca,2017,0.93102
lca,2018,0.93102
lca,2019,0.931
lca,2020,0.931
lca,2021,0.931
lca,2022,0.931
lie,2016,42.48953
lie,2017,11.9351
lie,2018,11.9351
lie,2019,42.18697
lie,2020,42.63228
lie,2021,42.63228
lie,2022,42.63228
lka,2016,3.3788
lka,2017,3.37864
lka,2018,3.37864
lka,2019,3.37864
lka,2020,3.37864
lka,2021,3.37864
lka,2022,3.37864
lso,2016,0.25906
lso,2017,0.26139
lso,2018,0.26139
lso,2019,0.26139
lso,2020,0.50316
lso,2021,0.50316
lso,2022,0.50316
ltu,2016,17.3392
ltu,2017,17.76421
ltu,2018,17.76421
ltu,2019,17.77384
ltu,2020,17.78449
ltu,2021,17.78483
ltu,2022,17.81252
lux,2016,32.26922
lux,2017,40.87274
lux,2018,40.87274
lux,2019,51.18272
lux,2020,51.21042
lux,2021,51.34111
lux,2022,55.80245
lva,2016,17.50989
lva,2017,17.51105
lva,2018,17.51105
lva,2019,17.5162
lva,2020,17.5263
lva,2021,17.527
lva,2022,17.52034
maf,2016,92.35133
maf,2017,91.98701
maf,2018,91.98701
maf,2019,92.00802
maf,2020,92.00797
maf,2021,92.00795
maf,2022,92.00796
mar,2016,18.54637
mar,2017,18.44689
mar,2018,18.44689
mar,2019,18.44688
mar,2020,2.82209
mar,2021,1.5845
mar,2022,1.5845
mco,2016,99.72008
mco,2017,99.45957
mco,2018,99.45957
mco,2019,99.38291
mco,2020,99.38291
mco,2021,99.21342
mco,2022,99.21342
mda,2016,4.15148
mda,2017,4.15053
mda,2018,4.15053
mda,2019,4.15053
mda,2020,4.15053
mda,2021,11.43058
mda,2022,11.43058
mdg,2016,1.97285
mdg,2017,2.34595
mdg,2018,2.34595
mdg,2019,2.34595
mdg,2020,3.08457
mdg,2021,3.08457
mdg,2022,3.08457
mdv,2016,0.049
mdv,2017,0.05189
mdv,2018,0.05189
mdv,2019,0.05189
mdv,2020,0.06833
mdv,2021,0.06833
mdv,2022,0.06833
mex,2016,6.75215
mex,2017,19.05624
mex,2018,19.05624
mex,2019,18.90985
mex,2020,18.90985
mex,2021,18.90985
mex,2022,18.95103
mhl,2016,0.27044
mhl,2017,0.27044
mhl,2018,0.27044
mhl,2019,0.27044
mhl,2020,0.27044
mhl,2021,0.27044
mhl,2022,0.27044
mkd,2016,9.65291
mkd,2017,9.65407
mkd,2018,9.65407
mkd,2019,10.56065
mkd,2020,8.95736
mkd,2021,12.48365
mkd,2022,15.39376
mli,2016,8.23158
mli,2017,8.23161
mli,2018,8.23161
mli,2019,8.23161
mli,2020,7.52705
mli,2021,7.52705
mli,2022,7.52705
mlt,2016,6.36539
mlt,2017,6.40936
mlt,2018,6.40936
mlt,2019,7.57662
mlt,2020,7.57946
mlt,2021,7.57933
mlt,2022,7.57947
mmr,2016,4.08911
mmr,2017,4.61942
mmr,2018,4.61942
mmr,2019,3.80749
mmr,2020,3.93739
mmr,2021,3.93739
mmr,2022,3.93739
mne,2016,2.63766
mne,2017,4.16038
mne,2018,4.16038
mne,2019,6.90427
mne,2020,8.98245
mne,2021,8.98245
mne,2022,9.20551
mng,2016,17.40323
mng,2017,17.71388
mng,2018,17.71388
mng,2019,17.71388
mng,2020,19.79836
mng,2021,19.79837
mng,2022,19.79837
mnp,2016,33.21148
mnp,2017,33.23412
mnp,2018,33.23412
mnp,2019,33.23413
mnp,2020,31.95168
mnp,2021,33.13954
mnp,2022,33.13954
moz,2016,13.44871
moz,2017,13.44872
moz,2018,13.44872
moz,2019,13.43716
moz,2020,17.98438
moz,2021,17.98438
moz,2022,17.98438
mrt,2016,1.08075
mrt,2017,1.0807
mrt,2018,1.0807
mrt,2019,1.0807
mrt,2020,1.0807
mrt,2021,1.0807
mrt,2022,1.0807
mus,2016,0.01154
mus,2017,0.01147
mus,2018,0.01147
mus,2019,0.01147
mus,2020,0.01147
mus,2021,0.01147
mus,2022,0.01147
mwi,2016,16.89387
mwi,2017,22.87605
mwi,2018,22.87605
mwi,2019,22.87605
mwi,2020,22.87605
mwi,2021,22.87605
mwi,2022,22.87605
mys,2016,8.91349
mys,2017,8.98554
mys,2018,8.98554
mys,2019,8.98544
mys,2020,7.54807
mys,2021,8.84609
mys,2022,8.84609
nam,2016,23.24713
nam,2017,23.24717
nam,2018,23.24717
nam,2019,23.24718
nam,2020,23.24718
nam,2021,23.24718
nam,2022,23.24718
ncl,2016,95.76416
ncl,2017,96.01276
ncl,2018,96.01276
ncl,2019,95.75656
ncl,2020,95.75656
ncl,2021,95.75656
ncl,2022,95.75656
ner,2016,17.31714
ner,2017,17.31709
ner,2018,17.31709
ner,2019,17.31709
ner,2020,18.19902
ner,2021,18.19902
ner,2022,18.19902
nga,2016,11.61073
nga,2017,11.6107
nga,2018,11.6107
nga,2019,11.6107
nga,2020,11.6107
nga,2021,11.60825
nga,2022,11.60825
nic,2016,15.47978
nic,2017,15.5071
nic,2018,15.5071
nic,2019,15.50709
nic,2020,9.96216
nic,2021,9.96216
nic,2022,9.96216
nld,2016,17.89246
nld,2017,21.20992
nld,2018,21.20992
nld,2019,25.30903
nld,2020,25.31093
nld,2021,25.30795
nld,2022,25.30696
nld_curacao,2016,0.25818
nld_curacao,2017,0.25872
nld_curacao,2018,0.25872
nld_curacao,2019,0.26679
nld_curacao,2020,0.26679
nld_curacao,2021,0.26679
nld_curacao,2022,0.26679
nor,2016,4.96243
nor,2017,5.06078
nor,2018,5.06078
nor,2019,4.99084
nor,2020,5.71025
nor,2021,15.13852
nor,2022,15.1952
npl,2016,23.6261
npl,2017,23.62604
npl,2018,23.62604
npl,2019,23.62604
npl,2020,23.62604
npl,2021,23.62604
npl,2022,23.62604
nru,2021,0
nru,2022,0
nzl,2016,30.47869
nzl,2017,30.50506
nzl,2018,30.50506
nzl,2019,30.56962
nzl,2020,30.60477
nzl,2021,30.60477
nzl,2022,30.60477
omn,2016,1.0183
omn,2017,1.01831
omn,2018,1.01831
omn,2019,1.01831
omn,2020,1.01831
omn,2021,1.51771
omn,2022,1.51771
pak,2016,9.79491
pak,2017,9.79495
pak,2018,9.79495
pak,2019,9.79495
pak,2020,9.79495
pak,2021,9.79495
pak,2022,9.79495
pan,2016,5.23495
pan,2017,5.23498
pan,2018,5.23498
pan,2019,5.23499
pan,2020,15.33793
pan,2021,27.68127
pan,2022,27.68127
per,2016,13.11373
per,2017,13.14117
per,2018,13.14117
per,2019,13.27441
per,2020,13.33623
per,2021,13.72066
per,2022,16.80726
phl,2016,3.14139
phl,2017,3.14141
phl,2018,3.14141
phl,2019,3.14922
phl,2020,3.14922
phl,2021,3.72209
phl,2022,3.72209
plw,2016,82.93995
plw,2017,82.94236
plw,2018,82.94236
plw,2019,99.95746
plw,2020,99.95746
plw,2021,99.95746
plw,2022,99.95746
png,2016,0.658
png,2017,0.65799
png,2018,0.65799
png,2019,0.71626
png,2020,0.71626
png,2021,0.71626
png,2022,0.71626
pol,2016,38.03715
pol,2017,38.06354
pol,2018,38.06354
pol,2019,38.14277
pol,2020,37.9663
pol,2021,37.96171
pol,2022,37.98985
pri,2016,2.02425
pri,2017,2.01677
pri,2018,2.01677
pri,2019,2.01677
pri,2020,2.07548
pri,2021,2.08849
pri,2022,2.08849
prk,2016,1.26053
prk,2017,1.26022
prk,2018,1.26022
prk,2019,1.26022
prk,2020,1.26022
prk,2021,1.26022
prk,2022,1.26022
prt,2016,9.09757
prt,2017,16.88542
prt,2018,16.88542
prt,2019,16.88682
prt,2020,17.12747
prt,2021,17.12825
prt,2022,17.20819
pry,2016,6.51036
pry,2017,14.31474
pry,2018,14.31474
pry,2019,14.31472
pry,2020,14.31472
pry,2021,14.31472
pry,2022,14.31472
pse,2019,8.35925
pse,2020,8.35925
pse,2021,8.35925
pse,2022,8.35925
pyf,2016,0.00586
pyf,2017,0.00585
pyf,2018,0.00585
pyf,2019,0.00585
pyf,2020,0.00585
pyf,2021,0.04374
pyf,2022,0.04374
qat,2016,0.77838
qat,2017,4.7232
qat,2018,4.7232
qat,2019,4.72323
qat,2020,5.84456
qat,2021,5.84456
qat,2022,5.84456
rou,2016,22.57997
rou,2017,24.30994
rou,2018,24.30994
rou,2019,24.36197
rou,2020,24.36226
rou,2021,24.36229
rou,2022,24.36306
rus,2016,7.61118
rus,2017,7.61625
rus,2018,7.61625
rus,2019,7.61625
rus,2020,7.61625
rus,2021,8.57435
rus,2022,8.57435
rwa,2016,9.11516
rwa,2017,9.11409
rwa,2018,9.11409
rwa,2019,9.11409
rwa,2020,9.10525
rwa,2021,9.10525
rwa,2022,9.10525
sau,2016,4.04095
sau,2017,4.52837
sau,2018,4.52837
sau,2019,4.52837
sau,2020,4.52837
sau,2021,4.52837
sau,2022,4.52837
sdn,2016,2.7533
sdn,2017,2.75327
sdn,2018,2.75327
sdn,2019,2.75327
sdn,2020,2.75327
sdn,2021,2.75327
sdn,2022,2.75327
sen,2016,14.48995
sen,2017,14.57707
sen,2018,14.57707
sen,2019,14.57706
sen,2020,14.57706
sen,2021,15.48301
sen,2022,15.48301
sgp,2016,2.48665
sgp,2017,2.46306
sgp,2018,2.46306
sgp,2019,2.46363
sgp,2020,2.46363
sgp,2021,2.46363
sgp,2022,2.46363
slb,2016,0.15528
slb,2017,0.15532
slb,2018,0.15532
slb,2019,0.14609
slb,2020,0.14703
slb,2021,0.14703
slb,2022,0.15037
sle,2016,3.29728
sle,2017,3.29695
sle,2018,3.29695
sle,2019,3.29696
sle,2020,3.29696
sle,2021,5.0958
sle,2022,5.0958
slv,2016,2.15223
slv,2017,2.15168
slv,2018,2.15168
slv,2019,2.15168
slv,2020,2.12931
slv,2021,2.12931
slv,2022,2.12931
som,2016,0.82728
som,2020,0
som,2021,0
som,2022,0
srb,2016,6.14965
srb,2017,6.61311
srb,2018,6.61311
srb,2019,7.55541
srb,2020,7.6445
srb,2021,7.64729
srb,2022,8.13799
ssd,2016,15.50158
ssd,2017,15.5015
ssd,2018,15.5015
ssd,2019,15.5015
ssd,2020,15.5015
ssd,2021,15.5015
ssd,2022,15.5015
stp,2016,0.24416
stp,2017,0.24469
stp,2018,0.24469
stp,2019,0.24469
stp,2020,0.24469
stp,2021,0.24469
stp,2022,0.24469
sur,2016,8.48321
sur,2017,8.48307
sur,2018,8.48307
sur,2019,8.48307
sur,2020,8.48307
sur,2021,8.48307
sur,2022,8.48307
svk,2016,37.28352
svk,2017,37.63041
svk,2018,37.63041
svk,2019,37.58672
svk,2020,37.5878
svk,2021,37.58747
svk,2022,37.58658
svn,2016,55.09202
svn,2017,55.07326
svn,2018,55.07326
svn,2019,54.09029
svn,2020,40.01738
svn,2021,40.0172
svn,2022,40.0923
swe,2016,12.86528
swe,2017,14.96695
swe,2018,14.96695
swe,2019,14.62932
swe,2020,14.69588
swe,2021,14.83801
