geo,time,eg_egy_prim_pp_kd
aut,2011,3.09
aut,2012,3.06
aut,2013,3.1
aut,2014,2.97
aut,2015,3.01
aut,2016,2.98
aut,2017,2.97
aut,2018,2.82
aut,2019,2.82
aut,2020,2.85
aut,2021,2.88
aze,2000,14.7
aze,2001,13.55
aze,2002,12.51
aze,2003,11.94
aze,2004,11.49
aze,2005,9.43
aze,2006,6.91
aze,2007,5.23
aze,2008,5.24
aze,2009,4.29
aze,2010,3.88
aze,2011,4.2
aze,2012,4.47
aze,2013,4.28
aze,2014,4.3
aze,2015,4.26
aze,2016,4.35
aze,2017,4.37
aze,2018,4.32
aze,2019,4.61
aze,2020,4.7
bdi,2000,10.37
bdi,2001,10.52
bdi,2002,10.07
bdi,2003,10.05
bdi,2004,9.66
bdi,2005,9.48
bdi,2006,9.05
bdi,2007,8.83
bdi,2008,8.45
bdi,2009,8.03
bdi,2010,7.93
bdi,2011,7.77
bdi,2012,7.41
bdi,2013,7.42
bdi,2014,7.08
bdi,2015,7.38
bdi,2016,7.56
bdi,2017,7.62
bdi,2018,7.71
bdi,2019,7.62
bdi,2020,7.75
bdi,2021,7.59
bel,2000,5.51
bel,2001,5.41
bel,2002,5.15
bel,2003,5.32
bel,2004,5.16
bel,2005,5.01
bel,2006,4.83
bel,2007,4.57
bel,2008,4.69
bel,2009,4.59
bel,2010,4.81
bel,2011,4.4
bel,2012,4.19
bel,2013,4.35
bel,2014,4.04
bel,2015,3.95
bel,2016,4.12
bel,2017,4.04
bel,2018,3.82
bel,2019,3.85
bel,2020,3.74
bel,2021,3.89
ben,2000,4.88
ben,2001,4.93
ben,2002,5.05
ben,2003,5.15
ben,2004,5.15
ben,2005,5.08
ben,2006,5.76
ben,2007,5.91
ben,2008,5.76
ben,2009,5.91
ben,2010,6
ben,2011,5.82
ben,2012,5.61
ben,2013,5.71
ben,2014,5.54
ben,2015,5.79
ben,2016,6.22
ben,2017,6.11
ben,2018,6.05
ben,2019,5.69
ben,2020,5.77
bfa,2000,5.49
bfa,2001,5.15
bfa,2002,5.08
bfa,2003,4.88
bfa,2004,4.8
bfa,2005,5.55
bfa,2006,5.6
bfa,2007,5.72
bfa,2008,5.72
bfa,2009,5.66
bfa,2010,5.42
bfa,2011,5.2
bfa,2012,5.15
bfa,2013,5.04
bfa,2014,4.91
bfa,2015,4.94
bfa,2016,4.76
bfa,2017,4.72
bfa,2018,4.6
bfa,2019,4.5
bfa,2020,4.43
bfa,2021,4.14
bgd,2000,2.61
bgd,2001,2.76
bgd,2002,2.69
bgd,2003,2.7
bgd,2004,2.62
bgd,2005,2.58
bgd,2006,2.58
bgd,2007,2.51
bgd,2008,2.48
bgd,2009,2.48
bgd,2010,2.47
bgd,2011,2.4
bgd,2012,2.36
bgd,2013,2.37
bgd,2014,2.31
bgd,2015,2.32
bgd,2016,2.34
bgd,2017,2.27
bgd,2018,2.16
bgd,2019,2.07
bgd,2020,2.01
bgr,2000,9.08
bgr,2001,9.11
bgr,2002,8.38
bgr,2003,8.16
bgr,2004,7.45
bgr,2005,7.36
bgr,2006,7.1
bgr,2007,6.53
bgr,2008,6.07
bgr,2009,5.51
bgr,2010,5.52
bgr,2011,5.82
bgr,2012,5.52
bgr,2013,5.13
bgr,2014,5.34
bgr,2015,5.38
bgr,2016,5.09
bgr,2017,5.12
bgr,2018,4.98
bgr,2019,4.73
bgr,2020,4.71
bhr,2000,10.43
bhr,2001,10.41
bhr,2002,10.45
bhr,2003,10.3
bhr,2004,9.83
bhr,2005,10.55
bhr,2006,10.36
bhr,2007,10.31
bhr,2008,10.35
bhr,2009,9.7
bhr,2010,9.59
bhr,2011,9.42
bhr,2012,8.64
bhr,2013,9.54
bhr,2014,8.77
bhr,2015,9.05
bhr,2016,8.62
bhr,2017,8.33
bhr,2018,8.24
bhr,2019,8.68
bhr,2020,9.47
bhs,2000,2.33
bhs,2001,2.19
bhs,2002,2.24
bhs,2003,2.32
bhs,2004,2.27
bhs,2005,2.1
bhs,2006,2
bhs,2007,2.01
bhs,2008,2.08
bhs,2009,2.46
bhs,2010,2.51
bhs,2011,2.35
bhs,2012,2.23
bhs,2013,2.25
bhs,2014,2.33
bhs,2015,2.42
bhs,2016,2.4
bhs,2017,2.62
bhs,2018,2.49
bhs,2019,2.49
bhs,2020,2.89
bhs,2021,2.75
bih,2000,6.38
bih,2001,6.02
bih,2002,6.01
bih,2003,5.78
bih,2004,5.94
bih,2005,5.99
bih,2006,5.98
bih,2007,5.65
bih,2008,6.02
bih,2009,6.48
bih,2010,6.7
bih,2011,7.31
bih,2012,6.9
bih,2013,6.51
bih,2014,5.98
bih,2015,5.97
bih,2016,6.33
bih,2017,6.12
bih,2018,6.54
bih,2019,6.15
bih,2020,6.24
blr,2000,12.85
blr,2001,12.33
blr,2002,11.96
blr,2003,11.5
blr,2004,10.66
blr,2005,9.74
blr,2006,9.42
blr,2007,8.5
blr,2008,7.72
blr,2009,7.29
blr,2010,7.01
blr,2011,7.06
blr,2012,7.24
blr,2013,6.39
blr,2014,6.4
blr,2015,6.07
blr,2016,6.18
blr,2017,6.14
blr,2018,6.29
blr,2019,5.97
blr,2020,5.83
blz,2000,6.82
blz,2001,6.84
blz,2002,6.39
blz,2003,5.72
blz,2004,5.45
blz,2005,5.25
blz,2006,5.51
blz,2007,5.43
blz,2008,4.96
blz,2009,5.38
blz,2010,5.49
blz,2011,6.38
blz,2012,5.52
blz,2013,5.11
blz,2014,4.95
blz,2015,5.89
blz,2016,5.84
blz,2017,5.96
blz,2018,5.78
blz,2019,6.21
blz,2020,6.55
blz,2021,6.04
bmu,2000,1.52
bmu,2001,1.45
bmu,2002,1.54
bmu,2003,1.5
bmu,2004,1.51
bmu,2005,1.48
bmu,2006,1.56
bmu,2007,1.67
bmu,2008,1.51
bmu,2009,1.21
bmu,2010,1.54
bmu,2011,1.2
bmu,2012,1.08
bmu,2013,1.52
bmu,2014,1.95
bmu,2015,1.59
bmu,2016,1.83
bmu,2017,1.79
bmu,2018,1.96
bmu,2019,1.69
bmu,2020,1.41
bmu,2021,1.47
bol,2000,3.38
bol,2001,3.54
bol,2002,4.1
bol,2003,4.09
bol,2004,3.98
bol,2005,4.21
bol,2006,4.07
bol,2007,3.98
bol,2008,3.82
bol,2009,3.85
bol,2010,4.01
bol,2011,4.09
bol,2012,4.22
bol,2013,3.99
bol,2014,4.16
bol,2015,3.98
bol,2016,4.03
bol,2017,4.03
bol,2018,3.94
bol,2019,3.87
bol,2020,3.55
bra,2000,3.88
bra,2001,3.9
bra,2002,3.89
bra,2003,3.91
bra,2004,3.9
bra,2005,3.88
bra,2006,3.86
bra,2007,3.85
bra,2008,3.86
bra,2009,3.74
bra,2010,3.85
bra,2011,3.75
bra,2012,3.82
bra,2013,3.88
bra,2014,3.98
bra,2015,4.05
bra,2016,4.03
bra,2017,4.05
bra,2018,3.93
bra,2019,3.94
bra,2020,4.01
bra,2021,4.01
brb,2000,5.92
brb,2001,5.68
brb,2002,5.54
brb,2003,5.5
brb,2004,5.51
brb,2005,5.43
brb,2006,5.18
brb,2007,5.14
brb,2008,5.95
brb,2009,6.09
brb,2010,5.81
brb,2011,6.01
brb,2012,5.66
brb,2013,5.8
brb,2014,5.28
brb,2015,5.12
brb,2016,5.02
brb,2017,4.82
brb,2018,4.94
brb,2019,5.03
brb,2020,4.38
brb,2021,4.43
brn,2000,4.34
brn,2001,3.91
brn,2002,3.68
brn,2003,4.15
brn,2004,3.79
brn,2005,3.65
brn,2006,4.96
brn,2007,5.07
brn,2008,5.68
brn,2009,4.97
brn,2010,5.15
brn,2011,5.94
brn,2012,5.82
brn,2013,4.72
brn,2014,5.66
brn,2015,4.34
brn,2016,4.91
brn,2017,5.87
brn,2018,5.85
brn,2019,6.35
brn,2020,6.05
btn,2000,18.42
btn,2001,17.29
btn,2002,15.99
btn,2003,14.96
btn,2004,14.15
btn,2005,13.61
btn,2006,12.99
btn,2007,11.3
btn,2008,11.12
btn,2009,10.69
btn,2010,10.11
btn,2011,9.47
btn,2012,9.51
btn,2013,9.41
btn,2014,9.32
btn,2015,8.7
btn,2016,8.3
btn,2017,8.06
btn,2018,8.37
btn,2019,8.2
btn,2020,8.29
btn,2021,8.89
bwa,2000,4.3
bwa,2001,4.34
bwa,2002,4.16
bwa,2003,3.96
bwa,2004,3.97
bwa,2005,3.92
bwa,2006,3.73
bwa,2007,3.53
bwa,2008,3.49
bwa,2009,3.5
bwa,2010,3.49
bwa,2011,3.14
bwa,2012,3.38
bwa,2013,3.2
bwa,2014,3.35
bwa,2015,3.53
bwa,2016,3.16
bwa,2017,3.17
bwa,2018,3.26
bwa,2019,2.92
bwa,2020,2.88
caf,2000,7.73
caf,2001,7.55
caf,2002,7.38
caf,2003,7.93
caf,2004,7.65
caf,2005,7.74
caf,2006,7.59
caf,2007,7.47
caf,2008,7.33
caf,2009,6.89
caf,2010,6.76
caf,2011,6.68
caf,2012,6.25
caf,2013,9.3
caf,2014,9.55
caf,2015,9.4
caf,2016,9.12
caf,2017,8.8
caf,2018,8.56
caf,2019,8.38
caf,2020,8.4
caf,2021,8.46
can,2000,9.31
can,2001,9.04
can,2002,8.77
can,2003,8.89
can,2004,8.77
can,2005,8.41
can,2006,8.2
can,2007,7.67
can,2008,7.41
can,2009,7.34
can,2010,7.11
can,2011,7.06
can,2012,6.99
can,2013,6.97
can,2014,6.95
can,2015,6.86
can,2016,7.09
can,2017,7.17
can,2018,7.08
can,2019,6.97
can,2020,6.78
can,2021,6.63
che,2000,2.44
che,2001,2.56
che,2002,2.49
che,2003,2.5
che,2004,2.44
che,2005,2.36
che,2006,2.37
che,2007,2.16
che,2008,2.19
che,2009,2.25
che,2010,2.11
che,2011,2
che,2012,2
che,2013,2.05
che,2014,1.87
che,2015,1.8
che,2016,1.72
che,2017,1.7
che,2018,1.66
che,2019,1.68
che,2020,1.64
che,2021,1.54
chl,2000,4.45
chl,2001,4.24
chl,2002,4.25
chl,2003,4.1
chl,2004,4.09
chl,2005,3.99
chl,2006,3.91
chl,2007,3.86
chl,2008,3.68
chl,2009,3.63
chl,2010,3.58
chl,2011,3.67
chl,2012,3.83
chl,2013,3.84
chl,2014,3.4
chl,2015,3.4
chl,2016,3.56
chl,2017,3.56
chl,2018,3.49
chl,2019,3.66
chl,2020,3.58
chl,2021,3.18
chn,2000,10.89
chn,2001,10.38
chn,2002,10.11
chn,2003,10.48
chn,2004,10.84
chn,2005,10.72
chn,2006,10.41
chn,2007,9.81
chn,2008,9.18
chn,2009,8.95
chn,2010,8.93
chn,2011,8.75
chn,2012,8.41
chn,2013,8.05
chn,2014,7.69
chn,2015,7.21
chn,2016,6.71
chn,2017,6.51
chn,2018,6.39
chn,2019,6.31
chn,2020,6.37
civ,2000,4.18
civ,2001,4.1
civ,2002,4.51
civ,2003,4.48
civ,2004,6.11
civ,2005,6.26
civ,2006,5.99
civ,2007,6.37
civ,2008,6.11
civ,2009,5.41
civ,2010,4.49
civ,2011,5.4
civ,2012,5.5
civ,2013,5.11
civ,2014,4.71
civ,2015,3.96
civ,2016,3.88
civ,2017,3.72
civ,2018,3.48
civ,2019,3.32
civ,2020,3.43
cmr,2000,6
cmr,2001,5.82
cmr,2002,5.86
cmr,2003,5.78
cmr,2004,5.57
cmr,2005,5.49
cmr,2006,4.89
cmr,2007,4.41
cmr,2008,4.33
cmr,2009,4.57
cmr,2010,4.47
cmr,2011,4.54
cmr,2012,4.53
cmr,2013,4.52
cmr,2014,4.63
cmr,2015,4.62
cmr,2016,4.51
cmr,2017,4.39
cmr,2018,4.33
cmr,2019,4.24
cmr,2020,4.35
cod,2000,16.45
cod,2001,17.37
cod,2002,17.46
cod,2003,17.15
cod,2004,16.71
cod,2005,16.35
cod,2006,16.12
cod,2007,15.72
cod,2008,15.35
cod,2009,15.37
cod,2010,14.88
cod,2011,14.77
cod,2012,17.04
cod,2013,16.51
cod,2014,15.83
cod,2015,14.89
cod,2016,14.91
cod,2017,14.45
cod,2018,13.82
cod,2019,13.45
cod,2020,13.43
cog,2000,2.16
cog,2001,2.33
cog,2002,2.25
cog,2003,2.63
cog,2004,2.71
cog,2005,2.71
cog,2006,3.28
cog,2007,3.11
cog,2008,3.14
cog,2009,3.21
cog,2010,3.18
cog,2011,4.14
cog,2012,4.32
cog,2013,4.57
cog,2014,4.24
cog,2015,4.62
cog,2016,5.39
cog,2017,5.65
cog,2018,6.12
cog,2019,6.63
cog,2020,7.09
col,2000,3.02
col,2001,2.97
col,2002,2.84
col,2003,2.79
col,2004,2.67
col,2005,2.66
col,2006,2.63
col,2007,2.45
col,2008,2.49
col,2009,2.56
col,2010,2.41
col,2011,2.31
col,2012,2.15
col,2013,2.68
col,2014,2.6
col,2015,2.56
col,2016,2.6
col,2017,2.45
col,2018,2.31
col,2019,2.44
col,2020,2.46
col,2021,2.2
com,2000,2.66
com,2001,2.68
com,2002,2.65
com,2003,2.88
com,2004,2.97
com,2005,2.87
com,2006,3.02
com,2007,2.57
com,2008,2.51
com,2009,2.65
com,2010,2.78
com,2011,2.58
com,2012,2.59
com,2013,2.72
com,2014,2.58
com,2015,2.66
com,2016,2.79
com,2017,3.06
com,2018,3.11
com,2019,3.19
com,2020,3.57
com,2021,4.3
cpv,2000,3.28
cpv,2001,3.61
cpv,2002,3.68
cpv,2003,3.72
cpv,2004,3.48
cpv,2005,3.37
cpv,2006,3.39
cpv,2007,3.01
cpv,2008,2.64
cpv,2009,2.92
cpv,2010,3.03
cpv,2011,3.21
cpv,2012,2.72
cpv,2013,2.7
cpv,2014,2.65
cpv,2015,2.64
cpv,2016,2.51
cpv,2017,2.47
cpv,2018,2.5
cpv,2019,2.42
cpv,2020,2.64
cpv,2021,2.52
cri,2000,2.41
cri,2001,2.34
cri,2002,2.39
cri,2003,2.45
cri,2004,2.78
cri,2005,2.67
cri,2006,2.71
cri,2007,2.64
cri,2008,2.54
cri,2009,2.58
cri,2010,2.47
cri,2011,2.38
cri,2012,2.36
cri,2013,2.42
cri,2014,2.37
cri,2015,2.23
cri,2016,2.11
cri,2017,1.99
cri,2018,1.91
cri,2019,1.97
cri,2020,1.97
cri,2021,1.93
cub,2000,3.46
cub,2001,3.28
cub,2002,3.01
cub,2003,2.89
cub,2004,2.67
cub,2005,2.27
cub,2006,2.02
cub,2007,1.79
cub,2008,1.83
cub,2009,1.75
cub,2010,1.85
cub,2011,1.74
cub,2012,1.73
cub,2013,1.6
cub,2014,1.61
cub,2015,1.57
cub,2016,1.54
cub,2017,1.45
cub,2018,1.35
cub,2019,1.27
cub,2020,1.51
cym,2000,1.91
cym,2001,1.91
cym,2002,1.96
cym,2003,1.93
cym,2004,1.8
cym,2005,1.75
cym,2006,1.69
cym,2007,1.97
cym,2008,2.01
cym,2009,2.05
cym,2010,2.11
cym,2011,2.2
cym,2012,2
cym,2013,1.95
cym,2014,1.94
cym,2015,1.93
cym,2016,1.84
cym,2017,1.87
cym,2018,1.9
cym,2019,2.06
cym,2020,2.03
cyp,2000,3.93
cyp,2001,3.74
cyp,2002,3.66
cyp,2003,3.88
cyp,2004,3.47
cyp,2005,3.37
cyp,2006,3.34
cyp,2007,3.36
cyp,2008,3.44
cyp,2009,3.45
cyp,2010,3.26
cyp,2011,3.15
cyp,2012,3.07
cyp,2013,2.84
cyp,2014,2.96
cyp,2015,2.93
cyp,2016,2.94
cyp,2017,2.86
cyp,2018,2.71
cyp,2019,2.59
cyp,2020,2.57
cze,2000,6.74
cze,2001,6.71
cze,2002,6.69
cze,2003,6.74
cze,2004,6.58
cze,2005,6.11
cze,2006,5.85
cze,2007,5.53
cze,2008,5.28
cze,2009,5.21
cze,2010,5.39
cze,2011,5.1
cze,2012,5.11
cze,2013,5.11
cze,2014,4.85
cze,2015,4.61
cze,2016,4.44
cze,2017,4.41
cze,2018,4.28
cze,2019,4.09
cze,2020,4.08
cze,2021,4.16
deu,2000,3.99
deu,2001,4.04
deu,2002,3.96
deu,2003,3.98
deu,2004,3.97
deu,2005,3.92
deu,2006,3.88
deu,2007,3.58
deu,2008,3.59
deu,2009,3.55
deu,2010,3.59
deu,2011,3.27
deu,2012,3.29
deu,2013,3.34
deu,2014,3.12
deu,2015,3.09
deu,2016,3.04
deu,2017,2.97
deu,2018,2.86
deu,2019,2.77
deu,2020,2.73
deu,2021,2.74
dji,2000,6.03
dji,2001,5.95
dji,2002,6.1
dji,2003,6.13
dji,2004,5.83
dji,2005,5.74
dji,2006,5.12
dji,2007,5.19
dji,2008,5.25
dji,2009,4.43
dji,2010,4.35
dji,2011,3.63
dji,2012,3.3
dji,2013,2.98
dji,2014,2.49
dji,2015,2.42
dji,2016,2.22
dji,2017,2.16
dji,2018,2.18
dji,2019,2.08
dji,2020,1.88
dji,2021,1.86
dma,2000,2.47
dma,2001,2.64
dma,2002,2.55
dma,2003,2.68
dma,2004,3.1
dma,2005,3.23
dma,2006,2.9
dma,2007,3.25
dma,2008,2.94
dma,2009,3.28
dma,2010,3.02
dma,2011,2.79
dma,2012,3.01
dma,2013,2.91
dma,2014,2.93
dma,2015,3.14
dma,2016,3.02
dma,2017,2.9
dma,2018,2.95
dma,2019,2.92
dma,2020,3.19
dma,2021,3.03
dnk,2000,2.99
dnk,2001,3.06
dnk,2002,3.01
dnk,2003,3.17
dnk,2004,2.99
dnk,2005,2.83
dnk,2006,2.93
dnk,2007,2.83
dnk,2008,2.78
dnk,2009,2.78
dnk,2010,2.89
dnk,2011,2.63
dnk,2012,2.52
dnk,2013,2.5
dnk,2014,2.32
dnk,2015,2.25
dnk,2016,2.24
dnk,2017,2.19
dnk,2018,2.14
dnk,2019,2.01
dnk,2020,1.96
dnk,2021,2.07
dom,2000,3.9
dom,2001,3.7
dom,2002,3.87
dom,2003,3.53
dom,2004,3.34
dom,2005,3.19
dom,2006,3.03
dom,2007,2.93
dom,2008,2.73
dom,2009,2.64
dom,2010,2.57
dom,2011,2.54
dom,2012,2.54
dom,2013,2.36
dom,2014,2.19
dom,2015,2.21
dom,2016,2.21
dom,2017,2.09
dom,2018,2.06
dom,2019,2
dom,2020,1.9
dza,2000,4.18
dza,2001,4.07
dza,2002,4.12
dza,2003,4.08
dza,2004,3.96
dza,2005,3.9
dza,2006,4.1
dza,2007,4.21
dza,2008,4.16
dza,2009,4.48
dza,2010,4.42
dza,2011,4.47
dza,2012,4.72
dza,2013,4.76
dza,2014,5
dza,2015,5.05
dza,2016,4.85
dza,2017,4.93
dza,2018,5.2
dza,2019,5.32
dza,2020,5.32
ecu,2000,3.27
ecu,2001,3.35
ecu,2002,3.48
ecu,2003,3.73
ecu,2004,3.54
ecu,2005,3.65
ecu,2006,3.43
ecu,2007,3.69
ecu,2008,3.07
ecu,2009,3.39
ecu,2010,3.47
ecu,2011,3.38
ecu,2012,3.17
ecu,2013,3.21
ecu,2014,3.38
ecu,2015,3.26
ecu,2016,3.16
ecu,2017,3.18
ecu,2018,3.1
ecu,2019,3.27
ecu,2020,3.12
egy,2000,3.27
egy,2001,3.59
egy,2002,3.59
egy,2003,3.62
egy,2004,3.79
egy,2005,4.17
egy,2006,4.12
egy,2007,4.11
egy,2008,3.97
egy,2009,3.88
egy,2010,3.66
egy,2011,3.77
egy,2012,3.8
egy,2013,3.62
egy,2014,3.63
egy,2015,3.45
egy,2016,3.64
egy,2017,3.66
egy,2018,3.44
egy,2019,3.26
egy,2020,3
esp,2000,3.6
esp,2001,3.56
esp,2002,3.57
esp,2003,3.58
esp,2004,3.63
esp,2005,3.57
esp,2006,3.43
esp,2007,3.36
esp,2008,3.22
esp,2009,3.08
esp,2010,3.07
esp,2011,3.05
esp,2012,3.13
esp,2013,2.97
esp,2014,2.86
esp,2015,2.86
esp,2016,2.79
esp,2017,2.85
esp,2018,2.77
esp,2019,2.64
esp,2020,2.66
esp,2021,2.67
est,2000,7.98
est,2001,7.95
est,2002,6.95
est,2003,6.99
est,2004,7
est,2005,6.44
est,2006,5.82
est,2007,6.28
est,2008,5.85
est,2009,5.51
est,2010,7.11
est,2011,6.45
est,2012,5.73
est,2013,6.29
est,2014,5.8
est,2015,4.93
est,2016,5.98
est,2017,5.5
est,2018,5.1
est,2019,4.1
est,2020,3.99
est,2021,4.15
eth,2000,21.38
eth,2001,20.53
eth,2002,20.82
eth,2003,21.97
eth,2004,19.93
eth,2005,18.24
eth,2006,16.97
eth,2007,15.73
eth,2008,14.65
eth,2009,13.85
eth,2010,12.65
eth,2011,11.81
eth,2012,11.2
eth,2013,10.51
eth,2014,9.95
eth,2015,9.22
eth,2016,8.73
eth,2017,8.2
eth,2018,7.92
eth,2019,7.49
eth,2020,7.21
fin,2000,6.57
fin,2001,6.57
fin,2002,6.79
fin,2003,7.02
fin,2004,6.83
fin,2005,6.13
fin,2006,6.41
fin,2007,6
fin,2008,5.71
fin,2009,5.86
fin,2010,6.22
fin,2011,5.83
fin,2012,5.71
fin,2013,5.67
fin,2014,5.81
fin,2015,5.5
fin,2016,5.55
fin,2017,5.34
fin,2018,5.37
fin,2019,5.19
fin,2020,5.07
fin,2021,5.12
fji,2000,2.75
fji,2001,2.97
fji,2002,2.69
fji,2003,2.79
fji,2004,3.27
fji,2005,2.72
fji,2006,2.91
fji,2007,2.7
fji,2008,2.09
fji,2009,1.87
fji,2010,2.19
fji,2011,2.1
fji,2012,2.02
fji,2013,2.19
fji,2014,2.33
fji,2015,2.3
fji,2016,2.01
fji,2017,2.15
fji,2018,2.12
fji,2019,2.15
fji,2020,1.99
fji,2021,2.21
fra,2000,4.36
fra,2001,4.42
fra,2002,4.38
fra,2003,4.45
fra,2004,4.39
fra,2005,4.34
fra,2006,4.17
fra,2007,4.02
fra,2008,4.03
fra,2009,3.97
fra,2010,4.02
fra,2011,3.85
fra,2012,3.84
fra,2013,3.83
fra,2014,3.65
fra,2015,3.66
fra,2016,3.56
fra,2017,3.47
fra,2018,3.39
fra,2019,3.28
fra,2020,3.2
fra,2021,3.23
fsm,2000,7.2
fsm,2001,6.56
fsm,2002,5.95
fsm,2003,6.18
fsm,2004,5.69
fsm,2005,4.51
fsm,2006,4.55
fsm,2007,5.19
fsm,2008,4.66
fsm,2009,5.91
fsm,2010,4.1
fsm,2011,4.51
fsm,2012,5.07
fsm,2013,5.5
fsm,2014,5.74
fsm,2015,5.67
fsm,2016,5.71
fsm,2017,5.54
fsm,2018,5.58
fsm,2019,5.53
fsm,2020,5.58
fsm,2021,5.7
gab,2000,3.03
gab,2001,3.18
gab,2002,3.85
gab,2003,4.43
gab,2004,5.1
gab,2005,5.8
gab,2006,6.71
gab,2007,6.98
gab,2008,7.94
gab,2009,8.68
gab,2010,9.09
gab,2011,6.83
gab,2012,5.73
gab,2013,7.97
gab,2014,7.43
gab,2015,7.22
gab,2016,7.1
gab,2017,6.71
gab,2018,6.54
gab,2019,6.13
gab,2020,6.42
gbr,2000,4.07
gbr,2001,4.01
gbr,2002,3.87
gbr,2003,3.82
gbr,2004,3.69
gbr,2005,3.61
gbr,2006,3.46
gbr,2007,3.26
gbr,2008,3.22
gbr,2009,3.16
gbr,2010,3.21
gbr,2011,2.94
gbr,2012,2.97
gbr,2013,2.87
gbr,2014,2.62
gbr,2015,2.58
gbr,2016,2.49
gbr,2017,2.4
gbr,2018,2.33
gbr,2019,2.22
gbr,2020,2.24
gbr,2021,2.23
geo,2000,5.99
geo,2001,5.12
geo,2002,4.8
geo,2003,4.6
geo,2004,4.47
geo,2005,4.17
geo,2006,4.06
geo,2007,3.98
geo,2008,3.49
geo,2009,3.74
geo,2010,3.55
geo,2011,3.75
geo,2012,3.68
geo,2013,3.99
geo,2014,4.08
geo,2015,4.18
geo,2016,4.2
geo,2017,4.04
geo,2018,3.82
geo,2019,3.83
geo,2020,3.98
gha,2000,4.89
