geo,time,dc_dac_finl_cd
bgd,2000,629999.99523
bgd,2001,500000
bgd,2002,610000.01431
bgd,2003,709999.97854
bgd,2004,670000.01669
bgd,2005,980000.01907
bgd,2006,810000.00238
bgd,2007,1169999.95708
bgd,2008,1389999.98569
bgd,2009,1220000.02861
bgd,2010,1629999.99523
bgd,2011,819999.99285
bgd,2012,774286.9854
bgd,2013,835142.01641
bgd,2014,911062.00218
bgd,2015,784350.99125
bgd,2016,445870.99552
bgd,2017,959828.01914
bgd,2018,2865925.07362
bgd,2019,980143.01062
bgd,2020,871823.01283
bgd,2021,564715.02781
bgd,2022,514634.01318
bgd,2023,599380.01633
bgr,1990,39999.99911
bgr,1991,19999.99955
bgr,1992,129999.99523
bgr,1994,19999.99955
bgr,1996,19999.99955
bgr,1999,19999.99955
bgr,2000,19999.99955
bgr,2001,9999.99978
bhr,1980,9999.99978
bhs,1972,19999.99955
bih,1995,1970000.02861
bih,1996,15010000.22888
bih,1997,8840000.15259
bih,1998,8949999.80927
bih,1999,8119999.88556
bih,2000,4269999.98093
bih,2001,4780000.20981
bih,2002,4659999.84741
bih,2003,6989999.77112
bih,2004,6000000
bih,2005,3900000.09537
bih,2006,4360000.13351
bih,2007,3549999.95232
bih,2008,3730000.01907
bih,2009,3259999.99046
bih,2010,2309999.94278
bih,2011,2160000.08583
bih,2012,722352.02789
bih,2013,564558.02917
bih,2014,579676.98574
bih,2015,462128.99685
bih,2016,115363.00182
bih,2017,66062.00337
bih,2018,814.00003
bih,2019,2091483.11615
bih,2020,271127.99883
bih,2021,170680.00138
bih,2022,95278.00232
bih,2023,85423.99853
blr,2005,9999.99978
blr,2007,100000.00149
blr,2008,170000.00179
blr,2009,370000.00477
blr,2010,370000.00477
blr,2011,409999.99642
blr,2012,359295.99404
blr,2013,383208.00662
blr,2014,387955.00994
blr,2015,330570.01233
blr,2016,105056.00274
blr,2017,83502.00206
blr,2018,145388.00716
blr,2019,151117.99538
blr,2020,151133.00085
blr,2021,174092.99314
blr,2022,175901.99411
blr,2023,233034.99818
blz,1999,39999.99911
blz,2003,19999.99955
blz,2004,29999.99933
blz,2005,39999.99911
blz,2006,9999.99978
blz,2007,29999.99933
blz,2008,29999.99933
blz,2009,59999.99866
blz,2010,9999.99978
blz,2011,19999.99955
blz,2013,34519.00184
bol,1974,19999.99955
bol,1983,129999.99523
bol,1984,109999.9994
bol,1985,100000.00149
bol,1986,129999.99523
bol,1987,39999.99911
bol,1988,140000.0006
bol,1989,9999.99978
bol,1990,50000.00075
bol,1991,29999.99933
bol,1992,170000.00179
bol,1993,59999.99866
bol,1994,19999.99955
bol,1995,319999.99285
bol,1996,330000.01311
bol,1997,560000.00238
bol,1998,349999.99404
bol,1999,300000.01192
bol,2000,219999.99881
bol,2001,280000.00119
bol,2002,519999.98093
bol,2003,819999.99285
bol,2004,870000.00477
bol,2005,280000.00119
bol,2006,409999.99642
bol,2007,699999.98808
bol,2008,280000.00119
bol,2009,1000000
bol,2010,1220000.02861
bol,2011,1059999.94278
bol,2012,940358.99639
bol,2013,1236210.94227
bol,2014,1029837.96597
bol,2015,864535.98738
bol,2016,896562.99353
bol,2017,579567.01517
bol,2018,316599.01142
bol,2019,371731.01306
bol,2020,199928.00057
bol,2021,439653.99265
bol,2022,300763.01098
bol,2023,389995.99218
bra,1973,29999.99933
bra,1974,59999.99866
bra,1975,39999.99911
bra,1976,19999.99955
bra,1978,9999.99978
bra,1979,9999.99978
bra,1982,9999.99978
bra,1983,9999.99978
bra,1984,19999.99955
bra,1985,29999.99933
bra,1986,230000.00417
bra,1987,300000.01192
bra,1988,360000.01431
bra,1989,230000.00417
bra,1990,239999.99464
bra,1991,300000.01192
bra,1992,150000.00596
bra,1993,79999.99821
bra,1994,39999.99911
bra,1995,259999.99046
bra,1996,250000
bra,1997,360000.01431
bra,1998,449999.98808
bra,1999,330000.01311
bra,2000,219999.99881
bra,2001,319999.99285
bra,2002,1370000.00477
bra,2003,1460000.03815
bra,2004,1669999.95708
bra,2005,239999.99464
bra,2006,270000.01073
bra,2007,589999.97377
bra,2008,-19999.99955
bra,2009,1370000.00477
bra,2010,1379999.99523
bra,2011,1509999.99046
bra,2012,1414994.00139
bra,2013,1369629.97913
bra,2014,1064461.94649
bra,2015,526714.9806
bra,2016,473457.0086
bra,2017,446967.98921
bra,2018,482984.98988
bra,2019,345210.99925
bra,2020,194857.99968
bra,2021,235192.99924
bra,2022,454903.00655
bra,2023,500118.97087
brb,1980,9999.99978
brb,1983,9999.99978
brb,1986,879999.99523
brb,1988,500000
brb,1989,19999.99955
brb,1990,9999.99978
brb,1991,-170000.00179
brb,1992,-150000.00596
brb,1993,-170000.00179
brb,1994,-70000.0003
brb,1995,-70000.0003
brb,1996,-170000.00179
brb,1997,-119999.99732
brb,1998,-29999.99933
brn,1979,9999.99978
brn,1986,9999.99978
brn,1987,9999.99978
btn,1975,19999.99955
btn,1981,9999.99978
btn,1983,90000.00358
btn,1984,79999.99821
btn,1985,419999.98689
btn,1986,469999.99881
btn,1987,189999.99762
btn,1988,310000.00238
btn,1989,159999.99642
btn,1990,129999.99523
btn,1991,219999.99881
btn,1992,59999.99866
btn,1993,29999.99933
btn,1997,39999.99911
btn,2003,19999.99955
btn,2004,39999.99911
btn,2005,79999.99821
btn,2007,39999.99911
btn,2008,79999.99821
btn,2009,170000.00179
btn,2010,259999.99046
btn,2011,259999.99046
btn,2012,386032.99856
btn,2013,504375.99421
btn,2014,559279.97828
btn,2015,357621.01412
btn,2016,275020.9868
btn,2017,125589.99658
btn,2018,190127.99859
btn,2019,192710.99567
btn,2020,170568.00425
btn,2021,223580.00278
btn,2023,7569.00012
bwa,1972,19999.99955
bwa,1976,29999.99933
bwa,1978,9999.99978
bwa,1980,100000.00149
bwa,1981,39999.99911
bwa,1982,19999.99955
bwa,1983,150000.00596
bwa,1984,29999.99933
bwa,1985,19999.99955
bwa,1986,400000.00596
bwa,1987,219999.99881
bwa,1988,379999.99523
bwa,1989,1159999.96662
bwa,1990,1779999.97139
bwa,1991,2079999.92371
bwa,1992,400000.00596
bwa,1993,-119999.99732
bwa,1994,9999.99978
bwa,1995,239999.99464
bwa,1996,159999.99642
bwa,1997,90000.00358
bwa,1998,119999.99732
bwa,1999,109999.9994
bwa,2000,50000.00075
bwa,2001,119999.99732
bwa,2002,150000.00596
bwa,2003,699999.98808
bwa,2004,50000.00075
bwa,2005,109999.9994
bwa,2006,129999.99523
bwa,2007,209999.99344
bwa,2008,400000.00596
bwa,2009,579999.98331
bwa,2010,180000.00715
bwa,2011,540000.02146
bwa,2012,334627.00248
bwa,2013,436682.99913
bwa,2014,479788.00535
bwa,2015,411850.00539
bwa,2016,122969.00153
bwa,2017,114981.00311
bwa,2018,115083.00155
bwa,2019,108854.00325
bwa,2020,182058.00653
bwa,2021,231259.00328
caf,2005,500000
caf,2006,500000
caf,2007,2460000.03815
caf,2008,3200000.04768
caf,2009,3009999.99046
caf,2010,2940000.05722
caf,2011,1909999.96662
caf,2012,2229454.04053
caf,2013,1762480.02052
caf,2014,6060529.23203
caf,2015,2596251.01089
caf,2016,834900.02155
caf,2017,714143.99147
caf,2018,794165.01522
caf,2019,2041735.88753
caf,2020,605176.98526
caf,2021,2238656.99768
caf,2022,576574.98121
caf,2023,502874.01676
chl,1971,19999.99955
chl,1972,259999.99046
chl,1973,409999.99642
chl,1974,150000.00596
chl,1975,29999.99933
chl,1976,19999.99955
chl,1980,19999.99955
chl,1982,19999.99955
chl,1983,19999.99955
chl,1984,39999.99911
chl,1985,50000.00075
chl,1986,79999.99821
chl,1987,59999.99866
chl,1988,129999.99523
chl,1989,289999.99166
chl,1990,5550000.19073
chl,1991,1389999.98569
chl,1992,550000.01192
chl,1993,189999.99762
chl,1994,-419999.98689
chl,1995,-379999.99523
chl,1996,-469999.99881
chl,1997,-490000.00954
chl,1998,-569999.99285
chl,1999,-670000.01669
chl,2000,-620000.00477
chl,2001,50000.00075
chl,2002,59999.99866
chl,2003,129999.99523
chl,2004,129999.99523
chl,2005,119999.99732
chl,2006,70000.0003
chl,2007,170000.00179
chl,2008,330000.01311
chl,2009,209999.99344
chl,2010,819999.99285
chl,2011,300000.01192
chl,2012,640290.97557
chl,2013,491091.99643
chl,2014,285364.98547
chl,2015,213588.99772
chl,2016,273665.01093
chn,1980,109999.9994
chn,1981,280000.00119
chn,1982,9999.99978
chn,1983,9999.99978
chn,1984,29999.99933
chn,1985,2150000.09537
chn,1986,170000.00179
chn,1987,2069999.93324
chn,1988,589999.97377
chn,1989,3549999.95232
chn,1990,16059999.46594
chn,1991,12659999.84741
chn,1992,12819999.69482
chn,1993,9569999.69482
chn,1994,9550000.19073
chn,1995,16239999.77112
chn,1996,14470000.26703
chn,1997,17209999.08447
chn,1998,14649999.61853
chn,1999,13220000.26703
chn,2000,10939999.58038
chn,2001,9170000.07629
chn,2002,4050000.19073
chn,2003,2910000.08583
chn,2004,3480000.01907
chn,2005,6579999.92371
chn,2006,7420000.07629
chn,2007,9510000.22888
chn,2008,9590000.15259
chn,2009,7150000.09537
chn,2010,5610000.13351
chn,2011,2809999.94278
chn,2012,4051675.79651
chn,2013,6328029.15573
chn,2014,7310564.04114
chn,2015,2319633.96072
chn,2016,1965281.00967
chn,2017,659844.99454
chn,2018,569458.00781
chn,2019,-378731.01234
chn,2020,430391.01362
chn,2021,216012.99942
chn,2022,147178.99263
chn,2023,211637.00521
civ,1979,9999.99978
civ,1985,9999.99978
civ,1986,9999.99978
civ,1988,79999.99821
civ,1990,70000.0003
civ,1991,509999.99046
civ,1992,29999.99933
civ,1998,19999.99955
civ,1999,39999.99911
civ,2002,59999.99866
civ,2004,620000.00477
civ,2005,330000.01311
civ,2006,629999.99523
civ,2008,319999.99285
civ,2009,550000.01192
civ,2010,460000.00834
civ,2011,1450000.04768
civ,2012,371012.98571
civ,2013,659263.01479
civ,2014,493674.99352
civ,2015,467548.99621
civ,2016,391202.98624
civ,2017,243123.99328
civ,2018,173006.99651
civ,2019,103402.00365
civ,2022,537128.98493
civ,2023,911975.9798
cmr,1980,19999.99955
cmr,1981,39999.99911
cmr,1984,9999.99978
cmr,1986,50000.00075
cmr,1987,19999.99955
cmr,1988,29999.99933
cmr,1989,39999.99911
cmr,1990,9999.99978
cmr,1991,419999.98689
cmr,1992,920000.01669
cmr,1993,469999.99881
cmr,1994,129999.99523
cmr,1995,150000.00596
cmr,1996,200000.00298
cmr,1997,19999.99955
cmr,1998,50000.00075
cmr,1999,19999.99955
cmr,2000,9999.99978
cmr,2003,170000.00179
cmr,2004,250000
cmr,2005,280000.00119
cmr,2006,360000.01431
cmr,2007,280000.00119
cmr,2008,200000.00298
cmr,2009,289999.99166
cmr,2010,419999.98689
cmr,2011,449999.98808
cmr,2012,289629.01235
cmr,2013,367830.99174
cmr,2014,2536739.11095
cmr,2015,609185.99367
cmr,2016,512136.99579
cmr,2017,317550.00353
cmr,2018,107127.00337
cmr,2019,100298.00236
cmr,2020,79772.003
cod,1980,9999.99978
cod,1987,50000.00075
cod,1988,100000.00149
cod,1989,109999.9994
cod,1990,400000.00596
cod,1991,1279999.97139
cod,1992,1019999.98093
cod,1993,209999.99344
cod,1994,479999.98927
cod,1996,2599999.90463
cod,1997,259999.99046
cod,1998,319999.99285
cod,1999,1350000.02384
cod,2000,879999.99523
cod,2001,1269999.98093
cod,2002,1120000.00477
cod,2003,1899999.97616
cod,2004,2700000.04768
cod,2005,4639999.86649
cod,2006,6139999.86649
cod,2007,6110000.13351
cod,2008,6800000.19073
cod,2009,7099999.90463
cod,2010,6469999.79019
cod,2011,8079999.92371
cod,2012,7445471.76361
cod,2013,7284461.02142
cod,2014,3840557.09839
cod,2015,3757262.94518
cod,2016,1147333.02593
cod,2017,1507810.95028
cod,2018,555213.98783
cod,2019,2941699.02802
cod,2020,5311529.15955
cod,2021,2180866.00304
cod,2022,482872.99275
cod,2023,1915725.94643
cog,1983,39999.99911
cog,1984,29999.99933
cog,1989,29999.99933
cog,1997,129999.99523
cog,2001,29999.99933
cog,2002,79999.99821
cog,2003,150000.00596
cog,2004,140000.0006
cog,2005,140000.0006
cog,2006,9999.99978
cog,2007,29999.99933
cog,2008,50000.00075
cog,2011,19999.99955
cog,2012,8996.99982
cog,2013,13276.99982
cog,2015,22184.99966
cog,2016,16587.00034
cog,2022,1367125.98801
col,1972,50000.00075
col,1974,50000.00075
col,1975,29999.99933
col,1976,59999.99866
col,1979,9999.99978
col,1980,39999.99911
col,1981,289999.99166
col,1983,129999.99523
col,1984,29999.99933
col,1985,159999.99642
col,1986,50000.00075
col,1987,9999.99978
col,1988,90000.00358
col,1989,70000.0003
col,1990,109999.9994
col,1991,150000.00596
col,1992,129999.99523
col,1993,29999.99933
col,1994,9999.99978
col,1995,100000.00149
col,1996,90000.00358
col,1997,79999.99821
col,1998,50000.00075
col,1999,250000
col,2000,50000.00075
col,2001,349999.99404
col,2002,500000
col,2003,529999.97139
col,2004,529999.97139
col,2005,1029999.97139
col,2006,1220000.02861
col,2007,1190000.05722
col,2008,2190000.05722
col,2009,2549999.95232
col,2010,2059999.94278
col,2011,1779999.97139
col,2012,1624261.02161
col,2013,1978862.0472
col,2014,1558050.03643
col,2015,1230049.96777
col,2016,785009.9802
col,2017,10462823.8678
col,2018,533092.97562
col,2019,767298.99645
col,2020,1439596.05694
col,2021,1154818.05801
col,2022,638312.99543
col,2023,751488.98363
com,1993,39999.99911
com,1994,70000.0003
com,1995,90000.00358
com,1996,29999.99933
com,1997,59999.99866
com,1998,19999.99955
com,2014,12577.00007
com,2015,4987.00002
cpv,1976,29999.99933
cpv,1984,79999.99821
cpv,1985,100000.00149
cpv,1986,500000
cpv,1987,1639999.98569
cpv,1988,1009999.99046
cpv,2010,29999.99933
cri,1973,9999.99978
cri,1974,50000.00075
cri,1975,19999.99955
cri,1978,9999.99978
cri,1980,19999.99955
cri,1981,100000.00149
cri,1982,29999.99933
cri,1983,9999.99978
cri,1985,29999.99933
cri,1986,9999.99978
cri,1987,9999.99978
cri,1988,19999.99955
cri,1989,119999.99732
cri,1991,389999.98569
cri,1992,29999.99933
cri,1993,39999.99911
cri,1995,230000.00417
cri,1999,100000.00149
cri,2001,39999.99911
cri,2002,50000.00075
cri,2003,400000.00596
cri,2004,649999.97616
cri,2005,1169999.95708
cri,2006,1759999.99046
cri,2007,1659999.96662
cri,2008,1539999.96185
cri,2009,939999.99762
cri,2010,189999.99762
cri,2011,180000.00715
cri,2012,103083.99796
cri,2013,39535.9993
cri,2015,4579.00017
cri,2016,1041.00001
cri,2018,1411.00003
cub,1972,300000.01192
cub,1973,370000.00477
cub,1974,740000.00954
cub,1975,2049999.95232
cub,1976,439999.99762
cub,1977,1980000.01907
cub,1978,289999.99166
cub,1979,409999.99642
cub,1980,-100000.00149
cub,1981,189999.99762
cub,1982,50000.00075
cub,1983,-189999.99762
cub,1984,-159999.99642
cub,1985,-150000.00596
cub,1986,-189999.99762
cub,1987,19999.99955
cub,1988,-340000.00358
cub,1989,90000.00358
cub,1990,90000.00358
cub,1991,720000.02861
cub,1992,550000.01192
cub,1993,9999.99978
cub,1996,9999.99978
cub,1998,90000.00358
cub,1999,230000.00417
cub,2000,29999.99933
cub,2001,129999.99523
cub,2002,159999.99642
cub,2003,19999.99955
cub,2004,500000
cub,2005,100000.00149
cub,2006,150000.00596
cub,2007,9999.99978
cub,2008,159999.99642
cub,2009,29999.99933
cub,2010,9999.99978
cub,2013,25126.00087
cub,2014,12935.99978
cub,2015,10815.00016
cub,2016,-28650.00069
cub,2018,14999.99966
cym,1982,39999.99911
cyp,1974,119999.99732
cyp,1975,59999.99866
cyp,1978,9999.99978
cyp,1981,9999.99978
cyp,1982,9999.99978
cze,1991,5199999.80927
cze,1993,29999.99933
cze,1994,39999.99911
cze,1996,289999.99166
cze,1997,109999.9994
cze,2000,-449999.98808
dji,1980,29999.99933
dji,1990,29999.99933
dji,1991,119999.99732
dji,1992,79999.99821
dji,2004,29999.99933
dji,2005,59999.99866
dji,2006,9999.99978
dji,2013,6690.99996
dji,2014,9394.00028
dji,2015,7853.99973
dji,2018,8497.99998
dji,2019,8059.99991
dji,2020,5470.00021
dji,2021,17294.99921
dji,2022,8202.99983
dji,2023,8759.00034
dma,1980,9999.99978
dma,2010,19999.99955
dma,2011,0
dma,2012,23778.99922
dma,2013,1460.00006
dom,1980,9999.99978
dom,1987,9999.99978
dom,1990,9999.99978
dom,1992,189999.99762
dom,1993,300000.01192
dom,1994,379999.99523
dom,1995,409999.99642
dom,1996,460000.00834
dom,1997,100000.00149
dom,1998,140000.0006
dom,1999,70000.0003
dom,2000,209999.99344
dom,2001,159999.99642
dom,2002,740000.00954
dom,2003,129999.99523
dom,2004,230000.00417
dom,2005,280000.00119
dom,2006,270000.01073
dom,2007,270000.01073
dom,2008,560000.00238
dom,2009,219999.99881
dom,2010,219999.99881
dom,2011,289999.99166
dom,2012,164956.00343
dom,2013,250425.01092
dom,2014,250454.99206
dom,2015,363608.98614
dom,2016,282173.9912
dom,2017,257966.01176
dom,2018,65195.00166
dom,2019,95550.99905
dom,2020,95725.99828
dom,2021,64650.99752
dom,2023,38653.99957
dza,1971,9999.99978
dza,1972,19999.99955
dza,1973,29999.99933
dza,1974,29999.99933
dza,1975,39999.99911
dza,1981,230000.00417
dza,1986,270000.01073
dza,1989,9999.99978
dza,1990,59999.99866
dza,1991,400000.00596
dza,1992,230000.00417
dza,1993,109999.9994
dza,1996,9999.99978
dza,1997,9999.99978
dza,1999,50000.00075
dza,2000,79999.99821
dza,2001,180000.00715
dza,2002,189999.99762
dza,2003,250000
dza,2004,370000.00477
dza,2005,680000.00715
dza,2006,460000.00834
dza,2007,1139999.98569
dza,2008,469999.99881
dza,2009,560000.00238
dza,2010,189999.99762
dza,2011,170000.00179
dza,2012,161362.00726
dza,2013,200104.99656
dza,2014,201115.99565
dza,2015,147056.99682
dza,2016,133819.99731
dza,2017,115772.99982
dza,2018,171755.00095
dza,2019,145808.99477
dza,2020,130658.99909
dza,2021,118102.99754
dza,2022,116626.00189
dza,2023,139287.99331
ecu,1972,9999.99978
ecu,1974,19999.99955
ecu,1976,29999.99933
ecu,1977,29999.99933
ecu,1978,9999.99978
ecu,1981,9999.99978
ecu,1983,1000000
ecu,1984,109999.9994
ecu,1985,289999.99166
ecu,1986,59999.99866
ecu,1987,239999.99464
ecu,1988,509999.99046
ecu,1989,319999.99285
ecu,1990,400000.00596
ecu,1991,-250000
ecu,1992,270000.01073
ecu,1993,109999.9994
ecu,1994,29999.99933
ecu,1995,109999.9994
ecu,1996,109999.9994
ecu,1997,50000.00075
ecu,1998,170000.00179
ecu,1999,90000.00358
ecu,2000,239999.99464
ecu,2001,230000.00417
ecu,2002,289999.99166
ecu,2003,600000.02384
ecu,2004,610000.01431
ecu,2005,709999.97854
ecu,2006,1080000.04292
ecu,2007,600000.02384
ecu,2008,1220000.02861
ecu,2009,1429999.94755
ecu,2010,899999.97616
ecu,2011,1039999.96185
ecu,2012,498180.00197
ecu,2013,653182.9834
ecu,2014,539852.9768
ecu,2015,163187.99555
ecu,2016,54010.99846
ecu,2017,112614.99673
ecu,2018,5754.99982
ecu,2020,726
egy,1971,9999.99978
egy,1972,9999.99978
egy,1976,59999.99866
egy,1977,449999.98808
egy,1978,230000.00417
egy,1979,1220000.02861
egy,1980,1019999.98093
egy,1981,4159999.84741
