geo,time,sl_tlf_advn_ma_zs
dnk,2000,87.46
dnk,2001,86.23
dnk,2002,84.94
dnk,2003,85.56
dnk,2004,84.93
dnk,2005,85.36
dnk,2006,81.94
dnk,2007,83.11
dnk,2008,81.22
dnk,2009,80.22
dnk,2010,79.7
dnk,2011,79.69
dnk,2012,79.48
dnk,2013,78.39
dnk,2014,78.35
dnk,2015,78.75
dnk,2016,78.63
dnk,2017,78.54
dnk,2018,79.4
dnk,2019,79.48
dnk,2020,78.36
dnk,2021,79.01
dom,2000,92.43
dom,2001,90.59
dom,2002,90.08
dom,2003,90.24
dom,2004,89.16
dom,2005,87.07
dom,2006,89.06
dom,2007,87.81
dom,2008,87.8
dom,2009,87.6
dom,2010,87.21
dom,2011,85.18
dom,2012,89.56
dom,2013,85.3
dom,2014,83.31
dom,2015,87.09
dom,2016,88.47
dom,2017,89.05
dom,2018,90.06
dom,2019,86.94
dom,2020,84.12
dza,2017,61.22
ecu,2000,87.23
ecu,2001,87.98
ecu,2003,89.3
ecu,2004,89.05
ecu,2005,90.25
ecu,2006,90.36
ecu,2007,88.79
ecu,2008,88.87
ecu,2009,85.19
ecu,2010,84.32
ecu,2011,84.98
ecu,2012,84.75
ecu,2013,85.09
ecu,2014,84.46
ecu,2015,86.47
ecu,2016,85.59
ecu,2017,86.15
ecu,2018,84.21
ecu,2019,82.74
ecu,2021,81.91
egy,2008,88.04
egy,2009,87.45
egy,2010,89.3
egy,2011,89.85
egy,2012,87.54
egy,2013,86.9
egy,2014,84.92
egy,2015,86.26
egy,2016,87.03
egy,2017,84.77
egy,2018,82.37
egy,2020,80.28
esp,1992,89.06
esp,1993,84.02
esp,1994,84.8
esp,1995,84.31
esp,1996,84.6
esp,1997,84.5
esp,1998,85.53
esp,1999,85.32
esp,2000,85.43
esp,2001,85.24
esp,2002,85.7
esp,2003,85.88
esp,2004,86.75
esp,2005,86.76
esp,2006,84.7
esp,2007,85.11
esp,2008,84.63
esp,2009,84.03
esp,2010,83.02
esp,2011,82.81
esp,2012,83.39
esp,2013,82.35
esp,2014,82.02
esp,2015,81.49
esp,2016,80.96
esp,2017,80.66
esp,2018,80.86
esp,2019,80.26
esp,2020,79.05
esp,2021,78.63
est,1997,87.85
est,1998,89.01
est,1999,88.47
est,2000,89.29
est,2001,88.52
est,2002,85.87
est,2003,85.61
est,2004,84.56
est,2005,84.12
est,2006,86.19
est,2007,85.87
est,2008,86.85
est,2009,86.85
est,2010,84.69
est,2011,83.08
est,2012,84.28
est,2013,85.88
est,2014,86.92
est,2015,86.59
est,2016,86.61
est,2017,87.7
est,2018,87.6
est,2019,87.94
est,2020,86.91
est,2021,82.26
eth,1999,91.04
eth,2005,94.98
eth,2013,95.83
fin,1995,83.97
fin,1996,82.41
fin,1997,84.37
fin,1998,84.88
fin,1999,85.44
fin,2000,86.2
fin,2001,84.79
fin,2002,84.23
fin,2003,84.92
fin,2004,83.9
fin,2005,82.64
fin,2006,79.24
fin,2007,79.74
fin,2008,79.83
fin,2009,78.38
fin,2010,78.47
fin,2011,77.66
fin,2012,77.85
fin,2013,76.27
fin,2014,75.57
fin,2015,75.49
fin,2016,75.51
fin,2017,74.97
fin,2018,74.47
fin,2019,74.69
fin,2020,74.65
fin,2021,75.9
fji,2005,76.43
fji,2011,88.46
fji,2014,95.27
fji,2016,90.13
fra,1993,83.93
fra,1994,83.38
fra,1995,83.44
fra,1996,85.24
fra,1997,84.49
fra,1998,82.42
fra,1999,82.54
fra,2000,82.65
fra,2001,83.12
fra,2002,83.36
fra,2003,83.26
fra,2004,83.62
fra,2005,82.62
fra,2006,80.4
fra,2007,80.02
fra,2008,79.64
fra,2009,79.86
fra,2010,80.03
fra,2011,80.03
fra,2012,80.49
fra,2013,80.22
fra,2014,79.03
fra,2015,79.46
fra,2016,79.04
fra,2017,78.63
fra,2018,78.58
fra,2019,78.21
fra,2020,77.16
fra,2021,78.84
fsm,2014,85.87
gbr,1992,92.95
gbr,1993,92.49
gbr,1994,92.75
gbr,1995,92.22
gbr,1996,92.22
gbr,1997,92.65
gbr,1999,91.97
gbr,2000,92.14
gbr,2001,92.4
gbr,2002,91.74
gbr,2003,92.15
gbr,2004,91.65
gbr,2005,91.69
gbr,2006,91.92
gbr,2007,91.59
gbr,2008,88.6
gbr,2009,88.49
gbr,2010,88.3
gbr,2011,88.99
gbr,2012,87.79
gbr,2013,87.73
gbr,2014,87.12
gbr,2015,87.44
gbr,2016,87.44
gbr,2017,87.52
gbr,2018,87.3
gbr,2019,87.59
geo,2011,88.18
geo,2012,89.29
geo,2013,88.67
geo,2014,87.54
geo,2015,88.78
geo,2016,88.61
geo,2017,82.37
geo,2018,80.27
geo,2019,80.84
geo,2020,80.99
gha,1991,89.36
gha,2000,75.41
gha,2006,86.15
gha,2010,76.58
gha,2013,83.74
gha,2015,86.01
gha,2017,69.67
gin,2002,70.55
gin,2019,83.16
gmb,2012,90.26
gmb,2018,76.47
gnb,2018,77.61
grc,1992,81.7
grc,1993,82.34
grc,1994,82.47
grc,1995,83.37
grc,1996,83.41
grc,1997,82.85
grc,1998,84.27
grc,1999,86.83
grc,2000,85.98
grc,2001,84.4
grc,2002,85.3
grc,2003,84.83
grc,2004,86.22
grc,2005,85.35
grc,2006,83.23
grc,2007,82.78
grc,2008,82.12
grc,2009,81.87
grc,2010,80.97
grc,2011,79.77
grc,2012,79.33
grc,2013,78.34
grc,2014,75.44
grc,2015,75.75
grc,2016,75.96
grc,2017,76.62
grc,2018,77.09
grc,2019,77.14
grc,2020,75.58
grc,2021,74.11
gtm,2003,92.34
gtm,2004,91.42
gtm,2006,92.91
gtm,2010,92.37
gtm,2011,93.26
gtm,2012,94.4
gtm,2013,89.43
gtm,2014,88.11
gtm,2015,88.79
gtm,2016,89.41
gtm,2017,88.65
gtm,2018,86.84
gtm,2019,85.12
guy,2018,76.02
guy,2019,81.96
hkg,2009,79.13
hkg,2010,79.71
hkg,2011,80.65
hkg,2012,80.94
hkg,2013,79.93
hkg,2014,79.53
hkg,2015,80.28
hkg,2016,79.49
hkg,2017,79.78
hkg,2018,79.65
hkg,2019,79.16
hkg,2020,79.16
hnd,2005,95.45
hnd,2006,91.75
hnd,2007,91.18
hnd,2008,94.1
hnd,2009,92.21
hnd,2010,92.95
hnd,2011,91.29
hnd,2012,85.23
hnd,2013,91.16
hnd,2014,90.73
hnd,2015,86.74
hnd,2016,91.26
hnd,2017,87.19
hnd,2018,90.38
hnd,2019,86.65
hrv,2002,76.28
hrv,2003,74.39
hrv,2004,75.81
hrv,2005,72.65
hrv,2006,67.44
hrv,2007,73.77
hrv,2008,72.25
hrv,2009,72.01
hrv,2010,71.2
hrv,2011,68.97
hrv,2012,70.83
hrv,2013,71.34
hrv,2014,71.23
hrv,2015,70.64
hrv,2016,69.57
hrv,2017,71.22
hrv,2018,70.12
hrv,2019,69.42
hrv,2020,70.7
hrv,2021,69.08
hti,2012,78.15
hun,1997,79.73
hun,1998,77.92
hun,1999,79.27
hun,2000,79.15
hun,2001,79.1
hun,2002,79.02
hun,2003,79.93
hun,2004,80.41
hun,2005,80.75
hun,2006,79.66
hun,2007,79.07
hun,2008,78.72
hun,2009,78.06
hun,2010,77.92
hun,2011,79.14
hun,2012,79.4
hun,2013,79.12
hun,2014,76.11
hun,2015,76.71
hun,2016,77.02
hun,2017,77.44
hun,2018,77.36
hun,2019,78.11
hun,2020,77.04
hun,2021,79.21
idn,1990,91.67
idn,1991,92.36
idn,1992,92.84
idn,1993,92.42
idn,1994,91.29
idn,1996,90.9
idn,1997,94.18
idn,1998,92.69
idn,1999,92.36
idn,2000,94.37
idn,2001,90.89
idn,2002,93.08
idn,2003,89.79
idn,2004,90.64
idn,2005,92.67
idn,2006,91.69
idn,2007,87.53
idn,2008,91.67
idn,2009,89.07
idn,2010,91.29
idn,2011,92.22
idn,2012,93.62
idn,2013,92.96
idn,2014,92.73
idn,2015,91.75
idn,2016,91.68
idn,2017,91.02
idn,2018,88.16
idn,2019,90.16
idn,2020,88.39
idn,2021,86.91
ind,1994,87.24
ind,2000,86.73
ind,2005,85.12
ind,2010,82.5
ind,2012,82.96
ind,2018,79.93
ind,2019,80.99
ind,2020,81.55
irl,1992,88.25
irl,1993,89.32
irl,1994,89.64
irl,1995,89.72
irl,1996,88.49
irl,1997,89.13
irl,1999,92.05
irl,2000,92.33
irl,2001,92.71
irl,2002,89.18
irl,2003,89.04
irl,2004,88.74
irl,2005,89.46
irl,2006,88.19
irl,2007,89.52
irl,2008,89.18
irl,2009,88.25
irl,2010,86.36
irl,2011,85.92
irl,2012,84.81
irl,2013,85.42
irl,2014,84.26
irl,2015,84.62
irl,2016,84.65
irl,2017,85.04
irl,2018,85.54
irl,2019,85.47
irl,2020,85.15
irl,2021,86.06
irn,2005,70.61
irn,2006,67.25
irn,2007,65.06
irn,2008,60.23
irn,2009,61.17
irn,2010,59.83
irn,2011,56.98
irn,2012,57.9
irn,2013,59.22
irn,2014,59.8
irn,2015,62.62
irn,2016,64.18
irn,2018,72.49
irn,2019,72.12
irn,2020,69.34
irq,2007,89.01
irq,2012,76.86
isl,1999,97.4
isl,2000,96.97
isl,2001,94.92
isl,2002,95.88
isl,2003,95.15
isl,2004,91.67
isl,2005,93.24
isl,2006,94.78
isl,2007,93.39
isl,2008,93.25
isl,2009,92.22
isl,2010,92.39
isl,2011,92.51
isl,2012,92.55
isl,2013,93.58
isl,2014,92.42
isl,2015,93.27
isl,2016,94.64
isl,2017,94.45
isl,2018,92.2
isl,2019,91.73
isl,2020,90.23
isl,2021,87.43
isr,2009,77.12
isr,2010,78.02
isr,2011,79.96
isr,2012,84.44
isr,2013,84.23
isr,2014,84.67
isr,2015,84.68
isr,2016,84.89
isr,2017,84.54
isr,2018,82.92
isr,2019,82.15
isr,2020,81.08
ita,1992,87.5
ita,1993,88.02
ita,1994,87.18
ita,1995,86.71
ita,1996,86.61
ita,1997,85.98
ita,1998,86.47
ita,1999,87.27
ita,2000,86.43
ita,2001,86.39
ita,2002,86.18
ita,2003,86.1
ita,2004,85.89
ita,2005,84.26
ita,2006,79.8
ita,2007,79.42
ita,2008,79.64
ita,2009,78.15
ita,2010,77.54
ita,2011,77.87
ita,2012,78.13
ita,2013,76.81
ita,2014,77.01
ita,2015,77.51
ita,2016,77.57
ita,2017,76.84
ita,2018,76.55
ita,2019,76.51
ita,2020,76.09
ita,2021,77.18
jam,2008,85.43
jam,2009,82.35
jam,2010,82.34
jam,2011,79.67
jam,2012,79.05
jam,2013,78.19
jam,2014,79.67
jam,2016,77.76
jam,2017,78.03
jam,2018,76.91
jam,2019,76.99
jam,2020,76.5
jor,2017,75.24
jor,2018,71.9
jor,2019,69.45
jor,2020,69.24
jpn,2012,86.84
jpn,2013,86.73
jpn,2015,85.96
jpn,2016,85.39
jpn,2017,85.97
jpn,2018,85.26
jpn,2019,85.59
jpn,2020,85.14
ken,1999,82.26
ken,2005,83.13
ken,2006,83.13
ken,2016,69.7
ken,2019,88.88
kgz,2011,91.29
kgz,2012,91.07
kgz,2013,85.64
kgz,2014,86.1
kgz,2015,86.03
kgz,2016,85.33
kgz,2017,86.44
kgz,2018,87.01
khm,2000,65.49
khm,2001,60.99
khm,2007,83.21
khm,2008,79.54
khm,2009,69.71
khm,2010,89.5
khm,2011,96.59
khm,2012,98.88
khm,2013,83.13
khm,2014,66.37
khm,2015,79.05
khm,2016,81.57
khm,2017,78.46
khm,2019,79.17
kir,2015,82.92
kor,2000,74.78
kor,2001,74.7
kor,2002,75.16
kor,2003,77.63
kor,2004,78.63
kor,2005,78.71
kor,2006,78.43
kor,2007,78.66
kor,2008,78.6
kor,2009,78.89
kor,2010,79.4
kor,2011,79.91
kor,2012,80.12
kor,2013,79.83
kor,2014,80.44
kor,2015,80.89
kor,2016,80.81
kor,2017,80.9
kor,2018,80.31
kor,2019,80.12
kor,2020,79.17
kor,2021,79.65
kos,2012,73.41
kos,2013,74.91
kos,2014,71.65
kos,2015,65.36
kos,2016,66.22
kos,2017,73.52
kos,2018,87.16
kos,2019,81.51
kos,2020,76.66
kwt,2016,88.26
lao,2010,94.29
lao,2017,80.72
lbn,2019,71.32
lbr,2010,82.36
lbr,2014,93.95
lbr,2016,92.18
lbr,2017,76.75
lca,2017,82.89
lca,2018,81.72
lca,2019,82.29
lca,2020,80.01
lca,2021,77.19
lka,2010,86.66
lka,2011,85.57
lka,2012,79.51
lka,2013,84.97
lka,2014,81.4
lka,2015,85.75
lka,2016,87.01
lka,2017,86.76
lka,2018,86.42
lka,2019,85.41
lso,2019,91.31
ltu,1998,88.56
ltu,1999,87.57
ltu,2000,84.98
ltu,2001,88.64
ltu,2002,85.51
ltu,2003,88.25
ltu,2004,85.99
ltu,2005,88.32
ltu,2006,83.17
ltu,2007,83.05
ltu,2008,84.21
ltu,2009,84.94
ltu,2010,85.53
ltu,2011,84.79
ltu,2012,84.59
ltu,2013,85.53
ltu,2014,85.85
ltu,2015,85.5
ltu,2016,85.57
ltu,2017,84.28
ltu,2018,85.63
ltu,2019,86.28
ltu,2020,85.14
ltu,2021,84.29
lux,1992,83.77
lux,1993,85.03
lux,1994,80.76
lux,1995,83.95
lux,1996,83.4
lux,1997,84.16
lux,1999,81.21
lux,2000,82.11
lux,2001,86.38
lux,2002,85.86
lux,2003,85.28
lux,2004,85.3
lux,2005,84.03
lux,2006,77.5
lux,2007,78.4
lux,2008,80.02
lux,2009,83.08
lux,2010,83.8
lux,2011,82.27
lux,2012,82.29
lux,2013,81.41
lux,2014,81.88
lux,2015,79.64
lux,2016,80.81
lux,2017,82.68
lux,2018,81.54
lux,2019,82.38
lux,2020,80.67
lux,2021,81.67
lva,1998,85.78
lva,1999,83.64
lva,2000,82.63
lva,2001,81.68
lva,2002,83.97
lva,2003,82.19
lva,2004,88.66
lva,2005,85
lva,2006,86.47
lva,2007,87.67
lva,2008,88.85
lva,2009,86.73
lva,2010,84.44
lva,2011,84.05
lva,2012,87.83
lva,2013,86.91
lva,2014,83.73
lva,2015,85.24
lva,2016,85.89
lva,2017,86.05
lva,2018,87.48
lva,2019,88.2
lva,2020,87.71
lva,2021,80.83
mac,2009,92.78
mac,2010,93.52
mac,2011,92.49
mac,2012,92.28
mac,2013,93.93
mac,2014,80.91
mac,2015,94.12
mac,2016,93.36
mco,2016,62.97
mda,2010,70.26
mda,2011,67.49
mda,2012,66.65
mda,2013,68.54
mda,2014,68.67
mda,2015,67.56
mda,2016,67.33
mda,2017,66.36
mda,2018,66.67
mda,2019,68.83
mda,2020,67.5
mda,2021,69.62
mdg,2012,82.34
mdg,2015,75.72
mdv,2009,51.08
mdv,2014,97.9
mdv,2016,92.5
mdv,2019,88.95
mex,2002,88.5
mex,2003,88.57
mex,2004,88.22
mex,2005,89.93
mex,2006,90.59
mex,2007,90.51
mex,2008,90.45
mex,2009,89.05
mex,2010,88.1
mex,2011,87.58
mex,2012,88.2
mex,2013,88
mex,2014,87.57
mex,2015,86.47
mex,2016,86.66
mex,2017,85.8
mex,2018,84.87
mex,2019,84.55
mex,2020,80.21
mex,2021,83.41
mkd,2006,81.11
mkd,2007,77.74
mkd,2008,79.8
mkd,2009,80.31
mkd,2010,79.64
mkd,2011,77.77
mkd,2012,77.88
mkd,2013,77.13
mkd,2014,78.71
mkd,2015,80.34
mkd,2016,81.15
mkd,2017,79.87
mkd,2018,79.8
mkd,2019,80.42
mkd,2020,80.63
mkd,2021,79.58
mli,2013,84.75
mli,2014,67.29
mli,2015,80.53
mli,2016,82.69
mli,2017,80.54
mli,2018,85.92
mli,2020,73.9
mlt,2000,85.37
mlt,2001,90.58
mlt,2002,85.19
mlt,2003,84.56
mlt,2004,88.61
mlt,2005,84.85
mlt,2006,81.39
mlt,2007,85.93
mlt,2008,84.4
mlt,2009,81.82
mlt,2010,79.92
mlt,2011,82.92
mlt,2012,84.69
mlt,2013,86.35
mlt,2014,86.12
mlt,2015,84.47
mlt,2016,84.59
mlt,2017,85.77
mlt,2018,87.25
mlt,2019,89.16
mlt,2020,89.48
mlt,2021,89.6
mmr,2015,71.46
mmr,2017,72.37
mmr,2018,73.38
mmr,2019,81.28
mmr,2020,90.35
mne,2011,72.51
mne,2012,75.48
mne,2013,76.35
mne,2014,74.92
mne,2015,76.34
mne,2016,76.98
mne,2017,75.65
mne,2018,77.5
mne,2019,77.69
mne,2020,76.39
mng,2008,75.4
mng,2009,80.64
mng,2010,79.61
mng,2011,80.89
mng,2012,77.62
mng,2013,76.49
mng,2014,78.85
mng,2015,78.15
mng,2016,75.2
mng,2017,74.39
mng,2018,75.95
mng,2019,77.85
mng,2020,77.47
moz,2015,80.49
mrt,2012,73.73
mrt,2017,80.38
mus,2001,71.45
mus,2002,71.11
mus,2003,73.64
mus,2004,68.82
mus,2005,67.11
mus,2006,68.14
mus,2007,66.92
mus,2008,63.61
mus,2009,65.41
mus,2010,70.02
mus,2012,74.6
mus,2013,74.07
mus,2014,76.28
mus,2015,75
mus,2016,77.37
mus,2017,76.77
mus,2018,75.8
mus,2019,74.23
mus,2020,94.19
mwi,2005,91.45
mwi,2011,84.21
mwi,2013,92.98
mwi,2017,76.58
mwi,2020,69.35
mys,2011,69.69
mys,2012,70.54
mys,2013,71.46
mys,2014,72.02
mys,2015,73.71
mys,2016,72.95
mys,2017,73.67
mys,2018,74.38
mys,2019,76.25
mys,2020,80.66
nam,2010,86.39
nam,2012,90.41
nam,2013,87.87
nam,2014,85.82
nam,2016,76.45
nam,2018,82.33
ner,2011,64.89
ner,2014,73.37
ner,2017,78.1
nga,2016,74.76
nga,2019,76.14
nic,2001,88.46
nic,2005,93.08
nic,2012,93.63
nic,2014,91.09
nld,1996,84.4
nld,1997,84.03
nld,1998,85.57
nld,1999,86.17
nld,2000,84.83
nld,2001,85.9
nld,2002,86.72
nld,2003,85.02
nld,2004,84.22
nld,2005,83.58
nld,2006,80.5
nld,2007,80.77
nld,2008,80.85
nld,2009,80.44
nld,2010,79.89
nld,2011,80.04
nld,2012,80.15
nld,2013,80.53
nld,2014,81.07
nld,2015,80.94
nld,2016,80.57
nld,2017,80.35
nld,2018,80.92
nld,2019,80.96
nld,2020,80.86
nld,2021,80.23
nld_curacao,2018,70.98
nor,1996,86.4
nor,1997,86.74
nor,1998,87.51
nor,1999,87.12
nor,2000,88.33
nor,2001,88.41
nor,2002,87.4
nor,2003,88.25
nor,2004,88.56
nor,2005,86.89
nor,2006,87.76
nor,2007,88.91
nor,2008,88.51
nor,2009,87.75
nor,2010,87.71
nor,2011,86.73
