geo,time,en_urb_lcty_ur_zs
are,2009,26.11984
are,2010,26.07619
are,2011,26.0798
are,2012,26.71762
are,2013,27.79539
are,2014,29.04851
are,2015,30.25577
are,2016,31.35122
are,2017,32.39689
are,2018,33.42626
arg,1960,44.84916
arg,1961,44.7849
arg,1962,44.71223
arg,1963,44.65794
arg,1964,44.62309
arg,1965,44.60477
arg,1966,44.60525
arg,1967,44.62194
arg,1968,44.64673
arg,1969,44.66711
arg,1970,44.67896
arg,1971,44.51572
arg,1972,44.29019
arg,1973,44.06309
arg,1974,43.8496
arg,1975,43.6571
arg,1976,43.4883
arg,1977,43.33703
arg,1978,43.19575
arg,1979,43.05271
arg,1980,42.90081
arg,1981,42.56476
arg,1982,42.1505
arg,1983,41.74102
arg,1984,41.34125
arg,1985,40.9547
arg,1986,40.58372
arg,1987,40.22761
arg,1988,39.89063
arg,1989,39.57644
arg,1990,39.28934
arg,1991,39.03696
arg,1992,38.86256
arg,1993,38.70756
arg,1994,38.5706
arg,1995,38.44995
arg,1996,38.34502
arg,1997,38.25414
arg,1998,38.17595
arg,1999,38.10617
arg,2000,38.04343
arg,2001,37.98428
arg,2002,37.97417
arg,2003,37.99744
arg,2004,38.02873
arg,2005,38.06733
arg,2006,38.1156
arg,2007,38.17165
arg,2008,38.23186
arg,2009,38.28949
arg,2010,38.44427
arg,2011,38.26048
arg,2012,37.99614
arg,2013,37.74106
arg,2014,37.49543
arg,2015,37.26029
arg,2016,37.0355
arg,2017,36.81973
arg,2018,36.61348
arm,1960,55.96083
arm,1961,55.12677
arm,1962,54.37067
arm,1963,53.70262
arm,1964,53.13275
arm,1965,52.65988
arm,1966,52.29306
arm,1967,52.02162
arm,1968,51.83029
arm,1969,51.69101
arm,1970,51.47886
arm,1971,51.16582
arm,1972,50.897
arm,1973,50.67727
arm,1974,50.5237
arm,1975,50.56728
arm,1976,50.68049
arm,1977,50.85328
arm,1978,51.08421
arm,1979,51.10976
arm,1980,50.87394
arm,1981,50.6897
arm,1982,50.56387
arm,1983,50.45984
arm,1984,50.33504
arm,1985,50.16974
arm,1986,49.93044
arm,1987,49.65879
arm,1988,49.50317
arm,1989,49.33665
arm,1990,49.23659
arm,1991,49.62416
arm,1992,50.44941
arm,1993,51.57029
arm,1994,52.74351
arm,1995,53.75658
arm,1996,54.51634
arm,1997,55.05572
arm,1998,55.41695
arm,1999,55.70033
arm,2000,55.98544
arm,2001,56.26654
arm,2002,56.45711
arm,2003,56.61763
arm,2004,56.80211
arm,2005,57.03355
arm,2006,57.33524
arm,2007,57.69671
arm,2008,58.05001
arm,2009,58.30072
arm,2010,58.37701
arm,2011,58.25124
arm,2012,58.23954
arm,2013,58.20389
arm,2014,58.11843
arm,2015,58.04474
arm,2016,58.00095
arm,2017,57.97344
arm,2018,57.95677
aus,1960,25.47857
aus,1961,25.41973
aus,1962,25.28559
aus,1963,25.28554
aus,1964,25.27592
aus,1965,25.26722
aus,1966,25.18054
aus,1967,25.87979
aus,1968,26.46757
aus,1969,26.97712
aus,1970,27.53231
aus,1971,27.70112
aus,1972,27.37166
aus,1973,27.13002
aus,1974,26.62271
aus,1975,26.46745
aus,1976,26.37402
aus,1977,26.25242
aus,1978,26.12262
aus,1979,26.01522
aus,1980,25.87345
aus,1981,25.63814
aus,1982,25.51156
aus,1983,25.49141
aus,1984,25.50211
aus,1985,25.45182
aus,1986,25.33339
aus,1987,25.24289
aus,1988,25.12385
aus,1989,24.9908
aus,1990,24.91175
aus,1991,24.88379
aus,1992,24.85934
aus,1993,24.89565
aus,1994,24.91272
aus,1995,24.8929
aus,1996,24.84648
aus,1997,24.48469
aus,1998,24.14708
aus,1999,23.79032
aus,2000,23.42763
aus,2001,23.03565
aus,2002,22.89343
aus,2003,22.74935
aus,2004,22.6236
aus,2005,22.46232
aus,2006,22.26864
aus,2007,22.45964
aus,2008,22.34278
aus,2009,22.21317
aus,2010,22.19705
aus,2011,22.21817
aus,2012,22.19725
aus,2013,22.1813
aus,2014,22.21687
aus,2015,22.26444
aus,2016,22.28532
aus,2017,22.27763
aus,2018,22.30201
aut,1960,35.66464
aut,1961,35.43184
aut,1962,35.17233
aut,1963,34.90393
aut,1964,34.6297
aut,1965,34.36351
aut,1966,34.08119
aut,1967,33.78619
aut,1968,33.57025
aut,1969,33.41382
aut,1970,33.25631
aut,1971,33.04766
aut,1972,32.66673
aut,1973,32.29947
aut,1974,32.0589
aut,1975,31.95901
aut,1976,31.83096
aut,1977,31.63579
aut,1978,31.47913
aut,1979,31.35131
aut,1980,31.17053
aut,1981,30.95606
aut,1982,31.07652
aut,1983,31.27079
aut,1984,31.419
aut,1985,31.5511
aut,1986,31.68053
aut,1987,31.81114
aut,1988,31.91838
aut,1989,31.92773
aut,1990,31.83935
aut,1991,31.67729
aut,1992,31.48808
aut,1993,31.38751
aut,1994,31.4263
aut,1995,31.53878
aut,1996,31.65907
aut,1997,31.78676
aut,1998,31.91787
aut,1999,32.02298
aut,2000,32.11496
aut,2001,32.21697
aut,2002,32.65629
aut,2003,33.10447
aut,2004,33.51608
aut,2005,33.91163
aut,2006,34.23294
aut,2007,34.58001
aut,2008,35.04873
aut,2009,35.54166
aut,2010,36.05136
aut,2011,36.53393
aut,2012,36.77602
aut,2013,36.86792
aut,2014,36.88944
aut,2015,36.78694
aut,2016,36.69962
aut,2017,36.75422
aut,2018,36.87691
aze,1960,49.00462
aze,1961,48.77788
aze,1962,48.5388
aze,1963,48.32872
aze,1964,48.19931
aze,1965,48.17633
aze,1966,48.27035
aze,1967,48.46796
aze,1968,48.76047
aze,1969,49.12448
aze,1970,49.1926
aze,1971,48.89421
aze,1972,48.65526
aze,1973,48.4619
aze,1974,48.42447
aze,1975,48.53067
aze,1976,48.65698
aze,1977,48.7968
aze,1978,48.94879
aze,1979,48.86445
aze,1980,48.49672
aze,1981,48.13295
aze,1982,47.77136
aze,1983,47.40782
aze,1984,47.00393
aze,1985,46.55722
aze,1986,46.10579
aze,1987,45.65496
aze,1988,45.21071
aze,1989,44.82983
aze,1990,45.0494
aze,1991,44.77508
aze,1992,44.52155
aze,1993,44.26789
aze,1994,44.09195
aze,1995,44.00622
aze,1996,43.98558
aze,1997,43.98424
aze,1998,43.99324
aze,1999,43.90477
aze,2000,43.66636
aze,2001,43.44942
aze,2002,43.24782
aze,2003,43.04203
aze,2004,42.7878
aze,2005,42.47335
aze,2006,42.22979
aze,2007,42.0737
aze,2008,41.88494
aze,2009,42.07868
aze,2010,42.6392
aze,2011,42.77642
aze,2012,42.51817
aze,2013,42.26341
aze,2014,42.01927
aze,2015,41.79
aze,2016,41.58298
aze,2017,41.42228
aze,2018,41.29979
bdi,1960,78.40586
bdi,1961,82.49432
bdi,1962,86.81496
bdi,1963,91.35518
bdi,1964,96.01788
bdi,1965,99.84222
bdi,1966,99.01755
bdi,1967,97.77786
bdi,1968,96.62102
bdi,1969,95.70506
bdi,1970,95.21115
bdi,1971,95.40828
bdi,1972,95.92032
bdi,1973,96.59529
bdi,1974,97.13334
bdi,1975,97.3171
bdi,1976,97.1664
bdi,1977,96.68298
bdi,1978,95.98086
bdi,1979,95.19854
bdi,1980,92.69729
bdi,1981,90.02243
bdi,1982,87.39131
bdi,1983,84.83336
bdi,1984,82.30157
bdi,1985,79.82067
bdi,1986,77.36396
bdi,1987,74.97885
bdi,1988,72.7184
bdi,1989,70.62489
bdi,1990,68.73492
bdi,1991,67.52762
bdi,1992,66.51791
bdi,1993,65.64948
bdi,1994,64.94898
bdi,1995,64.40705
bdi,1996,64.05788
bdi,1997,63.83366
bdi,1998,63.60292
bdi,1999,63.29022
bdi,2000,62.70527
bdi,2001,61.80999
bdi,2002,60.66822
bdi,2003,59.36679
bdi,2004,59.53618
bdi,2005,59.67448
bdi,2006,59.80138
bdi,2007,59.91046
bdi,2008,60.01345
bdi,2009,60.12966
bdi,2010,60.25683
bdi,2011,60.41245
bdi,2012,60.60304
bdi,2013,60.80028
bdi,2014,61.00345
bdi,2015,61.19256
bdi,2016,61.36865
bdi,2017,61.54235
bdi,2018,61.72641
bel,1960,17.54249
bel,1961,17.55098
bel,1962,17.54847
bel,1963,17.48519
bel,1964,17.38826
bel,1965,17.29903
bel,1966,17.2509
bel,1967,17.22395
bel,1968,17.22586
bel,1969,17.24709
bel,1970,17.3008
bel,1971,17.33896
bel,1972,17.33979
bel,1973,17.35429
bel,1974,17.36933
bel,1975,17.38943
bel,1976,17.42929
bel,1977,17.4628
bel,1978,17.50317
bel,1979,17.54577
bel,1980,17.58621
bel,1981,17.6342
bel,1982,17.66053
bel,1983,17.6839
bel,1984,17.70659
bel,1985,17.72424
bel,1986,17.74131
bel,1987,17.74978
bel,1988,17.71761
bel,1989,17.67758
bel,1990,17.64972
bel,1991,17.60919
bel,1992,17.56336
bel,1993,17.52039
bel,1994,17.49235
bel,1995,17.48182
bel,1996,17.57016
bel,1997,17.65053
bel,1998,17.73671
bel,1999,17.82107
bel,2000,17.90457
bel,2001,17.97114
bel,2002,18.01972
bel,2003,18.07379
bel,2004,18.12586
bel,2005,18.15656
bel,2006,18.16798
bel,2007,18.16584
bel,2008,18.15397
bel,2009,18.13944
bel,2010,18.10537
bel,2011,18.00169
bel,2012,18.02126
bel,2013,18.06753
bel,2014,18.11926
bel,2015,18.14671
bel,2016,18.18771
bel,2017,18.25068
bel,2018,18.29151
ben,1960,32.40324
ben,1961,32.06439
ben,1962,32.44992
ben,1963,32.88188
ben,1964,33.30603
ben,1965,33.71315
ben,1966,33.70443
ben,1967,33.68448
ben,1968,33.65999
ben,1969,33.63137
ben,1970,33.60879
ben,1971,33.59567
ben,1972,33.58881
ben,1973,33.58611
ben,1974,33.58699
ben,1975,33.59037
ben,1976,33.59599
ben,1977,33.60617
ben,1978,33.62545
ben,1979,33.54681
ben,1980,33.17202
ben,1981,32.79365
ben,1982,32.41299
ben,1983,32.03103
ben,1984,31.65156
ben,1985,31.27154
ben,1986,30.89813
ben,1987,30.53053
ben,1988,30.15616
ben,1989,29.75942
ben,1990,29.33592
ben,1991,28.88547
ben,1992,28.35137
ben,1993,27.72665
ben,1994,27.13724
ben,1995,26.59754
ben,1996,26.10846
ben,1997,25.65799
ben,1998,25.23543
ben,1999,24.82197
ben,2000,24.40848
ben,2001,23.99325
ben,2002,23.37067
ben,2003,22.42552
ben,2004,21.5279
ben,2005,20.67978
ben,2006,19.87812
ben,2007,19.11737
ben,2008,18.3933
ben,2009,17.70167
ben,2010,17.03834
ben,2011,16.40179
ben,2012,15.79152
ben,2013,15.20701
ben,2014,15.25085
ben,2015,15.68326
ben,2016,16.13001
ben,2017,16.59182
ben,2018,17.0699
bfa,1960,26.04934
bfa,1961,26.87609
bfa,1962,27.73898
bfa,1963,28.61906
bfa,1964,29.51484
bfa,1965,30.416
bfa,1966,31.32218
bfa,1967,32.22638
bfa,1968,33.1492
bfa,1969,34.39956
bfa,1970,35.69851
bfa,1971,37.05026
bfa,1972,38.43804
bfa,1973,39.86715
bfa,1974,41.34019
bfa,1975,42.84372
bfa,1976,43.58448
bfa,1977,43.75421
bfa,1978,43.90544
bfa,1979,44.0396
bfa,1980,44.14475
bfa,1981,44.21777
bfa,1982,44.27167
bfa,1983,44.31285
bfa,1984,44.36599
bfa,1985,44.43504
bfa,1986,44.4387
bfa,1987,44.37499
bfa,1988,44.30848
bfa,1989,44.23394
bfa,1990,44.15228
bfa,1991,44.06819
bfa,1992,43.97888
bfa,1993,43.88265
bfa,1994,43.78394
bfa,1995,43.67993
bfa,1996,43.57026
bfa,1997,43.65891
bfa,1998,43.91895
bfa,1999,44.18331
bfa,2000,44.45511
bfa,2001,44.73318
bfa,2002,45.02187
bfa,2003,45.3199
bfa,2004,45.62288
bfa,2005,45.92527
bfa,2006,46.23568
bfa,2007,46.20273
bfa,2008,45.89891
bfa,2009,45.60109
bfa,2010,45.31806
bfa,2011,45.04812
bfa,2012,44.7963
bfa,2013,44.55556
bfa,2014,44.33427
bfa,2015,44.13221
bfa,2016,43.94978
bfa,2017,43.79139
bfa,2018,43.65462
bgd,1960,20.60119
bgd,1961,20.86325
bgd,1962,21.59389
bgd,1963,22.34158
bgd,1964,23.10359
bgd,1965,23.85894
bgd,1966,24.61313
bgd,1967,25.37288
bgd,1968,26.18649
bgd,1969,27.09861
bgd,1970,28.16628
bgd,1971,29.41054
bgd,1972,30.82264
bgd,1973,32.34497
bgd,1974,33.11177
bgd,1975,32.22787
bgd,1976,31.2913
bgd,1977,30.3287
bgd,1978,29.37314
bgd,1979,28.46003
bgd,1980,27.61132
bgd,1981,27.23772
bgd,1982,27.74391
bgd,1983,28.26787
bgd,1984,28.80414
bgd,1985,29.34732
bgd,1986,29.9029
bgd,1987,30.4743
bgd,1988,31.07299
bgd,1989,31.70774
bgd,1990,32.39184
bgd,1991,32.9167
bgd,1992,33.00055
bgd,1993,33.1072
bgd,1994,33.2257
bgd,1995,33.35149
bgd,1996,33.48142
bgd,1997,33.61933
bgd,1998,33.77182
bgd,1999,33.94708
bgd,2000,34.15282
bgd,2001,34.12164
bgd,2002,33.79363
bgd,2003,33.50519
bgd,2004,33.26744
bgd,2005,33.08169
bgd,2006,32.95047
bgd,2007,32.86714
bgd,2008,32.82106
bgd,2009,32.79114
bgd,2010,32.76771
bgd,2011,32.74745
bgd,2012,32.73814
bgd,2013,32.74612
bgd,2014,32.77288
bgd,2015,32.82541
bgd,2016,32.90139
bgd,2017,33.00059
bgd,2018,33.12316
bgr,1960,24.25867
bgr,1961,23.58568
bgr,1962,22.9774
bgr,1963,22.42671
bgr,1964,21.91533
bgr,1965,21.46122
bgr,1966,21.11048
bgr,1967,20.8223
bgr,1968,20.53446
bgr,1969,20.25247
bgr,1970,20.0099
bgr,1971,19.87903
bgr,1972,19.77443
bgr,1973,19.6684
bgr,1974,19.54305
bgr,1975,19.46287
bgr,1976,19.42573
bgr,1977,19.39642
bgr,1978,19.45252
bgr,1979,19.51109
bgr,1980,19.5241
bgr,1981,19.67259
bgr,1982,19.83206
bgr,1983,20.00397
bgr,1984,20.18322
bgr,1985,20.41382
bgr,1986,20.48111
bgr,1987,20.33466
bgr,1988,20.19713
bgr,1989,20.32096
bgr,1990,20.57637
bgr,1991,20.66741
bgr,1992,20.777
bgr,1993,20.77181
bgr,1994,20.62761
bgr,1995,20.50695
bgr,1996,20.40134
bgr,1997,20.3161
bgr,1998,20.24338
bgr,1999,20.14962
bgr,2000,20.04321
bgr,2001,20.22547
bgr,2002,20.78805
bgr,2003,21.09139
bgr,2004,21.35451
bgr,2005,21.62138
bgr,2006,21.84091
bgr,2007,22.04253
bgr,2008,22.27928
bgr,2009,22.50653
bgr,2010,22.7407
bgr,2011,22.97484
bgr,2012,23.19744
bgr,2013,23.36981
bgr,2014,23.4983
bgr,2015,23.64417
bgr,2016,23.80666
bgr,2017,23.97711
bgr,2018,24.14758
bhr,1960,48.52891
bhr,1961,48.99196
bhr,1962,49.57536
bhr,1963,50.2852
bhr,1964,51.11661
bhr,1965,51.54012
bhr,1966,51.22512
bhr,1967,50.95718
bhr,1968,50.64036
bhr,1969,50.15776
bhr,1970,49.44192
bhr,1971,48.59379
bhr,1972,47.77443
bhr,1973,46.73781
bhr,1974,45.44718
bhr,1975,43.92768
bhr,1976,42.20346
bhr,1977,40.39843
bhr,1978,38.72833
bhr,1979,37.38039
bhr,1980,36.42272
bhr,1981,35.71002
bhr,1982,34.86762
bhr,1983,34.19242
bhr,1984,33.53348
bhr,1985,32.79862
bhr,1986,31.97174
bhr,1987,31.09925
bhr,1988,30.24031
bhr,1989,29.46177
bhr,1990,28.79684
bhr,1991,28.22909
bhr,1992,27.79986
bhr,1993,27.45246
bhr,1994,27.11374
bhr,1995,26.76014
bhr,1996,26.38869
bhr,1997,25.98229
bhr,1998,25.49734
bhr,1999,24.88459
bhr,2000,24.12732
bhr,2001,23.62568
bhr,2002,24.21687
bhr,2003,24.69571
bhr,2004,25.0336
bhr,2005,25.23095
bhr,2006,25.27945
bhr,2007,25.25658
bhr,2008,25.34891
bhr,2009,25.74048
bhr,2010,26.56534
bhr,2011,27.98371
bhr,2012,29.856
bhr,2013,32.01559
bhr,2014,34.18392
bhr,2015,36.11456
bhr,2016,37.69525
bhr,2017,39.02109
bhr,2018,40.29323
bih,1960,27.56889
bih,1961,26.97693
bih,1962,26.37404
bih,1963,25.80553
bih,1964,25.28784
bih,1965,24.83204
bih,1966,24.4388
bih,1967,24.09786
bih,1968,23.79701
bih,1969,23.51785
bih,1970,23.2477
bih,1971,22.97679
bih,1972,22.69024
bih,1973,22.41627
bih,1974,22.16153
bih,1975,21.93085
bih,1976,21.72659
bih,1977,21.54518
bih,1978,21.37817
bih,1979,21.21422
bih,1980,21.04768
bih,1981,20.8582
bih,1982,20.60126
bih,1983,20.35048
bih,1984,20.10563
bih,1985,19.87192
bih,1986,19.63342
bih,1987,19.40142
bih,1988,19.23271
bih,1989,19.20141
bih,1990,19.35446
bih,1991,19.7044
bih,1992,20.1822
bih,1993,20.79088
bih,1994,21.38244
bih,1995,21.81946
bih,1996,22.02953
bih,1997,22.03394
bih,1998,21.88329
bih,1999,21.67194
bih,2000,21.47025
bih,2001,21.29198
bih,2002,21.11798
bih,2003,20.95261
bih,2004,20.79288
bih,2005,20.64083
bih,2006,20.49664
bih,2007,20.36836
bih,2008,20.27361
bih,2009,20.23341
bih,2010,20.26095
bih,2011,20.36711
bih,2012,20.545
bih,2013,20.76701
bih,2014,20.9872
bih,2015,21.16377
bih,2016,21.28171
bih,2017,21.34575
bih,2018,21.3626
blr,1960,20.73274
blr,1961,20.94846
blr,1962,21.1621
blr,1963,21.3807
blr,1964,21.61259
blr,1965,21.90058
blr,1966,22.20536
blr,1967,22.52269
blr,1968,22.8607
blr,1969,23.22584
blr,1970,23.41498
blr,1971,23.38066
blr,1972,23.37063
blr,1973,23.39152
blr,1974,23.45111
blr,1975,23.62206
blr,1976,23.82304
blr,1977,24.01898
blr,1978,24.20657
blr,1979,24.28655
blr,1980,24.22332
blr,1981,24.15299
blr,1982,24.09827
blr,1983,24.0537
blr,1984,24.022
blr,1985,24.01409
blr,1986,24.01093
blr,1987,24.01939
blr,1988,24.13229
blr,1989,24.14389
blr,1990,24.06056
blr,1991,24.01248
blr,1992,23.92595
blr,1993,23.83914
blr,1994,23.83604
blr,1995,23.88321
blr,1996,23.93504
blr,1997,24.0101
blr,1998,24.09937
blr,1999,24.19895
blr,2000,24.35011
blr,2001,24.51518
blr,2002,24.71476
blr,2003,24.93461
blr,2004,25.1548
blr,2005,25.37939
blr,2006,25.59101
blr,2007,25.75758
blr,2008,25.88838
blr,2009,25.99088
blr,2010,26.10471
blr,2011,26.23527
blr,2012,26.34628
blr,2013,26.43222
blr,2014,26.50311
blr,2015,26.55891
blr,2016,26.62801
blr,2017,26.74269
blr,2018,26.89551
bol,1960,32.74709
bol,1961,32.89206
bol,1962,33.03517
bol,1963,33.17415
bol,1964,33.30846
bol,1965,33.43544
bol,1966,33.5576
bol,1967,33.67511
bol,1968,33.78882
bol,1969,33.8942
bol,1970,33.99353
bol,1971,34.08821
bol,1972,34.18016
bol,1973,34.26648
bol,1974,34.35178
bol,1975,34.43487
bol,1976,34.51839
bol,1977,34.07176
bol,1978,33.479
bol,1979,32.92104
bol,1980,32.39984
bol,1981,31.9163
bol,1982,31.46552
bol,1983,31.04083
bol,1984,30.63179
bol,1985,30.23284
bol,1986,29.84348
bol,1987,29.46572
bol,1988,29.1005
bol,1989,28.74943
bol,1990,28.41474
bol,1991,28.09592
bol,1992,27.808
bol,1993,27.69834
bol,1994,27.59787
bol,1995,27.50646
bol,1996,27.42651
bol,1997,27.35468
bol,1998,27.29458
bol,1999,27.24478
bol,2000,27.20633
bol,2001,27.17716
bol,2002,26.87875
bol,2003,26.53345
bol,2004,26.20347
bol,2005,25.8879
bol,2006,25.58663
bol,2007,25.29971
bol,2008,25.02526
bol,2009,24.76178
bol,2010,24.50927
bol,2011,24.26629
bol,2012,24.03367
bol,2013,23.82954
bol,2014,23.6474
bol,2015,23.47548
bol,2016,23.3134
bol,2017,23.16117
bol,2018,23.0158
bra,1960,13.49192
bra,1961,13.36804
bra,1962,13.25618
bra,1963,13.15181
bra,1964,13.05901
bra,1965,12.97885
bra,1966,13.15882
bra,1967,13.42318
bra,1968,13.70662
bra,1969,14.00811
bra,1970,14.33046
bra,1971,14.43212
bra,1972,14.49899
bra,1973,14.57565
bra,1974,14.66046
bra,1975,14.75093
bra,1976,14.84769
bra,1977,14.94992
bra,1978,15.05936
bra,1979,15.17564
bra,1980,15.30002
bra,1981,15.09935
bra,1982,14.8427
bra,1983,14.60083
bra,1984,14.37736
bra,1985,14.17363
bra,1986,13.98944
bra,1987,13.82342
bra,1988,13.67381
bra,1989,13.53791
bra,1990,13.41476
bra,1991,13.30381
bra,1992,13.13637
bra,1993,12.96648
bra,1994,12.8067
bra,1995,12.65549
bra,1996,12.51234
bra,1997,12.36598
bra,1998,12.22888
bra,1999,12.10282
bra,2000,11.98886
bra,2001,11.94394
bra,2002,11.91216
bra,2003,11.88781
bra,2004,11.87131
bra,2005,11.86181
bra,2006,11.85991
bra,2007,11.86495
bra,2008,11.87612
bra,2009,11.89167
bra,2010,11.91106
bra,2011,11.90599
bra,2012,11.90203
bra,2013,11.90104
bra,2014,11.90291
bra,2015,11.90762
bra,2016,11.91529
bra,2017,11.92536
bra,2018,11.93929
caf,1960,31.2588
caf,1961,32.31525
caf,1962,33.39651
caf,1963,34.49824
caf,1964,35.61106
caf,1965,36.73407
caf,1966,37.75783
caf,1967,38.52312
caf,1968,39.24409
caf,1969,40.03224
caf,1970,40.92424
caf,1971,41.93011
caf,1972,43.03793
caf,1973,44.20133
caf,1974,45.36712
caf,1975,46.48848
caf,1976,47.02111
caf,1977,47.02834
caf,1978,46.95109
caf,1979,46.78401
caf,1980,46.53253
caf,1981,46.18249
caf,1982,45.76241
caf,1983,45.35013
caf,1984,45.03938
caf,1985,44.8773
caf,1986,44.88836
caf,1987,45.03217
caf,1988,45.22911
caf,1989,45.2945
caf,1990,45.17077
caf,1991,44.90019
caf,1992,44.52538
caf,1993,44.09452
caf,1994,43.67768
caf,1995,43.31508
caf,1996,43.01667
caf,1997,42.76278
caf,1998,42.55325
caf,1999,42.37441
caf,2000,42.22169
caf,2001,42.09923
caf,2002,42.01401
caf,2003,41.95914
caf,2004,41.92706
caf,2005,41.88804
caf,2006,41.83146
caf,2007,41.76449
caf,2008,41.73663
caf,2009,41.80401
caf,2010,42.00359
caf,2011,42.35288
caf,2012,42.82171
caf,2013,43.33254
caf,2014,43.78386
caf,2015,44.09316
caf,2016,44.23352
caf,2017,44.22305
caf,2018,44.0859
can,1960,16.4221
can,1961,16.61176
can,1962,16.58622
can,1963,16.56554
can,1964,16.54689
can,1965,16.54487
can,1966,16.53758
can,1967,16.51694
can,1968,16.5297
can,1969,16.58592
