geo,time,dc_oda_tldc_gn_zs
deu,1986,0.07923
deu,1987,0.07451
deu,1988,0.07688
deu,1989,0.0773
deu,1990,0.07658
deu,1991,0.06472
deu,1992,0.05637
deu,1993,0.05721
deu,1994,0.05316
deu,1995,0.04447
deu,1996,0.04658
deu,1997,0.03772
deu,1998,0.04115
deu,1999,0.03697
deu,2000,0.03554
deu,2001,0.03254
deu,2002,0.04117
deu,2003,0.06485
deu,2004,0.03518
deu,2005,0.03675
deu,2006,0.04175
deu,2007,0.03783
deu,2008,0.04814
deu,2009,0.04823
deu,2010,0.05257
deu,2011,0.05316
deu,2012,0.06729
deu,2013,0.04771
deu,2014,0.05706
deu,2015,0.04674
deu,2016,0.05918
deu,2017,0.06466
deu,2018,0.06642
deu,2019,0.06837
deu,2020,0.09057
dnk,1960,0.00168
dnk,1965,0.01161
dnk,1966,0.01641
dnk,1967,0.01471
dnk,1968,0.03371
dnk,1969,0.06072
dnk,1970,0.07341
dnk,1971,0.0677
dnk,1972,0.08131
dnk,1973,0.09709
dnk,1974,0.1314
dnk,1975,0.13383
dnk,1976,0.12136
dnk,1977,0.15345
dnk,1978,0.17072
dnk,1979,0.18105
dnk,1980,0.2223
dnk,1981,0.17568
dnk,1982,0.19622
dnk,1983,0.2126
dnk,1984,0.19601
dnk,1985,0.22974
dnk,1986,0.224
dnk,1987,0.19958
dnk,1988,0.24647
dnk,1989,0.26061
dnk,1990,0.23624
dnk,1991,0.24576
dnk,1992,0.22527
dnk,1993,0.24147
dnk,1994,0.22021
dnk,1995,0.19311
dnk,1996,0.23516
dnk,1997,0.1997
dnk,1998,0.23398
dnk,1999,0.23788
dnk,2000,0.23698
dnk,2001,0.25014
dnk,2002,0.21764
dnk,2003,0.21469
dnk,2004,0.2046
dnk,2005,0.21292
dnk,2006,0.21132
dnk,2007,0.22571
dnk,2008,0.21741
dnk,2009,0.25037
dnk,2010,0.25438
dnk,2011,0.23949
dnk,2012,0.22617
dnk,2013,0.18615
dnk,2014,0.17491
dnk,2015,0.12687
dnk,2016,0.12863
dnk,2017,0.14225
dnk,2018,0.12532
dnk,2019,0.14383
dnk,2020,0.13061
esp,1987,0.00042
esp,1988,0.00392
esp,1989,0.01063
esp,1990,0.01392
esp,1991,0.015
esp,1992,0.01412
esp,1993,0.01062
esp,1994,0.00808
esp,1995,0.01963
esp,1996,0.01627
esp,1997,0.02647
esp,1998,0.01005
esp,1999,0.0165
esp,2000,0.01006
esp,2001,0.01193
esp,2002,0.0184
esp,2003,0.01745
esp,2004,0.01396
esp,2005,0.03401
esp,2006,0.01046
esp,2007,0.0297
esp,2008,0.04515
esp,2009,0.06761
esp,2010,0.0625
esp,2011,0.0368
esp,2012,0.01941
esp,2013,0.01168
esp,2014,0.00874
esp,2015,0.00627
esp,2016,0.00535
esp,2017,0.00741
esp,2018,0.00807
esp,2019,0.00796
esp,2020,0.00892
fin,1971,0.01051
fin,1972,0.02689
fin,1973,0.02816
fin,1974,0.04057
fin,1975,0.05624
fin,1976,0.07561
fin,1977,0.06067
fin,1978,0.05423
fin,1979,0.0591
fin,1980,0.06778
fin,1981,0.0735
fin,1982,0.07417
fin,1983,0.10256
fin,1984,0.10696
fin,1985,0.11543
fin,1986,0.13847
fin,1987,0.14655
fin,1988,0.18909
fin,1989,0.17864
fin,1990,0.14872
fin,1991,0.16937
fin,1992,0.14673
fin,1993,0.077
fin,1994,0.0807
fin,1995,0.05326
fin,1996,0.05276
fin,1997,0.045
fin,1998,0.05401
fin,1999,0.05132
fin,2000,0.05496
fin,2001,0.05869
fin,2002,0.05962
fin,2003,0.06186
fin,2004,0.06713
fin,2005,0.07053
fin,2006,0.07662
fin,2007,0.08336
fin,2008,0.08736
fin,2009,0.11254
fin,2010,0.11694
fin,2011,0.10381
fin,2012,0.10843
fin,2013,0.10863
fin,2014,0.11814
fin,2015,0.10076
fin,2016,0.08114
fin,2017,0.06491
fin,2018,0.04847
fin,2019,0.06555
fin,2020,0.07685
fra,1960,0.00196
fra,1963,0.00455
fra,1964,0.16335
fra,1965,0.14755
fra,1966,0.12952
fra,1967,0.14619
fra,1968,0.1257
fra,1969,0.11851
fra,1970,0.09536
fra,1971,0.08993
fra,1972,0.10442
fra,1973,0.08899
fra,1974,0.12287
fra,1975,0.10658
fra,1976,0.10119
fra,1977,0.08396
fra,1978,0.08292
fra,1979,0.07926
fra,1980,0.09945
fra,1981,0.12701
fra,1982,0.12033
fra,1983,0.11306
fra,1984,0.1444
fra,1985,0.14008
fra,1986,0.12709
fra,1987,0.12425
fra,1988,0.12866
fra,1989,0.15066
fra,1990,0.15396
fra,1991,0.14532
fra,1992,0.12425
fra,1993,0.11992
fra,1994,0.10497
fra,1995,0.09109
fra,1996,0.07945
fra,1997,0.08727
fra,1998,0.06021
fra,1999,0.05991
fra,2000,0.06192
fra,2001,0.0471
fra,2002,0.07523
fra,2003,0.12447
fra,2004,0.10977
fra,2005,0.04701
fra,2006,0.05434
fra,2007,0.0539
fra,2008,0.04602
fra,2009,0.04116
fra,2010,0.05607
fra,2011,0.0762
fra,2012,0.04769
fra,2013,0.06083
fra,2014,0.0434
fra,2015,0.04419
fra,2016,0.03532
fra,2017,0.04266
fra,2018,0.04382
fra,2019,0.05355
fra,2020,0.07793
gbr,1960,0.0969
gbr,1961,0.12177
gbr,1962,0.13209
gbr,1963,0.1127
gbr,1964,0.15081
gbr,1965,0.13138
gbr,1966,0.13197
gbr,1967,0.12172
gbr,1968,0.07537
gbr,1969,0.06671
gbr,1970,0.04903
gbr,1971,0.05318
gbr,1972,0.05831
gbr,1973,0.04839
gbr,1974,0.05471
gbr,1975,0.06618
gbr,1976,0.06214
gbr,1977,0.06707
gbr,1978,0.08438
gbr,1979,0.09002
gbr,1980,0.08353
gbr,1981,0.07441
gbr,1982,0.06283
gbr,1983,0.05641
gbr,1984,0.05421
gbr,1985,0.06127
gbr,1986,0.05137
gbr,1987,0.05468
gbr,1988,0.06256
gbr,1989,0.05847
gbr,1990,0.04888
gbr,1991,0.0573
gbr,1992,0.0571
gbr,1993,0.0443
gbr,1994,0.05511
gbr,1995,0.04996
gbr,1996,0.0485
gbr,1997,0.04269
gbr,1998,0.04875
gbr,1999,0.04348
gbr,2000,0.07158
gbr,2001,0.07487
gbr,2002,0.05401
gbr,2003,0.07455
gbr,2004,0.10101
gbr,2005,0.07677
gbr,2006,0.08876
gbr,2007,0.08363
gbr,2008,0.09627
gbr,2009,0.11534
gbr,2010,0.11387
gbr,2011,0.13598
gbr,2012,0.123
gbr,2013,0.13987
gbr,2014,0.13838
gbr,2015,0.14493
gbr,2016,0.12316
gbr,2017,0.12811
gbr,2018,0.11484
gbr,2019,0.12624
gbr,2020,0.11065
grc,1996,0.00462
grc,1997,0.00021
grc,1998,0.00125
grc,1999,0.00045
grc,2000,0.00155
grc,2001,0.00197
grc,2002,0.00727
grc,2003,0.00624
grc,2004,0.00746
grc,2005,0.01052
grc,2006,0.00717
grc,2007,0.00881
grc,2008,0.00777
grc,2009,0.009
grc,2010,0.00198
grc,2011,0.00177
grc,2012,0.0016
grc,2013,0.0006
grc,2014,0.00079
grc,2015,0.00059
grc,2016,0.00008
grc,2017,0.00009
grc,2018,0.00008
grc,2019,0.00006
grc,2020,0.00006
hun,2003,0.00003
hun,2004,0.00244
hun,2005,0.02178
hun,2006,0.00041
hun,2007,0.019
hun,2008,0.00315
hun,2009,0.00871
hun,2010,0.00561
hun,2011,0.00585
hun,2012,0.00177
hun,2013,0.00109
hun,2014,0.00058
hun,2015,0.00117
hun,2016,0.00407
hun,2017,0.00322
hun,2018,0.02127
hun,2019,0.02164
hun,2020,0.00934
irl,1974,0.00085
irl,1975,0.00179
irl,1976,0.00518
irl,1977,0.0085
irl,1978,0.01877
irl,1979,0.02394
irl,1980,0.03097
irl,1981,0.0361
irl,1982,0.04279
irl,1983,0.04905
irl,1984,0.0504
irl,1985,0.06419
irl,1986,0.05772
irl,1987,0.05382
irl,1988,0.04952
irl,1989,0.0391
irl,1990,0.03891
irl,1991,0.03737
irl,1992,0.04255
irl,1993,0.06286
irl,1994,0.08323
irl,1995,0.10357
irl,1996,0.11509
irl,1997,0.1347
irl,1998,0.12261
irl,1999,0.10596
irl,2000,0.12384
irl,2001,0.14261
irl,2002,0.18314
irl,2003,0.17709
irl,2004,0.17328
irl,2005,0.1682
irl,2006,0.19182
irl,2007,0.21511
irl,2008,0.23421
irl,2009,0.22332
irl,2010,0.22283
irl,2011,0.21586
irl,2012,0.19447
irl,2013,0.17771
irl,2014,0.14226
irl,2015,0.11352
irl,2016,0.09481
irl,2017,0.094
irl,2018,0.08512
irl,2019,0.08168
irl,2020,0.07853
isl,1992,0.01117
isl,1994,0.00564
isl,1997,0.01242
isl,1998,0.01026
isl,1999,0.01577
isl,2000,0.02634
isl,2001,0.04698
isl,2002,0.03745
isl,2003,0.03721
isl,2004,0.03951
isl,2005,0.05436
isl,2006,0.08487
isl,2007,0.08273
isl,2008,0.1169
isl,2009,0.1141
isl,2010,0.1
isl,2011,0.07705
isl,2012,0.0788
isl,2013,0.09346
isl,2014,0.07706
isl,2015,0.07758
isl,2016,0.06621
isl,2017,0.05711
isl,2018,0.09987
isl,2019,0.08304
isl,2020,0.08679
ita,1960,0.04762
ita,1961,0.04766
ita,1962,0.02862
ita,1963,0.04494
ita,1964,0.02297
ita,1965,0.0265
ita,1966,0.01437
ita,1967,0.04541
ita,1968,0.06631
ita,1969,0.01762
ita,1970,0.02448
ita,1971,0.02144
ita,1972,0.00624
ita,1973,0.01245
ita,1974,0.00718
ita,1975,0.0074
ita,1976,0.00615
ita,1977,0.00658
ita,1978,0.00579
ita,1979,0.00565
ita,1980,0.00856
ita,1981,0.01895
ita,1982,0.03738
ita,1983,0.05476
ita,1984,0.08157
ita,1985,0.09748
ita,1986,0.14371
ita,1987,0.14144
ita,1988,0.15406
ita,1989,0.09841
ita,1990,0.08901
ita,1991,0.0481
ita,1992,0.05548
ita,1993,0.05785
ita,1994,0.03455
ita,1995,0.0253
ita,1996,0.01993
ita,1997,0.02158
ita,1998,0.04123
ita,1999,0.0147
ita,2000,0.02227
ita,2001,0.01727
ita,2002,0.06566
ita,2003,0.0496
ita,2004,0.01718
ita,2005,0.01656
ita,2006,0.01412
ita,2007,0.0146
ita,2008,0.02082
ita,2009,0.01805
ita,2010,0.01417
ita,2011,0.0358
ita,2012,0.00745
ita,2013,0.00765
ita,2014,0.00805
ita,2015,0.01546
ita,2016,0.016
ita,2017,0.01678
ita,2018,0.0176
ita,2019,0.01376
ita,2020,0.01343
jpn,1960,0.05131
jpn,1961,0.02688
jpn,1962,0.04474
jpn,1963,0.04423
jpn,1964,0.02274
jpn,1965,0.01481
jpn,1966,0.01346
jpn,1967,0.00916
jpn,1968,0.01079
jpn,1969,0.0147
jpn,1970,0.0128
jpn,1971,0.01752
jpn,1972,0.0224
jpn,1973,0.02855
jpn,1974,0.02522
jpn,1975,0.02079
jpn,1976,0.01615
jpn,1977,0.02042
jpn,1978,0.03707
jpn,1979,0.05866
jpn,1980,0.05833
jpn,1981,0.04416
jpn,1982,0.05974
jpn,1983,0.03951
jpn,1984,0.0345
jpn,1985,0.04192
jpn,1986,0.04686
jpn,1987,0.04646
jpn,1988,0.04712
jpn,1989,0.043
jpn,1990,0.03549
jpn,1991,0.02946
jpn,1992,0.02669
jpn,1993,0.02824
jpn,1994,0.03266
jpn,1995,0.03075
jpn,1996,0.02545
jpn,1997,0.02262
jpn,1998,0.02836
jpn,1999,0.02464
jpn,2000,0.02694
jpn,2001,0.02738
jpn,2002,0.02473
jpn,2003,0.02396
jpn,2004,0.01894
jpn,2005,0.0272
jpn,2006,0.02432
jpn,2007,0.04113
jpn,2008,0.02785
jpn,2009,0.03594
jpn,2010,0.04702
jpn,2011,0.04209
jpn,2012,0.0491
jpn,2013,0.10709
jpn,2014,0.04812
jpn,2015,0.05448
jpn,2016,0.05021
jpn,2017,0.0667
jpn,2018,0.06385
jpn,2019,0.06447
jpn,2020,0.08779
kor,1987,0.00028
kor,1988,0.00034
kor,1989,0.00015
kor,1990,0.00005
kor,1991,0.00155
kor,1992,0.00157
kor,1993,0.00164
kor,1994,0.00364
kor,1995,0.00274
kor,1996,0.00166
kor,1997,0.00483
kor,1998,0.00936
kor,1999,0.00626
kor,2000,0.00415
kor,2001,0.00171
kor,2002,0.00833
kor,2003,0.00937
kor,2004,0.01258
kor,2005,0.01413
kor,2006,0.01036
kor,2007,0.01241
kor,2008,0.01535
kor,2009,0.01923
kor,2010,0.03284
kor,2011,0.031
kor,2012,0.0367
kor,2013,0.03919
kor,2014,0.03814
kor,2015,0.04185
kor,2016,0.04089
kor,2017,0.03839
kor,2018,0.0372
kor,2019,0.04355
kor,2020,0.04498
lux,1990,0.0621
lux,1991,0.07454
lux,1992,0.05667
lux,1993,0.07314
lux,1994,0.08899
lux,1995,0.09545
lux,1996,0.07488
lux,1997,0.10932
lux,1998,0.11672
lux,1999,0.12188
lux,2000,0.18215
lux,2001,0.19553
lux,2002,0.22915
lux,2003,0.20435
lux,2004,0.19335
lux,2005,0.20391
lux,2006,0.24067
lux,2007,0.2586
lux,2008,0.27438
lux,2009,0.27333
lux,2010,0.26691
lux,2011,0.26076
lux,2012,0.26472
lux,2013,0.28036
lux,2014,0.34006
lux,2015,0.31867
lux,2016,0.3238
lux,2017,0.33144
lux,2018,0.36879
lux,2019,0.38508
lux,2020,0.37137
nld,1965,0.00172
nld,1967,0.00689
nld,1968,0.00039
nld,1969,0.00042
nld,1970,0.01528
nld,1971,0.02144
nld,1972,0.03159
nld,1973,0.0287
nld,1974,0.06768
nld,1975,0.08103
nld,1976,0.09768
nld,1977,0.15234
nld,1978,0.1881
nld,1979,0.18343
nld,1980,0.21791
nld,1981,0.23969
nld,1982,0.22542
nld,1983,0.18634
nld,1984,0.24596
nld,1985,0.20205
nld,1986,0.23631
nld,1987,0.22157
nld,1988,0.22938
nld,1989,0.20184
nld,1990,0.21049
nld,1991,0.14365
nld,1992,0.17021
nld,1993,0.15465
nld,1994,0.14914
nld,1995,0.16697
nld,1996,0.16632
nld,1997,0.16909
nld,1998,0.16107
nld,1999,0.10555
nld,2000,0.14764
nld,2001,0.19612
nld,2002,0.22296
nld,2003,0.19475
nld,2004,0.1824
nld,2005,0.17053
nld,2006,0.13897
nld,2007,0.15325
nld,2008,0.15595
nld,2009,0.13976
nld,2010,0.17069
nld,2011,0.09695
nld,2012,0.08546
nld,2013,0.08537
nld,2014,0.06722
nld,2015,0.06079
nld,2016,0.06618
nld,2017,0.06651
nld,2018,0.06658
nld,2019,0.06697
nld,2020,0.06688
nor,1962,0.00075
nor,1963,0.00209
nor,1964,0.01009
nor,1965,0.01195
nor,1966,0.01527
nor,1967,0.01663
nor,1968,0.01713
nor,1969,0.02403
nor,1970,0.03245
nor,1971,0.06838
nor,1972,0.09905
nor,1973,0.08977
nor,1974,0.13585
nor,1975,0.13934
nor,1976,0.14118
nor,1977,0.20801
nor,1978,0.225
nor,1979,0.2373
nor,1980,0.19834
nor,1981,0.19883
nor,1982,0.27699
nor,1983,0.28476
nor,1984,0.24314
nor,1985,0.27481
nor,1986,0.34258
nor,1987,0.27179
nor,1988,0.31592
nor,1989,0.28843
nor,1990,0.34483
nor,1991,0.34796
nor,1992,0.36559
nor,1993,0.31188
nor,1994,0.33609
nor,1995,0.2555
nor,1996,0.24948
nor,1997,0.24319
nor,1998,0.24354
nor,1999,0.21353
nor,2000,0.18787
nor,2001,0.18643
nor,2002,0.23595
nor,2003,0.25974
nor,2004,0.24538
nor,2005,0.23906
nor,2006,0.24222
nor,2007,0.24624
nor,2008,0.2381
nor,2009,0.23391
nor,2010,0.23973
nor,2011,0.21672
nor,2012,0.18127
nor,2013,0.20281
nor,2014,0.18986
nor,2015,0.17795
nor,2016,0.1687
nor,2017,0.17638
nor,2018,0.16994
nor,2019,0.17471
nor,2020,0.20148
nzl,1972,0.0177
nzl,1973,0.0139
nzl,1974,0.0138
nzl,1975,0.04907
nzl,1976,0.02356
nzl,1977,0.01793
nzl,1978,0.01322
nzl,1979,0.01431
nzl,1980,0.01589
nzl,1981,0.0132
nzl,1982,0.01074
nzl,1983,0.01043
nzl,1984,0.01498
nzl,1985,0.01487
nzl,1986,0.01924
nzl,1987,0.03541
nzl,1988,0.01847
nzl,1989,0.01623
nzl,1990,0.01814
nzl,1991,0.02039
nzl,1992,0.01954
nzl,1993,0.02339
nzl,1994,0.02421
nzl,1995,0.02627
nzl,1996,0.02778
nzl,1997,0.03486
nzl,1998,0.03547
nzl,1999,0.04035
nzl,2000,0.04487
nzl,2001,0.04819
nzl,2002,0.03758
nzl,2003,0.04355
nzl,2004,0.05529
nzl,2005,0.05138
nzl,2006,0.05255
nzl,2007,0.04602
nzl,2008,0.06395
nzl,2009,0.06461
nzl,2010,0.04904
nzl,2011,0.05274
nzl,2012,0.06192
nzl,2013,0.05009
nzl,2014,0.06034
nzl,2015,0.06807
nzl,2016,0.05194
nzl,2017,0.05249
nzl,2018,0.0534
nzl,2019,0.05663
nzl,2020,0.06032
pol,1998,0.00071
pol,1999,0.00129
pol,2000,0.00049
pol,2001,0.01387
pol,2003,0.00027
pol,2004,0.00397
pol,2005,0.00031
pol,2006,0.02783
pol,2007,0.00162
pol,2008,0.00267
pol,2009,0.00374
pol,2010,0.00207
pol,2011,0.00245
pol,2012,0.0025
pol,2013,0.00919
pol,2014,0.00772
pol,2015,0.00962
pol,2016,0.0159
pol,2017,0.00281
pol,2018,0.01558
pol,2019,0.00269
pol,2020,0.00224
prt,1989,0.13557
prt,1990,0.14126
prt,1991,0.19687
prt,1992,0.24338
prt,1993,0.17476
prt,1994,0.17015
prt,1995,0.13716
prt,1996,0.12183
prt,1997,0.14575
prt,1998,0.10126
prt,1999,0.15376
prt,2000,0.12034
prt,2001,0.12341
prt,2002,0.12212
prt,2003,0.07602
prt,2004,0.48275
prt,2005,0.06231
prt,2006,0.06292
prt,2007,0.06103
prt,2008,0.05861
prt,2009,0.06229
prt,2010,0.08648
prt,2011,0.1248
prt,2012,0.06548
prt,2013,0.04715
prt,2014,0.03226
prt,2015,0.02703
prt,2016,0.02287
prt,2017,0.02033
prt,2018,0.02343
prt,2019,0.02327
prt,2020,0.02826
svk,2002,0.00083
svk,2003,0.00274
svk,2004,0.00337
svk,2006,0.03216
svk,2007,0.02671
svk,2008,0.02808
svk,2009,0.00079
svk,2010,0.00162
svk,2011,0.00213
svk,2012,0.00189
svk,2013,0.00362
svk,2014,0.00121
svk,2015,0.00111
svk,2016,0.0012
svk,2017,0.00387
svk,2018,0.00099
svk,2019,0.00127
svk,2020,0.0022
svn,2008,0.00157
svn,2009,0.00104
svn,2010,0.00294
svn,2011,0.00308
svn,2012,0.00147
svn,2013,0.0012
svn,2014,0.00089
svn,2015,0.00097
svn,2016,0.00094
svn,2017,0.00096
svn,2018,0.00107
svn,2019,0.00104
svn,2020,0.00048
swe,1960,0.00207
swe,1961,0.00274
swe,1962,0.00525
swe,1963,0.01097
swe,1964,0.01543
swe,1965,0.0187
swe,1967,0.03567
swe,1968,0.05487
swe,1969,0.06735
swe,1970,0.04847
swe,1971,0.0546
swe,1972,0.13115
swe,1973,0.11153
swe,1974,0.1221
swe,1975,0.18847
swe,1976,0.16789
swe,1977,0.21588
swe,1978,0.20843
swe,1979,0.26468
swe,1980,0.22021
swe,1981,0.2206
swe,1982,0.24767
swe,1983,0.23511
swe,1984,0.19041
swe,1985,0.19931
swe,1986,0.25558
swe,1987,0.19769
swe,1988,0.24218
swe,1989,0.20986
swe,1990,0.23566
swe,1991,0.25808
swe,1992,0.21641
swe,1993,0.23594
swe,1994,0.19632
swe,1995,0.15794
swe,1996,0.16939
swe,1997,0.16508
swe,1998,0.13362
swe,1999,0.12399
swe,2000,0.15024
swe,2001,0.14982
swe,2002,0.14331
swe,2003,0.2015
swe,2004,0.16752
swe,2005,0.17898
swe,2006,0.18879
swe,2007,0.16125
swe,2008,0.18688
swe,2009,0.19915
swe,2010,0.17724
swe,2011,0.2189
swe,2012,0.1769
swe,2013,0.18635
swe,2014,0.17296
swe,2015,0.16786
swe,2016,0.161
swe,2017,0.18733
swe,2018,0.20981
swe,2019,0.19797
swe,2020,0.19942
tha,2006,0.03039
tha,2007,0.02614
tha,2008,0.06628
tha,2009,0.01448
tha,2010,-0.00238
tha,2011,0.00301
tha,2012,0.00043
tha,2013,0.00639
