geo,time,dc_dac_norl_cd
arm,2006,5219999.79019
arm,2007,4659999.84741
arm,2008,3309999.94278
arm,2009,3119999.88556
arm,2010,3569999.93324
arm,2011,3069999.93324
arm,2012,3245935.9169
arm,2013,2948482.03659
arm,2014,1560768.00823
arm,2015,562107.02658
arm,2016,267477.00572
arm,2017,125397.99511
arm,2018,32331.00101
arm,2020,543740.98778
arm,2021,43519.99983
arm,2023,5776789.18839
atg,1998,50000.00075
aze,1994,1970000.02861
aze,1995,2200000.04768
aze,1996,1340000.03338
aze,1997,2180000.06676
aze,1998,2279999.97139
aze,1999,2000000
aze,2000,2230000.01907
aze,2001,2710000.03815
aze,2002,3519999.98093
aze,2003,5400000.09537
aze,2004,5659999.84741
aze,2005,6360000.13351
aze,2006,5630000.11444
aze,2007,5309999.94278
aze,2008,3900000.09537
aze,2009,3990000.00954
aze,2010,3359999.8951
aze,2011,3369999.88556
aze,2012,2985150.0988
aze,2013,1971137.04681
aze,2014,551201.99919
aze,2015,938912.98771
aze,2016,802869.02189
aze,2017,145300.99928
aze,2018,31667.00155
aze,2019,39709.00178
aze,2020,546654.99926
aze,2023,14290.00031
bdi,1971,90000.00358
bdi,1974,90000.00358
bdi,1981,219999.99881
bdi,1982,449999.98808
bdi,1983,1299999.95232
bdi,1984,140000.0006
bdi,1985,1149999.97616
bdi,1986,3240000.00954
bdi,1987,1200000.04768
bdi,1993,310000.00238
bdi,1994,1340000.03338
bdi,1995,5460000.03815
bdi,1996,5800000.19073
bdi,1997,5389999.86649
bdi,1998,5170000.07629
bdi,1999,6389999.86649
bdi,2000,5340000.15259
bdi,2001,5659999.84741
bdi,2002,10170000.07629
bdi,2003,12149999.61853
bdi,2004,11850000.38147
bdi,2005,10279999.73297
bdi,2006,13079999.92371
bdi,2007,20229999.54224
bdi,2008,25450000.76294
bdi,2009,25110000.61035
bdi,2010,19450000.76294
bdi,2011,17329999.92371
bdi,2012,16426038.74207
bdi,2013,13768350.6012
bdi,2014,7176344.87152
bdi,2015,5468503.95203
bdi,2016,5150803.08914
bdi,2017,4349422.93167
bdi,2018,4511555.19485
bdi,2019,4138967.0372
bdi,2020,3758472.91946
bdi,2021,3146502.97165
bdi,2022,2612092.01813
bdi,2023,849906.02732
ben,1964,39999.99911
ben,1974,19999.99955
ben,1975,70000.0003
ben,1978,1940000.05722
ben,1979,4070000.17166
ben,1980,2329999.92371
ben,1981,189999.99762
ben,1982,2730000.01907
ben,1983,629999.99523
ben,1984,349999.99404
ben,1985,2930000.06676
ben,1986,300000.01192
ben,1987,180000.00715
ben,1988,90000.00358
ben,1990,1629999.99523
ben,1991,2900000.09537
ben,1992,46819999.69482
ben,1993,439999.99762
ben,1995,-129999.99523
ben,1996,-230000.00417
ben,1997,-79999.99821
ben,1998,-1139999.98569
ben,2001,100000.00149
ben,2002,129999.99523
ben,2003,209999.99344
ben,2004,219999.99881
ben,2005,59999.99866
ben,2010,50000.00075
ben,2011,9999.99978
ben,2015,18973.00035
ben,2016,18214.00039
ben,2019,305462.00275
ben,2020,711157.97758
ben,2021,667168.0212
ben,2022,840663.01584
ben,2023,52232.99935
bfa,1973,39999.99911
bfa,1976,140000.0006
bfa,1977,2150000.09537
bfa,1978,109999.9994
bfa,1979,1440000.05722
bfa,1980,189999.99762
bfa,1981,2000000
bfa,1983,970000.02861
bfa,1984,39999.99911
bfa,1985,19999.99955
bfa,1986,3630000.11444
bfa,1988,1360000.01431
bfa,1989,360000.01431
bfa,1991,4260000.22888
bfa,1992,1009999.99046
bfa,1993,790000.02146
bfa,1994,79999.99821
bfa,1995,370000.00477
bfa,1996,2390000.1049
bfa,1997,3190000.05722
bfa,1998,1639999.98569
bfa,1999,1500000
bfa,2000,439999.99762
bfa,2001,270000.01073
bfa,2002,370000.00477
bfa,2003,180000.00715
bfa,2004,150000.00596
bfa,2005,219999.99881
bfa,2006,370000.00477
bfa,2007,270000.01073
bfa,2008,219999.99881
bfa,2009,529999.97139
bfa,2010,819999.99285
bfa,2011,759999.99046
bfa,2012,762894.98806
bfa,2013,925576.98488
bfa,2014,745082.02076
bfa,2015,506313.97963
bfa,2016,424813.00235
bfa,2017,2719856.97746
bfa,2018,2971434.11636
bfa,2019,5923555.85098
bfa,2020,7547081.94733
bfa,2021,7771097.18323
bfa,2022,7816445.82748
bfa,2023,5604787.82654
bgd,1971,2579999.92371
bgd,1972,6469999.79019
bgd,1973,1899999.97616
bgd,1974,12279999.73297
bgd,1975,10079999.92371
bgd,1976,5230000.01907
bgd,1977,17120000.83923
bgd,1978,15500000
bgd,1979,23700000.76294
bgd,1980,23430000.30518
bgd,1981,18209999.08447
bgd,1982,28829999.92371
bgd,1983,25559999.46594
bgd,1984,21889999.38965
bgd,1985,22399999.61853
bgd,1986,43040000.91553
bgd,1987,33150001.52588
bgd,1988,36189998.62671
bgd,1989,33599998.47412
bgd,1990,43919998.16895
bgd,1991,42150001.52588
bgd,1992,37889999.38965
bgd,1993,33319999.69482
bgd,1994,36720001.2207
bgd,1995,41200000.76294
bgd,1996,39610000.61035
bgd,1997,32360000.61035
bgd,1998,29870000.83923
bgd,1999,34180000.30518
bgd,2000,18379999.16077
bgd,2001,20579999.92371
bgd,2002,16610000.61035
bgd,2003,12149999.61853
bgd,2004,23940000.53406
bgd,2005,32909999.84741
bgd,2006,21409999.84741
bgd,2007,39830001.83105
bgd,2008,23200000.76294
bgd,2009,14640000.34332
bgd,2010,16920000.07629
bgd,2011,16979999.54224
bgd,2012,16569227.21863
bgd,2013,12538620.94879
bgd,2014,9225230.21698
bgd,2015,4251742.83981
bgd,2016,2704524.04022
bgd,2017,12826775.55084
bgd,2018,14572783.47015
bgd,2019,14232792.85431
bgd,2020,14947506.9046
bgd,2021,17862276.07727
bgd,2022,14769319.5343
bgd,2023,15739406.58569
bgr,1990,9999.99978
bgr,1991,180000.00715
bgr,1992,9999.99978
bgr,1994,9999.99978
bgr,1996,150000.00596
bgr,1997,29999.99933
bgr,1998,50000.00075
bgr,2000,9999.99978
bgr,2001,70000.0003
bgr,2002,529999.97139
bgr,2003,769999.98093
bgr,2004,1159999.96662
bhr,1974,19999.99955
bih,1994,57279998.7793
bih,1995,32310001.37329
bih,1996,46770000.45776
bih,1997,40840000.15259
bih,1998,27889999.38965
bih,1999,31569999.69482
bih,2000,30780000.68665
bih,2001,16870000.83923
bih,2002,23829999.92371
bih,2003,21620000.83923
bih,2004,17010000.22888
bih,2005,17690000.53406
bih,2006,19010000.22888
bih,2007,17379999.16077
bih,2008,19010000.22888
bih,2009,15850000.38147
bih,2010,18229999.54224
bih,2011,14869999.88556
bih,2012,19338167.19055
bih,2013,14309810.63843
bih,2014,15800219.53583
bih,2015,8116227.14996
bih,2016,5291387.08115
bih,2017,4413650.98953
bih,2018,5329496.8605
bih,2019,5866592.88406
bih,2020,4658871.17386
bih,2021,3989837.8849
bih,2022,984085.97708
bih,2023,1033349.03717
blr,2006,189999.99762
blr,2007,2509999.99046
blr,2008,3319999.93324
blr,2009,2579999.92371
blr,2010,2210000.03815
blr,2011,3700000.04768
blr,2012,3539787.05406
blr,2013,3081314.08691
blr,2014,3039094.92493
blr,2015,1529968.0233
blr,2016,436639.01091
blr,2017,68791.00204
blr,2018,86926.99671
blr,2019,56827.00127
blr,2020,568350.97075
blr,2021,465575.99306
blr,2022,514932.99007
blr,2023,611003.99494
blz,1984,289999.99166
blz,1987,9999.99978
blz,1990,29999.99933
blz,1991,59999.99866
blz,1992,59999.99866
blz,2000,209999.99344
blz,2001,29999.99933
blz,2002,109999.9994
blz,2003,70000.0003
blz,2004,39999.99911
blz,2013,169247.99979
blz,2014,161702.00706
blz,2022,114430.00287
blz,2023,108906.99923
bmu,1989,29999.99933
bol,1974,19999.99955
bol,1975,9999.99978
bol,1980,289999.99166
bol,1981,319999.99285
bol,1982,370000.00477
bol,1983,1350000.02384
bol,1984,2019999.98093
bol,1985,1409999.96662
bol,1986,2180000.06676
bol,1987,2230000.01907
bol,1988,2440000.05722
bol,1989,1690000.05722
bol,1990,2539999.96185
bol,1991,3059999.94278
bol,1992,3480000.01907
bol,1993,3000000
bol,1994,2230000.01907
bol,1995,2349999.90463
bol,1996,3009999.99046
bol,1997,3839999.91417
bol,1998,4000000
bol,1999,3460000.03815
bol,2000,2799999.95232
bol,2001,3220000.02861
bol,2002,3289999.96185
bol,2003,3789999.96185
bol,2004,3380000.11444
bol,2005,3700000.04768
bol,2006,3640000.1049
bol,2007,5070000.17166
bol,2008,6409999.84741
bol,2009,6400000.09537
bol,2010,5849999.90463
bol,2011,5820000.17166
bol,2012,5453167.91534
bol,2013,7742570.87708
bol,2014,5030056.95343
bol,2015,3595045.08972
bol,2016,3002410.88867
bol,2017,2836843.01376
bol,2018,3253546.9532
bol,2019,2439452.88658
bol,2020,2004198.07434
bol,2021,2117022.03751
bol,2022,2195859.90906
bol,2023,1721909.99985
bra,1967,19999.99955
bra,1969,140000.0006
bra,1970,9999.99978
bra,1971,19999.99955
bra,1972,29999.99933
bra,1973,59999.99866
bra,1974,140000.0006
bra,1975,119999.99732
bra,1977,19999.99955
bra,1980,59999.99866
bra,1984,289999.99166
bra,1985,340000.00358
bra,1986,340000.00358
bra,1987,100000.00149
bra,1988,569999.99285
bra,1989,500000
bra,1990,579999.98331
bra,1991,639999.98569
bra,1992,1610000.01431
bra,1993,1299999.95232
bra,1994,1769999.98093
bra,1995,2039999.96185
bra,1996,2089999.91417
bra,1997,1889999.98569
bra,1998,2109999.8951
bra,1999,1950000.04768
bra,2000,2309999.94278
bra,2001,2380000.11444
bra,2002,2849999.90463
bra,2003,3880000.11444
bra,2004,3059999.94278
bra,2005,2819999.93324
bra,2006,2799999.95232
bra,2007,9439999.58038
bra,2008,5940000.05722
bra,2009,29469999.31335
bra,2010,37419998.16895
bra,2011,72550003.05176
bra,2012,214642349.24316
bra,2013,678601318.35938
bra,2014,140053741.45508
bra,2015,157200454.71191
bra,2016,111544258.11768
bra,2017,54709312.43896
bra,2018,84275199.89014
bra,2019,14553309.44061
bra,2020,17448554.99268
bra,2021,25648580.55115
bra,2022,30050188.06458
bra,2023,29855613.7085
brb,1980,9999.99978
brb,1986,19999.99955
brb,1987,29999.99933
brb,1988,29999.99933
brb,1989,9999.99978
brb,1993,19999.99955
brb,1999,70000.0003
brb,2000,59999.99866
brb,2001,-9999.99978
btn,1973,9999.99978
btn,1974,19999.99955
btn,1975,19999.99955
btn,1980,39999.99911
btn,1983,159999.99642
btn,1984,870000.00477
btn,1985,1309999.94278
btn,1986,4050000.19073
btn,1987,3059999.94278
btn,1988,1730000.01907
btn,1989,2190000.05722
btn,1990,1330000.04292
btn,1991,8409999.84741
btn,1992,1840000.03338
btn,1993,1100000.02384
btn,1994,629999.99523
btn,1995,779999.97139
btn,1996,1019999.98093
btn,1997,550000.01192
btn,1998,2640000.1049
btn,1999,670000.01669
btn,2000,1440000.05722
btn,2001,660000.02623
btn,2002,1100000.02384
btn,2003,1289999.96185
btn,2004,879999.99523
btn,2005,810000.00238
btn,2006,1320000.05245
btn,2007,1230000.01907
btn,2008,949999.98808
btn,2009,1820000.05245
btn,2010,1879999.99523
btn,2011,2740000.00954
btn,2012,975100.99411
btn,2013,1329349.04099
btn,2014,5390791.89301
btn,2015,3571166.03851
btn,2016,346762.00151
btn,2017,183149.99342
btn,2018,89957.9972
btn,2019,70542.00023
btn,2020,9181.9996
btn,2021,68764.00113
bwa,1969,9999.99978
bwa,1970,39999.99911
bwa,1971,19999.99955
bwa,1973,230000.00417
bwa,1974,5059999.94278
bwa,1975,5630000.11444
bwa,1976,7019999.98093
bwa,1977,5139999.86649
bwa,1978,9050000.19073
bwa,1979,9140000.34332
bwa,1980,12800000.19073
bwa,1981,8829999.92371
bwa,1982,7420000.07629
bwa,1983,8010000.22888
bwa,1984,7780000.20981
bwa,1985,11060000.41962
bwa,1986,11699999.80927
bwa,1987,17000000
bwa,1988,18030000.68665
bwa,1989,18739999.77112
bwa,1990,21760000.22888
bwa,1991,26899999.61853
bwa,1992,25780000.68665
bwa,1993,11350000.38147
bwa,1994,7659999.84741
bwa,1995,6909999.84741
bwa,1996,6570000.17166
bwa,1997,7300000.19073
bwa,1998,4219999.79019
bwa,1999,2730000.01907
bwa,2000,2670000.07629
bwa,2001,3630000.11444
bwa,2002,3170000.07629
bwa,2003,1480000.01907
bwa,2004,1639999.98569
bwa,2005,2170000.07629
bwa,2006,1960000.03815
bwa,2007,2200000.04768
bwa,2008,3009999.99046
bwa,2009,1830000.04292
bwa,2010,629999.99523
bwa,2011,500000
bwa,2012,457834.00536
bwa,2013,182877.00415
bwa,2014,141145.00582
bwa,2015,71379.99684
bwa,2016,200578.00412
bwa,2019,-1349.00003
bwa,2020,42057.99848
bwa,2021,46080.0007
bwa,2022,52221.00019
bwa,2023,57454.00116
caf,1992,29999.99933
caf,1994,19999.99955
caf,1995,9999.99978
caf,1996,270000.01073
caf,1997,59999.99866
caf,1998,19999.99955
caf,1999,9999.99978
caf,2000,319999.99285
caf,2003,219999.99881
caf,2004,490000.00954
caf,2005,1200000.04768
caf,2006,5639999.86649
caf,2007,1149999.97616
caf,2008,1230000.01907
caf,2009,639999.98569
caf,2013,7704504.01306
caf,2014,18458354.94995
caf,2015,10102436.06567
caf,2016,6969944.95392
caf,2017,9551445.00732
caf,2018,8540807.724
caf,2019,7349791.04996
caf,2020,4551605.22461
caf,2021,7284086.22742
caf,2022,7223419.18945
caf,2023,3842037.91618
chl,1967,19999.99955
chl,1971,9999.99978
chl,1972,19999.99955
chl,1973,39999.99911
chl,1974,19999.99955
chl,1977,29999.99933
chl,1980,29999.99933
chl,1984,39999.99911
chl,1985,819999.99285
chl,1986,660000.02623
chl,1987,349999.99404
chl,1988,920000.01669
chl,1989,2519999.98093
chl,1990,6110000.13351
chl,1991,9239999.77112
chl,1992,9000000
chl,1993,2670000.07629
chl,1994,3089999.91417
chl,1995,1529999.97139
chl,1996,1340000.03338
chl,1997,1200000.04768
chl,1998,1110000.01431
chl,1999,600000.02384
chl,2000,649999.97616
chl,2001,759999.99046
chl,2002,469999.99881
chl,2003,639999.98569
chl,2004,239999.99464
chl,2005,15779999.73297
chl,2006,14229999.54224
chl,2007,23049999.23706
chl,2008,34990001.67847
chl,2009,13279999.73297
chl,2010,13069999.69482
chl,2011,-11899999.61853
chl,2012,32358558.65479
chl,2013,9570166.58783
chl,2014,194407.00114
chl,2016,-2582.0001
chn,1980,519999.98093
chn,1981,1200000.04768
chn,1982,779999.97139
chn,1983,5840000.15259
chn,1984,11859999.65668
chn,1985,3589999.91417
chn,1986,4449999.80927
chn,1987,8289999.96185
chn,1988,10109999.65668
chn,1989,6280000.20981
chn,1990,5820000.17166
chn,1991,10600000.38147
chn,1992,15659999.84741
chn,1993,11369999.88556
chn,1994,22549999.23706
chn,1995,10489999.77112
chn,1996,9100000.38147
chn,1997,15029999.73297
chn,1998,11909999.84741
chn,1999,14069999.69482
chn,2000,9899999.61853
chn,2001,9649999.61853
chn,2002,12189999.58038
chn,2003,11939999.58038
chn,2004,14750000
chn,2005,13810000.41962
chn,2006,14369999.88556
chn,2007,16969999.31335
chn,2008,24520000.45776
chn,2009,21670000.07629
chn,2010,22549999.23706
chn,2011,23489999.77112
chn,2012,24320365.90576
chn,2013,21157707.21436
chn,2014,19923194.88525
chn,2015,11444812.77466
chn,2016,10374356.26984
chn,2017,10076980.59082
chn,2018,11584326.74408
chn,2019,11257512.09259
chn,2020,9068307.87659
chn,2021,8877655.98297
chn,2022,10112911.22437
chn,2023,5092784.88159
civ,1974,39999.99911
civ,1975,219999.99881
civ,1976,170000.00179
civ,1977,79999.99821
civ,1978,200000.00298
civ,1979,230000.00417
civ,1980,29999.99933
civ,1982,300000.01192
civ,1983,310000.00238
civ,1984,180000.00715
civ,1985,200000.00298
civ,1986,100000.00149
civ,1987,280000.00119
civ,1988,209999.99344
civ,1989,109999.9994
civ,1990,330000.01311
civ,1991,1009999.99046
civ,1992,620000.00477
civ,1993,500000
civ,1994,400000.00596
civ,1995,11989999.77112
civ,1996,2130000.11444
civ,1997,230000.00417
civ,1998,200000.00298
civ,1999,90000.00358
civ,2000,150000.00596
civ,2001,239999.99464
civ,2002,509999.99046
civ,2003,870000.00477
civ,2004,3039999.96185
civ,2005,3859999.8951
civ,2006,3750000
civ,2007,4670000.07629
civ,2008,3599999.90463
civ,2009,1570000.05245
civ,2010,1720000.02861
civ,2011,7429999.82834
civ,2012,7613039.01672
civ,2013,988674.99828
civ,2014,1091902.01759
civ,2015,1077651.02386
civ,2016,347665.01188
civ,2017,298130.98907
civ,2018,377018.98813
civ,2019,129943.99667
civ,2020,110307.99896
civ,2021,191302.00148
civ,2022,251648.00882
civ,2023,100060.00102
cmr,1969,29999.99933
cmr,1972,59999.99866
cmr,1973,109999.9994
cmr,1974,200000.00298
cmr,1975,119999.99732
cmr,1976,129999.99523
cmr,1977,9529999.73297
cmr,1978,1559999.94278
cmr,1979,2900000.09537
cmr,1980,2279999.97139
cmr,1981,189999.99762
cmr,1982,400000.00596
cmr,1985,129999.99523
cmr,1986,129999.99523
cmr,1987,270000.01073
cmr,1988,200000.00298
cmr,1989,90000.00358
cmr,1990,19999.99955
cmr,1991,430000.00715
cmr,1992,400000.00596
cmr,1993,469999.99881
cmr,1994,500000
cmr,1995,479999.98927
cmr,1996,449999.98808
cmr,1997,479999.98927
cmr,1998,860000.01431
cmr,1999,730000.01907
cmr,2000,689999.99762
cmr,2001,959999.97854
cmr,2002,5739999.77112
cmr,2003,1860000.01431
cmr,2004,1690000.05722
cmr,2005,1850000.02384
cmr,2006,740000.00954
cmr,2007,460000.00834
cmr,2008,519999.98093
cmr,2009,409999.99642
cmr,2010,400000.00596
cmr,2011,500000
cmr,2012,833001.97124
cmr,2013,1143007.9937
cmr,2014,1064736.00864
cmr,2015,690303.9813
cmr,2016,373380.98884
cmr,2017,1693460.94131
cmr,2018,2676862.00142
cmr,2019,2982683.89702
cmr,2020,2761629.10461
cmr,2021,2978955.03044
cmr,2022,3025408.98323
cmr,2023,2157002.92587
cod,1964,100000.00149
cod,1966,9999.99978
cod,1968,90000.00358
cod,1969,300000.01192
cod,1970,140000.0006
cod,1971,100000.00149
cod,1972,239999.99464
cod,1973,340000.00358
cod,1974,300000.01192
cod,1975,330000.01311
cod,1976,280000.00119
cod,1977,109999.9994
cod,1978,189999.99762
cod,1979,250000
cod,1980,150000.00596
cod,1981,319999.99285
cod,1982,589999.97377
cod,1983,540000.02146
cod,1984,589999.97377
cod,1985,949999.98808
cod,1986,500000
cod,1987,930000.00715
cod,1988,1000000
cod,1989,439999.99762
cod,1990,219999.99881
cod,1991,800000.01192
cod,1992,750000
cod,1993,829999.98331
cod,1994,1259999.99046
cod,1995,1909999.96662
cod,1996,6289999.96185
cod,1997,7940000.05722
cod,1998,2539999.96185
cod,1999,2220000.02861
cod,2000,5659999.84741
cod,2001,3869999.88556
cod,2002,12470000.26703
cod,2003,17100000.38147
cod,2004,18000000
cod,2005,19290000.91553
cod,2006,20709999.08447
cod,2007,23329999.92371
cod,2008,34880001.06812
cod,2009,28049999.23706
cod,2010,28299999.23706
cod,2011,31819999.69482
cod,2012,32565307.61719
cod,2013,44914680.48096
cod,2014,35939147.94922
cod,2015,24351089.47754
cod,2016,18463451.3855
cod,2017,28816383.36182
cod,2018,32750205.99365
cod,2019,24384822.84546
cod,2020,31260587.69226
cod,2021,30432010.65063
cod,2022,28170463.56201
cod,2023,34616989.13574
cog,1974,19999.99955
cog,1975,19999.99955
cog,1976,39999.99911
cog,1977,29999.99933
cog,1980,39999.99911
cog,1982,310000.00238
cog,1984,59999.99866
cog,1985,59999.99866
cog,1986,59999.99866
cog,1987,19999.99955
cog,1988,150000.00596
cog,1989,100000.00149
cog,1990,39999.99911
cog,1991,50000.00075
cog,1992,109999.9994
cog,1993,59999.99866
cog,1994,59999.99866
cog,1995,29999.99933
cog,1996,29999.99933
cog,1997,790000.02146
cog,1998,540000.02146
cog,1999,1450000.04768
cog,2000,1980000.01907
cog,2001,340000.00358
cog,2002,360000.01431
cog,2003,689999.99762
cog,2004,1730000.01907
cog,2005,2640000.1049
cog,2006,1000000
cog,2007,689999.99762
cog,2008,39999.99911
cog,2009,100000.00149
cog,2010,569999.99285
cog,2011,189999.99762
cog,2012,62963.00143
cog,2013,418516.99352
cog,2014,485756.00982
cog,2015,240207.00157
cog,2016,360213.0115
cog,2017,259714.00738
cog,2018,496913.99932
cog,2019,526178.00236
cog,2020,510501.98078
cog,2021,899372.9949
cog,2022,712778.9855
cog,2023,426196.9924
col,1965,9999.99978
col,1966,9999.99978
col,1967,9999.99978
col,1970,9999.99978
col,1971,9999.99978
col,1972,9999.99978
col,1973,9999.99978
col,1977,19999.99955
col,1980,19999.99955
col,1984,9999.99978
col,1985,579999.98331
col,1986,209999.99344
col,1987,129999.99523
col,1988,230000.00417
col,1989,79999.99821
col,1990,409999.99642
col,1991,289999.99166
col,1992,280000.00119
col,1993,200000.00298
col,1994,529999.97139
col,1995,939999.99762
col,1996,2359999.8951
col,1997,5530000.20981
col,1998,6380000.11444
col,1999,6550000.19073
col,2000,5800000.19073
col,2001,7380000.11444
col,2002,7699999.80927
col,2003,9319999.69482
col,2004,8500000
col,2005,9050000.19073
col,2006,9930000.30518
col,2007,13380000.11444
col,2008,10930000.30518
col,2009,11600000.38147
col,2010,14189999.58038
col,2011,12220000.26703
col,2012,14798190.11688
col,2013,16549074.17297
col,2014,18323888.77869
col,2015,16354398.72742
col,2016,38915859.22241
col,2017,62511081.69556
col,2018,50537223.81592
col,2019,76221717.83447
col,2020,55565731.04858
col,2021,72162452.69775
col,2022,56910533.90503
col,2023,42420951.84326
com,1977,100000.00149
com,2002,19999.99955
com,2005,29999.99933
com,2008,939999.99762
cpv,1976,409999.99642
cpv,1977,19999.99955
cpv,1978,649999.97616
cpv,1979,259999.99046
cpv,1980,289999.99166
cpv,1981,709999.97854
cpv,1982,370000.00477
cpv,1983,839999.97377
cpv,1984,1100000.02384
cpv,1985,449999.98808
cpv,1986,569999.99285
cpv,1987,1370000.00477
cpv,1988,910000.02623
cpv,1989,790000.02146
cpv,1990,980000.01907
cpv,1991,709999.97854
cpv,1992,109999.9994
cpv,1993,439999.99762
cpv,1994,300000.01192
cpv,1995,180000.00715
cpv,1996,100000.00149
cpv,1997,759999.99046
cpv,1998,100000.00149
cpv,1999,19999.99955
cpv,2000,59999.99866
cpv,2001,170000.00179
cpv,2002,59999.99866
cpv,2003,79999.99821
cpv,2004,9999.99978
cpv,2005,9999.99978
cpv,2006,9999.99978
cpv,2007,9999.99978
cpv,2008,9999.99978
cpv,2009,39999.99911
cpv,2011,19999.99955
cpv,2012,85986.00328
cpv,2013,17214.00023
cpv,2014,58038.00002
cri,1966,9999.99978
cri,1967,9999.99978
cri,1968,9999.99978
cri,1969,9999.99978
cri,1970,19999.99955
cri,1972,9999.99978
cri,1973,9999.99978
cri,1977,39999.99911
cri,1978,79999.99821
cri,1980,29999.99933
cri,1982,699999.98808
cri,1984,560000.00238
cri,1985,209999.99344
cri,1986,280000.00119
cri,1987,189999.99762
cri,1988,300000.01192
cri,1989,460000.00834
cri,1990,230000.00417
cri,1991,579999.98331
cri,1992,500000
cri,1993,469999.99881
cri,1994,800000.01192
cri,1995,1309999.94278
cri,1996,660000.02623
cri,1997,1950000.04768
cri,1998,349999.99404
cri,1999,259999.99046
cri,2000,579999.98331
cri,2001,409999.99642
cri,2002,509999.99046
cri,2004,4630000.11444
