geo,time,dc_dac_autl_cd
ago,2004,150000.00596
ago,2005,1740000.00954
ago,2006,29999.99933
ago,2007,29999.99933
ago,2008,50000.00075
ago,2009,59999.99866
ago,2010,19999.99955
ago,2011,19999.99955
ago,2012,43076.00111
ago,2013,18986.99999
ago,2014,23500.99944
ago,2015,9821.99982
ago,2016,20972.00043
ago,2017,10309.99981
ago,2018,11801.99999
ago,2019,11194.00002
ago,2020,26009.99922
ago,2021,13399.99959
ago,2022,10515.99998
ago,2023,3501477.95677
alb,1988,70000.0003
alb,1989,90000.00358
alb,1990,1409999.96662
alb,1991,4199999.80927
alb,1992,7010000.22888
alb,1993,2539999.96185
alb,1994,1700000.04768
alb,1995,3390000.1049
alb,1996,3190000.05722
alb,1997,4349999.90463
alb,1998,4579999.92371
alb,1999,18879999.16077
alb,2000,4800000.19073
alb,2001,2299999.95232
alb,2002,1710000.03815
alb,2003,3670000.07629
alb,2004,5010000.22888
alb,2005,4179999.82834
alb,2006,6989999.77112
alb,2007,7389999.86649
alb,2008,7739999.77112
alb,2009,8189999.58038
alb,2010,8000000
alb,2011,8090000.15259
alb,2012,8901476.86005
alb,2013,10112498.28339
alb,2014,13041157.72247
alb,2015,10278553.00903
alb,2016,8599881.17218
alb,2017,9091158.86688
alb,2018,9743201.2558
alb,2019,10440682.41119
alb,2020,10465126.0376
alb,2021,13923680.30548
alb,2022,11707323.07434
alb,2023,13055105.20935
are,1970,-170000.00179
are,1971,-180000.00715
are,1977,150000.00596
are,1980,79999.99821
are,1981,180000.00715
are,1982,129999.99523
are,1983,70000.0003
are,1984,9999.99978
are,1985,-9999.99978
are,1986,-29999.99933
are,1987,-209999.99344
are,1988,-119999.99732
are,1990,-19999.99955
are,1991,-19999.99955
are,1992,-9999.99978
are,1993,-19999.99955
are,1995,9999.99978
arg,1960,400000.00596
arg,1963,-540000.02146
arg,1964,-540000.02146
arg,1965,2420000.07629
arg,1966,2559999.94278
arg,1967,-389999.98569
arg,1969,-79999.99821
arg,1970,-150000.00596
arg,1971,-170000.00179
arg,1975,-270000.01073
arg,1976,-29999.99933
arg,1977,50000.00075
arg,1978,100000.00149
arg,1979,140000.0006
arg,1980,529999.97139
arg,1981,140000.0006
arg,1982,200000.00298
arg,1983,100000.00149
arg,1984,79999.99821
arg,1985,39999.99911
arg,1986,150000.00596
arg,1987,140000.0006
arg,1988,129999.99523
arg,1989,150000.00596
arg,1990,200000.00298
arg,1991,310000.00238
arg,1992,349999.99404
arg,1993,360000.01431
arg,1994,330000.01311
arg,1995,300000.01192
arg,1996,349999.99404
arg,1997,239999.99464
arg,1998,330000.01311
arg,1999,170000.00179
arg,2000,129999.99523
arg,2001,109999.9994
arg,2002,129999.99523
arg,2003,129999.99523
arg,2004,140000.0006
arg,2005,119999.99732
arg,2006,100000.00149
arg,2007,140000.0006
arg,2008,270000.01073
arg,2009,300000.01192
arg,2010,349999.99404
arg,2011,340000.00358
arg,2012,243064.99958
arg,2013,247228.99497
arg,2014,285268.99219
arg,2015,284052.01435
arg,2016,348284.9896
arg,2017,385793.00046
arg,2018,576834.97667
arg,2019,333155.00617
arg,2020,304356.99224
arg,2021,543002.00939
arg,2022,680994.98749
arg,2023,771717.01193
arm,1991,2710000.03815
arm,1992,39999.99911
arm,1993,79999.99821
arm,1994,419999.98689
arm,1995,449999.98808
arm,1996,119999.99732
arm,1997,50000.00075
arm,1998,119999.99732
arm,1999,289999.99166
arm,2000,579999.98331
arm,2001,1570000.05245
arm,2002,2299999.95232
arm,2003,3059999.94278
arm,2004,3380000.11444
arm,2005,1730000.01907
arm,2006,360000.01431
arm,2007,600000.02384
arm,2008,449999.98808
arm,2009,1279999.97139
arm,2010,1450000.04768
arm,2011,2319999.93324
arm,2012,2889265.06042
arm,2013,2864597.08214
arm,2014,5220055.1033
arm,2015,3765264.98795
arm,2016,1697062.96921
arm,2017,4623548.03085
arm,2018,2968595.9816
arm,2019,3680736.06491
arm,2020,2851922.03522
arm,2021,5194662.09412
arm,2022,4740707.8743
arm,2023,8463677.40631
atg,1998,9999.99978
atg,2003,9999.99978
atg,2005,9999.99978
atg,2007,209999.99344
atg,2009,19999.99955
atg,2016,9109.99998
aze,1993,180000.00715
aze,1994,9999.99978
aze,1995,9999.99978
aze,1996,9999.99978
aze,1997,29999.99933
aze,1998,29999.99933
aze,1999,119999.99732
aze,2000,150000.00596
aze,2001,200000.00298
aze,2002,319999.99285
aze,2003,340000.00358
aze,2004,740000.00954
aze,2005,860000.01431
aze,2006,370000.00477
aze,2007,460000.00834
aze,2008,2160000.08583
aze,2009,600000.02384
aze,2010,579999.98331
aze,2011,509999.99046
aze,2012,928067.9822
aze,2013,746721.98296
aze,2014,536789.00003
aze,2015,720416.00943
aze,2016,1132953.04775
aze,2017,675508.02231
aze,2018,2906166.07666
aze,2019,2869138.0024
aze,2020,4957396.03043
aze,2021,487069.01073
aze,2022,357663.00559
aze,2023,1159281.96907
bdi,1966,19999.99955
bdi,1967,-19999.99955
bdi,1975,9999.99978
bdi,1976,39999.99911
bdi,1977,50000.00075
bdi,1978,50000.00075
bdi,1979,19999.99955
bdi,1982,9999.99978
bdi,1983,9999.99978
bdi,1984,119999.99732
bdi,1985,189999.99762
bdi,1986,289999.99166
bdi,1987,479999.98927
bdi,1988,3680000.06676
bdi,1989,2930000.06676
bdi,1990,9699999.80927
bdi,1991,1750000
bdi,1992,1750000
bdi,1993,2380000.11444
bdi,1994,1509999.99046
bdi,1995,1429999.94755
bdi,1996,1580000.04292
bdi,1997,100000.00149
bdi,1998,930000.00715
bdi,1999,1220000.02861
bdi,2000,1200000.04768
bdi,2001,490000.00954
bdi,2002,949999.98808
bdi,2003,1240000.00954
bdi,2004,720000.02861
bdi,2005,1179999.94755
bdi,2006,479999.98927
bdi,2007,730000.01907
bdi,2008,600000.02384
bdi,2009,379999.99523
bdi,2010,439999.99762
bdi,2011,860000.01431
bdi,2012,236957.99708
bdi,2013,174175.99261
bdi,2014,74697.00277
bdi,2015,19643.99964
bdi,2016,26682.00061
bdi,2017,34857.00116
bdi,2018,37801.9996
bdi,2019,39776.00113
bdi,2020,93970.00074
bdi,2021,105850.00366
bdi,2022,84067.00194
bdi,2023,142903.99849
ben,1964,19999.99955
ben,1965,29999.99933
ben,1973,150000.00596
ben,1982,9999.99978
ben,1983,9999.99978
ben,1985,9999.99978
ben,1986,9999.99978
ben,1987,9999.99978
ben,1988,9999.99978
ben,1989,9999.99978
ben,1990,9999.99978
ben,1992,50000.00075
ben,1995,9999.99978
ben,1996,9999.99978
ben,1997,9999.99978
ben,1998,19999.99955
ben,1999,29999.99933
ben,2000,29999.99933
ben,2001,189999.99762
ben,2002,9999.99978
ben,2003,29999.99933
ben,2004,50000.00075
ben,2005,39999.99911
ben,2006,19999.99955
ben,2007,9999.99978
ben,2008,19999.99955
ben,2009,9999.99978
ben,2010,90000.00358
ben,2011,50000.00075
ben,2012,27683.99939
ben,2013,36506.99928
ben,2014,35418.00007
ben,2015,34272.99857
ben,2016,55697.00152
ben,2017,39025.99961
ben,2018,18115.99918
ben,2020,22792.00032
ben,2021,7391.00017
ben,2022,2446
ben,2023,26781.0002
bfa,1966,189999.99762
bfa,1969,129999.99523
bfa,1970,59999.99866
bfa,1971,50000.00075
bfa,1972,59999.99866
bfa,1973,340000.00358
bfa,1974,109999.9994
bfa,1975,629999.99523
bfa,1976,360000.01431
bfa,1977,469999.99881
bfa,1978,540000.02146
bfa,1979,1309999.94278
bfa,1980,589999.97377
bfa,1981,469999.99881
bfa,1982,289999.99166
bfa,1983,330000.01311
bfa,1984,219999.99881
bfa,1985,239999.99464
bfa,1986,419999.98689
bfa,1987,439999.99762
bfa,1988,419999.98689
bfa,1989,5239999.77112
bfa,1990,1909999.96662
bfa,1991,1549999.95232
bfa,1992,1200000.04768
bfa,1993,2940000.05722
bfa,1994,3099999.90463
bfa,1995,3049999.95232
bfa,1996,4260000.22888
bfa,1997,1740000.00954
bfa,1998,3289999.96185
bfa,1999,2960000.03815
bfa,2000,2990000.00954
bfa,2001,2950000.04768
bfa,2002,8010000.22888
bfa,2003,2549999.95232
bfa,2004,5059999.94278
bfa,2005,4130000.11444
bfa,2006,5449999.80927
bfa,2007,4679999.82834
bfa,2008,7659999.84741
bfa,2009,6969999.79019
bfa,2010,4920000.07629
bfa,2011,7059999.94278
bfa,2012,7324679.85153
bfa,2013,7314411.16333
bfa,2014,4866425.03738
bfa,2015,4430508.13675
bfa,2016,4805589.19907
bfa,2017,5730843.06717
bfa,2018,6013055.80139
bfa,2019,7823822.02148
bfa,2020,7479347.229
bfa,2021,13637635.23102
bfa,2022,5399074.07761
bfa,2023,10527408.59985
bgd,1977,9999.99978
bgd,1978,90000.00358
bgd,1979,70000.0003
bgd,1980,100000.00149
bgd,1981,79999.99821
bgd,1982,90000.00358
bgd,1983,129999.99523
bgd,1984,79999.99821
bgd,1985,79999.99821
bgd,1986,100000.00149
bgd,1987,159999.99642
bgd,1988,740000.00954
bgd,1989,839999.97377
bgd,1990,1389999.98569
bgd,1991,4079999.92371
bgd,1992,2170000.07629
bgd,1993,689999.99762
bgd,1994,790000.02146
bgd,1995,569999.99285
bgd,1996,579999.98331
bgd,1997,660000.02623
bgd,1998,730000.01907
bgd,1999,519999.98093
bgd,2000,529999.97139
bgd,2001,1379999.99523
bgd,2002,1389999.98569
bgd,2003,1840000.03338
bgd,2004,1149999.97616
bgd,2005,2750000
bgd,2006,600000.02384
bgd,2007,649999.97616
bgd,2008,660000.02623
bgd,2009,579999.98331
bgd,2010,529999.97139
bgd,2011,689999.99762
bgd,2012,529461.02619
bgd,2013,475778.01347
bgd,2014,539143.02588
bgd,2015,831201.0169
bgd,2016,892297.98317
bgd,2017,1573439.00204
bgd,2018,1262156.00967
bgd,2019,2016724.10965
bgd,2020,1456856.96602
bgd,2021,6093399.04785
bgd,2022,25193580.62744
bgd,2023,2763921.02242
bgr,1990,4769999.98093
bgr,1991,10329999.92371
bgr,1992,2680000.06676
bgr,1993,980000.01907
bgr,1994,1340000.03338
bgr,1995,1639999.98569
bgr,1996,1110000.01431
bgr,1997,1200000.04768
bgr,1998,1690000.05722
bgr,1999,1929999.94755
bgr,2000,879999.99523
bgr,2001,8109999.65668
bgr,2002,9409999.84741
bgr,2003,11489999.77112
bgr,2004,9939999.58038
bhr,1968,59999.99866
bhr,1976,-29999.99933
bhr,1977,-29999.99933
bhr,1978,-29999.99933
bhr,1985,9999.99978
bhs,1990,9999.99978
bih,1994,122970001.2207
bih,1995,107839996.33789
bih,1996,96839996.33789
bih,1997,44939998.62671
bih,1998,38459999.08447
bih,1999,28530000.68665
bih,2000,22520000.45776
bih,2001,14189999.58038
bih,2002,10890000.34332
bih,2003,15199999.80927
bih,2004,18590000.15259
bih,2005,25930000.30518
bih,2006,29069999.69482
bih,2007,33080001.83105
bih,2008,38000000
bih,2009,28590000.15259
bih,2010,31379999.16077
bih,2011,27010000.22888
bih,2012,27776119.23218
bih,2013,22649551.3916
bih,2014,28296861.64856
bih,2015,20197462.08191
bih,2016,20086841.58325
bih,2017,20840494.15588
bih,2018,22175010.68115
bih,2019,20471923.82812
bih,2020,20517721.17615
bih,2021,26460853.57666
bih,2022,23357002.2583
bih,2023,20547336.57837
blr,2005,1889999.98569
blr,2006,560000.00238
blr,2007,1370000.00477
blr,2008,879999.99523
blr,2009,1029999.97139
blr,2010,5909999.84741
blr,2011,920000.01669
blr,2012,1141211.98654
blr,2013,1160773.03886
blr,2014,3335014.10484
blr,2015,1194985.03208
blr,2016,1119047.99938
blr,2017,1258710.02674
blr,2018,1174870.96786
blr,2019,1299069.04697
blr,2020,970520.97321
blr,2021,1779047.966
blr,2022,1683470.01076
blr,2023,2169662.95242
blz,2003,29999.99933
blz,2005,39999.99911
blz,2006,9999.99978
blz,2007,19999.99955
blz,2009,50000.00075
blz,2015,24981.99977
blz,2016,7325.9999
blz,2017,7857.00046
blz,2018,8225.99977
blz,2019,7803.00004
blz,2020,7942.99971
blz,2021,6800.00009
blz,2022,11361.00013
blz,2023,9011.00039
bol,1963,9999.99978
bol,1964,9999.99978
bol,1965,9999.99978
bol,1966,50000.00075
bol,1967,239999.99464
bol,1968,9999.99978
bol,1969,70000.0003
bol,1970,100000.00149
bol,1971,59999.99866
bol,1972,9999.99978
bol,1973,119999.99732
bol,1974,200000.00298
bol,1975,59999.99866
bol,1976,629999.99523
bol,1977,600000.02384
bol,1978,610000.01431
bol,1979,1429999.94755
bol,1980,400000.00596
bol,1981,439999.99762
bol,1982,200000.00298
bol,1983,180000.00715
bol,1984,119999.99732
bol,1985,79999.99821
bol,1986,79999.99821
bol,1987,140000.0006
bol,1988,159999.99642
bol,1989,129999.99523
bol,1990,129999.99523
bol,1991,850000.02384
bol,1992,2029999.97139
bol,1993,2160000.08583
bol,1994,2450000.04768
bol,1995,3049999.95232
bol,1996,4050000.19073
bol,1997,2980000.01907
bol,1998,2539999.96185
bol,1999,3289999.96185
bol,2000,2980000.01907
bol,2001,63240001.67847
bol,2002,289999.99166
bol,2003,259999.99046
bol,2004,340000.00358
bol,2005,239999.99464
bol,2006,189999.99762
bol,2007,370000.00477
bol,2008,250000
bol,2009,259999.99046
bol,2010,300000.01192
bol,2011,250000
bol,2012,290347.0099
bol,2013,178614.00545
bol,2014,248472.00513
bol,2015,131570.99485
bol,2016,219588.99498
bol,2017,141086.9956
bol,2018,204365.00013
bol,2019,350995.98765
bol,2020,252433.98547
bol,2021,395947.00933
bol,2022,338095.9928
bol,2023,593566.00046
bra,1960,-129999.99523
bra,1964,9999.99978
bra,1965,29999.99933
bra,1966,-200000.00298
bra,1967,259999.99046
bra,1968,39999.99911
bra,1969,19999.99955
bra,1970,610000.01431
bra,1971,29999.99933
bra,1972,50000.00075
bra,1973,9999.99978
bra,1975,-19999.99955
bra,1977,680000.00715
bra,1978,689999.99762
bra,1979,1070000.05245
bra,1980,1399999.97616
bra,1981,360000.01431
bra,1982,439999.99762
bra,1983,300000.01192
bra,1984,180000.00715
bra,1985,79999.99821
bra,1986,100000.00149
bra,1987,560000.00238
bra,1988,400000.00596
bra,1989,819999.99285
bra,1990,1100000.02384
bra,1991,1409999.96662
bra,1992,1789999.96185
bra,1993,4239999.77112
bra,1994,2480000.01907
bra,1995,2809999.94278
bra,1996,2619999.88556
bra,1997,2220000.02861
bra,1998,2009999.99046
bra,1999,2039999.96185
bra,2000,1730000.01907
bra,2001,1909999.96662
bra,2002,1820000.05245
bra,2003,1559999.94278
bra,2004,1649999.97616
bra,2005,1990000.00954
bra,2006,2769999.98093
bra,2007,2930000.06676
bra,2008,3160000.08583
bra,2009,2509999.99046
bra,2010,1960000.03815
bra,2011,1590000.03338
bra,2012,1337353.94478
bra,2013,1395122.05124
bra,2014,1581315.04059
bra,2015,1612501.97887
bra,2016,1699331.99883
bra,2017,2244187.11662
bra,2018,2447175.97961
bra,2019,2071847.91565
bra,2020,2387449.97978
bra,2021,2912933.11119
bra,2022,2714091.06255
bra,2023,3624224.9012
brb,1982,9999.99978
brb,1986,9999.99978
brb,1988,9999.99978
brb,1989,9999.99978
brb,1990,9999.99978
brb,1991,19999.99955
brb,1992,9999.99978
brb,1993,9999.99978
brb,1994,9999.99978
brb,1995,9999.99978
brb,1996,9999.99978
brb,1997,9999.99978
brb,1998,9999.99978
brb,1999,9999.99978
btn,1975,59999.99866
btn,1976,59999.99866
btn,1979,9999.99978
btn,1980,140000.0006
btn,1981,230000.00417
btn,1982,59999.99866
btn,1984,9999.99978
btn,1986,9999.99978
btn,1987,29999.99933
btn,1988,129999.99523
btn,1989,90000.00358
btn,1990,1139999.98569
btn,1991,270000.01073
btn,1992,699999.98808
btn,1993,3450000.04768
btn,1994,5329999.92371
btn,1995,3880000.11444
btn,1996,3940000.05722
btn,1997,7039999.96185
btn,1998,7500000
btn,1999,11630000.11444
btn,2000,7190000.05722
btn,2001,5090000.15259
btn,2002,3730000.01907
btn,2003,3440000.05722
btn,2004,1440000.05722
btn,2005,3650000.09537
btn,2006,600000.02384
btn,2007,1629999.99523
btn,2008,2759999.99046
btn,2009,3349999.90463
btn,2010,3309999.94278
btn,2011,3880000.11444
btn,2012,1809285.04467
btn,2013,7057815.07492
btn,2014,2079941.98799
btn,2015,1824568.98689
btn,2016,1599998.95096
btn,2017,2182743.07251
btn,2018,1038790.94124
btn,2019,1729436.9936
btn,2020,-242807.00088
btn,2021,644304.99077
btn,2022,1395159.00612
btn,2023,447901.99399
bwa,1978,39999.99911
bwa,1980,9999.99978
bwa,1983,19999.99955
bwa,1984,9999.99978
bwa,1986,9999.99978
bwa,1987,19999.99955
bwa,1988,19999.99955
bwa,1989,29999.99933
bwa,1990,9999.99978
bwa,1991,29999.99933
bwa,2005,9999.99978
bwa,2008,9999.99978
bwa,2009,9999.99978
bwa,2016,9109.99998
bwa,2017,9490.00008
bwa,2018,10110.00015
bwa,2020,10847.00041
bwa,2022,11361.00013
bwa,2023,26363.00027
caf,1965,639999.98569
caf,1966,-70000.0003
caf,1967,-79999.99821
caf,1972,9999.99978
caf,1976,9999.99978
caf,1977,50000.00075
caf,1978,70000.0003
caf,1979,70000.0003
caf,1980,100000.00149
caf,1981,70000.0003
caf,1982,59999.99866
caf,1983,59999.99866
caf,1984,70000.0003
caf,1985,70000.0003
caf,1986,79999.99821
caf,1987,109999.9994
caf,1988,79999.99821
caf,1989,70000.0003
caf,1990,119999.99732
caf,1991,119999.99732
caf,1992,129999.99523
caf,1993,59999.99866
caf,1994,39999.99911
caf,1995,360000.01431
caf,1996,170000.00179
caf,1997,129999.99523
caf,1998,550000.01192
caf,1999,740000.00954
caf,2000,159999.99642
caf,2001,200000.00298
caf,2002,140000.0006
caf,2003,129999.99523
caf,2004,129999.99523
caf,2005,129999.99523
caf,2006,150000.00596
caf,2007,349999.99404
caf,2008,1779999.97139
caf,2009,90000.00358
caf,2010,5219999.79019
caf,2011,19999.99955
caf,2014,1040220.0222
caf,2015,117302.9989
caf,2016,9031.99986
caf,2017,22780.99954
caf,2018,40213.99841
caf,2019,18509.00054
caf,2020,26542.00047
caf,2021,14134.00006
chl,1964,-9999.99978
chl,1965,779999.97139
chl,1966,230000.00417
chl,1967,2420000.07629
chl,1969,-119999.99732
chl,1970,-39999.99911
chl,1971,-50000.00075
chl,1973,9999.99978
chl,1974,19999.99955
chl,1976,9999.99978
chl,1977,79999.99821
chl,1978,189999.99762
chl,1979,189999.99762
chl,1980,200000.00298
chl,1981,209999.99344
chl,1982,159999.99642
chl,1983,140000.0006
chl,1984,140000.0006
chl,1985,109999.9994
chl,1986,119999.99732
chl,1987,119999.99732
chl,1988,129999.99523
chl,1989,300000.01192
chl,1990,610000.01431
chl,1991,259999.99046
chl,1992,680000.00715
chl,1993,2109999.8951
chl,1994,1240000.00954
chl,1995,910000.02623
chl,1996,1509999.99046
chl,1997,250000
chl,1998,250000
chl,1999,709999.97854
chl,2000,340000.00358
chl,2001,289999.99166
chl,2002,159999.99642
chl,2003,180000.00715
chl,2004,109999.9994
chl,2005,129999.99523
chl,2006,79999.99821
chl,2007,180000.00715
chl,2008,209999.99344
chl,2009,189999.99762
chl,2010,430000.00715
chl,2011,230000.00417
chl,2012,285470.00885
chl,2013,302715.00349
chl,2014,466408.99777
chl,2015,265201.00236
chl,2016,275460.98828
chl,2017,399452.00086
chn,1979,109999.9994
chn,1980,79999.99821
chn,1981,280000.00119
chn,1982,150000.00596
chn,1983,280000.00119
chn,1984,170000.00179
chn,1985,270000.01073
chn,1986,460000.00834
chn,1987,2380000.11444
chn,1988,17520000.45776
chn,1989,50169998.16895
chn,1990,56569999.69482
chn,1991,50060001.37329
chn,1992,-23969999.31335
chn,1993,-40979999.54224
chn,1994,-50000000
chn,1995,11500000
chn,1996,5940000.05722
chn,1997,4420000.07629
chn,1998,5809999.94278
chn,1999,2900000.09537
chn,2000,3710000.03815
chn,2001,5849999.90463
chn,2002,2589999.91417
chn,2003,3750000
chn,2004,6619999.88556
chn,2005,10000000
chn,2006,10970000.26703
chn,2007,18069999.69482
chn,2008,20479999.54224
chn,2009,12930000.30518
chn,2010,17180000.30518
chn,2011,20909999.84741
chn,2012,16144327.1637
chn,2013,20245483.39844
chn,2014,12230667.11426
chn,2015,6836526.87073
chn,2016,5527491.09268
chn,2017,5730083.94241
chn,2018,7095070.83893
chn,2019,6237331.86722
chn,2020,5729917.04941
chn,2021,6424199.10431
chn,2022,6737945.0798
chn,2023,8634181.02264
civ,1976,90000.00358
civ,1977,150000.00596
civ,1978,159999.99642
civ,1979,180000.00715
civ,1980,9999.99978
civ,1981,9999.99978
civ,1982,9999.99978
civ,1983,29999.99933
civ,1984,9999.99978
civ,1985,19999.99955
civ,1986,50000.00075
civ,1987,50000.00075
civ,1988,50000.00075
civ,1989,59999.99866
civ,1990,59999.99866
civ,1991,90000.00358
civ,1992,70000.0003
civ,1993,70000.0003
civ,1994,1000000
civ,1995,1639999.98569
civ,1996,1700000.04768
civ,1997,1309999.94278
civ,1998,1679999.94755
civ,1999,1769999.98093
civ,2000,2230000.01907
civ,2001,1850000.02384
civ,2002,2599999.90463
civ,2003,2779999.97139
civ,2004,3039999.96185
civ,2005,3130000.11444
civ,2006,3609999.8951
civ,2007,4900000.09537
civ,2008,5159999.84741
civ,2009,17750000
civ,2010,4469999.79019
civ,2011,1799999.95232
civ,2012,98921318.0542
civ,2013,67573.00347
civ,2014,56320.00044
civ,2015,35170.00005
civ,2016,45614.00041
civ,2017,29286.99926
civ,2018,22610.99964
civ,2019,7430.00023
civ,2020,7251.00003
civ,2021,1155097.96143
civ,2022,477793.00809
civ,2023,299131.006
cmr,1971,9999.99978
cmr,1976,90000.00358
cmr,1977,26159999.84741
cmr,1978,59999.99866
cmr,1979,150000.00596
cmr,1980,90000.00358
cmr,1981,70000.0003
cmr,1982,29999.99933
cmr,1983,-9999.99978
cmr,1984,-19999.99955
cmr,1985,-19999.99955
cmr,1986,9999.99978
cmr,1987,-19999.99955
cmr,1988,29999.99933
cmr,1989,39999.99911
cmr,1990,59999.99866
cmr,1991,70000.0003
cmr,1992,79999.99821
cmr,1993,460000.00834
cmr,1994,1090000.03338
cmr,1995,2289999.96185
cmr,1996,3390000.1049
cmr,1997,3329999.92371
cmr,1998,7090000.15259
cmr,1999,6630000.11444
cmr,2000,8600000.38147
cmr,2001,134910003.66211
cmr,2002,7489999.77112
cmr,2003,7170000.07629
cmr,2004,62090000.15259
cmr,2005,7610000.13351
cmr,2006,443470001.2207
cmr,2007,509999.99046
cmr,2008,560000.00238
cmr,2009,490000.00954
cmr,2010,340000.00358
cmr,2011,319999.99285
cmr,2012,398786.00836
cmr,2013,254150.98667
cmr,2014,279967.9935
cmr,2015,334167.98711
cmr,2016,1653499.00723
cmr,2017,2097371.10138
cmr,2018,527433.99143
cmr,2019,1217035.05516
cmr,2020,784380.97239
cmr,2021,346204.01263
cmr,2022,327607.98931
cmr,2023,1541331.05278
cod,1963,9999.99978
cod,1965,9999.99978
cod,1967,610000.01431
cod,1969,19999.99955
cod,1971,70000.0003
cod,1972,90000.00358
cod,1974,1840000.03338
cod,1975,19999.99955
cod,1976,29999.99933
cod,1977,79999.99821
cod,1978,100000.00149
cod,1979,-180000.00715
cod,1980,-159999.99642
cod,1981,-79999.99821
cod,1982,-19999.99955
cod,1983,-90000.00358
cod,1984,19999.99955
cod,1985,19999.99955
cod,1986,39999.99911
cod,1987,19999.99955
cod,1989,109999.9994
cod,1990,2029999.97139
cod,1991,1460000.03815
cod,1992,1659999.96662
cod,1993,1409999.96662
cod,1994,1500000
cod,1995,1360000.01431
cod,1996,1779999.97139
cod,1997,1169999.95708
cod,1998,1070000.05245
cod,1999,990000.00954
cod,2000,2650000.09537
cod,2001,3049999.95232
cod,2002,5440000.05722
cod,2003,5059999.94278
cod,2004,3039999.96185
cod,2005,319999.99285
cod,2006,4409999.84741
cod,2007,5949999.80927
cod,2008,6380000.11444
cod,2009,2430000.06676
cod,2010,129639999.38965
cod,2011,709999.97854
cod,2012,243858.99305
cod,2013,387829.98919
cod,2014,417843.99748
cod,2015,377095.99733
cod,2016,244554.99649
cod,2017,285144.00125
cod,2018,377187.01363
cod,2019,287896.0073
cod,2020,321153.99837
cod,2021,408459.99122
cod,2022,289009.98831
cod,2023,413634.00221
cog,1970,9999.99978
cog,1971,9999.99978
cog,1977,9999.99978
cog,1983,9999.99978
cog,1984,9999.99978
cog,1985,9999.99978
cog,1988,9999.99978
cog,1989,19999.99955
cog,1990,19999.99955
cog,1991,19999.99955
cog,1992,19999.99955
cog,1993,29999.99933
cog,1994,29999.99933
cog,1995,29999.99933
cog,1996,19999.99955
cog,1997,29999.99933
cog,1998,90000.00358
cog,1999,90000.00358
cog,2000,59999.99866
cog,2001,170000.00179
cog,2002,59999.99866
cog,2003,90000.00358
cog,2004,119999.99732
cog,2005,3150000.09537
cog,2006,50000.00075
cog,2007,39999.99911
cog,2008,50000.00075
cog,2009,90000.00358
cog,2010,50000.00075
cog,2011,9999.99978
cog,2012,28278.00065
cog,2013,52241.00128
cog,2014,10785.99971
cog,2015,18031.99947
cog,2016,44339.99956
cog,2017,36972.99957
cog,2018,22579.99964
cog,2020,33638.99887
cog,2023,18208.99919
col,1960,-50000.00075
col,1963,-39999.99911
col,1966,9999.99978
col,1967,50000.00075
col,1971,-70000.0003
col,1975,-230000.00417
col,1976,180000.00715
col,1977,200000.00298
col,1978,230000.00417
col,1979,119999.99732
col,1980,239999.99464
col,1981,270000.01073
col,1982,579999.98331
col,1983,340000.00358
col,1984,389999.98569
col,1985,449999.98808
col,1986,550000.01192
col,1987,509999.99046
