geo,time,nv_ind_totl_kd_zg
arg,2020,-9.28482
arg,2021,15.26407
arm,1991,-15.95982
arm,1992,-72.95263
arm,1993,0.68444
arm,1994,8.73141
arm,1995,0.78135
arm,1996,5.98053
arm,1997,1.9229
arm,1998,0.90249
arm,1999,6.01442
arm,2000,23.72356
arm,2001,5.15513
arm,2002,21.33756
arm,2003,24.73102
arm,2004,7.38398
arm,2005,14.79746
arm,2006,16.56744
arm,2007,11.261
arm,2008,7.43343
arm,2009,-28.55277
arm,2010,7.41934
arm,2011,1.76822
arm,2012,4.99155
arm,2013,0.54624
arm,2014,-2.29153
arm,2015,2.81326
arm,2016,-0.29689
arm,2017,9.02497
arm,2018,3.70808
arm,2019,10.51019
arm,2020,-2.51361
arm,2021,3.4006
atg,1978,2.12579
atg,1979,20.0122
atg,1980,19.45466
atg,1981,12.97532
atg,1982,-20.5924
atg,1983,-0.55061
atg,1984,9.65852
atg,1985,18.46649
atg,1986,22.99019
atg,1987,22.98688
atg,1988,9.76295
atg,1989,11.64709
atg,1990,-5.05194
atg,1991,4.41917
atg,1992,-2.20165
atg,1993,-6.1093
atg,1994,4.49462
atg,1995,2.16484
atg,1996,11.07893
atg,1997,7.25181
atg,1998,7.61416
atg,1999,7.94515
atg,2000,6.52024
atg,2001,-18.2638
atg,2002,6.02338
atg,2003,8.64757
atg,2004,1.82114
atg,2005,19.55917
atg,2006,35.45008
atg,2007,8.09869
atg,2008,0.35126
atg,2009,-6.82
atg,2010,-25.29031
atg,2011,-13.23384
atg,2012,2.95044
atg,2013,5.17658
atg,2014,4.22287
atg,2015,2.78794
atg,2016,12.45979
atg,2017,12.65137
atg,2018,20.02665
atg,2019,4.88614
atg,2020,-21.27727
atg,2021,8.2596
aus,1991,-1.51407
aus,1992,-2.45586
aus,1993,2.65905
aus,1994,4.17616
aus,1995,3.71074
aus,1996,3.05308
aus,1997,1.54352
aus,1998,5.15859
aus,1999,3.50069
aus,2000,3.35772
aus,2001,-0.98047
aus,2002,4.24096
aus,2003,5.91273
aus,2004,2.24131
aus,2005,2.06374
aus,2006,2.07525
aus,2007,4.70519
aus,2008,4.31325
aus,2009,0.8405
aus,2010,3.14284
aus,2011,1.32957
aus,2012,6.12904
aus,2013,3.39448
aus,2014,4.19874
aus,2015,1.52236
aus,2016,0.94515
aus,2017,-1.0534
aus,2018,3.93451
aus,2019,1.16744
aus,2020,-0.24259
aus,2021,-0.55053
aut,1977,5.78105
aut,1978,-0.94102
aut,1979,3.47409
aut,1980,2.11939
aut,1981,-1.94613
aut,1982,-1.95072
aut,1983,2.53071
aut,1984,-2.18512
aut,1985,5.21895
aut,1986,1.97521
aut,1987,0.32691
aut,1988,3.46425
aut,1989,2.81514
aut,1990,6.24001
aut,1991,4.12173
aut,1992,0.95384
aut,1993,-0.172
aut,1994,4.56087
aut,1995,3.37055
aut,1996,1.70015
aut,1997,1.63891
aut,1998,2.85008
aut,1999,3.01789
aut,2000,4.12734
aut,2001,1.76382
aut,2002,-0.71701
aut,2003,2.44398
aut,2004,3.16172
aut,2005,2.03332
aut,2006,3.65299
aut,2007,5.13794
aut,2008,-0.27893
aut,2009,-11.30415
aut,2010,3.37976
aut,2011,3.9835
aut,2012,1.47078
aut,2013,0.59051
aut,2014,0.02194
aut,2015,-0.00931
aut,2016,3.03513
aut,2017,3.38255
aut,2018,3.22878
aut,2019,0.58349
aut,2020,-4.21324
aut,2021,6.77345
aze,1993,-25.13409
aze,1994,-27.2561
aze,1995,-13.39564
aze,1996,7.29695
aze,1997,17.72874
aze,1998,17.90684
aze,1999,2.63611
aze,2000,-13.23746
aze,2001,8.28365
aze,2002,11.28347
aze,2003,11.55521
aze,2004,9.8938
aze,2005,46.08287
aze,2006,50.18103
aze,2007,33.32181
aze,2008,9.61767
aze,2009,10.40569
aze,2010,3.81743
aze,2011,-5.57475
aze,2012,-0.93801
aze,2013,4.51771
aze,2014,0.15086
aze,2015,-1.92824
aze,2016,-4.14244
aze,2017,-3.54648
aze,2018,-0.66301
aze,2019,0.87718
aze,2020,-5.98173
aze,2021,1.95023
bdi,1971,5.62721
bdi,1972,-2.32581
bdi,1973,1.86259
bdi,1974,3.66403
bdi,1975,0.62683
bdi,1976,10.34429
bdi,1977,24.43583
bdi,1978,11.41616
bdi,1979,0.81138
bdi,1980,10.13146
bdi,1981,9.57507
bdi,1982,9.24661
bdi,1983,3.24706
bdi,1984,1.54106
bdi,1985,9.30814
bdi,1986,1.32354
bdi,1987,7.4108
bdi,1988,0.55537
bdi,1989,0.71917
bdi,1990,7.48809
bdi,1991,9.27966
bdi,1992,8.57
bdi,1993,-14.02
bdi,1994,-18.47
bdi,1995,-16.59
bdi,1996,3.88
bdi,1997,-1.05085
bdi,1998,-1.59
bdi,1999,4.59
bdi,2000,-6.23015
bdi,2001,-6.23015
bdi,2002,-6.23015
bdi,2003,-6.23015
bdi,2004,-6.23015
bdi,2005,1.55092
bdi,2006,5.36825
bdi,2007,8.33677
bdi,2008,4.84485
bdi,2009,9.0406
bdi,2010,1.36442
bdi,2011,1.85559
bdi,2012,5.27309
bdi,2013,2.43591
bdi,2014,6.20011
bdi,2015,-16.1
bdi,2016,-1.29998
bdi,2017,0.7
bdi,2018,2.40003
bdi,2019,2.1
bdi,2020,1.76006
bdi,2021,1.4
bel,1996,2.39967
bel,1997,5.92453
bel,1998,1.57932
bel,1999,1.66558
bel,2000,6.07718
bel,2001,0.4271
bel,2002,0.03325
bel,2003,0.32956
bel,2004,4.85587
bel,2005,2.37849
bel,2006,0.70429
bel,2007,4.8385
bel,2008,-2.01809
bel,2009,-4.98376
bel,2010,4.78845
bel,2011,1.32709
bel,2012,-1.83998
bel,2013,-0.15878
bel,2014,3.18016
bel,2015,2.87793
bel,2016,-0.85256
bel,2017,1.10083
bel,2018,0.39922
bel,2019,3.67081
bel,2020,-3.56177
bel,2021,1.27876
ben,1971,-7.24693
ben,1972,14.05376
ben,1973,-2.83978
ben,1974,28.2608
ben,1975,-13.56663
ben,1976,-12.37372
ben,1977,14.25994
ben,1978,-6.27062
ben,1979,7.82951
ben,1980,-1.27785
ben,1981,19.09907
ben,1982,34.3859
ben,1983,-3.90737
ben,1984,8.43377
ben,1985,9.16665
ben,1986,-21.37405
ben,1987,-0.16181
ben,1988,5.99676
ben,1989,7.80428
ben,1990,8.19961
ben,1991,4.53695
ben,1992,9.0524
ben,1993,-1.79365
ben,1994,4.83391
ben,1995,3.92119
ben,1996,7.69628
ben,1997,3.50844
ben,1998,-0.18765
ben,1999,1.74974
ben,2000,9.20855
ben,2001,13.3575
ben,2002,1.85878
ben,2003,1.17704
ben,2004,1.07548
ben,2005,6.59517
ben,2006,3.04864
ben,2007,-1.77019
ben,2008,-8.90282
ben,2009,1.53199
ben,2010,3.36778
ben,2011,0.17532
ben,2012,3.66417
ben,2013,6.19958
ben,2014,3.8915
ben,2015,13.78688
ben,2016,0.89161
ben,2017,0.46905
ben,2018,4.84098
ben,2019,13.55839
ben,2020,5.17363
ben,2021,9.11791
bfa,1971,3.99685
bfa,1972,2.01817
bfa,1973,13.07973
bfa,1974,-11.68377
bfa,1975,20.98329
bfa,1976,10.77335
bfa,1977,-16.91618
bfa,1978,7.65925
bfa,1979,-2.92037
bfa,1980,4.14897
bfa,1981,-1.3331
bfa,1982,7.89638
bfa,1983,0.78308
bfa,1984,1.74823
bfa,1985,5.53893
bfa,1986,10.10693
bfa,1987,8.37001
bfa,1988,-0.95075
bfa,1989,-0.54298
bfa,1990,7.6291
bfa,1991,0.12598
bfa,1992,4.16291
bfa,1993,5.27413
bfa,1994,-4.563
bfa,1995,0.19836
bfa,1996,-0.87001
bfa,1997,20.39839
bfa,1998,4.34426
bfa,1999,34.69751
bfa,2000,-3.09117
bfa,2001,5.05829
bfa,2002,6.04594
bfa,2003,13.87333
bfa,2004,5.56958
bfa,2005,5.04229
bfa,2006,5.26078
bfa,2007,13.79095
bfa,2008,-2.14739
bfa,2009,11.40719
bfa,2010,12.01703
bfa,2011,12.51932
bfa,2012,-1.72632
bfa,2013,4.64974
bfa,2014,10.39052
bfa,2015,6.51144
bfa,2016,4.99902
bfa,2017,5.89794
bfa,2018,9.52396
bfa,2019,2.37842
bfa,2020,12.20952
bfa,2021,8.73108
bgd,1961,2.03375
bgd,1962,26.64648
bgd,1963,3.91927
bgd,1964,36.05368
bgd,1965,7.88599
bgd,1966,-4.00791
bgd,1967,-13.32195
bgd,1968,18.40283
bgd,1969,6.0225
bgd,1970,0.73767
bgd,1971,-19.63836
bgd,1972,-46.68485
bgd,1973,69.68999
bgd,1974,20.60461
bgd,1975,-12.59212
bgd,1976,-1.54575
bgd,1977,17.14595
bgd,1978,4.58699
bgd,1979,21.13302
bgd,1980,-3.82095
bgd,1981,5.00926
bgd,1982,3.37755
bgd,1983,3.89907
bgd,1984,9.62858
bgd,1985,6.18844
bgd,1986,6.90846
bgd,1987,8.62689
bgd,1988,3.12303
bgd,1989,3.77915
bgd,1990,7.29753
bgd,1991,4.7109
bgd,1992,6.9892
bgd,1993,8.09419
bgd,1994,8.12967
bgd,1995,10.13437
bgd,1996,6.73673
bgd,1997,5.22548
bgd,1998,8.7269
bgd,1999,5.24131
bgd,2000,6.25577
bgd,2001,7.46168
bgd,2002,5.80301
bgd,2003,6.5817
bgd,2004,7.04927
bgd,2005,7.93237
bgd,2006,9.7979
bgd,2007,9.02783
bgd,2008,7.03353
bgd,2009,6.91317
bgd,2010,7.0322
bgd,2011,9.01913
bgd,2012,9.4356
bgd,2013,9.63936
bgd,2014,8.16001
bgd,2015,9.6669
bgd,2016,11.09373
bgd,2017,8.27216
bgd,2018,10.19581
bgd,2019,11.63332
bgd,2020,3.61109
bgd,2021,10.2871
bgr,1981,5.46769
bgr,1982,9.34656
bgr,1983,7.63916
bgr,1984,6.13132
bgr,1985,5.09408
bgr,1986,5.19292
bgr,1987,5.3738
bgr,1988,9.91426
bgr,1989,0.96521
bgr,1990,-12.5
bgr,1991,-18.6
bgr,1992,-6.4
bgr,1993,-6.2
bgr,1994,6
bgr,1995,-5.47049
bgr,1996,-0.07774
bgr,1997,8.83531
bgr,1998,1.24294
bgr,1999,-1.58681
bgr,2000,11.21817
bgr,2001,6.25531
bgr,2002,4.61085
bgr,2003,7.73204
bgr,2004,3.95967
bgr,2005,4.34634
bgr,2006,8.98388
bgr,2007,11.77194
bgr,2008,4.65052
bgr,2009,-4.11968
bgr,2010,-5.7452
bgr,2011,2.70189
bgr,2012,4.34685
bgr,2013,-2.7037
bgr,2014,0.59304
bgr,2015,4.40389
bgr,2016,3.92589
bgr,2017,0.9821
bgr,2018,-0.00472
bgr,2019,-0.07517
bgr,2020,-8.21868
bgr,2021,1.71645
bhr,2007,6.78099
bhr,2008,4.68671
bhr,2009,0.07514
bhr,2010,2.34397
bhr,2011,1.45204
bhr,2012,-1.75315
bhr,2013,8.89792
bhr,2014,4.7718
bhr,2015,1.30232
bhr,2016,2.85202
bhr,2017,0.55005
bhr,2018,1.06679
bhr,2019,2.26459
bhr,2020,-1.19969
bhr,2021,0.40086
bhs,1990,-4.84721
bhs,1991,-2.78123
bhs,1992,1.35638
bhs,1993,-10.72531
bhs,1994,12.08193
bhs,1995,-0.63509
bhs,1996,3.05195
bhs,1997,19.79529
bhs,1998,-13.2659
bhs,1999,-17.62735
bhs,2000,10.36615
bhs,2001,-34.6358
bhs,2002,25.89668
bhs,2003,51.56782
bhs,2004,-12.20002
bhs,2005,22.28356
bhs,2006,-10.41621
bhs,2007,-51.63471
bhs,2008,99.18679
bhs,2009,-5.47334
bhs,2010,50.42516
bhs,2011,12.5258
bhs,2012,11.41855
bhs,2013,-6.70579
bhs,2014,11.65235
bhs,2015,-2.56956
bhs,2016,-2.17897
bhs,2017,6.42301
bhs,2018,-7.7491
bhs,2019,-1.16749
bhs,2020,-34.50966
bhs,2021,8.50822
bih,2001,4.20402
bih,2002,3.07144
bih,2003,6.01889
bih,2004,8.15879
bih,2005,10.13046
bih,2006,9.50404
bih,2007,8.09961
bih,2008,9.13808
bih,2009,-4.58638
bih,2010,1.6363
bih,2011,-0.32202
bih,2012,-2.57303
bih,2013,3.93267
bih,2014,1.7279
bih,2015,3.61592
bih,2016,4.72798
bih,2017,5.04323
bih,2018,3.85079
bih,2019,-0.53003
bih,2020,-1.479
bih,2021,8.86998
blr,1991,0.41984
blr,1992,-8.38933
blr,1993,-11.71298
blr,1994,-17.36127
blr,1995,-13.44112
blr,1996,3.37266
blr,1997,17.96421
blr,1998,10.84166
blr,1999,7.57068
blr,2000,5.81685
blr,2001,4.79973
blr,2002,6.97136
blr,2003,10.61761
blr,2004,18.82974
blr,2005,13.55446
blr,2006,14.14236
blr,2007,9.3002
blr,2008,15.54316
blr,2009,0.30374
blr,2010,12.0841
blr,2011,7.2435
blr,2012,2.03715
blr,2013,-1.92053
blr,2014,1.50197
blr,2015,-7.34588
blr,2016,-4.6702
blr,2017,3.55868
blr,2018,-4.21658
blr,2019,2.92922
blr,2020,-3.54201
blr,2021,6.69657
blz,1971,6.21279
blz,1972,13.69615
blz,1973,9.02103
blz,1974,11.51241
blz,1975,6.35934
blz,1976,-0.5215
blz,1977,15.22765
blz,1978,7.5547
blz,1979,5.71106
blz,1980,37.94663
blz,1981,3.8472
blz,1982,-2.15766
blz,1983,-1.63945
blz,1984,-1.47129
blz,1985,1.0192
blz,1986,3.55809
blz,1987,10.01392
blz,1988,5.76116
blz,1989,14.86545
blz,1990,10.98846
blz,1991,8.2494
blz,1992,10.30128
blz,1993,9.51998
blz,1994,-10.2329
blz,1995,-0.44944
blz,1996,-1.80587
blz,1997,-0.45977
blz,1998,-2.66639
blz,1999,10.78516
blz,2000,29.55607
blz,2001,-0.8416
blz,2002,0.03031
blz,2003,-10.21212
blz,2004,7.79615
blz,2005,-1.65936
blz,2006,14.82012
blz,2007,6.36351
blz,2008,-4.83577
blz,2009,5.76633
blz,2010,-11.16291
blz,2011,-1.88047
blz,2012,-10.08765
blz,2013,4.54395
blz,2014,6.85949
blz,2015,-2.41089
blz,2016,7.9418
blz,2017,-7.03454
blz,2018,0.15103
blz,2019,5.57985
blz,2020,-1.75689
blz,2021,15.07706
bmu,2011,-14.33925
bmu,2012,-9.34345
bmu,2013,-3.70865
bmu,2014,-3.55903
bmu,2015,-1.02473
bmu,2016,0.78889
bmu,2017,4.18208
bmu,2018,7.91134
bmu,2019,15.64411
bmu,2020,-16.56691
bmu,2021,0.10264
bol,1961,-1.46484
bol,1962,10.10902
bol,1963,9.98996
bol,1964,6.70927
bol,1965,10.26518
bol,1966,8.96043
bol,1967,11.96155
bol,1968,6.00954
bol,1969,7.16857
bol,1970,4.17017
bol,1971,7.27926
bol,1972,12.19332
bol,1973,9.96383
bol,1974,2.39982
bol,1975,3.28782
bol,1976,3.89944
bol,1977,6.49251
bol,1978,0.97104
bol,1979,-4.52801
bol,1980,-5.65729
bol,1981,-3.32328
bol,1982,-9.23566
bol,1983,-1.15571
bol,1984,-4.25807
bol,1985,-7.31324
bol,1986,-9.51562
bol,1987,3.60257
bol,1988,4.01096
bol,1989,7.99441
bol,1990,7.09004
bol,1991,4.21386
bol,1992,1.79831
bol,1993,5.4251
bol,1994,4.6773
bol,1995,6.98759
bol,1996,3.06045
bol,1997,3.71401
bol,1998,7.08099
bol,1999,-1.96129
bol,2000,2.43327
bol,2001,0.20733
bol,2002,2.67904
bol,2003,0.89512
bol,2004,6.30288
bol,2005,6.47467
bol,2006,6.9343
bol,2007,6.99792
bol,2008,10.57985
bol,2009,2.89625
bol,2010,3.8431
bol,2011,4.86638
bol,2012,5.20391
bol,2013,7.53007
bol,2014,5.23642
bol,2015,2.62117
bol,2016,4.00837
bol,2017,2.24926
bol,2018,2.27688
bol,2019,0.1231
bol,2020,-11.84007
bol,2021,9.56149
bra,1961,9.49621
bra,1962,6.94363
bra,1963,0.14231
bra,1964,6.20445
bra,1965,-1.42216
bra,1966,10.76308
bra,1967,3.31116
bra,1968,14.43706
bra,1969,11.113
bra,1970,16.35706
bra,1971,11.81062
bra,1972,14.18884
bra,1973,17.03859
bra,1974,8.49388
bra,1975,4.90088
bra,1976,11.73578
bra,1977,3.14453
bra,1978,6.43983
bra,1979,6.79716
bra,1980,9.25
bra,1981,-8.84
bra,1982,-0.04
bra,1983,-5.92
bra,1984,6.31
bra,1985,8.27
bra,1986,11.66
bra,1987,0.99
bra,1988,-2.6
bra,1989,2.86
bra,1990,-8.18
bra,1991,0.26
bra,1992,-4.22
bra,1993,7.01
bra,1994,6.73132
bra,1995,1.91221
bra,1996,0.97462
bra,1997,4.37499
bra,1998,-2.09
bra,1999,-2.60792
bra,2000,4.41184
bra,2001,-0.6424
bra,2002,3.80322
bra,2003,0.10362
bra,2004,8.21489
bra,2005,1.99439
bra,2006,2.00645
bra,2007,6.20666
bra,2008,4.09961
bra,2009,-4.70229
bra,2010,10.20307
bra,2011,4.11433
bra,2012,-0.72282
bra,2013,2.16622
bra,2014,-1.50818
bra,2015,-5.7615
bra,2016,-4.5663
bra,2017,-0.50073
bra,2018,0.71698
bra,2019,-0.67004
bra,2020,-3.40093
bra,2021,4.47821
brb,1976,15.23715
brb,1977,-2.19417
brb,1978,9.81095
brb,1979,6.25318
brb,1980,4.43888
brb,1981,-1.04297
brb,1982,-6.74487
brb,1983,3.33333
brb,1984,2.43457
brb,1985,-4.694
brb,1986,5.98504
brb,1987,-1.17647
brb,1988,6.90476
brb,1989,5.51225
brb,1990,-4.48549
brb,1991,-4.58564
brb,1992,-12.73885
brb,1993,1.3935
brb,1994,1.17801
brb,1995,6.27426
brb,1996,5.53865
brb,1997,7.55479
brb,1998,-2.57373
brb,1999,2.75179
brb,2000,-0.48206
brb,2001,-0.64586
brb,2002,4.60455
brb,2003,-0.51787
brb,2004,2.70692
brb,2005,7.14648
brb,2006,-1.98014
brb,2007,-0.10885
brb,2008,6.48035
brb,2009,-14.82061
brb,2010,-10.03534
brb,2011,-0.91909
brb,2012,-1.27646
brb,2013,-1.47767
brb,2014,-0.49723
brb,2015,1.72852
brb,2016,-1.80383
brb,2017,1.37773
brb,2018,-3.34897
brb,2019,-0.29294
brb,2020,-2.78687
brb,2021,-0.5958
brn,1990,-0.28815
brn,1991,5.3837
brn,1992,5.31884
brn,1993,-1.0067
brn,1994,3.67108
brn,1995,5.35793
brn,1996,4.65365
brn,1997,-6.07241
brn,1998,-0.26408
brn,1999,3.59678
brn,2000,2.97995
brn,2001,0.83116
brn,2002,4.49436
brn,2003,3.48173
brn,2004,-0.54651
brn,2005,-1.79043
brn,2006,2.85655
brn,2007,-5.5728
brn,2008,-5.44083
brn,2009,-5.01661
brn,2010,1.72021
brn,2011,3.24837
brn,2012,-1.38716
brn,2013,-5.63611
brn,2014,-4.36307
brn,2015,-0.0338
brn,2016,-2.94253
brn,2017,1.51447
brn,2018,-0.3638
brn,2019,4.19182
brn,2020,2.90915
brn,2021,-4.1668
btn,1981,69.98208
btn,1982,7.53968
btn,1983,27.95077
btn,1984,2.20525
btn,1985,-5.90513
btn,1986,26.90974
btn,1987,89.21741
btn,1988,-0.80152
btn,1989,9.79424
btn,1990,-1.26622
btn,1991,-2.59149
btn,1992,15.03272
btn,1993,1.32218
btn,1994,7.03607
btn,1995,15.96106
btn,1996,3.58355
btn,1997,-0.84227
btn,1998,4.69158
btn,1999,15.07648
btn,2000,7.25661
btn,2001,12.76485
btn,2002,16.76179
btn,2003,9.63714
btn,2004,2.03848
btn,2005,3.77713
btn,2006,8.8412
btn,2007,40.72891
btn,2008,6.21663
btn,2009,3.45399
btn,2010,12.48421
btn,2011,4.05863
btn,2012,6.76786
btn,2013,3.90192
btn,2014,3.71227
btn,2015,8.21578
btn,2016,6.9365
btn,2017,2.54721
btn,2018,-4.98314
btn,2019,2.00634
btn,2020,-12.83699
btn,2021,1.95559
bwa,1961,-2.16218
bwa,1962,3.31495
bwa,1963,-7.48661
bwa,1964,50.07426
bwa,1965,65.97951
bwa,1966,-4.47538
bwa,1967,5.77961
bwa,1968,-8.30047
bwa,1969,114.03661
bwa,1970,70.51056
bwa,1971,23.714
bwa,1972,26.37574
bwa,1973,21.24155
bwa,1974,8.99548
bwa,1975,20.46767
bwa,1976,13.11762
bwa,1977,22.41212
bwa,1978,20.84204
bwa,1979,10.73828
bwa,1980,21.33711
bwa,1981,17.58227
bwa,1982,22.377
bwa,1983,22.49368
bwa,1984,8.33362
bwa,1985,3.5011
bwa,1986,7.1271
bwa,1987,8.68719
bwa,1988,16.35904
bwa,1989,10.59486
bwa,1990,3.8786
bwa,1991,4.6124
bwa,1992,-1.82079
bwa,1993,-0.83682
bwa,1994,2.55278
bwa,1995,7.1348
bwa,1996,-0.65873
bwa,1997,6.57372
bwa,1998,-1.52525
bwa,1999,6.67122
bwa,2000,6.80543
bwa,2001,0.40598
bwa,2002,12.75227
bwa,2003,1.83575
bwa,2004,-1.14803
bwa,2005,5.63701
bwa,2006,7.79963
bwa,2007,2.55058
bwa,2008,-2.24477
bwa,2009,-31.7484
bwa,2010,16.8198
bwa,2011,9.20369
bwa,2012,-3.73627
bwa,2013,14.93803
bwa,2014,5.91707
bwa,2015,-10.51602
bwa,2016,3.30365
bwa,2017,4.86477
bwa,2018,5.43649
bwa,2019,-1.48526
bwa,2020,-20.53753
bwa,2021,19.38088
caf,2010,-1.7412
caf,2011,12.6661
caf,2012,7.24998
caf,2013,-45.79391
caf,2014,-14.91785
caf,2015,12.28305
caf,2016,2.8635
caf,2017,1.73844
caf,2018,1.52271
caf,2019,12.06407
caf,2020,-0.0085
caf,2021,-0.23959
can,1998,2.8696
can,1999,5.98819
can,2000,6.34
can,2001,-0.70595
can,2002,2.95572
can,2003,0.91224
can,2004,3.30122
can,2005,2.96727
can,2006,1.08577
can,2007,0.50133
can,2008,-1.50056
can,2009,-9.85238
can,2010,6.66809
can,2011,4.5481
can,2012,2.33453
can,2013,2.58273
can,2014,4.29764
can,2015,-1.1043
can,2016,-1.42295
can,2017,3.7314
can,2018,3.30006
can,2019,-0.09478
can,2020,-6.31069
can,2021,4.73764
che,1991,-0.25295
che,1992,-0.46861
che,1993,-0.38578
che,1994,3.18091
che,1995,-0.48315
che,1996,-2.00434
che,1997,0.12708
che,1998,1.33299
che,1999,0.38974
che,2000,1.05513
che,2001,3.82335
che,2002,1.10176
che,2003,-0.3499
che,2004,0.03432
che,2005,4.12344
che,2006,4.561
che,2007,3.27728
che,2008,2.70215
che,2009,-9.15283
che,2010,6.19937
che,2011,6.23096
che,2012,-1.22972
che,2013,2.12534
che,2014,0.37918
che,2015,-0.28276
che,2016,1.88618
che,2017,4.3349
che,2018,5.58424
che,2019,2.67077
che,2020,-3.92844
che,2021,7.90548
chl,1961,4.86741
chl,1962,12.37643
chl,1963,7.59331
chl,1964,1.40113
chl,1965,0.05531
chl,1966,7.64708
chl,1967,2.68431
chl,1968,4.06259
chl,1969,3.79678
chl,1970,1.90196
chl,1971,9.9169
chl,1972,-2.16949
chl,1973,-7.1168
chl,1974,5.66389
chl,1975,-21.8121
chl,1976,3.94142
chl,1977,5.87133
chl,1978,7.26246
chl,1979,9.11138
chl,1980,8.19102
chl,1981,6.28349
chl,1982,-14.6842
chl,1983,-0.7652
chl,1984,7.05816
chl,1985,4.75311
chl,1986,5.79002
chl,1987,4.224
chl,1988,8.27037
chl,1989,8.71684
chl,1990,1.66755
chl,1991,7.36455
chl,1992,9.24873
chl,1993,7.6368
chl,1994,4.48097
chl,1995,8.3659
chl,1996,10.19781
chl,1997,5.80526
chl,1998,1.16998
chl,1999,-2.12634
chl,2000,3.0182
chl,2001,1.15668
chl,2002,0.01532
chl,2003,2.04076
chl,2004,3.24118
chl,2005,1.51702
chl,2006,3.13232
chl,2007,0.29761
chl,2008,-1.00518
chl,2009,-1.68926
chl,2010,2.18304
chl,2011,2.49368
chl,2012,6.30467
chl,2013,3.31109
chl,2014,0.85839
chl,2015,1.16159
chl,2016,-0.3409
chl,2017,-0.48503
chl,2018,5.12599
chl,2019,-0.5477
chl,2020,-3.59137
chl,2021,5.05507
chn,1961,-41.9
chn,1962,-10.6
chn,1963,14.5
chn,1964,25.5
chn,1965,24
chn,1966,22.2
chn,1967,-14.3
chn,1968,-9.2
chn,1969,33
chn,1970,34.6
chn,1971,12.4
chn,1972,6.7
