geo,time,gc_rev_xgrt_gd_zs
bel,2000,42.4167
bel,2001,42.39164
bel,2002,41.35753
bel,2003,40.49645
bel,2004,40.51497
bel,2005,40.45148
bel,2006,40.14753
bel,2007,39.71368
bel,2008,40.81032
bel,2009,39.84818
bel,2010,40.35528
bel,2011,41.20316
bel,2012,42.30609
bel,2013,42.81526
bel,2014,42.5962
bel,2015,40.42014
bel,2016,38.36104
bel,2017,38.81556
bel,2018,39.2019
bel,2019,37.75659
bel,2020,37.50138
ben,1977,14.93499
ben,1978,14.10837
ben,1979,12.93072
bfa,2002,10.39866
bfa,2003,10.98234
bfa,2004,12.20347
bfa,2005,11.3145
bfa,2006,11.62446
bfa,2007,12.23409
bfa,2008,11.47776
bfa,2009,12.12913
bfa,2010,13.61964
bfa,2011,13.94071
bfa,2012,15.5745
bfa,2013,16.82595
bfa,2014,15.46513
bfa,2015,14.97639
bfa,2016,16.17725
bfa,2017,16.79797
bfa,2018,16.82276
bfa,2019,18.43938
bfa,2020,15.84925
bgd,2001,8.55509
bgd,2002,8.87465
bgd,2003,8.71579
bgd,2004,8.65675
bgd,2005,8.94899
bgd,2006,8.77841
bgd,2007,8.81075
bgd,2008,9.51289
bgd,2009,9.64307
bgd,2010,9.74383
bgd,2011,10.46266
bgd,2012,11.14523
bgd,2013,11.16041
bgd,2014,10.86689
bgd,2015,9.84448
bgd,2016,8.5228
bgd,2017,8.07126
bgd,2018,8.70481
bgd,2019,8.85578
bgd,2020,8.64086
bgr,1990,47.14633
bgr,1991,36.39941
bgr,1992,35.62948
bgr,1993,33.32954
bgr,1994,38.96442
bgr,2005,35.17021
bgr,2006,34.08301
bgr,2007,35.55326
bgr,2008,36.22198
bgr,2009,32.06417
bgr,2010,29.84985
bgr,2011,29.14552
bgr,2012,30.6031
bgr,2013,32.54168
bgr,2014,33.41721
bgr,2015,33.59175
bgr,2016,32.22031
bgr,2017,33.03404
bgr,2018,34.82679
bgr,2019,34.98221
bgr,2020,33.37531
bhr,1980,33.58087
bhr,1981,36.68226
bhr,1982,36.31456
bhr,1983,31.57932
bhr,1984,33.05414
bhr,1985,36.6907
bhr,1986,36.78662
bhr,1987,29.51231
bhr,1988,25.70218
bhr,1989,27.75521
bhr,1990,29.46429
bhr,1991,27.06689
bhr,1992,26.00202
bhr,1993,27.84739
bhr,1994,22.73813
bhr,1995,23.87924
bhr,1996,26.81428
bhr,1997,26.5195
bhr,1998,22.2141
bhr,1999,26.24624
bhr,2000,31.27082
bhr,2001,28.70476
bhr,2002,27.37611
bhr,2003,27.04046
bhr,2004,26.59138
bhs,1990,15.7391
bhs,1991,15.77225
bhs,1992,17.14699
bhs,1993,17.18952
bhs,1994,18.58239
bhs,1995,19.13969
bhs,1996,18.98587
bhs,1997,11.49113
bhs,1998,11.12411
bhs,1999,11.30626
bhs,2000,11.6036
bhs,2001,11.05457
bhs,2002,9.99446
bhs,2003,10.15886
bhs,2004,10.42996
bhs,2005,11.22148
bhs,2006,12.59415
bhs,2007,12.58312
bhs,2008,13.57313
bhs,2009,13.18851
bhs,2010,12.81024
bhs,2011,14.41866
bhs,2012,14.17344
bhs,2013,13.09323
bhs,2014,13.15316
bhs,2015,14.59741
bhs,2016,16.8091
bhs,2017,16.75288
bhs,2018,15.9908
bhs,2019,18.39089
bhs,2020,21.5148
bih,2005,35.51079
bih,2006,38.01586
bih,2007,38.63243
bih,2008,37.87841
bih,2009,37.35763
bih,2010,38.3702
bih,2011,38.8356
bih,2012,39.48128
bih,2013,38.44868
bih,2014,39.41685
bih,2015,38.58886
bih,2016,38.14102
bih,2017,38.70531
bih,2018,38.89808
bih,2019,38.07863
bih,2020,37.96619
blr,1992,31.63043
blr,1993,38
blr,1994,33.36705
blr,1995,30.02661
blr,1996,30.53201
blr,1997,31.82943
blr,1998,29.10644
blr,1999,28.71187
blr,2000,28.68127
blr,2001,28.47617
blr,2002,26.56772
blr,2003,29.32297
blr,2004,31.43575
blr,2005,33.77857
blr,2006,37.15209
blr,2007,38.25131
blr,2008,38.89177
blr,2009,34.09953
blr,2010,30.31542
blr,2011,28.06337
blr,2012,29.03956
blr,2013,28.72201
blr,2014,27.92189
blr,2015,29.67689
blr,2016,28.94265
blr,2017,29.46718
blr,2018,30.84732
blr,2019,29.60111
blr,2020,28.10312
blz,1990,25.44939
blz,1991,24.04689
blz,1992,23.37571
blz,1993,21.92268
blz,1994,21.90042
blz,1995,20.9454
blz,1996,22.25859
blz,1997,21.99546
blz,1998,21.92174
blz,1999,23.02246
blz,2000,20.3582
blz,2001,20.7866
blz,2002,21.30082
blz,2003,21.41355
blz,2004,21.53021
blz,2005,23.57291
blz,2006,24.10465
blz,2007,25.95302
blz,2008,25.3363
blz,2009,25.49914
blz,2010,27.46139
blz,2011,26.74485
blz,2012,25.62169
blz,2013,27.48778
blz,2014,28.51061
blz,2015,28.07009
blz,2016,27.92199
blz,2017,29.24134
bol,1985,9.82606
bol,1986,13.14757
bol,1987,13.02382
bol,1988,12.49734
bol,1989,12.75021
bol,1990,13.67533
bol,1991,14.85094
bol,1992,15.1717
bol,1993,16.04197
bol,1994,16.38639
bol,1995,16.23635
bol,1996,17.16776
bol,1997,16.97753
bol,1998,17.68366
bol,1999,17.89843
bol,2000,17.80198
bol,2001,16.90832
bol,2002,18.37705
bol,2003,18.79573
bol,2004,20.24241
bol,2005,22.97239
bol,2006,23.20391
bol,2007,23.26561
bra,2010,28.99644
bra,2011,29.1008
bra,2012,29.66605
bra,2013,28.65112
bra,2014,27.37151
bra,2015,29.25143
bra,2016,29.67011
bra,2017,27.82473
bra,2018,28.58289
bra,2019,29.15188
bra,2020,26.18764
brb,2003,28.32868
brb,2004,28.61809
brb,2005,27.97997
brb,2006,26.3328
brb,2007,27.05785
brb,2008,27.32482
brb,2009,27.94854
brb,2010,26.57429
brb,2011,27.72127
brb,2012,25.95903
brb,2013,24.73057
brb,2014,24.91074
brb,2015,26.65934
brb,2016,29.62145
btn,1982,10.26675
btn,1984,15.05355
btn,1985,13.10109
btn,1986,14.03737
btn,1988,21.9443
btn,1989,19.04345
btn,1990,17.72521
btn,1991,17.86683
btn,1992,17.80967
btn,1993,21.04872
btn,1994,19.23224
btn,1995,19.01532
btn,1996,19.03779
btn,1997,18.43307
btn,1998,20.43072
btn,1999,20.76834
btn,2000,23.66449
btn,2001,22.50051
btn,2002,19.92035
btn,2003,16.86883
btn,2004,16.17775
btn,2005,17.26022
btn,2006,17.4126
btn,2007,20.87065
btn,2008,23.11287
btn,2009,23.51979
btn,2010,22.0003
btn,2011,20.9584
btn,2012,21.32029
btn,2013,20.45508
btn,2014,19.92382
btn,2015,19.62513
btn,2016,18.80251
btn,2017,18.6673
btn,2018,22.96082
btn,2019,20.31934
btn,2020,21.25822
bwa,1990,50.78818
bwa,1991,49.65028
bwa,1992,51.16885
bwa,1993,50.05007
bwa,1994,37.90688
bwa,1995,40.90452
bwa,1996,44.83987
bwa,2006,45.53849
bwa,2007,41.63235
bwa,2008,39.78133
bwa,2009,39.68111
bwa,2010,36.27282
bwa,2011,36.05177
bwa,2012,37.3935
bwa,2013,38.79596
bwa,2014,39.47071
bwa,2015,35.19549
bwa,2016,34.77394
bwa,2017,33.6158
bwa,2018,30.92144
bwa,2019,30.18299
bwa,2020,28.82397
caf,2004,8.3144
caf,2008,9.39404
caf,2009,9.11048
caf,2010,9.20742
caf,2011,8.62529
caf,2012,9.55407
caf,2014,4.58128
caf,2015,5.66316
caf,2016,7.30023
caf,2017,7.19819
caf,2018,8.81799
caf,2019,8.79208
caf,2020,9.51224
can,1990,19.76545
can,1991,20.49945
can,1992,20.6866
can,1993,19.79471
can,1994,19.13853
can,1995,19.45021
can,1996,19.78383
can,1997,20.6025
can,1998,20.66623
can,1999,20.59197
can,2000,20.86174
can,2001,20.16015
can,2002,19.32466
can,2003,19.06511
can,2004,18.69031
can,2005,18.52969
can,2006,18.53179
can,2007,18.69516
can,2008,17.62088
can,2009,17.64354
can,2010,16.89617
can,2011,16.9255
can,2012,16.92032
can,2013,16.95262
can,2014,16.97922
can,2015,17.85091
can,2016,17.86508
can,2017,18.01045
can,2018,18.52919
can,2019,18.29162
can,2020,18.83255
che,1980,16.29198
che,1981,16.24832
che,1982,16.61512
che,1983,16.92429
che,1984,17.17343
che,1990,14.49141
che,1991,14.48911
che,1992,14.82332
che,1993,15.08812
che,1994,15.53379
che,1995,16.13445
che,1996,16.49528
che,1997,16.38691
che,1998,17.09167
che,1999,16.83607
che,2000,17.9823
che,2001,17.08381
che,2002,17.16716
che,2003,16.95195
che,2004,16.64804
che,2005,16.72577
che,2006,16.62797
che,2007,16.31507
che,2008,17.14881
che,2009,17.11035
che,2010,16.93935
che,2011,17.14289
che,2012,17.02289
che,2013,17.20666
che,2014,16.94892
che,2015,17.54316
che,2016,17.25684
che,2017,17.91554
che,2018,17.42217
che,2019,17.63448
che,2020,17.65496
chl,1972,28.39072
chl,1973,26.54552
chl,1974,26.11991
chl,1975,30.27381
chl,1976,28.00045
chl,1977,28.43789
chl,1978,29.13433
chl,1979,29.64216
chl,1980,30.37976
chl,1981,28.83975
chl,1982,27.88866
chl,1983,26.7507
chl,1984,28.15683
chl,1985,26.1932
chl,1986,25.08691
chl,1987,23.4308
chl,1988,20.64774
chl,1989,19.99565
chl,1990,18.84895
chl,1991,20.25806
chl,1992,20.83561
chl,1993,20.86121
chl,1994,20.0554
chl,1995,19.66976
chl,1996,20.42717
chl,1997,20.40332
chl,1998,20.4222
chl,1999,20.09946
chl,2000,20.78554
chl,2001,20.83787
chl,2002,20.17491
chl,2003,20.00619
chl,2004,21.24315
chl,2005,22.9947
chl,2006,24.59133
chl,2007,26.10233
chl,2008,24.50144
chl,2009,19.11545
chl,2010,21.55008
chl,2011,22.66091
chl,2012,22.10489
chl,2013,20.99279
chl,2014,20.65649
chl,2015,21.14236
chl,2016,20.8571
chl,2017,21.16804
chl,2018,22.17403
chl,2019,21.70832
chl,2020,20.00412
chn,2005,9.62504
chn,2006,10.12516
chn,2007,16.7345
chn,2008,11.07654
chn,2009,11.66271
chn,2010,11.23108
chn,2011,11.23873
chn,2012,11.13896
chn,2013,10.95624
chn,2014,15.81818
chn,2015,16.04302
chn,2016,15.62993
chn,2017,15.88317
chn,2018,16.5359
chn,2019,16.10057
chn,2020,14.08609
civ,1995,20.09396
civ,2001,9.92642
civ,2002,10.50195
civ,2003,10.08614
civ,2004,10.68558
civ,2005,10.6883
civ,2006,11.19381
civ,2007,12.20293
civ,2008,12.01804
civ,2009,11.58707
civ,2010,11.26066
civ,2011,8.66048
civ,2012,12.11102
civ,2013,11.713
civ,2014,10.64434
civ,2015,12.16421
civ,2016,11.83971
civ,2017,12.16867
civ,2018,12.07207
civ,2019,12.33959
cmr,1990,14.26211
cmr,1991,15.15478
cmr,1992,15.51998
cmr,1993,9.78027
cmr,1994,7.79537
cmr,1995,9.89354
cmr,1998,12.93718
cmr,1999,12.18607
cmr,2012,15.86936
cmr,2013,15.8187
cmr,2014,16.33296
cmr,2015,15.4849
cmr,2016,14.518
cmr,2017,14.69166
cmr,2018,15.15052
cod,1972,9.89321
cod,1973,9.76416
cod,1974,11.10631
cod,1975,8.50083
cod,1976,6.42326
cod,1977,6.5166
cod,1978,5.74252
cod,1979,7.60694
cod,1980,9.42549
cod,1981,8.63377
cod,1982,7.87334
cod,1988,9.75147
cod,1989,11.44856
cog,2001,30.59122
cog,2002,30.34824
cog,2003,29.70765
cog,2004,31.23836
cog,2005,35.79932
cog,2006,41.71746
cog,2007,36.85783
cog,2008,47.21099
cog,2009,28.87489
cog,2010,34.59708
cog,2011,38.7473
cog,2012,32.82909
cog,2013,34.91024
cog,2014,31.66587
cog,2015,20.85916
cog,2016,20.65423
cog,2017,17.39665
cog,2018,25.54469
cog,2019,26.38413
cog,2020,21.2092
col,1998,18.18574
col,1999,18.00373
col,2000,15.49435
col,2003,22.838
col,2008,21.90149
col,2009,20.94941
col,2010,21.57443
col,2011,23.49201
col,2012,26.33548
col,2013,24.49857
col,2014,23.44699
col,2015,24.10242
col,2016,24.22342
col,2017,22.58429
col,2018,23.47549
col,2019,25.59924
col,2020,24.0799
cpv,2005,27.60384
cpv,2006,29.73054
cpv,2007,27.42634
cpv,2008,29.24268
cpv,2009,25.9555
cpv,2010,26.37162
cpv,2011,26.61343
cpv,2012,27.67053
cpv,2013,26.56027
cpv,2014,24.5955
cpv,2015,29.12257
cpv,2016,31.11348
cpv,2017,28.7939
cri,1972,15.21459
cri,1973,15.94112
cri,1974,18.53856
cri,1975,17.97127
cri,1976,17.60529
cri,1977,16.63458
cri,1978,19.01046
cri,1979,18.24522
cri,1980,17.79957
cri,1981,17.82753
cri,1982,17.43499
cri,1983,21.71459
cri,1984,22.31753
cri,1985,20.72051
cri,1986,22.12676
cri,1987,24.6298
cri,1988,25.08129
cri,1989,24.43235
cri,1990,23.08511
cri,1991,18.44638
cri,1992,19.55174
cri,1993,20.39691
cri,1994,19.8036
cri,1995,20.54943
cri,1996,20.75297
cri,1997,20.76713
cri,1998,20.91432
cri,1999,22.08883
cri,2000,22.16012
cri,2001,22.86221
cri,2002,22.91987
cri,2003,22.88267
cri,2004,22.30814
cri,2005,22.7647
cri,2006,23.56774
cri,2007,24.11211
cri,2008,24.40793
cri,2009,23.46398
cri,2010,22.86758
cri,2011,23.29766
cri,2012,23.36151
cri,2013,23.58869
cri,2014,23.07075
cri,2015,23.45721
cri,2016,24.00799
cri,2017,23.3186
cri,2018,24.31678
cri,2019,24.15662
cri,2020,23.70197
cyp,1975,23.11673
cyp,1976,19.2333
cyp,1977,19.64311
cyp,1978,19.70582
cyp,1979,19.58241
cyp,1980,21.18637
cyp,1981,21.81849
cyp,1982,22.70173
cyp,1983,24.1814
cyp,1984,24.90728
cyp,1985,25.64768
cyp,1986,26.07346
cyp,1987,25.48085
cyp,1988,26.49431
cyp,1989,27.77748
cyp,1990,47.20465
cyp,1991,46.03137
cyp,1992,48.08301
cyp,1993,51.53197
cyp,1994,53.35852
cyp,1995,50.4037
cyp,1996,49.92941
cyp,1997,48.8741
cyp,1998,50.4823
cyp,1999,49.82943
cyp,2000,53.56584
cyp,2001,55.26332
cyp,2002,54.73636
cyp,2003,57.60166
cyp,2004,58.1123
cyp,2005,61.99114
cyp,2006,62.84122
cyp,2007,68.14276
cyp,2008,65.55298
cyp,2009,35.78272
cyp,2010,36.23755
cyp,2011,35.68544
cyp,2012,35.64569
cyp,2013,36.32794
cyp,2014,39.59975
cyp,2015,38.29353
cyp,2016,36.64414
cyp,2017,37.26256
cyp,2018,37.90197
cyp,2019,38.36342
cyp,2020,37.97126
cze,1993,32.30441
cze,1994,30.89457
cze,1995,33.25384
cze,1996,31.62369
cze,1997,31.57841
cze,1998,30.78534
cze,1999,31.21728
cze,2000,30.67537
cze,2001,31.51005
cze,2002,31.49493
cze,2003,35.1207
cze,2004,32.35788
cze,2005,31.18048
cze,2006,31.16457
cze,2007,31.7633
cze,2008,30.67905
cze,2009,30.02491
cze,2010,30.51101
cze,2011,31.46168
cze,2012,31.94077
cze,2013,31.99458
cze,2014,31.05542
cze,2015,31.30544
cze,2016,31.79375
cze,2017,31.74527
cze,2018,32.15685
cze,2019,32.02756
cze,2020,32.20594
deu,1972,21.54519
deu,1973,22.57326
deu,1974,22.42051
deu,1975,22.43094
deu,1976,22.9142
deu,1977,23.36977
deu,1978,23.43923
deu,1979,23.18216
deu,1980,24.49766
deu,1981,24.8392
deu,1982,25.35237
deu,1983,24.93068
deu,1984,25.39234
deu,1985,25.55459
deu,1986,25.19088
deu,1987,25.22466
deu,1988,24.57126
deu,1989,24.9052
deu,1990,24.40936
deu,1991,28.57611
deu,1992,29.53503
deu,1993,29.48495
deu,1994,30.14818
deu,1995,30.04898
deu,1996,29.84188
deu,1997,29.83887
deu,1998,29.59388
deu,1999,30.11984
deu,2000,29.90792
deu,2001,28.99578
deu,2002,28.85243
deu,2003,29.44456
deu,2004,28.17946
deu,2005,28.1045
deu,2006,27.86376
deu,2007,27.57044
deu,2008,27.80329
deu,2009,28.78834
deu,2010,27.99095
deu,2011,28.32322
deu,2012,28.55499
deu,2013,28.54846
deu,2014,28.50118
deu,2015,28.506
deu,2016,28.40519
deu,2017,28.55636
deu,2018,28.92371
deu,2019,29.18056
deu,2020,29.28064
dnk,1972,32.94667
dnk,1973,31.2606
dnk,1974,32.04061
dnk,1975,29.94702
dnk,1976,29.68182
dnk,1977,30.18483
dnk,1978,31.54314
dnk,1979,32.35603
dnk,1980,33.11118
dnk,1981,33.00305
dnk,1982,32.35264
dnk,1983,33.89347
dnk,1984,35.68429
dnk,1985,37.12886
dnk,1986,39.14795
dnk,1987,38.77517
dnk,1988,38.81537
dnk,1989,37.97336
dnk,1990,36.70041
dnk,1991,35.49545
dnk,1992,36.74277
dnk,1993,38.54745
dnk,1994,38.78227
dnk,1995,38.54739
dnk,1996,39.12213
dnk,1997,38.39549
dnk,1998,38.58725
dnk,1999,38.75771
dnk,2000,38.47747
dnk,2001,37.466
dnk,2002,36.83483
dnk,2003,36.73747
dnk,2004,38.50582
dnk,2005,40.0586
dnk,2006,38.70317
dnk,2007,41.1695
dnk,2008,40.08832
dnk,2009,39.62889
dnk,2010,39.85895
dnk,2011,40.50538
dnk,2012,40.61774
dnk,2013,40.57886
dnk,2014,42.67227
dnk,2015,39.49785
dnk,2016,38.68008
dnk,2017,38.98448
dnk,2018,38.04553
dnk,2019,40.12469
dnk,2020,39.66442
dom,1972,17.52038
dom,1973,16.46196
dom,1974,17.05917
dom,1975,19.01256
dom,1976,15.61432
dom,1977,14.63452
dom,1978,14.34606
dom,1979,13.29745
dom,1980,13.96773
dom,1981,12.92767
dom,1982,9.86767
dom,1983,10.68152
dom,1984,10.72796
dom,1985,10.9255
dom,1986,12.5968
dom,1987,13.40052
dom,1988,14.12155
dom,1989,14.32052
dom,1990,12.04108
dom,1991,8.71747
dom,1992,12.57796
dom,1993,12.636
dom,1994,12.00242
dom,1995,12.15166
dom,1996,11.75174
dom,1997,12.98607
dom,1998,12.67128
dom,1999,12.96322
dom,2000,13.80254
dom,2001,14.76591
dom,2002,14.5819
dom,2003,13.24183
dom,2004,13.83718
dom,2005,14.89442
dom,2006,15.27993
dom,2007,16.49447
dom,2008,15.51312
dom,2009,14.02193
dom,2010,13.84694
dom,2011,13.73374
dom,2012,14.54268
dom,2013,15.02919
dom,2014,15.04113
dom,2015,17.57839
dom,2016,14.90294
dom,2017,15.16247
dom,2018,15.20919
dom,2019,15.45832
dom,2020,14.66063
ecu,2019,22.80211
ecu,2020,19.57289
egy,1975,37.40625
egy,1976,32.82821
egy,1977,39.47673
egy,1978,38.03558
egy,1979,34.42891
egy,1981,48.12981
egy,1982,40.56822
egy,1983,39.90226
egy,1984,37.81646
egy,1985,34.92225
egy,1986,33.65079
egy,1987,30.10291
egy,1988,30.69968
egy,1989,27.69481
egy,1990,23.04697
egy,1991,29.39289
egy,1992,32.65133
egy,1993,34.83119
egy,1994,36.90857
egy,1995,34.76765
egy,1996,28.6626
egy,1997,26.00602
egy,2002,24.3497
egy,2003,25.43114
egy,2004,24.64043
egy,2005,24.29166
egy,2006,28.13898
egy,2007,27.11709
egy,2008,27.62394
egy,2009,26.92007
egy,2010,24.78382
egy,2011,21.93074
egy,2012,20.22822
egy,2013,21.41631
egy,2014,19.87671
egy,2015,20.98862
esp,1972,17.94392
esp,1973,18.16159
esp,1974,18.04378
esp,1975,19.08458
esp,1976,18.85457
esp,1977,20.62879
esp,1978,21.53446
esp,1979,22.03469
esp,1980,21.97336
esp,1981,21.86303
esp,1982,22.94883
esp,1983,23.75337
esp,1984,23.53906
esp,1985,24.9082
esp,1986,26.45582
esp,1987,27.70736
esp,1988,27.46993
esp,1989,28.84067
esp,1990,27.95044
esp,1991,28.5077
esp,1992,29.15601
esp,1993,29.06608
esp,1994,28.40441
esp,2017,27.18857
esp,2018,27.92799
esp,2019,28.03849
esp,2020,29.42284
est,1995,38.08308
est,1996,36.06551
est,1997,36.12069
est,1998,35.81266
est,1999,34.43568
est,2000,33.58424
est,2001,32.87645
est,2002,33.67943
est,2003,34.12688
est,2004,33.85338
est,2005,32.19001
est,2006,33.29371
est,2007,33.60458
est,2008,33.87097
est,2009,38.55191
est,2010,35.91794
est,2011,33.78134
est,2012,34.12853
est,2013,33.89442
est,2014,34.64995
est,2015,35.60599
est,2016,35.55698
est,2017,35.03791
est,2018,34.97836
est,2019,35.69702
est,2020,36.10648
eth,1990,12.2658
eth,1991,9.5794
eth,1992,7.42622
eth,1993,8.35239
eth,1994,9.68342
eth,1995,12.07547
eth,1996,12.56914
eth,1997,14.08607
eth,1998,15.84685
eth,1999,16.04075
eth,2001,11.77992
eth,2002,12.75484
eth,2003,13.06429
eth,2004,11.90405
eth,2005,10.93646
eth,2006,8.87143
eth,2007,8.26738
eth,2008,10.1431
eth,2009,9.40189
eth,2010,10.76184
eth,2011,10.87647
eth,2012,11.07044
eth,2013,10.44029
eth,2014,9.73745
eth,2015,9.94334
eth,2016,9.35822
eth,2017,9.44483
eth,2018,8.97336
eth,2019,7.78822
eth,2020,7.10463
fin,1972,25.11557
fin,1973,25.80831
fin,1974,24.89086
fin,1975,26.36354
fin,1976,29.11661
fin,1977,28.79213
fin,1978,26.90684
fin,1979,25.92811
fin,1980,25.97701
fin,1981,27.16049
fin,1982,26.99816
fin,1983,27.06462
fin,1984,27.39771
fin,1985,28.45349
fin,1986,29.76856
fin,1987,28.35818
fin,1988,29.51833
fin,1989,29.73244
fin,1990,29.62015
fin,1991,29.82109
fin,1992,30.93926
fin,1993,31.39189
fin,1994,31.17673
fin,1995,39.93851
fin,1996,40.37107
fin,1997,39.58865
fin,1998,39.23751
fin,1999,38.13861
fin,2000,40.09836
fin,2001,37.96775
fin,2002,38.26354
fin,2003,37.62793
fin,2004,37.42615
fin,2005,37.59556
fin,2006,37.77162
fin,2007,37.4118
fin,2008,37.3845
fin,2009,35.76565
fin,2010,35.25776
fin,2011,36.72663
fin,2012,37.19315
fin,2013,37.54338
fin,2014,37.53124
fin,2015,37.37399
fin,2016,37.62677
fin,2017,36.70554
fin,2018,36.74251
fin,2019,36.6426
fin,2020,35.12931
fji,1990,26.78687
fji,1991,24.43928
