geo,time,se_xpd_ctot_zs
bgr,2008,86.02793
bgr,2009,90.99804
bgr,2010,94.9313
bgr,2011,95.22863
bgr,2012,94.13839
bgr,2013,92.69834
bgr,2017,95.50574
bgr,2018,95.19906
bgr,2019,94.05217
bgr,2020,95.48531
bgr,2021,94.17719
bhr,2012,96.151
bih,2016,97.30359
bih,2018,97.34207
bih,2019,97.85688
bih,2021,97.57337
blr,2004,95.24961
blr,2005,95.24447
blr,2006,93.58729
blr,2007,93.74764
blr,2009,94.8802
blr,2010,89.07085
blr,2011,92.19555
blr,2012,88.855
blr,2013,90.94242
blr,2014,91.28303
blr,2015,95.23313
blr,2016,96.03291
blr,2017,94.36782
blr,2019,92.44734
blr,2020,91.59694
blr,2021,90.81483
blr,2022,93.67134
blr,2023,91.87843
blz,2001,74.33401
blz,2003,80.6821
bmu,2015,98.53228
bol,2006,87.95331
bol,2007,87.32758
bol,2008,86.51512
bol,2009,87.06456
bol,2010,89.96771
bol,2011,90.07326
bol,2012,88.38637
bol,2013,85.57229
bol,2014,83.33701
bol,2015,86.64228
bol,2016,88.27332
bol,2017,88.15239
bol,2018,90.08608
bol,2019,91.90196
bol,2020,96.57648
bol,2021,95.75452
bol,2022,96.43246
bra,1998,95.21351
bra,1999,94.87459
bra,2000,93.85859
bra,2001,92.31029
bra,2002,91.03301
bra,2004,94.06612
bra,2005,93.86739
bra,2006,94.06816
bra,2007,93.28881
bra,2008,92.25131
bra,2009,93.17867
bra,2010,92.75148
bra,2011,93.88415
bra,2012,92.01461
bra,2013,93.76229
bra,2014,93.4343
bra,2015,96.05126
bra,2016,96.63199
bra,2017,97.52237
bra,2018,96.93305
bra,2019,97.03069
bra,2020,96.26845
bra,2021,94.97704
brb,1999,90.73189
brb,2000,99.8932
brb,2001,99.31194
brb,2002,89.34383
brb,2003,88.91442
brb,2004,90.98285
brb,2005,96.02201
brb,2007,94.85814
brb,2008,93.14247
brb,2009,98.08202
brb,2010,93.81883
brb,2014,96.39074
brb,2016,95.8917
brb,2017,95.55318
brb,2019,95.91969
brb,2020,97.75397
brb,2021,96.80525
brb,2022,98.80115
brb,2023,96.1591
brn,2016,96.76885
btn,2015,85.99127
bwa,2009,90.23575
caf,2005,97.75262
caf,2007,99.04539
caf,2008,97.72807
caf,2010,98.87496
can,1998,96.08073
can,1999,95.84737
can,2000,96.39845
can,2001,96.58566
can,2002,96.86863
can,2005,95.39283
can,2006,93.77897
can,2007,93.57315
can,2008,92.44956
can,2009,90.92619
can,2010,90.2883
can,2011,89.55127
can,2013,92.2282
can,2014,92.29828
can,2015,92.24428
can,2016,92.89117
can,2017,90.98083
can,2018,91.31813
can,2019,92.63697
can,2020,91.7835
can,2021,91.48801
che,1998,89.26041
che,1999,89.1223
che,2000,91.0362
che,2001,90.83513
che,2002,90.0621
che,2003,90.31545
che,2004,90.91431
che,2005,90.85313
che,2006,91.47374
che,2007,92.5136
che,2008,92.18582
che,2009,91.48609
che,2010,91.39543
che,2011,90.99284
che,2012,91.33873
che,2013,90.9666
che,2014,90.03994
che,2015,89.75732
che,2016,89.40428
chl,1999,91.55491
chl,2000,87.18878
chl,2002,86.06871
chl,2003,89.20166
chl,2004,85.27187
chl,2005,95.58858
chl,2006,95.04005
chl,2007,95.34914
chl,2008,97.22917
chl,2009,97.0308
chl,2017,93.50627
chl,2018,88.16384
chl,2019,94.72549
chl,2020,94.90734
chl,2021,94.53889
chn,1999,88.52425
chn,2022,82.90752
civ,1998,84.65799
civ,1999,89.10955
civ,2006,96.92863
civ,2007,95.84342
civ,2008,94.14237
civ,2009,91.40724
civ,2010,93.01918
civ,2011,93.30945
civ,2012,87.04329
civ,2013,89.39963
civ,2014,92.88705
civ,2015,94.10918
civ,2016,93.42007
civ,2017,93.5347
civ,2018,94.61532
civ,2019,95.98484
civ,2020,91.62639
civ,2021,95.20146
civ,2022,91.70633
civ,2023,91.38565
cmr,2008,84.9149
cmr,2009,81.67747
cmr,2010,86.64294
cmr,2011,92.245
cmr,2013,86.38931
cod,2010,90.38336
cod,2013,83.12921
com,1998,93.99252
com,2015,99.99887
cpv,2004,83.31471
cpv,2005,84.56382
cpv,2006,78.5507
cpv,2008,84.08804
cpv,2010,92.7446
cpv,2015,96.35611
cpv,2016,95.05691
cri,2001,100
cri,2002,100
cri,2016,96.00954
cri,2017,95.59879
cri,2018,97.396
cri,2019,95.77008
cri,2020,96.42742
cri,2021,97.08711
cub,2000,92.09062
cub,2001,88.92945
cub,2002,83.49909
cub,2004,86.04038
cub,2005,86.82361
cub,2006,88.90405
cub,2007,96.94475
cub,2008,97.89093
cub,2009,98.46585
cub,2010,99.10225
cym,2006,100
cym,2019,79.63708
cym,2020,74.40296
cym,2021,58.43027
cym,2022,66.51332
cym,2023,75.82822
cyp,2000,91.79487
cyp,2001,90.40777
cyp,2002,88.1137
cyp,2003,85.78413
cyp,2004,89.41035
cyp,2005,86.62361
cyp,2006,87.9681
cyp,2007,88.94111
cyp,2008,85.06902
cyp,2009,88.06953
cyp,2010,89.03709
cyp,2011,89.71849
cyp,2013,96.47997
cyp,2014,97.24485
cyp,2015,95.87897
cyp,2016,93.91877
cyp,2017,92.28501
cyp,2019,96.60784
cyp,2020,96.95085
cyp,2021,96.55934
cze,1998,90.96409
cze,1999,91.18203
cze,2000,91.91177
cze,2001,90.76967
cze,2002,89.48332
cze,2003,90.84903
cze,2004,90.42598
cze,2005,90.34035
cze,2006,89.575
cze,2007,89.38107
cze,2008,89.95552
cze,2009,88.84198
cze,2010,89.91666
cze,2011,87.39916
cze,2012,90.73867
cze,2013,90.30155
cze,2014,88.85929
cze,2015,92.13556
cze,2016,94.56499
cze,2017,91.23528
cze,2018,87.3881
cze,2019,88.99597
cze,2020,90.7906
cze,2021,90.01147
deu,1998,90.99922
deu,2012,92.45938
deu,2013,92.60111
deu,2014,92.93862
deu,2015,93.20914
deu,2016,93.27956
deu,2017,93.05983
deu,2018,92.4847
deu,2019,91.58394
deu,2020,90.52168
deu,2021,90.57389
dji,1999,99.42969
dji,2000,98.66234
dji,2001,98.34708
dji,2002,97.6698
dji,2003,98.23382
dji,2004,97.39204
dji,2005,97.30642
dji,2006,96.62322
dji,2007,95.43719
dma,2012,100
dma,2023,93.05612
dnk,1998,94.19285
dnk,1999,93.4458
dnk,2000,92.12297
dnk,2001,91.7553
dnk,2002,92.28962
dnk,2003,93.38137
dnk,2004,93.85218
dnk,2005,94.71839
dnk,2006,94.6005
dnk,2007,94.94255
dnk,2008,94.72698
dnk,2009,94.14659
dnk,2010,92.92581
dnk,2011,96.33322
dnk,2012,91.04678
dnk,2013,93.65685
dnk,2014,93.63587
dnk,2016,91.32288
dnk,2017,93.42622
dnk,2018,93.33078
dnk,2019,93.22738
dnk,2020,92.75078
dnk,2021,93.29614
dom,2001,93.06418
dom,2002,93.29008
dom,2004,96.60666
dom,2007,82.43276
dza,2023,85.48315
ecu,2000,94.77924
ecu,2019,97.29965
ecu,2020,97.56703
ecu,2021,96.66174
ecu,2022,97.51958
ecu,2023,97.45027
eri,2000,48.59398
eri,2001,56.98942
eri,2002,39.58061
eri,2004,58.30889
eri,2006,80.41282
esp,1999,90.19007
esp,2000,91.04994
esp,2001,91.13585
esp,2002,90.46807
esp,2003,88.95581
esp,2004,90.16742
esp,2005,90.15789
esp,2006,88.36165
esp,2007,87.77673
esp,2008,87.47152
esp,2009,88.45355
esp,2010,89.22807
esp,2012,92.38156
esp,2013,94.15419
esp,2014,94.71496
esp,2015,94.65103
esp,2016,95.44473
esp,2017,94.87869
esp,2018,94.90091
esp,2019,94.70232
esp,2020,94.56768
esp,2021,94.0092
est,2001,85.56962
est,2002,85.0418
est,2003,89.78802
est,2004,90.49976
est,2013,86.61392
est,2014,90.72646
est,2015,91.63038
est,2016,92.94017
est,2017,90.94672
est,2018,87.85934
est,2019,88.10267
est,2020,88.00808
est,2021,88.15521
eth,1999,54.21073
eth,2009,70.97172
eth,2010,65.85268
eth,2011,66.55677
eth,2012,65.19365
eth,2013,63.89758
eth,2014,61.69787
fin,1999,93.11
fin,2000,93.32675
fin,2001,92.28313
fin,2002,91.65491
fin,2003,91.28643
fin,2004,91.00417
fin,2005,92.97541
fin,2006,92.45344
fin,2007,93.10161
fin,2008,92.92803
fin,2009,93.74316
fin,2010,93.92497
fin,2011,92.83594
fin,2012,93.99193
fin,2013,94.21707
fin,2014,93.69288
fin,2015,91.1568
fin,2016,91.19626
fin,2017,90.97972
fin,2018,91.47479
fin,2019,89.54518
fin,2020,88.63753
fin,2021,89.79489
fji,2013,99.86673
fra,1998,90.78465
fra,2017,92.36663
fra,2018,92.15415
fra,2019,91.53823
fra,2020,91.97812
fra,2021,91.25921
gbr,1998,95.08957
gbr,1999,94.27716
gbr,2000,94.85033
gbr,2001,92.28892
gbr,2002,93.02821
gbr,2003,93.91742
gbr,2004,92.06787
gbr,2005,92.00871
gbr,2006,91.37678
gbr,2007,93.91741
gbr,2008,91.73253
gbr,2009,90.35805
gbr,2010,88.58717
gbr,2011,93.84577
gbr,2013,97.32397
gbr,2014,97.28892
gbr,2015,97.38408
gbr,2016,97.69722
gbr,2017,97.49173
gbr,2018,97.68508
gbr,2019,97.822
gbr,2020,91.99177
gbr,2021,92.33813
geo,2023,38.19541
gha,2001,99.7867
gha,2004,89.15119
gha,2005,85.25978
gha,2006,82.0618
gha,2007,79.22971
gha,2008,86.61406
gha,2009,89.48176
gha,2010,83.08502
gha,2012,95.75171
gha,2013,94.76828
gha,2014,91.4244
gib,2016,87.54576
gib,2017,96.4963
gin,2008,65.57037
gin,2009,93.96314
gin,2010,92.2934
gin,2011,96.4834
gin,2013,77.39178
gin,2014,87.61369
gin,2015,87.67404
gin,2016,87.67404
gin,2017,87.67404
gin,2018,87.63375
gin,2019,97.97048
gin,2020,98.62207
gmb,2008,57.53633
gmb,2009,62.61312
gmb,2010,57.23836
gmb,2011,65.98741
gmb,2012,57.84105
gnb,1998,34.58248
gnb,2010,73.97214
gnb,2011,70.46007
gnb,2012,66.89154
gnb,2013,49.23128
grc,1998,79.056
grc,1999,79.79011
grc,2000,81.87309
grc,2001,81.03987
grc,2002,83.2909
grc,2003,78.1649
grc,2004,79.25258
grc,2005,78.3214
grc,2015,85.67451
grc,2016,88.11428
grc,2017,88.11428
grc,2018,88.18303
grc,2019,86.46897
grd,2003,90.5052
gtm,2006,92.20225
gtm,2008,88.51205
gtm,2010,99.90501
gtm,2011,97.54731
gtm,2012,96.56161
gtm,2013,96.73657
gtm,2014,96.72181
gtm,2015,96.211
gtm,2016,97.43631
gtm,2017,95.59148
gtm,2018,92.38786
gtm,2019,94.67875
gtm,2020,95.23078
gtm,2021,96.47649
gtm,2022,100
gtm,2023,95.41537
guy,2002,84.72618
guy,2004,89.38763
guy,2005,85.38715
guy,2007,85.21778
guy,2009,84.2415
guy,2010,91.25668
guy,2011,79.33687
guy,2012,85.38648
hkg,2007,86.00146
hkg,2008,86.89642
hkg,2009,66.5151
hkg,2010,87.32486
hkg,2011,84.13182
hkg,2012,81.78993
hnd,2013,95.28702
hrv,2002,91.09685
hrv,2003,92.67653
hrv,2004,95.57146
hrv,2007,94.7035
hrv,2008,96.63277
hrv,2009,92.17807
hrv,2010,93.55127
hrv,2011,96.28571
hrv,2013,96.75059
hrv,2014,96.34191
hrv,2015,95.60809
hrv,2017,95.80566
hrv,2018,95.41202
hrv,2019,93.06931
hrv,2020,91.88933
hrv,2021,94.44833
hun,1998,91.78571
hun,1999,91.79572
hun,2000,90.28192
hun,2001,89.81836
hun,2002,89.54157
hun,2003,92.32679
hun,2004,93.58071
hun,2005,92.63583
hun,2006,92.37455
hun,2007,94.02815
hun,2008,94.21999
hun,2009,91.57745
hun,2010,89.63044
hun,2011,90.91073
hun,2012,95.64653
hun,2013,95.30657
hun,2014,91.32807
hun,2015,93.66943
hun,2016,92.56973
hun,2017,89.89961
hun,2018,86.49234
hun,2019,89.31988
hun,2020,89.42455
hun,2021,91.05766
idn,2007,90.75989
idn,2008,90.41502
idn,2009,89.81136
idn,2010,88.05248
idn,2011,87.42566
idn,2012,86.6434
idn,2013,87.85687
idn,2014,88.32183
idn,2015,88.13384
ind,1999,98.13429
ind,2000,96.10655
ind,2003,95.45176
ind,2004,95.4007
ind,2005,95.18502
irl,1998,93.13869
irl,1999,90.98388
irl,2000,88.90141
irl,2001,87.3647
irl,2002,89.39202
irl,2003,92.66666
irl,2004,93.23621
irl,2005,91.56112
irl,2006,91.95168
irl,2007,90.35111
irl,2008,90.83592
irl,2009,91.46618
irl,2010,91.29411
irl,2011,93.30809
irl,2012,94.9481
irl,2013,94.17247
irl,2014,93.76692
irl,2015,93.11293
irl,2016,92.5963
irl,2017,94.72962
irl,2018,94.79254
irl,2019,93.82706
irl,2020,92.86611
irl,2021,100
irn,2000,91.39997
irn,2002,91.79339
irn,2013,95.25956
irn,2014,93.50114
irn,2015,95.80325
irn,2016,95.89135
irn,2017,95.7438
irn,2018,95.12246
irn,2019,94.14148
irn,2020,92.89019
irn,2022,89.91767
isl,2004,90.30064
isl,2005,91.4945
isl,2006,90.01127
isl,2007,90.25697
isl,2008,91.93853
isl,2009,92.21785
isl,2010,93.36256
isl,2011,94.53566
isl,2012,94.23255
isl,2013,94.72823
isl,2014,93.87541
isl,2015,94.49269
isl,2016,95.47261
isl,2017,95.42496
isl,2018,93.88788
isl,2019,94.27101
isl,2020,95.49031
isl,2021,94.86699
isr,1998,88.21482
isr,1999,91.32668
isr,2000,91.89004
isr,2001,92.4546
isr,2002,92.45395
isr,2003,92.40632
isr,2004,92.83594
isr,2005,93.86861
isr,2006,93.9548
isr,2007,93.50775
isr,2008,92.29199
isr,2009,92.13346
isr,2010,91.62041
isr,2011,91.61831
isr,2012,91.0451
isr,2013,90.71401
isr,2014,91.22537
isr,2015,90.82855
isr,2016,90.57632
isr,2017,90.07928
isr,2018,88.79301
isr,2019,90.06815
isr,2020,90.19132
isr,2021,90.17844
ita,1998,93.53516
ita,2000,92.00359
ita,2001,92.39206
ita,2002,91.63932
ita,2003,91.98343
ita,2004,92.10381
ita,2005,92.80586
ita,2006,94.30816
ita,2007,94.33688
ita,2008,94.08989
ita,2009,94.7644
ita,2010,95.17899
ita,2011,95.26047
ita,2012,95.90007
ita,2013,94.56849
ita,2014,95.1619
ita,2015,95.02345
ita,2016,96.44463
ita,2017,97.96617
ita,2018,97.21938
ita,2019,94.85688
ita,2020,94.72836
ita,2021,94.84234
jam,2002,91.31272
jam,2004,95.52992
jam,2008,90.57779
jam,2009,100
jam,2011,96.94866
jam,2012,97.90173
jam,2014,98.00878
jam,2015,97.66468
jam,2016,97.32834
jam,2017,97.21339
jam,2018,98.04384
jam,2019,98.36051
jam,2021,98.65115
jam,2022,99.33824
jor,1999,84.23701
jor,2016,91.89391
jor,2017,94.36612
jor,2018,89.60383
jor,2019,85.68114
jor,2021,88.02936
jpn,1998,88.17876
jpn,1999,87.50535
jpn,2000,88.1096
jpn,2001,88.82375
jpn,2002,89.18978
jpn,2003,88.89959
jpn,2004,89.45788
jpn,2005,90.93512
jpn,2006,90.53966
jpn,2007,90.96673
jpn,2008,90.70199
jpn,2010,86.73088
jpn,2011,87.49195
jpn,2012,87.32252
jpn,2013,85.20934
jpn,2014,85.51902
jpn,2015,87.00986
jpn,2016,88.6601
jpn,2017,88.78636
jpn,2018,89.57889
jpn,2019,87.1808
jpn,2020,85.45074
jpn,2021,87.38799
kaz,2002,93.05293
kaz,2004,94.07334
kaz,2005,93.81386
kaz,2006,92.07325
kaz,2007,91.80121
kaz,2008,90.43369
kaz,2009,91.02017
kaz,2010,90.60476
kaz,2011,93.31233
kaz,2012,91.79793
kaz,2013,94.86075
kaz,2014,94.62532
kaz,2015,96.53928
kaz,2016,95.94686
kaz,2017,95.80162
kaz,2018,95.45103
kaz,2019,100
ken,2011,94.35033
ken,2012,94.42099
ken,2013,95.34638
ken,2014,94.06358
ken,2015,92.53671
kgz,2005,94.60876
kgz,2006,91.77461
kgz,2007,87.31808
kgz,2008,86.52906
kgz,2009,91.71294
kgz,2010,93.53433
kgz,2011,93.91671
kgz,2012,94.5904
kgz,2013,90.08788
kgz,2014,86.6676
kgz,2015,84.3187
kgz,2016,82.22836
kgz,2017,85.09397
kgz,2018,87.29413
kgz,2019,89.8723
kgz,2020,94.17658
kgz,2021,90.91368
khm,2009,100
khm,2010,100
khm,2011,99.95359
khm,2012,100
khm,2013,100
khm,2014,99.45281
kna,1998,64.6742
kna,2016,80.24232
kna,2021,65.16525
kor,1998,79.29758
kor,1999,82.17372
kor,2016,86.23603
kor,2017,84.9943
kor,2018,84.74738
kor,2019,82.68605
kor,2020,81.45478
kor,2021,83.21238
kwt,2002,93.56106
kwt,2005,92.26506
lao,2009,74.88405
lao,2010,81.65783
lao,2011,81.29319
lao,2012,72.64329
lao,2013,85.40872
lao,2014,85.02517
lbn,2001,99.14772
lbn,2002,96.29219
lbn,2004,96.28722
lbn,2005,96.31754
lbn,2006,96.36672
lbn,2007,93.06033
lbn,2008,83.81626
lbn,2010,88.08855
lbn,2011,86.93228
lbn,2012,99.81822
lbr,2008,88.80166
lca,1999,98.32721
lca,2000,98.8863
lca,2004,99.29722
lca,2006,73.67888
lca,2013,91.26719
lca,2015,88.30587
lca,2018,93.84146
lie,2007,100
lie,2008,100
lie,2010,87.36804
lie,2011,94.59726
lka,2009,90.85593
lka,2010,85.44089
lka,2011,83.20235
lka,2012,81.40799
lka,2013,78.28994
lka,2014,80.24087
lka,2015,80.72923
lka,2016,71.01222
lka,2017,80.00249
lka,2018,74.65514
lso,1999,73.57219
lso,2001,91.34249
lso,2008,98.27143
lso,2018,96.52876
ltu,2003,95.50907
ltu,2004,94.348
ltu,2005,93.15647
ltu,2006,90.52683
ltu,2007,88.70151
ltu,2008,90.91075
ltu,2009,96.09032
ltu,2010,92.37126
ltu,2011,88.34333
ltu,2012,87.52156
ltu,2014,86.04434
ltu,2015,87.57543
ltu,2016,93.12681
ltu,2017,94.53563
ltu,2018,93.59965
ltu,2019,94.33657
ltu,2020,88.45865
ltu,2021,92.72317
lux,2001,82.48414
lux,2012,87.5435
lux,2013,87.77068
lux,2014,88.20152
lux,2015,90.15305
lux,2017,91.11744
lux,2018,90.63118
lux,2019,88.76687
lux,2020,90.36112
lux,2021,89.09827
lva,1999,96.40438
lva,2000,94.16937
lva,2001,93.10885
lva,2002,86.49635
lva,2003,91.14547
lva,2004,91.62154
lva,2006,87.48238
lva,2007,84.60862
lva,2008,84.18204
lva,2009,87.30648
lva,2010,87.32115
lva,2011,87.71001
lva,2012,87.5599
lva,2013,87.38525
lva,2014,82.05419
lva,2015,84.37177
lva,2016,90.69477
lva,2017,88.60275
lva,2018,84.53622
lva,2019,84.89057
lva,2020,85.19967
lva,2021,88.35599
mac,2009,90.64243
mac,2010,58.45775
mac,2011,43.43942
mac,2012,32.80999
mac,2013,73.30301
mac,2014,87.80393
mac,2015,90.78338
mac,2016,91.94953
mac,2017,92.63628
mac,2018,81.233
mac,2019,79.43497
mac,2020,82.97884
mac,2021,88.83857
mac,2022,88.72979
mar,1998,90.82039
mar,1999,90.7096
mco,1998,91.1466
mco,1999,90.84976
mco,2000,91.99285
mco,2004,92.9882
mco,2009,96.86857
mco,2010,99.10976
mco,2011,67.35122
mco,2012,57.08964
mco,2013,71.79879
mco,2014,91.61259
mco,2015,92.18179
mco,2016,89.30315
mco,2019,73.29294
mco,2021,57.80555
mco,2022,55.06948
mco,2023,87.43203
mda,2006,97.01678
mda,2007,90.50551
mda,2008,86.60304
mda,2009,93.6103
mda,2010,91.7606
mda,2011,93.1286
mda,2012,93.35541
mda,2013,91.69309
mda,2014,89.38467
mda,2015,92.45564
mda,2016,91.2899
mda,2017,87.68711
mda,2018,88.35254
mda,2019,91.09152
mda,2020,89.59936
mda,2021,90.49452
mda,2022,91.74743
mdg,2005,68.22242
mdg,2006,71.83167
mdg,2007,73.29982
mdg,2008,89.97311
mdg,2011,90.62703
mdg,2012,95.4116
mdg,2013,96.92458
mdv,2009,99.73875
mdv,2010,98.74221
mdv,2011,98.55592
mdv,2012,98.81069
mdv,2013,99.38504
mdv,2014,99.3011
mdv,2015,99.05512
mdv,2016,99.30044
mex,2001,96.93631
mex,2002,97.23803
mex,2003,96.8781
mex,2004,96.83458
mex,2005,96.90301
mex,2006,96.76209
mex,2007,96.87027
mex,2008,96.53113
mex,2009,95.91716
mex,2010,96.08217
mex,2011,96.09746
mex,2012,96.39358
mex,2013,95.60961
mex,2014,95.7048
mex,2015,96.94083
mex,2016,96.69358
mex,2017,97.58413
mex,2018,97.87104
mex,2019,97.93777
mex,2020,97.91238
mex,2021,97.75504
mhl,2002,97.59459
mhl,2006,78.60226
mhl,2019,100
mhl,2022,100
mkd,2002,97.91787
mli,2008,80.89632
mli,2009,77.58594
mli,2010,95.01932
mli,2011,92.28137
mli,2012,97.59843
mli,2013,97.52228
mli,2014,97.11673
mli,2015,96.17725
mli,2016,96.38633
mli,2017,97.02297
mli,2018,97.76427
mli,2019,96.20871
mli,2020,97.3977
mli,2021,97.95961
mlt,1998,88.69551
mlt,2002,94.47756
mlt,2004,94.41799
mlt,2007,92.59899
mlt,2008,91.98596
mlt,2009,94.39162
mlt,2010,89.91529
mlt,2011,92.42808
mlt,2012,87.2234
mlt,2013,85.28104
mlt,2014,92.24575
mlt,2015,86.40641
mlt,2016,84.6711
mlt,2017,90.00668
mlt,2019,87.15946
mlt,2021,88.61682
mmr,2011,86.59017
mmr,2017,79.65774
mmr,2019,74.55966
mng,1998,97.44913
mng,1999,97.79409
mng,2000,99.18817
mng,2002,95.06846
mng,2012,99.98608
mng,2013,99.98698
mng,2014,99.99663
mng,2015,99.99911
mng,2016,86.02999
mng,2017,91.11346
moz,2005,77.36461
moz,2006,73.19928
moz,2012,80.74067
moz,2013,80.74067
mus,2010,86.4758
mwi,2010,95.05099
mwi,2011,99.39012
mwi,2013,86.19812
mwi,2014,97.10289
mwi,2015,98.7528
mwi,2016,96.93017
mys,1998,78.26509
mys,1999,73.70722
mys,2000,65.18752
mys,2001,60.2128
mys,2002,58.31188
mys,2003,65.81027
mys,2004,86.91621
mys,2007,82.41812
mys,2008,99.43562
mys,2009,84.50389
mys,2011,94.35249
mys,2012,89.54892
mys,2013,90.46288
mys,2014,94.24649
mys,2015,94.39024
mys,2016,91.92918
mys,2017,92.09021
mys,2018,93.36094
mys,2019,92.38038
mys,2020,97.2163
mys,2021,94.40771
nam,2000,92.84002
nam,2010,99.16966
nam,2014,92.58326
ner,2006,73.35849
ner,2007,81.90938
ner,2008,91.32409
ner,2009,78.93929
ner,2010,92.12785
ner,2011,90.54804
ner,2012,86.4092
ner,2013,81.23787
ner,2014,74.10186
ner,2015,88.09973
ner,2016,94.81573
ner,2017,97.63022
ner,2018,99.17226
nic,2002,90.80338
nic,2010,88.55834
nic,2023,86.00086
nld,1998,93.40851
nld,1999,88.53179
nld,2000,88.4495
nld,2001,87.52311
nld,2002,86.75448
nld,2003,87.16754
nld,2004,87.32931
nld,2005,87.30075
nld,2006,86.36846
nld,2007,86.68566
nld,2008,86.42908
nld,2009,87.85415
nld,2010,88.11919
nld,2011,88.18881
nld,2012,87.74038
nld,2013,87.82464
nld,2014,87.94785
nld,2015,88.61258
nld,2016,89.17972
nld,2017,89.08102
nld,2018,89.38161
nld,2019,89.23209
nld,2020,88.92144
nld,2021,88.47765
nld_curacao,2013,100
nor,1998,87.29634
nor,1999,87.5318
nor,2000,89.3193
nor,2001,89.99381
nor,2002,90.50889
nor,2003,89.05615
nor,2004,89.08535
nor,2005,89.34337
nor,2006,89.32619
nor,2007,88.48024
nor,2008,88.67395
nor,2009,87.53482
nor,2010,88.68794
nor,2011,89.85779
nor,2012,90.71314
nor,2013,89.01154
nor,2014,89.25287
nor,2015,87.71577
nor,2016,87.5876
