geo,time,sh_med_numw_p3
bhr,2010,2.4595
bhr,2011,2.4973
bhr,2012,2.4802
bhr,2013,2.5042
bhr,2014,2.4923
bhr,2015,2.4944
bhs,1998,4.5526
bhs,2008,4.0471
bhs,2011,4.0545
bhs,2018,4.5669
bih,1990,5.045
bih,1991,5.0216
bih,1999,4.5141
bih,2000,4.4687
bih,2001,4.3968
bih,2002,4.4664
bih,2003,4.8341
bih,2004,4.8093
bih,2005,4.8687
bih,2006,4.9394
bih,2007,5.0221
bih,2008,5.1898
bih,2009,5.3096
bih,2010,5.4867
bih,2011,5.6085
bih,2012,5.8921
bih,2013,5.9005
bih,2014,6.1319
bih,2015,6.1798
bih,2016,5.4726
bih,2017,5.5647
bih,2018,5.7333
blr,1990,7.5223
blr,1991,7.1493
blr,1992,7.3861
blr,1993,7.753
blr,1994,7.4595
blr,1995,7.8804
blr,1996,7.9521
blr,1997,8.0398
blr,1998,9.423
blr,1999,9.6499
blr,2000,9.6648
blr,2001,9.7776
blr,2002,9.8952
blr,2003,9.7846
blr,2004,9.9291
blr,2005,10.0416
blr,2006,10.0877
blr,2007,10.1012
blr,2008,10.3691
blr,2009,10.5014
blr,2010,10.6145
blr,2011,10.6038
blr,2012,10.9154
blr,2013,10.8534
blr,2014,10.9823
blr,2015,11.0027
blz,2000,1.2252
blz,2009,1.8112
blz,2012,1.1036
blz,2013,1.9555
blz,2014,2.0232
blz,2015,2.0948
blz,2016,2.1444
blz,2017,2.3922
blz,2018,2.3414
bol,2001,2.1085
bol,2007,0.6084
bol,2010,0.8326
bol,2011,0.9928
bol,2015,1.1914
bol,2016,1.1179
bol,2017,1.5589
bra,1990,0.9495
bra,1992,1.1451
bra,1993,1.2642
bra,1994,1.4166
bra,1995,1.5762
bra,1996,1.8444
bra,1997,2.0555
bra,1998,2.2744
bra,1999,2.5418
bra,2000,3.7709
bra,2001,2.9897
bra,2002,3.377
bra,2003,3.6596
bra,2004,3.7286
bra,2013,7.5635
bra,2014,8.788
bra,2015,9.1081
bra,2016,9.351
bra,2017,9.737
bra,2019,7.4008
brb,1995,5.1128
brb,2000,5.8269
brb,2001,5.7982
brb,2005,4.7448
brb,2018,3.06
brn,2000,3.8896
brn,2002,6.113
brn,2004,5.3561
brn,2005,5.4944
brn,2006,5.32
brn,2007,5.1067
brn,2008,5.116
brn,2009,5.1211
brn,2010,7.4807
brn,2011,7.9705
brn,2012,8.3033
brn,2013,7.5321
brn,2014,6.2958
brn,2015,6.6426
brn,2016,6.4721
brn,2017,6.0989
brn,2018,5.8974
btn,2004,0.8062
btn,2007,0.8197
btn,2008,0.9917
btn,2012,1.049
btn,2013,1.125
btn,2014,1.3308
btn,2015,1.47
btn,2016,1.5325
btn,2017,1.6349
btn,2018,1.8518
btn,2019,1.8294
btn,2020,2.0775
bwa,1998,2.7066
bwa,1999,3.1
bwa,2000,2.6282
bwa,2001,2.3849
bwa,2002,2.4322
bwa,2003,2.5657
bwa,2004,2.6922
bwa,2005,2.4835
bwa,2006,2.7267
bwa,2007,3.0738
bwa,2008,2.9317
bwa,2009,2.9772
bwa,2010,2.9269
bwa,2011,2.8858
bwa,2012,2.8515
bwa,2016,4.115
bwa,2018,5.4567
caf,2004,0.4073
caf,2008,0.1954
caf,2009,0.2529
caf,2015,0.2063
caf,2018,0.2561
can,1998,10.1846
can,2001,10.0115
can,2002,9.4707
can,2004,9.9067
can,2005,9.9467
can,2006,10.0236
can,2007,10.1208
can,2008,10.289
can,2009,10.3743
can,2010,9.3233
can,2011,9.2368
can,2012,9.3473
can,2013,9.4788
can,2014,9.7475
can,2015,9.8188
can,2016,9.9194
can,2017,9.9491
can,2018,9.9874
can,2019,11.3748
can,2020,11.073
che,2000,11.9413
che,2001,11.9857
che,2002,12.419
che,2003,12.9689
che,2004,12.8353
che,2005,13.0032
che,2006,13.3815
che,2007,13.6211
che,2008,13.9219
che,2009,14.2103
che,2010,14.9586
che,2011,15.4692
che,2012,15.858
che,2013,16.1789
che,2014,16.421
che,2015,16.8618
che,2016,17.3278
che,2017,17.5357
che,2018,17.8949
che,2019,18.2605
chl,2010,1.267
chl,2011,1.5375
chl,2012,1.8485
chl,2013,2.1661
chl,2014,9.3647
chl,2015,10.8364
chl,2016,11.2028
chl,2017,12.3313
chl,2018,13.3248
chl,2019,4.7887
chl,2020,4.3478
chn,1990,0.8238
chn,1995,0.9024
chn,1996,0.924
chn,1997,0.9445
chn,1998,0.9531
chn,1999,0.9662
chn,2000,0.9763
chn,2001,0.9852
chn,2002,0.9483
chn,2003,0.9573
chn,2004,0.9836
chn,2005,1.0086
chn,2006,1.0599
chn,2007,1.1518
chn,2008,1.233
chn,2009,1.3552
chn,2010,1.4881
chn,2011,1.6213
chn,2012,1.7938
chn,2013,1.9886
chn,2014,2.1349
chn,2015,2.2914
chn,2016,2.4665
chn,2017,2.6621
chn,2018,2.8549
chn,2019,3.0829
civ,2004,0.5665
civ,2005,0.4897
civ,2008,0.4708
civ,2011,0.4619
civ,2013,0.5719
civ,2014,0.6256
civ,2015,0.4689
civ,2016,0.5093
civ,2017,0.5558
civ,2018,0.6048
civ,2019,0.6556
cmr,2004,1.5089
cmr,2005,0.3781
cmr,2007,0.4392
cmr,2009,0.3853
cmr,2010,0.5267
cmr,2011,0.9164
cmr,2018,0.3631
cod,2004,0.529
cod,2009,0.4097
cod,2013,0.86
cod,2015,0.9479
cod,2017,0.8974
cod,2018,1.1101
cog,2004,1.046
cog,2006,1.4021
cog,2007,0.9009
cog,2010,0.4369
cog,2011,1.7898
cog,2013,0.9888
cog,2014,0.73
cog,2015,0.7932
cog,2016,0.9311
cog,2018,0.9688
col,1990,0.3266
col,1991,0.3418
col,1992,0.356
col,1993,0.3697
col,1994,0.3847
col,1995,0.3994
col,1996,0.4137
col,1997,0.4248
col,1998,0.4507
col,1999,0.4699
col,2000,0.4968
col,2001,0.5301
col,2002,0.5599
col,2003,0.587
col,2004,0.6219
col,2005,0.6604
col,2006,0.6976
col,2007,0.7315
col,2008,0.7771
col,2009,0.8238
col,2010,0.8674
col,2011,0.9252
col,2012,0.9881
col,2013,1.0465
col,2014,1.1087
col,2015,1.1652
col,2016,1.2215
col,2017,1.2714
col,2019,1.3914
col,2020,1.456
com,2004,0.9846
com,2005,0.5625
com,2009,0.7025
com,2018,1.4826
cpv,2004,0.874
cpv,2009,1.0191
cpv,2010,1.1023
cpv,2011,1.0884
cpv,2012,1.0907
cpv,2013,0.7876
cpv,2014,0.9184
cpv,2015,0.9491
cpv,2016,1.1523
cpv,2017,1.28
cpv,2018,1.2983
cri,1990,0.8713
cri,1991,0.8688
cri,1992,0.8867
cri,1993,0.8958
cri,1994,0.9015
cri,1995,0.9071
cri,1996,0.9349
cri,1997,0.964
cri,1998,1.0371
cri,1999,1.0748
cri,2000,1.1763
cri,2001,1.2657
cri,2002,1.2931
cri,2003,1.3729
cri,2004,1.4283
cri,2005,1.4542
cri,2006,1.5168
cri,2007,1.5793
cri,2008,1.6618
cri,2009,1.7632
cri,2010,1.8628
cri,2011,1.9231
cri,2012,2.0318
cri,2013,2.1666
cri,2014,2.394
cri,2015,2.6577
cri,2016,3.0053
cri,2017,3.1798
cri,2018,3.4144
cri,2020,3.8017
cub,2002,7.4895
cub,2007,8.6925
cub,2010,9.1765
cub,2012,8.1843
cub,2013,8.0977
cub,2014,8.029
cub,2015,7.9471
cub,2016,7.8581
cub,2017,7.7286
cub,2018,7.5614
cyp,1990,3.2325
cyp,1991,3.1618
cyp,1992,3.1526
cyp,1993,3.2413
cyp,1994,3.2565
cyp,1995,3.2979
cyp,1996,3.2631
cyp,1997,3.2552
cyp,1998,3.2321
cyp,1999,3.1857
cyp,2000,3.1072
cyp,2001,3.0855
cyp,2002,3.0645
cyp,2003,3.0888
cyp,2004,3.2136
cyp,2005,3.0126
cyp,2006,3.3257
cyp,2007,3.375
cyp,2008,3.2997
cyp,2009,3.4651
cyp,2010,3.5466
cyp,2011,3.6878
cyp,2012,3.6176
cyp,2013,3.8648
cyp,2014,3.913
cyp,2015,4.0345
cze,1990,7.7714
cze,1991,7.7167
cze,1992,7.7534
cze,1993,7.7192
cze,1994,7.7156
cze,1995,7.8741
cze,1996,7.8204
cze,1997,7.7847
cze,1998,7.7705
cze,1999,7.812
cze,2000,8.0392
cze,2001,8.2856
cze,2002,8.4313
cze,2003,8.4144
cze,2004,8.5046
cze,2005,8.496
cze,2006,8.4375
cze,2007,8.3986
cze,2008,8.3518
cze,2009,8.4737
cze,2010,8.4689
cze,2011,8.4046
cze,2012,8.4264
cze,2013,8.3526
cze,2014,8.2883
cze,2015,8.371
cze,2016,8.2591
cze,2017,8.8362
cze,2018,8.8786
cze,2019,8.9342
deu,2000,10.2824
deu,2001,10.3862
deu,2002,10.5108
deu,2003,10.7334
deu,2004,10.8272
deu,2005,11.0045
deu,2006,11.1204
deu,2007,11.2946
deu,2008,11.5215
deu,2009,11.8171
deu,2010,11.9143
deu,2011,12.0585
deu,2012,12.1399
deu,2013,12.5286
deu,2014,12.7562
deu,2015,12.9115
deu,2016,13.1397
deu,2017,13.4046
deu,2018,14.0633
deu,2019,14.1887
dji,1999,0.7043
dji,2002,0.7364
dji,2004,0.3836
dji,2005,0.5746
dji,2014,0.7288
dma,1997,4.4901
dma,2001,6.2841
dma,2013,6.6056
dma,2014,6.7651
dma,2015,6.6994
dma,2016,6.69
dma,2017,6.0979
dnk,1992,8.8992
dnk,1993,8.977
dnk,1994,8.9124
dnk,1995,8.9499
dnk,1996,9.0428
dnk,1997,9.2912
dnk,1998,9.4002
dnk,1999,9.3575
dnk,2000,9.5406
dnk,2001,9.578
dnk,2002,9.6931
dnk,2003,9.5342
dnk,2004,9.6891
dnk,2005,9.8279
dnk,2006,9.7904
dnk,2007,9.5406
dnk,2008,9.8167
dnk,2009,10.0744
dnk,2010,10.0978
dnk,2011,10.1437
dnk,2012,10.2296
dnk,2013,10.2323
dnk,2014,10.2216
dnk,2015,10.2414
dnk,2016,10.3195
dnk,2017,10.4389
dnk,2018,10.5355
dom,2000,1.8122
dom,2009,1.3247
dom,2011,1.3629
dom,2013,1.4353
dom,2014,1.4497
dom,2015,1.4547
dom,2016,1.2069
dom,2017,1.1697
dom,2018,1.3731
dom,2019,1.4594
dza,2002,2.1896
dza,2007,1.9293
dza,2016,2.243
dza,2017,2.2228
dza,2018,1.5477
ecu,1990,1.5984
ecu,1991,1.6652
ecu,1992,1.6878
ecu,1993,1.4427
ecu,1994,1.6389
ecu,1995,1.6036
ecu,1996,1.6994
ecu,1997,1.7069
ecu,1998,1.633
ecu,1999,1.653
ecu,2000,1.6234
ecu,2001,1.5832
ecu,2002,1.6273
ecu,2003,1.5237
ecu,2009,1.8792
ecu,2010,1.6594
ecu,2011,2.0753
ecu,2013,1.9461
ecu,2014,2.1932
ecu,2015,2.5124
ecu,2016,2.854
ecu,2017,2.8265
ecu,2018,2.5059
egy,2004,1.9787
egy,2006,2.3362
egy,2013,1.9744
egy,2014,1.9549
egy,2015,1.9412
egy,2016,1.9252
egy,2017,1.9271
egy,2018,1.9262
eri,2004,0.921
eri,2013,1.2988
eri,2014,1.2478
eri,2015,1.1852
eri,2016,1.4393
eri,2017,1.3267
eri,2018,1.4397
esp,1990,2.8218
esp,1991,4.104
esp,1992,4.1839
esp,1993,4.2469
esp,1994,4.2349
esp,1995,4.3263
esp,1996,3.4156
esp,1997,3.4976
esp,1998,3.4829
esp,1999,3.526
esp,2000,3.6744
esp,2001,3.9875
esp,2002,4.1837
esp,2003,4.404
esp,2004,4.4171
esp,2005,4.4793
esp,2006,4.5773
esp,2007,4.7398
esp,2008,4.9669
esp,2009,5.0888
esp,2010,5.2726
esp,2011,5.3453
esp,2012,5.3802
esp,2013,5.2854
esp,2014,5.2982
esp,2015,5.444
esp,2016,5.6851
esp,2017,5.9227
esp,2018,6.0795
esp,2019,6.1444
est,1991,7.1877
est,1992,7.0312
est,1993,7.0358
est,1994,6.948
est,1995,6.9421
est,1996,6.713
est,1997,6.529
est,1998,6.4384
est,1999,6.3307
est,2000,6.1897
est,2001,6.1098
est,2002,6.3036
est,2003,6.4207
est,2004,6.5378
est,2005,6.5759
est,2006,6.5992
est,2007,6.6838
est,2008,6.7002
est,2009,6.4404
est,2010,6.3989
est,2011,6.5256
est,2012,6.4578
est,2013,5.9579
est,2014,6.0723
est,2015,6.3522
est,2016,6.433
est,2017,6.5272
est,2018,6.6316
est,2019,6.6076
eth,2003,0.2154
eth,2004,0.2094
eth,2005,0.2464
eth,2006,0.2274
eth,2007,0.2249
eth,2008,0.2022
eth,2009,0.2521
eth,2017,0.8286
eth,2018,0.7135
eth,2020,0.7844
fin,1995,12.942
fin,1996,13.5089
fin,1997,14.0932
fin,1998,14.5945
fin,1999,15.0208
fin,2000,10.968
fin,2001,16.1185
fin,2002,16.611
fin,2003,17.0796
fin,2004,12.4473
fin,2005,12.8995
fin,2006,13.5157
fin,2007,13.7494
fin,2008,13.5137
fin,2009,13.9318
fin,2010,14.257
fin,2011,14.4892
fin,2012,14.6192
fin,2013,14.6031
fin,2014,14.6757
fin,2015,21.337
fin,2016,21.547
fin,2017,21.9258
fin,2018,22.308
fji,1999,1.9546
fji,2003,2.0341
fji,2008,2.1102
fji,2009,2.2926
fji,2013,2.9032
fji,2015,3.0175
fji,2018,3.3752
fji,2019,3.9596
fra,1998,6.6361
fra,1999,6.8889
fra,2000,7.1139
fra,2001,7.3127
fra,2002,7.4886
fra,2003,7.6822
fra,2004,7.8869
fra,2005,8.1181
fra,2006,8.3198
fra,2007,8.1853
fra,2008,8.4741
fra,2009,8.7688
fra,2010,9.0124
fra,2011,9.2862
fra,2012,9.6893
fra,2013,9.9812
fra,2014,10.2787
fra,2015,10.595
fra,2016,10.8889
fra,2017,11.1622
fra,2018,11.4709
fra,2019,11.7833
fsm,2000,3.8827
fsm,2003,2.3408
fsm,2005,2.3446
fsm,2008,2.6794
fsm,2009,3.6058
fsm,2010,3.319
fsm,2018,2.0426
fsm,2019,2.1529
gab,2004,5.0066
gab,2016,2.5444
gab,2017,2.946
gab,2018,2.8712
gab,2020,2.1117
gbr,2000,8.5965
gbr,2001,8.8136
gbr,2002,9.1258
gbr,2003,9.3744
gbr,2004,9.531
gbr,2005,9.649
gbr,2006,9.4788
gbr,2007,9.117
gbr,2008,9.106
gbr,2009,8.9107
gbr,2010,8.7953
gbr,2011,8.5826
gbr,2012,8.3211
gbr,2013,8.3189
gbr,2014,8.3224
gbr,2015,8.2991
gbr,2016,8.2751
gbr,2017,8.2245
gbr,2018,8.4475
gbr,2019,8.5912
gbr,2020,8.853
geo,1996,4.6511
geo,1997,4.8605
geo,1998,4.9257
geo,1999,4.9999
geo,2000,4.7013
geo,2001,4.3074
geo,2002,4.2638
geo,2003,4.2329
geo,2004,4.1649
geo,2005,4.1414
geo,2006,3.9943
geo,2007,3.9067
geo,2008,3.9374
geo,2009,3.8959
geo,2010,3.9499
geo,2011,3.9363
geo,2012,3.7221
geo,2013,3.7837
geo,2014,3.8203
geo,2015,4.0174
geo,2016,4.0002
geo,2017,4.8564
geo,2018,4.7293
geo,2019,5.2162
geo,2020,5.5465
gha,2004,0.9264
gha,2008,0.969
gha,2009,1.192
gha,2010,1.0608
gha,2014,1.3739
gha,2015,2.0017
gha,2016,2.116
gha,2017,2.3406
gha,2018,4.5524
gha,2019,2.711
gha,2020,3.6202
gin,2000,0.4617
gin,2004,0.4939
gin,2014,0.564
gin,2015,0.4168
gin,2016,0.1238
gin,2018,0.5796
gmb,2003,1.2973
gmb,2004,0.4644
gmb,2005,0.4742
gmb,2006,0.4732
gmb,2007,0.7702
gmb,2008,0.8353
gmb,2012,1.2525
gmb,2015,1.5447
gmb,2017,0.6997
gmb,2018,0.657
gmb,2019,0.6061
gmb,2020,0.9459
gnb,2004,0.8161
gnb,2008,0.6586
gnb,2009,0.7022
gnb,2011,0.5624
gnb,2013,0.5339
gnb,2014,0.5229
gnb,2015,0.5549
gnb,2016,0.5936
gnb,2018,0.6851
gnb,2020,0.7907
gnq,2004,0.378
gnq,2017,0.5024
gnq,2018,0.3102
grc,2000,2.8847
grc,2001,3.0928
grc,2002,3.4345
grc,2003,3.4516
grc,2004,3.4409
grc,2005,3.4899
grc,2006,3.4236
grc,2007,3.4379
grc,2008,3.5126
grc,2009,3.6437
grc,2010,3.7637
grc,2011,3.8018
grc,2012,3.6693
grc,2013,3.6108
grc,2014,3.5361
grc,2015,3.501
grc,2016,3.5534
grc,2017,3.6331
grc,2018,3.7019
grc,2019,3.7337
grd,1999,3.8477
grd,2000,3.5603
grd,2001,3.5465
grd,2002,3.5328
grd,2003,3.5192
grd,2006,3.7941
grd,2017,3.0568
grd,2018,6.2837
gtm,2009,0.8698
gtm,2014,0.9435
gtm,2015,0.9646
gtm,2016,1.0054
gtm,2017,1.2025
gtm,2018,1.2829
gtm,2020,2.2364
guy,2000,2.3276
guy,2009,1.3227
guy,2010,1.0061
guy,2013,0.7164
guy,2014,0.6275
guy,2015,0.6972
guy,2016,0.7324
guy,2017,0.7869
guy,2018,1.0398
guy,2019,2.7108
guy,2020,3.5304
hnd,2000,1.2971
hnd,2005,1.0452
hnd,2010,0.8598
hnd,2013,0.6985
hnd,2014,0.6767
hnd,2015,0.6626
hnd,2016,0.7324
hnd,2017,0.7305
hnd,2018,0.7287
hrv,1990,5.0567
hrv,1991,4.5727
hrv,1992,4.7083
hrv,1993,4.6331
hrv,1994,4.5305
hrv,1995,4.1743
hrv,1996,4.345
hrv,1997,4.596
hrv,1998,4.7514
hrv,1999,4.8712
hrv,2000,5.0037
hrv,2001,5.0328
hrv,2002,5.0701
hrv,2003,5.0974
hrv,2004,5.2006
hrv,2005,5.2475
hrv,2006,5.3434
hrv,2007,5.4676
hrv,2008,5.6826
hrv,2009,5.5746
hrv,2010,5.7761
hrv,2011,5.9087
hrv,2012,6.0216
hrv,2013,6.1762
hrv,2014,6.1417
hrv,2015,6.192
hti,1998,0.102
hti,2011,1.1863
hti,2015,0.2822
hti,2018,0.3977
hun,1990,5.4445
hun,1991,5.0843
hun,1992,5.3703
hun,1993,5.6911
hun,1994,5.6941
hun,1995,5.5699
hun,1996,5.637
hun,1997,5.5446
hun,1998,5.6825
hun,1999,5.5852
hun,2000,5.4776
hun,2001,5.7167
hun,2002,5.8813
hun,2003,5.9646
hun,2004,5.9681
hun,2005,6.1465
hun,2006,6.4031
hun,2007,6.128
hun,2008,6.3486
hun,2009,6.4241
hun,2010,6.4305
hun,2011,6.4332
hun,2012,6.5344
hun,2013,6.6362
hun,2014,6.6248
hun,2015,6.6852
hun,2016,6.6427
hun,2017,6.8037
hun,2018,6.9157
hun,2019,6.92
idn,1992,0.6265
idn,2003,0.8168
idn,2015,1.299
idn,2017,2.0532
idn,2018,3.1154
idn,2019,3.807
idn,2020,3.9538
ind,1991,0.3754
ind,2000,1.1654
ind,2001,1.1817
ind,2003,1.2441
ind,2004,1.2592
ind,2005,1.2907
ind,2017,2.1079
ind,2018,1.7271
ind,2020,1.7483
irl,1994,11.5567
irl,1995,11.9528
irl,1996,12.3831
irl,1997,12.9158
irl,1998,13.1729
irl,1999,13.6513
irl,2000,14.0287
irl,2001,14.8502
irl,2002,15.3746
irl,2003,14.819
irl,2004,12.3703
irl,2005,12.267
irl,2006,12.6696
irl,2007,13.8683
irl,2008,13.7798
irl,2009,13.0434
irl,2010,13.4653
irl,2011,13.365
irl,2012,12.9606
irl,2013,12.5775
irl,2014,12.2598
irl,2015,12.4774
irl,2016,11.7073
irl,2017,14.5415
irl,2018,13.0118
irn,2004,1.3961
irn,2005,1.4051
irn,2006,1.689
irn,2011,1.9971
irn,2014,1.5641
irn,2015,1.8907
irn,2017,2.6286
irn,2018,2.0766
irq,2005,1.32
irq,2007,1.049
irq,2013,2.085
irq,2014,1.8776
irq,2015,1.6498
irq,2016,1.7152
irq,2017,1.8126
irq,2018,2.0448
irq,2020,2.3865
isl,1990,13.2588
isl,1991,13.2803
isl,1992,13.2744
isl,1993,13.544
isl,1994,13.6364
isl,1995,13.0979
isl,1996,13.0396
isl,1997,13.7734
isl,1998,14.1954
isl,1999,14.1274
isl,2000,14.03
isl,2001,14.012
isl,2002,14.1045
isl,2003,14.4583
isl,2004,14.507
isl,2005,14.8407
isl,2006,14.7047
isl,2007,15.0917
isl,2008,16.0051
isl,2009,16.2006
isl,2010,15.2201
isl,2011,15.4745
isl,2012,15.7217
isl,2013,16.0972
isl,2014,16.0956
isl,2015,16.3144
isl,2016,15.1565
isl,2017,15.7087
isl,2018,16.2132
isl,2019,17.1888
isl,2020,16.78
isr,1995,8.231
isr,1996,5.5555
isr,1997,5.4971
isr,1998,5.5972
isr,1999,5.7112
isr,2000,5.9851
isr,2001,6.0711
isr,2002,6.0018
isr,2003,5.8666
isr,2004,5.7211
isr,2005,5.7767
isr,2006,5.7317
isr,2007,5.5733
isr,2008,5.3038
isr,2009,5.1442
isr,2010,5.1041
isr,2011,5.2092
isr,2012,5.2363
isr,2013,5.2997
isr,2014,5.3219
isr,2015,5.3728
isr,2016,5.5056
isr,2017,5.6216
isr,2018,5.583
isr,2019,5.5888
ita,2000,5.7658
ita,2001,5.7987
ita,2002,5.841
