geo,time,ny_trf_nctr_cn
alb,2010,127109972000
alb,2011,127237863200
alb,2012,122352600900
alb,2013,95382245200
alb,2014,101395006800
alb,2015,107382538800
alb,2016,112659695700
alb,2017,113615392200
alb,2018,115629573300
alb,2019,119373562400
alb,2020,123468332500
alb,2021,131948009800
alb,2022,132889860099.99998
alb,2023,128783003200
alb,2024,131041827800
and,2019,-37290800
and,2020,-37889400
and,2021,-46899800
and,2022,-45506700
and,2023,-43767600
and,2024,-53801400
are,2000,-14550000000
are,2001,-15454000000
are,2002,-16250000000
are,2003,-17120000000
are,2004,-20844000000
are,2005,-24701000000
are,2006,-30101000000
are,2007,-34111000000
are,2008,-39000000000
are,2009,-37400000000
are,2010,-71200000000
are,2011,-80900000000
are,2012,-89900000000
are,2013,-97049900000
are,2014,-103700000000
are,2015,-145600000000
are,2016,-143600000000
are,2017,-151300000000
are,2018,-169330000000
are,2019,-173978000000
are,2020,-196900000000
are,2021,-205800000000
are,2022,-226200000000
are,2023,-227900000000
are,2024,-246300000000
arg,1991,400683800
arg,1992,781781500
arg,1993,520200000
arg,1994,463200000
arg,1995,553800000
arg,1996,447500000
arg,1997,463600000
arg,1998,406300000
arg,1999,397400000
arg,2000,399035900
arg,2001,424494800
arg,2002,1751124700
arg,2003,1511061900
arg,2004,1757925000
arg,2005,1781081500
arg,2006,2916309000
arg,2007,3321244400
arg,2008,3504385700
arg,2009,3419001800
arg,2010,2258174300
arg,2011,2223624000
arg,2012,3048599500
arg,2013,3771169800
arg,2014,12393747200
arg,2015,10180599600
arg,2016,16554382300
arg,2017,5738790600
arg,2018,36149148300
arg,2019,41099392100
arg,2020,76291000000
arg,2021,133150000000
arg,2022,257461000000
arg,2023,605348000000
arg,2024,2109905000000
arm,1993,221678400
arm,1994,16284168700
arm,1995,65955319699.99999
arm,1996,70357667000
arm,1997,102317939600
arm,1998,84078027200
arm,1999,80292097100
arm,2000,92332748600
arm,2001,131268985500
arm,2002,131459470399.99998
arm,2003,162947223400
arm,2004,222978283300
arm,2005,207189161300
arm,2006,241426659300
arm,2007,250454496700
arm,2008,237836554700
arm,2009,211430776400
arm,2010,226728677100
arm,2011,281866439300
arm,2012,294508645800
arm,2013,338168958100
arm,2014,309810601000
arm,2015,273454269500
arm,2016,269027223300
arm,2017,334361303500
arm,2018,314872687300
arm,2019,321025968400
arm,2020,466985690100
arm,2021,525357347563.33911
arm,2022,319132326074.98798
arm,2023,117615264003.218
arm,2024,176300574992.80099
atg,1977,7560000
atg,1978,14040000
atg,1979,27270000
atg,1980,27270000
atg,1981,28080000
atg,1982,25380000
atg,1983,28620000
atg,1984,39150000
atg,1985,38340000
atg,1986,14560000
atg,1987,13050000
atg,1988,13130000
atg,1989,31880000
atg,1990,25920000
atg,1991,3520000
atg,1992,-3020000
atg,1993,-7220000
atg,1994,15340000
atg,1995,171880000
atg,1996,85380000
atg,1997,26410000
atg,1998,-4620000
atg,1999,52675900
atg,2000,25232000
atg,2001,-69600000
atg,2002,-84620000
atg,2003,-93680000
atg,2004,-73920000
atg,2005,-82030000
atg,2006,-116660000
atg,2007,-152340000
atg,2008,-151790000
atg,2009,-135880000
atg,2010,-136000000
atg,2011,-125770000
atg,2012,-122680000
atg,2013,-129280000
atg,2014,-113510000
atg,2015,-132850000
atg,2016,-155690000
atg,2017,-161760000
atg,2018,-157940000
atg,2019,-143780000
atg,2020,-167000000
atg,2021,-176700000
atg,2022,-223700000
atg,2023,-266400000
atg,2024,-278350000
aus,1960,130000000
aus,1961,138000000
aus,1962,137000000
aus,1963,138000000
aus,1964,133000000
aus,1965,119000000
aus,1966,94000000
aus,1967,71000000
aus,1968,88000000
aus,1969,112000000
aus,1970,114000000
aus,1971,103000000
aus,1972,121000000
aus,1973,91000000
aus,1974,48000000
aus,1975,52000000
aus,1976,-49000000
aus,1977,-113000000
aus,1978,-115000000
aus,1979,-177000000
aus,1980,-71000000
aus,1981,-141000000
aus,1982,-89000000
aus,1983,-160000000
aus,1984,-35000000
aus,1985,-66000000
aus,1986,-17000000
aus,1987,472000000
aus,1988,482000000
aus,1989,619000000
aus,1990,489000000
aus,1991,628000000
aus,1992,218000000
aus,1993,48000000
aus,1994,96000000
aus,1995,-36000000
aus,1996,405000000
aus,1997,358000000
aus,1998,319000000
aus,1999,175000000
aus,2000,-73000000
aus,2001,-401000000
aus,2002,299000000
aus,2003,114000000
aus,2004,521000000
aus,2005,-1014000000
aus,2006,-1020000000
aus,2007,-563000000
aus,2008,-685000000
aus,2009,-1621000000
aus,2010,-2124000000
aus,2011,-3005000000
aus,2012,-3015000000
aus,2013,-3302000000
aus,2014,-3225000000
aus,2015,-2846000000
aus,2016,-613000000
aus,2017,-1371000000
aus,2018,-785000000
aus,2019,-731000000
aus,2020,-1220000000
aus,2021,-3338000000
aus,2022,-3070000000
aus,2023,-935000000
aus,2024,-846000000
aut,1970,-68389000
aut,1971,-70084000
aut,1972,-102985000
aut,1973,-173621000
aut,1974,-233343000
aut,1975,-247681000
aut,1976,-235437000
aut,1977,-294183000
aut,1978,-297716000
aut,1979,-331991000
aut,1980,-367228000
aut,1981,-377065000
aut,1982,-416477000
aut,1983,-453037000
aut,1984,-476840000
aut,1985,-492896000
aut,1986,-539633000
aut,1987,-595976000
aut,1988,-642254000
aut,1989,-751862000
aut,1990,-909337000
aut,1991,-1143318000
aut,1992,-1397015000
aut,1993,-1387870000
aut,1994,-1538286000
aut,1995,-1730100000
aut,1996,-2128900000
aut,1997,-2315000000
aut,1998,-2287700000
aut,1999,-2551400000
aut,2000,-2467400000
aut,2001,-2588500000
aut,2002,-2350200000
aut,2003,-2317300000
aut,2004,-2302900000
aut,2005,-2517300000
aut,2006,-2810200000
aut,2007,-2768600000
aut,2008,-3117100000
aut,2009,-2832500000
aut,2010,-3080600000
aut,2011,-3091600000
aut,2012,-3195700000
aut,2013,-3956300000
aut,2014,-3163200000
aut,2015,-3272000000
aut,2016,-3583000000
aut,2017,-2816200000
aut,2018,-3893400000
aut,2019,-3503500000
aut,2020,-3767800000
aut,2021,-2857000000
aut,2022,-2774300000
aut,2023,-3476300000
aut,2024,-3142600000
aze,1993,600000
aze,1994,21800000
aze,1995,97800000
aze,1996,57400000
aze,1997,38800000
aze,1998,59300000
aze,1999,507400000
aze,2000,546600000
aze,2001,519900000
aze,2002,582800000
aze,2003,651800000
aze,2004,707100000
aze,2005,1021600000
aze,2006,1039900000
aze,2007,1239000000
aze,2008,1345800000
aze,2009,1047500000
aze,2010,888900000
aze,2011,960400000
aze,2012,406000000
aze,2013,408000000
aze,2014,544000000
aze,2015,625600000
aze,2016,663900000
aze,2017,1905200000
aze,2018,1875400000
aze,2019,1512900000
aze,2020,1629100000
aze,2021,1394500000
aze,2022,4231800000
aze,2023,2144600000
aze,2024,1555000000
bdi,1992,13456180200
bdi,1993,23258323900
bdi,1994,37141020500
bdi,1995,31894351300
bdi,1996,14320075000
bdi,1997,16807095000
bdi,1998,21403205200
bdi,1999,17470360000
bdi,2000,22917306000
bdi,2001,61904253300
bdi,2002,86523708700
bdi,2003,113906828000
bdi,2004,138607264200
bdi,2005,259023600000
bdi,2006,235618700000
bdi,2007,260947900000
bdi,2008,220800200000
bdi,2009,316296000000
bdi,2010,167259000000
bdi,2011,332372200000
bdi,2012,644102200000
bdi,2013,672544000000
bdi,2014,467671040000
bdi,2015,485734490000
bdi,2016,365055060000
bdi,2017,409972160000
bdi,2018,448455060000
bdi,2019,662281020000
bdi,2020,795446230000
bdi,2021,943936450000
bdi,2022,943853440000
bdi,2023,2246021010000
bel,1970,-171327000
bel,1971,-214958000
bel,1972,-230692000
bel,1973,-264211000
bel,1974,-314912000
bel,1975,-497106000
bel,1976,-417781000
bel,1977,-487529000
bel,1978,-441776000
bel,1979,-518480000
bel,1980,-792718000
bel,1981,-1011182000
bel,1982,-957982000
bel,1983,-1118058000
bel,1984,-1262790000
bel,1985,-1190839000
bel,1986,-1296286000
bel,1987,-1195635000
bel,1988,-1419893000
bel,1989,-1214076000
bel,1990,-1421625000
bel,1991,-1388985000
bel,1992,-1716363000
bel,1993,-1871963000
bel,1994,-2277197000
bel,1995,-2176300000
bel,1996,-2701800000
bel,1997,-2644500000
bel,1998,-2908800000
bel,1999,-2880900000
bel,2000,-2891100000
bel,2001,-2583100000
bel,2002,-2796100000
bel,2003,-3617900000
bel,2004,-4126200000
bel,2005,-4208100000
bel,2006,-4309000000
bel,2007,-3662100000
bel,2008,-4878400000
bel,2009,-4372700000
bel,2010,-3496600000
bel,2011,-4285400000
bel,2012,-3973000000
bel,2013,-5262200000
bel,2014,-4884700000
bel,2015,-5783700000
bel,2016,-5976900000
bel,2017,-4656800000
bel,2018,-5247000000
bel,2019,-5579400000
bel,2020,-6371000000
bel,2021,-6678000000
bel,2022,-5762600000
bel,2023,-8031600000
bel,2024,-10143200000
ben,1985,27899230000
ben,1986,27600580500
ben,1987,24403568900
ben,1988,24304414700
ben,1989,29600070600
ben,1990,49599961900
ben,1991,29210197900
ben,1992,40269508500
ben,1993,44778406100
ben,1994,30800260300
ben,1995,36803571100
ben,1996,36296625700
ben,1997,85695504600
ben,1998,72682063300
ben,1999,66493000000
ben,2000,79057000000
ben,2001,119331000000
ben,2002,109661000000
ben,2003,38588000000
ben,2004,49388000000
ben,2005,86711000000
ben,2006,135238000000
ben,2007,128654000000
ben,2008,109624000000
ben,2009,81320000000
ben,2010,76780000000
ben,2011,66823055100
ben,2012,102338400000
ben,2013,125610640000
ben,2014,145100900000
ben,2015,84697700000
ben,2016,124194900000
ben,2017,118612030000
ben,2018,126252600000
ben,2019,127074160000
ben,2020,162594510000
ben,2021,125549060000
ben,2022,98961430000
ben,2023,157035000000
ben,2024,166800000000
bfa,1969,3869678900
bfa,1970,4443359900
bfa,1971,5976059100
bfa,1972,5668215600
bfa,1973,7964629300
bfa,1974,7010041100
bfa,1975,6959255700
bfa,1976,8725094600
bfa,1977,9856653700
bfa,1978,12329193400
bfa,1979,17669884700
bfa,1980,23627461500
bfa,1981,32667925400
bfa,1982,29159277700
bfa,1983,33929522300
bfa,1984,41668997700
bfa,1985,62734998400
bfa,1986,66253000000
bfa,1987,49293179100
bfa,1988,54799446600
bfa,1989,44791771300
bfa,1990,71656528100
bfa,1991,63865356100
bfa,1992,98276491600
bfa,1993,101462910200
bfa,1994,125877789400
bfa,1995,82468260200
bfa,1996,77642396700
bfa,1997,78785950200
bfa,1998,91892209100
bfa,1999,150278893300
bfa,2000,147302534100
bfa,2001,113865001900
bfa,2002,119112622500
bfa,2003,139509206400
bfa,2004,121528674800
bfa,2005,223430276100
bfa,2006,272247686300
bfa,2007,278302200800
bfa,2008,404031826000
bfa,2009,439640518000
bfa,2010,349630388400
bfa,2011,303552743200
bfa,2012,350734013800
bfa,2013,377931479700
bfa,2014,371490436400
bfa,2015,461093000000
bfa,2016,571476000000
bfa,2017,449147000000
bfa,2018,361406000000
bfa,2019,484584000000
bfa,2020,613806000000
bfa,2021,516662000000
bfa,2022,460806000000
bgd,1970,47040000
bgd,1971,47520000
bgd,1972,58800000
bgd,1973,3629340100
bgd,1974,1545600000
bgd,1975,3713969800
bgd,1976,4075149900
bgd,1977,5037500000
bgd,1978,7636070200
bgd,1979,10580719900
bgd,1980,12434099500
bgd,1981,11252000000
bgd,1982,12927000000
bgd,1983,18022000000
bgd,1984,17261000000
bgd,1985,17154000000
bgd,1986,15472000000
bgd,1987,18862000000
bgd,1988,27357000000
bgd,1989,23940000000
bgd,1990,26616000000
bgd,1991,32576000000
bgd,1992,35997000000
bgd,1993,36826000000
bgd,1994,34703000000
bgd,1995,44942000000
bgd,1996,38168000000
bgd,1997,44049000000
bgd,1998,22363000000
bgd,1999,25600000000
bgd,2000,36532000000
bgd,2001,23392000000
bgd,2002,18902000000
bgd,2003,25114000000
bgd,2004,21583000000
bgd,2005,26808000000
bgd,2006,36529000000
bgd,2007,39885000000
bgd,2008,56713000000
bgd,2009,24069000000
bgd,2010,42479000000
bgd,2011,31015000000
bgd,2012,17909000000
bgd,2013,53749000000
bgd,2014,63342000000
bgd,2015,56001000000
bgd,2016,32489000000
bgd,2017,44164000000
bgd,2018,42125000000
bgd,2019,46551000000
bgd,2020,63694000000
bgd,2021,66536000000
bgd,2022,65048000000
bgd,2023,87431000000
bgd,2024,76320000000
bgr,1980,74600
bgr,1981,124300
bgr,1982,150000
bgr,1983,192100
bgr,1984,147200
bgr,1985,136600
bgr,1986,114000
bgr,1987,138500
bgr,1988,172000
bgr,1989,137400
bgr,1991,856800
bgr,1992,830500
bgr,1993,1018200
bgr,1994,9028200
bgr,1995,8866600
bgr,1996,18571200
bgr,1997,398266800
bgr,1998,404882800
bgr,1999,550750700
bgr,2000,615344900
bgr,2001,1088862000
bgr,2002,1136949800
bgr,2003,1205266100
bgr,2004,1455649900
bgr,2005,1599717500
bgr,2006,1310346300
bgr,2007,1346127000
bgr,2008,1716671800
bgr,2009,1870259600
bgr,2010,2969355800
bgr,2011,3250996800
bgr,2012,4104650500
bgr,2013,4685438900
bgr,2014,3247795700
bgr,2015,3128767900
bgr,2016,2974598100
bgr,2017,3412148500
bgr,2018,3577447400
bgr,2019,3772462700
bgr,2020,1981091400
bgr,2021,1780083200
bgr,2022,3028538000
bgr,2023,2939745800
bgr,2024,1948088600
bhr,1980,33100000
bhr,1981,33000000
bhr,1982,27100000
bhr,1983,15200000
bhr,1984,-400000
bhr,1985,-43100000
bhr,1986,-54100000
bhr,1987,-49200000
bhr,1988,65200000
bhr,1989,-36400000
bhr,1990,-102400000
bhr,1991,-114100000
bhr,1992,-101800000
bhr,1993,-121300000
bhr,1994,-123900000
bhr,1995,-142500000
bhr,1996,-162800000
bhr,1997,-151200000
bhr,1998,-248100000
bhr,1999,-308114500
bhr,2000,-372338400
bhr,2001,-475281500
bhr,2002,-322175000
bhr,2003,-406900000
bhr,2004,-421100000
bhr,2005,-460000000
bhr,2006,-575600000
bhr,2007,-557522000
bhr,2008,-667207900
bhr,2009,-523000000
bhr,2010,-617300000
bhr,2011,-770800000
bhr,2012,-780000000
bhr,2013,-814400000
bhr,2014,-889000000
bhr,2015,-890100000
bhr,2016,-899200000
bhr,2017,-927200000
bhr,2018,-1229100000
bhr,2019,-1086700000
bhr,2020,-1029500000
bhr,2021,-950100000
bhr,2022,-1019600000
bhr,2023,-1001400000
bhr,2024,-1000000000
bhs,1997,39300000
bhs,1998,34400000
bhs,1999,36400000
bhs,2000,43300000
bhs,2001,41800000
bhs,2002,42400000
bhs,2003,48800000
bhs,2004,250800000
bhs,2005,85231800
bhs,2006,52040000
bhs,2007,51800000
bhs,2008,-38900000
bhs,2009,13500000
bhs,2010,-2600000
bhs,2011,-36200000
bhs,2012,68700000
bhs,2013,21200000
bhs,2014,6600000
bhs,2015,-94400000
bhs,2016,315100000
bhs,2017,-55200000
bhs,2018,-68600000
bhs,2019,846200000
bhs,2020,373500000
bhs,2021,-92500000
bhs,2022,44700000
bhs,2023,66300000
bhs,2024,-29900000
bih,1994,1423980000
bih,1995,1435966200
bih,1996,1646251200
bih,1997,1338725200
bih,1998,3116723400
bih,1999,3466914200
bih,2000,3378467500
bih,2001,3179771000
bih,2002,2955036100
bih,2003,2872509000
bih,2004,3141730500
bih,2005,3181000000
bih,2006,3472000000
bih,2007,3901000000
bih,2008,3827000000
bih,2009,3341000000
bih,2010,3529000000
bih,2011,3540000000
bih,2012,3676401600
bih,2013,3693750000
bih,2014,3968935500
bih,2015,3572596300
bih,2016,3507383500
bih,2017,3830517000
bih,2018,4009823500
bih,2019,4298854000
bih,2020,3843816000
bih,2021,4264415300
bih,2022,4798784800
bih,2023,5050324200
bih,2024,5425019800
blr,1992,0
blr,1993,300
blr,1994,8300
blr,1995,87600
blr,1996,120800
blr,1997,204000
blr,1998,441000
blr,1999,1256100
blr,2000,13244100
blr,2001,20594300
blr,2002,31850600
blr,2003,43313600
blr,2004,69261100
blr,2005,13251900
blr,2006,46959600
blr,2007,44825600
blr,2008,101708200
blr,2009,161518900
blr,2010,108488800
blr,2011,-1582823600
blr,2012,-2713681800
blr,2013,-2321673000
blr,2014,-2473000000
blr,2015,683000000
blr,2016,1288000000
blr,2017,1980100000
blr,2018,2593881000
blr,2019,2147316000
blr,2020,1078134000
blr,2021,1804645000
blr,2022,2322400000
blr,2023,3470700000
blr,2024,3704560400
blz,1984,40600000
blz,1985,56800000
blz,1986,46300000
blz,1987,61900000
blz,1988,46900000
blz,1989,55200000
blz,1990,59400000
blz,1991,56100000
blz,1992,60600000
blz,1993,58700000
blz,1994,65163000
blz,1995,80373000
blz,1996,67682000
blz,1997,71340000
blz,1998,76854000
blz,1999,85209600
blz,2000,112875000
blz,2001,79057000
blz,2002,86636900
blz,2003,81761600
blz,2004,91816900
blz,2005,102421200
blz,2006,147933300
blz,2007,186771400
blz,2008,223097500
blz,2009,158776600
blz,2010,183693200
blz,2011,167461900
blz,2012,151559200
blz,2013,148547000
blz,2014,147926900
blz,2015,139417100
blz,2016,196909500
blz,2017,144262400
blz,2018,158345600
blz,2019,159149700
blz,2020,235822900
blz,2021,253038100
blz,2022,205762000
blz,2023,257151500
blz,2024,324181500
bmu,2010,-164681000
bmu,2011,-170590000
bmu,2012,-182500000
bmu,2013,-191066000
bmu,2014,-177106000
bmu,2015,-165671000
bmu,2016,-177312000
bmu,2017,-199972000
bmu,2018,-173283000
bmu,2019,-184279000
bmu,2020,-220579000
bmu,2021,-206137000
bmu,2022,-220152000
bmu,2023,-190414000
bol,1976,280
bol,1977,300
bol,1978,540
bol,1979,1045
bol,1980,1459
bol,1981,899
bol,1982,2869
bol,1983,23966
bol,1984,266210
bol,1985,33706222
bol,1986,183618133
bol,1987,229658255
bol,1988,317997098
bol,1989,403483332
bol,1990,505085880
bol,1991,653461000
bol,1992,946265300
bol,1993,1010398200
bol,1994,1219816400
bol,1995,1172243400
bol,1996,1253429300
bol,1997,1531616300
bol,1998,1875649400
bol,1999,2243008400
bol,2000,2391670200
bol,2001,2617065800
bol,2002,2663224800
bol,2003,3628357700
bol,2004,3897268500
bol,2005,4710584700
bol,2006,6587711500
bol,2007,9940880700
bol,2008,9294903000
bol,2009,8516372400
bol,2010,7586957800
bol,2011,8166141500
bol,2012,8708212400
bol,2013,8774315900
bol,2014,8162092000
bol,2015,8089537000
bol,2016,8483407000
bol,2017,9568277000
bol,2018,8589821000
bol,2019,7987269000
bol,2020,7087587000
bol,2021,8308584000
bol,2022,8292691000
bol,2023,8240640000
bol,2024,7809120000
bra,1990,21000
bra,1991,199000
bra,1992,2362000
bra,1993,50243000
bra,1994,1478647000
bra,1995,3324166700
bra,1996,2458954000
bra,1997,1965082400
bra,1998,1692026000
bra,1999,3064452700
bra,2000,2750549968.6
bra,2001,3822013701.6
bra,2002,7263997853.1
bra,2003,8750139881.7
bra,2004,9466574211.6476
bra,2005,8586216872.27847
bra,2006,9326863517.89474
bra,2007,7687969608.96884
bra,2008,7738685334.15546
bra,2009,6406232030.75
bra,2010,4684799401.62
bra,2011,4452760328.33113
bra,2012,4893744922.71969
bra,2013,7197661201.96238
bra,2014,5636001318.60206
bra,2015,8396274006.95457
bra,2016,9179883724.10413
bra,2017,7257550632.23656
bra,2018,-1181195762.992
bra,2019,3573170275.80231
bra,2020,10898007212.6255
bra,2021,15814307775.8752
bra,2022,17582069750.6601
bra,2023,11254426782.1014
bra,2024,22826897382.0791
brb,1986,22500000
brb,1987,11400000
brb,1988,33100000
brb,1989,9500000
brb,1990,85500000
brb,1991,66400000
brb,1992,81100000
brb,1993,41800000
brb,1994,70700000
brb,1995,67900000
brb,1996,84900000
brb,1997,116500000
brb,1998,133100000
brb,1999,166800000
brb,2000,195400000
brb,2001,225600000
brb,2002,216700000
brb,2003,235500000
brb,2004,228800000
brb,2005,130800000
brb,2006,165698000
brb,2007,112108000
brb,2008,53605900
brb,2009,40600000
brb,2010,77789000
brb,2011,-78082200
brb,2012,-17807900
brb,2013,-26355400
brb,2014,-28968000
brb,2015,3940300
brb,2016,-65043400
brb,2017,-75927000
brb,2018,-80000000
brb,2019,-92000000
brb,2020,186000000
brb,2021,66000000
brb,2022,32000000
brb,2023,-8000000
brb,2024,244000000
brn,2005,-625648000
brn,2006,-643504500
brn,2007,-648053000
brn,2008,-595224000
brn,2009,-647297000
brn,2010,-420184000
brn,2011,-471440000
brn,2012,-593417000
brn,2013,-721736000
brn,2014,-688038000
brn,2015,-544535000
brn,2016,-556910000
brn,2017,-610021000
brn,2018,-682516100
brn,2019,-668000000
brn,2020,-482900000
brn,2021,-674883828.88117
brn,2022,-925210487.93694
brn,2023,-1003424683.76
brn,2024,-845305153.87225
btn,1998,2555884500
btn,1999,2468746400
btn,2000,1982936200
btn,2001,2091653800
btn,2002,1791252700
btn,2003,1914023800
btn,2004,2636014700
btn,2005,3879405100
btn,2006,4457317700
btn,2007,1468294400
btn,2008,2440403800
btn,2009,3916050000
btn,2010,5281455900
btn,2011,8492696900
btn,2012,8888112400
btn,2013,7738313300
btn,2014,6609097300
btn,2015,5718147500
btn,2016,12513020000
btn,2017,8685883800
btn,2018,12410849700
btn,2019,14120531700
btn,2020,11001395700
btn,2021,11527705700
btn,2022,11370850000
btn,2023,12293994000
bwa,1970,716000
bwa,1971,2860000
bwa,1972,7690000
bwa,1973,13186000
bwa,1974,28518000
bwa,1975,-3774000
bwa,1976,12354000
bwa,1977,27280800
bwa,1978,14158800
bwa,1979,24857500
bwa,1980,42035700
bwa,1981,33228900
bwa,1982,15862000
bwa,1983,42344200
bwa,1984,36214200
bwa,1985,64321400
bwa,1986,91507300
bwa,1987,281400400
bwa,1988,305625900
bwa,1989,430404000
bwa,1990,241614000
bwa,1991,362949000
bwa,1992,145300000
bwa,1993,2003400
bwa,1994,165983400
bwa,1995,-107622800
bwa,1996,594755100
bwa,1997,735685100
bwa,1998,1020988800
bwa,1999,1165775900
bwa,2000,1110376500
bwa,2001,1154000000
bwa,2002,1368000000
bwa,2003,2194118400
bwa,2004,2229094400
bwa,2005,3226793600
bwa,2006,4615431300
bwa,2007,6830320200
bwa,2008,8126969400
bwa,2009,6100517500
bwa,2010,8124915900
bwa,2011,8363065200
bwa,2012,13662357500
bwa,2013,14519186900
bwa,2014,15351378400
bwa,2015,16856248900
bwa,2016,12918048500
bwa,2017,17000691200
bwa,2018,15107262100
bwa,2019,14948000000
bwa,2020,18095000000
bwa,2021,17316000000
bwa,2022,16504000000
bwa,2023,24484000000
caf,1980,2845579500
caf,1981,4495987300
caf,1982,4236039800
caf,1983,4651139500
caf,1984,10239503700
caf,1985,4353497300
caf,1986,5577007400
caf,1987,31987382000
caf,1988,39166462400
caf,1989,36351316700
caf,1990,35964347100
caf,1991,27270631200
caf,1992,8547528500
caf,1993,12447066500
caf,1994,23614159800
caf,1995,9625807000
caf,1996,16005572900
caf,1997,10191855000
caf,1998,15724376700
caf,1999,24967458400
caf,2000,30096040100
caf,2001,25300000000
caf,2002,28600000000
caf,2003,16800000000
caf,2004,39194280500
caf,2005,16223597000
caf,2006,42200000000
caf,2007,30520000000
caf,2008,32357000000
caf,2009,35471000000
caf,2010,40000000000
caf,2011,30700000000
caf,2012,69526681000
caf,2013,53598548500
caf,2014,156053000000
caf,2015,116961172200
caf,2016,128171337500
caf,2017,94603000000
can,1970,-144562000
can,1971,-94748000
can,1972,-150950000
can,1973,-133204000
can,1974,-137058000
can,1975,-317352000
can,1976,-227390000
can,1977,-290848000
can,1978,-419484000
can,1979,-308470000
can,1980,-113502000
can,1981,-112000000
can,1982,-255000000
can,1983,-543000000
can,1984,-998000000
can,1985,-1175000000
can,1986,-523000000
can,1987,-1435000000
can,1988,-1336000000
can,1989,-1320000000
can,1990,-1268000000
can,1991,-1729000000
can,1992,-1513000000
can,1993,-1347000000
can,1994,-1346000000
can,1995,-1010000000
can,1996,-271000000
can,1997,230000000
can,1998,562000000
can,1999,289000000
can,2000,431000000
can,2001,625000000
can,2002,530000000
can,2003,-342000000
can,2004,-654000000
can,2005,-1756000000
can,2006,-1891000000
can,2007,-2387000000
can,2008,-1595000000
can,2009,-3482000000
can,2010,-3966000000
can,2011,-3628000000
can,2012,-4198000000
can,2013,-4048000000
can,2014,-3443000000
can,2015,-4193000000
can,2016,-2126000000
can,2017,-4366000000
can,2018,-3290000000
can,2019,-2976000000
can,2020,-6394000000
can,2021,-5097000000
can,2022,-4405000000
can,2023,-7939000000
can,2024,-4010000000
che,2012,-15514236000
che,2013,-17958851000
che,2014,-23486734000
che,2015,-19857619000
che,2016,-20672153000
che,2017,-20748992000
che,2018,-19157568000
che,2019,-20871309000
che,2020,-21342428000
che,2021,-18684046000
che,2022,-19501169000
che,2023,-20605375000
chl,1960,38900
chl,1961,34100
chl,1962,22600
chl,1963,7300
chl,1964,18000
chl,1965,30900
chl,1966,50800
chl,1967,43600
chl,1968,46800
chl,1969,31000
chl,1970,20300
chl,1971,42700
chl,1972,112500
chl,1973,931300
chl,1974,6521100
chl,1975,49104200
chl,1976,365516700
chl,1977,1615187500
chl,1978,2215908300
chl,1979,2979666700
chl,1980,4407000000
chl,1981,4227600000
chl,1982,5554099200
chl,1983,7610953000
chl,1984,10517397000
chl,1985,21628000000
chl,1986,18196000000
