geo,time,gc_xpn_intp_zs
bhr,1994,3.15481
bhr,1995,3.83751
bhr,1996,3.77537
bhr,1997,3.83313
bhr,1998,4.16883
bhr,1999,4.88667
bhr,2000,6.69119
bhr,2001,7.03285
bhr,2002,4.12407
bhr,2003,5.44173
bhr,2004,4.60104
bhs,1990,11.75128
bhs,1991,13.418
bhs,1992,12.66453
bhs,1993,14.30427
bhs,1994,14.16294
bhs,1995,13.63331
bhs,1996,13.26453
bhs,1997,13.2055
bhs,1998,13.53813
bhs,1999,12.04485
bhs,2000,11.1272
bhs,2001,11.61476
bhs,2002,10.65352
bhs,2003,10.71071
bhs,2004,11.1565
bhs,2005,10.85309
bhs,2006,9.83032
bhs,2007,10.09145
bhs,2008,10.64132
bhs,2009,10.84729
bhs,2010,12.00202
bhs,2011,12.09613
bhs,2012,10.91416
bhs,2013,12.04325
bhs,2014,12.15382
bhs,2015,12.69597
bhs,2016,12.94004
bhs,2017,10.89837
bhs,2018,14.08399
bhs,2019,13.39211
bhs,2020,12.87034
bhs,2021,14.23167
bhs,2022,17.78518
bih,2005,1.62447
bih,2006,1.53219
bih,2007,1.28684
bih,2008,1.1861
bih,2009,1.13976
bih,2010,1.08875
bih,2011,1.43786
bih,2012,1.76889
bih,2013,1.79368
bih,2014,1.96149
bih,2015,2.2706
bih,2016,2.19019
bih,2017,1.93999
bih,2018,1.91956
bih,2019,1.80911
bih,2020,1.77589
bih,2021,1.60333
bih,2022,1.59071
blr,1992,2.06186
blr,1993,2.14964
blr,1994,0.73582
blr,1995,0.8291
blr,1996,2.30669
blr,1997,2.37773
blr,1998,2.79663
blr,1999,2.36013
blr,2000,3.25424
blr,2001,2.64117
blr,2002,2.20572
blr,2003,1.7832
blr,2004,1.59872
blr,2005,1.14819
blr,2006,1.03943
blr,2007,1.02117
blr,2008,1.57315
blr,2009,2.22084
blr,2010,1.76156
blr,2011,3.27682
blr,2012,3.97243
blr,2013,2.87033
blr,2014,3.28334
blr,2015,5.33553
blr,2016,6.19016
blr,2017,6.05136
blr,2018,6.22833
blr,2019,5.61613
blr,2020,5.18647
blr,2021,4.93902
blz,1990,8.02592
blz,1991,7.18047
blz,1992,6.75538
blz,1993,8.08979
blz,1994,9.19886
blz,1995,11.11894
blz,1996,11.80433
blz,1997,9.6572
blz,1998,9.28546
blz,1999,10.37078
blz,2000,13.98152
blz,2001,15.86429
blz,2002,18.14584
blz,2003,19.18153
blz,2004,32.68958
blz,2005,28.01778
blz,2006,27.42145
blz,2007,18.15964
blz,2008,16.14664
blz,2009,14.31798
blz,2010,14.98585
blz,2011,14.0367
blz,2012,8.12486
blz,2013,10.90398
blz,2014,10.88428
blz,2015,9.39917
blz,2016,9.0963
blz,2017,10.33598
bol,1986,5.58727
bol,1987,9.43795
bol,1988,7.86054
bol,1989,7.53739
bol,1990,6.64781
bol,1991,7.37156
bol,1992,8.23052
bol,1993,9.03473
bol,1994,11.6374
bol,1995,12.74922
bol,1996,10.60263
bol,1997,8.64962
bol,1998,8.41972
bol,1999,6.35609
bol,2000,8.34333
bol,2001,8.45744
bol,2002,8.17613
bol,2003,8.96932
bol,2004,9.3634
bol,2005,10.03287
bol,2006,12.79851
bol,2007,9.53554
bra,2010,22.82227
bra,2011,24.18274
bra,2012,22.32906
bra,2013,22.30545
bra,2014,22.98924
bra,2015,31.62797
bra,2016,26.52862
bra,2017,24.03078
bra,2018,24.08648
bra,2019,19.90618
bra,2020,14.47104
bra,2021,20.57798
bra,2022,22.43858
brb,2003,15.83609
brb,2004,15.28981
brb,2005,13.74583
brb,2006,14.31679
brb,2007,14.22232
brb,2008,13.35244
brb,2009,14.17586
brb,2010,15.69558
brb,2011,17.5378
brb,2012,17.25483
brb,2013,17.99719
brb,2014,20.52717
brb,2015,19.94864
brb,2016,22.5298
btn,1983,0.26189
btn,1984,0.32563
btn,1988,0.08356
btn,1989,2.00764
btn,1990,3.82726
btn,1991,2.98935
btn,1992,5.03001
btn,1993,4.90566
btn,1994,13.17206
btn,1995,10.05502
btn,1996,7.8543
btn,1997,7.73862
btn,1998,3.85047
btn,1999,2.58225
btn,2000,2.11805
btn,2001,1.71464
btn,2002,2.39801
btn,2003,3.14311
btn,2004,4.07199
btn,2005,5.68315
btn,2006,4.86825
btn,2007,4.87557
btn,2008,13.91808
btn,2009,12.16124
btn,2010,11.07846
btn,2011,9.66134
btn,2012,9.47025
btn,2013,12.44952
btn,2014,9.62676
btn,2015,8.055
btn,2016,7.55863
btn,2017,6.72177
btn,2018,6.27663
btn,2019,5.02287
btn,2020,1.89678
bwa,1990,2.78049
bwa,1991,2.73534
bwa,1992,2.54873
bwa,1993,2.39282
bwa,1994,2.54143
bwa,1995,2.28082
bwa,1996,1.95831
bwa,2006,1.38835
bwa,2007,1.2295
bwa,2008,1.07703
bwa,2009,1.30391
bwa,2010,1.81948
bwa,2011,1.90577
bwa,2012,2.00631
bwa,2013,1.94508
bwa,2014,1.73458
bwa,2015,1.93078
bwa,2016,1.99357
bwa,2017,2.10898
bwa,2018,2.16053
bwa,2019,2.32408
bwa,2020,2.04692
bwa,2021,1.97188
caf,2004,8.56129
caf,2008,10.85569
caf,2009,7.02299
caf,2010,5.49192
caf,2011,4.51428
caf,2012,5.64756
caf,2014,2.80365
caf,2015,5.0348
caf,2016,1.18444
caf,2017,2.11187
caf,2018,2.24304
caf,2019,5.01086
caf,2020,2.04523
caf,2021,5.17379
can,1990,25.14288
can,1991,23.2066
can,1992,21.69381
can,1993,21.03074
can,1994,21.49283
can,1995,23.90481
can,1996,23.76868
can,1997,23.6733
can,1998,23.3204
can,1999,22.11073
can,2000,21.9717
can,2001,19.69237
can,2002,17.30598
can,2003,15.69755
can,2004,14.6593
can,2005,12.81351
can,2006,12.76488
can,2007,11.93207
can,2008,10.82564
can,2009,9.35084
can,2010,8.8942
can,2011,9.1166
can,2012,8.53971
can,2013,8.397
can,2014,7.7059
can,2015,7.0125
can,2016,6.36017
can,2017,5.87168
can,2018,6.28626
can,2019,6.16491
can,2020,3.67759
can,2021,4.40351
can,2022,6.04619
che,1972,2.03546
che,1973,1.85328
che,1974,1.96308
che,1975,2.21849
che,1976,2.01197
che,1977,2.64339
che,1978,2.5497
che,1979,2.44681
che,1980,2.57535
che,1981,2.92883
che,1982,2.62794
che,1983,2.42844
che,1984,2.21114
che,1990,3.52876
che,1991,3.49871
che,1992,3.97393
che,1993,3.66817
che,1994,4.51808
che,1995,4.48107
che,1996,3.94335
che,1997,4.03785
che,1998,4.2792
che,1999,4.32024
che,2000,4.18566
che,2001,4.17466
che,2002,3.71841
che,2003,3.45866
che,2004,3.46516
che,2005,3.87792
che,2006,4.33765
che,2007,3.88057
che,2008,3.55739
che,2009,2.98289
che,2010,2.75857
che,2011,2.51126
che,2012,2.26139
che,2013,1.95164
che,2014,1.80368
che,2015,1.68876
che,2016,1.45804
che,2017,1.22942
che,2018,1.00348
che,2019,0.90233
che,2020,0.67731
che,2021,0.5776
chl,1972,0
chl,1973,0
chl,1974,3.0303
chl,1975,11.86114
chl,1976,9.26674
chl,1977,10.49609
chl,1978,5.94226
chl,1979,4.21407
chl,1980,3.11508
chl,1981,1.50631
chl,1982,1.66583
chl,1983,4.16765
chl,1984,4.58685
chl,1985,6.93772
chl,1986,6.27896
chl,1987,9.07714
chl,1988,11.26192
chl,1989,9.16445
chl,1990,10.5654
chl,1991,11.563
chl,1992,7.7965
chl,1993,6.91653
chl,1994,5.5091
chl,1995,4.36446
chl,1996,3.25482
chl,1997,2.46853
chl,1998,3.58731
chl,1999,1.67705
chl,2000,5.82976
chl,2001,5.72908
chl,2002,5.57393
chl,2003,5.73921
chl,2004,5.10152
chl,2005,4.71826
chl,2006,4.15895
chl,2007,3.60442
chl,2008,2.55716
chl,2009,2.49416
chl,2010,2.23676
chl,2011,2.81655
chl,2012,3.0437
chl,2013,2.91098
chl,2014,2.63631
chl,2015,3.04558
chl,2016,3.4334
chl,2017,3.52525
chl,2018,4.04109
chl,2019,3.84318
chl,2020,3.45195
chl,2021,2.77952
civ,2001,25.43156
civ,2002,23.34975
civ,2003,17.14241
civ,2004,14.85117
civ,2005,13.27288
civ,2006,10.23989
civ,2007,11.32461
civ,2008,10.86035
civ,2009,10.08587
civ,2010,10.58033
civ,2011,13.19416
civ,2012,11.10004
civ,2013,10.24088
civ,2014,6.23131
civ,2015,8.16783
civ,2016,9.36857
civ,2017,8.32577
civ,2018,9.06305
civ,2019,10.80523
civ,2020,11.41348
civ,2021,11.86693
cmr,1990,7.80232
cmr,1991,8.13749
cmr,1992,8.25927
cmr,1993,12.75958
cmr,1994,23.92731
cmr,1995,25.6165
cmr,1998,24.93329
cmr,1999,22.44126
cmr,2012,2.61007
cmr,2013,2.68947
cmr,2014,2.99502
cmr,2015,2.9551
cmr,2016,6.0723
cmr,2017,7.88543
cmr,2018,6.80232
cmr,2019,8.08583
cmr,2020,6.97894
cmr,2021,7.79214
cod,1972,2.93333
cod,1973,4.59519
cod,1974,5.03049
cod,1975,5.71895
cod,1976,8.34161
cod,1977,9.95349
cod,1978,9.37258
cod,1979,10.12855
cod,1980,9.12843
cod,1981,14.3703
cod,1982,14.11887
cod,1988,7.16831
cod,1989,11.5884
cog,2001,34.49841
cog,2002,31.51923
cog,2003,29.66379
cog,2004,4.79069
cog,2005,11.4846
cog,2006,26.7827
cog,2007,14.35553
cog,2008,23.04576
cog,2009,7.65093
cog,2010,7.98407
cog,2011,1.42516
cog,2012,1.23481
cog,2013,1.87611
cog,2014,1.32814
cog,2015,2.57514
cog,2016,3.13996
cog,2017,8.55555
cog,2018,12.37747
cog,2019,18.19891
cog,2020,9.11733
col,1998,15.72515
col,1999,15.49111
col,2000,18.87188
col,2003,17.27276
col,2008,12.74172
col,2009,13.09467
col,2010,11.00383
col,2011,10.77367
col,2012,9.6529
col,2013,7.35948
col,2014,7.53754
col,2015,8.778
col,2016,10.60986
col,2017,10.63128
col,2018,9.89556
col,2019,10.29828
col,2020,9.42094
col,2021,10.29157
col,2022,13.30054
cpv,2005,7.39505
cpv,2006,6.65876
cpv,2007,6.22495
cpv,2008,5.97396
cpv,2009,5.29008
cpv,2010,6.08756
cpv,2011,5.87463
cpv,2012,7.56522
cpv,2013,8.62609
cpv,2014,8.37835
cpv,2015,9.06994
cpv,2016,9.00788
cpv,2017,9.09204
cri,1973,8.86076
cri,1974,8.54271
cri,1975,7.29927
cri,1976,6.80473
cri,1977,7.52941
cri,1978,7.25806
cri,1979,8.42391
cri,1980,10.06711
cri,1981,8.80929
cri,1982,9.87045
cri,1983,9.0708
cri,1984,10.78431
cri,1985,9.50531
cri,1986,9.74753
cri,1987,8.89592
cri,1988,10.59244
cri,1989,10.33253
cri,1990,12.78492
cri,1991,17.07031
cri,1992,16.15974
cri,1993,12.70232
cri,1994,13.95202
cri,1995,20.37587
cri,1996,20.89703
cri,1997,18.10753
cri,1998,15.66117
cri,1999,18.23076
cri,2000,17.26286
cri,2001,17.8882
cri,2002,17.75866
cri,2003,18.35229
cri,2004,18.18231
cri,2005,18.19403
cri,2006,17.46777
cri,2007,14.33925
cri,2008,9.75379
cri,2009,8.36331
cri,2010,8.07913
cri,2011,8.32137
cri,2012,7.75897
cri,2013,9.40982
cri,2014,9.34971
cri,2015,9.38313
cri,2016,10.15082
cri,2017,10.11795
cri,2018,11.91461
cri,2019,13.8779
cri,2020,14.52556
cri,2021,15.87893
cyp,1972,4.80189
cyp,1973,4.33312
cyp,1974,3.32108
cyp,1975,3.82486
cyp,1976,4.77899
cyp,1977,6.66194
cyp,1978,6.32796
cyp,1979,7.89641
cyp,1980,7.88302
cyp,1981,9.30387
cyp,1982,10.78085
cyp,1983,12.08307
cyp,1984,14.71248
cyp,1985,14.44092
cyp,1986,15.51145
cyp,1987,14.87174
cyp,1988,15.09983
cyp,1989,15.77674
cyp,1990,15.13198
cyp,1991,15.92209
cyp,1992,15.56733
cyp,1993,16.92069
cyp,1994,17.0327
cyp,1995,6.67016
cyp,1996,7.68317
cyp,1997,7.56098
cyp,1998,8.89634
cyp,1999,8.85463
cyp,2000,9.7461
cyp,2001,9.49245
cyp,2002,8.48104
cyp,2003,8.29724
cyp,2004,8.04737
cyp,2005,8.07775
cyp,2006,7.77643
cyp,2007,7.57733
cyp,2008,6.88706
cyp,2009,5.52537
cyp,2010,4.6148
cyp,2011,4.97212
cyp,2012,7.81112
cyp,2013,7.54383
cyp,2014,6.69087
cyp,2015,7.84485
cyp,2016,7.20731
cyp,2017,6.99408
cyp,2018,6.01626
cyp,2019,6.00474
cyp,2020,4.87568
cyp,2021,4.3741
cze,1993,4.80385
cze,1994,3.57971
cze,1995,2.00108
cze,1996,2.70625
cze,1997,2.74175
cze,1998,2.68148
cze,1999,2.31696
cze,2000,2.03689
cze,2001,2.40872
cze,2002,3.16394
cze,2003,2.69519
cze,2004,2.97911
cze,2005,3.04398
cze,2006,2.98462
cze,2007,3.07275
cze,2008,2.94812
cze,2009,3.36163
cze,2010,3.63801
cze,2011,3.72272
cze,2012,3.74733
cze,2013,3.71399
cze,2014,3.59897
cze,2015,3.09636
cze,2016,2.70342
cze,2017,2.26434
cze,2018,2.22865
cze,2019,2.08672
cze,2020,1.93507
cze,2021,1.98323
deu,1972,1.58195
deu,1973,1.61511
deu,1974,1.83382
deu,1975,1.91188
deu,1976,2.26984
deu,1977,2.60829
deu,1978,2.71043
deu,1979,2.95589
deu,1980,3.22014
deu,1981,3.84843
deu,1982,4.52664
deu,1983,5.29434
deu,1984,5.22937
deu,1985,5.34699
deu,1986,5.34688
deu,1987,5.25291
deu,1988,5.22255
deu,1989,5.05326
deu,1990,4.93327
deu,1991,5.16841
deu,1992,6.44035
deu,1993,6.3651
deu,1994,6.77589
deu,1995,6.12007
deu,1996,7.16099
deu,1997,7.17275
deu,1998,7.17364
deu,1999,6.74834
deu,2000,6.79473
deu,2001,6.43297
deu,2002,6.19747
deu,2003,5.77675
deu,2004,5.72255
deu,2005,5.53675
deu,2006,5.59107
deu,2007,5.80247
deu,2008,5.78479
deu,2009,5.20003
deu,2010,4.64949
deu,2011,5.34223
deu,2012,4.8706
deu,2013,3.59501
deu,2014,3.22963
deu,2015,2.80021
deu,2016,2.34279
deu,2017,1.97229
deu,2018,1.80557
deu,2019,1.51446
deu,2020,0.9562
deu,2021,0.86257
dnk,1972,1.42714
dnk,1973,1.61303
dnk,1974,1.49487
dnk,1975,1.62982
dnk,1976,2.11828
dnk,1977,3.42603
dnk,1978,3.79341
dnk,1979,6.58509
dnk,1980,6.97289
dnk,1981,9.29028
dnk,1982,10.9192
dnk,1983,13.25483
dnk,1984,17.32436
dnk,1985,19.23694
dnk,1986,18.50596
dnk,1987,17.77624
dnk,1988,16.32325
dnk,1989,15.42365
dnk,1990,15.57598
dnk,1991,15.188
dnk,1992,13.32905
dnk,1993,14.12539
dnk,1994,13.54469
dnk,1995,13.13249
dnk,1996,13.14531
dnk,1997,12.25913
dnk,1998,11.11832
dnk,1999,10.39896
dnk,2000,9.73954
dnk,2001,8.84482
dnk,2002,8.09751
dnk,2003,7.14063
dnk,2004,6.48207
dnk,2005,5.50003
dnk,2006,4.92313
dnk,2007,4.02586
dnk,2008,3.34804
dnk,2009,4.10587
dnk,2010,4.13311
dnk,2011,4.25747
dnk,2012,3.80273
dnk,2013,3.77738
dnk,2014,3.36603
dnk,2015,3.65134
dnk,2016,3.30485
dnk,2017,1.98268
dnk,2018,2.03058
dnk,2019,1.88371
dnk,2020,1.26647
dnk,2021,1.33858
dom,1972,1.10717
dom,1973,1.75789
dom,1974,1.97089
dom,1975,1.81009
dom,1976,2.31369
dom,1978,2.4148
dom,1979,7.06055
dom,1980,6.94459
dom,1981,7.77755
dom,1982,7.63728
dom,1983,9.27304
dom,1984,6.83487
dom,1985,3.1475
dom,1986,1.13807
dom,1987,1.20558
dom,1988,0.77622
dom,1989,9.53612
dom,1990,6.75932
dom,1991,10.68627
dom,1992,6.36799
dom,1993,11.72303
dom,1994,8.82439
dom,1995,9.14741
dom,1996,5.54381
dom,1997,3.8782
dom,1998,4.00332
dom,1999,4.72176
dom,2000,5.6886
dom,2001,5.90502
dom,2002,7.77703
dom,2003,11.6939
dom,2004,12.42789
dom,2005,8.52749
dom,2006,9.48012
dom,2007,8.49644
dom,2008,9.87356
dom,2009,12.21399
dom,2010,12.71176
dom,2011,14.48084
dom,2012,15.13779
dom,2013,14.63329
dom,2014,15.30536
dom,2015,16.44094
dom,2016,16.98202
dom,2017,17.91246
dom,2018,16.48676
dom,2019,17.31635
dom,2020,15.14745
dom,2021,17.49873
ecu,2013,2.36439
ecu,2014,2.5285
ecu,2015,3.44256
ecu,2016,5.67008
ecu,2017,5.72541
ecu,2018,6.54591
ecu,2019,7.50315
ecu,2020,8.1021
ecu,2021,3.66201
ecu,2022,4.74392
egy,1975,3.08092
egy,1976,3.40948
egy,1977,4.85075
egy,1978,8.09185
egy,1979,9.40362
egy,1981,6.64291
egy,1982,4.95582
egy,1983,8.93994
egy,1984,9.40549
egy,1985,9.52238
egy,1986,10.09405
egy,1987,12.14658
egy,1988,12.25953
egy,1989,14.73338
egy,1990,16.27635
egy,1991,19.13626
egy,1992,18.0797
egy,1993,27.49059
egy,1994,30.69309
egy,1995,26.02179
egy,1996,25.93377
egy,1997,23.98616
egy,2002,19.66507
egy,2003,20.79255
egy,2004,21.08599
egy,2005,20.20896
egy,2006,17.20105
egy,2007,17.56031
egy,2008,15.08533
egy,2009,13.95858
egy,2010,17.86158
egy,2011,19.07981
egy,2012,19.43979
egy,2013,22.58977
egy,2014,22.72217
egy,2015,24.23322
esp,1972,2.69737
esp,1973,3.03235
esp,1974,2.35844
esp,1975,2.04547
esp,1976,1.81401
esp,1977,1.91212
esp,1978,1.98077
esp,1979,2.03711
esp,1980,0.96536
esp,1981,0.94694
esp,1982,1.46336
esp,1983,4.01678
esp,1984,5.99429
esp,1985,9.28866
esp,1986,10.39022
esp,1987,9.26231
esp,1988,9.32297
esp,1989,8.96723
esp,1990,9.33606
esp,1991,10.17982
esp,1992,10.24089
esp,1993,11.47163
esp,1994,12.45989
esp,2012,6.14094
esp,2013,8.34043
esp,2014,8.57702
esp,2015,7.84468
esp,2016,7.3066
esp,2017,6.94704
esp,2018,6.6965
esp,2019,6.20051
esp,2020,4.85802
esp,2021,4.87292
est,1991,0.26035
est,1995,1.21309
est,1996,1.58046
est,1997,0.88702
est,1998,1.02468
est,1999,0.70356
est,2000,0.5392
est,2001,0.45243
est,2002,0.56537
est,2003,0.51704
est,2004,0.51121
est,2005,0.40234
est,2006,0.32362
est,2007,0.25033
est,2008,0.2474
est,2009,0.23099
est,2010,0.20953
est,2011,0.22976
est,2012,0.32881
est,2013,0.32909
est,2014,0.41657
est,2015,0.34722
est,2016,0.30406
est,2017,0.23102
est,2018,0.17319
est,2019,0.1446
est,2020,0.1524
est,2021,0.12393
eth,1990,5.61681
eth,1991,7.24093
eth,1992,9.17122
eth,1993,13.43582
eth,1994,19.19944
eth,1995,14.74747
eth,1996,15.54777
eth,1997,13.5141
eth,1998,10.45071
eth,1999,9.54462
eth,2001,10.7546
eth,2002,8.61483
eth,2003,8.71813
eth,2004,7.82193
eth,2005,6.99121
eth,2006,19.2333
eth,2007,18.20898
eth,2008,4.89778
eth,2009,3.3691
eth,2010,3.27005
eth,2011,3.6764
eth,2012,3.99975
eth,2013,3.54576
eth,2014,3.75663
eth,2015,3.96335
eth,2016,4.57052
eth,2017,4.20611
eth,2018,4.66124
eth,2019,5.13832
eth,2020,4.76663
fin,1972,2.2092
fin,1973,2.02205
fin,1974,1.31472
fin,1975,0.98171
fin,1976,0.91549
fin,1977,1.24211
fin,1978,1.57946
fin,1979,2.15238
fin,1980,2.35924
fin,1981,2.67759
fin,1982,3.1142
fin,1983,3.8202
fin,1984,4.40152
fin,1985,4.71459
fin,1986,4.3266
fin,1987,4.11536
fin,1988,4.10829
fin,1989,3.57973
fin,1990,3.10437
fin,1991,3.25108
fin,1992,4.23408
fin,1993,8.41353
fin,1994,10.14751
fin,1995,7.51815
fin,1996,8.76309
fin,1997,9.83728
fin,1998,8.88633
fin,1999,7.76504
