geo,time,ne_exp_gnfs_cn
alb,2000,100817610000
alb,2001,120202890000
alb,2002,127871730000
alb,2003,141290660000
alb,2004,163889170000
alb,2005,185061960000
alb,2006,220013070000
alb,2007,272741050000
alb,2008,273437160000
alb,2009,288738010000
alb,2010,346845670000
alb,2011,380322450000
alb,2012,385682020000
alb,2013,390385580000
alb,2014,393657420000
alb,2015,391098100000
alb,2016,426693480000
alb,2017,489535652400
alb,2018,516747524500
alb,2019,529638015900
alb,2020,373271466200
alb,2021,581151907100
alb,2022,799640897300
alb,2023,916326055100
are,2001,186516000000
are,2002,199647000000
are,2003,255380000000
are,2004,345099670000
are,2005,448305300000
are,2006,559812730000
are,2007,685620000000
are,2008,913748000000
are,2009,741694000000
are,2010,875260000000
are,2011,1160025000000
are,2012,1379075000000
are,2013,1440518000000
are,2014,1474019000000
are,2015,1326700000000
are,2016,1324400000000
are,2017,1410400000000
are,2018,1442790000000
are,2019,1483860000000
are,2020,1231160000000
arg,1960,0.01
arg,1961,0.01
arg,1962,0.01
arg,1963,0.02
arg,1964,0.02
arg,1965,0.03
arg,1966,0.04
arg,1967,0.06
arg,1968,0.06
arg,1969,0.07
arg,1970,0.06723
arg,1971,0.1
arg,1972,0.2
arg,1973,0.36
arg,1974,0.45
arg,1975,1.13
arg,1976,9.39
arg,1977,27.3
arg,1978,61
arg,1979,125.8
arg,1980,194.39999
arg,1981,517.29999
arg,1982,1986.5
arg,1983,10020
arg,1984,60030
arg,1985,622600
arg,1986,814900
arg,1987,1837000
arg,1988,10586000
arg,1989,423620000
arg,1990,7139999744
arg,1991,13884000300
arg,1992,14954000400
arg,1993,16340960000
arg,1994,19385100000
arg,1995,24978532000
arg,1996,28381400000
arg,1997,30928400000
arg,1998,31137200000
arg,1999,27862300000
arg,2000,31223690400
arg,2001,31112418400
arg,2002,88718321700
arg,2003,97476877900
arg,2004,115688425400
arg,2005,135416105600
arg,2006,164849090300
arg,2007,203280377200
arg,2008,253622278800
arg,2009,244107257800
arg,2010,314627305600
arg,2011,402012714200
arg,2012,428340743400
arg,2013,489428057300
arg,2014,659639314600
arg,2015,637469217800
arg,2016,1030749378300
arg,2017,1206768072400
arg,2018,2128661981900
arg,2019,3864324893900
arg,2020,4518302406100
arg,2021,8340739564500
arg,2022,13436777356700
arg,2023,24518530153900
arm,1990,17610000
arm,1991,32470000
arm,1992,123520000
arm,1993,1991890000
arm,1994,73569000000
arm,1995,124965000000
arm,1996,153665000000
arm,1997,163065000000
arm,1998,181552000000
arm,1999,204976000000
arm,2000,228559200000
arm,2001,283925500000
arm,2002,379204600000
arm,2003,495239800000
arm,2004,537864000000
arm,2005,612602500000
arm,2006,588239300000
arm,2007,572834400000
arm,2008,509033700000
arm,2009,460908500000
arm,2010,683335200000
arm,2011,850913800000
arm,2012,1175913800000
arm,2013,1291682200000
arm,2014,1379074100000
arm,2015,1499239700000
arm,2016,1709921700000
arm,2017,2126529300000
arm,2018,2370284300000
arm,2019,2705716000000
arm,2020,1840042500000
arm,2021,2510498500000
arm,2022,4251878000000
arm,2023,5528854900000
asm,2002,518000000
asm,2003,513000000
asm,2004,460000000
asm,2005,498000000
asm,2006,495000000
asm,2007,505000000
asm,2008,641000000
asm,2009,530000000
asm,2010,364000000
asm,2011,335000000
asm,2012,483000000
asm,2013,458000000
asm,2014,429000000
asm,2015,428000000
asm,2016,429000000
asm,2017,362000000
asm,2018,436000000
asm,2019,399000000
asm,2020,427000000
asm,2021,332000000
asm,2022,409000000
atg,2014,2773670000
atg,2015,2744190000
atg,2016,2816320000
atg,2017,2669470000
atg,2018,2802510000
atg,2019,3224050000
atg,2020,1596450000
atg,2021,2031420000
atg,2022,2757930000
aus,1960,2155000000
aus,1961,2176000000
aus,1962,2476000000
aus,1963,2497000000
aus,1964,3169000000
aus,1965,3061000000
aus,1966,3148000000
aus,1967,3496000000
aus,1968,3586000000
aus,1969,3909000000
aus,1970,4781000000
aus,1971,5103000000
aus,1972,5704000000
aus,1973,7040000000
aus,1974,7925000000
aus,1975,10160000000
aus,1976,11253000000
aus,1977,13469000000
aus,1978,14295000000
aus,1979,16968000000
aus,1980,22093000000
aus,1981,22682000000
aus,1982,23774000000
aus,1983,25709000000
aus,1984,28970000000
aus,1985,35848000000
aus,1986,39059000000
aus,1987,44264000000
aus,1988,51780000000
aus,1989,55675000000
aus,1990,61170000000
aus,1991,66571000000
aus,1992,70511000000
aus,1993,77916000000
aus,1994,83861000000
aus,1995,88611000000
aus,1996,99923000000
aus,1997,106476000000
aus,1998,115241000000
aus,1999,113758000000
aus,2000,128494000000
aus,2001,156706000000
aus,2002,156786000000
aus,2003,153050000000
aus,2004,148299000000
aus,2005,168656000000
aus,2006,198453000000
aus,2007,219803000000
aus,2008,237682000000
aus,2009,290270000000
aus,2010,258207000000
aus,2011,304099000000
aus,2012,322554000000
aus,2013,307091000000
aus,2014,337253000000
aus,2015,325891000000
aus,2016,319548000000
aus,2017,373490000000
aus,2018,403095000000
aus,2019,470190000000
aus,2020,475656000000
aus,2021,459074000000
aus,2022,593271000000
aus,2023,684411000000
aut,1970,7956564000
aut,1971,8766873000
aut,1972,9979951000
aut,1973,11305477000
aut,1974,13917002000
aut,1975,14244806000
aut,1976,16103405000
aut,1977,17306745000
aut,1978,19065654000
aut,1979,22181687000
aut,1980,24451772000
aut,1981,27131499000
aut,1982,28046778000
aut,1983,28694241000
aut,1984,32376834000
aut,1985,36433399000
aut,1986,35159289000
aut,1987,35830072000
aut,1988,39567855000
aut,1989,44812888000
aut,1990,49101328000
aut,1991,51008642000
aut,1992,51652390000
aut,1993,50634215000
aut,1994,54333324000
aut,1995,59222460000
aut,1996,62518930000
aut,1997,69880790000
aut,1998,75300930000
aut,1999,80229550000
aut,2000,92590450000
aut,2001,98392900000
aut,2002,102755010000
aut,2003,103342060000
aut,2004,113581880000
aut,2005,123530650000
aut,2006,136166420000
aut,2007,149261290000
aut,2008,156424870000
aut,2009,130217260000
aut,2010,151683010000
aut,2011,167310290000
aut,2012,171988760000
aut,2013,173101800000
aut,2014,177855290000
aut,2015,182769300000
aut,2016,187409430000
aut,2017,199644350000
aut,2018,213681560000
aut,2019,221452390000
aut,2020,196481110000
aut,2021,226740020000
aut,2022,277646910000
aut,2023,283854150000
aze,1990,128600
aze,1991,244000
aze,1992,4155100
aze,1993,18043200
aze,1994,92630000
aze,1995,693200000
aze,1996,681200000
aze,1997,917000000
aze,1998,781000000
aze,1999,1055900000
aze,2000,1895300000
aze,2001,2205900000
aze,2002,2592800000
aze,2003,3002000000
aze,2004,4161800000
aze,2005,7881800000
aze,2006,12467000000
aze,2007,19321700000
aze,2008,26400700000
aze,2009,18383100000
aze,2010,23060500000
aze,2011,29388300000
aze,2012,29000300000
aze,2013,28169300000
aze,2014,25537500000
aze,2015,20552800000
aze,2016,28054000000
aze,2017,34147500000
aze,2018,43323600000
aze,2019,40170600000
aze,2020,25854900000
aze,2021,43329000000
aze,2022,80366000000
aze,2023,60328500000
bdi,1960,1224999900
bdi,1961,1312500000
bdi,1962,1400000000
bdi,1963,875000000
bdi,1964,1837500000
bdi,1965,1388200000
bdi,1966,1560000000
bdi,1967,1685000000
bdi,1968,1650400000
bdi,1969,1607500000
bdi,1970,2270200000
bdi,1971,1866300000
bdi,1972,2534100000
bdi,1973,2683000000
bdi,1974,2651900000
bdi,1975,2743600000
bdi,1976,5308800000
bdi,1977,8670800000
bdi,1978,6429900000
bdi,1979,9974000000
bdi,1980,7292000000
bdi,1981,7974300000
bdi,1982,9312300000
bdi,1983,9105100000
bdi,1984,13594400000
bdi,1985,15303955000
bdi,1986,16084386600
bdi,1987,13623764100
bdi,1988,19133437800
bdi,1989,17224920300
bdi,1990,15264000000
bdi,1991,21014725000
bdi,1992,19738150900
bdi,1993,21381488600
bdi,1994,24007272400
bdi,1995,32298405900
bdi,1996,15313264600
bdi,1997,33716000000
bdi,1998,32015000000
bdi,1999,34500000000
bdi,2000,39641000000
bdi,2001,37707000000
bdi,2002,35998000000
bdi,2003,54209000000
bdi,2004,70057000000
bdi,2005,74911130000
bdi,2006,95622700000
bdi,2007,99771710000
bdi,2008,200669600000
bdi,2009,144639600000
bdi,2010,242601600000
bdi,2011,248119000000
bdi,2012,326356800000
bdi,2013,346754000000
bdi,2014,363928400000
bdi,2015,313110200000
bdi,2016,312656500000
bdi,2017,330561700000
bdi,2018,307848900000
bdi,2019,287544029500
bdi,2020,268890878900
bdi,2021,330658810900
bdi,2022,396182445800
bdi,2023,479811000000
bel,1970,14881575000
bel,1971,15872762000
bel,1972,17919380000
bel,1973,22157165000
bel,1974,28618237000
bel,1975,27493974000
bel,1976,33044164000
bel,1977,34966883000
bel,1978,36171451000
bel,1979,42203468000
bel,1980,46077111000
bel,1981,52113726000
bel,1982,60606313000
bel,1983,66740804999.99999
bel,1984,76901821000
bel,1985,79303417000
bel,1986,76134217000
bel,1987,77245295000
bel,1988,87885724000
bel,1989,101968139000
bel,1990,104802929000
bel,1991,107327776000
bel,1992,110043845000
bel,1993,108131631000
bel,1994,118665122000
bel,1995,126534200000
bel,1996,131127400000
bel,1997,145187700000
bel,1998,149284800000
bel,1999,156441200000
bel,2000,185994400000
bel,2001,189295400000
bel,2002,193550700000
bel,2003,194130800000
bel,2004,210463800000
bel,2005,230304700000
bel,2006,249732600000
bel,2007,269059800000
bel,2008,284492000000
bel,2009,238491100000
bel,2010,275442000000
bel,2011,303396100000
bel,2012,310501800000
bel,2013,311649500000
bel,2014,321600700000
bel,2015,324215700000
bel,2016,341615100000
bel,2017,370203400000
bel,2018,382208500000
bel,2019,394415700000
bel,2020,362293400000
bel,2021,446592900000
bel,2022,530394900000
bel,2023,506824200000
ben,1960,3396448000
ben,1961,2649257500
ben,1962,2037869300
ben,1963,2377514200
ben,1964,3396448000
ben,1965,5163261400
ben,1966,5095349200
ben,1967,5774731800
ben,1968,7541091800
ben,1969,10122790900
ben,1970,13995196400
ben,1971,16409982000
ben,1972,14875624400
ben,1973,17607188500
ben,1974,19114016800
ben,1975,21074964500
ben,1976,21680441300
ben,1977,29813186600
ben,1978,34636415000
ben,1979,44200308700
ben,1980,46959382500
ben,1981,55890243600
ben,1982,74034135000
ben,1983,57452142600
ben,1984,89928073200
ben,1985,111120007200
ben,1986,77159489500
ben,1987,71690510300
ben,1988,66615107600
ben,1989,64676085800
ben,1990,102357100000
ben,1991,117695375200
ben,1992,138137300000
ben,1993,144686291800
ben,1994,251334098200
ben,1995,296396333900
ben,1996,320061882700
ben,1997,359795226500
ben,1998,392410421500
ben,1999,520783454100
ben,2000,515117315800
ben,2001,533497766300
ben,2002,573979473100
ben,2003,578350016000
ben,2004,604349767000
ben,2005,640060911900
ben,2006,663592654100
ben,2007,861871589100
ben,2008,966515504000
ben,2009,912703272600
ben,2010,1088547072300
ben,2011,1050658349000
ben,2012,1359315932500
ben,2013,1704566467500
ben,2014,2061653534000
ben,2015,1664382000000
ben,2016,1933919000000
ben,2017,2006494829900
ben,2018,2160665655900
ben,2019,2498519390500
ben,2020,1790273176900
ben,2021,2052070865000
ben,2022,2350349378700
ben,2023,2529416728900
bfa,1960,3939308300
bfa,1961,4663503900
bfa,1962,5144700400
bfa,1963,5386799100
bfa,1964,2813948700
bfa,1965,4821968900
bfa,1966,5385011700
bfa,1967,5465017900
bfa,1968,7072740900
bfa,1969,7233053200
bfa,1970,6912028200
bfa,1971,7321159700
bfa,1972,9332213800
bfa,1973,9492926500
bfa,1974,15044049900
bfa,1975,14802931700
bfa,1976,19146663900
bfa,1977,22123092000
bfa,1978,24867901400
bfa,1979,30670645200
bfa,1980,36473290800
bfa,1981,44763525100
bfa,1982,47250210800
bfa,1983,48078475300
bfa,1984,69920145400
bfa,1985,69200003100
bfa,1986,63400001500
bfa,1987,80899997700
bfa,1988,85700001800
bfa,1989,73000001500
bfa,1990,92600000500
bfa,1991,92400001000
bfa,1992,78600003600
bfa,1993,81099997200
bfa,1994,149440004100
bfa,1995,167952007200
bfa,1996,139773001700
bfa,1997,154471006200
bfa,1998,211942998000
bfa,1999,174280258400
bfa,2000,186460806300
bfa,2001,211325884700
bfa,2002,222775304100
bfa,2003,253484349200
bfa,2004,312832871300
bfa,2005,318946337000
bfa,2006,374783887000
bfa,2007,377714347600
bfa,2008,427828705500
bfa,2009,612864679200
bfa,2010,1026240065500
bfa,2011,1491263447400
bfa,2012,1705763385200
bfa,2013,1797948375800
bfa,2014,1854124774200
bfa,2015,1826311000000
bfa,2016,1970941000000
bfa,2017,2166794000000
bfa,2018,2478267000000
bfa,2019,2748410000100
bfa,2020,3241961000100
bfa,2021,3582372278400
bfa,2022,3701917576100
bfa,2023,3557400170900
bgd,1960,2051269000
bgd,1961,2493353000
bgd,1962,2621217000
bgd,1963,2549123300
bgd,1964,2592651800
bgd,1965,2739559500
bgd,1966,3178922800
bgd,1967,3240134700
bgd,1968,2992567500
bgd,1969,3312228200
bgd,1970,3588360700
bgd,1971,2642981300
bgd,1972,2141046000
bgd,1973,4114780300
bgd,1974,3689019600
bgd,1975,4997587600
bgd,1976,7130472100
bgd,1977,10512073600
bgd,1978,11160916900
bgd,1979,14473144800
bgd,1980,15426685200
bgd,1981,16977000000
bgd,1982,18842000000
bgd,1983,23446000000
bgd,1984,16065000000
bgd,1985,31189000000
bgd,1986,33856000000
bgd,1987,37587000000
bgd,1988,45015000000
bgd,1989,51185000000
bgd,1990,61422000000
bgd,1991,73634000000
bgd,1992,90693000000
bgd,1993,113049000000
bgd,1994,121892000000
bgd,1995,165705000000
bgd,1996,184359000000
bgd,1997,216723000000
bgd,1998,266809000000
bgd,1999,289861000000
bgd,2000,331446000000
bgd,2001,390000000000
bgd,2002,390021000000
bgd,2003,398170000000
bgd,2004,427239000000
bgd,2005,614681000000
bgd,2006,788788000000
bgd,2007,934403000000
bgd,2008,1110181000000
bgd,2009,1194401000000
bgd,2010,1277985000000
bgd,2011,1824521000000
bgd,2012,2127459000000
bgd,2013,2342441000000
bgd,2014,2551592000000
bgd,2015,2627897000000
bgd,2016,2889793000000
bgd,2017,2979703000000
bgd,2018,3345191000000
bgd,2019,3864824000000
bgd,2020,3310854000000
bgd,2021,3764158000000
bgd,2022,5116455000000
bgd,2023,5908674000000
bgr,1980,9209400
bgr,1981,9913900
bgr,1982,9946500
bgr,1983,11075600
bgr,1984,12709900
bgr,1985,13949200
bgr,1986,13781100
bgr,1987,14899400
bgr,1988,17472200
bgr,1989,18372900
bgr,1990,15033000
bgr,1991,59000000
bgr,1992,94600000
bgr,1993,114200000
bgr,1994,236770000
bgr,1995,412548000
bgr,1996,1060698000
bgr,1997,9435517000
bgr,1998,11097696000
bgr,1999,10705802000
bgr,2000,10186510000
bgr,2001,10808565000
bgr,2002,11463203000
bgr,2003,12609650000
bgr,2004,16874667000
bgr,2005,19996228000
bgr,2006,25184106000
bgr,2007,33242561000
bgr,2008,38228426000
bgr,2009,30896373000
bgr,2010,37517223000
bgr,2011,47692707000
bgr,2012,49871868000
bgr,2013,53106905000
bgr,2014,54354713000
bgr,2015,57152955000
bgr,2016,60911129000
bgr,2017,68811245000
bgr,2018,72225001000
bgr,2019,76953276000
bgr,2020,67633360000
bgr,2021,85334869000
bgr,2022,116113749000
bgr,2023,111868099000
bhr,1980,1437300000
bhr,1981,1709799900
bhr,1982,1631000100
bhr,1983,1357799900
bhr,1984,1416900000
bhr,1985,1397400100
bhr,1986,1132900000
bhr,1987,1305600000
bhr,1988,1327200000
bhr,1989,1432999900
bhr,1990,1837799900
bhr,1991,1475399900
bhr,1992,1507399900
bhr,1993,1640000000
bhr,1994,1699700000
bhr,1995,1803300000
bhr,1996,2016999900
bhr,1997,1887800100
bhr,1998,1502100000
bhr,1999,1963400000
bhr,2000,2698200000
bhr,2001,2484400000
bhr,2002,2615500000
bhr,2003,3000800000
bhr,2004,3886600000
bhr,2005,5037200000
bhr,2006,5889000000
bhr,2007,6510200000
bhr,2008,7983000000
bhr,2009,5905000000
bhr,2010,6723000000
bhr,2011,10757100000
bhr,2012,11809800000
bhr,2013,12822700000
bhr,2014,12058000000
bhr,2015,9702800000
bhr,2016,8993400000
bhr,2017,10107600000
bhr,2018,11264600000
bhr,2019,11116200000
bhr,2020,9493700000
bhr,2021,13248200000
bhs,1977,589300000
bhs,1978,688100000
bhs,1979,785000000
bhs,1980,939800000
bhs,1981,961200000
bhs,1982,1038300000
bhs,1983,1153500000
bhs,1984,1297900000
bhs,1985,1503600000
bhs,1986,1577900000
bhs,1987,1664300000
bhs,1989,1648320000
bhs,1990,1714730000
bhs,1991,1585170000
bhs,1992,1562180000
bhs,1993,1606810000
bhs,1994,1662790000
bhs,1995,1699040000
bhs,1996,1733680000
bhs,1997,2335400000
bhs,1998,2368200000
bhs,1999,2801300000
bhs,2000,3072900000
bhs,2001,2834100000
bhs,2002,3212800000
bhs,2003,3176400000
bhs,2004,3460500000
bhs,2005,3812500000
bhs,2006,3895000000
bhs,2007,4257100000
bhs,2008,4157100000
bhs,2009,3412900000
bhs,2010,3528800000
bhs,2011,3769900000
bhs,2012,4087400000
bhs,2013,4175300000
bhs,2014,4162300000
bhs,2015,4241300000
bhs,2016,3901400000
bhs,2017,3950200000
bhs,2018,4521500000
bhs,2019,4629100000
bhs,2020,2413900000
bhs,2021,3353500000
bhs,2022,5179300000
bhs,2023,5699000000
bih,1994,314280000
bih,1995,546011100
bih,1996,990158400
bih,1997,1772250200
bih,1998,1977886200
bih,1999,2378210400
bih,2000,2586580300
bih,2001,2797910500
bih,2002,2674273000
bih,2003,3032199700
bih,2004,3605381300
bih,2005,4291931000
bih,2006,5266692700
bih,2007,6110820400
bih,2008,6851447200
bih,2009,6201955900
bih,2010,7532260200
bih,2011,8403439700
bih,2012,8483188600
bih,2013,9035967500
bih,2014,9298984700
bih,2015,10158360600
bih,2016,10867808600
bih,2017,12824262400
bih,2018,14250304000
bih,2019,14328291000
bih,2020,11870377000
bih,2021,16665471000
bih,2022,21954036000
bih,2023,21600165000
blr,1990,199
blr,1991,300
blr,1992,5500
blr,1993,66600
blr,1994,1268100
blr,1995,6029500
blr,1996,8891700
blr,1997,21958400
blr,1998,41463400
blr,1999,179153100
blr,2000,632157800
blr,2001,1146270000
blr,2002,1663115100
blr,2003,2382430000
blr,2004,3393760000
blr,2005,3890870000
blr,2006,4760880000
blr,2007,5921550000
blr,2008,7909160000
blr,2009,6944920000
blr,2010,8757320000
blr,2011,24108090000
blr,2012,43139550000
blr,2013,39123660000
blr,2014,44271000000
blr,2015,52157000000
blr,2016,59352000000
blr,2017,70629000000
blr,2018,86180000000
blr,2019,87703000000
blr,2020,91348000000
blr,2021,125287000000
blr,2022,122156000000
blr,2023,144396100000
blz,1980,177947354.16811
blz,1981,169945085.57548
blz,1982,141895896.69409
blz,1983,153033074.63229
blz,1984,217298716.21641
blz,1985,167305161.91605
blz,1986,208718964.32328
blz,1987,275872022.4099
blz,1988,322153184.06419
blz,1989,345829999.38466
blz,1990,446495346.93783
blz,1991,429226605.44941
blz,1992,570623977.51134
blz,1993,578934145.63827
blz,1994,640848148.16794
blz,1995,658493857.46281
blz,1996,710053537.27817
blz,1997,764580769.97808
blz,1998,802085327.36901
blz,1999,881233004.86228
blz,2000,975849227.85001
blz,2001,981855632.51831
blz,2002,1085229501.25431
blz,2003,1166176277.06035
blz,2004,1184153949.52748
blz,2005,1348372195.10173
blz,2006,1647796405.55835
blz,2007,1725982704.59075
blz,2008,1871956814.11522
blz,2009,1534211986.00041
blz,2010,1770858431.3651
blz,2011,2077815739.31416
blz,2012,2274676283.46
blz,2013,2280385310.30386
blz,2014,2373118141.13914
blz,2015,2261816617.73898
blz,2016,2118991836.14297
blz,2017,2257399130.96385
blz,2018,2365242672.58839
blz,2019,2477336378.19317
blz,2020,1541086214.14647
blz,2021,2311133668.76035
blz,2022,2964954187.32424
blz,2023,3519000000
bmu,2010,3370007000
bmu,2011,3316640000
bmu,2012,3221785000
bmu,2013,3337183000
bmu,2014,3281476000
bmu,2015,3325330000
bmu,2016,3403730000
bmu,2017,3466748000
bmu,2018,3719872000
bmu,2019,3841155000
bmu,2020,3246335000
bmu,2021,3547380000
bmu,2022,3950269000
bol,1960,726
bol,1961,799
bol,1962,807
bol,1963,974
bol,1964,1312
bol,1965,1541
bol,1966,1690
bol,1967,2020
bol,1968,2016
bol,1969,2255
bol,1970,2972
bol,1971,2784
bol,1972,3530
bol,1973,7004
bol,1974,14832
bol,1975,12481
bol,1976,15130
bol,1977,17291
bol,1978,16992
bol,1979,21808
bol,1980,27289.12283
bol,1981,33610.60899
bol,1982,104173.79132
bol,1983,355672.87889
bol,1984,4576492.05216
bol,1985,450751462.06308
bol,1986,1622708039.25137
bol,1987,1753864814.95559
bol,1988,2027916499.06933
bol,1989,2855902298.55871
bol,1990,3517480312.1216
bol,1991,4109456200
bol,1992,4412875200
bol,1993,4666958500
bol,1994,5986946900
bol,1995,7269467200
bol,1996,8476477000
bol,1997,8791271200
bol,1998,9223382400
bol,1999,8129195400
bol,2000,9489799500
bol,2001,10743084300
bol,2002,12262912900
bol,2003,15847993500
bol,2004,21680451000
bol,2005,27380536700
bol,2006,38324626900
bol,2007,43053364300
bol,2008,54199412800
bol,2009,43483988500
bol,2010,56787439100
bol,2011,73294325100
bol,2012,88273365900
bol,2013,93412577400
bol,2014,98709824800
bol,2015,70389398300
bol,2016,57432498600
bol,2017,64547736200
bol,2018,72349595100
bol,2019,70554157800
bol,2020,51312402200
bol,2021,77690099800
bol,2022,99170836500
bol,2023,86429544898.39951
bra,1960,0.00007
bra,1961,0.00011
bra,1962,0.00011
bra,1963,0.00043
bra,1964,0.00062
bra,1965,0.00116
bra,1966,0.00149
bra,1967,0.00171
bra,1968,0.00251
bra,1969,0.00367
bra,1970,0.00497
bra,1971,0.00606
bra,1972,0.00917
bra,1973,0.0146
bra,1974,0.02079
bra,1975,0.02755
bra,1976,0.04167
bra,1977,0.06568
bra,1978,0.08804
bra,1979,0.15696
bra,1980,0.40764
bra,1981,0.84036
bra,1982,1.39855
bra,1983,4.87018
bra,1984,19.0204
bra,1985,61.5749
bra,1986,117.399
bra,1987,396.85501
bra,1988,3427.36011
bra,1989,38004
bra,1990,946682.18182
bra,1991,5231400
bra,1992,69661400
bra,1993,1480658200
bra,1994,33220108000
bra,1995,53153221800
bra,1996,57527383100
bra,1997,66490573099.99999
bra,1998,70470291800
bra,1999,104038398500
bra,2000,122164075800
bra,2001,162781459600
bra,2002,211863214300
bra,2003,260798333900
bra,2004,323924846700
bra,2005,330880195800
bra,2006,346341952900
bra,2007,362547806300
bra,2008,420880766000
bra,2009,361680470500
bra,2010,422220000000
bra,2011,506895000000
bra,2012,571875000100
bra,2013,626051000100
bra,2014,636374999900
bra,2015,773468000000
bra,2016,781577000000
bra,2017,824434000100
bra,2018,1025056000000
bra,2019,1043561000000
bra,2020,1252049000200
bra,2021,1722169000100
bra,2022,1978717642000
bra,2023,1966072268000
brb,1975,409327000
brb,1976,406151000
brb,1977,492748000
brb,1978,645832000
brb,1979,882100000
brb,1980,1213700000
brb,1981,1137900000
brb,1982,1270200000
brb,1983,1489800000
brb,1984,1656400000
brb,1985,1632700000
brb,1986,1439900000
brb,1987,1326700000
brb,1988,1505800000
brb,1989,1714700000
brb,1990,1745500000
brb,1991,1648400000
brb,1992,1617800000
brb,1993,1754800000
brb,1994,1958200000
brb,1995,2089600000
brb,1996,2281500000
brb,1997,2336500000
brb,1998,2402000000
brb,1999,2474900000
brb,2000,2645600000
brb,2001,2503000000
brb,2002,2422200000
brb,2003,2757500000
brb,2004,2871800000
brb,2005,3423400000
brb,2006,3877400000
brb,2007,4087800000
brb,2008,4180700000
brb,2009,3809900000
brb,2010,3526600000
brb,2011,3533500000
brb,2012,3622400000
brb,2013,3828400000
brb,2014,3758500000
brb,2015,3784590100
brb,2016,3531384500
brb,2017,3562144300
brb,2018,4210973200
brb,2019,4484516600
brb,2020,2791450900
brb,2021,2989696100
brb,2022,4004599700
brn,1974,2356000000
brn,1975,2495000000
brn,1976,3293000000
brn,1977,4000000000
brn,1978,4195000000
brn,1979,5796000000
brn,1980,9853000000
brn,1981,8592000000
brn,1982,8153000000
brn,1983,7171000000
brn,1989,3599000000
brn,1990,3944000000
brn,1991,4264000000
brn,1992,3944000000
brn,1993,3633000000
brn,1994,3189000000
brn,1995,4007000000
brn,1996,4323000000
brn,1997,4413000000
brn,1998,3422000000
brn,1999,4352000000
brn,2000,6968471300
brn,2001,6977194000
brn,2002,7023000800
brn,2003,7915732800
brn,2004,9154275700
brn,2005,11131569400
brn,2006,13072400000
brn,2007,12524600000
brn,2008,15971400000
brn,2009,11362400000
brn,2010,12598456000
brn,2011,16197000000
brn,2012,16700000000
brn,2013,15404000000
brn,2014,14769610000
brn,2015,9282000000
brn,2016,7807371200
brn,2017,8302377800
brn,2018,9504125900
brn,2019,10647577300
brn,2020,9500717400
brn,2021,15089415000
brn,2022,19872234300
brn,2023,15550735400
btn,1980,145490000
btn,1981,195740000
btn,1982,192990000
btn,1983,201680000
btn,1984,248640000
btn,1985,319400000
btn,1986,447710000
btn,1987,772640000
btn,1988,1109230000
btn,1989,1256170000
btn,1990,1408400000
btn,1991,1828530000
btn,1992,2079310000
btn,1993,2264230000
btn,1994,2508480000
btn,1995,3711940000
btn,1996,3978500000
btn,1997,4771080000
btn,1998,5148100000
btn,1999,5614200000
btn,2000,5798000000
btn,2001,5909000000
btn,2002,6232000000
btn,2003,7397000000
btn,2004,9881000000
btn,2005,13813000000
btn,2006,22134000000
btn,2007,27186000000
btn,2008,26710000000
btn,2009,27367000000
btn,2010,30777000000
btn,2011,35004000000
btn,2012,37739000000
btn,2013,42636000000
