geo,time,ne_exp_gnfs_cn
alb,2007,272741000000
alb,2008,273437000000
alb,2009,288738000000
alb,2010,346846000000
alb,2011,380322000000
alb,2012,385682000000
alb,2013,390386000000
alb,2014,393656999999.99994
alb,2015,391098000000
alb,2016,426693000000
alb,2017,489536000000
alb,2018,516748000000
alb,2019,529638015862.47595
are,2001,186516000000
are,2002,199647000000
are,2003,255379999999.99997
are,2004,345099670000
are,2005,448305300000
are,2006,559812730000
are,2007,685620000000
are,2008,913748000000
are,2009,741694000000
are,2010,875260000000
are,2011,1160025000000
are,2012,1379075000000
are,2013,1440518000000
are,2014,1474019000000
are,2015,1326700000000.00024
are,2016,1324400000000.00024
are,2017,1410400000000
are,2018,1442790000000.00024
are,2019,1429969999999.99976
arg,1960,0.01
arg,1961,0.01
arg,1962,0.01
arg,1963,0.02
arg,1964,0.02
arg,1965,0.03
arg,1966,0.04
arg,1967,0.06
arg,1968,0.06
arg,1969,0.07
arg,1970,0.06723
arg,1971,0.1
arg,1972,0.2
arg,1973,0.36
arg,1974,0.45
arg,1975,1.13
arg,1976,9.39
arg,1977,27.3
arg,1978,61
arg,1979,125.8
arg,1980,194.39999
arg,1981,517.29999
arg,1982,1986.5
arg,1983,10020
arg,1984,60030
arg,1985,622600
arg,1986,814900
arg,1987,1837000
arg,1988,10586000
arg,1989,423620000
arg,1990,7139999744
arg,1991,13884000300
arg,1992,14954000400
arg,1993,16340960000
arg,1994,19385100000
arg,1995,24978532000
arg,1996,28381400000
arg,1997,30928400000
arg,1998,31137200000
arg,1999,27862300000
arg,2000,31223690400
arg,2001,31112418400
arg,2002,88718321700
arg,2003,97476877900.00002
arg,2004,115688425400
arg,2005,135416105599.99998
arg,2006,164849090300.00003
arg,2007,203280377200
arg,2008,253622278800
arg,2009,244107257799.99997
arg,2010,314627305600
arg,2011,402012714200
arg,2012,428340743400
arg,2013,489428057299.99994
arg,2014,659639314599.99988
arg,2015,637469217800
arg,2016,1030749378300.00012
arg,2017,1206768072405.71997
arg,2018,2126121437126.57007
arg,2019,3740336872512.40967
arm,1990,17610000
arm,1991,32470000
arm,1992,123520000
arm,1993,1991890000
arm,1994,73568999999.99998
arm,1995,124965000000
arm,1996,153665000000
arm,1997,163065000000
arm,1998,181552000000
arm,1999,204976000000
arm,2000,228559200000
arm,2001,283925500000
arm,2002,379204600000
arm,2003,495239800000
arm,2004,537863999999.99994
arm,2005,612602500000
arm,2006,588239300000
arm,2007,572834400000
arm,2008,509033699999.99994
arm,2009,460908500000
arm,2010,683335200000
arm,2011,850913800000
arm,2012,1175913800000
arm,2013,1291682199999.99976
arm,2014,1379074100000
arm,2015,1499239700000
arm,2016,1709921700000
arm,2017,2126529300000
arm,2018,2370284300000.00049
arm,2019,2705715999999.99951
asm,2002,518000000
asm,2003,513000000
asm,2004,460000000
asm,2005,498000000
asm,2006,495000000
asm,2007,505000000
asm,2008,641000000
asm,2009,530000000
asm,2010,364000000
asm,2011,335000000
asm,2012,482000000
asm,2013,457000000
asm,2014,426000000
asm,2015,427000000
asm,2016,427000000
asm,2017,362000000
asm,2018,438000000
atg,1993,2069400000
atg,1994,2056700000
atg,1995,1892500000
atg,1996,1896800000
atg,1997,2088900000
atg,1998,2195400000
atg,1999,2228100000
atg,2000,2200000000
atg,2001,2098500000
atg,2002,2016200000
atg,2003,2180000000
atg,2004,2516200000
atg,2005,2569400000
atg,2006,2583100000
atg,2007,2739200000
atg,2008,2946900000
atg,2009,2646500000
atg,2010,2468400000
atg,2011,2534000000
atg,2012,2560000000
atg,2013,2570800000
atg,2014,2773700000
atg,2015,2744200000
atg,2016,2816400000
atg,2017,2673800000
atg,2018,3109600000
aus,1960,2155000000
aus,1961,2176000000
aus,1962,2476000000
aus,1963,2497000000
aus,1964,3169000000
aus,1965,3061000000
aus,1966,3148000000
aus,1967,3496000000
aus,1968,3586000000
aus,1969,3909000000
aus,1970,4781000000
aus,1971,5103000000
aus,1972,5704000000
aus,1973,7040000000
aus,1974,7925000000
aus,1975,10160000000
aus,1976,11253000000
aus,1977,13469000000
aus,1978,14295000000
aus,1979,16968000000
aus,1980,22093000000
aus,1981,22682000000
aus,1982,23774000000
aus,1983,25709000000
aus,1984,28970000000
aus,1985,35848000000
aus,1986,39059000000
aus,1987,44264000000
aus,1988,51780000000
aus,1989,55675000000
aus,1990,61170000000
aus,1991,66571000000.00001
aus,1992,70511000000.00002
aus,1993,77916000000
aus,1994,83860999999.99998
aus,1995,88611000000.00002
aus,1996,99923000000
aus,1997,106476000000
aus,1998,115241000000
aus,1999,113758000000
aus,2000,128494000000.00002
aus,2001,156705999999.99997
aus,2002,156693000000
aus,2003,152944000000
aus,2004,148127000000
aus,2005,168472000000
aus,2006,198229000000
aus,2007,219531000000
aus,2008,237366000000
aus,2009,289894000000
aus,2010,257770000000
aus,2011,303672999999.99994
aus,2012,322096000000
aus,2013,306588000000.00006
aus,2014,336322000000
aus,2015,324674000000
aus,2016,319704999999.99994
aus,2017,373724000000
aus,2018,403391000000
aus,2019,470810000000
aut,1970,7956564000
aut,1971,8766873000
aut,1972,9979951000
aut,1973,11305477000
aut,1974,13917002000
aut,1975,14244806000
aut,1976,16103405000
aut,1977,17306745000
aut,1978,19065654000
aut,1979,22181687000
aut,1980,24451772000
aut,1981,27131499000
aut,1982,28046778000
aut,1983,28694241000
aut,1984,32376834000
aut,1985,36433399000
aut,1986,35159289000
aut,1987,35830072000
aut,1988,39567855000.00001
aut,1989,44812888000
aut,1990,49101328000
aut,1991,51008642000
aut,1992,51652390000
aut,1993,50634215000
aut,1994,54333324000
aut,1995,59222460000
aut,1996,62518930000
aut,1997,69880790000
aut,1998,75300929999.99998
aut,1999,80229550000.00002
aut,2000,92590450000
aut,2001,98392900000
aut,2002,102755010000
aut,2003,103342060000
aut,2004,113581880000
aut,2005,123530650000
aut,2006,136166420000
aut,2007,149261289999.99997
aut,2008,156424870000
aut,2009,130217260000
aut,2010,151683010000
aut,2011,167310290000
aut,2012,171988760000
aut,2013,173101800000
aut,2014,177855290000
aut,2015,182769299999.99997
aut,2016,187409430000
aut,2017,199642620000
aut,2018,214611700000
aut,2019,220954860000.00003
aze,1990,128600
aze,1991,244000
aze,1992,4155100
aze,1993,18043200
aze,1994,92630000
aze,1995,693200000
aze,1996,681200000
aze,1997,917000000
aze,1998,781000000
aze,1999,1055900000
aze,2000,1895300000
aze,2001,2205900000
aze,2002,2592800000
aze,2003,3002000000
aze,2004,4161800000
aze,2005,7881800000
aze,2006,12467000000
aze,2007,19321700000
aze,2008,26400700000
aze,2009,18383100000
aze,2010,23060500000
aze,2011,29388300000
aze,2012,29000300000
aze,2013,28169300000
aze,2014,25537500000
aze,2015,20552800000
aze,2016,28054000000
aze,2017,34147500000
aze,2018,43323600000
aze,2019,40170400000
bdi,1960,1224999900
bdi,1961,1312500000
bdi,1962,1400000000
bdi,1963,875000000
bdi,1964,1837500000
bdi,1965,1388200000
bdi,1966,1560000000
bdi,1967,1685000000
bdi,1968,1650400000
bdi,1969,1607500000
bdi,1970,2270200000
bdi,1971,1866300000
bdi,1972,2534100000
bdi,1973,2683000000
bdi,1974,2651900000
bdi,1975,2743600000
bdi,1976,5308800000
bdi,1977,8670800000
bdi,1978,6429900000
bdi,1979,9974000000
bdi,1980,7292000000
bdi,1981,7974300000
bdi,1982,9312300000
bdi,1983,9105100000
bdi,1984,13594400000
bdi,1985,15303955000
bdi,1986,16084386600
bdi,1987,13623764100
bdi,1988,19133437800
bdi,1989,17224920300
bdi,1990,15264000000
bdi,1991,21014725000
bdi,1992,19738150900
bdi,1993,21381488600
bdi,1994,24007272400
bdi,1995,32298405900
bdi,1996,15313264600
bdi,1997,33716000000
bdi,1998,32015000000
bdi,1999,34500000000
bdi,2000,39641000000
bdi,2001,37707000000
bdi,2002,35998000000
bdi,2003,54209000000
bdi,2004,70056999999.99998
bdi,2005,74911128000.00002
bdi,2006,95622700000
bdi,2007,99771710000
bdi,2008,200669600000
bdi,2009,144639600000.00003
bdi,2010,242601600000
bdi,2011,248119000000
bdi,2012,326483600000
bdi,2013,346937500000.00006
bdi,2014,318203000000.00006
bdi,2015,279757000000
bdi,2016,325784000000
bdi,2017,408347000000
bdi,2018,509017799999.99994
bdi,2019,507656479500.00006
bel,1970,14881575000
bel,1971,15872762000
bel,1972,17919380000
bel,1973,22157165000
bel,1974,28618237000
bel,1975,27493974000
bel,1976,33044164000
bel,1977,34966883000
bel,1978,36171451000
bel,1979,42203468000.00001
bel,1980,46077111000.00001
bel,1981,52113726000
bel,1982,60606313000
bel,1983,66740804999.99999
bel,1984,76901821000
bel,1985,79303416999.99998
bel,1986,76134217000
bel,1987,77245295000
bel,1988,87885724000
bel,1989,101968139000
bel,1990,104802929000
bel,1991,107327776000
bel,1992,110043845000
bel,1993,108131631000
bel,1994,118665122000
bel,1995,126534200000
bel,1996,131127400000
bel,1997,145187700000
bel,1998,149284800000
bel,1999,156441200000.00003
bel,2000,185994400000
bel,2001,189295400000
bel,2002,193550700000.00003
bel,2003,194130800000
bel,2004,210463800000
bel,2005,230304700000
bel,2006,249732600000
bel,2007,269059800000
bel,2008,284492000000.00006
bel,2009,238491100000
bel,2010,275442000000
bel,2011,303396100000
bel,2012,310501799999.99994
bel,2013,311649500000
bel,2014,321600700000
bel,2015,324215699999.99994
bel,2016,341615100000
bel,2017,370203400000
bel,2018,382086800000
bel,2019,389709000000
ben,1960,3396448000
ben,1961,2649257500
ben,1962,2037869300
ben,1963,2377514200
ben,1964,3396448000
ben,1965,5163261400
ben,1966,5095349200
ben,1967,5774731800
ben,1968,7541091800
ben,1969,10122790900
ben,1970,13995196400
ben,1971,16409982000
ben,1972,14875624400
ben,1973,17607188500
ben,1974,19114016800
ben,1975,21074964500
ben,1976,21680441300
ben,1977,29813186600
ben,1978,34636415000
ben,1979,44200308700
ben,1980,46959382500
ben,1981,55890243600
ben,1982,74034135000
ben,1983,57452142599.99999
ben,1984,89928073200.00002
ben,1985,111120007200
ben,1986,77159489500
ben,1987,71690510300
ben,1988,66615107600
ben,1989,64676085800
ben,1990,102357100000
ben,1991,117695375200
ben,1992,138137300000
ben,1993,144686291800.00003
ben,1994,251334098199.99997
ben,1995,296396333899.99994
ben,1996,320061882700
ben,1997,359795226500.00006
ben,1998,392410421500
ben,1999,520783454099.99994
ben,2000,515117315800
ben,2001,533497766300.00012
ben,2002,573979473100
ben,2003,578350016000.00012
ben,2004,604349767000
ben,2005,640060911900.00012
ben,2006,663592654099.99988
ben,2007,861871589100
ben,2008,966515504000
ben,2009,912703272599.99988
ben,2010,1088547072300
ben,2011,1050658348999.99976
ben,2012,1359315932500
ben,2013,1704566467500
ben,2014,2061653534000.00024
ben,2015,1664382000000
ben,2016,1933919000000.00024
ben,2017,2006494829910
ben,2018,2160665655896.99951
ben,2019,2498519390474.39014
bfa,1960,3939308300
bfa,1961,4663503900
bfa,1962,5144700400
bfa,1963,5386799100
bfa,1964,2813948700
bfa,1965,4821968900
bfa,1966,5385011700
bfa,1967,5465017900
bfa,1968,7072740900
bfa,1969,7233053200
bfa,1970,6912028200
bfa,1971,7321159700
bfa,1972,9332213800
bfa,1973,9492926500
bfa,1974,15044049900
bfa,1975,14802931700
bfa,1976,19146663900
bfa,1977,22123092000
bfa,1978,24867901400
bfa,1979,30670645200
bfa,1980,36473290800
bfa,1981,44763525100
bfa,1982,47250210800
bfa,1983,48078475300
bfa,1984,69920145400.00002
bfa,1985,69200003100.00002
bfa,1986,63400001500
bfa,1987,80899997700
bfa,1988,85700001799.99998
bfa,1989,73000001500
bfa,1990,92600000499.99998
bfa,1991,92400001000
bfa,1992,78600003599.99998
bfa,1993,81099997199.99998
bfa,1994,149440004100
bfa,1995,167952007199.99997
bfa,1996,139773001700
bfa,1997,154471006200
bfa,1998,211942998000
bfa,1999,174280258400.00003
bfa,2000,186460806300
bfa,2001,211325884700
bfa,2002,222775304100
bfa,2003,253484349200
bfa,2004,312832871300.00006
bfa,2005,318946337000
bfa,2006,374783887000
bfa,2007,377714347599.99988
bfa,2008,427828705500.00012
bfa,2009,612864679200.00012
bfa,2010,1026240065500.00012
bfa,2011,1491263447399.99976
bfa,2012,1705763385200
bfa,2013,1797948375800
bfa,2014,1854124774200.00024
bfa,2015,1826311000000.00024
bfa,2016,1970940999999.99951
bfa,2017,2166794000000
bfa,2018,2509254183800.00049
bfa,2019,2376874582699.99951
bgd,1960,2051269000
bgd,1961,2493353000
bgd,1962,2621217000
bgd,1963,2549123300
bgd,1964,2592651800
bgd,1965,2739559500
bgd,1966,3178922800
bgd,1967,3240134700
bgd,1968,2992567500
bgd,1969,3312228200
bgd,1970,3588360700
bgd,1971,2642981300
bgd,1972,2141046000
bgd,1973,4114780300
bgd,1974,3689019600
bgd,1975,4997587600
bgd,1976,7130472100
bgd,1977,10512073600
bgd,1978,11160916900
bgd,1979,14473144800
bgd,1980,15426685200
bgd,1981,16977000000
bgd,1982,18842000000
bgd,1983,23446000000
bgd,1984,16065000000
bgd,1985,31189000000
bgd,1986,33856000000
bgd,1987,37587000000
bgd,1988,45015000000
bgd,1989,51185000000
bgd,1990,61422000000
bgd,1991,73634000000
bgd,1992,90692999999.99998
bgd,1993,113049000000
bgd,1994,121892000000
bgd,1995,165705000000
bgd,1996,184359000000
bgd,1997,216723000000
bgd,1998,266809000000
bgd,1999,289861000000
bgd,2000,331446000000
bgd,2001,390000000000
bgd,2002,390021000000
bgd,2003,398170000000
bgd,2004,427239000000.00006
bgd,2005,614680999999.99988
bgd,2006,788788000000
bgd,2007,934403000000
bgd,2008,1110181000000
bgd,2009,1194401000000.00024
bgd,2010,1277985000000.00024
bgd,2011,1824520999999.99976
bgd,2012,2127459000000.00024
bgd,2013,2342441000000
bgd,2014,2551591999999.99951
bgd,2015,2627897000000
bgd,2016,2885169000000
bgd,2017,2970857000000
bgd,2018,3330925000000
bgd,2019,3895909000000
bgr,1980,9209400
bgr,1981,9913900
bgr,1982,9946500
bgr,1983,11075600
bgr,1984,12709900
bgr,1985,13949200
bgr,1986,13781100
bgr,1987,14899400
bgr,1988,17472200
bgr,1989,18372900
bgr,1990,15033000
bgr,1991,59000000
bgr,1992,94600000
bgr,1993,114200000
bgr,1994,236770000
bgr,1995,412548000
bgr,1996,1060698000
bgr,1997,9435517000
bgr,1998,11097696000
bgr,1999,10705802000
bgr,2000,10186510000
bgr,2001,10808565000
bgr,2002,11463203000
bgr,2003,12609650000
bgr,2004,16874667000
bgr,2005,19996228000
bgr,2006,25184106000
bgr,2007,33242561000
bgr,2008,38228426000
bgr,2009,30896373000
bgr,2010,37519434000
bgr,2011,47703566000
bgr,2012,49879894000
bgr,2013,53113162000
bgr,2014,54361840000
bgr,2015,57164722000
bgr,2016,60926365000
bgr,2017,68856887000
bgr,2018,72231684999.99998
bgr,2019,76883764000
bhr,1980,1437300000
bhr,1981,1709799900
bhr,1982,1631000100
bhr,1983,1357799900
bhr,1984,1416900000
bhr,1985,1397400100
bhr,1986,1132900000
bhr,1987,1305600000
bhr,1988,1327200000
bhr,1989,1432999900
bhr,1990,1837799900
bhr,1991,1475399900
bhr,1992,1507399900
bhr,1993,1640000000
bhr,1994,1699700000
bhr,1995,1803300000
bhr,1996,2016999900
bhr,1997,1887800100
bhr,1998,1502100000
bhr,1999,1963400000
bhr,2000,2698200000
bhr,2001,2484400000
bhr,2002,2615500000
bhr,2003,3000800000
bhr,2004,3886600000
bhr,2005,5037200000
bhr,2006,5889000000
bhr,2007,6510200000
bhr,2008,7983000000
bhr,2009,5905000000
bhr,2010,6723000000
bhr,2011,10757100000
bhr,2012,11809800000
bhr,2013,12822700000
bhr,2014,12058000000
bhr,2015,9702800000
bhr,2016,8993400000
bhr,2017,10107600000
bhr,2018,11264600000
bhs,1977,589300000
bhs,1978,688100000
bhs,1979,785000000
bhs,1980,939800000
bhs,1981,961200000
bhs,1982,1038300000
bhs,1983,1153500000
bhs,1984,1297900000
bhs,1985,1503600000
bhs,1986,1577900000
bhs,1987,1664300000
bhs,1989,1648320000
bhs,1990,1714730000
bhs,1991,1585170000
bhs,1992,1562180000
bhs,1993,1606810000
bhs,1994,1662790000
bhs,1995,1699040000
bhs,1996,1733680000
bhs,1997,2335400000
bhs,1998,2368200000
bhs,1999,2801300000
bhs,2000,3072900000
bhs,2001,2834100000
bhs,2002,3212800000
bhs,2003,3176400000
bhs,2004,3460500000
bhs,2005,3812500000
bhs,2006,3895000000
bhs,2007,4257100000
bhs,2008,4157100000
bhs,2009,3412900000
bhs,2010,3528800000
bhs,2011,3769900000
bhs,2012,4087430000
bhs,2013,4189100000
bhs,2014,4311800000
bhs,2015,4440500000
bhs,2016,4364300000
bhs,2017,4538800000
bhs,2018,5132000000
bhs,2019,5328800000
bih,1994,314280000
bih,1995,546011100
bih,1996,990158400
bih,1997,1772250200
bih,1998,1977886200
bih,1999,2378210400
bih,2000,3353672600
bih,2001,3567519100
bih,2002,3365116600
bih,2003,4393545100
bih,2004,4641400000
bih,2005,5583000000
bih,2006,7024400000
bih,2007,6110820000
bih,2008,6851447000
bih,2009,6201956000
bih,2010,7532260000
bih,2011,8403440000
bih,2012,8483189000
bih,2013,9035968000
bih,2014,9298985000
bih,2015,10160026000
bih,2016,10869414000
bih,2017,12811101000
bih,2018,14087201000
bih,2019,14110591000
blr,1990,199
blr,1991,300
blr,1992,5500
blr,1993,66600
blr,1994,1268100
blr,1995,6029500
blr,1996,8891700
blr,1997,21958400
blr,1998,41463400
blr,1999,179153100
blr,2000,632157800
blr,2001,1146270000
blr,2002,1663115100
blr,2003,2382430000
blr,2004,3393760000
blr,2005,3890870000
blr,2006,4760880000
blr,2007,5921550000
blr,2008,7909160000
blr,2009,6944920000
blr,2010,8757320000
blr,2011,24108090000
blr,2012,43139550000
blr,2013,39123660000.00001
blr,2014,44271059999.99999
blr,2015,52157370000
blr,2016,59352000000
blr,2017,70628800000
blr,2018,86180400000
blr,2019,87657300000
blz,1980,177947354.16811
blz,1981,169945085.57548
blz,1982,141895896.69409
blz,1983,153033074.63229
blz,1984,217298716.21641
blz,1985,167305161.91605
blz,1986,208718964.32328
blz,1987,275872022.4099
blz,1988,322153184.0642
blz,1989,345829999.38466
blz,1990,403578329.43458
blz,1991,388000000
blz,1992,515331200
blz,1993,522803600
blz,1994,578910900
blz,1995,594851200
blz,1996,641427700
blz,1997,690685000
blz,1998,724564700
blz,1999,796062900
blz,2000,881534600
blz,2001,886960500
blz,2002,980343400
blz,2003,1053466700
blz,2004,1069706900
blz,2005,1218053600
blz,2006,1488538900
blz,2007,1576864500
blz,2008,1707257300
blz,2009,1380381800
blz,2010,1626587400
blz,2011,1829477800
blz,2012,1963103300
blz,2013,2064608200
blz,2014,2072426400
blz,2015,2027722000
blz,2016,1867493300
blz,2017,2019388900
blz,2018,2159452600
blz,2019,2169158700
bmu,2010,3370007000
bmu,2011,3316640000
bmu,2012,3221785000
bmu,2013,3337183000
bmu,2014,3281476000
bmu,2015,3325330000
bmu,2016,3403730000
bmu,2017,3466748000
bmu,2018,3703900000
bmu,2019,3759931000
bol,1960,726
bol,1961,799
bol,1962,807
bol,1963,974
bol,1964,1312
bol,1965,1541
bol,1966,1690
bol,1967,2020
bol,1968,2016
bol,1969,2255
bol,1970,2972
bol,1971,2784
bol,1972,3530
bol,1973,7004
bol,1974,14832
bol,1975,12481
bol,1976,15130
bol,1977,17291
bol,1978,16992
bol,1979,21808
bol,1980,27000
bol,1981,34000
bol,1982,104000
bol,1983,356000
bol,1984,4576000
bol,1985,450751000
bol,1986,1622708000
bol,1987,1753865000
bol,1988,2027916000
bol,1989,2855902000
bol,1990,3517480000
bol,1991,4109456000
bol,1992,4412875000
bol,1993,4666959000
bol,1994,5986947000
bol,1995,7269467000
bol,1996,8476477000
bol,1997,8791271000
bol,1998,9223382000
bol,1999,8129195000
bol,2000,9489800000
bol,2001,10743084000
bol,2002,12262913000
bol,2003,15847993000
bol,2004,21680451000
bol,2005,27380537000
bol,2006,38324627000
bol,2007,43053363999.99999
bol,2008,54199412999.99999
bol,2009,43483988999.99999
bol,2010,56787439137.2206
bol,2011,73294325118.17989
bol,2012,88273365913.1134
bol,2013,93412577415.84488
bol,2014,98709824839.85342
bol,2015,70389398310.10698
bol,2016,57432498585.3077
bol,2017,64547736159.7237
bol,2018,72349595119.06702
bol,2019,70554157793.1044
bra,1960,0.00007
bra,1961,0.00011
bra,1962,0.00011
bra,1963,0.00043
bra,1964,0.00062
bra,1965,0.00116
bra,1966,0.00149
bra,1967,0.00171
bra,1968,0.00251
bra,1969,0.00367
bra,1970,0.00497
bra,1971,0.00606
bra,1972,0.00917
bra,1973,0.0146
bra,1974,0.02079
bra,1975,0.02755
bra,1976,0.04167
bra,1977,0.06568
bra,1978,0.08804
bra,1979,0.15696
bra,1980,0.40764
bra,1981,0.84036
bra,1982,1.39855
bra,1983,4.87018
bra,1984,19.0204
bra,1985,61.5749
bra,1986,117.399
bra,1987,396.85501
bra,1988,3427.36011
bra,1989,38004
bra,1990,947000
bra,1991,5231000
bra,1992,69661000
bra,1993,1480658000
bra,1994,34485000000
bra,1995,53153221800
bra,1996,57527383100
bra,1997,66490573100.00001
bra,1998,70470291800.00002
bra,1999,104038398499.99998
bra,2000,122164075800
bra,2001,162781459600
bra,2002,211863214300
bra,2003,260798333900
bra,2004,323924846699.99994
bra,2005,330880195800.00006
bra,2006,346341952899.99994
bra,2007,362547806300
bra,2008,420880766000.00006
bra,2009,361680470400
bra,2010,422220000000
bra,2011,506895000000
bra,2012,571876000000
bra,2013,626051000000
bra,2014,636375000000.00012
bra,2015,773468000000
bra,2016,781577000000
bra,2017,824433999999.99988
bra,2018,1025777644000.00012
bra,2019,1039367279000.00012
brb,1975,409327000
brb,1976,406151000
brb,1977,492748000
brb,1978,645832000
brb,1979,882100000
brb,1980,1213700000
brb,1981,1137900000
brb,1982,1270200000
brb,1983,1489800000
brb,1984,1656400000
brb,1985,1632700000
brb,1986,1439900000
brb,1987,1326700000
brb,1988,1505800000
brb,1989,1714700000
brb,1990,1745500000
brb,1991,1648400000
brb,1992,1617800000
brb,1993,1754800000
brb,1994,1958200000
brb,1995,2089600000
brb,1996,2281500000
brb,1997,2336500000
brb,1998,2402000000
brb,1999,2474900000
brb,2000,2645600000
brb,2001,2503000000
brb,2002,2422200000
brb,2003,2757500000
brb,2004,2871800000
brb,2005,3423400000
brb,2006,4052458300
brb,2007,4547708300
brb,2008,4654119500
brb,2009,3892182400
brb,2010,4209202500
brb,2011,4142350200
brb,2012,3928351600
brb,2013,3926864700
brb,2014,3787407800
brb,2015,3908091700
brb,2016,4166584500
brb,2017,4200595100
brb,2018,4200187400
brb,2019,4376406000
brn,1974,2356000000
brn,1975,2495000000
brn,1976,3293000000
brn,1977,4000000000
brn,1978,4195000000
brn,1979,5796000000
brn,1980,9853000000
brn,1981,8592000000
brn,1982,8153000000
brn,1983,7171000000
brn,1989,3599000000
brn,1990,3944000000
brn,1991,4264000000
brn,1992,3944000000
brn,1993,3633000000
brn,1994,3189000000
brn,1995,4007000000
brn,1996,4323000000
brn,1997,4413000000
brn,1998,3422000000
brn,1999,4352000000
brn,2000,6968471300
brn,2001,6977194000
brn,2002,7023000800
brn,2003,7915732800
brn,2004,9154275700
brn,2005,11131569400
brn,2006,13072400000
brn,2007,12524600000
brn,2008,15971400000
brn,2009,11362400000
brn,2010,12598456000
brn,2011,16197000000
brn,2012,16700000000
brn,2013,15404000000
brn,2014,14769610000
brn,2015,9282000000
brn,2016,7807371200
brn,2017,8302377800
brn,2018,9504125900
brn,2019,10647577300
btn,1980,145490000
btn,1981,195740000
btn,1982,192990000
btn,1983,201680000
btn,1984,248640000
btn,1985,319400000
btn,1986,447710000
btn,1987,772640000
btn,1988,1109230000
btn,1989,1256170000
btn,1990,1408400000
btn,1991,1828530000
btn,1992,2079310000
btn,1993,2264230000
btn,1994,2508480000
btn,1995,3711940000
btn,1996,3978500000
btn,1997,4771080000
btn,1998,5148100000
btn,1999,5614200000
btn,2000,5797822100
btn,2001,5908990200
btn,2002,6231908500
btn,2003,7396787900
btn,2004,9880875800
btn,2005,13812796200
btn,2006,22134304400
btn,2007,27185582300
btn,2008,26709740000
btn,2009,27367000000
btn,2010,30777000000
btn,2011,35004000000
btn,2012,37739000000
btn,2013,42636000000
btn,2014,43589875500.00001
btn,2015,44261735299.99999
btn,2016,42966168199.99999
btn,2017,48004252100
btn,2018,51570340000
btn,2019,60602180000
bwa,1960,5700000
bwa,1961,6400000
bwa,1962,7100000
bwa,1963,7900000
bwa,1964,8600000
bwa,1965,10400000
bwa,1966,10800000
bwa,1967,10350000
bwa,1968,10950000
bwa,1969,12650000
bwa,1970,17000000
bwa,1971,30100000
bwa,1972,47500000
bwa,1973,65800000
bwa,1974,85100000
bwa,1975,114500000
bwa,1976,163000000
bwa,1977,193550000
bwa,1978,254550000
bwa,1979,361650000
bwa,1980,437500000
bwa,1981,446600000
bwa,1982,570200000
bwa,1983,798300000
bwa,1984,979700000
bwa,1985,1406000000
bwa,1986,1788150000
bwa,1987,2478900000
bwa,1988,3410300000
bwa,1989,3679950000
bwa,1990,3882700000
bwa,1991,4226850000
bwa,1992,4214700000
bwa,1993,4747400000
bwa,1994,5468300000
bwa,1995,6666800000
bwa,1996,8674400000
bwa,1997,11158100000
bwa,1998,9978100000
bwa,1999,13998800000
bwa,2000,15306400000
bwa,2001,15602500000
bwa,2002,17950500000
bwa,2003,18154597500
bwa,2004,20855900000
bwa,2005,26859800000
bwa,2006,30886000000
bwa,2007,36609000000
bwa,2008,34128000000
bwa,2009,25565600000
bwa,2010,37905000000
bwa,2011,52438000000
bwa,2012,54112000000
