geo,time,ne_dab_totl_cn
bfa,2021,10545815643800
bfa,2022,11898056459100
bgd,1960,20378024000
bgd,1961,23336585600
bgd,1962,24405746900
bgd,1963,25960522100
bgd,1964,26911343700
bgd,1965,29401975600
bgd,1966,31642320600
bgd,1967,35962500300
bgd,1968,37098314800
bgd,1969,42091822300
bgd,1970,44975569500
bgd,1971,43872400600
bgd,1972,40769651700
bgd,1973,66267687600
bgd,1974,106300077200
bgd,1975,181609401100
bgd,1976,169605124600
bgd,1977,157277111400
bgd,1978,220748098300
bgd,1979,259859602600
bgd,1980,315561517800
bgd,1981,338546000000
bgd,1982,380836000000
bgd,1983,437277000000
bgd,1984,518938000000
bgd,1985,586865000000
bgd,1986,659526000000
bgd,1987,763596000000
bgd,1988,845496000000
bgd,1989,931632000000
bgd,1990,1045328000000
bgd,1991,1130853000000
bgd,1992,1236554572200
bgd,1993,1324497434000
bgd,1994,1425874301400
bgd,1995,1616581900500
bgd,1996,1981187000000
bgd,1997,2156363000000
bgd,1998,2348400000000
bgd,1999,2563536000000
bgd,2000,2786791000000
bgd,2001,3016585000000
bgd,2002,3252880000000
bgd,2003,3639722000000
bgd,2004,3978742000000
bgd,2005,4474657000000
bgd,2006,5050431355100
bgd,2007,5796599444600
bgd,2008,6727707984700
bgd,2009,7464852035100
bgd,2010,8408979467700
bgd,2011,9780949899700
bgd,2012,11294753389300
bgd,2013,12750970718700
bgd,2014,14308511000000
bgd,2015,16177888000000
bgd,2016,21374627000000
bgd,2017,24145164000000
bgd,2018,27810125000000
bgd,2019,31087205000000
bgd,2020,33045909000000
bgd,2021,37305906000000
bgd,2022,42427019000000
bgr,1980,26572400
bgr,1981,27507600
bgr,1982,28703600
bgr,1983,29608200
bgr,1984,31073900
bgr,1985,32727900
bgr,1986,35606700
bgr,1987,37202400
bgr,1988,38471800
bgr,1989,40267000
bgr,1990,47028900
bgr,1991,129919000
bgr,1992,212527000
bgr,1993,321700000
bgr,1994,528837000
bgr,1995,1155555000
bgr,1996,1942763000
bgr,1997,16617410000
bgr,1998,24650836000
bgr,1999,26188747000
bgr,2000,29617746000
bgr,2001,33874255000
bgr,2002,36785693000
bgr,2003,40367648000
bgr,2004,45795496000
bgr,2005,53907654000
bgr,2006,62771032000
bgr,2007,75445731000
bgr,2008,87222270000
bgr,2009,79222555000
bgr,2010,77272344000
bgr,2011,80997884000
bgr,2012,85352499000
bgr,2013,82712994000
bgr,2014,85055765000
bgr,2015,88784242000
bgr,2016,90667666000
bgr,2017,98281095000
bgr,2018,107148524000
bgr,2019,116488354000
bgr,2020,118163303000
bgr,2021,136439547000
bgr,2022,167464669000
bhr,1980,1055400300
bhr,1981,1158900200
bhr,1982,1203499800
bhr,1983,1351999900
bhr,1984,1429700100
bhr,1985,1209300000
bhr,1986,988200000
bhr,1987,1084500000
bhr,1988,1143700000
bhr,1989,1292700000
bhr,1990,1257200000
bhr,1991,1920300000
bhr,1992,2007200000
bhr,1993,1893800000
bhr,1994,1942500000
bhr,1995,1946100000
bhr,1996,2025600000
bhr,1997,2158800000
bhr,1998,2308400000
bhr,1999,2093400000
bhr,2000,2639150000
bhr,2001,2693450000
bhr,2002,3106360000
bhr,2003,3496430000
bhr,2004,4129960000
bhr,2005,4834940000
bhr,2006,5415000000
bhr,2007,6407790000
bhr,2008,7804190000
bhr,2009,6988870000
bhr,2010,7869690000
bhr,2011,8149410000
bhr,2012,9433650000
bhr,2013,10064780000
bhr,2014,10478170000
bhr,2015,10357740000
bhr,2016,11056050000
bhr,2017,12208050000
bhr,2018,13119250000
bhr,2019,12895560000
bhr,2020,12283868700
bhr,2021,11898981000
bhs,1977,595300000
bhs,1978,706300000
bhs,1979,1041000000
bhs,1980,1235100000
bhs,1981,1355000100
bhs,1982,1479900000
bhs,1983,1584600000
bhs,1984,1933300000
bhs,1985,2192600000
bhs,1986,2326300000
bhs,1987,2564200000
bhs,1989,3294310000
bhs,1990,3327450000
bhs,1991,3405010000
bhs,1992,3301810000
bhs,1993,3181490000
bhs,1994,3456540000
bhs,1995,3758400000
bhs,1996,4130630000
bhs,1997,6235500000
bhs,1998,6981500000
bhs,1999,7372500000
bhs,2000,7812400000
bhs,2001,8073400000
bhs,2002,8036400000
bhs,2003,8151800000
bhs,2004,8303600000
bhs,2005,9493700000
bhs,2006,10704800000
bhs,2007,10727000000
bhs,2008,10725500000
bhs,2009,10113500000
bhs,2010,10316400000
bhs,2011,10766500000
bhs,2012,11577700000
bhs,2013,11127800000
bhs,2014,12044000000
bhs,2015,11799900000
bhs,2016,11994200000
bhs,2017,13123400000
bhs,2018,13245900000
bhs,2019,13089200000
bhs,2020,10379000000
bhs,2021,12441300000
bhs,2022,13378900000
bih,2000,18343700200
bih,2001,19710136300
bih,2002,21233724200
bih,2003,22132463000
bih,2004,23344082500
bih,2005,25269795900
bih,2006,27046494600
bih,2007,30872002200
bih,2008,35468776100
bih,2009,32617195900
bih,2010,32111829100
bih,2011,33712293900
bih,2012,34244339700
bih,2013,34199382000
bih,2014,35096075300
bih,2015,35572532000
bih,2016,36608497000
bih,2017,38258940000
bih,2018,39855542000
bih,2019,41703942000
bih,2020,40210227000
bih,2021,44404400000
bih,2022,51794166000
blr,1990,422.8
blr,1991,900
blr,1992,9000
blr,1993,114000
blr,1994,2007700
blr,1995,12673000
blr,1996,19965700
blr,1997,38230600
blr,1998,73322000
blr,1999,308215800
blr,2000,929709400
blr,2001,1767775000
blr,2002,2684335200
blr,2003,3783140000
blr,2004,5149000000
blr,2005,6586980000
blr,2006,8153960000
blr,2007,10146600000
blr,2008,13773900000
blr,2009,15512610000
blr,2010,19147200000
blr,2011,30531390000
blr,2012,52961430000
blr,2013,69405660000
blr,2014,81726000000
blr,2015,87063000000
blr,2016,91759000000
blr,2017,103781000000
blr,2018,119105000000
blr,2019,134673000000
blr,2020,144713000000
blr,2021,162849000000
blr,2022,178218000000
blz,1980,346450255.051
blz,1981,369374570.791
blz,1982,338696936.947
blz,1983,342289465.379
blz,1984,363116529.183
blz,1985,374986756.978
blz,1986,372662056.523
blz,1987,445893686.19
blz,1988,527879425.74
blz,1989,647024549.44
blz,1990,695559729.547
blz,1991,797043217.52442
blz,1992,1247964226.9429
blz,1993,1353303370.53649
blz,1994,1334262151.36743
blz,1995,1446468740.34009
blz,1996,1507935666.71259
blz,1997,1663143691.59256
blz,1998,1769072902.02863
blz,1999,1962223093.52101
blz,2000,2263510900.73753
blz,2001,2314033787.62396
blz,2002,2473335993.05374
blz,2003,2533851652.33173
blz,2004,2609147248.01098
blz,2005,2715310716.15397
blz,2006,2771225761.0581
blz,2007,2978200261.41305
blz,2008,3240054353.03847
blz,2009,3022254713.13391
blz,2010,3109413914.11225
blz,2011,3106755519.4019
blz,2012,3286933990.16063
blz,2013,3648927630.34841
blz,2014,3928483837.78389
blz,2015,4017773846.57022
blz,2016,4178895880.21941
blz,2017,4102741152.8726
blz,2018,4292906731.82401
blz,2019,4453236352.197
blz,2020,3848950726.81626
blz,2021,4738624143.18876
blz,2022,5514441841.53784
bmu,2010,4954339000
bmu,2011,4805010000
bmu,2012,4712275000
bmu,2013,4722829000
bmu,2014,4741651000
bmu,2015,4861152000
bmu,2016,5088853000
bmu,2017,5326429000
bmu,2018,5341037000
bmu,2019,5581028000
bmu,2020,5007623000
bmu,2021,5274500000
bmu,2022,5556500000
bol,1970,12055
bol,1971,13406
bol,1972,17206
bol,1973,25426
bol,1974,38456
bol,1975,51139
bol,1976,55877
bol,1977,66435
bol,1978,80852
bol,1979,93116
bol,1980,108764.73394
bol,1981,144011.0748
bol,1982,359641.76922
bol,1983,1202319.34054
bol,1984,19765801.28296
bol,1985,2455904238.45253
bol,1986,7943330328.33299
bol,1987,9324090251.00288
bol,1988,11277847246.31573
bol,1989,12777463584.61388
bol,1990,15620625171.94763
bol,1991,20181769600
bol,1992,23999523000
bol,1993,26735021900
bol,1994,29165799900
bol,1995,33729214900
bol,1996,39298072800
bol,1997,45078842400
bol,1998,52854817300
bol,1999,53167526900
bol,2000,56627130100
bol,2001,56632351400
bol,2002,60129379400
bol,2003,62378864100
bol,2004,66275346000
bol,2005,74363149300
bol,2006,83485374100
bol,2007,95253206900
bol,2008,112310265300
bol,2009,118296271600
bol,2010,128412773400
bol,2011,156751363100
bol,2012,169592046300
bol,2013,197123454100
bol,2014,224990120200
bol,2015,242160770800
bol,2016,251947325800
bol,2017,277059038900
bol,2018,292675543800
bol,2019,300849642400
bol,2020,265661734800
bol,2021,288617449515.0304
bol,2022,311799376199.54773
bra,1960,0.00103
bra,1961,0.00149
bra,1962,0.00284
bra,1963,0.00481
bra,1964,0.00958
bra,1965,0.01472
bra,1966,0.02167
bra,1967,0.02962
bra,1968,0.04207
bra,1969,0.05544
bra,1970,0.07096
bra,1971,0.0962
bra,1972,0.12825
bra,1973,0.17869
bra,1974,0.27469
bra,1975,0.37991
bra,1976,0.60646
bra,1977,0.91168
bra,1978,1.33447
bra,1979,2.24849
bra,1980,4.60436
bra,1981,8.95454
bra,1982,18.50074
bra,1983,41.61017
bra,1984,132.50217
bra,1985,476.8318
bra,1986,1298.78598
bra,1987,4058.04401
bra,1988,29842.22046
bra,1989,410834.21094
bra,1990,11405719.6363
bra,1991,59825900
bra,1992,625042200
bra,1993,13898736300
bra,1994,347977598000
bra,1995,719593962200
bra,1996,873356187400
bra,1997,976928347300
bra,1998,1026182759300
bra,1999,1107858877700
bra,2000,1226235502600
bra,2001,1344608191600
bra,2002,1476239411700
bra,2003,1679791579600
bra,2004,1890927867400
bra,2005,2096765891100
bra,2006,2344227733800
bra,2007,2683192858200
bra,2008,3115698292800
bra,2009,3346479281200
bra,2010,3926299000300
bra,2011,4410053000000
bra,2012,4880202000100
bra,2013,5454326000000
bra,2014,5932761000400
bra,2015,6064932999800
bra,2016,6244271000300
bra,2017,6538182000200
bra,2018,6976558999600
bra,2019,7436748000800
bra,2020,7563557000500
bra,2021,8814908033900
bra,2022,9840844236900
brb,1975,893898000
brb,1976,1033375000
brb,1977,1107923000
brb,1978,1226342000
brb,1979,1492900000
brb,1980,1763700000
brb,1981,2081500000
brb,1982,2042500000
brb,1983,2088500000
brb,1984,2193600000
brb,1985,2225100000
brb,1986,2640700000
brb,1987,2911600000
brb,1988,2994000000
brb,1989,3368500000
brb,1990,3996500000
brb,1991,4011200000
brb,1992,3617800000
brb,1993,3914400000
brb,1994,4050700000
brb,1995,4468600000
brb,1996,4718900000
brb,1997,5226100000
brb,1998,5951800000
brb,1999,6340300000
brb,2000,6490400000
brb,2001,6453200000
brb,2002,6590000000
brb,2003,6708800000
brb,2004,7483800000
brb,2005,8337700000
brb,2006,8984800000
brb,2007,9455900000
brb,2008,9875400000
brb,2009,9310400000
brb,2010,9595800000
brb,2011,9986200000
brb,2012,9919100000
brb,2013,10025900000
brb,2014,10144700000
brb,2015,10141600000
brb,2016,10431100000
brb,2017,10421600000
brb,2018,10300100000
brb,2019,10487700000
brb,2020,10421200000
brb,2021,10681500000
brb,2022,12035000000
brn,1989,4048000000
brn,1990,4287000000
brn,1991,4478000000
brn,1992,5282000000
brn,1993,6238000000
brn,1994,5900000000
brn,1995,6714000000
brn,1996,7588000000
brn,1997,7713000000
brn,1998,7047000000
brn,1999,6588000000
brn,2000,6590688800
brn,2001,7042353200
brn,2002,7745869200
brn,2003,7590523800
brn,2004,8263176100
brn,2005,8286828100
brn,2006,8804600000
brn,2007,10294200000
brn,2008,9892400000
brn,2009,10179300000
brn,2010,11318000000
brn,2011,13405000000
brn,2012,15491000000
brn,2013,16983000000
brn,2014,13965000000
brn,2015,14238949500
brn,2016,12912158900
brn,2017,13692499500
brn,2018,15509851600
brn,2019,15466138900
brn,2020,14871245500
brn,2021,14792511100
brn,2022,15925175615.68245
btn,1990,5516275181.2
btn,1991,6180842400
btn,1992,8055389800
btn,1993,8070854400
btn,1994,9335845100
btn,1995,10305723800
btn,1996,12352091100
btn,1997,14645071000
btn,1998,18091066900
btn,1999,21327934600
btn,2000,23467882700
btn,2001,27303999000
btn,2002,32751856600
btn,2003,36304178900
btn,2004,42254890600
btn,2005,45767755000
btn,2006,42754716400
btn,2007,50607433000
btn,2008,58435517900
btn,2009,70448381100
btn,2010,91283958200
btn,2011,107812632800
btn,2012,118880404500
btn,2013,125898140000
btn,2014,141321040000
btn,2015,165822087600
btn,2016,180144102800
btn,2017,202327740000
btn,2018,214410809074
btn,2019,218093648776
btn,2020,210696607624
btn,2021,243929221060
bwa,1960,25174800
bwa,1961,27600900
bwa,1962,30105100
bwa,1963,32547300
bwa,1964,35761400
bwa,1965,39000000
bwa,1966,44900000
bwa,1967,53049500
bwa,1968,66450000
bwa,1969,72100000
bwa,1970,93950000
bwa,1971,116600000
bwa,1972,156550000
bwa,1973,208650000
bwa,1974,257550000
bwa,1975,315700000
bwa,1976,375050000
bwa,1977,450250000
bwa,1978,569450000
bwa,1979,742550000
bwa,1980,934900000
bwa,1981,1094600000
bwa,1982,1198800000
bwa,1983,1292050000
bwa,1984,1565150000
bwa,1985,1801550000
bwa,1986,2114400000
bwa,1987,2418950000
bwa,1988,3549850000
bwa,1989,5400300000
bwa,1990,6681150000
bwa,1991,7452600000
bwa,1992,8169850000
bwa,1993,9285814500
bwa,1994,10616200000
bwa,1995,12670400000
bwa,1996,13697500000
bwa,1997,16071000000
bwa,1998,21239800000
bwa,1999,21745900000
bwa,2000,25921000000
bwa,2001,28163300000
bwa,2002,30956600000
bwa,2003,33734247500
bwa,2004,38534886200
bwa,2005,42064139100
bwa,2006,47844877800
bwa,2007,55541786700
bwa,2008,76548877000
bwa,2009,81628876900
bwa,2010,92936992700
bwa,2011,111566213300
bwa,2012,120957837200
bwa,2013,122877005600
