geo,time,bm_gsr_royl_cd
aus,2015,3805980039.69545
aus,2016,4068554314.44564
aus,2017,4610198115.8489
aus,2018,5241899827.35056
aus,2019,5287989499.4012
aus,2020,5895472808.3374
aus,2021,7135293596.22139
aus,2022,8067605664.01045
aus,2023,8889831742.03592
aus,2024,10823422366.026
aut,2005,1333226508.23897
aut,2006,1597968243.69846
aut,2007,1800773475.51254
aut,2008,2092660688.12775
aut,2009,1712417781.69954
aut,2010,1610873767.96536
aut,2011,1864971067.60686
aut,2012,1955209022.37902
aut,2013,1910483546.53956
aut,2014,1796854991.42672
aut,2015,1477515224.41688
aut,2016,1478672010.02753
aut,2017,1679175801.21233
aut,2018,1802604712.13369
aut,2019,2112990989.50214
aut,2020,1648495297.65281
aut,2021,1808664530.08658
aut,2022,1844131416.65314
aut,2023,2094671201.31402
aut,2024,2196716119.24607
aze,2002,2050000
aze,2003,144000
aze,2005,46000
aze,2006,1281000
aze,2007,4697000
aze,2008,4827000
aze,2009,19229000
aze,2010,16531000
aze,2011,18423000
aze,2012,28180000
aze,2018,82906739.14118
aze,2019,178440304.42353
aze,2020,94135897.56471
aze,2021,94800611.3
aze,2022,198087000
aze,2023,182232000
aze,2024,223754000
bdi,1985,57999.47386
bdi,1986,17517.57049
bdi,1987,40464.9149
bdi,1988,7122.76078
bdi,1989,25210.08403
bdi,1990,75910.00771
bdi,1991,203842.61697
bdi,1992,96014.13328
bdi,1993,12356.8663
bdi,1994,15831.39564
bdi,1995,96093.21041
bdi,1996,23121.64186
bdi,2011,620741.06185
bdi,2012,16637.71675
bdi,2014,186690.32056
bdi,2015,3254.86774
bdi,2016,150843.06747
bdi,2017,18950.15147
bdi,2020,94.89169
bdi,2021,2573848.88355
bdi,2022,565705.3274
bdi,2023,435931.75856
bdi,2024,711843.13947
bel,2002,741532731.39807
bel,2003,983530497.26229
bel,2004,1038258096.93362
bel,2005,1048948518.07973
bel,2006,1077146472.27893
bel,2007,1997290657.25184
bel,2008,2023023359.04967
bel,2009,1934877742.41634
bel,2010,1905030685.13707
bel,2011,2895143844.68342
bel,2012,2822609814.36102
bel,2013,3348514804.09597
bel,2014,3404143477.30742
bel,2015,3336208270.6062
bel,2016,2759594690.663
bel,2017,3591804626.30625
bel,2018,3809794821.41025
bel,2019,3403407681.57464
bel,2020,3249143148.1605
bel,2021,3243446633.18904
bel,2022,4449536388.96104
bel,2023,4734947934.4442
bel,2024,3837117022.24032
ben,1983,34114.82203
ben,1984,219701.42011
ben,1996,385102.26585
ben,1997,442031.07482
ben,1998,1556059.39261
ben,1999,508551.67059
ben,2000,367497.98431
ben,2001,656747.01658
ben,2002,833197.31832
ben,2003,1898611.63425
ben,2004,2309713.93189
ben,2005,1862464.53269
ben,2006,1596399.48781
ben,2007,1974369.88562
ben,2008,2766815.88646
ben,2009,2993875.58941
ben,2010,2884026.97636
ben,2011,1909819.89311
ben,2012,2320997.52906
ben,2013,5061757.24634
ben,2014,2255156.39491
ben,2015,17760.13573
ben,2016,596855.63385
ben,2017,18048.52868
ben,2018,18903.71221
ben,2019,17885.46027
ben,2020,401153.03226
bfa,2005,4195286.70704
bfa,2006,15313.18454
bfa,2007,167142.42418
bfa,2008,186098.63742
bfa,2009,514572.36693
bfa,2010,111157.31163
bfa,2011,284350.96186
bfa,2012,301631.74639
bfa,2013,301478.26159
bfa,2014,251135.51232
bfa,2015,233418.92671
bfa,2016,460677.37642
bfa,2017,439157.90212
bfa,2018,480694.39631
bfa,2019,467647.8063
bfa,2020,460912.87474
bfa,2021,464061.16305
bfa,2022,400179.85313
bfa,2023,399175.17065
bgd,1996,4602195.48542
bgd,1997,7730578.20282
bgd,1998,5101004.81658
bgd,1999,5528115.65034
bgd,2000,4420433.71284
bgd,2001,5501180.32083
bgd,2002,3126595.32507
bgd,2003,3714009.00174
bgd,2004,5091128.13433
bgd,2005,2744867.84515
bgd,2006,5241859.55008
bgd,2007,7675990.79804
bgd,2008,21923483.74504
bgd,2009,8385816.8738
bgd,2010,17636698.54403
bgd,2011,10470569.01373
bgd,2012,10816541.93536
bgd,2013,20488449.14672
bgd,2014,30127601.63889
bgd,2015,24374495.85217
bgd,2016,46541986.24167
bgd,2017,25938279.0255
bgd,2018,41791531.82788
bgd,2019,47747802.84209
bgd,2020,64723020.59059
bgd,2021,63112111.556
bgd,2022,54087755.33763
bgd,2023,46488578.49792
bgd,2024,92301271.45237
bgr,2000,9860817.7
bgr,2001,11473845.89667
bgr,2002,23347047.84367
bgr,2003,24433653.25168
bgr,2004,30520223.54538
bgr,2005,80611097.1733
bgr,2006,69439205.49606
bgr,2007,77561078.17078
bgr,2008,95185418.76238
bgr,2009,117239687.56358
bgr,2010,114240000
bgr,2011,140180000
bgr,2012,184750000
bgr,2013,197870000
bgr,2014,229820000
bgr,2015,185840000
bgr,2016,183510000
bgr,2017,178800000
bgr,2018,208970000
bgr,2019,261890000
bgr,2020,265750000
bgr,2021,309540000
bgr,2022,278060000
bgr,2023,363440000
bgr,2024,375730000
bhs,1976,1000000
bhs,1977,2400000
bhs,1978,2500000
bhs,1979,2900000
bhs,1980,3100000
bhs,1981,7300000
bhs,1982,3400000
bhs,1983,3500000
bhs,1984,3700000
bhs,1985,5700000
bhs,1986,3900000
bhs,1987,3900000
bhs,1988,3700000
bhs,1989,2600000
bhs,1990,3200000
bhs,1991,3700000
bhs,1992,3200000
bhs,1993,1200000
bhs,1994,5100000
bhs,1995,4600000
bhs,1996,6400000
bhs,1997,9600000
bhs,1998,9100000
bhs,1999,12200000
bhs,2000,14200000
bhs,2001,13200000
bhs,2002,13656000
bhs,2003,14600000
bhs,2004,18500000
bhs,2005,16087000
bhs,2006,17670000
bhs,2007,19680000
bhs,2008,17890000
bhs,2009,17480000
bhs,2010,10570000
bhs,2011,15272000
bhs,2012,16753000
bhs,2013,19200000
bhs,2014,19514760.92
bhs,2015,17658586.93
bhs,2016,22875962.77
bhs,2017,14190513.671
bhs,2018,10285993.17
bhs,2019,10261087.08
bhs,2020,6359970.74
bhs,2021,7457374.49
bhs,2022,14814167.44
bhs,2023,11696928.33
bhs,2024,16908553.81
bih,2006,8258726.11964
bih,2007,9601090.11434
bih,2008,10797196.73513
bih,2009,5967649.5421
bih,2010,5468247.41103
bih,2011,4604166.89359
bih,2012,9082194.35674
bih,2013,7514459.63789
bih,2014,6923384.87043
bih,2015,9975386.65528
bih,2016,7831871.70105
bih,2017,8759802.10725
bih,2018,8376030.03716
bih,2019,13967684.78653
bih,2020,13746877.35105
bih,2021,15978640.27209
bih,2022,15733082.01961
bih,2023,22544194.46437
bih,2024,34822211.68491
blr,1997,1800000
blr,1998,1100000
blr,1999,800000
blr,2000,2700000
blr,2001,3800000
blr,2002,3200000
blr,2003,5500000
blr,2004,9100000
blr,2005,19500000
blr,2006,50500000
blr,2007,52500000
blr,2008,75200000
blr,2009,76000000
blr,2010,102700000
blr,2011,89200000
blr,2012,106800000
blr,2013,145100000
blr,2014,237300000
blr,2015,132700000
blr,2016,125700000
blr,2017,157100000
blr,2018,178700000
blr,2019,187200000
blr,2020,202400000
blr,2021,248656400
blz,1984,100000
blz,1985,200000
blz,1986,1250000
blz,1987,250000
blz,1988,200000
blz,1989,200000
blz,1990,250000
blz,1991,400000
blz,1992,300000
blz,1993,100000
blz,1994,58500
blz,1995,109000
blz,1996,400000
blz,1997,500000
blz,1998,100000
blz,1999,2483130.5
blz,2000,2920196.015
blz,2001,2192434.96
blz,2002,343911.66232
blz,2003,229944.96426
blz,2004,421590.46001
blz,2005,390409.27656
blz,2006,381894.16463
blz,2007,863405.54206
blz,2008,743250.80716
blz,2009,1100349.46427
blz,2010,1382149.28301
blz,2011,1976691.48053
blz,2012,2271626.48516
blz,2013,2338069.77069
blz,2014,4847919.58081
blz,2015,4139216.68422
blz,2016,2625094.43201
blz,2017,3585358.78354
blz,2018,7886378.99729
blz,2019,7438447.63293
blz,2020,5598606.07957
blz,2021,9260152.84766
blz,2022,12679939.65014
blz,2023,12258575.02214
blz,2024,16372449.01864
bmu,2006,4690000
bmu,2007,4600186.29372
bmu,2008,6328373.96789
bmu,2009,9317683.23402
bmu,2010,8796579.6506
bmu,2011,9900275.14276
bmu,2012,10277577.50542
bmu,2013,10932020.48243
bmu,2014,11763872.73049
bmu,2015,8594322.14684
bmu,2016,8461475.48033
bmu,2017,8090866.7
bmu,2018,6990153.58936
bmu,2019,4366599.8
bmu,2020,3219425.59155
bmu,2021,3034281.43681
bmu,2022,2586479.02544
bmu,2023,2320473.67518
bol,1976,1400000
bol,1977,1900000
bol,1978,2400000
bol,1979,1800000
bol,1980,2000000
bol,1981,3000000
bol,1982,3000000
bol,1983,3000000
bol,1984,3000000
bol,1985,2500000
bol,1986,2100000
bol,1987,3800000
bol,1988,3600000
bol,1989,3200000
bol,1990,3200000
bol,1991,3700000
bol,1992,3700000
bol,1993,3900000
bol,1994,4100000
bol,1995,4400000
bol,1996,4000000
bol,1997,5200000
bol,1998,5200000
bol,1999,4800000
bol,2000,5000000
bol,2001,5280000
bol,2002,5740000
bol,2003,7990000
bol,2004,9681000
bol,2005,11200000
bol,2006,14421000
bol,2007,16187000
bol,2008,17805000
bol,2009,18650000
bol,2010,19805000
bol,2011,20800500
bol,2012,42441212.06972
bol,2013,50427298.19523
bol,2014,68285439.4143
bol,2015,83568649.69938
bol,2016,99382292.87533
bol,2017,93745643.07827
bol,2018,81071369.88671
bol,2019,76817706.70832
bol,2020,37680170.55622
bol,2021,28785372.67093
bol,2022,25194145.03996
bol,2023,18702907.19884
bol,2024,23984366.58839
bra,1975,223000000
bra,1976,263000000
bra,1977,170000000
bra,1978,211000000
bra,1979,36000000
bra,1980,38000000
bra,1981,29000000
bra,1982,31000000
bra,1983,26000000
bra,1984,17000000
bra,1985,30000000
bra,1986,34000000
bra,1987,41000000
bra,1988,48000000
bra,1989,70000000
bra,1990,54000000
bra,1991,53000000
bra,1992,55000000
bra,1993,121000000
bra,1994,239000000
bra,1995,529000000
bra,1996,797000000
bra,1997,949591000
bra,1998,1478574000
bra,1999,1282515000
bra,2000,1414582000
bra,2001,1244319000
bra,2002,1228789000
bra,2003,1227928000
bra,2004,905010000
bra,2005,1404494000
bra,2006,1663677000
bra,2007,2259433000
bra,2008,2697171000
bra,2009,2512044100
bra,2010,3346848904.31
bra,2011,3865929486.76
bra,2012,4377895661.91
bra,2013,4761555280.06
bra,2014,6147326281.71
bra,2015,5517267028.88
bra,2016,5315108647.86
bra,2017,5402128503.78
bra,2018,5124101633.46
bra,2019,5246219107.55
bra,2020,4062060898.29
bra,2021,5222174070.59
bra,2022,7299729724.15
bra,2023,6375916484.94
bra,2024,9775536991.5
brb,1974,584444.73717
brb,1975,742991.14255
brb,1976,614000
brb,1977,907500
brb,1978,2096500
brb,1979,2572000
brb,1980,2050000
brb,1981,2200000
brb,1982,2150000
brb,1983,4700000
brb,1984,6400000
brb,1985,5400000
brb,1986,7700000
brb,1987,15450000
brb,1988,5500000
brb,1989,6550000
brb,1990,4000000
brb,1991,2700000
brb,1992,7250000
brb,1993,10150000
brb,1994,12950000
brb,1995,14650000
brb,1996,17800000
brb,1997,20650000
brb,1998,22200000
brb,1999,22600000
brb,2000,23700000
brb,2001,24300000
brb,2002,24600000
brb,2003,24950000
brb,2004,25014134.7321
brb,2005,19056795.11915
brb,2006,34399126.815
brb,2007,25952719.085
brb,2008,31817107.51
brb,2009,36771831.54
brb,2010,19151125.025
brb,2011,12675726.997
brb,2012,9472731.572
brb,2013,12725656.342
brb,2014,13883612.02636
brb,2015,17259500.78
brb,2016,13411945.39
brb,2017,14559781.96
brn,2001,2121366.48731
brn,2002,2355730.6674
brn,2003,2698279.78788
brn,2004,3380810.30399
brn,2005,3657500.9517
brn,2006,5544929.72725
brn,2007,6640964.03876
brn,2008,7252228.19292
brn,2009,7578254.52988
brn,2015,13635732.64897
brn,2016,37774081.59312
brn,2017,17254031.09123
brn,2018,19706483.61412
brn,2019,18703446.26583
brn,2020,12307985.37639
brn,2021,13560895.85159
brn,2022,6177911.65601
brn,2023,6055952.11962
brn,2024,19553071.17597
btn,2006,4023.24092
btn,2007,93074.32339
btn,2008,126846.97146
btn,2009,369573.58457
btn,2010,167599.44282
btn,2011,221228.14351
btn,2012,65332.22774
btn,2013,39214.89741
btn,2014,665037.9805
btn,2015,486417.02979
btn,2016,355875.60139
btn,2017,279474.15418
btn,2018,304211.00021
btn,2019,221116.83123
btn,2020,102284.29232
btn,2021,19896.22975
btn,2022,11156.70941
btn,2023,7609.34004
btn,2024,337284.94846
bwa,1978,120750.05116
bwa,1990,7847496.97544
bwa,1991,5837085.94202
bwa,1992,10475298.91337
bwa,1993,9120642.15924
bwa,1994,2085936.48584
bwa,1995,5843720.16516
bwa,1997,3273561.96741
bwa,1998,8524141.71723
bwa,1999,6400836.95268
bwa,2000,5776676.5915
bwa,2001,8682825.2279
bwa,2002,8440543.37019
bwa,2003,11905852.24594
bwa,2004,11035756.13393
bwa,2005,12310548.68813
bwa,2006,7340960.15642
bwa,2007,11367325.88328
bwa,2008,6546861.08165
bwa,2009,9290536.30456
bwa,2010,11408304.98357
bwa,2011,11216663.13429
bwa,2012,11888549.41876
bwa,2013,20994876.18071
bwa,2014,127632114.02999
bwa,2015,86026438.14834
bwa,2016,113707028.9507
bwa,2017,111686618.79522
bwa,2018,109630583.52473
bwa,2019,28003854.82157
bwa,2020,109957562.40322
bwa,2021,106508551.42838
bwa,2022,80937239.93777
bwa,2023,77528288.11447
bwa,2024,92181973.85544
can,1981,595526016.73414
can,1982,676790445.09814
can,1983,718907414.13702
can,1984,798410513.99292
can,1985,797907068.57335
can,1986,936850027.50666
can,1987,980475172.12924
can,1988,1303288288.41248
can,1989,1446481739.64793
can,1990,1663737468.54887
can,1991,1788570110.75845
can,1992,1712795352.63549
can,1993,1685650280.80922
can,1994,1763749602.37337
can,1995,1882422401.27653
can,1996,1950307886.66198
can,1997,2287741105.57819
can,1998,2592204790.23775
can,1999,3212822610.21678
can,2000,3563235578.78983
can,2001,3543578555.33442
can,2002,4479912200.99993
can,2003,5454962204.47995
can,2004,6456200016.44269
can,2005,6959129029.20451
can,2006,7083070776.64
can,2007,8162785541.73676
can,2008,8923454841.05939
can,2009,8922065282.94892
can,2010,9731280814.3596
can,2011,10411408151.0838
can,2012,10901911780.597
can,2013,11801326421.0446
can,2014,11712157364.1799
can,2015,10732654496.001
can,2016,11567469044.0284
can,2017,11833542181.4764
can,2018,12724585775.6879
can,2019,13588255248.9897
can,2020,13878959172.3982
can,2021,16848519080.0129
can,2022,17349946740.3123
can,2023,16991754585.5271
can,2024,17067917599.0902
che,2000,1737843933.43281
che,2001,1854315394.86692
che,2002,2699676685.42332
che,2003,2993367269.28691
che,2004,5203502754.8611
che,2005,7439742364.05002
che,2006,7014602811.36243
che,2007,9243987986.11599
che,2008,9827709892.80524
che,2009,13811220519.439
che,2010,15842319321.1098
che,2011,21025131327.9004
che,2012,20900338400.4578
che,2013,21749231750.3646
che,2014,25190091712.2538
che,2015,23785075242.4046
che,2016,22156831581.944
che,2017,24256654478.52589
che,2018,27065717637.3412
che,2019,26879306042.1353
che,2020,32266925212.0045
che,2021,33552235289.4501
che,2022,31793653352.6222
che,2023,32369951794.2897
che,2024,34616049425.7131
chl,1975,6000000
chl,1976,8000000
chl,1977,14000000
chl,1978,16000000
chl,1979,21000000
chl,1980,29000000
chl,1981,39000000
chl,1982,33000000
chl,1983,32000000
chl,1984,26000000
chl,1985,23000000
chl,1986,25800000
chl,1987,29700000
chl,1988,36200000
chl,1989,39900000
chl,1990,37100000
chl,1991,33900000
chl,1992,39200000
chl,1993,43600000
chl,1994,46800000
chl,1995,50000000
chl,1996,116800000
chl,1997,140000000
chl,1998,222800000
chl,1999,324200000
chl,2000,297470000
chl,2001,268598923.97862
chl,2002,250600000
chl,2003,275405375.58812
chl,2004,329148693.82134
chl,2005,372206869.84353
chl,2006,410990059.9901
chl,2007,479316760.44598
chl,2008,580067917.72545
chl,2009,651680780.86016
chl,2010,792074056.83798
chl,2011,899039284.39737
chl,2012,1072980131.54689
chl,2013,1418818378.06583
chl,2014,1614627538.53355
chl,2015,1635419969.01613
chl,2016,1730596606.6454
chl,2017,1709057253.35148
chl,2018,2034376887.58784
chl,2019,1878506474.97684
chl,2020,1511563045.50109
chl,2021,1689634051.83244
chl,2022,1475578872.35271
chl,2023,1376018478.9598
chl,2024,1369517011.27917
chn,1997,543000000
chn,1998,420000000
chn,1999,792000000
chn,2000,1280970000
chn,2001,1938000000
chn,2002,3114004040.6535
chn,2003,3548126751.5953
chn,2004,4496604795.5981
chn,2005,5321253863.3468
chn,2006,6634081020.03558
chn,2007,8192067402.3259
chn,2008,10319466356.1387
chn,2009,11065271082
chn,2010,13039546459
chn,2011,14706108691
chn,2012,17748983437
chn,2013,21033078371
chn,2014,22613800781.52
chn,2015,22022366054.63
chn,2016,23979580207.69
chn,2017,28746479819.35
chn,2018,35782953953.25
chn,2019,34370466477.86
chn,2020,37870654560.10001
chn,2021,46894697500.69
chn,2022,44461434630.96
chn,2023,42727512987.73
chn,2024,45825549102.93
civ,2005,10319419.06556
civ,2006,9564997.89037
civ,2007,21998032.30227
civ,2008,21246859.01274
civ,2009,20431903.46643
civ,2010,17445634.80025
civ,2011,18450982.18957
civ,2012,17200746.20283
civ,2013,3891114.52447
civ,2014,2894134.25085
civ,2015,2564225.31079
civ,2016,2713440.37101
civ,2017,3091086.08705
civ,2018,10023144.29379
civ,2019,10699559.93142
civ,2020,11428526.66404
civ,2021,12613368.95309
civ,2022,12443958.76916
civ,2023,14420435.56839
cmr,1986,1617067.43735
cmr,1988,1275817.60101
cmr,1989,31347.14682
cmr,1990,257102.65557
cmr,1991,389923.09853
cmr,1992,453357.45066
cmr,1993,1695139.24067
cmr,1994,306193.37576
cmr,1995,1001706.05386
cmr,1996,918771.9033
cmr,1997,2552815.12201
cmr,1998,216627.87623
cmr,1999,3259767.46551
cmr,2000,4607664.38259
cmr,2001,1965325.68746
cmr,2002,572715.04251
cmr,2003,1714096.24381
cmr,2004,1934243.19419
cmr,2005,8216085.90185
cmr,2006,5231366.66688
cmr,2007,5710003.06602
cmr,2008,16177128.54201
cmr,2009,8024777.32558
cmr,2010,11608865.41852
cmr,2011,10879607.32443
cmr,2012,7360598.07107
cmr,2013,7843699.02893
cmr,2014,7999881.23923
cmr,2015,7019482.2162
cmr,2016,905736.26239
cmr,2017,4253982.76854
cmr,2018,2347496.66179
cmr,2019,1947036.74502
cmr,2020,2099252.20997
cmr,2021,12524891.96912
cmr,2022,19012341.24589
cmr,2023,21017193.82971
cod,2005,2100000
cod,2006,1900000
cod,2007,1900000
cod,2008,2600000
cod,2009,34300000
cod,2013,20300000
cod,2014,10736427.231
cog,2016,3764729.76849
cog,2019,32059475.88873
cog,2020,7277800.30642
cog,2021,5676872.6091
col,1968,7999999.99997
col,1969,6999999.99997
col,1970,9999999.99994
col,1971,1002979.99999
col,1972,6514260
col,1973,8344909.99997
col,1974,8418479.99991
col,1975,4856600
col,1976,8081639.99997
col,1977,7005119.99994
col,1978,5007999.99997
col,1980,11000000
col,1981,11000000
col,1982,11000000
col,1983,12000000
col,1984,10000000
col,1985,7000000
col,1986,7000000
col,1987,10000000
col,1988,10000000
col,1989,12000000
col,1990,13000000
col,1991,19000000
col,1992,17400000
col,1993,18600000
col,1994,19568950
col,1995,28944760
col,1996,60648380
col,1997,60221550
col,1998,61699170
col,1999,69127270
col,2000,74072082.03125
col,2001,77274090.82031
col,2002,80104996.09375
col,2003,77372537.10938
col,2004,87676363.28125
col,2005,122467029.29688
col,2006,140808115.23438
col,2007,347620984.375
col,2008,470855703.125
col,2009,510385125
col,2010,615031453.125
col,2011,753789593.75
col,2012,947980078.125
col,2013,1282431218.75
col,2014,1401046312.5
col,2015,1345633687.5
col,2016,1257276812.5
col,2017,1275576187.5
col,2018,1412618281.25
col,2019,1334981000
col,2020,1122727656.25
col,2021,1358180421.20769
col,2022,1651368251.57688
col,2023,1978060034.60174
col,2024,1938892664.00927
com,2014,311737.48186
com,2015,775837.43448
com,2016,639722.20877
com,2017,423791.18373
com,2018,465764.03282
com,2019,522475.43949
com,2020,674544.29431
com,2021,2060441.93688
com,2022,2106604.33973
com,2023,2364246.79209
cpv,1986,113544.3192
cpv,1987,401844.54743
cpv,1988,116141.1177
cpv,1989,49244.60612
cpv,1990,120660.27588
cpv,1991,41311.70498
cpv,1992,104384.77306
cpv,1993,212616.23096
cpv,1994,59713.64316
cpv,1995,94986.12075
cpv,1996,26273.90077
cpv,1997,79740.99381
cpv,1998,335135.37467
cpv,1999,196520.80813
cpv,2001,136219.30559
cpv,2002,193783.68663
cpv,2003,47776.39577
cpv,2004,256892.69377
cpv,2005,68001.46525
cpv,2006,2245.9009
cpv,2007,1289652.3775
cpv,2008,34422.24736
cpv,2010,343346.43525
cpv,2012,73921.97125
cpv,2013,110127.25698
cpv,2014,4795783.85016
cpv,2015,8051787.06017
cpv,2016,2401054.94549
cpv,2017,5757382.69097
cpv,2018,11338112.59462
cpv,2019,10027653.91816
cpv,2020,3695371.61614
cpv,2021,1357429.11528
cpv,2022,1217390.88689
cpv,2023,1961357.78591
cpv,2024,1978781.62223
cri,1977,4200000
cri,1978,4500000
cri,1979,5700000
cri,1980,4300000
cri,1981,4100000
cri,1982,2900000
cri,1983,3600000
cri,1984,9100000
cri,1985,9600000
cri,1986,7900000
cri,1987,8600000
cri,1988,7600000
cri,1989,10000000
cri,1990,9100000
cri,1991,11000000
cri,1992,9200000
cri,1993,5500000
cri,1994,11000000
cri,1995,13400000
cri,1996,23570000
cri,1997,27190000
cri,1998,31970000
cri,1999,30796000
cri,2000,49833730
cri,2001,49021813.48085
cri,2002,51154010
cri,2003,63871136
cri,2004,51358969
cri,2005,56875640
cri,2006,87482020
cri,2007,52944749.87514
cri,2008,86390876.09965
cri,2009,119400565.1051
cri,2010,158855730.1064
cri,2011,214778111.9779
cri,2012,310560930.38155
cri,2013,374402372.58932
cri,2014,454698564.82473
cri,2015,495827687.75337
cri,2016,503368674.56457
cri,2017,538240000
cri,2018,623646376.51476
cri,2019,594092066.89066
cri,2020,591453203.96726
cri,2021,624290765.1143
cri,2022,957627356.10881
cri,2023,1018499289.07927
cri,2024,1142033587.29849
cym,2016,81139539.09003
cym,2017,68007595.05493
cym,2018,74328319.8631
cym,2019,74938827.49202
cym,2020,90815765.95213
cym,2021,92492723.08422
cym,2022,104827542.03211
cym,2023,102669398.67467
cyp,1979,282132.12351
cyp,1980,283244.64595
cyp,1981,237286.90386
cyp,1982,210355.42051
cyp,1983,189882.75401
cyp,1984,169956.49757
cyp,1985,163251.36215
cyp,1987,2702160.11719
cyp,1988,3000243.23401
cyp,1989,3436947.76126
cyp,1990,4366050.39259
cyp,1991,1507228.77687
cyp,1992,7340697.14008
cyp,1993,8041733.91846
cyp,1994,9955484.761
