geo,time,se_sec_tcaq_zs
cub,2007,100
cub,2008,100
cub,2009,100
cub,2010,100
cub,2011,100
cub,2012,100
cub,2013,100
cub,2014,100
cub,2015,100
cub,2016,100
cub,2017,100
cub,2018,100
cub,2019,100
cub,2020,100
cub,2021,100
cub,2022,100
cym,1999,100
cym,2000,100
cym,2001,100
cym,2004,99.58159
cym,2005,99.63636
cym,2006,99.68354
cym,2008,98.33795
cym,2011,99.72452
cym,2012,99.04153
cym,2018,100
cym,2019,100
cym,2020,99.97102
cym,2021,100
cym,2022,100
cyp,2017,100
cyp,2018,100
cyp,2019,100
cyp,2020,100
cyp,2021,100
dji,2011,100
dji,2014,100
dji,2015,100
dma,1999,30.58511
dma,2000,30.92486
dma,2001,31.5508
dma,2002,37.92325
dma,2003,29.78261
dma,2004,35.95506
dma,2005,31.25
dma,2006,34.28571
dma,2007,40.51173
dma,2008,31.02767
dma,2009,36.45038
dma,2010,38.74755
dma,2011,40.93458
dma,2012,41.071
dma,2013,41.06814
dma,2014,46.31783
dma,2015,45.38462
dma,2016,48.56115
dma,2019,44.95968
dma,2021,47.43326
dma,2022,42.62948
dom,2004,73.1415
dom,2005,84.80528
dom,2006,79.87768
dom,2007,84.88174
dom,2008,85.51017
dom,2009,84.5211
dom,2010,90.24748
dom,2011,79.41449
dom,2012,89.8518
dom,2013,76.25657
dom,2015,82.8314
dom,2021,100
ecu,2000,84.24528
ecu,2001,86.30135
ecu,2002,67.36916
ecu,2003,70.07669
ecu,2004,69.47044
ecu,2005,69.8586
ecu,2006,70.24357
ecu,2007,70.52269
ecu,2019,74.39716
ecu,2020,74.73831
ecu,2021,75.23674
ecu,2022,75.94081
egy,2016,67.33942
egy,2018,81.88586
egy,2019,82.91443
egy,2020,77.03161
egy,2021,84.58336
eri,1999,56.45303
eri,2000,60.61575
eri,2001,61.95572
eri,2002,49.66096
eri,2003,48.07565
eri,2004,50.02464
eri,2005,51.10059
eri,2006,48.9255
eri,2007,50.0099
eri,2009,64.12119
eri,2010,66.78622
eri,2011,71.11624
eri,2012,77.38944
eri,2013,83.21157
esp,2001,100
esp,2002,100
esp,2003,100
esp,2004,100
esp,2005,100
esp,2006,100
esp,2007,100
esp,2008,100
esp,2009,100
esp,2010,100
esp,2011,100
esp,2012,100
esp,2013,100
esp,2014,100
esp,2015,100
esp,2016,100
esp,2017,100
esp,2018,100
esp,2019,100
esp,2020,100
esp,2021,100
eth,2008,64.0967
fji,2007,96.07118
fji,2011,100
fji,2012,100
fsm,2013,0.392
fsm,2014,3.848
fsm,2015,4.893
fsm,2016,5.855
fsm,2018,33.553
fsm,2019,30.95
fsm,2020,28.131
fsm,2021,31.089
geo,2000,81.95776
geo,2008,95.09519
geo,2009,94.71504
gha,1999,74.20702
gha,2000,73.03367
gha,2001,73.83391
gha,2002,73.74355
gha,2003,76.21408
gha,2004,81.33812
gha,2005,75.71454
gha,2006,71.87862
gha,2007,70.84941
gha,2008,68.67708
gha,2009,70.03651
gha,2010,70.41478
gha,2011,70.41256
gha,2012,71.69228
gha,2013,72.77927
gha,2014,72.30863
gha,2015,73.67736
gha,2016,75.74897
gha,2017,76.15113
gha,2018,77.10978
gha,2021,78.1663
gib,1999,99.18033
gib,2000,98.3871
gib,2001,100
gib,2008,91.20521
gib,2009,95.39007
gib,2016,85.6
gib,2017,98.63946
gib,2022,6.27803
gin,2008,90.80986
gin,2019,50.1
gmb,2013,89.7935
gmb,2014,93.90055
gmb,2015,91.74528
gmb,2017,94.92743
gmb,2018,100
gmb,2019,95.90578
gmb,2020,74.12106
gmb,2021,72.26148
gnq,2005,24.71741
grd,2003,30.67568
grd,2008,33.13253
grd,2010,25.26882
grd,2013,40.61196
grd,2014,39.94845
grd,2015,41.83673
grd,2016,42.69082
grd,2017,44.59279
grd,2018,46.28331
grd,2020,39.2663
grd,2022,38.73518
guy,2003,57.02689
guy,2005,54.91699
guy,2008,54.86849
guy,2009,55.12784
guy,2010,57.35528
hkg,1999,80.46721
hkg,2000,82.24999
hkg,2001,84.29187
hkg,2002,86.65885
hkg,2003,87.79276
hkg,2004,90.69878
hkg,2005,92.89728
hkg,2006,95.02652
hkg,2007,94.30875
hkg,2008,93.98363
hkg,2009,93.31926
hkg,2010,94.16552
hkg,2011,94.56663
hkg,2012,93.77655
hkg,2013,95.00097
hkg,2014,96.13397
hkg,2015,96.57293
hkg,2016,96.92313
hkg,2017,97.21031
hkg,2018,97.00058
hkg,2019,96.219
hkg,2020,95.74387
hkg,2021,95.09131
hkg,2022,93.30408
hnd,2004,64.40271
hrv,1999,100
hrv,2000,100
hrv,2001,100
hrv,2002,100
hrv,2003,100
idn,2022,38.305
ind,2017,76.479
ind,2019,75.567
ind,2020,80.22
ind,2021,89.717
ind,2022,90.293
ind,2023,92.004
irn,2013,100
irn,2014,100
irn,2016,97.25956
irn,2017,97.52601
irq,2000,100
irq,2004,100
jam,2014,83.8232
jam,2015,85.21261
jam,2016,100
jam,2017,100
jam,2018,100
jam,2019,100
jam,2020,100
jor,2014,100
jor,2017,100
jor,2018,100
jor,2019,100
jor,2020,100
jor,2021,100
jor,2022,100
kaz,2015,100
kaz,2016,100
kaz,2017,100
kaz,2018,100
kaz,2019,100
kaz,2020,100
ken,2006,97.78745
ken,2007,95.03996
ken,2008,97.19664
ken,2009,92.34262
kgz,2003,71.80705
kgz,2004,73.26454
kgz,2005,75.93295
kgz,2006,77.86137
kgz,2007,79.09492
kgz,2008,80.47898
kgz,2009,87.70074
kgz,2010,76.2557
kgz,2011,76.988
kgz,2012,77.633
kgz,2013,84.27352
kgz,2015,81.504
kgz,2016,75.4019
kgz,2017,74.76755
khm,2001,99.57606
khm,2002,99.04532
khm,2006,98.96564
khm,2007,99.35554
khm,2021,100
kir,2005,66.76514
kir,2006,50.86614
kir,2007,60.64319
kir,2008,62.04819
kir,2010,65.62
kir,2011,61.669
kir,2012,51.452
kir,2013,64.316
kna,2000,28.18182
kna,2001,34.57447
kna,2002,40.42553
kna,2003,40.52758
kna,2004,35.39192
kna,2005,39.04282
kna,2007,39.82103
kna,2008,35.73141
kna,2009,49.88662
kna,2010,47.09677
kna,2011,55.55556
kna,2012,53.125
kna,2014,50.67961
kna,2015,59.73025
kna,2016,61.66983
kor,2000,100
kor,2001,100
kor,2002,100
kor,2003,100
kor,2004,100
kor,2005,100
kor,2006,100
kor,2007,100
kor,2008,100
kor,2009,100
kor,2010,100
kor,2011,100
kor,2012,100
kor,2013,100
kor,2014,100
kor,2015,100
kor,2016,100
kor,2017,100
kor,2018,100
kor,2019,100
kor,2020,100
kor,2021,100
kwt,1999,100
kwt,2000,100
kwt,2001,100
kwt,2004,100
kwt,2007,100
kwt,2008,100
kwt,2021,100
lao,1999,97.5089
lao,2000,97.5891
lao,2001,95.83005
lao,2002,96.40493
lao,2003,98.14102
lao,2004,96.75247
lao,2005,90.62992
lao,2006,94.85207
lao,2007,93.11514
lao,2008,89.50157
lao,2009,99.33326
lao,2010,99.34878
lao,2011,99.40776
lao,2012,99.47627
lao,2013,99.59692
lao,2014,99.63061
lao,2015,99.33918
lao,2016,97.17871
lao,2017,95.846
lao,2019,97.911
lao,2020,99.462
lao,2021,99.657
lao,2022,93.674
lbr,2011,54.612
lbr,2014,54.6347
lbr,2015,61.72369
lbr,2017,80.042
lbr,2020,82.522
lca,2001,56.26703
lca,2005,57.53425
lca,2006,57.04142
lca,2008,56.58836
lca,2009,58.08383
lca,2010,61.019
lca,2011,65.06379
lca,2012,65.04382
lca,2013,68.839
lca,2014,71.06
lca,2015,71.848
lca,2017,72.772
lca,2018,76.541
lca,2019,73.752
lca,2020,71.063
lca,2022,72.69338
lka,2011,82.11032
lka,2016,79.44385
lka,2017,82.313
lka,2018,79.26
lka,2019,79.418
lka,2020,81.415
lka,2021,80.275
lso,1999,85.89124
lso,2000,86.66865
lso,2001,87.93054
lso,2002,88.77609
lso,2005,82.0887
lso,2006,87.11409
lso,2007,81.25312
lso,2015,100
lso,2016,88.8649
lso,2022,85.83273
lso,2023,97.567
ltu,2009,89.20046
ltu,2010,91
ltu,2011,92.59893
ltu,2012,93.5005
ltu,2013,93.90036
ltu,2014,94.60089
ltu,2015,94.89885
ltu,2016,94.99893
ltu,2017,94.79968
ltu,2018,94.09913
ltu,2019,93.29942
ltu,2020,94.98855
lva,2010,100
lva,2011,100
lva,2012,100
lva,2013,100
lva,2014,100
lva,2015,100
lva,2016,100
lva,2017,100
lva,2018,100
lva,2019,100
lva,2020,100
lva,2021,100
mac,1999,58.81929
mac,2000,60.49966
mac,2001,59.34608
mac,2002,60.1255
mac,2003,62.98157
mac,2004,63.86807
mac,2005,66.58642
mac,2006,67.96657
mac,2007,69.45701
mac,2008,71.01516
mac,2009,71.44725
mac,2010,71.16773
mac,2011,72.09671
mac,2012,74.27419
mac,2013,76.92308
mac,2014,81.75933
mac,2015,87.37162
mac,2016,89.16914
mac,2017,90.66421
mac,2018,91.3458
mac,2019,92.77198
mac,2020,93.09078
mac,2021,93.24422
mac,2022,93.46334
mar,2017,100
mar,2018,100
mar,2019,100
mar,2020,100
mar,2021,100
mar,2022,100
mco,2019,76.88889
mco,2020,80.56156
mco,2021,77.52101
mco,2022,79.74684
mco,2023,71.46067
mda,2019,100
mda,2020,100
mda,2021,100
mdg,2014,20.68336
mdg,2017,20.83894
mdg,2018,20.17027
mdv,1998,75.55249
mdv,2002,81.49024
mdv,2010,94.894
mdv,2011,98.312
mdv,2012,93.877
mdv,2013,98.849
mdv,2014,92.103
mdv,2015,93.405
mdv,2016,94.864
mdv,2017,96.531
mdv,2018,98.336
mdv,2019,93.56562
mex,2004,88.79637
mex,2005,89.36711
mex,2006,85.318
mex,2007,90.00625
mex,2008,88.78647
mex,2009,89.85324
mex,2010,90.99565
mex,2011,85.67287
mex,2012,91.79758
mex,2013,83.11338
mex,2014,85.98752
mex,2015,87.37298
mex,2016,88.48874
mex,2017,89.24605
mex,2018,89.93733
mex,2019,86.45804
mex,2020,87.38135
mex,2021,88.27445
mhl,2020,55.38991
mhl,2022,73.69173
mli,2008,80.66564
mlt,2015,78.13205
mlt,2016,76.92308
mlt,2017,69.99168
mlt,2019,69.53428
mlt,2020,67.85084
mlt,2021,67.70433
mmr,1999,69.47833
mmr,2000,69.88968
mmr,2001,65.07979
mmr,2002,66.42022
mmr,2004,84.30471
mmr,2006,95.39186
mmr,2007,97.0992
mmr,2008,97.84881
mmr,2009,96.05007
mmr,2010,98.81844
mmr,2014,93.82536
mmr,2016,91.78675
mmr,2017,93.03102
mmr,2018,88.98542
mng,1998,100
mng,1999,100
mng,2000,100
mng,2001,100
mng,2002,100
mng,2003,100
mng,2004,100
mng,2005,100
mng,2006,100
mng,2010,97.605
mng,2014,100
mng,2016,100
mng,2017,98.102
mng,2018,88.89
mng,2019,87.08
moz,2006,64.40942
moz,2007,62.43369
moz,2008,65.00143
moz,2009,72.81505
moz,2010,75.29711
moz,2011,79.77544
moz,2012,84.14667
moz,2013,86.86927
moz,2014,88.76962
moz,2015,84.92604
mrt,2004,100
mrt,2006,100
mrt,2014,86.8713
mrt,2017,97.21319
mrt,2019,92.54624
mus,2012,44.3596
mus,2013,45.49518
mus,2014,31.8472
mus,2015,31.27745
mus,2017,55.25704
mus,2018,53.11013
mus,2019,47.50946
mus,2020,52.18163
mus,2021,48.36211
mwi,2007,50.21793
mwi,2008,52.84548
mwi,2010,59.74018
mwi,2011,59.36266
mwi,2012,64.66514
mwi,2013,65.61798
mwi,2022,65.162
mwi,2023,65.407
mys,2006,99.40158
mys,2007,99.95088
mys,2008,96.17668
mys,2009,94.23212
mys,2010,94.22975
mys,2011,97.97991
mys,2012,99.41579
mys,2013,98.47147
mys,2016,99.1224
mys,2017,98.21283
mys,2018,93.43966
mys,2019,89.78892
mys,2020,90.50215
mys,2021,90.28246
mys,2022,83.234
nam,1998,87.71273
nam,1999,92.0934
nam,2000,93.3385
nam,2001,93.62927
nam,2002,93.95973
nam,2003,95.42203
nam,2004,96.18974
nam,2005,96.55699
nam,2006,95.81673
nam,2007,97.46225
ner,2003,28.16614
ner,2004,29.99415
ner,2006,20.9296
ner,2010,16.5812
nga,2003,79.45728
nga,2006,70.029
nga,2010,45.93253
nga,2018,66.79136
nic,1999,47.80638
nic,2000,44.63651
nic,2001,44.63277
nic,2004,45.96278
nic,2005,52.50385
nic,2006,52.82273
nic,2007,59.92992
nic,2008,58.94581
nic,2010,52.5681
nic,2022,37.00304
npl,2008,58.20877
npl,2010,65.07927
npl,2011,83.798
npl,2013,82.593
npl,2014,80.149
npl,2015,85.289
npl,2016,84.824
npl,2017,88.70498
npl,2019,83.25529
npl,2020,83.38531
npl,2021,83.385
npl,2023,97.108
nru,2007,36.36364
omn,1999,99.96113
omn,2000,100
omn,2001,100
omn,2017,100
omn,2018,100
omn,2019,100
omn,2020,100
omn,2021,100
omn,2022,100
pak,2019,71.147
pak,2021,71.125
pan,1999,77.30181
pan,2000,81.90086
pan,2001,93.47869
pan,2002,81.1247
pan,2004,83.43783
pan,2005,82.9673
pan,2006,89.96139
pan,2007,90.5918
pan,2008,90.93269
pan,2009,89.85067
pan,2010,88.34658
pan,2011,87.28356
pan,2014,95.70731
phl,2014,100
phl,2015,100
phl,2016,100
phl,2017,100
phl,2018,100
phl,2019,100
phl,2020,100
phl,2021,100
png,1998,100
png,2012,100
pol,2010,98.52289
pol,2011,98.57849
pol,2012,98.66817
pol,2013,98.76989
pol,2014,98.82218
pol,2015,98.77188
pol,2016,98.76987
pol,2017,98.72604
pol,2018,100
pol,2019,100
pri,2014,93.99974
pri,2015,94.90813
pri,2016,84.01803
prt,2000,100
prt,2001,100
prt,2002,100
prt,2003,100
prt,2004,100
prt,2005,100
prt,2006,100
prt,2007,100
prt,2008,100
prt,2009,100
prt,2010,100
prt,2011,100
prt,2012,100
prt,2013,100
prt,2014,100
prt,2015,100
prt,2016,100
prt,2017,100
prt,2018,100
prt,2019,100
prt,2020,100
pry,2012,81.00391
pse,2007,100
pse,2008,100
pse,2009,100
pse,2010,100
pse,2011,100
pse,2012,100
pse,2013,100
pse,2014,100
pse,2015,100
pse,2016,100
pse,2017,100
pse,2018,100
pse,2019,100
pse,2020,100
pse,2021,100
pse,2022,100
qat,2006,68.41935
qat,2008,52.80141
qat,2011,66.62027
qat,2015,100
qat,2016,100
qat,2017,100
qat,2018,100
qat,2019,100
qat,2020,100
qat,2021,100
qat,2022,100
rwa,2007,53.35867
rwa,2011,82.96462
rwa,2012,83.47547
rwa,2013,89.17045
rwa,2015,51.52581
rwa,2016,58.91901
rwa,2017,57.98455
rwa,2021,78.75849
rwa,2022,78.89322
sau,2013,100
sau,2014,100
sau,2015,100
sau,2016,100
sau,2017,100
sau,2018,100
sau,2019,100
sau,2020,100
sau,2021,100
sau,2022,100
sen,2011,39.42585
sen,2012,45.19019
sen,2013,55.48466
sen,2014,61.49653
sen,2015,72.45545
sen,2020,72.42733
sen,2021,76.96098
sen,2022,72.88006
sgp,2007,99.48702
sgp,2008,98.96815
sgp,2009,99.26895
sgp,2016,98.99896
sgp,2017,99.00194
sgp,2018,98.29773
sgp,2019,97.87131
sgp,2020,98.17815
sgp,2021,98.0792
slb,2010,70.81272
slb,2011,69.328
slb,2012,69.81954
slb,2013,74.836
slb,2015,76.47593
slb,2016,82.219
slb,2017,85.165
slb,2018,88.271
sle,2011,61.2074
sle,2012,62.63932
sle,2013,64.25035
sle,2015,70.33007
slv,2003,89.98931
slv,2004,89.54009
slv,2005,89.03785
slv,2007,88.05259
slv,2008,87.5122
slv,2009,92.81799
slv,2011,91.45626
slv,2015,92.04181
slv,2016,92.77741
slv,2017,92.56258
slv,2018,92.45562
smr,2021,5.20446
smr,2022,4.18118
srb,2007,100
srb,2009,84.9108
srb,2011,43.92402
stp,2011,44.59235
stp,2014,48.1715
stp,2015,36.39775
sur,2010,66.09608
sur,2011,70.15168
sur,2012,68.89107
sur,2013,69.65247
sur,2014,69.33143
sur,2015,71.26286
svk,2014,95.87479
svk,2022,97.99298
swz,1998,99.18033
swz,2002,82.62679
swz,2003,92.01954
swz,2004,99.30593
swz,2005,98.70314
swz,2006,99.22091
swz,2007,99.49518
swz,2009,78.75768
swz,2010,72.96524
swz,2011,74.26667
swz,2012,75.86393
swz,2013,76.31354
swz,2015,73.23169
syc,1998,87.56757
syc,1999,85.54422
syc,2000,86.26761
syc,2001,84.38095
syc,2003,84.87395
syc,2008,98.53748
syc,2009,93.28859
syc,2012,79.66942
syc,2013,84.53782
syc,2014,86.54545
syc,2015,98.86548
syc,2016,88.71473
syc,2017,90.23622
syc,2018,100
syc,2019,89.39828
syc,2020,91.71348
syc,2022,90.8284
syr,1999,89.784
tca,1999,100
tca,2000,46.15385
tca,2003,97.26027
tca,2015,97.61905
tca,2017,98.054
tca,2018,97.034
tca,2020,96.37097
tca,2021,96.60297
tca,2022,94.77912
tcd,2013,53.02731
tcd,2016,44.01907
tcd,2022,62.61185
tgo,2004,56.58718
tgo,2005,48.46519
tgo,2006,50.26656
tgo,2021,34.45656
tha,2014,100
tha,2015,100
tha,2016,100
tha,2017,100
tha,2018,100
tha,2019,100
tha,2020,100
tha,2021,100
tha,2022,100
tha,2023,100
tjk,2002,93.64881
tjk,2003,94.07968
tjk,2004,92.11587
tkm,2019,99.40643
tkm,2020,99.793
tkm,2021,99.67885
ton,1998,59.34379
ton,2013,65.05376
ton,2014,57.43728
ton,2015,58.65562
tto,2020,91.02446
tun,2017,100
tun,2018,100
tun,2020,100
tun,2022,100
tuv,2016,45.52239
tuv,2018,65.07937
tuv,2019,60.71429
tuv,2020,62.12121
tuv,2021,55.88235
tuv,2022,28.69955
ukr,2018,93.44218
ukr,2020,94.31414
ukr,2021,94.53758
usa,2014,100
usa,2015,100
usa,2016,100
usa,2017,100
usa,2018,100
usa,2019,100
usa,2020,100
usa,2021,100
uzb,2006,100
uzb,2007,100
uzb,2008,100
uzb,2009,100
uzb,2010,100
uzb,2011,100
uzb,2016,100
uzb,2017,97.882
uzb,2018,100
uzb,2019,100
uzb,2020,100
uzb,2021,100
uzb,2022,100
uzb,2023,100
vct,2000,49.50739
vct,2001,59.01235
vct,2002,54.15677
vct,2003,50.34325
vct,2004,53.91304
vct,2007,31.10721
vct,2008,55.85284
vct,2009,47.9684
vct,2010,62.94118
vct,2011,59.84615
vct,2012,58.23529
vct,2013,57.36544
vct,2014,50.14925
vct,2015,58.39416
vct,2017,61.222
vct,2018,58.416
vct,2019,62.5
vct,2020,62.01
vct,2021,60.075
vct,2022,64.024
vgb,1999,63.15789
vgb,2003,71.76471
vgb,2015,88.84462
vgb,2016,67.857
vgb,2018,99.19679
vgb,2019,67.91045
vgb,2020,69.46565
vgb,2021,67.96875
vgb,2022,47.50831
vnm,2022,91.359
vut,2021,100
zaf,2016,100
zwe,2012,71.09126
zwe,2013,72.95057
