geo,time,ag_lnd_agri_k2
ago,2004,443100
ago,2005,441830
ago,2006,441370
ago,2007,442450
ago,2008,441950
ago,2009,446300
ago,2010,448500
ago,2011,453160
ago,2012,453030
ago,2013,454880
ago,2014,456740
ago,2015,457890
ago,2016,458240
ago,2017,457720
ago,2018,457920
ago,2019,458770
ago,2020,458920
ago,2021,458970
alb,1961,12320
alb,1962,12320
alb,1963,12330
alb,1964,12300
alb,1965,12370
alb,1966,12400
alb,1967,12440
alb,1968,12400
alb,1969,12350
alb,1970,12300
alb,1971,12000
alb,1972,11740
alb,1973,11460
alb,1974,11220
alb,1975,10800
alb,1976,10750
alb,1977,11090
alb,1978,11140
alb,1979,11170
alb,1980,11180
alb,1981,11160
alb,1982,11140
alb,1983,11100
alb,1984,11130
alb,1985,11120
alb,1986,11110
alb,1987,11110
alb,1988,11170
alb,1989,11100
alb,1990,11210
alb,1991,11270
alb,1992,11270
alb,1993,11260
alb,1994,11260
alb,1995,11270
alb,1996,11310
alb,1997,11350
alb,1998,11390
alb,1999,11450
alb,2000,11440
alb,2001,11390
alb,2002,11400
alb,2003,11210
alb,2004,11220
alb,2005,10770
alb,2006,11200
alb,2007,11190
alb,2008,11810
alb,2009,12013
alb,2010,12013
alb,2011,12010
alb,2012,12013
alb,2013,11873
alb,2014,11742.9
alb,2015,11743
alb,2016,11817
alb,2017,11742.81
alb,2018,11740.81
alb,2019,11740
alb,2020,11655.55
alb,2021,11363.3
and,1961,260
and,1962,260
and,1963,260
and,1964,260
and,1965,260
and,1966,260
and,1967,260
and,1968,260
and,1969,260
and,1970,260
and,1971,250
and,1972,250
and,1973,240
and,1974,240
and,1975,240
and,1976,230
and,1977,230
and,1978,230
and,1979,230
and,1980,230
and,1981,230
and,1982,230
and,1983,230
and,1984,230
and,1985,230
and,1986,230
and,1987,230
and,1988,230
and,1989,230
and,1990,230
and,1991,230
and,1992,230
and,1993,230
and,1994,230
and,1995,230
and,1996,230
and,1997,230
and,1998,230
and,1999,230
and,2000,230
and,2001,227.5
and,2002,228.5
and,2003,228.6
and,2004,228.1
and,2005,218
and,2006,217.8
and,2007,207.7
and,2008,207.6
and,2009,207.7
and,2010,197.7
and,2011,197.7
and,2012,187.6
and,2013,188.1
and,2014,188
and,2015,188.1
and,2016,188.2
and,2017,188.2
and,2018,188.34
and,2019,188.001
and,2020,187.773
and,2021,187.562
are,1961,2080
are,1962,2080
are,1963,2080
are,1964,2080
are,1965,2090
are,1966,2100
are,1967,2100
are,1968,2100
are,1969,2100
are,1970,2120
are,1971,2120
are,1972,2120
are,1973,2130
are,1974,2140
are,1975,2150
are,1976,2160
are,1977,2170
are,1978,2180
are,1979,2190
are,1980,2230
are,1981,2270
are,1982,2270
are,1983,2320
are,1984,2320
are,1985,2350
are,1986,2380
are,1987,2380
are,1988,2390
are,1989,2390
are,1990,2850
are,1991,3100
are,1992,3390
are,1993,3550
are,1994,3720
are,1995,3830
are,1996,3870
are,1997,3950
are,1998,3980
are,1999,5160
are,2000,5470
are,2001,5620
are,2002,5660
are,2003,5540
are,2004,5540
are,2005,5570
are,2006,5386
are,2007,5326
are,2008,5396
are,2009,3879
are,2010,3923
are,2011,3885
are,2012,3767
are,2013,3794
are,2014,3825
are,2015,3828
are,2016,3838
are,2017,3838
are,2018,3817.5
are,2019,3904
are,2020,3898
are,2021,3915.615
arg,1961,1378290
arg,1962,1364340
arg,1963,1348750
arg,1964,1332970
arg,1965,1317800
arg,1966,1309480
arg,1967,1297030
arg,1968,1292350
arg,1969,1273820
arg,1970,1273830
arg,1971,1273830
arg,1972,1273830
arg,1973,1273830
arg,1974,1273830
arg,1975,1273830
arg,1976,1273830
arg,1977,1273830
arg,1978,1273830
arg,1979,1273830
arg,1980,1273830
arg,1981,1273830
arg,1982,1273840
arg,1983,1273850
arg,1984,1273840
arg,1985,1273840
arg,1986,1273840
arg,1987,1273840
arg,1988,1273800
arg,1989,1274700
arg,1990,1275650
arg,1991,1276600
arg,1992,1277550
arg,1993,1278500
arg,1994,1279480
arg,1995,1280450
arg,1996,1281420
arg,1997,1282350
arg,1998,1283300
arg,1999,1284120
arg,2000,1285100
arg,2001,1286060
arg,2002,1287100
arg,2003,1291033
arg,2004,1294966
arg,2005,1299209
arg,2006,1301389
arg,2007,1299684
arg,2008,1270469
arg,2009,1243284
arg,2010,1262679
arg,2011,1253184
arg,2012,1247419
arg,2013,1229374
arg,2014,1211889
arg,2015,1207394
arg,2016,1189899
arg,2017,1176404
arg,2018,1159577.597
arg,2019,1165577.597
arg,2020,1177577.597
arg,2021,1179577.597
arm,1961,11700
arm,1962,11700
arm,1963,11700
arm,1964,11700
arm,1965,11700
arm,1966,11700
arm,1967,11700
arm,1968,11700
arm,1969,11700
arm,1970,11700
arm,1971,11700
arm,1972,11700
arm,1973,11700
arm,1974,11700
arm,1975,11700
arm,1976,11700
arm,1977,11700
arm,1978,11700
arm,1979,11700
arm,1980,11700
arm,1981,11700
arm,1982,11700
arm,1983,11700
arm,1984,11700
arm,1985,11700
arm,1986,11700
arm,1987,11700
arm,1988,11700
arm,1989,11700
arm,1990,11700
arm,1991,11700
arm,1992,11700
arm,1993,11810
arm,1994,12000
arm,1995,12440
arm,1996,13060
arm,1997,13320
arm,1998,13280
arm,1999,13230
arm,2000,13230
arm,2001,13280
arm,2002,13910
arm,2003,14440
arm,2004,15050
arm,2005,16050
arm,2006,17564
arm,2007,17519
arm,2008,17488
arm,2009,17463
arm,2010,17350
arm,2011,16981
arm,2012,16830
arm,2013,16830
arm,2014,16807
arm,2015,16767
arm,2016,16768
arm,2017,16761
arm,2018,16773
arm,2019,16770
arm,2020,16760
arm,2021,16748.2
asm,1961,19.3
asm,1962,19.3
asm,1963,19.3
asm,1964,19.3
asm,1965,19.3
asm,1966,19.3
asm,1967,19.3
asm,1968,19.3
asm,1969,19.3
asm,1970,19.3
asm,1971,19.3
asm,1972,19.3
asm,1973,19.3
asm,1974,19.3
asm,1975,19.3
asm,1976,19.3
asm,1977,19.3
asm,1978,19.3
asm,1979,19.3
asm,1980,19.3
asm,1981,19.3
asm,1982,19.3
asm,1983,19.3
asm,1984,19.3
asm,1985,19.3
asm,1986,19.3
asm,1987,19.3
asm,1988,19.3
asm,1989,19.3
asm,1990,19.3
asm,1991,19.64
asm,1992,19.98
asm,1993,20.32
asm,1994,20.66
asm,1995,21
asm,1996,21.34
asm,1997,21.68
asm,1998,22.02
asm,1999,22.36
asm,2000,22.7
asm,2001,23
asm,2002,23.3
asm,2003,23.6
asm,2004,23.9
asm,2005,24.2
asm,2006,24.5
asm,2007,24.8
asm,2008,25.1
asm,2009,25.4
asm,2010,25.7
asm,2011,26
asm,2012,26.3
asm,2013,26.6
asm,2014,26.9
asm,2015,27.2
asm,2016,27.5
asm,2017,27.8
asm,2018,28.1
asm,2019,28.4
asm,2020,28.7
asm,2021,29
atg,1961,100
atg,1962,90
atg,1963,90
atg,1964,90
atg,1965,90
atg,1966,90
atg,1967,90
atg,1968,90
atg,1969,90
atg,1970,90
atg,1971,100
atg,1972,90
atg,1973,90
atg,1974,90
atg,1975,90
atg,1976,90
atg,1977,90
atg,1978,90
atg,1979,90
atg,1980,90
atg,1981,90
atg,1982,90
atg,1983,90
atg,1984,90
atg,1985,90
atg,1986,90
atg,1987,90
atg,1988,90
atg,1989,90
atg,1990,90
atg,1991,90
atg,1992,90
atg,1993,90
atg,1994,90
atg,1995,90
atg,1996,90
atg,1997,90
atg,1998,90
atg,1999,90
atg,2000,90
atg,2001,90
atg,2002,90
atg,2003,90
atg,2004,90
atg,2005,90
atg,2006,90
atg,2007,90
atg,2008,90
atg,2009,90
atg,2010,90
atg,2011,90
atg,2012,90
atg,2013,90
atg,2014,90
atg,2015,90
atg,2016,90
atg,2017,90
atg,2018,90
atg,2019,90
atg,2020,90
atg,2021,90
aus,1961,4744844.445
aus,1962,4765929.315
aus,1963,4793695.782
aus,1964,4819038.096
aus,1965,4862591.91
aus,1966,4870285.257
aus,1967,4895805.639
aus,1968,5135695.611
aus,1969,5108880.189
aus,1970,4934324.985
aus,1971,4995361.667
aus,1972,4998150
aus,1973,4978970
aus,1974,5003570
aus,1975,4995470
aus,1976,5007420
aus,1977,4915100
aus,1978,4961000
aus,1979,4932380
aus,1980,4956380
aus,1981,4955650
aus,1982,4907720
aus,1983,4837890
aus,1984,4865580
aus,1985,4867910
aus,1986,4685410
aus,1987,4710200
aus,1988,4720520
aus,1989,4671040
aus,1990,4644370
aus,1991,4627820
aus,1992,4660040
aus,1993,4600970
aus,1994,4691430
aus,1995,4633880
aus,1996,4652300
aus,1997,4622330
aus,1998,4638810
aus,1999,4536930
aus,2000,4554690
aus,2001,4557000
aus,2002,4470000
aus,2003,4395000
aus,2004,3949060
aus,2005,4102300
aus,2006,4093020
aus,2007,3983555
aus,2008,3892880
aus,2009,3842570
aus,2010,3763720
aus,2011,3961210
aus,2012,3870760
aus,2013,3717750
aus,2014,3744230
aus,2015,3481190
aus,2016,3426020
aus,2017,3718370
aus,2018,3588950
aus,2019,3624770
aus,2020,3557750
aus,2021,3635190
aut,1961,35554
aut,1962,35310
aut,1963,34898
aut,1964,34765
aut,1965,34642
aut,1966,34060
aut,1967,33737
aut,1968,33593
aut,1969,33511
aut,1970,33358
aut,1971,33209
aut,1972,33071
aut,1973,32222
aut,1974,32073
aut,1975,31895
aut,1976,31835
aut,1977,31776
aut,1978,31808
aut,1979,31429
aut,1980,31410
aut,1981,31554
aut,1982,31427
aut,1983,30259
aut,1984,30332
aut,1985,30375
aut,1986,30268
aut,1987,30280
aut,1988,30483
aut,1989,30506
aut,1990,30239
aut,1991,30369
aut,1992,30130
aut,1993,29990
aut,1994,29941
aut,1995,29811
aut,1996,29733
aut,1997,29646
aut,1998,29599
aut,1999,29552
aut,2000,29402
aut,2001,29161
aut,2002,29022
aut,2003,28852.3
aut,2004,28674
aut,2005,28568
aut,2006,28433
aut,2007,28301
aut,2008,28094
aut,2009,27950
aut,2010,27792
aut,2011,27573
aut,2012,27352
aut,2013,27164
aut,2014,27142
aut,2015,27184.5
aut,2016,26701.7
aut,2017,26546.2
aut,2018,26528.3
aut,2019,26512.1
aut,2020,26026.654
aut,2021,25974.594
aze,1961,44462
aze,1962,44462
aze,1963,44462
aze,1964,44462
aze,1965,44462
aze,1966,44462
aze,1967,44462
aze,1968,44462
aze,1969,44462
aze,1970,44462
aze,1971,44462
aze,1972,44462
aze,1973,44462
aze,1974,44462
aze,1975,44462
aze,1976,44462
aze,1977,44462
aze,1978,44462
aze,1979,44462
aze,1980,44462
aze,1981,44462
aze,1982,44462
aze,1983,44462
aze,1984,44462
aze,1985,44462
aze,1986,44462
aze,1987,44462
aze,1988,44462
aze,1989,44462
aze,1990,44462
aze,1991,44462
aze,1992,44462
aze,1993,44566
aze,1994,44860
aze,1995,44891
aze,1996,45262
aze,1997,45887
aze,1998,46821
aze,1999,46924
aze,2000,47404
aze,2001,47456
aze,2002,47449
aze,2003,47546
aze,2004,47549
aze,2005,47586
aze,2006,47560
aze,2007,47565
aze,2008,47567
aze,2009,47573
aze,2010,47668
aze,2011,47687
aze,2012,47683
aze,2013,47698
aze,2014,47697
aze,2015,47698
aze,2016,47730
aze,2017,47775
aze,2018,47795
aze,2019,47797
aze,2020,47801
aze,2021,47806
bdi,1961,15750
bdi,1962,15900
bdi,1963,16040
bdi,1964,16050
bdi,1965,16240
bdi,1966,16210
bdi,1967,16660
bdi,1968,16760
bdi,1969,18970
bdi,1970,18800
bdi,1971,18990
bdi,1972,19060
bdi,1973,20000
bdi,1974,20300
bdi,1975,20600
bdi,1976,20950
bdi,1977,21430
bdi,1978,21200
bdi,1979,21000
bdi,1980,20880
bdi,1981,20750
bdi,1982,20600
bdi,1983,20600
bdi,1984,20600
bdi,1985,20600
bdi,1986,20820
bdi,1987,20870
bdi,1988,20920
bdi,1989,20870
bdi,1990,20820
bdi,1991,20770
bdi,1992,20820
bdi,1993,20770
bdi,1994,20730
bdi,1995,20370
bdi,1996,19930
bdi,1997,19520
bdi,1998,19130
bdi,1999,18870
bdi,2000,18670
bdi,2001,18510
bdi,2002,18340
bdi,2003,18330
bdi,2004,18480
bdi,2005,18190
bdi,2006,18220
bdi,2007,18250
bdi,2008,18280
bdi,2009,18310
bdi,2010,18330
bdi,2011,18410
bdi,2012,18600
bdi,2013,18870
bdi,2014,19140
bdi,2015,19410
bdi,2016,19680
bdi,2017,19950
bdi,2018,20220
bdi,2019,20490
bdi,2020,20760
bdi,2021,21030
bel,1961,18110
bel,1962,18160
bel,1963,17720
bel,1964,17610
bel,1965,17580
bel,1966,17550
bel,1967,17580
bel,1968,17520
bel,1969,17630
bel,1970,17630
bel,1971,17560
bel,1972,17480
bel,1973,17630
bel,1974,18010
bel,1975,17910
bel,1976,17810
bel,1977,17680
bel,1978,17760
bel,1979,16890
bel,1980,14710
bel,1981,14600
bel,1982,15310
bel,1983,15280
bel,1984,15240
bel,1985,15160
bel,1986,15100
bel,1987,15010
bel,1988,14960
bel,1989,14660
bel,1990,14430
bel,1991,14230
bel,1992,14710
bel,1993,14830
bel,1994,14920
bel,1995,14950
bel,1996,15010
bel,1997,15100
bel,1998,15180
bel,1999,15210
bel,2000,13896
bel,2001,13868
bel,2002,13891
bel,2003,13922
bel,2004,13913
bel,2005,13830
bel,2006,13800
bel,2007,13669
bel,2008,13653
bel,2009,13636
bel,2010,13557
bel,2011,13357
bel,2012,13320
bel,2013,13365
bel,2014,13313
bel,2015,13280
bel,2016,13508
bel,2017,13270
bel,2018,13540
bel,2019,13564.226
bel,2020,13646.093
bel,2021,13656.7
ben,1961,14420
ben,1962,14620
ben,1963,14820
ben,1964,15020
ben,1965,15220
ben,1966,15520
ben,1967,15920
ben,1968,16220
ben,1969,17070
ben,1970,17270
ben,1971,17770
ben,1972,18070
ben,1973,18270
ben,1974,18570
ben,1975,18970
ben,1976,19270
ben,1977,19570
ben,1978,19770
ben,1979,19970
ben,1980,20270
ben,1981,20570
ben,1982,20900
ben,1983,21000
ben,1984,21100
ben,1985,21300
ben,1986,21900
ben,1987,22000
ben,1988,22100
ben,1989,22200
ben,1990,22700
ben,1991,22800
ben,1992,22950
ben,1993,23200
ben,1994,24000
ben,1995,25200
ben,1996,27100
ben,1997,28900
ben,1998,30500
ben,1999,31100
ben,2000,31950
ben,2001,32650
ben,2002,33650
ben,2003,34670
ben,2004,34670
ben,2005,34840
ben,2006,33400
ben,2007,33500
ben,2008,35500
ben,2009,36500
ben,2010,36500
ben,2011,36500
ben,2012,37500
ben,2013,39500
ben,2014,39500
ben,2015,39500
ben,2016,39500
ben,2017,39500
ben,2018,39500
ben,2019,39500
ben,2020,39500
ben,2021,39500
bfa,1961,81390
bfa,1962,81490
bfa,1963,81590
bfa,1964,81690
bfa,1965,81790
bfa,1966,81900
bfa,1967,82000
bfa,1968,82100
bfa,1969,82220
bfa,1970,82360
bfa,1971,82200
bfa,1972,83020
bfa,1973,83730
bfa,1974,84530
bfa,1975,85360
bfa,1976,85850
bfa,1977,86350
bfa,1978,86850
bfa,1979,87350
bfa,1980,87850
bfa,1981,88350
bfa,1982,88850
bfa,1983,89350
bfa,1984,89850
bfa,1985,90350
bfa,1986,90850
bfa,1987,91400
bfa,1988,95640
bfa,1989,96000
bfa,1990,95750
bfa,1991,95500
bfa,1992,95250
bfa,1993,95000
bfa,1994,94310
bfa,1995,94500
bfa,1996,95500
bfa,1997,98500
bfa,1998,99700
bfa,1999,100660
bfa,2000,101630
bfa,2001,102630
bfa,2002,103610
bfa,2003,104580
bfa,2004,105710
bfa,2005,106830
bfa,2006,107900
bfa,2007,108910
bfa,2008,109995
bfa,2009,111120
bfa,2010,112420
bfa,2011,114130
bfa,2012,115390
bfa,2013,117250
bfa,2014,118500
bfa,2015,119860
bfa,2016,121020
bfa,2017,122170
bfa,2018,124130
bfa,2019,125190
bfa,2020,126140
bfa,2021,127400
bgd,1961,94800
bgd,1962,94770
bgd,1963,94800
bgd,1964,95200
bgd,1965,96370
bgd,1966,96500
bgd,1967,96950
bgd,1968,96690
bgd,1969,96750
bgd,1970,96970
bgd,1971,96950
bgd,1972,99910
bgd,1973,99890
bgd,1974,99890
bgd,1975,100040
bgd,1976,99980
bgd,1977,99910
bgd,1978,99870
bgd,1979,99830
bgd,1980,99870
bgd,1981,99810
bgd,1982,99780
bgd,1983,99640
bgd,1984,100600
bgd,1985,100270
bgd,1986,100410
bgd,1987,101150
bgd,1988,104270
bgd,1989,104430
bgd,1990,103860
bgd,1991,103200
bgd,1992,95490
bgd,1993,94460
bgd,1994,93580
bgd,1995,93740
bgd,1996,93270
bgd,1997,93650
bgd,1998,94340
bgd,1999,94860
bgd,2000,94000
bgd,2001,94030
bgd,2002,93530
bgd,2003,93280
bgd,2004,93230
bgd,2005,93110
bgd,2006,92800
bgd,2007,92660
bgd,2008,92530
bgd,2009,92460
bgd,2010,92410
bgd,2011,91280
bgd,2012,91230
bgd,2013,92780
bgd,2014,93200
bgd,2015,94342.4
bgd,2016,95172.1
bgd,2017,95613.3
bgd,2018,96273
bgd,2019,98720
bgd,2020,99280
bgd,2021,100680
bgr,1961,56730
bgr,1962,56850
bgr,1963,56930
bgr,1964,57720
bgr,1965,57930
bgr,1966,58020
bgr,1967,58630
bgr,1968,58810
bgr,1969,60220
bgr,1970,60100
bgr,1971,60090
bgr,1972,60220
bgr,1973,59820
bgr,1974,60380
bgr,1975,59550
bgr,1976,61980
bgr,1977,62060
bgr,1978,62110
bgr,1979,62060
bgr,1980,61810
bgr,1981,61790
bgr,1982,61820
bgr,1983,61770
bgr,1984,61720
bgr,1985,61690
bgr,1986,61660
bgr,1987,61660
bgr,1988,61620
bgr,1989,61680
bgr,1990,61590
bgr,1991,61610
bgr,1992,61540
bgr,1993,61210
bgr,1994,61590
bgr,1995,61640
bgr,1996,61640
bgr,1997,62030
bgr,1998,56450
bgr,1999,56790
bgr,2000,55820
bgr,2001,54980
bgr,2002,53250
bgr,2003,53260
bgr,2004,53300
bgr,2005,52650
bgr,2006,51900
bgr,2007,51160
bgr,2008,51010
bgr,2009,50300
bgr,2010,50520
bgr,2011,50880
bgr,2012,51230
bgr,2013,49950
bgr,2014,49770
bgr,2015,50119
bgr,2016,50210
bgr,2017,50295.2
bgr,2018,50300
bgr,2019,50370
bgr,2020,50470
bgr,2021,50465.972
bhr,1961,100
bhr,1962,100
bhr,1963,100
bhr,1964,100
bhr,1965,100
bhr,1966,100
bhr,1967,100
bhr,1968,100
bhr,1969,100
bhr,1970,100
bhr,1971,100
bhr,1972,100
bhr,1973,100
bhr,1974,100
bhr,1975,100
bhr,1976,100
bhr,1977,100
bhr,1978,100
bhr,1979,100
bhr,1980,100
bhr,1981,100
bhr,1982,100
bhr,1983,100
bhr,1984,100
bhr,1985,100
bhr,1986,100
bhr,1987,100
bhr,1988,100
bhr,1989,100
bhr,1990,100
bhr,1991,100
bhr,1992,100
bhr,1993,100
bhr,1994,100
bhr,1995,100
bhr,1996,100
bhr,1997,100
bhr,1998,100
bhr,1999,100
bhr,2000,99
bhr,2001,97.9
bhr,2002,96.9
bhr,2003,95.8
bhr,2004,94.8
bhr,2005,93.7
bhr,2006,92.7
bhr,2007,91.6
bhr,2008,90.6
bhr,2009,89.5
bhr,2010,88.5
bhr,2011,87.4
bhr,2012,86.4
bhr,2013,85.3
bhr,2014,84.3
bhr,2015,83.2
bhr,2016,82.2
bhr,2017,81.1
bhr,2018,81
bhr,2019,81
bhr,2020,81
bhr,2021,81
bhs,1961,100
bhs,1962,100
bhs,1963,100
bhs,1964,100
bhs,1965,100
bhs,1966,100
bhs,1967,100
bhs,1968,100
bhs,1969,100
bhs,1970,100
bhs,1971,100
bhs,1972,100
bhs,1973,100
bhs,1974,100
bhs,1975,100
bhs,1976,110
bhs,1977,110
bhs,1978,110
bhs,1979,110
bhs,1980,110
bhs,1981,110
bhs,1982,110
bhs,1983,110
bhs,1984,110
bhs,1985,110
bhs,1986,110
bhs,1987,110
bhs,1988,110
bhs,1989,110
bhs,1990,110
bhs,1991,110
bhs,1992,110
bhs,1993,110
bhs,1994,100
bhs,1995,100
bhs,1996,100
bhs,1997,100
bhs,1998,100
bhs,1999,100
bhs,2000,110
bhs,2001,110
bhs,2002,110
bhs,2003,110
bhs,2004,110
bhs,2005,110
bhs,2006,110
bhs,2007,110
bhs,2008,110
bhs,2009,110
bhs,2010,120
bhs,2011,130
bhs,2012,130
bhs,2013,130
bhs,2014,130
bhs,2015,130
bhs,2016,130
bhs,2017,130
bhs,2018,130
bhs,2019,130
bhs,2020,130
bhs,2021,130
bih,1961,22000
bih,1962,22000
bih,1963,22000
bih,1964,22000
bih,1965,22000
bih,1966,22000
bih,1967,22000
bih,1968,22000
bih,1969,22000
bih,1970,22000
bih,1971,22000
bih,1972,22000
bih,1973,22000
bih,1974,22000
bih,1975,22000
bih,1976,22000
bih,1977,22000
bih,1978,22000
bih,1979,22000
bih,1980,22000
bih,1981,22000
bih,1982,22000
bih,1983,22000
bih,1984,22000
bih,1985,22000
bih,1986,22000
bih,1987,22000
bih,1988,22000
bih,1989,22000
bih,1990,22000
bih,1991,22000
bih,1992,22000
bih,1993,21900
bih,1994,21800
bih,1995,21750
bih,1996,21700
bih,1997,21650
bih,1998,21600
bih,1999,21050
bih,2000,21300
bih,2001,21260
bih,2002,21230
bih,2003,21690
bih,2004,21694
bih,2005,21570
bih,2006,21590
bih,2007,21490
bih,2008,21300
bih,2009,21280
bih,2010,21440
bih,2011,21510
bih,2012,21560
bih,2013,21610
bih,2014,21570
bih,2015,21760
bih,2016,22090
bih,2017,22280
bih,2018,22110
bih,2019,22160
bih,2020,22420
bih,2021,22630
blr,1961,93910
blr,1962,93910
blr,1963,93910
blr,1964,93910
blr,1965,93910
blr,1966,93910
blr,1967,93910
blr,1968,93910
blr,1969,93910
blr,1970,93910
blr,1971,93910
blr,1972,93910
blr,1973,93910
blr,1974,93910
blr,1975,93910
blr,1976,93910
blr,1977,93910
blr,1978,93910
blr,1979,93910
blr,1980,93910
blr,1981,93910
blr,1982,93910
blr,1983,93910
blr,1984,93910
blr,1985,93910
blr,1986,93910
blr,1987,93910
blr,1988,93910
blr,1989,93910
blr,1990,93910
blr,1991,93910
blr,1992,93910
blr,1993,93540
blr,1994,93460
blr,1995,93390
blr,1996,93330
blr,1997,93060
blr,1998,93070
blr,1999,92810
blr,2000,92520
blr,2001,91280
blr,2002,90250
blr,2003,89860
blr,2004,89570
blr,2005,89490
blr,2006,89580
blr,2007,89160
blr,2008,89170
blr,2009,89270
blr,2010,88980
blr,2011,88750
blr,2012,87960
blr,2013,87112
blr,2014,86239
blr,2015,85742
blr,2016,85327
blr,2017,84940
blr,2018,84530
blr,2019,83870
blr,2020,82810
blr,2021,81740
blz,1961,790
blz,1962,790
blz,1963,800
blz,1964,800
blz,1965,800
blz,1966,810
blz,1967,810
blz,1968,810
blz,1969,820
blz,1970,820
blz,1971,830
blz,1972,830
blz,1973,840
blz,1974,840
blz,1975,850
blz,1976,850
blz,1977,860
blz,1978,930
blz,1979,940
blz,1980,960
blz,1981,970
blz,1982,970
blz,1983,970
blz,1984,970
blz,1985,1010
blz,1986,1030
blz,1987,1120
blz,1988,1150
blz,1989,1200
blz,1990,1260
blz,1991,1300
blz,1992,1360
blz,1993,1430
blz,1994,1430
blz,1995,1460
blz,1996,1470
blz,1997,1480
blz,1998,1480
blz,1999,1500
blz,2000,1490
blz,2001,1490
blz,2002,1520
blz,2003,1520
blz,2004,1520
blz,2005,1520
blz,2006,1520
blz,2007,1520
blz,2008,1520
blz,2009,1550
blz,2010,1570
blz,2011,1570
blz,2012,1600
blz,2013,1600
blz,2014,1600
blz,2015,1700
blz,2016,1700
blz,2017,1720
blz,2018,1720
blz,2019,1740
blz,2020,1800
blz,2021,1820
bmu,1961,4
bmu,1962,3
bmu,1963,3
bmu,1964,4
bmu,1965,4
bmu,1966,4
bmu,1967,4
bmu,1968,3
bmu,1969,3
bmu,1970,3
bmu,1971,3
bmu,1972,3
bmu,1973,3
bmu,1974,3
bmu,1975,3
bmu,1976,3
bmu,1977,3
bmu,1978,3
bmu,1979,3
bmu,1980,3
bmu,1981,3
bmu,1982,3
bmu,1983,3
bmu,1984,3
bmu,1985,3
bmu,1986,3
bmu,1987,3
bmu,1988,3
bmu,1989,3
bmu,1990,3
bmu,1991,3
bmu,1992,3
bmu,1993,3
bmu,1994,3
bmu,1995,4
bmu,1996,4
bmu,1997,4
bmu,1998,4
bmu,1999,4
bmu,2000,4
bmu,2001,4
bmu,2002,4
bmu,2003,4
bmu,2004,4
bmu,2005,4
bmu,2006,4
bmu,2007,4
bmu,2008,3
bmu,2009,3
bmu,2010,3
bmu,2011,3
bmu,2012,3
bmu,2013,3
bmu,2014,3
bmu,2015,3
bmu,2016,3
bmu,2017,3
bmu,2018,3
bmu,2019,3
bmu,2020,3
