geo,time,dc_dac_swel_cd
ago,2023,1097758.05473
alb,1991,250000
alb,1992,4010000.22888
alb,1993,1649999.97616
alb,1994,189999.99762
alb,1995,300000.01192
alb,1996,439999.99762
alb,1997,990000.00954
alb,1998,1100000.02384
alb,1999,5329999.92371
alb,2000,400000.00596
alb,2001,3799999.95232
alb,2002,3950000.04768
alb,2003,5409999.84741
alb,2004,5710000.03815
alb,2005,8590000.15259
alb,2006,12539999.96185
alb,2007,11939999.58038
alb,2008,11270000.45776
alb,2009,10390000.34332
alb,2010,10899999.61853
alb,2011,13250000
alb,2012,12149999.61853
alb,2013,11675043.10608
alb,2014,12290099.14398
alb,2015,9355911.25488
alb,2016,9256120.68176
alb,2017,11477498.0545
alb,2018,11213271.14105
alb,2019,13509778.97644
alb,2020,13201578.14026
alb,2021,14767852.7832
alb,2022,13731629.37164
alb,2023,12129088.40179
arg,1963,39999.99911
arg,1972,19999.99955
arg,1974,39999.99911
arg,1980,889999.98569
arg,1982,270000.01073
arg,1983,310000.00238
arg,1984,50000.00075
arg,1986,300000.01192
arg,1987,449999.98808
arg,1988,529999.97139
arg,1989,720000.02861
arg,1990,1940000.05722
arg,1991,2670000.07629
arg,1992,1980000.01907
arg,1993,3250000
arg,1994,1370000.00477
arg,1995,2240000.00954
arg,1996,1600000.02384
arg,1997,610000.01431
arg,1998,579999.98331
arg,1999,109999.9994
arg,2000,189999.99762
arg,2001,180000.00715
arg,2002,230000.00417
arg,2003,300000.01192
arg,2004,289999.99166
arg,2005,389999.98569
arg,2006,349999.99404
arg,2007,870000.00477
arg,2008,219999.99881
arg,2009,889999.98569
arg,2010,119999.99732
arg,2011,119999.99732
arg,2012,180000.00715
arg,2013,-1414.00006
arg,2014,211602.00238
arg,2015,167070.99974
arg,2016,137517.00521
arg,2017,28665.00057
arg,2018,2877.00002
arg,2019,4145.9999
arg,2020,342.00001
arg,2021,964218.02044
arg,2022,529833.97245
arg,2023,1163961.05289
arm,1993,370000.00477
arm,1994,5570000.17166
arm,1995,2759999.99046
arm,1996,2730000.01907
arm,1997,1309999.94278
arm,1998,610000.01431
arm,1999,289999.99166
arm,2000,709999.97854
arm,2001,860000.01431
arm,2002,1049999.95232
arm,2003,1610000.01431
arm,2004,2319999.93324
arm,2005,1570000.05245
arm,2006,2319999.93324
arm,2007,3609999.8951
arm,2008,2670000.07629
arm,2009,2269999.98093
arm,2010,939999.99762
arm,2011,699999.98808
arm,2012,689999.99762
arm,2013,77198.99714
arm,2014,972998.02303
arm,2015,1210641.0265
arm,2016,596978.00875
arm,2017,1327872.99156
arm,2018,1488219.02275
arm,2019,2303160.90584
arm,2020,4679417.13333
arm,2021,5416700.84
arm,2022,7524141.78848
arm,2023,14031544.68536
atg,1991,9999.99978
atg,2021,29147.99936
aze,1994,2589999.91417
aze,1995,1679999.94755
aze,1996,1629999.99523
aze,1997,330000.01311
aze,1998,839999.97377
aze,1999,509999.99046
aze,2000,129999.99523
aze,2001,70000.0003
aze,2002,360000.01431
aze,2003,310000.00238
aze,2004,469999.99881
aze,2005,1159999.96662
aze,2006,579999.98331
aze,2007,1350000.02384
aze,2008,1029999.97139
aze,2009,629999.99523
aze,2010,959999.97854
aze,2011,839999.97377
aze,2012,1029999.97139
aze,2013,870693.02797
aze,2014,786974.01285
aze,2015,1114001.98936
aze,2016,906292.97495
aze,2017,1859887.0039
aze,2018,1165985.94189
aze,2019,1138134.95636
aze,2020,2205830.0972
aze,2021,913142.02547
aze,2022,142715.00707
aze,2023,1491477.96631
bdi,1967,29999.99933
bdi,1968,29999.99933
bdi,1969,300000.01192
bdi,1971,189999.99762
bdi,1974,19999.99955
bdi,1979,899999.97616
bdi,1980,300000.01192
bdi,1981,50000.00075
bdi,1982,109999.9994
bdi,1991,1789999.96185
bdi,1993,2069999.93324
bdi,1994,1480000.01907
bdi,1995,3420000.07629
bdi,1996,4880000.11444
bdi,1997,2970000.02861
bdi,1998,4489999.77112
bdi,1999,3670000.07629
bdi,2000,4250000
bdi,2001,2500000
bdi,2002,3569999.93324
bdi,2003,5219999.79019
bdi,2004,6559999.94278
bdi,2005,5269999.98093
bdi,2006,8239999.77112
bdi,2007,5980000.01907
bdi,2008,6949999.80927
bdi,2009,4610000.13351
bdi,2010,8100000.38147
bdi,2011,6610000.13351
bdi,2012,3430000.06676
bdi,2013,1841609.00116
bdi,2014,1283573.03143
bdi,2015,49632.00167
bdi,2016,2278058.05206
bdi,2017,4295289.99329
bdi,2018,6513433.93326
bdi,2019,2037261.00922
bdi,2020,3156915.90309
bdi,2021,2823029.04129
bdi,2022,821313.97724
bdi,2023,784991.02592
ben,1991,19999.99955
ben,1993,109999.9994
ben,1995,50000.00075
ben,1996,9999.99978
ben,1997,9999.99978
ben,1999,230000.00417
ben,2000,180000.00715
ben,2001,90000.00358
ben,2002,90000.00358
ben,2003,219999.99881
ben,2004,90000.00358
ben,2005,1419999.95708
ben,2006,230000.00417
ben,2007,300000.01192
ben,2008,469999.99881
ben,2009,879999.99523
ben,2010,1879999.99523
ben,2011,349999.99404
ben,2012,680000.00715
ben,2013,885514.02092
ben,2014,857969.99931
ben,2015,646646.97647
ben,2016,858810.00757
ben,2017,702702.99911
ben,2018,662800.01402
ben,2019,261213.00459
ben,2020,860534.01232
ben,2021,1328042.03033
ben,2022,1341143.01205
ben,2023,1503527.04525
bfa,1974,70000.0003
bfa,1981,200000.00298
bfa,1982,90000.00358
bfa,1983,250000
bfa,1984,959999.97854
bfa,1985,29999.99933
bfa,1988,519999.98093
bfa,1990,109999.9994
bfa,1991,1139999.98569
bfa,1992,479999.98927
bfa,1993,709999.97854
bfa,1994,180000.00715
bfa,1995,910000.02623
bfa,1996,790000.02146
bfa,1997,1440000.05722
bfa,1998,1929999.94755
bfa,1999,629999.99523
bfa,2000,1240000.00954
bfa,2001,5989999.77112
bfa,2002,7539999.96185
bfa,2003,10670000.07629
bfa,2004,12220000.26703
bfa,2005,15210000.03815
bfa,2006,15029999.73297
bfa,2007,21110000.61035
bfa,2008,22989999.77112
bfa,2009,24520000.45776
bfa,2010,34880001.06812
bfa,2011,37639999.38965
bfa,2012,33709999.08447
bfa,2013,27546697.61658
bfa,2014,19660434.7229
bfa,2015,12660168.64777
bfa,2016,12267007.82776
bfa,2017,14695278.16772
bfa,2018,27858804.70276
bfa,2019,44615566.25366
bfa,2020,41748435.97412
bfa,2021,53542228.69873
bfa,2022,47185203.55225
bfa,2023,35992961.88354
bgd,1972,27329999.92371
bgd,1973,10189999.58038
bgd,1974,19200000.76294
bgd,1975,29100000.38147
bgd,1976,18219999.31335
bgd,1977,23020000.45776
bgd,1978,26379999.16077
bgd,1979,39340000.15259
bgd,1980,27569999.69482
bgd,1981,24700000.76294
bgd,1982,21920000.07629
bgd,1983,17799999.23706
bgd,1984,10890000.34332
bgd,1985,16739999.77112
bgd,1986,22450000.76294
bgd,1987,41799999.23706
bgd,1988,17250000
bgd,1989,23309999.46594
bgd,1990,26219999.31335
bgd,1991,36040000.91553
bgd,1992,47810001.37329
bgd,1993,26829999.92371
bgd,1994,25239999.77112
bgd,1995,26450000.76294
bgd,1996,28290000.91553
bgd,1997,33040000.91553
bgd,1998,20030000.68665
bgd,1999,25170000.07629
bgd,2000,31850000.38147
bgd,2001,28379999.16077
bgd,2002,14949999.80927
bgd,2003,35060001.37329
bgd,2004,26629999.16077
bgd,2005,23889999.38965
bgd,2006,38380001.06812
bgd,2007,11789999.96185
bgd,2008,38110000.61035
bgd,2009,46430000.30518
bgd,2010,36259998.32153
bgd,2011,33720001.2207
bgd,2012,41659999.84741
bgd,2013,44336006.16455
bgd,2014,49095546.72241
bgd,2015,33258209.22852
bgd,2016,30016767.50183
bgd,2017,46775997.16187
bgd,2018,51032546.99707
bgd,2019,50559673.30933
bgd,2020,54417881.01196
bgd,2021,54148513.79395
bgd,2022,36061576.84326
bgd,2023,38567485.80933
bgr,1992,70000.0003
bgr,1993,9999.99978
bgr,1994,19999.99955
bgr,1995,90000.00358
bgr,1996,9999.99978
bgr,1997,59999.99866
bgr,1998,50000.00075
bgr,1999,19999.99955
bgr,2000,250000
bgr,2001,150000.00596
bgr,2002,209999.99344
bgr,2003,219999.99881
bgr,2004,800000.01192
bih,1994,49540000.91553
bih,1995,38330001.83105
bih,1996,30100000.38147
bih,1997,31190000.53406
bih,1998,24590000.15259
bih,1999,30350000.38147
bih,2000,23889999.38965
bih,2001,29020000.45776
bih,2002,26979999.54224
bih,2003,35400001.52588
bih,2004,34080001.83105
bih,2005,46880001.06812
bih,2006,40200000.76294
bih,2007,37029998.7793
bih,2008,28670000.07629
bih,2009,32430000.30518
bih,2010,28020000.45776
bih,2011,30000000
bih,2012,29489999.77112
bih,2013,30067079.54407
bih,2014,26981910.70557
bih,2015,17713670.73059
bih,2016,16619209.28955
bih,2017,19011676.78833
bih,2018,18555580.13916
bih,2019,21111043.93005
bih,2020,23051460.26611
bih,2021,28597753.52478
bih,2022,20644752.50244
bih,2023,18488510.13184
blr,2005,5670000.07629
blr,2006,7820000.17166
blr,2007,10449999.80927
blr,2008,14840000.15259
blr,2009,11989999.77112
blr,2010,17500000
blr,2011,21459999.08447
blr,2012,2700000.04768
blr,2013,327787.01186
blr,2014,11065485.00061
blr,2015,9328886.98578
blr,2016,9604838.37128
blr,2017,8251649.85657
blr,2018,6761750.22125
blr,2019,8920792.57965
blr,2020,5731157.77969
blr,2021,1429291.0099
blr,2022,2382186.88965
blr,2023,441909.99866
blz,1993,19999.99955
blz,1994,29999.99933
blz,1995,9999.99978
blz,1998,9999.99978
blz,1999,9999.99978
blz,2006,29999.99933
blz,2021,38474.99937
blz,2022,42346.99905
blz,2023,54834.99914
bol,1962,9999.99978
bol,1963,9999.99978
bol,1979,300000.01192
bol,1980,819999.99285
bol,1981,209999.99344
bol,1982,949999.98808
bol,1983,1230000.01907
bol,1984,1009999.99046
bol,1985,1350000.02384
bol,1986,509999.99046
bol,1987,239999.99464
bol,1988,2069999.93324
bol,1989,4119999.88556
bol,1990,2450000.04768
bol,1991,9520000.45776
bol,1992,6170000.07629
bol,1993,13130000.11444
bol,1994,17010000.22888
bol,1995,22840000.15259
bol,1996,19959999.08447
bol,1997,20129999.16077
bol,1998,13199999.80927
bol,1999,13229999.54224
bol,2000,18799999.23706
bol,2001,20219999.31335
bol,2002,16430000.30518
bol,2003,23450000.76294
bol,2004,28959999.08447
bol,2005,20760000.22888
bol,2006,17909999.84741
bol,2007,25959999.08447
bol,2008,27559999.46594
bol,2009,29629999.16077
bol,2010,27729999.54224
bol,2011,35139999.38965
bol,2012,32529998.7793
bol,2013,38132183.07495
bol,2014,29435983.65784
bol,2015,22841348.64807
bol,2016,21994283.67615
bol,2017,25777984.61914
bol,2018,29041614.53247
bol,2019,26216552.73438
bol,2020,23788471.22192
bol,2021,31179151.53503
bol,2022,19609909.05762
bol,2023,14942220.68787
bra,1963,9999.99978
bra,1970,1500000
bra,1971,990000.00954
bra,1972,990000.00954
bra,1973,209999.99344
bra,1974,70000.0003
bra,1979,419999.98689
bra,1981,230000.00417
bra,1982,509999.99046
bra,1983,409999.99642
bra,1984,119999.99732
bra,1985,50000.00075
bra,1988,230000.00417
bra,1989,419999.98689
bra,1990,289999.99166
bra,1991,1940000.05722
bra,1992,349999.99404
bra,1993,3660000.08583
bra,1994,1279999.97139
bra,1995,2559999.94278
bra,1996,2609999.8951
bra,1997,2609999.8951
bra,1998,2019999.98093
bra,1999,1629999.99523
bra,2000,1580000.04292
bra,2001,2049999.95232
bra,2002,1990000.00954
bra,2003,2079999.92371
bra,2004,2470000.02861
bra,2005,2359999.8951
bra,2006,3190000.05722
bra,2007,4019999.98093
bra,2008,3150000.09537
bra,2009,1919999.95708
bra,2010,2019999.98093
bra,2011,2049999.95232
bra,2012,870000.00477
bra,2013,1637148.02265
bra,2014,1553485.0359
bra,2015,1764215.9462
bra,2016,1596197.00909
bra,2017,2869003.05748
bra,2018,1382554.05426
bra,2019,1415997.98203
bra,2020,1560827.01683
bra,2021,3434650.89798
bra,2022,2618093.96744
bra,2023,2641102.07558
brn,1992,159999.99642
btn,1990,29999.99933
btn,1991,70000.0003
btn,1992,349999.99404
btn,1993,189999.99762
btn,1994,280000.00119
btn,1995,479999.98927
btn,1996,330000.01311
btn,1997,419999.98689
btn,1998,349999.99404
btn,1999,70000.0003
btn,2000,270000.01073
btn,2001,300000.01192
btn,2002,519999.98093
btn,2003,540000.02146
btn,2004,1019999.98093
btn,2005,250000
btn,2006,100000.00149
btn,2007,740000.00954
btn,2008,790000.02146
btn,2009,330000.01311
btn,2014,85716.00169
btn,2015,56350.99858
btn,2016,97972.99653
btn,2017,129869.9975
btn,2018,34878.99899
btn,2019,18296.99986
btn,2020,4885.99995
btn,2021,456041.00823
btn,2022,401309.99684
btn,2023,492053.00212
bwa,1967,200000.00298
bwa,1968,250000
bwa,1969,119999.99732
bwa,1970,280000.00119
bwa,1971,500000
bwa,1972,1159999.96662
bwa,1973,4719999.79019
bwa,1974,6900000.09537
bwa,1975,8449999.80927
bwa,1976,10189999.58038
bwa,1977,10739999.77112
bwa,1978,12970000.26703
bwa,1979,14800000.19073
bwa,1980,13199999.80927
bwa,1981,15170000.07629
bwa,1982,13180000.30518
bwa,1983,11640000.34332
bwa,1984,11000000
bwa,1985,7329999.92371
bwa,1986,16290000.91553
bwa,1987,14220000.26703
bwa,1988,21129999.16077
bwa,1989,17430000.30518
bwa,1990,25069999.69482
bwa,1991,13560000.41962
bwa,1992,17440000.53406
bwa,1993,14289999.96185
bwa,1994,9449999.80927
bwa,1995,6460000.03815
bwa,1996,15710000.03815
bwa,1997,8449999.80927
bwa,1998,3799999.95232
bwa,1999,1149999.97616
bwa,2000,699999.98808
bwa,2001,349999.99404
bwa,2002,589999.97377
bwa,2003,610000.01431
bwa,2004,430000.00715
bwa,2005,310000.00238
bwa,2006,1629999.99523
bwa,2007,3660000.08583
bwa,2008,4329999.92371
bwa,2009,2950000.04768
bwa,2010,4679999.82834
bwa,2011,2109999.8951
bwa,2012,7159999.84741
bwa,2013,6422594.07043
bwa,2014,38906.00055
bwa,2015,300080.00135
bwa,2016,274807.00612
bwa,2017,252018.00466
bwa,2018,143318.99583
bwa,2019,110624.00043
bwa,2020,42987.0002
bwa,2021,596836.98416
bwa,2022,288466.00652
bwa,2023,459996.01483
caf,1963,50000.00075
caf,1968,59999.99866
caf,1969,39999.99911
caf,1971,39999.99911
caf,1973,1000000
caf,1979,239999.99464
caf,1981,59999.99866
caf,1982,490000.00954
caf,1991,939999.99762
caf,1992,29999.99933
caf,1993,819999.99285
caf,1994,9999.99978
caf,1995,579999.98331
caf,1996,589999.97377
caf,1997,439999.99762
caf,1998,529999.97139
caf,1999,280000.00119
caf,2000,270000.01073
caf,2001,769999.98093
caf,2002,239999.99464
caf,2003,140000.0006
caf,2004,740000.00954
caf,2005,1340000.03338
caf,2006,1759999.99046
caf,2007,7550000.19073
caf,2008,6360000.13351
caf,2009,5880000.11444
caf,2010,8680000.30518
caf,2011,10239999.77112
caf,2012,8550000.19073
caf,2013,13329364.77661
caf,2014,12805020.33234
caf,2015,9217096.32874
caf,2016,15850481.987
caf,2017,13599543.57147
caf,2018,24103891.37268
caf,2019,16993032.45544
caf,2020,18606622.69592
caf,2021,19479249.95422
caf,2022,11687690.73486
caf,2023,15067775.72632
chl,1963,39999.99911
chl,1964,19999.99955
chl,1972,680000.00715
chl,1973,4659999.84741
chl,1974,600000.02384
chl,1975,-389999.98569
chl,1976,-109999.9994
chl,1977,-9999.99978
chl,1982,340000.00358
chl,1983,-19999.99955
chl,1984,170000.00179
chl,1985,129999.99523
chl,1987,-50000.00075
chl,1988,-50000.00075
chl,1990,8850000.38147
chl,1991,14560000.41962
chl,1992,9810000.41962
chl,1993,8640000.34332
chl,1994,17840000.15259
chl,1995,6820000.17166
chl,1996,5269999.98093
chl,1997,3009999.99046
chl,1998,1549999.95232
chl,1999,1700000.04768
chl,2000,2220000.02861
chl,2001,2339999.91417
chl,2002,910000.02623
chl,2003,769999.98093
chl,2004,790000.02146
chl,2005,2440000.05722
chl,2006,310000.00238
chl,2007,319999.99285
chl,2008,560000.00238
chl,2009,300000.01192
chl,2010,1620000.00477
chl,2011,140000.0006
chl,2012,209999.99344
chl,2013,259824.99123
chl,2014,198119.99798
chl,2015,96092.99898
chl,2016,135313.00426
chl,2017,66689.99791
chn,1979,90000.00358
chn,1981,1179999.94755
chn,1982,250000
chn,1983,600000.02384
chn,1984,790000.02146
chn,1985,11399999.61853
chn,1986,6320000.17166
chn,1987,5019999.98093
chn,1988,21510000.22888
chn,1989,42529998.7793
chn,1990,31930000.30518
chn,1991,9579999.92371
chn,1992,30989999.77112
chn,1993,35419998.16895
chn,1994,17500000
chn,1995,15289999.96185
chn,1996,17719999.31335
chn,1997,6789999.96185
chn,1998,10250000
chn,1999,3809999.94278
chn,2000,11039999.96185
chn,2001,10079999.92371
chn,2002,6400000.09537
chn,2003,6139999.86649
chn,2004,18239999.77112
chn,2005,10050000.19073
chn,2006,11880000.11444
chn,2007,10569999.69482
chn,2008,14789999.96185
chn,2009,7309999.94278
chn,2010,6940000.05722
chn,2011,9979999.54224
chn,2012,10319999.69482
chn,2013,11138209.34296
chn,2014,3288078.06969
chn,2015,2811217.06963
chn,2016,1805268.04924
chn,2017,2493099.9279
chn,2018,3406522.98927
chn,2019,2519287.10938
chn,2020,2313426.97144
chn,2021,2690677.88124
chn,2022,2156733.03604
chn,2023,1725504.04072
civ,1974,19999.99955
civ,1991,170000.00179
civ,1993,230000.00417
civ,1995,59999.99866
civ,1996,379999.99523
civ,1997,150000.00596
civ,1998,170000.00179
civ,1999,280000.00119
civ,2000,209999.99344
civ,2001,109999.9994
civ,2002,230000.00417
civ,2003,2779999.97139
civ,2004,1639999.98569
civ,2005,3609999.8951
civ,2006,7829999.92371
civ,2007,5739999.77112
civ,2008,5550000.19073
civ,2009,2970000.02861
civ,2010,1240000.00954
civ,2011,5300000.19073
civ,2012,3009999.99046
civ,2013,2035696.98334
civ,2014,1356351.01795
civ,2015,797448.99273
civ,2016,702013.01575
civ,2017,1095008.01563
civ,2018,1005707.02553
civ,2019,1048329.94938
civ,2020,951170.98093
civ,2021,1332821.96522
civ,2022,1292322.99328
civ,2023,2698389.05334
cmr,1974,19999.99955
cmr,1989,109999.9994
cmr,1995,4039999.96185
cmr,1996,29999.99933
cmr,2000,90000.00358
cmr,2001,9999.99978
cmr,2002,19999.99955
cmr,2003,5260000.22888
cmr,2004,14310000.41962
cmr,2005,8739999.77112
cmr,2006,12859999.65668
cmr,2007,73639999.38965
cmr,2008,740000.00954
cmr,2009,1029999.97139
cmr,2010,620000.00477
cmr,2011,1759999.99046
cmr,2012,1919999.95708
cmr,2013,1674729.94328
cmr,2014,2221182.10793
cmr,2015,1674303.05481
cmr,2016,5321243.76297
cmr,2017,5133429.05045
cmr,2018,8787973.40393
cmr,2019,9319722.1756
cmr,2020,9911640.16724
cmr,2021,13277049.06464
cmr,2022,11045948.98224
cmr,2023,9192123.41309
cod,1967,129999.99523
cod,1968,100000.00149
cod,1969,119999.99732
cod,1971,159999.99642
cod,1972,409999.99642
cod,1973,310000.00238
cod,1979,1529999.97139
cod,1980,2029999.97139
cod,1981,579999.98331
cod,1982,1000000
cod,1983,1120000.00477
cod,1991,5670000.07629
cod,1992,1440000.05722
cod,1993,3380000.11444
cod,1994,4079999.92371
cod,1995,4000000
cod,1996,4460000.03815
cod,1997,6719999.79019
cod,1998,4210000.03815
cod,1999,9300000.19073
cod,2000,7690000.05722
cod,2001,5460000.03815
cod,2002,7690000.05722
cod,2003,170970001.2207
cod,2004,23299999.23706
cod,2005,23709999.08447
cod,2006,39979999.54224
cod,2007,33389999.38965
cod,2008,67959999.08447
cod,2009,61650001.52588
cod,2010,71480003.35693
cod,2011,238589996.33789
cod,2012,76519996.64307
cod,2013,82998298.64502
cod,2014,61487602.23389
cod,2015,53428649.90234
cod,2016,53321708.6792
cod,2017,67078338.62305
cod,2018,79226890.56396
cod,2019,75817237.854
cod,2020,75245994.56787
cod,2021,115274536.13281
cod,2022,85891326.9043
cod,2023,91428993.2251
cog,1965,9999.99978
cog,1971,39999.99911
cog,1972,29999.99933
cog,1973,50000.00075
cog,1980,810000.00238
cog,1981,90000.00358
cog,1982,349999.99404
cog,1990,79999.99821
cog,1991,579999.98331
cog,1992,39999.99911
cog,1993,1190000.05722
cog,1995,319999.99285
cog,1996,560000.00238
cog,1997,1240000.00954
cog,1998,10770000.45776
cog,1999,889999.98569
cog,2000,1629999.99523
cog,2001,1679999.94755
cog,2002,2160000.08583
cog,2003,3019999.98093
cog,2004,3559999.94278
cog,2005,2220000.02861
cog,2006,3200000.04768
cog,2007,3150000.09537
cog,2008,1570000.05245
cog,2009,620000.00477
cog,2010,1379999.99523
cog,2011,119999.99732
cog,2012,970000.02861
cog,2013,-196443.0064
cog,2014,393225.99769
cog,2015,-6
cog,2016,1169.00005
cog,2018,4602.99989
cog,2020,316886.99126
cog,2021,735807.00159
cog,2022,332318.99142
cog,2023,287746.01221
col,1963,9999.99978
col,1969,29999.99933
col,1970,50000.00075
col,1972,19999.99955
col,1973,90000.00358
col,1974,19999.99955
col,1979,170000.00179
col,1982,180000.00715
col,1986,460000.00834
col,1987,79999.99821
col,1988,540000.02146
col,1989,200000.00298
col,1990,29999.99933
col,1991,1220000.02861
col,1992,79999.99821
col,1993,1240000.00954
col,1994,1240000.00954
col,1995,2019999.98093
col,1996,3519999.98093
col,1997,4760000.22888
col,1998,3170000.07629
col,1999,4159999.84741
col,2000,4369999.88556
col,2001,6219999.79019
col,2002,6849999.90463
col,2003,8640000.34332
col,2004,14079999.92371
col,2005,14609999.65668
col,2006,18340000.15259
col,2007,18559999.46594
col,2008,26250000
col,2009,25979999.54224
col,2010,25079999.92371
col,2011,34439998.62671
col,2012,28610000.61035
col,2013,37452930.45044
col,2014,38343414.30664
col,2015,26133180.61829
col,2016,31375789.64233
col,2017,34049007.41577
col,2018,32726173.40088
col,2019,30588035.5835
col,2020,34945789.33716
col,2021,55713371.27686
col,2022,34984550.47607
col,2023,30024885.17761
com,2012,90000.00358
com,2013,-3837.99989
com,2014,-1474.00005
com,2020,62591.00139
com,2021,147991.99998
com,2022,114101.99851
com,2023,71912.99647
cpv,1975,500000
cpv,1976,1240000.00954
cpv,1977,5659999.84741
cpv,1978,5800000.19073
cpv,1979,6690000.05722
cpv,1980,7469999.79019
cpv,1981,7219999.79019
cpv,1982,7769999.98093
cpv,1983,7000000
cpv,1984,6010000.22888
cpv,1985,6630000.11444
cpv,1986,5190000.05722
cpv,1987,7929999.82834
cpv,1988,11449999.80927
cpv,1989,8319999.69482
cpv,1990,8909999.84741
cpv,1991,11579999.92371
cpv,1992,10500000
cpv,1993,12050000.19073
cpv,1994,8949999.80927
cpv,1995,4940000.05722
cpv,1996,4039999.96185
cpv,1997,2200000.04768
cpv,1998,7769999.98093
cpv,1999,50000.00075
cpv,2000,1700000.04768
cpv,2001,59999.99866
cpv,2002,59999.99866
cpv,2003,79999.99821
cpv,2004,300000.01192
cpv,2005,200000.00298
cpv,2006,150000.00596
cpv,2007,479999.98927
cpv,2008,289999.99166
cpv,2009,610000.01431
cpv,2010,100000.00149
cpv,2014,128573.00043
cpv,2015,36658.0002
cpv,2016,36113.00141
cpv,2021,116591.99744
cpv,2022,62329.00172
cpv,2023,82051.00149
cri,1969,19999.99955
cri,1974,19999.99955
cri,1983,29999.99933
cri,1984,100000.00149
cri,1985,310000.00238
cri,1986,550000.01192
cri,1987,839999.97377
cri,1988,3579999.92371
cri,1989,5130000.11444
cri,1990,7630000.11444
cri,1991,10920000.07629
cri,1992,6219999.79019
cri,1993,9840000.15259
cri,1994,7079999.92371
cri,1995,8060000.41962
cri,1996,3140000.1049
cri,1997,3049999.95232
cri,1998,1970000.02861
cri,1999,1669999.95708
cri,2000,1700000.04768
cri,2001,330000.01311
cri,2002,1090000.03338
cri,2003,1409999.96662
cri,2004,1179999.94755
cri,2005,1000000
cri,2006,920000.01669
cri,2007,1080000.04292
cri,2008,990000.00954
cri,2009,1070000.05245
cri,2010,490000.00954
cri,2011,370000.00477
cri,2012,519999.98093
cri,2013,162000.00048
cri,2014,72359.00313
cri,2015,67013.00293
cri,2016,40741.00032
cri,2017,71135.99777
cri,2018,78405.99865
cri,2019,120738.99806
cri,2020,42075.0007
cri,2021,1090857.02896
cri,2022,800158.97751
cri,2023,611814.02206
cub,1970,70000.0003
cub,1971,449999.98808
cub,1972,990000.00954
cub,1973,1789999.96185
cub,1974,10199999.80927
cub,1975,9960000.03815
cub,1976,13289999.96185
cub,1977,15229999.54224
cub,1978,7780000.20981
cub,1979,8050000.19073
cub,1980,3839999.91417
cub,1981,310000.00238
cub,1982,579999.98331
cub,1983,1539999.96185
cub,1984,2299999.95232
cub,1985,1769999.98093
cub,1986,2269999.98093
cub,1987,3930000.06676
cub,1988,620000.00477
cub,1989,3529999.97139
cub,1990,2619999.88556
cub,1991,2710000.03815
cub,1992,1149999.97616
cub,1993,500000
cub,1994,6349999.90463
