geo,time,eg_gdp_puse_ko_pp_kd
bhr,2001,4.11018
bhr,2002,4.09672
bhr,2003,4.10468
bhr,2004,4.37462
bhr,2005,4.06774
bhr,2006,4.04254
bhr,2007,4.18381
bhr,2008,4.10037
bhr,2009,4.3291
bhr,2010,4.36917
bhr,2011,4.45464
bhr,2012,4.6623
bhr,2013,4.504
bhr,2014,4.54875
bhs,1990,14.96369
bhs,2004,18.88723
bhs,2005,18.63064
bhs,2006,18.82902
bhs,2007,19.0206
bih,1994,4.5359
bih,1995,5.26254
bih,1996,8.51358
bih,1997,7.41087
bih,1998,6.89288
bih,1999,7.63424
bih,2000,6.56391
bih,2001,6.95684
bih,2002,6.96479
bih,2003,7.24603
bih,2004,7.0473
bih,2005,6.98661
bih,2006,7.00348
bih,2007,7.40804
bih,2008,6.94987
bih,2009,6.46358
bih,2010,6.25412
bih,2011,5.72719
bih,2012,6.07233
bih,2013,6.43652
bih,2014,5.37074
blr,1990,1.9921
blr,1991,2.02012
blr,1992,2.18851
blr,1993,2.37441
blr,1994,2.46897
blr,1995,2.39129
blr,1996,2.39382
blr,1997,2.6735
blr,1998,2.95846
blr,1999,3.14149
blr,2000,3.27044
blr,2001,3.41053
blr,2002,3.51422
blr,2003,3.65406
blr,2004,3.93785
blr,2005,4.31237
blr,2006,4.45639
blr,2007,4.94099
blr,2008,5.43736
blr,2009,5.73823
blr,2010,5.96143
blr,2011,5.89212
blr,2012,5.76479
blr,2013,6.51054
blr,2014,6.51075
blz,1990,10.9956
blz,2004,17.04753
blz,2005,16.77303
blz,2006,16.42025
blz,2007,16.38634
bol,1990,12.06316
bol,1991,12.31822
bol,1992,11.82137
bol,1993,11.5293
bol,1994,10.96285
bol,1995,10.22593
bol,1996,9.92618
bol,1997,9.55223
bol,1998,9.92535
bol,1999,10.14301
bol,2000,9.29425
bol,2001,12.14644
bol,2002,10.38377
bol,2003,10.25852
bol,2004,10.67361
bol,2005,10.21903
bol,2006,8.5565
bol,2007,10.98149
bol,2008,10.96021
bol,2009,10.8752
bol,2010,10.39524
bol,2011,10.35563
bol,2012,9.46875
bol,2013,10.05781
bol,2014,9.9344
bra,1990,11.18079
bra,1991,11.08656
bra,1992,10.91246
bra,1993,11.17033
bra,1994,11.23179
bra,1995,11.31875
bra,1996,10.98452
bra,1997,10.80872
bra,1998,10.59118
bra,1999,10.4049
bra,2000,10.81795
bra,2001,10.78023
bra,2002,10.82299
bra,2003,10.76943
bra,2004,10.78972
bra,2005,10.86166
bra,2006,10.91265
bra,2007,10.95354
bra,2008,10.90397
bra,2009,11.25828
bra,2010,10.94824
bra,2011,11.20792
bra,2012,10.94888
bra,2013,10.81752
bra,2014,10.53098
brb,1990,11.33384
brb,2004,11.16684
brb,2005,11.16206
brb,2006,11.60628
brb,2007,11.75879
brn,1990,10.67175
brn,1991,9.73446
brn,1992,9.48398
brn,1993,9.88202
brn,1994,10.98548
brn,1995,9.57935
brn,1996,9.78998
brn,1997,9.33974
brn,1998,9.32692
brn,1999,9.42667
brn,2000,9.64396
brn,2001,10.7019
brn,2002,11.37579
brn,2003,10.08196
brn,2004,11.05147
brn,2005,11.48846
brn,2006,8.44066
brn,2007,8.25538
brn,2008,7.37446
brn,2009,8.43441
brn,2010,8.1261
brn,2011,7.05352
brn,2012,7.19752
brn,2013,8.86895
brn,2014,7.40131
btn,1990,27.31598
btn,2004,18.33088
btn,2005,17.35297
btn,2006,17.95165
btn,2007,18.37406
bwa,1990,10.09153
bwa,1991,10.64737
bwa,1992,9.50887
bwa,1993,9.6621
bwa,1994,10.16124
bwa,1995,10.61935
bwa,1996,11.51921
bwa,1997,11.89294
bwa,1998,10.58237
bwa,1999,11.2382
bwa,2000,11.02581
bwa,2001,10.92539
bwa,2002,11.40827
bwa,2003,11.97462
bwa,2004,12.50626
bwa,2005,12.67099
bwa,2006,13.28597
bwa,2007,13.60021
bwa,2008,13.26953
bwa,2009,12.21388
bwa,2010,12.28806
bwa,2011,13.66496
bwa,2012,12.02845
bwa,2013,12.63641
bwa,2014,12.20272
can,1990,4.52981
can,1991,4.44624
can,1992,4.38428
can,1993,4.35501
can,1994,4.39557
can,1995,4.45483
can,1996,4.43897
can,1997,4.5816
can,1998,4.78482
can,1999,4.89316
can,2000,5.0016
can,2001,5.1666
can,2002,5.30611
can,2003,5.13024
can,2004,5.16873
can,2005,5.30523
can,2006,5.50936
can,2007,5.58716
can,2008,5.5951
can,2009,5.64366
can,2010,5.76004
can,2011,5.79193
can,2012,5.96458
can,2013,6.0313
can,2014,6.02247
can,2015,6.22723
che,1990,15.50077
che,1991,15.12842
che,1992,15.05497
che,1993,15.4221
che,1994,15.47813
che,1995,15.77766
che,1996,15.5479
che,1997,15.62423
che,1998,15.90508
che,1999,16.14077
che,2000,17.00585
che,2001,16.26438
che,2002,16.67262
che,2003,16.59855
che,2004,16.98529
che,2005,17.55148
che,2006,17.49548
che,2007,19.1195
che,2008,18.91481
che,2009,18.34482
che,2010,19.49516
che,2011,20.50053
che,2012,20.53918
che,2013,20.0347
che,2014,21.87329
che,2015,22.72295
chl,1990,9.24027
chl,1991,9.74188
chl,1992,10.0147
chl,1993,10.41557
chl,1994,10.17473
chl,1995,10.31476
chl,1996,9.94591
chl,1997,9.53875
chl,1998,9.5972
chl,1999,9.00799
chl,2000,9.40328
chl,2001,9.8846
chl,2002,9.854
chl,2003,10.21326
chl,2004,10.23035
chl,2005,10.5021
chl,2006,10.70003
chl,2007,10.84926
chl,2008,11.36928
chl,2009,11.54922
chl,2010,11.69993
chl,2011,11.40681
chl,2012,10.93812
chl,2013,10.86566
chl,2014,11.85443
chl,2015,12.13115
chn,1990,1.85646
chn,1991,2.08279
chn,1992,2.30081
chn,1993,2.47362
chn,1994,2.66972
chn,1995,2.75886
chn,1996,2.95055
chn,1997,3.22649
chn,1998,3.45591
chn,1999,3.65013
chn,2000,3.83952
chn,2001,3.99687
chn,2002,4.08643
chn,2003,3.93482
chn,2004,3.79866
chn,2005,3.82771
chn,2006,3.9466
chn,2007,4.16838
chn,2008,4.43114
chn,2009,4.53734
chn,2010,4.54519
chn,2011,4.64255
chn,2012,4.82449
chn,2013,5.03662
chn,2014,5.32802
civ,1990,11.92797
civ,1991,11.59953
civ,1992,10.60959
civ,1993,10.225
civ,1994,10.05955
civ,1995,10.81698
civ,1996,10.37443
civ,1997,11.14841
civ,1998,11.65331
civ,1999,9.88803
civ,2000,10.20322
civ,2001,10.38073
civ,2002,9.44674
civ,2003,9.52053
civ,2004,6.97071
civ,2005,6.80635
civ,2006,7.11627
civ,2007,6.6845
civ,2008,6.96868
civ,2009,7.8784
civ,2010,7.76693
civ,2011,6.41089
civ,2012,6.36347
civ,2013,6.58085
civ,2014,7.01854
cmr,1990,7.99354
cmr,1991,7.61522
cmr,1992,7.29977
cmr,1993,6.4958
cmr,1994,6.39579
cmr,1995,6.46789
cmr,1996,6.57803
cmr,1997,6.68549
cmr,1998,6.80524
cmr,1999,7.0575
cmr,2000,7.02716
cmr,2001,7.2455
cmr,2002,7.39472
cmr,2003,7.49343
cmr,2004,7.77928
cmr,2005,7.90561
cmr,2006,8.61146
cmr,2007,9.52733
cmr,2008,9.71363
cmr,2009,9.21647
cmr,2010,9.41181
cmr,2011,10.09579
cmr,2012,10.24251
cmr,2013,10.23372
cmr,2014,10.35432
cod,1990,5.33841
cod,1991,4.88295
cod,1992,4.29176
cod,1993,3.64083
cod,1994,3.48625
cod,1995,3.36786
cod,1996,3.22384
cod,1997,2.99019
cod,1998,2.87133
cod,1999,2.7375
cod,2000,2.54572
cod,2001,2.41129
cod,2002,2.39901
cod,2003,2.44176
cod,2004,2.50638
cod,2005,2.56108
cod,2006,2.59892
cod,2007,2.66462
cod,2008,2.72973
cod,2009,2.72587
cod,2010,2.81597
cod,2011,2.83382
cod,2012,2.44589
cod,2013,2.52475
cod,2014,2.64502
cog,1990,15.17186
cog,1991,14.87857
cog,1992,15.45473
cog,1993,15.20854
cog,1994,16.66559
cog,1995,15.17837
cog,1996,16.79831
cog,1997,17.44479
cog,1998,18.08103
cog,1999,17.89256
cog,2000,19.384
cog,2001,17.9497
cog,2002,18.63597
cog,2003,15.91993
cog,2004,15.51342
cog,2005,15.45062
cog,2006,12.7823
cog,2007,13.43961
cog,2008,13.3517
cog,2009,13.05371
cog,2010,13.17432
cog,2011,10.11267
cog,2012,9.70138
cog,2013,9.38945
cog,2014,10.00856
col,1990,11.35268
col,1991,11.455
col,1992,11.65225
col,1993,11.73911
col,1994,11.99811
col,1995,12.4054
col,1996,12.35905
col,1997,13.17461
col,1998,12.65209
col,1999,13.5528
col,2000,13.88267
col,2001,14.17387
col,2002,14.81895
col,2003,15.08266
col,2004,15.72504
col,2005,15.82399
col,2006,16.06693
col,2007,17.25658
col,2008,17.02386
col,2009,16.609
col,2010,17.07775
col,2011,18.23569
col,2012,18.77296
col,2013,18.49988
col,2014,19.13107
com,1990,70.60303
com,2004,49.25394
com,2005,46.54466
com,2006,42.08898
com,2007,43.46048
cpv,1990,22.79325
cpv,2004,27.06693
cpv,2005,26.0149
cpv,2006,27.26564
cpv,2007,31.09715
cri,1990,18.4712
cri,1991,17.8024
cri,1992,15.05665
cri,1993,15.80313
cri,1994,16.76472
cri,1995,17.11144
cri,1996,17.26905
cri,1997,17.98624
cri,1998,19.38472
cri,1999,18.31969
cri,2000,17.40726
cri,2001,17.90798
cri,2002,17.60363
cri,2003,17.10936
cri,2004,15.08109
cri,2005,15.68599
cri,2006,15.55944
cri,2007,15.62111
cri,2008,16.08511
cri,2009,16.03184
cri,2010,16.58148
cri,2011,17.2785
cri,2012,17.82595
cri,2013,17.85342
cri,2014,18.24918
cyp,1990,10.71878
cyp,1991,10.58107
cyp,1992,10.28301
cyp,1993,9.64459
cyp,1994,8.93846
cyp,1995,10.9952
cyp,1996,10.01242
cyp,1997,10.48814
cyp,1998,10.39842
cyp,1999,10.86072
cyp,2000,10.69935
cyp,2001,11.24167
cyp,2002,11.50289
cyp,2003,10.8501
cyp,2004,12.16532
cyp,2005,12.55341
cyp,2006,12.63793
cyp,2007,12.5748
cyp,2008,12.30114
cyp,2009,12.33027
cyp,2010,13.03941
cyp,2011,13.50566
cyp,2012,13.86763
cyp,2013,14.94082
cyp,2014,14.36122
cze,1990,4.91671
cze,1991,4.80449
cze,1992,4.9187
cze,1993,5.07654
cze,1994,5.3885
cze,1995,5.66162
cze,1996,5.72052
cze,1997,5.65352
cze,1998,5.81586
cze,1999,6.33071
cze,2000,6.26285
cze,2001,6.28374
cze,2002,6.31438
cze,2003,6.25109
cze,2004,6.39924
cze,2005,6.90418
cze,2006,7.20309
cze,2007,7.59824
cze,2008,7.98493
cze,2009,8.12508
cze,2010,7.90089
cze,2011,8.33927
cze,2012,8.30967
cze,2013,8.43648
cze,2014,8.78307
cze,2015,9.37005
deu,1990,8.30049
deu,1991,8.89963
deu,1992,9.24244
deu,1993,9.24279
deu,1994,9.50929
deu,1995,9.5556
deu,1996,9.31782
deu,1997,9.56827
deu,1998,9.82038
deu,1999,10.23787
deu,2000,10.48548
deu,2001,10.35125
deu,2002,10.56793
deu,2003,10.5495
deu,2004,10.59824
deu,2005,10.75474
deu,2006,10.86369
deu,2007,11.81707
deu,2008,11.80214
deu,2009,11.88352
deu,2010,11.7584
deu,2011,12.85796
deu,2012,12.86384
deu,2013,12.68024
deu,2014,13.45311
deu,2015,13.40108
dma,1990,25.78126
dma,2004,18.2112
dma,2005,17.43647
dma,2006,17.81441
dma,2007,18.50555
dnk,1990,11.55774
dnk,1991,10.56794
dnk,1992,11.26056
dnk,1993,10.96683
dnk,1994,11.16044
dnk,1995,11.60566
dnk,1996,10.55413
dnk,1997,11.76151
dnk,1998,12.22031
dnk,1999,13.12874
dnk,2000,14.01502
dnk,2001,13.70922
dnk,2002,13.91896
dnk,2003,13.21482
dnk,2004,14.02394
dnk,2005,14.76167
dnk,2006,14.30253
dnk,2007,14.78747
dnk,2008,15.13132
dnk,2009,15.05283
dnk,2010,14.47689
dnk,2011,15.87933
dnk,2012,16.56638
dnk,2013,16.47158
dnk,2014,18.11906
dnk,2015,18.7788
dom,1990,11.02177
dom,1991,11.0377
dom,1992,11.06999
dom,1993,12.26268
dom,1994,10.95361
dom,1995,11.02217
dom,1996,11.19145
dom,1997,10.92041
dom,1998,11.02695
dom,1999,11.23122
dom,2000,10.93826
dom,2001,11.55589
dom,2002,11.37904
dom,2003,11.86074
dom,2004,13.45107
dom,2005,13.53956
dom,2006,14.27756
dom,2007,15.07916
dom,2008,15.51974
dom,2009,15.96432
dom,2010,16.45762
dom,2011,16.66646
dom,2012,16.21272
dom,2013,18.03664
dom,2014,19.28668
dza,1990,10.15528
dza,1991,9.48544
dza,1992,9.43336
dza,1993,9.20245
dza,1994,9.46126
dza,1995,9.41254
dza,1996,10.11963
dza,1997,9.98412
dza,1998,10.13923
dza,1999,9.8022
dza,2000,10.0165
dza,2001,10.29603
dza,2002,10.16453
dza,2003,10.25296
dza,2004,10.5626
dza,2005,10.74165
dza,2006,10.20178
dza,2007,9.94058
dza,2008,10.06041
dza,2009,9.34618
dza,2010,9.8461
dza,2011,9.71227
dza,2012,9.13631
dza,2013,9.07345
dza,2014,8.67223
ecu,1990,13.40479
ecu,1991,13.3009
ecu,1992,13.41478
ecu,1993,14.67239
ecu,1994,14.29408
ecu,1995,12.4813
ecu,1996,12.05535
ecu,1997,12.11492
ecu,1998,12.17567
ecu,1999,12.89072
ecu,2000,11.7614
ecu,2001,11.52846
ecu,2002,12.29723
ecu,2003,12.44696
ecu,2004,13.94659
ecu,2005,14.07189
ecu,2006,14.62647
ecu,2007,13.21179
ecu,2008,15.25303
ecu,2009,12.87791
ecu,2010,13.18914
ecu,2011,13.43505
ecu,2012,14.3765
ecu,2013,14.00342
ecu,2014,13.58712
egy,1990,11.16178
egy,1991,11.28108
egy,1992,11.48556
egy,1993,11.39756
egy,1994,12.31799
egy,1995,12.12084
egy,1996,11.98951
egy,1997,12.14421
egy,1998,11.96565
egy,1999,12.4128
egy,2000,13.83767
egy,2001,12.75737
egy,2002,12.66275
egy,2003,12.58731
egy,2004,12.1214
egy,2005,10.86843
egy,2006,10.98993
egy,2007,10.98717
egy,2008,11.33387
egy,2009,11.59469
egy,2010,12.42841
egy,2011,12.05158
egy,2012,11.98447
egy,2013,12.77528
egy,2014,13.18234
esp,1990,11.885
esp,1991,11.7498
esp,1992,11.64246
esp,1993,12.01339
esp,1994,11.65318
esp,1995,11.4469
esp,1996,11.927
esp,1997,11.63755
esp,1998,11.56499
esp,1999,11.52623
esp,2000,11.57107
esp,2001,11.72011
esp,2002,11.69182
esp,2003,11.63981
esp,2004,11.50187
esp,2005,11.67572
esp,2006,12.16547
esp,2007,12.42749
esp,2008,12.96596
esp,2009,13.57286
esp,2010,13.60562
esp,2011,13.71288
esp,2012,13.32979
esp,2013,14.08481
esp,2014,14.60002
esp,2015,14.54263
est,1995,3.51247
est,1996,3.35335
est,1997,3.86541
est,1998,4.42004
est,1999,4.68284
est,2000,5.26422
est,2001,5.35142
est,2002,5.96174
est,2003,5.80555
est,2004,6.08496
est,2005,6.7848
est,2006,7.63302
est,2007,7.33816
est,2008,7.21529
est,2009,6.94363
est,2010,6.16087
est,2011,6.60498
est,2012,6.94649
est,2013,6.38619
est,2014,6.63981
est,2015,7.43743
eth,1990,1.60161
eth,1991,1.43799
eth,1992,1.28204
eth,1993,1.3923
eth,1994,1.38303
eth,1995,1.41537
eth,1996,1.53882
eth,1997,1.54286
eth,1998,1.44522
eth,1999,1.47835
eth,2000,1.52096
eth,2001,1.58748
eth,2002,1.56506
eth,2003,1.48402
eth,2004,1.63649
eth,2005,1.78576
eth,2006,1.92109
eth,2007,2.07607
eth,2008,2.23251
eth,2009,2.36312
eth,2010,2.58691
eth,2011,2.78211
eth,2012,2.93826
eth,2013,3.13968
eth,2014,3.35943
fin,1990,5.7874
fin,1991,5.36876
fin,1992,5.5099
fin,1993,5.21794
fin,1994,5.08004
fin,1995,5.56347
fin,1996,5.36192
fin,1997,5.49738
fin,1998,5.74324
fin,1999,6.01453
fin,2000,6.37064
fin,2001,6.37104
fin,2002,6.15866
fin,2003,5.95853
fin,2004,6.12836
fin,2005,6.82517
fin,2006,6.52603
fin,2007,6.97706
fin,2008,7.31995
fin,2009,7.12507
fin,2010,6.71784
fin,2011,7.1625
fin,2012,7.32217
fin,2013,7.4112
fin,2014,7.23872
fin,2015,7.60757
fji,1990,21.54431
fji,2004,13.05449
fji,2005,15.14732
fji,2006,15.9523
fji,2007,16.87306
fra,1990,8.76925
fra,1991,8.38397
fra,1992,8.6668
fra,1993,8.47244
fra,1994,9.01343
fra,1995,8.83561
fra,1996,8.48027
fra,1997,8.95248
fra,1998,9.01175
fra,1999,9.33544
fra,2000,9.60766
fra,2001,9.47399
fra,2002,9.55838
fra,2003,9.4671
fra,2004,9.59441
fra,2005,9.71366
fra,2006,10.11438
fra,2007,10.47915
fra,2008,10.45987
fra,2009,10.61631
fra,2010,10.49272
fra,2011,11.14198
fra,2012,11.15311
fra,2013,11.16888
fra,2014,11.75741
fra,2015,11.74041
gab,1990,14.61057
gab,1991,15.01379
gab,1992,13.61135
gab,1993,13.37223
gab,1994,15.64575
gab,1995,14.97722
gab,1996,14.90478
gab,1997,15.56797
gab,1998,15.1443
gab,1999,14.16871
gab,2000,13.83797
gab,2001,13.16621
gab,2002,10.87968
gab,2003,9.46231
gab,2004,8.20954
gab,2005,7.29659
gab,2006,6.30487
gab,2007,6.0007
gab,2008,5.27971
gab,2009,4.83245
gab,2010,4.60695
gab,2011,6.12685
gab,2012,7.27701
gab,2013,5.26523
gab,2014,5.7298
gbr,1990,8.70383
gbr,1991,8.32459
gbr,1992,8.38795
gbr,1993,8.51047
gbr,1994,8.76965
gbr,1995,8.97647
gbr,1996,8.76966
gbr,1997,9.43241
gbr,1998,9.63428
gbr,1999,9.89956
gbr,2000,10.26341
gbr,2001,10.44682
gbr,2002,10.87142
gbr,2003,11.02208
gbr,2004,11.32928
gbr,2005,11.57744
gbr,2006,12.02656
gbr,2007,12.79811
gbr,2008,12.97859
gbr,2009,13.14594
gbr,2010,13.00861
gbr,2011,14.17957
gbr,2012,13.95333
gbr,2013,14.37298
gbr,2014,15.83942
gbr,2015,16.16494
geo,1990,4.30728
geo,1991,4.19628
geo,1992,2.68465
geo,1993,2.16141
geo,1994,3.14335
geo,1995,4.05561
geo,1996,4.48487
geo,1997,5.64772
geo,1998,6.29891
geo,1999,7.07784
geo,2000,6.99031
geo,2001,8.17775
geo,2002,8.71513
geo,2003,9.10164
geo,2004,9.36856
geo,2005,10.05
geo,2006,10.30391
geo,2007,10.52446
geo,2008,11.98717
geo,2009,11.21018
geo,2010,11.80864
geo,2011,11.17221
geo,2012,11.36691
geo,2013,11.19873
geo,2014,10.38289
gha,1990,6.71371
gha,1991,6.8307
gha,1992,6.85097
gha,1993,6.85552
gha,1994,6.8058
gha,1995,6.76966
gha,1996,6.84481
gha,1997,6.82463
gha,1998,6.76032
gha,1999,6.79559
gha,2000,8.62325
gha,2001,8.911
gha,2002,9.3686
gha,2003,10.41621
gha,2004,11.00598
gha,2005,11.75827
gha,2006,11.74317
gha,2007,12.25263
gha,2008,13.37289
gha,2009,12.94584
gha,2010,12.80783
gha,2011,13.68403
gha,2012,13.81882
gha,2013,14.17393
gha,2014,14.44772
gmb,1990,35.03145
gmb,2004,32.44094
gmb,2005,31.67802
gmb,2006,29.84402
gmb,2007,26.35907
gnb,1990,26.06463
gnb,2004,25.16373
gnb,2005,25.93566
gnb,2006,25.65012
gnb,2007,25.09302
gnq,2004,27.2894
gnq,2005,19.43742
gnq,2006,17.39713
gnq,2007,17.13692
grc,1990,11.53902
grc,1991,11.79999
grc,1992,11.59688
grc,1993,11.55673
grc,1994,11.46849
grc,1995,11.6065
grc,1996,11.56848
grc,1997,11.62704
grc,1998,11.47197
grc,1999,11.77777
grc,2000,11.62267
grc,2001,11.70633
grc,2002,12.02942
grc,2003,12.369
grc,2004,12.74768
grc,2005,12.59337
grc,2006,13.3157
grc,2007,13.75613
grc,2008,13.6202
grc,2009,13.47038
grc,2010,13.57442
grc,2011,12.59194
grc,2012,11.78521
grc,2013,13.06897
grc,2014,13.2445
grc,2015,12.95118
grd,1990,19.98916
grd,2004,17.78792
grd,2005,18.8742
grd,2006,17.6727
grd,2007,18.75488
gtm,1990,11.40941
gtm,1991,11.50189
gtm,1992,11.43258
gtm,1993,11.92098
gtm,1994,11.76871
gtm,1995,11.66469
gtm,1996,11.68436
gtm,1997,11.65388
gtm,1998,11.25154
gtm,1999,10.63697
gtm,2000,10.69948
gtm,2001,10.72428
