geo,time,ne_gdi_stkb_kn
aus,1982,3428000000
aus,1983,-4156000000
aus,1984,2966000000
aus,1985,3171000000
aus,1986,2105000000
aus,1987,-2862000000
aus,1988,2165000000
aus,1989,4627000000
aus,1990,8385000000
aus,1991,-1291000000
aus,1992,-3843000000
aus,1993,1024000000
aus,1994,2100000000
aus,1995,5013000000
aus,1996,3598000000
aus,1997,6039000000
aus,1998,4632000000
aus,1999,8767000000
aus,2000,2929000000
aus,2001,2606000000
aus,2002,1285000000
aus,2003,-1648000000
aus,2004,6103000000
aus,2005,8459000000
aus,2006,-3036000000
aus,2007,1882000000
aus,2008,5504000000
aus,2009,-5675000000
aus,2010,-2743000000
aus,2011,5377000000
aus,2012,6576000000
aus,2013,94000000
aus,2014,-3952000000
aus,2015,1163000000
aus,2016,951000000
aus,2017,1966000000
aus,2018,3668000000
aus,2019,-1076000000
aus,2020,-7641000000
aus,2021,5237000000
aze,1993,-8152000
aze,1994,-71767400
aze,1995,-16105900
aze,1996,-34047700
aze,1997,-47326300
aze,1998,-58211500
aze,1999,-94648000
aze,2000,-138959400
aze,2001,-139853200
aze,2002,35652600
aze,2003,23550400
aze,2004,26485200
aze,2005,28300000
aze,2006,26818300
aze,2007,24900900
aze,2008,24996500
aze,2009,25438400
aze,2010,25296700
aze,2011,-4908800
aze,2012,-5016800
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2000,0
bdi,2001,0
bdi,2002,0
bdi,2003,0
bdi,2004,0
bdi,2005,-1208244000
bdi,2006,17831184000
bdi,2007,6588110000
bdi,2008,1381681000
bdi,2009,7171805000
bdi,2010,10555020000
bdi,2011,14117994000
bdi,2012,22937880000
bdi,2013,22348287000
bdi,2014,-3584000000
bdi,2015,-3583542800
bdi,2016,-3585834500
bdi,2017,-3701823300
bdi,2018,-3745003800
bdi,2019,-3906522200
bdi,2020,-4018288500
bdi,2021,-4120421400
ben,1999,14660737200
ben,2000,-12663866100
ben,2001,14648291700
ben,2002,-28494311300
ben,2003,-39490619500
ben,2004,8487895700
ben,2005,-75339277600
ben,2006,-19435483300
ben,2007,6343257400
ben,2008,-57515170800
ben,2009,-38212601400
ben,2010,-50511120900
ben,2011,-45036028700
ben,2012,-3661854500
ben,2013,-50409312300
ben,2014,-89636441800
ben,2015,15898000000
ben,2016,33319000000
ben,2017,33319000000
ben,2018,33319000000
ben,2019,28819000000
ben,2020,23819000000
bfa,1983,-3372000000
bfa,1984,-3471000100
bfa,1985,40576970800
bfa,1986,8280921100
bfa,1987,-14274396200
bfa,1988,2090463000
bfa,1989,-14138492900
bfa,1990,14719863800
bfa,1991,15966730200
bfa,1992,-2458238700
bfa,1993,9057274900
bfa,1994,17111526400
bfa,1995,18244429800
bfa,1996,32907380700
bfa,1997,46789742600
bfa,1998,29050306600
bfa,1999,9375155800
bfa,2000,-69991743000
bfa,2001,-16255339000
bfa,2002,-48148492900
bfa,2003,-592605521900
bfa,2004,64187248800
bfa,2005,-1222210630100
bfa,2006,-128853228400
bfa,2007,4385175600
bfa,2008,204451908500
bfa,2009,78691944800
bfa,2010,141557359000
bfa,2011,82272077400
bfa,2012,222168960900
bfa,2013,14275042400
bfa,2014,42452227800
bfa,2015,17152000000
bfa,2016,45034000000
bfa,2017,109203419000
bfa,2018,165254650400
bfa,2019,128279066000
bhr,2000,99750000
bhr,2001,178280000
bhr,2002,-107070000
bhr,2003,-87380000
bhr,2004,108410000
bhr,2005,106920000
bhr,2006,127310000
bhr,2007,7080000
bhr,2008,-1870000
bhr,2009,18280000
bhr,2010,119980000
bhr,2011,130530000
bhr,2012,115470000
bhr,2013,111640000
bhr,2014,88770000
bhr,2015,78650000
bhr,2016,250170000
bhr,2017,402500000
bhr,2018,397180000
bhr,2019,247610000
bhr,2020,210500000
bhs,1989,45421100
bhs,1990,60065800
bhs,1991,57950800
bhs,1992,24483300
bhs,1993,27467000
bhs,1994,23954600
bhs,1995,32494900
bhs,1996,42734900
bhs,1997,81020000
bhs,1998,107140000
bhs,1999,225670000
bhs,2000,152880000
bhs,2001,142550000
bhs,2002,142550000
bhs,2003,129680000
bhs,2004,124960000
bhs,2005,135020000
bhs,2006,134780000
bhs,2007,132500000
bhs,2008,129990000
bhs,2009,132130000
bhs,2010,134160000
bhs,2011,182620000
bhs,2012,108200000
bhs,2013,90990000
bhs,2014,124260000
bhs,2015,135000000
bhs,2016,132450000
bhs,2017,149070000
bhs,2018,157020000
bhs,2019,151790000
bhs,2020,122080000
bhs,2021,146370000
bih,2000,-65207200
bih,2001,219348200
bih,2002,236694500
bih,2003,251669500
bih,2004,389784400
bih,2005,8409300
bih,2006,313723000
bih,2007,414535764.55774
bih,2008,437662830.27071
bih,2009,-16383717.68394
bih,2010,-266609048.57664
bih,2011,55643387.32749
bih,2012,146809583.82024
bih,2013,54884636.02809
bih,2014,-100141787.79
bih,2015,235614116.93534
bih,2016,684709561.03134
bih,2017,985566865.99187
bih,2018,766486844.04184
bih,2019,859466836.23265
bih,2020,162000
blr,1990,129965443.5
blr,1991,217820800
blr,1992,199025500
blr,1993,193376800
blr,1994,59650000
blr,1995,46331600
blr,1996,80311500
blr,1997,76360400
blr,1998,70401800
blr,1999,12789600
blr,2000,60647100
blr,2001,384665100
blr,2002,71072100
blr,2003,514009600
blr,2004,1583122700
blr,2005,1050250300
blr,2006,1491840500
blr,2007,1726418900
blr,2008,3181557900
blr,2009,942470000
blr,2010,1302700000
blr,2011,-149900000
blr,2012,1250060000
blr,2013,1290230000
blr,2014,1302700000
blr,2015,309620000
blr,2016,799700000
blr,2017,1452100000
blr,2018,1660900000
blr,2019,1947653400
blr,2020,1950000000
blr,2021,1891000000
blz,1980,10470140.532
blz,1981,8353118.5536
blz,1982,-10177967.765
blz,1983,7204240.8208
blz,1984,19335594.262
blz,1985,24495967.329
blz,1986,18153872.696
blz,1987,3349672.2085
blz,1988,-2339448.551
blz,1989,26957140.945
blz,1990,1528165.0465
blz,1991,0
blz,1992,0
blz,1993,0
blz,1994,0
blz,1995,0
blz,1996,577200
blz,1997,3182800
blz,1998,3869100
blz,1999,-714700
blz,2000,50700000
blz,2001,-6300000
blz,2002,19700000
blz,2003,31100000
blz,2004,46900000
blz,2005,59100000
blz,2006,21300000
blz,2007,18300000
blz,2008,46800000
blz,2009,3800000
blz,2010,-59300000
blz,2011,43700000
blz,2012,-4200000
blz,2013,7100000
blz,2014,48200000
blz,2015,38600000
blz,2016,1800000
blz,2017,43700000
blz,2018,-80300000
blz,2019,-84300000
blz,2020,62700000
blz,2021,-7358859.33931
bol,1980,-45476438.78885
bol,1981,-19461031.53122
bol,1982,59743156.16274
bol,1983,70418383.99047
bol,1984,488416486.85779
bol,1985,785208511.01618
bol,1986,27395939.21527
bol,1987,221846150.43001
bol,1988,195149647.14246
bol,1989,-62339863.12183
bol,1990,-4100535.62817
bol,1991,192895300
bol,1992,47433700
bol,1993,-22412100
bol,1994,-88668700
bol,1995,-136030400
bol,1996,34669000
bol,1997,152949100
bol,1998,168730400
bol,1999,-40284600
bol,2000,28275100
bol,2001,179626800
bol,2002,191764900
bol,2003,94704700
bol,2004,-266128100
bol,2005,313326700
bol,2006,-197120000
bol,2007,-278545500
bol,2008,90127100
bol,2009,143331800
bol,2010,137207400
bol,2011,291386200
bol,2012,-355490300
bol,2013,-108420000
bol,2014,82778700
bol,2015,-277957800
bol,2016,280087000
bol,2017,707786300
bol,2018,318339000
bol,2019,758656700
bol,2020,604771200
bol,2021,646259500
bra,1991,1720365.6569
bra,1992,5574536.85943
bra,1993,376634360.60279
bra,1994,7968713345.79496
bra,1995,-32767152202.8833
bra,1996,-17432654346.563
bra,1997,-18793387247.3486
bra,1998,-5317211934.76668
bra,1999,5684619482.53204
bra,2000,10003561277.4935
bra,2001,5687340610.76393
bra,2002,-9354157430.6745
bra,2003,5529989489.4203
bra,2004,14649860849.5462
bra,2005,3855449080.56575
bra,2006,16904957112.3743
bra,2007,55227588437.98409
bra,2008,72921972501.03259
bra,2009,-10180375537.3699
bra,2010,49220001288.1403
bra,2011,51237601881.754
bra,2012,31827289245.7548
bra,2013,38188386493.6268
bra,2014,35576801350.8972
bra,2015,-24035027236.9327
bra,2016,-33982433963.5602
bra,2017,4229349571.33623
bra,2018,-124108188.31514
bra,2019,3155121482.36693
bra,2020,-49201964475.1096
bra,2021,-20137299951.5357
brn,1990,0
brn,1991,0
brn,1992,0
brn,1993,0
brn,1994,0
brn,1995,0
brn,1996,0
brn,1997,0
brn,1998,0
brn,1999,0
brn,2010,29551900
brn,2011,25650800
brn,2012,27568100
brn,2013,30545900
brn,2014,35722300
brn,2015,39721500
brn,2016,40601400
brn,2017,37468300
brn,2018,33024700
brn,2019,32985200
brn,2020,35903071.47218
brn,2021,34742695.35206
btn,1990,514382242.42
btn,1991,-230860000
btn,1992,-137989500
btn,1993,-230943400
btn,1994,720619800
btn,1995,285937500
btn,1996,-79286900
btn,1997,-70711500
btn,1998,-478432600
btn,1999,-880311200
btn,2000,-353527500
btn,2001,193832700
btn,2002,-165341600
btn,2003,-98808000
btn,2004,361871000
btn,2005,175524200
btn,2006,145133500
btn,2007,-1071901500
btn,2008,444031300
btn,2009,-184217300
btn,2010,233990100
btn,2011,-187114900
btn,2012,-38853400
btn,2013,-251027300
btn,2014,-966685100
btn,2015,-150225400
btn,2016,389034200
btn,2017,98258100
btn,2018,257023000
btn,2019,295420500
btn,2020,-1234900
bwa,1974,296509000
bwa,1975,355186500
bwa,1976,218706700
bwa,1977,180221100
bwa,1978,212603300
bwa,1979,220119500
bwa,1980,242272800
bwa,1981,386325300
bwa,1982,361007300
bwa,1983,215542000
bwa,1984,273411600
bwa,1985,57869700
bwa,1986,-76406100
bwa,1987,-964004900
bwa,1988,-787118100
bwa,1989,570445800
bwa,1990,673629700
bwa,1991,293950700
bwa,1992,109223500
bwa,1993,235974500
bwa,1994,113700000
bwa,1995,272500000
bwa,1996,224900000
bwa,1997,-1037700000
bwa,1998,3596800000
bwa,1999,-820400000
bwa,2000,2447900000
bwa,2001,1544200000
bwa,2002,1416700000
bwa,2003,1236345100
bwa,2004,3349100000
bwa,2005,221200000
bwa,2006,1380100000
bwa,2007,763100000
bwa,2008,5103700000
bwa,2009,-1735600000
bwa,2010,1690464000
bwa,2011,1300175600
bwa,2012,2844233000
bwa,2013,-1493661800
bwa,2014,-299500000
bwa,2015,3132400000
bwa,2016,-4030700000
bwa,2017,-266100000
bwa,2018,1727500000
bwa,2019,2395500000
bwa,2020,12392000000
caf,2000,0
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,1000000
caf,2009,11654000000
caf,2010,30459000000
caf,2011,12940000000
caf,2012,2952000000
caf,2013,31662000000
caf,2014,24455000000
caf,2015,38381000000
caf,2016,94497000000
caf,2017,20910000000
caf,2018,26341295500
caf,2019,23819379500
caf,2020,478501900
caf,2021,28071510900
civ,2008,154659100500
civ,2009,-249235000000
civ,2010,101040000000
civ,2011,-383124937900
civ,2012,394641303100
civ,2013,53492000300
civ,2014,125158125000
civ,2015,-47130000000
civ,2016,60532000000
civ,2017,33161000000
civ,2018,378675000000
civ,2019,-928851000000
civ,2020,-1006694346200
civ,2021,-1128452121000
cmr,1993,-1085237000
cmr,1994,-783406100
cmr,1995,-386968900
cmr,1996,471467400
cmr,1997,2836176000
cmr,1998,3029945900
cmr,1999,-10078688800
cmr,2000,45004200600
cmr,2001,151826869700
cmr,2002,-83920151600
cmr,2003,-203137452400
cmr,2004,25406475200
cmr,2005,-101597360500
cmr,2006,210584587600
cmr,2007,828744736900
cmr,2008,83748441100
cmr,2009,227751659400
cmr,2010,419713371900
cmr,2011,-39564026700
cmr,2012,-64144619300
cmr,2013,56206676500
cmr,2014,33557296700
cmr,2015,-93510058500
cmr,2016,72227000000
cmr,2017,33057000000
cmr,2018,26114511400
cmr,2019,322441266900
cmr,2020,264909803500
cod,1993,-222128332200
cod,1994,-157665492500
cod,1995,-171601757800
cod,1996,-153928493700
cod,1997,-98186071600
cod,1998,-124158971600
cod,1999,-62495539700
cod,2000,2300000000
cod,2001,1800000000
cod,2002,2000000000
cod,2003,4800000000
cod,2004,5900000000
cod,2005,5885000000
cod,2006,3798000000
cod,2007,3949920000
cod,2008,4036818200
cod,2009,4202327800
cod,2010,5779944000
cod,2011,9012127700
cod,2012,15230621700
cod,2013,16265120900
cod,2014,0
cod,2016,1000000000
cod,2017,0
cod,2018,1026801100
cod,2019,29050519100
cod,2020,1613916400
cod,2021,68486688600
cog,1985,19225225100
cog,1986,6866152600
cog,1987,-7095024400
cog,1988,-5950665600
cog,1989,-2746461100
cog,1990,-10100000000
cog,1991,6461352100
cog,1992,7182380000
cog,1993,3772394000
cog,1994,10018457900
cog,1995,15036394500
cog,1996,7632454800
cog,1997,4227050100
cog,1998,12987418600
cog,1999,7722813400
cog,2000,16296514200
cog,2001,707498000
cog,2002,7933914800
cog,2003,5701639400
cog,2004,6689020600
cog,2005,88171000000
cog,2006,214151000000
cog,2007,180684866600
cog,2008,191456928800
cog,2009,224322466300
cog,2010,1066499675300
cog,2011,124947371000
cog,2012,166915866200
cog,2013,66848400
cog,2014,-55863256700
cog,2015,-46301199300
cog,2016,-260268362400
cog,2017,17271684300
cog,2018,7818047300
cog,2019,-21473447900
col,1965,-2363178687400
col,1966,-729798575410
col,1967,-3682145063800
col,1968,-4081782834000
col,1969,-6411245123800
col,1970,-4397121186400
col,1971,-4734723738000
col,1972,-4744270027900
col,1973,-5074181807300
col,1974,-2914660487200
col,1975,-6768723973800
col,1976,-7459600971100
col,1977,-3619276085800
col,1978,-4666184235500
col,1979,-6127437388400
col,1980,-7647995344400
col,1981,-5730628083000
col,1982,-4975160236900
col,1983,-6400981233700
col,1984,-9346098128300
col,1985,-10529302990000
col,1986,-12457123865000
col,1987,-9565884243800
col,1988,-11719529725000
col,1989,-11984535607000
col,1990,-10737903575000
col,1991,-11062314056400
col,1992,-1695812329300
col,1993,-1334825616800
col,1994,2049114475900
col,1995,6607548648700
col,1996,-3397947859900
col,1997,-2208434597700
col,1998,-2075189490500
col,1999,-4471172402500
col,2000,2317344326300
col,2001,1859273901400
col,2002,1467879486800
col,2003,1554254368200
col,2004,1764382073200
col,2005,768000000000
col,2006,-681000000000.01501
col,2007,-4967000000000
col,2008,9020999999999.96875
col,2009,-4347000000000
col,2010,-1706000000000
col,2011,6374999999999.96973
col,2012,5889000000000
col,2013,5309999999999.96973
col,2014,10549000000000
col,2015,3183000000000
col,2016,8307999999999.96973
col,2017,-1240000000000
col,2018,-389000000000
col,2019,945999999999.96997
col,2020,6109999999999.96973
com,1980,1787149863
com,1981,1856221841
com,1982,1974716010
com,1983,2069917651
com,1984,2154996674.5
com,1985,2204138654.7
com,1986,2245294625.4
com,1987,2282072301.2
com,1988,2343403454.1
com,1989,2268867364.3
com,1990,2384384292.9
com,1991,2255732500
com,1992,2448167300
com,1993,2521757700
com,1994,2388692500
com,1995,2474927400
com,1996,2442959600
com,1997,2541419000
com,1998,2574017000
com,1999,2623544300
com,2000,2908148500
com,2001,2975993500
com,2002,3045179000
com,2003,3109252700
com,2004,3168937900
com,2005,3258853400
com,2006,3345112100
com,2007,2504000000
com,2008,1988176000
com,2009,6117617600
com,2010,1517169200
com,2011,-2365266700
com,2012,-1303262000
com,2013,314086100
com,2014,1988165200
com,2015,17688184800
com,2016,13229713200
com,2017,17858385700
com,2018,18238351300
com,2019,18238351300
com,2020,139002291900
com,2021,139002291900
cpv,2007,6786551900
cpv,2008,7769144100
cpv,2009,6779652400
cpv,2010,3126877500
cpv,2011,968817800
cpv,2012,2539785800
cpv,2013,1896274600
cpv,2014,3169666400
cri,2017,-38769323500
cub,1970,899203448.52
cub,1971,976704559.7
cub,1972,1023701662
cub,1973,1058174825
cub,1974,1067816343.6
cub,1975,1171759307.9
cub,1976,1236319862
cub,1977,1340691620.5
cub,1978,1424581817.6
cub,1979,1438469395.8
cub,1980,1393107799.6
cub,1981,1655701673.2
cub,1982,1769891821.3
cub,1983,1852936816.2
cub,1984,2018595807.4
cub,1985,2282963115
cub,1986,2012804829.1
cub,1987,1809558799.8
cub,1988,1987712654.2
cub,1989,2188867721.3
cub,1990,2109367600
cub,1991,1675985200
cub,1992,984363100
cub,1993,700320600
cub,1994,506735000
cub,1995,531074400
cub,1996,727921800
cub,1997,813665200
cub,1998,274295800
cub,1999,108700400
cub,2000,179666400
cub,2001,314823200
cub,2002,213700000
cub,2003,97800000
cub,2004,297000000
cub,2005,790300000
cub,2006,299000000
cub,2007,304000000
cub,2008,1183000000
cub,2009,182000000
cub,2010,311000000
cub,2011,540000000
cub,2012,645000000
cub,2013,532000000
cub,2014,363000000
cub,2015,597000000
cub,2016,716000000
cub,2017,467000000
cub,2018,373000000
cub,2019,316000000
cub,2020,120000000
dji,2013,115551781100
dji,2014,-98347820600
dji,2015,-143947838600
dji,2016,-38674999700
dji,2017,-44778640400
dji,2018,-134086184900
dji,2019,-132613383300
dji,2020,-143840378800
dom,1965,2974135999.9
dom,1966,7544350996.8
dom,1967,6522142947.8
dom,1968,5140739282.7
dom,1969,10979194890
dom,1970,9077300213.5
dom,1971,6117687726.2
dom,1972,4592602395.1
dom,1973,9382539105.1
dom,1974,15743171424
dom,1975,14899773042
dom,1976,15394672719
dom,1977,15081237590
dom,1978,17533976385
dom,1979,15497030512
dom,1980,13813329492
dom,1981,13874944851
dom,1982,14847646525
dom,1983,14111480104
dom,1984,10658383798
dom,1985,10185521144
dom,1986,12525522710
dom,1987,15711598127
dom,1988,14991996347
dom,1989,16880148694
dom,1990,15492619834
dom,1991,14390161300
dom,1992,16986834200
dom,1993,18334356100
dom,1994,19824405200
dom,1995,18963077500
dom,1996,11461691200
dom,1997,15017956400
dom,1998,33712007300
dom,1999,49333253400
dom,2000,36662473500
dom,2001,48303153300
dom,2002,40479151700
dom,2003,5234844700
dom,2004,10080184200
dom,2005,23956588600
dom,2006,14662997200
dom,2007,19163024100
dom,2008,27303503000
dom,2009,9799695300
dom,2010,24342722200
dom,2011,7775454100
dom,2012,6969645600
dom,2013,9845767700
dom,2014,8025064300
dom,2015,8479213000
dom,2016,2995934700
dom,2017,-11919091200
dom,2018,-3561437600
dom,2019,9740327300
dom,2020,54906526600
dom,2021,101776080000
dza,1969,-254410164240
dza,1970,-254410164240
dza,1971,-254410164240
dza,1972,-254410164240
dza,1973,-254410164240
dza,1974,-254410164240
dza,1975,-276062112690
dza,1976,-260867247970
dza,1977,-163773843560
dza,1978,-134024650360
dza,1979,-401574113700
dza,1980,-56349878966
dza,1981,35370703194
dza,1982,-53051921521
dza,1983,-58754597429
dza,1984,-82879574073
dza,1985,-45747287826
dza,1986,-168148711120
dza,1987,-393159201600
dza,1988,-424638051440
dza,1989,-406594469470
dza,1990,-504107558810
dza,1991,-602056912300
dza,1992,-649601539900
dza,1993,-659678400600
dza,1994,-605015136000
dza,1995,-675746916400
dza,1996,-827773421400
dza,1997,-931796250700
dza,1998,-908506366800
dza,1999,-993276523400
dza,2000,-1068746881000
dza,2001,-717089983600
dza,2002,-441926440200
dza,2003,-368153024100
dza,2004,-196755705200
dza,2005,-29936077200
dza,2006,-71684817400
dza,2007,249110312000
dza,2008,312097256400
dza,2009,929170862600
dza,2010,994615727700
dza,2011,701097216500
dza,2012,1354087500000
dza,2013,1463511695000
dza,2014,1380672238000
dza,2015,1229965423000
dza,2016,1128634820000
dza,2017,1242087416000
dza,2018,1194862066000
dza,2019,1281393554000
dza,2020,372390836500
dza,2021,251105701900
ecu,1965,433141000
ecu,1966,326686000
ecu,1967,276198000
ecu,1968,103067000
ecu,1969,125797000
ecu,1970,292490000
ecu,1971,76266000
ecu,1972,122234000
ecu,1973,-109630000
ecu,1974,-518379000
ecu,1975,-131068000
ecu,1976,-145812000
ecu,1977,-198941000
ecu,1978,-111681000
ecu,1979,-262620000
ecu,1980,-373450000
ecu,1981,-225614000
ecu,1982,-79915000
ecu,1983,118055000
ecu,1984,153208000
ecu,1985,167684000
ecu,1986,285999000
ecu,1987,669489000
ecu,1988,374598000
ecu,1989,656855000
ecu,1990,803788000
ecu,1991,480861000
ecu,1992,721717000
ecu,1993,108097000
ecu,1994,234775000
ecu,1995,127047000
ecu,1996,9047000
ecu,1997,219861000
ecu,1998,672364000
ecu,1999,127015000
ecu,2000,73324000
ecu,2001,883806000
ecu,2002,1026590000
ecu,2003,6704000
ecu,2004,123272000
ecu,2005,579908000
ecu,2006,896314000
ecu,2007,987281000
ecu,2008,1898716000
ecu,2009,1304663000
ecu,2010,1473098000
ecu,2011,1276983000
ecu,2012,380337000
ecu,2013,261276000
ecu,2014,471189000
ecu,2015,-123063000
ecu,2016,-568186000
ecu,2017,387979000
ecu,2018,348240000
ecu,2019,358750000
ecu,2020,303554000
ecu,2021,960502000
egy,1982,5967967283.8
egy,1983,-2516636660.3
egy,1984,4885459890.1
egy,1985,4711985778.2
egy,1986,-1361005593.9
egy,1987,-13767465193
egy,1988,-4600908918.4
egy,1989,2316977820.3
egy,1990,8039624413
egy,1991,-16099228600
egy,1992,-21563595600
egy,1993,-6557470600
egy,1994,-12516185900
egy,1995,-15480678800
egy,1996,-44932649700
egy,1997,-72514454500
egy,1998,1310690600
egy,1999,7790243700
egy,2000,6989372100
egy,2001,6491016300
egy,2002,2361622000
egy,2003,6297172900
egy,2004,6418945900
egy,2005,869401300
egy,2006,-77574800
egy,2007,-105888900
egy,2008,2209956500
egy,2009,6185641300
egy,2010,6296411700
egy,2011,10725351200
egy,2012,32120183486.23849
egy,2013,27366972477.0642
egy,2014,28807339449.5413
egy,2015,21461467889.90829
egy,2016,17284403669.7248
egy,2017,15700000000
egy,2018,12000000000
egy,2019,6800000000
egy,2020,5000000000
egy,2021,10100000000
eri,2001,0
eri,2002,0
eri,2003,0
eri,2004,0
eri,2006,0
eri,2007,0
eri,2008,0
eri,2009,0
eri,2010,0
eri,2011,0
gab,1980,0
gab,1981,0
gab,1982,0
gab,1983,0
gab,1984,0
gab,1985,0
gab,1986,0
gab,1987,0
gab,1988,0
gab,1989,0
gab,1990,0
gab,1991,0
gab,1992,0
gab,1993,0
gab,1994,0
gab,1995,0
gab,1996,0
gab,1997,0
gab,1998,0
gab,1999,0
gab,2000,0
gab,2001,10176000
gab,2002,24522000000
gab,2003,10679000000
gab,2004,1977000000
gab,2005,19052578400
gab,2006,32923367900
gab,2007,58142479800
gab,2008,30388998600
gab,2009,-52385826000
gab,2010,-105312586700
gab,2011,-187051223700
gab,2012,-60175315300
gab,2013,-163030540500
gab,2014,-62534113800
gab,2015,-10000000000
gab,2016,161214600
gab,2017,-1237469900
geo,1995,0
geo,2010,504900000
geo,2011,541200000
geo,2012,1182600000
geo,2013,725300000
geo,2014,1200300000
geo,2015,659200000
geo,2016,1244300000
geo,2017,696300000
geo,2018,1197800000
geo,2019,536798300
geo,2020,592988000
geo,2021,662659000
gha,2006,0
gha,2007,0
gha,2008,0
gha,2009,410346300
gha,2010,555076900
gha,2011,774338700
gha,2012,847762300
gha,2013,912180700
gha,2014,871819300
gha,2015,951811000
gha,2016,1431990200
gha,2017,3646747100
gha,2018,3393179100
gha,2019,4248754200
gha,2020,4377575500
gha,2021,8439081700
gin,2006,2662996828900
gin,2007,-551566966200
gin,2008,1513744965000
gin,2009,163639180600
gin,2010,466295229500
gin,2011,530344082900
gin,2012,1139546490900
gin,2013,41913462500
gin,2014,68876629200
gin,2015,122032239800
gin,2016,161424095000
gin,2017,-3525330939800
gin,2018,45918888200
gin,2019,4368151747400
gin,2020,-38164906850700
gin,2021,-38164906850700
gmb,2004,0
gmb,2012,0
gnb,2000,286000000
gnb,2001,291000000
gnb,2002,298000000
gnb,2003,306000000
gnb,2004,312000000
gnb,2005,1120000000
gnb,2006,-1984000000
gnb,2007,1763000000
gnb,2008,-783000000
gnb,2009,357000000
gnb,2010,461000000
gnb,2011,476000000
gnb,2012,3424000000
gnb,2013,2919676900
gnb,2014,7160096100
gnb,2015,-4751771700
gnb,2016,-251379000
gnb,2017,-240379000
gnq,2005,-45010219800
gnq,2006,-33705000000
gnq,2007,-34772000000
gnq,2008,-47555000000
gnq,2009,-723666000000
gnq,2010,-226333000000
gnq,2011,-379972000000
gnq,2012,-375472000000
