geo,time,dt_dod_dstc_xp_zs
bih,2013,15.17855
bih,2014,11.22706
bih,2015,10.28505
bih,2016,9.69507
bih,2017,3.57264
bih,2018,32.20992
bih,2019,31.62265
bih,2020,36.74116
bih,2021,24.03925
bih,2022,20.87829
bih,2023,21.88799
bih,2024,22.93838
blr,1993,0.3217
blr,1994,2.53298
blr,1995,2.08548
blr,1996,14.12498
blr,1997,14.5425
blr,1998,18.91495
blr,1999,20.40524
blr,2000,17.51085
blr,2001,16.64952
blr,2002,18.83336
blr,2003,17.94111
blr,2004,19.40005
blr,2005,19.78603
blr,2006,20.08651
blr,2007,27.11453
blr,2008,20.49478
blr,2009,36.57114
blr,2010,39.80466
blr,2011,28.46078
blr,2012,22.03544
blr,2013,31.31539
blr,2014,29.01911
blr,2015,34.34905
blr,2016,34.71284
blr,2017,25.97458
blr,2018,21.92345
blr,2019,23.63797
blr,2020,26.48787
blr,2021,20.57483
blr,2022,20.95306
blr,2023,21.20105
blr,2024,19.24192
blz,1984,13.822
blz,1985,10.11255
blz,1986,8.23299
blz,1987,8.96524
blz,1988,2.7154
blz,1989,2.31113
blz,1990,2.38879
blz,1991,4.18577
blz,1992,3.79254
blz,1993,6.56567
blz,1994,5.78176
blz,1995,11.89939
blz,1996,9.85606
blz,1997,53.74059
blz,1998,15.13436
blz,1999,12.6148
blz,2000,11.61144
blz,2001,11.71634
blz,2002,9.49535
blz,2003,15.53686
blz,2004,0.24565
blz,2005,1.10253
blz,2006,0.98275
blz,2007,0.88356
blz,2008,0.8578
blz,2009,1.29792
blz,2010,0.82863
blz,2011,0.82431
blz,2012,0.59047
blz,2013,0.5387
blz,2014,0.49788
blz,2015,0.68132
blz,2016,0.41995
blz,2017,0.46284
blz,2018,0.3362
blz,2019,0.37836
blz,2020,1.10616
blz,2021,0.93581
blz,2022,0.71505
blz,2023,0.7449
blz,2024,0.79111
bol,1976,31.32003
bol,1977,40.71043
bol,1978,51.60467
bol,1979,61.11442
bol,1980,28.92838
bol,1981,29.64205
bol,1982,25.73879
bol,1983,34.63289
bol,1984,60.02191
bol,1985,88.96841
bol,1986,110.68091
bol,1987,124.43811
bol,1988,51.17751
bol,1989,28.62006
bol,1990,15.50001
bol,1991,15.38874
bol,1992,22.25348
bol,1993,22.86828
bol,1994,25.01277
bol,1995,24.29789
bol,1996,27.88925
bol,1997,28.40395
bol,1998,27.8602
bol,1999,28.1073
bol,2000,25.00018
bol,2001,23.14422
bol,2002,22.30861
bol,2003,16.33728
bol,2004,10.32614
bol,2005,5.34461
bol,2006,13.40953
bol,2007,4.18813
bol,2008,3.66416
bol,2009,5.37561
bol,2010,4.86134
bol,2011,3.49625
bol,2012,2.65948
bol,2013,1.93758
bol,2014,2.04886
bol,2015,4.24365
bol,2016,5.64608
bol,2017,2.7636
bol,2018,6.64447
bol,2019,6.11987
bol,2020,7.64469
bol,2021,6.50701
bol,2022,4.26821
bol,2023,6.60297
bol,2024,6.16809
bra,1975,33.26396
bra,1976,35.84635
bra,1977,44.41877
bra,1978,48.84839
bra,1979,48.02099
bra,1980,58.17196
bra,1981,57.02329
bra,1982,74.49579
bra,1983,58.59311
bra,1984,36.47682
bra,1985,31.99853
bra,1986,37.52107
bra,1987,46.54763
bra,1988,28.49354
bra,1989,46.40674
bra,1990,65.28245
bra,1991,73.411
bra,1992,58.75537
bra,1993,69.75617
bra,1994,62.82792
bra,1995,55.66798
bra,1996,62.08801
bra,1997,54.09913
bra,1998,47.29028
bra,1999,49.71419
bra,2000,45.8121
bra,2001,40.1739
bra,2002,32.15447
bra,2003,28.5259
bra,2004,22.71012
bra,2005,17.54059
bra,2006,12.51447
bra,2007,20.18279
bra,2008,15.3139
bra,2009,21.15104
bra,2010,26.30696
bra,2011,13.38974
bra,2012,11.25551
bra,2013,11.46666
bra,2014,21.44684
bra,2015,23.17431
bra,2016,24.85574
bra,2017,19.09312
bra,2018,23.30794
bra,2019,27.88449
bra,2020,26.70632
bra,2021,22.72494
bra,2022,16.11669
bra,2023,19.12975
bra,2024,19.75274
btn,2006,4.18941
btn,2007,2.71438
btn,2008,1.16223
btn,2009,0.83985
btn,2010,0.98867
btn,2011,1.04956
btn,2012,10.04761
btn,2013,0
btn,2014,0.50297
btn,2015,0
btn,2016,0.01305
btn,2017,0.40288
btn,2018,0.52527
btn,2019,3.40844
btn,2020,0.17815
btn,2021,0.38801
btn,2022,0.67564
btn,2023,0.10287
btn,2024,0
bwa,1975,0
bwa,1976,0
bwa,1977,0.96371
bwa,1978,0.90148
bwa,1979,2.9748
bwa,1980,0.53509
bwa,1981,1.32369
bwa,1982,0.46479
bwa,1983,0.47848
bwa,1984,0.56976
bwa,1985,0.22502
bwa,1986,0.29111
bwa,1987,0.22595
bwa,1988,0.20872
bwa,1989,0.16363
bwa,1990,0.23859
bwa,1991,0.25874
bwa,1992,0.25469
bwa,1993,0.31438
bwa,1994,0.49008
bwa,1995,0.35105
bwa,1996,0.20859
bwa,1997,1.09526
bwa,1998,0.25288
bwa,1999,0.57646
bwa,2000,0.26643
bwa,2001,0.52764
bwa,2002,0.41866
bwa,2003,0.56206
bwa,2004,0.44713
bwa,2005,0.73282
bwa,2006,0
bwa,2007,0.33664
bwa,2008,0.76047
bwa,2009,3.53091
bwa,2010,6.32433
bwa,2011,5.42303
bwa,2012,6.21964
bwa,2013,4.40934
bwa,2014,4.31056
bwa,2015,5.17572
bwa,2016,4.48562
bwa,2017,1.5038
bwa,2018,3.22676
bwa,2019,2.1345
bwa,2020,4.45734
bwa,2021,1.94678
bwa,2022,1.22244
bwa,2023,4.29355
bwa,2024,2.48047
caf,1977,12.31265
caf,1978,11.05292
caf,1979,15.05758
caf,1980,11.96895
caf,1981,10.96636
caf,1982,11.37455
caf,1983,9.2123
caf,1984,8.75573
caf,1985,9.79746
caf,1986,15.0141
caf,1987,14.72506
caf,1989,17.16203
caf,1990,17.12688
caf,1991,24.20572
caf,1992,32.19319
caf,1993,39.28203
chn,1982,9.30082
chn,1983,16.10673
chn,1984,19.49589
chn,1985,21.65581
chn,1986,19.8025
chn,1987,20.47725
chn,1988,18.58551
chn,1989,13.89263
chn,1990,15.4278
chn,1991,15.48472
chn,1992,16.30692
chn,1993,16.76421
chn,1994,13.99558
chn,1995,14.64624
chn,1996,14.19422
chn,1997,21.51488
chn,1998,11.80009
chn,1999,9.5946
chn,2000,6.45641
chn,2001,25.83043
chn,2002,25.65922
chn,2003,19.06482
chn,2004,18.51336
chn,2005,18.24573
chn,2006,16.57057
chn,2007,15.18397
chn,2008,11.62907
chn,2009,17.54368
chn,2010,28.4808
chn,2011,35.82527
chn,2012,33.82
chn,2013,42.41001
chn,2014,45.867
chn,2015,31.82098
chn,2016,33.05304
chn,2017,37.9052
chn,2018,41.75025
chn,2019,41.4979
chn,2020,41.42313
chn,2021,35.21142
chn,2022,31.71185
chn,2023,33.80634
chn,2024,31.83341
civ,2005,10.12526
civ,2006,19.13711
civ,2007,19.37398
civ,2008,11.49589
civ,2009,3.82516
civ,2010,3.20476
civ,2011,3.39764
civ,2012,5.53391
civ,2013,0
civ,2014,0
civ,2015,0
civ,2016,2.22871
civ,2017,0.21176
civ,2018,1.02615
civ,2019,6.27801
civ,2020,7.7466
civ,2021,13.0445
civ,2022,9.44942
civ,2023,15.42481
cmr,1977,11.38123
cmr,1978,12.44864
cmr,1979,14.12599
cmr,1980,13.2702
cmr,1981,13.81546
cmr,1982,22.45053
cmr,1983,18.25366
cmr,1984,19.2491
cmr,1985,25.25741
cmr,1986,30.94468
cmr,1987,36.28337
cmr,1988,35.29144
cmr,1989,25.54418
cmr,1990,37.20369
cmr,1991,40.53498
cmr,1992,33.36056
cmr,1993,46.79581
cmr,1994,39.02714
cmr,1995,48.26161
cmr,1996,47.81499
cmr,1997,50.9014
cmr,1998,52.98618
cmr,1999,54.03446
cmr,2000,45.33972
cmr,2001,32.17618
cmr,2002,24.18766
cmr,2003,11.11593
cmr,2004,13.9454
cmr,2005,7.79624
cmr,2006,10.02971
cmr,2007,3.71003
cmr,2008,0.54364
cmr,2009,0.04645
cmr,2010,0.15209
cmr,2011,0.88497
cmr,2012,2.07085
cmr,2013,5.39946
cmr,2014,2.01868
cmr,2015,4.31993
cmr,2016,4.06897
cmr,2017,7.82448
cmr,2018,5.76844
cmr,2019,4.73811
cmr,2020,5.85682
cmr,2021,8.5683
cmr,2022,9.98501
cmr,2023,10.0168
cod,2005,13.57423
cod,2006,16.068
cod,2007,9.39503
cod,2008,8.47187
cod,2009,12.26352
cod,2010,4.8796
cod,2011,2.15734
cod,2012,2.8565
cod,2013,3.66532
cod,2014,1.43449
cod,2015,1.55651
cod,2016,1.78632
cod,2017,1.08017
cod,2018,1.36999
cod,2019,2.2079
cod,2020,1.83216
cod,2021,1.30806
cod,2022,2.03942
cod,2023,1.90665
cod,2024,1.33519
cog,1978,32.01595
cog,1979,33.74476
cog,1980,23.98677
cog,1981,9.92735
cog,1982,15.44958
cog,1983,14.84662
cog,1984,14.32723
cog,1985,55.26515
cog,1986,89.4545
cog,1987,89.27645
cog,1988,62.05463
cog,1989,60.20242
cog,1990,48.70449
cog,1991,63.26544
cog,1992,69.70903
cog,1993,79.87511
cog,1994,58.54361
cog,1995,73.07116
cog,1996,29.36456
cog,1997,41.42473
cog,1998,55.50141
cog,1999,61.28919
cog,2000,32.99246
cog,2001,50.61177
cog,2002,39.38487
cog,2003,36.81516
cog,2004,26.03197
cog,2005,15.79931
cog,2006,12.80474
cog,2007,5.5122
cog,2008,2.81236
cog,2009,4.05647
cog,2010,2.17738
cog,2011,1.28468
cog,2012,1.87156
cog,2013,2.39707
cog,2014,2.20365
cog,2015,8.73681
cog,2016,4.08577
cog,2019,2.95024
cog,2020,6.03849
cog,2021,3.71155
col,1970,59.07753
col,1971,67.91137
col,1972,61.95651
col,1973,53.84129
col,1974,46.25499
col,1975,46.41397
col,1976,37.26525
col,1977,56.08181
col,1978,47.00624
col,1979,41.47616
col,1980,39.87753
col,1981,55.32404
col,1982,62.80471
col,1983,79.45406
col,1984,53.82884
col,1985,67.2464
col,1986,24.14594
col,1987,23.55847
col,1988,22.97986
col,1989,21.25006
col,1990,15.93584
col,1991,18.45228
col,1992,26.3125
col,1993,34.75427
col,1994,39.73597
col,1995,42.82736
col,1996,42.46174
col,1997,38.06127
col,1998,43.43287
col,1999,26.67675
col,2000,17.0521
col,2001,20.59131
col,2002,24.45807
col,2003,21.82947
col,2004,25.16793
col,2005,21.95513
col,2006,15.6795
col,2007,13.95723
col,2008,12.30054
col,2009,9.75594
col,2010,16.24735
col,2011,15.64176
col,2012,14.15556
col,2013,15.03977
col,2014,17.49938
col,2015,23.12899
col,2016,23.61707
col,2017,23.73247
col,2018,24.90351
col,2019,26.81839
col,2020,32.50138
col,2021,27.89736
col,2022,24.0619
col,2023,23.82673
col,2024,24.21633
com,1980,7.12556
com,1981,11.20521
com,1982,4.73801
com,1983,9.29019
com,1984,30.26384
com,1985,22.29608
com,1986,26.91761
com,1987,54.47142
com,1988,27.43903
com,1989,32.03684
com,1990,32.49089
com,1991,24.14394
com,1992,22.88669
com,1993,25.02332
com,1994,23.29634
com,1995,20.29026
com,2003,42.75599
com,2004,56.77008
com,2005,56.63916
com,2006,57.17003
com,2007,15.1141
com,2008,6.99818
com,2009,5.8418
com,2010,4.87375
com,2011,4.5128
com,2012,4.42167
com,2014,1.2101
com,2015,1.42843
com,2016,1.30951
com,2017,0.81041
com,2018,0.78103
com,2019,1.25519
com,2020,1.9398
com,2021,1.05045
com,2022,0.88036
com,2023,0.27723
cpv,1981,0.02262
cpv,1982,0.03627
cpv,1983,0.00506
cpv,1984,0
cpv,1985,3.1153
cpv,1986,17.66668
cpv,1987,20.40695
cpv,1988,9.33393
cpv,1989,4.236
cpv,1990,7.354
cpv,1991,8.72278
cpv,1992,10.65161
cpv,1993,12.89425
cpv,1994,14.95018
cpv,1995,33.40057
cpv,1996,5.67968
cpv,1997,4.98924
cpv,1998,4.76735
cpv,1999,15.26418
cpv,2000,2.67906
cpv,2001,2.14984
cpv,2002,1.61779
cpv,2003,0.6809
cpv,2004,0.34501
cpv,2005,0.25189
cpv,2006,0.14678
cpv,2007,0.21724
cpv,2008,0.19539
cpv,2009,0.24935
cpv,2010,0
cpv,2011,0
cpv,2012,45.78225
cpv,2013,55.60342
cpv,2014,33.23519
cpv,2015,43.23549
cpv,2016,38.55207
cpv,2017,39.31988
cpv,2018,32.35293
cpv,2019,31.30866
cpv,2020,78.06949
cpv,2021,79.15998
cpv,2022,45.05097
cpv,2023,40.82168
cpv,2024,32.13051
dji,1991,0.07203
dji,1992,0.30466
dji,1993,0.65911
dji,1994,1.19915
dji,1995,1.60307
dji,1996,1.97418
dji,1997,1.96107
dji,1998,2.74632
dji,1999,2.95406
dji,2000,20.35798
dji,2001,19.58404
dji,2002,13.93505
dji,2003,3.95815
dji,2004,16.5935
dji,2005,27.2802
dji,2006,30.79679
dji,2007,41.22836
dji,2008,35.67372
dji,2009,27.55835
dji,2010,26.78512
dji,2011,19.42368
dji,2012,22.32241
dji,2013,3.02448
dji,2014,2.13739
dji,2015,0.11436
dji,2016,1.95637
dji,2017,6.64125
dji,2018,5.18364
dji,2019,7.17906
dji,2020,6.73515
dji,2021,12.79133
dji,2022,10.63052
dji,2023,7.75795
dji,2024,9.37946
dma,1981,0.43008
dma,1982,0.61223
dma,1983,0
dma,1986,0
dma,1987,0.01249
dma,1988,3.19964
dma,1989,2.49827
dma,1990,2.16094
dma,1991,3.18587
dma,1992,3.10543
dma,1993,0.91873
dma,1994,6.79761
dma,1995,6.10961
dma,1996,12.51423
dma,1997,8.52598
dma,1998,11.43729
dma,1999,11.66619
dma,2000,11.5708
dma,2001,13.9523
dma,2002,16.26822
dma,2003,40.26741
dma,2004,36.52531
dma,2005,22.73472
dma,2006,10.64827
dma,2007,9.68731
dma,2008,10.54286
dma,2009,10.47872
dma,2010,2.29848
dma,2011,2.23742
dma,2012,2.55926
dma,2013,74.65261
dma,2014,58.49702
dma,2015,65.88862
dma,2016,87.16708
dma,2017,94.17773
dma,2018,133.94048
dma,2019,78.2534
dma,2020,125.80269
dma,2021,100.10677
dma,2022,108.90875
dma,2023,85.64085
dma,2024,77.4753
dom,1970,0.07892
dom,1971,0.28454
dom,1972,0.26297
dom,1973,0.10786
dom,1974,0.0393
dom,1975,0.06067
dom,1976,0.24055
dom,1977,17.80351
dom,1978,30.40919
dom,1979,27.3671
dom,1980,36.58412
dom,1981,41.84563
dom,1982,46.31775
dom,1983,23.85048
dom,1984,26.97785
dom,1985,27.05997
dom,1986,21.44306
dom,1987,18.19681
dom,1988,19.53245
dom,1989,23.72785
dom,1990,40.78249
dom,1991,28.90568
dom,1992,34.95062
dom,1993,27.78629
dom,1994,12.55782
dom,1995,15.98498
dom,1996,16.92027
dom,1997,15.68097
dom,1998,17.4779
dom,1999,19.49583
dom,2000,18.44362
dom,2001,21.54061
dom,2002,33.07118
dom,2003,15.28239
dom,2004,12.63603
dom,2005,11.07077
dom,2006,15.0188
dom,2007,24.045
dom,2008,19.40071
dom,2009,20.78367
dom,2010,13.75194
dom,2011,12.08946
dom,2012,11.12913
dom,2013,10.6952
dom,2014,14.20307
dom,2015,18.13778
dom,2016,16.38789
dom,2017,10.2899
dom,2018,10.58192
dom,2019,11.87695
dom,2020,14.09964
dom,2021,10.90942
dom,2022,12.31686
dom,2023,14.56815
dom,2024,13.8299
dza,1977,26.41068
dza,1978,29.47438
dza,1979,19.1224
dza,1980,16.0342
dza,1981,15.30626
dza,1982,19.14979
dza,1983,14.38124
dza,1984,12.9623
dza,1985,13.5358
dza,1986,35.8785
dza,1987,13.55578
dza,1988,19.85487
dza,1989,18.14201
dza,1990,5.84475
dza,1991,9.68481
dza,2005,1.02652
dza,2006,0.90558
dza,2007,1.11681
dza,2008,1.50452
dza,2009,2.82338
dza,2010,2.72866
dza,2011,1.41237
dza,2012,1.52349
dza,2013,1.84099
dza,2014,2.95444
dza,2015,4.54602
dza,2016,5.64634
dza,2017,5.24867
dza,2018,5.09277
dza,2019,5.71899
dza,2020,6.92697
dza,2021,3.75374
dza,2022,2.48462
dza,2023,3.0955
dza,2024,3.14797
ecu,1976,16.76212
ecu,1977,52.63805
ecu,1978,68.91394
ecu,1979,46.46367
ecu,1980,52.94231
ecu,1981,67.48174
ecu,1982,80.14327
ecu,1983,43.41031
ecu,1984,43.25396
ecu,1985,29.70005
ecu,1986,18.82684
ecu,1987,36.21917
ecu,1988,44.8297
ecu,1989,48.69353
ecu,1990,55.18681
ecu,1991,63.76534
ecu,1992,59.91221
ecu,1993,101.59006
ecu,1994,87.7451
ecu,1995,24.7815
ecu,1996,27.86539
ecu,1997,33.50383
ecu,1998,44.33098
ecu,1999,20.85648
ecu,2000,12.93227
ecu,2001,23.71925
ecu,2002,37.18389
ecu,2003,23.20329
ecu,2004,18.98396
ecu,2005,13.00208
ecu,2006,12.22182
ecu,2007,11.54615
ecu,2008,7.78781
ecu,2009,8.43712
ecu,2010,5.40417
ecu,2011,3.41372
ecu,2012,2.95724
ecu,2013,3.08537
ecu,2014,3.47853
ecu,2015,4.92021
ecu,2016,4.30619
ecu,2017,4.82744
ecu,2018,4.19352
ecu,2019,3.55783
ecu,2020,4.98352
ecu,2021,4.26013
ecu,2022,5.21143
ecu,2023,5.74786
ecu,2024,1.61159
egy,1977,120.33869
egy,1978,92.57016
egy,1979,86.49324
egy,1980,61.8027
egy,1981,52.47833
egy,1982,70.20034
egy,1983,71.64558
egy,1984,78.39989
egy,1985,85.14865
egy,1986,111.36725
egy,1987,87.8093
egy,1988,88.64789
egy,1989,98.19702
egy,1990,41.39173
egy,1991,26.26213
egy,1992,20.4673
egy,1993,15.97304
egy,1994,14.37551
egy,1995,15.98714
egy,1996,14.71989
egy,1997,17.57565
egy,1998,29.24195
egy,1999,25.99592
egy,2000,21.9054
egy,2001,12.58629
egy,2002,12.547
egy,2003,9.03558
egy,2004,6.34539
egy,2005,5.15094
egy,2006,4.38219
egy,2007,4.68624
egy,2008,4.91554
egy,2009,5.6169
egy,2010,6.37907
egy,2011,6.38708
egy,2012,13.63246
egy,2013,6.25949
egy,2014,7.01118
egy,2015,11.68168
egy,2016,35.12565
egy,2017,25.5185
egy,2018,19.68626
egy,2019,20.67818
egy,2020,29.42147
egy,2021,21.66236
egy,2022,39.03002
egy,2023,41.86541
egy,2024,46.36694
eri,1994,0
eri,1995,0
eri,1996,0
eri,1997,0
eri,1998,0
eri,1999,0
eri,2000,11.18378
eth,1977,12.23441
eth,1978,12.94933
eth,1979,12.03953
eth,1980,9.86558
eth,1981,11.03551
eth,1982,11.7156
eth,1983,10.96438
eth,1984,10.80056
eth,1985,11.96439
eth,1986,11.0306
eth,1987,14.47584
