geo,time,fm_ast_domo_zg_m3
blz,2009,3.3218
blz,2010,-2.19842
blz,2011,0.87839
blz,2012,1.99021
blz,2013,2.14454
blz,2014,3.34882
blz,2015,3.56384
blz,2016,-0.36662
blz,2017,0.19261
blz,2018,3.54954
blz,2019,4.59642
blz,2020,1.68963
blz,2021,1.18427
blz,2022,3.79498
blz,2023,4.32951
bol,2002,-1.25072
bol,2003,2.52942
bol,2004,0.05807
bol,2005,2.54113
bol,2006,4.66284
bol,2007,6.50973
bol,2008,5.06754
bol,2009,5.58016
bol,2010,9.09613
bol,2011,15.30234
bol,2012,13.89747
bol,2013,16.36472
bol,2014,10.19766
bol,2015,12.15317
bol,2016,12.29771
bol,2017,10.18657
bol,2018,10.68425
bol,2019,6.27157
bol,2020,6.75048
bol,2021,3.66752
bol,2022,5.00011
bra,2002,6.85684
bra,2003,3.98345
bra,2004,10.04914
bra,2005,13.61457
bra,2006,17.50887
bra,2007,21.41438
bra,2008,19.75881
bra,2009,7.79149
bra,2010,21.11813
bra,2011,19.10391
bra,2012,16.168
bra,2013,12.88994
bra,2014,11.94084
bra,2015,6.38424
bra,2016,-2.49085
bra,2017,-3.13789
bra,2018,3.30606
bra,2019,6.83605
bra,2020,9.83554
bra,2021,12.8477
bra,2022,10.79284
bra,2023,6.95172
brb,2002,4.3546
brb,2003,4.65536
brb,2004,12.03019
brb,2005,14.77032
brb,2006,8.78748
brb,2007,5.69919
brb,2008,6.3947
brb,2009,2.09495
brb,2013,-5.55861
brb,2014,-1.63548
brb,2015,-0.81652
brb,2016,0.50301
brb,2017,1.89429
brb,2018,-0.53683
brb,2019,-1.1676
brb,2020,-0.5912
brb,2021,-0.10317
brb,2022,2.48445
brb,2023,1.49833
brn,2002,3.06221
brn,2003,2.92337
brn,2004,4.89962
brn,2005,2.10633
brn,2006,-0.7405
brn,2007,6.52134
brn,2008,2.24268
brn,2009,-2.24125
brn,2010,-0.33884
brn,2011,-1.83759
brn,2012,1.09882
brn,2013,4.84643
brn,2014,1.71296
brn,2015,2.92969
brn,2016,-5.46688
brn,2017,-3.92423
brn,2018,1.43799
brn,2019,-0.91514
brn,2020,-0.39534
brn,2021,0.80695
brn,2022,1.79725
brn,2023,1.96858
btn,2002,8.10679
btn,2003,11.30794
btn,2004,7.93895
btn,2005,7.77206
btn,2006,11.70199
btn,2007,12.214
btn,2008,16.76547
btn,2009,6.32374
btn,2010,23.95374
btn,2011,19.80544
btn,2012,9.8723
btn,2013,6.34049
btn,2014,10.00384
btn,2015,11.87737
btn,2016,12.09943
btn,2017,13.56283
btn,2018,13.27601
btn,2019,13.99841
btn,2020,6.99384
btn,2021,5.96759
btn,2022,11.09053
btn,2023,12.10062
bwa,2002,10.33674
bwa,2003,4.46637
bwa,2004,10.33437
bwa,2005,3.6613
bwa,2006,8.97423
bwa,2007,12.38234
bwa,2008,12.53148
bwa,2009,5.32532
bwa,2010,6.28795
bwa,2011,16.53663
bwa,2012,14.41135
bwa,2013,11.21283
bwa,2014,11.58246
bwa,2015,7.9185
bwa,2016,4.73026
bwa,2017,3.95939
bwa,2018,6.11719
bwa,2019,6.1992
bwa,2020,4.72381
bwa,2021,4.03463
bwa,2022,4.62483
bwa,2023,6.04259
caf,2002,-1.14435
caf,2003,0.9643
caf,2004,5.84359
caf,2005,-0.64309
caf,2006,1.63183
caf,2007,3.41751
caf,2008,4.53241
caf,2009,3.62259
caf,2010,13.26717
caf,2011,10.46874
caf,2012,16.49573
caf,2013,-11.4549
caf,2014,2.22654
caf,2015,-0.10539
caf,2016,8.38037
can,2002,3.57131
can,2003,1.14719
can,2004,6.76907
can,2005,9.06394
can,2006,13.34843
can,2007,-0.70749
can,2008,23.08668
chl,2002,4.08804
chl,2003,5.07959
chl,2004,12.51263
chl,2005,13.80595
chl,2006,14.05722
chl,2007,18.31182
chl,2008,10.57168
chl,2009,-1.96296
chl,2010,8.48125
chl,2011,16.66637
chl,2012,11.80704
chl,2013,9.88044
chl,2014,11.37892
chl,2015,11.60576
chl,2016,5.42316
chl,2017,3.46413
chl,2018,11.3371
chl,2019,11.69481
chl,2020,4.01839
chl,2021,10.0448
chl,2022,10.2144
chl,2023,3.30081
civ,2002,1.83186
civ,2003,-5.53234
civ,2004,5.79153
civ,2005,-4.44662
civ,2006,16.20544
civ,2007,13.58173
civ,2008,5.63469
civ,2009,8.48485
civ,2010,8.56034
civ,2011,-0.34863
civ,2012,5.5839
civ,2013,10.28665
civ,2014,11.65046
civ,2015,18.00754
civ,2016,9.136
civ,2017,10.35742
civ,2018,8.26525
civ,2019,4.38248
civ,2020,6.38063
civ,2021,7.78632
civ,2022,4.30835
civ,2023,9.42753
cmr,2002,6.59483
cmr,2003,6.65343
cmr,2004,0.00786
cmr,2005,7.23875
cmr,2006,0.47329
cmr,2007,4.83758
cmr,2008,12.44178
cmr,2009,6.87301
cmr,2010,12.51584
cmr,2011,13.87973
cmr,2012,2.09627
cmr,2013,11.46948
cmr,2014,7.82102
cmr,2015,7.33099
cmr,2016,5.10228
cmr,2017,0.08729
cmr,2018,9.83809
cmr,2019,0.46135
cod,2002,1.73908
cod,2003,15.53345
cod,2004,15.80031
cod,2005,10.6081
cod,2006,29.28659
cod,2007,22.34734
cod,2008,53.79671
cod,2009,30.04799
cod,2010,-1.90473
cod,2011,15.05073
cod,2012,14.31369
cod,2013,9.26403
cod,2014,10.40812
cod,2015,7.26585
cod,2016,14.94426
cod,2017,4.79298
cod,2018,24.40355
cod,2019,8.70721
cog,2002,-17.81464
cog,2003,5.22996
cog,2004,1.4752
cog,2005,0.9717
cog,2006,5.36579
cog,2007,0.45913
cog,2008,12.69266
cog,2009,4.08463
cog,2010,17.10161
cog,2011,9.66079
cog,2012,8.08574
cog,2013,5.32607
cog,2014,9.85323
cog,2015,7.80269
cog,2016,2.69522
col,2002,8.87371
col,2003,-4.81159
col,2004,15.76182
col,2005,8.08734
col,2006,27.98839
col,2007,23.08081
col,2008,11.97777
col,2009,2.65798
col,2010,16.22353
col,2011,19.08341
col,2012,14.20142
col,2013,10.93228
col,2014,13.57928
col,2015,17.27082
col,2016,9.08484
col,2017,12.24848
col,2018,-0.43722
col,2019,8.1047
col,2020,7.39733
col,2021,9.8088
col,2022,15.18091
col,2023,2.76826
com,2002,2.91992
com,2003,8.1664
com,2004,-7.28649
com,2005,10.2434
com,2006,1.23925
com,2007,4.76008
com,2008,12.69654
com,2009,15.05992
com,2010,13.99045
com,2011,2.71734
com,2012,10.48421
com,2013,7.39001
com,2014,5.43612
com,2015,9.89533
com,2016,6.05441
com,2017,3.19537
com,2018,0.46958
com,2019,1.42455
com,2020,-1.052
com,2021,7.75132
com,2022,11.71121
com,2023,4.00783
cpv,2002,7.43604
cpv,2003,7.48111
cpv,2004,4.66888
cpv,2005,4.69747
cpv,2006,14.38744
cpv,2007,13.76276
cpv,2008,15.48739
cpv,2009,8.63816
cpv,2010,7.26467
cpv,2011,11.50022
cpv,2012,-0.83366
cpv,2013,1.83317
cpv,2014,-0.18115
cpv,2015,2.01054
cpv,2016,2.39723
cpv,2017,4.39552
cpv,2018,2.04668
cpv,2019,2.44521
cpv,2020,2.98845
cpv,2021,4.1018
cpv,2022,3.74969
cpv,2023,3.25004
cri,2002,13.87097
cri,2003,16.15834
cri,2004,12.2203
cri,2005,19.73353
cri,2006,19.47022
cri,2007,27.01548
cri,2008,26.12879
cri,2009,4.72218
cri,2010,4.367
cri,2011,11.1153
cri,2012,13.78487
cri,2013,12.30749
cri,2014,18.77264
cri,2015,10.77504
cri,2016,13.62208
cri,2017,10.96927
cri,2018,7.1449
cri,2019,-2.19891
cri,2020,5.09608
cri,2021,5.82459
cri,2022,3.45512
cri,2023,2.47423
cze,2002,-6.15214
cze,2003,1.96265
cze,2004,8.12661
cze,2005,11.26167
cze,2006,13.29913
cze,2007,19.17253
cze,2008,15.22496
cze,2009,-2.07327
cze,2010,1.45419
cze,2011,6.15286
cze,2012,1.21732
cze,2013,1.38251
cze,2014,3.93437
cze,2015,3.56169
cze,2016,5.0446
cze,2017,3.7343
cze,2018,4.72442
cze,2019,3.6695
cze,2020,3.31301
cze,2021,7.47063
cze,2022,6.32305
cze,2023,1.67306
dji,2003,-1.18761
dji,2004,-0.17544
dji,2005,0.29171
dji,2006,2.23433
dji,2007,6.55798
dji,2008,7.66455
dji,2009,8.82712
dji,2010,7.00673
dji,2011,0.71933
dji,2012,2.1632
dji,2013,4.5812
dji,2014,4.09922
dji,2015,4.30503
dji,2016,0.80573
dji,2017,2.75281
dji,2018,3.70661
dji,2019,3.66079
dji,2020,2.3584
dji,2021,2.77486
dji,2022,5.77195
dji,2023,5.43879
dma,2002,-1.40632
dma,2003,-2.18191
dma,2004,4.39108
dma,2005,3.557
dma,2006,6.68881
dma,2007,2.76185
dma,2008,5.04593
dma,2009,4.08634
dma,2010,5.65019
dma,2011,5.30487
dma,2012,2.9605
dma,2013,-0.3887
dma,2014,-1.62936
dma,2015,0.75127
dma,2016,1.67477
dma,2017,-0.99735
dma,2018,-0.75748
dma,2019,-2.60191
dma,2020,2.21637
dma,2021,1.67697
dma,2022,1.35591
dma,2023,-2.2494
dnk,2002,14.68917
dnk,2003,38.37975
dnk,2004,39.25188
dnk,2005,46.41789
dnk,2006,48.24319
dnk,2007,54.35548
dnk,2008,71.7472
dnk,2009,-28.02361
dnk,2010,13.19697
dnk,2011,14.53918
dnk,2012,-7.07561
dnk,2013,-17.62029
dnk,2014,19.17216
dnk,2015,-2.60709
dnk,2016,3.37037
dnk,2017,-8.91396
dnk,2018,9.58674
dnk,2019,41.9819
dnk,2020,22.73201
dnk,2021,-2.06561
dnk,2022,43.20971
dnk,2023,-16.23972
dom,2002,13.47223
dom,2003,46.2578
dom,2004,-5.31536
dom,2005,-2.26249
dom,2006,6.51036
dom,2007,15.79216
dom,2008,8.94765
dom,2009,5.15362
dom,2010,13.01116
dom,2011,8.82529
dom,2012,3.93739
dom,2013,9.82145
dom,2014,13.52148
dom,2015,13.32999
dom,2016,9.37709
dom,2017,9.09051
dom,2018,8.34709
dom,2019,8.30185
dom,2020,3.6712
dom,2021,7.87664
dom,2022,11.80414
dom,2023,14.70729
dza,2002,8.00182
dza,2003,4.38236
dza,2004,4.75247
dza,2005,6.74013
dza,2006,4.26496
dza,2007,5.70518
dza,2008,7.1358
dza,2009,7.15341
dza,2010,2.21261
dza,2011,5.449
dza,2012,5.70075
dza,2013,7.95573
dza,2014,11.4089
dza,2015,5.69418
dza,2016,4.73448
dza,2017,6.93167
dza,2018,7.40306
dza,2019,5.47078
dza,2020,2.00225
dza,2021,-7.74893
dza,2022,1.60567
dza,2023,2.68869
ecu,2002,-11.87032
ecu,2003,7.22226
ecu,2004,22.44768
ecu,2005,16.04674
ecu,2006,12.47196
ecu,2007,10.05388
ecu,2008,17.83839
ecu,2009,4.34822
ecu,2010,16.43627
ecu,2011,12.43449
ecu,2012,15.18178
ecu,2013,8.75369
ecu,2014,6.51743
ecu,2015,-2.20866
ecu,2016,3.19488
ecu,2017,9.87402
ecu,2018,12.27664
ecu,2019,9.89886
ecu,2020,2.56654
ecu,2021,13.75101
ecu,2022,13.79891
ecu,2023,9.05055
egy,2002,4.14212
egy,2003,6.2763
egy,2004,10.75752
egy,2005,5.72757
egy,2006,6.57436
egy,2007,7.8957
egy,2008,5.03687
egy,2009,0.52049
egy,2010,3.86411
egy,2011,1.71415
egy,2012,3.70754
egy,2013,3.34623
egy,2014,6.01168
egy,2015,10.20798
egy,2016,27.0537
egy,2017,5.95133
egy,2018,9.71677
egy,2019,1.87391
egy,2020,10.74055
egy,2021,9.97322
egy,2022,15.59384
egy,2023,17.47612
eri,2002,3.71945
eri,2003,1.44746
eri,2004,3.28716
eri,2005,3.38521
eri,2006,0.37907
eri,2007,-2.86527
eri,2008,1.95839
eri,2009,0.22323
eri,2010,1.5896
eri,2011,0.95621
eri,2012,2.34614
eri,2013,16.50172
eri,2014,9.10553
fji,2002,30.77999
fji,2003,10.78837
fji,2004,19.06024
fji,2005,20.78545
fji,2006,18.64202
fji,2007,1.71662
fji,2008,7.4842
fji,2009,3.01833
fji,2010,2.01788
fji,2011,2.27469
fji,2012,5.12533
fji,2013,12.59129
fji,2014,14.47616
fji,2015,12.23017
fji,2016,9.40837
fji,2017,8.21374
fji,2018,6.08808
fji,2019,4.15244
fji,2020,-1.43745
fji,2021,0.77277
fji,2022,5.65676
fji,2023,7.3221
gab,2002,3.82551
gab,2003,-7.46478
gab,2004,-14.20268
gab,2005,6.09833
gab,2006,10.66417
gab,2007,9.72503
gab,2008,-0.5981
gab,2009,-1.81723
gab,2010,1.92519
gab,2011,16.24416
gab,2012,12.15287
gab,2013,18.51949
gab,2014,-2.04275
gab,2015,-1.77424
gab,2016,-2.60295
gab,2017,-16.92353
gab,2018,23.49322
gab,2019,5.59233
geo,2002,15.64546
geo,2003,20.32247
geo,2004,17.30787
geo,2005,49.61069
geo,2006,50.14519
geo,2007,72.98716
geo,2008,36.75253
geo,2009,-17.72107
geo,2010,22.19926
geo,2011,22.11754
geo,2012,15.09215
geo,2013,21.1282
geo,2014,25.44548
geo,2015,20.78429
geo,2016,23.50005
geo,2017,20.85006
geo,2018,24.63747
geo,2019,25.17988
geo,2020,28.62552
geo,2021,15.65168
geo,2022,4.80324
geo,2023,19.9003
gha,2002,7.49081
gha,2003,15.39567
gha,2004,3.43947
gha,2005,23.20295
gha,2006,20.61757
gha,2007,35.77319
gha,2008,7.25383
gha,2009,40.42062
gha,2010,13.01693
gha,2011,18.31918
gha,2012,24.6029
gha,2013,30.09816
gha,2014,30.60485
gha,2015,20.97273
gha,2016,12.06069
gha,2017,23.70066
gha,2018,-8.52427
gha,2019,7.84016
gha,2020,4.146
gha,2021,8.77025
gha,2022,15.32007
gha,2023,0.10829
gin,2013,10.1451
gin,2014,14.50042
gin,2015,11.35544
gin,2016,3.00792
gin,2017,1.70136
gin,2018,8.07553
gin,2019,10.56787
gin,2020,2.13564
gin,2021,3.3642
gmb,2002,14.05611
gmb,2003,16.66816
gmb,2004,-6.55212
gmb,2005,5.38269
gmb,2006,6.99463
gmb,2007,3.00407
gmb,2008,10.62781
gmb,2009,9.00197
gmb,2010,6.8565
gmb,2011,1.15309
gmb,2012,1.42622
gmb,2013,2.59643
gmb,2014,-2.74876
gmb,2018,3.23673
gmb,2019,5.47164
gmb,2020,1.91721
gmb,2021,1.38812
gmb,2022,7.79247
gmb,2023,3.06304
gnb,2002,-2.07506
gnb,2003,2.89381
gnb,2004,4.81501
gnb,2005,3.29981
gnb,2006,5.83912
gnb,2007,7.75585
gnb,2008,14.56145
gnb,2009,1.7646
gnb,2010,7.79267
gnb,2011,22.31872
gnb,2012,11.76905
gnb,2013,-1.28776
gnb,2014,4.98427
gnb,2015,-9.98612
gnb,2016,-0.20813
gnb,2017,13.19882
gnb,2018,6.28067
gnb,2019,4.61729
gnb,2020,2.25201
gnb,2021,1.83019
gnb,2022,7.52821
gnb,2023,-3.57334
gnq,2002,26.67546
gnq,2003,-1.33793
gnq,2004,7.56479
gnq,2005,15.02836
gnq,2006,12.82253
gnq,2007,17.36811
gnq,2008,45.87046
gnq,2009,2.99063
gnq,2010,18.53099
gnq,2011,15.83866
gnq,2012,-12.47225
gnq,2013,13.196
gnq,2014,8.14321
gnq,2015,7.98741
gnq,2016,2.3304
grd,2002,2.69871
grd,2003,-2.50014
grd,2004,2.98639
grd,2005,5.91031
grd,2006,8.79443
grd,2007,10.36854
grd,2008,10.95789
grd,2009,3.95306
grd,2010,4.58482
grd,2011,1.85111
grd,2012,0.06914
grd,2013,-5.51687
grd,2014,-4.23171
grd,2015,-3.15912
grd,2016,-0.42802
grd,2017,0.73228
grd,2018,3.00623
grd,2019,0.3134
grd,2020,0.02021
grd,2021,4.00473
grd,2022,1.35603
grd,2023,2.97033
gtm,2002,4.23417
gtm,2003,22.36391
gtm,2004,5.73161
gtm,2005,10.72945
gtm,2006,17.81426
gtm,2007,13.1515
gtm,2008,7.98286
gtm,2009,-2.35133
gtm,2010,2.58804
gtm,2011,7.78779
gtm,2012,13.47242
gtm,2013,7.99744
gtm,2014,6.60263
gtm,2015,8.48261
gtm,2016,5.07736
gtm,2017,2.95395
gtm,2018,3.73393
gtm,2019,3.42481
gtm,2020,4.13147
gtm,2021,6.75004
gtm,2022,8.7008
gtm,2023,8.70666
guy,2002,3.08341
guy,2003,-6.69075
guy,2004,-0.5692
guy,2005,3.45531
guy,2006,6.82082
guy,2007,6.7299
guy,2008,8.66619
guy,2009,3.2763
guy,2010,7.22803
guy,2011,8.55291
guy,2012,8.99967
guy,2013,7.23679
guy,2014,5.21475
guy,2015,3.06794
guy,2016,1.24651
guy,2017,1.35217
guy,2018,2.81991
guy,2019,4.29209
guy,2020,1.86397
guy,2021,4.96701
guy,2022,6.71716
guy,2023,8.08727
hkg,2017,9.99233
hkg,2018,3.15373
hkg,2019,5.23102
hkg,2020,2.2233
hkg,2021,4.07339
hkg,2022,0.03156
hkg,2023,-0.14705
hnd,2002,7.73052
hnd,2003,14.84475
hnd,2004,12.1669
hnd,2005,12.9582
hnd,2006,23.81985
hnd,2007,26.52197
hnd,2008,8.31107
hnd,2009,7.17379
hnd,2010,4.85839
hnd,2011,11.27616
hnd,2012,15.95532
hnd,2013,13.82131
hnd,2014,12.51894
hnd,2015,10.6876
hnd,2016,15.84251
hnd,2017,9.10603
hnd,2018,15.40214
hnd,2019,9.98463
hnd,2020,3.69745
hnd,2021,10.46807
hnd,2022,17.71201
hnd,2023,18.44935
hti,2002,12.30403
hti,2003,9.07604
hti,2004,1.05048
hti,2005,7.77713
hti,2006,3.56381
hti,2007,3.8131
hti,2008,8.71945
hti,2009,6.33961
hti,2010,-0.29338
hti,2011,8.91657
hti,2012,12.31692
hti,2013,5.27001
hti,2014,7.63143
hti,2015,3.0775
hti,2016,8.76745
hti,2017,2.37334
hti,2018,7.5261
hti,2019,4.17567
hti,2020,-2.79394
hti,2021,6.80651
hti,2022,7.85902
hti,2023,-5.06847
hun,2002,13.83833
hun,2003,27.15947
hun,2004,17.05808
hun,2005,20.61368
hun,2006,18.21737
hun,2007,21.68782
hun,2008,23.99864
hun,2009,-6.01479
hun,2010,4.00209
hun,2011,0.38379
hun,2012,-14.38001
hun,2013,-7.28389
hun,2014,-2.2809
hun,2015,-7.48192
hun,2016,0.73179
hun,2017,1.72024
hun,2018,6.96564
hun,2019,9.53248
hun,2020,11.10617
hun,2021,14.55378
hun,2022,13.49709
hun,2023,-0.13892
idn,2002,7.22981
idn,2003,8.42151
idn,2004,16.26501
idn,2005,13.22257
idn,2006,8.2959
idn,2007,14.84806
idn,2008,20.15829
idn,2009,6.89418
idn,2010,17.09513
idn,2011,19.10498
idn,2012,18.60497
idn,2013,18.41504
idn,2014,11.66298
idn,2015,8.54337
idn,2016,8.64214
idn,2017,7.51538
idn,2018,11.77071
idn,2019,5.46219
idn,2020,-1.62529
idn,2021,4.62486
idn,2022,8.3561
idn,2023,7.12471
irq,2005,6.40763
irq,2006,7.6692
irq,2007,-0.04418
irq,2008,5.69571
irq,2009,1.9885
irq,2010,8.11545
irq,2011,6.08527
irq,2012,10.42583
irq,2013,3.68119
irq,2014,2.49876
irq,2015,1.04331
irq,2016,0.20405
irq,2017,1.31875
irq,2018,-2.83215
irq,2019,1.31738
irq,2020,4.35116
irq,2021,4.2516
irq,2022,4.81959
isl,2002,23.07077
isl,2003,59.46537
isl,2004,91.04476
isl,2005,180.83801
isl,2006,170.51835
isl,2007,47.98023
isl,2008,33.59997
isl,2009,-6.83283
isl,2010,-29.18557
isl,2011,-58.10723
isl,2012,-25.48246
isl,2013,-13.60568
isl,2014,-8.18801
isl,2015,-2.58397
isl,2016,-2.68042
isl,2017,9.43485
isl,2018,15.80077
isl,2019,5.35067
isl,2020,14.96644
isl,2021,16.7479
isl,2022,15.24508
isl,2023,6.75433
isr,2002,8.65186
