geo,time,nv_ind_manf_cd
atg,1977,2642901.48148
atg,1978,3332353.7037
atg,1979,4098412.22222
atg,1980,5247499.62963
atg,1981,5592225.92593
atg,1982,6434890.37037
atg,1983,6741313.7037
atg,1984,7388632.96296
atg,1985,7756340.74074
atg,1986,8235127.40741
atg,1987,8821162.22222
atg,1988,9231003.33333
atg,1989,10257521.48148
atg,1990,11570370.37037
atg,1991,10937037.03704
atg,1992,10281481.48148
atg,1993,9766666.66667
atg,1994,9962962.96296
atg,1995,9888888.88889
atg,1996,10288888.88889
atg,1997,11177777.77778
atg,1998,12144444.44444
atg,1999,12940740.74074
atg,2000,13481481.48148
atg,2001,13929629.62963
atg,2002,14800000
atg,2003,16311111.11111
atg,2004,17066666.66667
atg,2005,18325925.92593
atg,2006,21044444.44444
atg,2007,22244444.44444
atg,2008,21762962.96296
atg,2009,25318518.51852
atg,2010,24770370.37037
atg,2011,25555555.55556
atg,2012,25318518.51852
atg,2013,32362962.96296
atg,2014,34429629.62963
atg,2015,35862962.96296
atg,2016,39181481.48148
atg,2017,36562962.96296
atg,2018,39740740.74074
atg,2019,38051851.85185
aus,1990,42971142747.2105
aus,1991,40990503100.22759
aus,1992,40972083365.3772
aus,1993,40207982012.36649
aus,1994,42657212037.35731
aus,1995,48318235818.2358
aus,1996,51143399089.52961
aus,1997,53605415557.99031
aus,1998,49841280607.74599
aus,1999,46549066299.035
aus,2000,48139797776.8008
aus,2001,41633573038.5317
aus,2002,41673294265.383
aus,2003,50708794408.8526
aus,2004,66702944942.38159
aus,2005,71671177266.57639
aus,2006,73760856543.8754
aus,2007,79174844939.9388
aus,2008,96921217547.0009
aus,2009,78307318509.7924
aus,2010,91574914119.61601
aus,2011,102675736961.45099
aus,2012,108696638482.16101
aus,2013,103996101364.522
aus,2014,93305792710.91528
aus,2015,85025376487.22861
aus,2016,73469937399.9127
aus,2017,77097066143.75139
aus,2018,82923029222.54091
aus,2019,78827778572.45029
aut,1976,9559766817.51937
aut,1977,11147605528.2658
aut,1978,13644273666.256
aut,1979,15787049922.7998
aut,1980,17399137417.5707
aut,1981,14742195438.0508
aut,1982,14352821650.3993
aut,1983,14467727899.4944
aut,1984,13389500722.0961
aut,1985,13889358206.9699
aut,1986,19815689950.4281
aut,1987,24102827601.219
aut,1988,26007803410.2307
aut,1989,25827837753.5101
aut,1990,32595386663.4394
aut,1991,33319365939.8939
aut,1992,36049725770.09769
aut,1993,33240693245.0018
aut,1994,35326635345.1391
aut,1995,43160024566.6712
aut,1996,41832583831.5571
aut,1997,37884203405.1189
aut,1998,38690429079.5909
aut,1999,38856562966.1198
aut,2000,35847014925.37311
aut,2001,36193923937.36021
aut,2002,37825014116.3185
aut,2003,45674221218.96161
aut,2004,52166141047.9265
aut,2005,55004253202.338
aut,2006,59886488520.88821
aut,2007,70561675335.34081
aut,2008,74946360041.01358
aut,2009,65476173937.2048
aut,2010,64578049123.43339
aut,2011,71547041245.3036
aut,2012,68399084745.6053
aut,2013,70942971005.0791
aut,2014,73194626824.2536
aut,2015,63725490949.9361
aut,2016,67434226962.1933
aut,2017,70261695639.0119
aut,2018,76837080986.80782
aut,2019,73956460252.15668
aze,1990,1561933533.61814
aze,1991,1464297449.7293
aze,1992,1091964701.45403
aze,1993,710914474.9328
aze,1994,419701998.19967
aze,1995,352053733.83309
aze,1996,331318298.07022
aze,1997,332622333.75157
aze,1998,370121628.29083
aze,1999,276809190.56673
aze,2000,279047182.94493
aze,2001,353162246.32235
aze,2002,463382020.16046
aze,2003,628385257.58501
aze,2004,719039381.29643
aze,2005,859318806.85424
aze,2006,1211327512.87217
aze,2007,1647243910.96609
aze,2008,2298807205.45278
aze,2009,2447499377.95472
aze,2010,2543665130.18562
aze,2011,2630365961.75763
aze,2012,2951883910.38697
aze,2013,3126577437.85851
aze,2014,3541756980.74716
aze,2015,2648838571.14972
aze,2016,1866892272.98364
aze,2017,1920462468.04555
aze,2018,2176705882.35294
aze,2019,2408411764.70588
bdi,1970,16331428.57143
bdi,1971,18544000
bdi,1972,20174857.14286
bdi,1973,28385774.62325
bdi,1974,32778412.69841
bdi,1975,36111746.03175
bdi,1976,36680579.71014
bdi,1977,43157777.77778
bdi,1978,50360000
bdi,1979,72806666.66667
bdi,1980,63285555.55556
bdi,1981,70860000
bdi,1982,83547777.77778
bdi,1983,90438945.66971
bdi,1984,77319355.10818
bdi,1985,84263816.3891
bdi,1986,94531838.48647
bdi,1987,119821948.85076
bdi,1988,105953915.73774
bdi,1989,130127877.88261
bdi,1990,133812151.47003
bdi,1991,148352459.60344
bdi,1992,93133560.24637
bdi,1993,79077429.98353
bdi,1994,86506532.4167
bdi,1995,82619976.1369
bdi,1996,54500412.88192
bdi,1997,94802299.98581
bdi,1998,92113341.61743
bdi,1999,91378496.52211
bdi,2000,94893712.37876
bdi,2001,95788227.374
bdi,2002,91509292.40659
bdi,2003,86649686.50127
bdi,2004,104804589.20348
bdi,2005,132769070.94565
bdi,2006,132013380.98517
bdi,2007,150665093.95725
bdi,2008,155099457.63263
bdi,2009,169067238.33406
bdi,2010,187887952.7195
bdi,2011,208355990.48842
bdi,2012,206047290.70029
bdi,2013,234025960.22046
bdi,2014,273939176.1111
bdi,2015,269320542.93843
bdi,2016,277073197.17493
bel,1995,52813218390.8046
bel,1996,50725472312.70359
bel,1997,46496842580.06311
bel,1998,46946765947.9884
bel,1999,44679735776.6887
bel,2000,41420766537.68199
bel,2001,40307919463.0872
bel,2002,43188594014.681
bel,2003,51416591422.1219
bel,2004,59297367767.56889
bel,2005,61193756995.39861
bel,2006,61263329569.6901
bel,2007,70832329592.1161
bel,2008,72093891899.8096
bel,2009,62180466796.33231
bel,2010,64152206928.00831
bel,2011,67573149366.90611
bel,2012,62638957729.44869
bel,2013,65532096254.7977
bel,2014,67180622380.51611
bel,2015,58662201841.5023
bel,2016,58786874930.9465
bel,2017,62489218021.4119
bel,2018,66163684984.4705
bel,2019,64848023824.3136
ben,1971,38270389.11375
ben,1972,45480733.06257
ben,1973,56403361.84974
ben,1974,70662558.7286
ben,1975,82814892.61729
ben,1976,64217950.57972
ben,1977,67726437.30841
ben,1978,99953518.60953
ben,1979,105161871.66701
ben,1980,112005136.32173
ben,1981,85726569.79408
ben,1982,115335589.42723
ben,1983,94996692.6989
ben,1984,83303450.89113
ben,1985,82488427.26866
ben,1986,95944078.3423
ben,1987,112052905.36993
ben,1988,131734894.48652
ben,1989,117714808.67426
ben,1990,144567171.00411
ben,1991,142237019.7255
ben,1992,134632926.42894
ben,1993,168914307.5392
ben,1994,128717735.99899
ben,1995,175248859.85811
ben,1996,195385918.23633
ben,1997,192092908.41699
ben,1998,196091043.03097
ben,1999,484134845.57635
ben,2000,491008050.26796
ben,2001,572832441.27014
ben,2002,653037917.28468
ben,2003,840440085.45763
ben,2004,915038980.30002
ben,2005,1028796050.2256
ben,2006,1084986094.01861
ben,2007,1121100518.95938
ben,2008,1194161832.83226
ben,2009,1185204199.91008
ben,2010,1119438484.43687
ben,2011,1254708431.38844
ben,2012,1193479716.73251
ben,2013,1367170306.88018
ben,2014,1379814596.36141
ben,2015,1142878261.71234
ben,2016,1173981481.10649
ben,2017,1221908065.60632
ben,2018,1306787622.06263
ben,2019,1419748279.90728
bfa,1960,37226998.41881
bfa,1961,37217132.34236
bfa,1962,42228739.76894
bfa,1963,43881624.61028
bfa,1964,44709861.88875
bfa,1965,47190314.73401
bfa,1966,55324144.49133
bfa,1967,67627967.62126
bfa,1968,71295812.89086
bfa,1969,76484034.30521
bfa,1970,76337513.9425
bfa,1971,84014370.82995
bfa,1972,106285703.2325
bfa,1973,128379162.55214
bfa,1974,139110136.65713
bfa,1975,170447254.92492
bfa,1976,173227426.69608
bfa,1977,185855368.94394
bfa,1978,226626862.23886
bfa,1979,277612996.04742
bfa,1980,284313342.27883
bfa,1981,256165712.9062
bfa,1982,252587402.18535
bfa,1983,256156147.75393
bfa,1984,220606131.13522
bfa,1985,206878866.69476
bfa,1986,278770879.44502
bfa,1987,355238057.27424
bfa,1988,394160524.05218
bfa,1989,378999660.51029
bfa,1990,457411496.97335
bfa,1991,419369381.60676
bfa,1992,324233493.69642
bfa,1993,331783780.69498
bfa,1994,254877213.19312
bfa,1995,336006112.00998
bfa,1996,345800737.51975
bfa,1997,351404168.25075
bfa,1998,387091359.34348
bfa,1999,544649542.90323
bfa,2000,454065719.7756
bfa,2001,476679804.42866
bfa,2002,537961897.22208
bfa,2003,738979038.53337
bfa,2004,825416592.39425
bfa,2005,819970230.91524
bfa,2006,919517950.4986
bfa,2007,1093355154.89194
bfa,2008,1229928526.4574
bfa,2009,1280378815.86261
bfa,2010,1227306584.97885
bfa,2011,1402783043.8117
bfa,2012,1299101612.10429
bfa,2013,1367254711.68634
bfa,2014,1533180072.88196
bfa,2015,1375053978.12662
bfa,2016,1427126237.0791
bfa,2017,1447287183.63191
bfa,2018,1566259035.02858
bfa,2019,1617162788.71706
bgd,1960,226993053.48175
bgd,1961,263549989.52938
bgd,1962,276869197.33355
bgd,1963,285087405.34038
bgd,1964,296989675.70085
bgd,1965,321644341.388
bgd,1966,386256588.82101
bgd,1967,404960108.91127
bgd,1968,460503960.87123
bgd,1969,495643959.47514
bgd,1970,521998979.26142
bgd,1971,480057689.26104
bgd,1972,250514166.66667
bgd,1973,689132129.54633
bgd,1974,1157568227.46673
bgd,1975,1369606286.61559
bgd,1976,939265010.10101
bgd,1977,1083458209.43762
bgd,1978,1316355416.66667
bgd,1979,1534982306.17608
bgd,1980,2627747105.89977
bgd,1981,2831325423.27853
bgd,1982,2582283071.19856
bgd,1983,2649048848.23458
bgd,1984,2952393797.12652
bgd,1985,3221030024.16027
bgd,1986,3096970980.15485
bgd,1987,3273869886.88003
bgd,1988,3567442434.2359
bgd,1989,3714461768.40038
bgd,1990,4183373453.55621
bgd,1991,4330061263.30532
bgd,1992,4565273705.57029
bgd,1993,5111802526.45503
bgd,1994,5358902326.68329
bgd,1995,6032422651.74129
bgd,1996,6502616136.91932
bgd,1997,6811990632.3185
bgd,1998,7427621145.37445
bgd,1999,7377371048.25291
bgd,2000,7490618167.36235
bgd,2001,7655077835.43365
bgd,2002,7835086191.88577
bgd,2003,8509758203.79965
bgd,2004,9403023611.34704
bgd,2005,10238666666.6667
bgd,2006,10993750891.8999
bgd,2007,12685416378.5114
bgd,2008,14774963565.078
bgd,2009,16888530705.3242
bgd,2010,18584403328.5489
bgd,2011,20577869200.2028
bgd,2012,21222528249.5229
bgd,2013,24661459165.3291
bgd,2014,28720955217.73529
bgd,2015,32751122556.5332
bgd,2016,37707553112.5141
bgd,2017,43201609118.4885
bgd,2018,49212333209.6344
bgd,2019,57284705138.2706
bhr,1980,498540726.98328
bhr,1981,538031914.89362
bhr,1982,452393617.02128
bhr,1983,444680851.06383
bhr,1984,486170212.76596
bhr,1985,369148936.17021
bhr,1986,423136968.08511
bhr,1987,543611436.17021
bhr,1988,672149734.04255
bhr,1989,665624468.08511
bhr,1990,707351329.78723
bhr,1991,731603723.40426
bhr,1992,661627393.61702
bhr,1993,798316755.31915
bhr,1994,895620744.68085
bhr,1995,1114481382.97872
bhr,2006,2451276595.74468
bhr,2007,3143670212.76596
bhr,2008,3881462765.95745
bhr,2009,3207154255.31915
bhr,2010,3723856382.97872
bhr,2011,4330186170.21277
bhr,2012,4568776595.74468
bhr,2013,4821462765.95745
bhr,2014,4984148936.17021
bhr,2015,5398138297.87234
bhr,2016,5835452127.65957
bhr,2017,6564574468.08511
bhr,2018,6660691489.3617
bhr,2019,6909627659.57447
bhs,1989,131439000
bhs,1990,120438000
bhs,1991,149360000
bhs,1992,135535000
bhs,1993,131806000
bhs,1994,133966000
bhs,1995,121136000
bhs,1996,154169000
bhs,1997,148600000
bhs,1998,136400000
bhs,1999,210100000
bhs,2000,233200000
bhs,2001,184000000
bhs,2002,224300000
bhs,2003,214000000
bhs,2004,243300000
bhs,2005,235200000
bhs,2006,256400000
bhs,2007,243700000
bhs,2008,220900000
bhs,2009,208900000
bhs,2010,214800000
bhs,2011,220700000
bhs,2012,315800000
bhs,2013,272900000
bhs,2014,295200000
bhs,2015,291400000
bhs,2016,393400000
bhs,2017,383200000
bhs,2018,300600000
bhs,2019,309000000
bih,1994,144487654.32099
bih,1995,213470588.23529
bih,1996,318626063.26422
bih,1997,412045441.43936
bih,1998,496855941.35364
bih,1999,501376906.31808
bih,2000,467915214.31936
bih,2001,491171303.07467
bih,2002,559176612.12705
bih,2003,727218118.86901
bih,2004,993924126.98413
bih,2005,1115872067.14567
bih,2006,1288749278.42986
bih,2007,1705854443.6669
bih,2008,2104748352.30677
bih,2009,1845496839.26415
bih,2010,1869659375.63486
bih,2011,2035260501.8125
bih,2012,1816590461.17462
bih,2013,1988204466.77076
bih,2014,2030318816.98548
bih,2015,1891947831.01786
bih,2016,2092049657.82478
bih,2017,2371209519.41915
bih,2018,2669339167.16958
bih,2019,2608002976.36083
blr,1990,8264000000
blr,1991,8000000000
blr,1992,6666666666.66667
blr,1993,4578512396.69421
blr,1994,4034071836.18664
blr,1995,3909030223.51127
blr,1996,4361846153.84615
blr,1997,4294946849.4839
blr,1998,4486992715.92092
blr,1999,3422615776.4897
blr,2000,3444492987.6727
blr,2001,3286330935.2518
blr,2002,3789893914.01452
blr,2003,4751730862.99366
blr,2004,6607777777.77778
blr,2005,7655246053.8533
blr,2006,9238508158.50816
blr,2007,11277213420.3169
blr,2008,15910533707.8652
blr,2009,11424991049.0512
blr,2010,12880832494.1255
blr,2011,16317788944.7236
blr,2012,16278757346.7674
blr,2013,16612950450.4505
blr,2014,16619913928.0125
blr,2015,11654715559.4625
blr,2016,9617159227.98553
blr,2017,11836878331.522
blr,2018,12761385944.2481
blr,2019,13448322019.3135
blz,1978,22550000
blz,1979,20950000
blz,1980,36034442.745
blz,1981,30631224.23668
blz,1982,22957812.81476
blz,1983,26966952.25034
blz,1984,32318816.9408
blz,1985,27091352.44705
blz,1986,27086925.39379
blz,1987,39344993.17557
blz,1988,43529001.21507
blz,1989,46854603.62674
blz,1990,46966608.07431
blz,1991,46312750
blz,1992,53311700
blz,1993,54391250
blz,1994,56777700
blz,1995,60524050
blz,1996,64291650
blz,1997,62776300
blz,1998,64696600
blz,1999,66192900
blz,2000,79110850
blz,2001,77646450
blz,2002,77313400
blz,2003,76993000
blz,2004,82396200
blz,2005,86132500
blz,2006,123932550
blz,2007,142486450
blz,2008,171425700
blz,2009,152852750
blz,2010,170592850
blz,2011,200418000
blz,2012,189555550
blz,2013,160783150
blz,2014,146943300
blz,2015,121497350
blz,2016,117502900
blz,2017,123514700
blz,2018,104257650
blz,2019,104726250
bmu,2001,77586000
bmu,2002,84077000
bmu,2003,71565000
bmu,2004,78134000
bmu,2005,80210000
bmu,2010,56755000
bmu,2011,44426000
bmu,2012,38139000
bmu,2013,33436000
bmu,2014,30792000
bmu,2015,34216000
bmu,2016,29743000
bmu,2017,33116000
bmu,2018,35210000
bmu,2019,38297000
bol,1970,134932659.93266
bol,1971,148316498.3165
bol,1972,161865362.91839
bol,1973,162268865.56722
bol,1974,257871064.46777
bol,1975,295552223.88806
bol,1976,350124937.53123
bol,1977,405847076.46177
bol,1978,465467266.36682
bol,1979,577063514.23544
bol,1980,570962479.60848
bol,1981,856443719.41272
bol,1982,421402897.06688
bol,1983,651901739.84372
bol,1984,699318539.11624
bol,1985,862209081.67416
bol,1986,746889113.19694
bol,1987,742845463.17249
bol,1988,819668204.0983
bol,1989,801029468.58468
bol,1990,825689250.31125
bol,1991,947392895.04552
bol,1992,967442891.93693
bol,1993,967587629.83283
bol,1994,996349312.84493
bol,1995,1123417286.4196
bol,1996,1214990541.12639
bol,1997,1150825609.50079
bol,1998,1188982051.14245
bol,1999,1126283979.07921
bol,2000,1111976550.49729
bol,2001,1086469599.96367
bol,2002,1030513389.12134
bol,2003,1033285721.7464
bol,2004,1097335559.47581
bol,2005,1110266051.74744
bol,2006,1297680363.47296
bol,2007,1497657937.64011
bol,2008,1862267521.37933
bol,2009,2014339316.23932
bol,2010,2214517861.92611
bol,2011,2477409534.30565
bol,2012,2766467122.48242
bol,2013,3043801287.38576
bol,2014,3213277007.96119
bol,2015,3363113189.55967
bol,2016,3728168487.72728
bol,2017,3935972531.09502
bol,2018,4167012459.6937
bol,2019,4289716339.98748
bra,1960,3852188024.9444
bra,1961,4193057035.9607
bra,1962,4772116035.59079
bra,1963,6257148156.92859
bra,1964,5172614043.19552
bra,1965,5087286129.07197
bra,1966,6341101585.21343
bra,1967,6868292262.30246
bra,1968,8083123875.88107
bra,1969,9057518719.32158
bra,1970,10427349463.2674
bra,1971,12302545578.472
bra,1972,14659092894.4013
bra,1973,20247558633.575
bra,1974,27916785406.03841
bra,1975,33056629539.4761
bra,1976,40879104318.7074
bra,1977,45552868289.134
bra,1978,54595852921.7408
bra,1979,62757114219.22849
bra,1980,71097586790.7491
bra,1981,77880098856.91161
bra,1982,87523772929.0972
bra,1983,60618125231.36779
bra,1984,64546457186.98959
bra,1985,68476275594.14629
bra,1986,78679017563.57228
bra,1987,84582540924.57759
bra,1988,92434063038.50302
bra,1989,124533000000
bra,1991,133149000000
bra,1992,86744312500
bra,1993,94847826086.95648
bra,1994,129574534647.26997
bra,1995,111874536776.72401
bra,1996,111126848373.29601
bra,1997,114980450556.58598
bra,1998,104986765704.438
bra,1999,73775943131.09612
bra,2000,86087270675.04781
bra,2001,73219246280.07822
bra,2002,62768734961.95709
bra,2003,80681497270.06828
bra,2004,101063670017.09404
bra,2005,131410962208.34697
bra,2006,156276368914.63196
bra,2007,197747018489.035
bra,2008,236655318082.67001
bra,2009,217703817695.30896
bra,2010,281008981355.16101
bra,2011,308287900526.06403
bra,2012,263182120731.14496
bra,2013,259141041695.65393
bra,2014,253878453038.67392
bra,2015,189609546424.59897
bra,2016,193692320911.98099
bra,2017,221073196716.17499
bra,2018,184446531391.97501
bra,2019,173668825402.45905
brb,1975,35592297.41102
brb,1976,42316099.41112
brb,1977,51136635.43951
brb,1978,55884253.9651
brb,1979,67767115.79575
brb,1980,91234524.93412
brb,1981,94317108.33789
brb,1982,102222443.19594
brb,1983,118679461.0451
brb,1984,131308109.18312
brb,1985,115298563.11838
brb,1986,114005866.85228
brb,1987,111171878.8843
brb,1988,119425247.35246
brb,1989,115994630.33859
brb,1990,209516233.28196
brb,1991,197832247.79993
brb,1992,172450000
brb,1993,172724108.78536
brb,1994,169492368.12012
brb,1995,177099388.45523
brb,1996,186595734.10232
brb,1997,199025505.89171
brb,1998,222443195.94292
brb,1999,225227464.82375
brb,2000,236900000
brb,2001,238050000
brb,2002,234100000
brb,2003,259650000
brb,2004,267650000
brb,2005,267950000
brn,1974,93151134.63827
brn,1975,136633913.8869
brn,1976,201554152.50121
brn,1977,207428056.07936
brn,1978,231310466.13896
brn,1979,300285109.90527
brn,1980,582383710.06912
brn,1981,433568419.55791
brn,1982,422429906.54206
brn,1983,386180785.61287
brn,1984,383010641.78895
brn,1985,356347438.75278
brn,1986,244787361.07284
brn,1987,276828110.16144
brn,1988,271814748.55893
brn,1989,370999384.71004
brn,1990,392017600
brn,1991,461461796.7122
brn,1992,539483425.41437
brn,1993,503886681.51999
brn,1994,491125049.10305
brn,1995,615611895.01905
brn,1996,652784751.77305
brn,1997,779548558.72845
brn,1998,553554373.80497
brn,1999,623151150.44248
brn,2000,921964211.13689
brn,2001,880803315.28716
brn,2002,916475538.9255
brn,2003,1004303294.68488
brn,2004,1046026742.39735
brn,2005,1173087839.46167
brn,2006,1211718799.16924
brn,2007,1271448477.20788
brn,2008,1972974880.04516
brn,2009,1499243778.35831
brn,2010,2043374990.83242
brn,2011,3044426027.50616
brn,2012,3166233594.75032
brn,2013,2985155370.84399
brn,2014,2757671823.20442
brn,2015,1878493563.16823
brn,2016,1306608339.96959
brn,2017,1535197841.98711
brn,2018,1908396397.06427
brn,2019,1832140448.61457
btn,1980,3849770.99237
btn,1981,8215935.33487
btn,1982,8229238.90063
btn,1983,10423554.45545
btn,1984,10699568.66197
btn,1985,10046426.83913
btn,1986,10212759.71451
btn,1987,14356782.40741
btn,1988,15057327.58621
btn,1989,20541059.76587
btn,1990,23096122.21588
btn,1991,21281547.93316
btn,1992,22015933.64198
btn,1993,20827704.1653
btn,1994,24624950.58974
btn,1995,31241825.47024
btn,1996,35523361.558
btn,1997,36002756.8163
btn,1998,34721863.7906
btn,1999,36155441.24477
btn,2000,36022583.44459
btn,2001,39849591.01505
btn,2002,39835182.0613
btn,2003,44744467.58265
btn,2004,50665401.5887
btn,2005,58296986.39456
btn,2006,68377422.91478
btn,2007,97542227.65034
btn,2008,105583794.58088
btn,2009,103650335.81033
btn,2010,138305945.43999
btn,2011,150948029.26902
btn,2012,161366987.79128
btn,2013,149817911.25264
btn,2014,159021456.83645
btn,2015,164352108.04357
btn,2016,164968532.0253
btn,2017,183956697.93126
btn,2018,181838878.77525
btn,2019,180173756.71504
bwa,1965,5305039.7878
bwa,1966,4044630.40446
bwa,1967,4811715.48117
bwa,1968,4463040.4463
bwa,1969,4386575.68584
bwa,1970,5653266.33166
bwa,1971,7480425.05593
bwa,1972,9751657.78182
bwa,1973,13686788.64717
bwa,1974,18248712.28845
bwa,1975,23664638.2691
bwa,1976,25126494.9402
bwa,1977,27612826.60333
bwa,1978,37732431.77976
bwa,1979,41349693.25153
bwa,1980,46706124.54967
bwa,1981,65077088.56221
bwa,1982,68903564.1449
bwa,1983,69468502.1424
bwa,1984,62577017.86815
bwa,1985,56212551.24566
bwa,1986,77217817.04007
bwa,1987,107778902.85306
bwa,1988,135267417.6966
bwa,1989,152687478.28676
bwa,1990,180838484.27842
bwa,1991,190294815.98734
bwa,1992,202185144.80732
bwa,1993,179233213.65193
bwa,1994,207665946.50972
bwa,1995,251821657.88904
bwa,1996,272185789.06203
bwa,1997,285142982.36003
bwa,1998,297877375.23368
bwa,1999,305099039.87544
bwa,2000,325708573.44467
bwa,2001,320601931.11005
bwa,2002,329435190.7456
bwa,2003,428576557.10216
bwa,2004,497509237.35856
bwa,2005,490936775.65618
bwa,2006,535664785.68856
bwa,2007,685247523.94605
bwa,2008,626770378.94213
bwa,2009,651606266.8586
bwa,2010,816693726.44842
bwa,2011,888277646.16419
bwa,2012,853760840.25914
bwa,2013,867388979.50922
bwa,2014,862322879.64706
bwa,2015,833417375.85152
bwa,2016,812708334.86222
bwa,2017,890512331.60021
bwa,2018,960261019.60784
bwa,2019,962499493.30135
caf,2009,397548594.69663
caf,2010,394161775.91375
caf,2011,486830093.50054
caf,2012,593681832.934
caf,2013,356262689.82603
caf,2014,330516632.36169
caf,2015,334839449.21929
caf,2016,355042206.82356
caf,2017,382150072.4955
