geo,time,ny_gdp_defl_zs_ad
aus,1994,52.1829
aus,1995,53.36246
aus,1996,54.80102
aus,1997,55.47684
aus,1998,56.18303
aus,1999,56.38363
aus,2000,57.83816
aus,2001,60.51077
aus,2002,62.2416
aus,2003,64.17954
aus,2004,66.30461
aus,2005,68.82225
aus,2006,72.32693
aus,2007,75.95174
aus,2008,79.38897
aus,2009,83.35985
aus,2010,84.33289
aus,2011,89.60603
aus,2012,91.26959
aus,2013,91.15623
aus,2014,92.50495
aus,2015,91.99649
aus,2016,91.50615
aus,2017,94.92368
aus,2018,96.71357
aus,2019,100
aut,1989,67.97504
aut,1990,63.42212
aut,1991,65.73187
aut,1992,68.01875
aut,1993,69.89408
aut,1994,71.65887
aut,1995,72.9587
aut,1996,73.67822
aut,1997,74.61172
aut,1998,74.94144
aut,1999,75.13355
aut,2000,76.1584
aut,2001,77.64129
aut,2002,78.53074
aut,2003,79.55757
aut,2004,80.94165
aut,2005,82.99578
aut,2006,84.5662
aut,2007,86.44456
aut,2008,88.13569
aut,2009,89.80081
aut,2010,90.58482
aut,2011,92.24561
aut,2012,94.14055
aut,2013,95.66929
aut,2014,97.75078
aut,2015,100
aut,2016,101.84829
aut,2017,102.72502
aut,2018,104.485
aut,2019,106.28852
aze,1990,0.00255
aze,1991,0.00469
aze,1992,0.05465
aze,1993,0.46294
aze,1994,6.87955
aze,1995,44.41827
aze,1996,56.15321
aze,1997,61.34317
aze,1998,60.75113
aze,1999,62.06465
aze,2000,69.81825
aze,2001,71.57419
aze,2002,74.5906
aze,2003,79.7832
aze,2004,87.16471
aze,2005,99.9984
aze,2006,111.32741
aze,2007,134.24136
aze,2008,171.79005
aze,2009,139.3236
aze,2010,158.58819
aze,2011,197.6119
aze,2012,203.23393
aze,2013,204.07362
aze,2014,201.35902
aze,2015,183.62006
aze,2016,210.48063
aze,2017,244.63365
aze,2018,274.44087
aze,2019,273.81064
bdi,1989,16.96379
bdi,1990,17.98149
bdi,1991,18.7175
bdi,1992,19.72857
bdi,1993,21.25608
bdi,1994,22.66716
bdi,1995,26.31719
bdi,1996,30.12084
bdi,1997,39.87932
bdi,1998,44.44573
bdi,1999,51.0922
bdi,2000,57.82556
bdi,2001,65.75715
bdi,2002,66.43304
bdi,2003,74.36896
bdi,2004,84.14563
bdi,2005,100
bdi,2006,102.84567
bdi,2007,111.35447
bdi,2008,138.31984
bdi,2009,152.78643
bdi,2010,165.86732
bdi,2011,179.74088
bdi,2012,205.43023
bdi,2013,221.77315
bdi,2014,233.53789
bdi,2015,283.36096
bdi,2016,286.08256
bdi,2017,318.83665
bdi,2018,309.74707
bdi,2019,312.29396
bel,1989,66.76053
bel,1990,64.311
bel,1991,66.16098
bel,1992,68.42668
bel,1993,71.15912
bel,1994,72.64941
bel,1995,73.53629
bel,1996,73.88678
bel,1997,74.44656
bel,1998,75.7908
bel,1999,76.24471
bel,2000,77.78075
bel,2001,79.32299
bel,2002,80.62389
bel,2003,82.11551
bel,2004,83.68801
bel,2005,85.43129
bel,2006,87.36606
bel,2007,89.05373
bel,2008,90.75363
bel,2009,91.23751
bel,2010,92.96379
bel,2011,94.64393
bel,2012,96.50001
bel,2013,97.72677
bel,2014,98.68708
bel,2015,100
bel,2016,101.92085
bel,2017,103.78426
bel,2018,105.47112
bel,2019,107.21716
ben,1989,38.70706
ben,1990,23.06373
ben,1991,23.23823
ben,1992,23.94122
ben,1993,24.51062
ben,1994,32.72265
ben,1995,37.66359
ben,1996,40.26512
ben,1997,41.74185
ben,1998,43.92562
ben,1999,65.16038
ben,2000,67.98903
ben,2001,69.32861
ben,2002,71.79269
ben,2003,73.99077
ben,2004,74.56029
ben,2005,77.76166
ben,2006,79.39023
ben,2007,79.69998
ben,2008,84.82799
ben,2009,86.98236
ben,2010,87.74858
ben,2011,91.02431
ben,2012,98.03218
ben,2013,99.40199
ben,2014,99.15569
ben,2015,100
ben,2016,100.68359
ben,2017,100.31318
ben,2018,100.90486
ben,2019,100.58425
bfa,1989,73.63446
bfa,1990,46.94495
bfa,1991,45.08228
bfa,1992,45.18464
bfa,1993,44.53315
bfa,1994,51.05234
bfa,1995,54.50836
bfa,1996,54.69844
bfa,1997,55.54965
bfa,1998,59.96047
bfa,1999,70.38809
bfa,2000,69.81107
bfa,2001,72.57667
bfa,2002,74.79533
bfa,2003,75.90584
bfa,2004,75.97465
bfa,2005,78.81563
bfa,2006,78.29322
bfa,2007,80.24456
bfa,2008,87.5948
bfa,2009,89.7019
bfa,2010,93.09229
bfa,2011,99.36485
bfa,2012,105.15186
bfa,2013,102.913
bfa,2014,102.27454
bfa,2015,100
bfa,2016,102.6043
bfa,2017,104.05748
bfa,2018,106.17307
bfa,2019,105.50141
bgd,1989,49.92864
bgd,1990,53.19034
bgd,1991,54.64219
bgd,1992,56.05314
bgd,1993,56.14032
bgd,1994,58.36696
bgd,1995,62.53725
bgd,1996,65.18539
bgd,1997,67.66258
bgd,1998,70.86723
bgd,1999,73.54674
bgd,2000,76.08165
bgd,2001,78.56279
bgd,2002,81.62114
bgd,2003,86.36807
bgd,2004,90.3083
bgd,2005,94.45017
bgd,2006,100
bgd,2007,106.47126
bgd,2008,114.84093
bgd,2009,122.60918
bgd,2010,131.36919
bgd,2011,141.69409
bgd,2012,153.26281
bgd,2013,164.25934
bgd,2014,173.57085
bgd,2015,183.76428
bgd,2016,196.12767
bgd,2017,208.44193
bgd,2018,220.10925
bgd,2019,229.92381
bgr,1989,0.06709
bgr,1990,0.06798
bgr,1991,0.22196
bgr,1992,0.35421
bgr,1993,0.53518
bgr,1994,0.92428
bgr,1995,2.18103
bgr,1996,3.5566
bgr,1997,36.06838
bgr,1998,48.0841
bgr,1999,49.61774
bgr,2000,53.18089
bgr,2001,56.43787
bgr,2002,58.56495
bgr,2003,59.89574
bgr,2004,63.27959
bgr,2005,67.39122
bgr,2006,71.94478
bgr,2007,79.9188
bgr,2008,86.41737
bgr,2009,89.91624
bgr,2010,90.94654
bgr,2011,96.35058
bgr,2012,97.82207
bgr,2013,97.168
bgr,2014,97.61584
bgr,2015,100
bgr,2016,102.53751
bgr,2017,106.58047
bgr,2018,110.85674
bgr,2019,116.67697
bhr,1989,45.36592
bhr,1990,47.5556
bhr,1991,46.66035
bhr,1992,45.01201
bhr,1993,43.65003
bhr,1994,46.85009
bhr,1995,47.36107
bhr,1996,47.45424
bhr,1997,47.89638
bhr,1998,44.51613
bhr,1999,45.69868
bhr,2000,59.40429
bhr,2001,57.40603
bhr,2002,59.36608
bhr,2003,64.47309
bhr,2004,71.55938
bhr,2005,81.38804
bhr,2006,88.58473
bhr,2007,96.05741
bhr,2008,106.97442
bhr,2009,93.07423
bhr,2010,100
bhr,2011,109.73675
bhr,2012,113.04506
bhr,2013,113.47931
bhr,2014,111.5832
bhr,2015,101.256
bhr,2016,101.50639
bhr,2017,107.10922
bhr,2018,111.70001
bhr,2019,112.38938
bhs,1989,66.00085
bhs,1990,66.22615
bhs,1991,67.91925
bhs,1992,70.57188
bhs,1993,69.97062
bhs,1994,71.49834
bhs,1995,72.07207
bhs,1996,72.78143
bhs,1997,74.18442
bhs,1998,83.8273
bhs,1999,84.015
bhs,2000,84.78955
bhs,2001,85.08969
bhs,2002,88.45989
bhs,2003,89.48114
bhs,2004,90.55011
bhs,2005,95.12909
bhs,2006,95.9167
bhs,2007,98.74368
bhs,2008,100.21344
bhs,2009,99.17524
bhs,2010,98.78618
bhs,2011,97.93779
bhs,2012,100
bhs,2013,101.29489
bhs,2014,105.39015
bhs,2015,110.81797
bhs,2016,111.27124
bhs,2017,112.99506
bhs,2018,114.34229
bhs,2019,117.79586
bih,1994,57.59534
bih,1995,62.69104
bih,1996,51.99798
bih,1997,58.76369
bih,1998,57.83409
bih,1999,62.66655
bih,2000,66.35933
bih,2001,68.3261
bih,2002,71.37321
bih,2003,72.02448
bih,2004,78.10487
bih,2005,75.95109
bih,2006,81.87537
bih,2007,86.94801
bih,2008,93.32771
bih,2009,93.5008
bih,2010,94.8157
bih,2011,97.12212
bih,2012,97.89499
bih,2013,97.67558
bih,2014,98.65267
bih,2015,100
bih,2016,101.40696
bih,2017,103.12719
bih,2018,105.96074
bih,2019,108.7042
blr,1990,0
blr,1991,0
blr,1992,0.00003
blr,1993,0.0003
blr,1994,0.00604
blr,1995,0.04599
blr,1996,0.0707
blr,1997,0.12135
blr,1998,0.21428
blr,1999,0.89309
blr,2000,2.54791
blr,2001,4.57438
blr,2002,6.62799
blr,2003,8.66181
blr,2004,10.62589
blr,2005,12.64185
blr,2006,14.00067
blr,2007,15.80293
blr,2008,19.1553
blr,2009,20.92882
blr,2010,23.29178
blr,2011,39.83799
blr,2012,69.82698
blr,2013,84.67031
blr,2014,100
blr,2015,116.02249
blr,2016,125.70099
blr,2017,136.54038
blr,2018,153.11533
blr,2019,163.17812
blz,1989,85.78853
blz,1990,88.76765
blz,1991,85.94468
blz,1992,89.37444
blz,1993,90.85049
blz,1994,94.1356
blz,1995,99.8455
blz,1996,101.82311
blz,1997,100.28575
blz,1998,101.80901
blz,1999,99.53138
blz,2000,100
blz,2001,99.69003
blz,2002,101.40312
blz,2003,98.60638
blz,2004,100.59322
blz,2005,103.42546
blz,2006,108.349
blz,2007,113.27276
blz,2008,116.32021
blz,2009,113.14094
blz,2010,114.83844
blz,2011,119.51239
blz,2012,121.65681
blz,2013,124.54854
blz,2014,126.52564
blz,2015,127.53302
blz,2016,131.21674
blz,2017,133.27044
blz,2018,133.01582
blz,2019,133.24923
bmu,1989,43.72943
bmu,1990,32.93317
bmu,1991,35.05096
bmu,1992,36.03726
bmu,1993,37.90986
bmu,1994,38.65273
bmu,1995,40.26782
bmu,1996,52.09235
bmu,1997,54.18849
bmu,1998,55.6741
bmu,1999,57.18406
bmu,2000,54.76154
bmu,2001,54.01175
bmu,2002,58.6462
bmu,2003,60.3028
bmu,2004,63.13229
bmu,2005,67.40153
bmu,2006,80.59819
bmu,2007,85.89744
bmu,2008,90.28586
bmu,2009,91.22807
bmu,2010,93.26813
bmu,2011,92.19438
bmu,2012,98.36974
bmu,2013,100
bmu,2014,103.01189
bmu,2015,106.05282
bmu,2016,110.69073
bmu,2017,110.58576
bmu,2018,112.3418
bmu,2019,115.84878
bol,1989,86.00823
bol,1990,100
bol,1991,117.68944
bol,1992,133.22351
bol,1993,141.95919
bol,1994,153.24807
bol,1995,170.76017
bol,1996,190.53455
bol,1997,201.40462
bol,1998,215.60593
bol,1999,220.80539
bol,2000,232.27714
bol,2001,236.62093
bol,2002,243.29544
bol,2003,258.69602
bol,2004,279.30817
bol,2005,295.90129
bol,2006,336.3323
bol,2007,361.13127
bol,2008,398.62097
bol,2009,388.97476
bol,2010,423.11705
bol,2011,484.9021
bol,2012,519.33149
bol,2013,550.46743
bol,2014,561.74925
bol,2015,535.79305
bol,2016,528.53374
bol,2017,560.57029
bol,2018,577.70281
bol,2019,573.69931
bra,1989,0.00004
bra,1990,0.00055
bra,1991,0.00284
bra,1992,0.03031
bra,1993,0.63698
bra,1994,15.30562
bra,1995,29.00375
bra,1996,34.3572
bra,1997,37.01268
bra,1998,38.83531
bra,1999,41.94622
bra,2000,44.29775
bra,2001,47.94128
bra,2002,52.63862
bra,2003,60.05594
bra,2004,64.71151
bra,2005,69.52037
bra,2006,74.22987
bra,2007,79.00956
bra,2008,85.94546
bra,2009,92.23107
bra,2010,100
bra,2011,108.31857
bra,2012,116.9225
bra,2013,125.697
bra,2014,135.56008
bra,2015,145.81679
bra,2016,157.63321
bra,2017,163.36693
bra,2018,168.73425
bra,2019,175.74393
brb,1989,314.08711
brb,1990,53.86663
brb,1991,56.28809
brb,1992,57.48274
brb,1993,60.46918
brb,1994,61.80546
brb,1995,62.43349
brb,1996,64.01831
brb,1997,64.6053
brb,1998,70.22806
brb,1999,73.34157
brb,2000,72.37138
brb,2001,74.00363
brb,2002,74.67548
brb,2003,75.50876
brb,2004,79.90952
brb,2005,85.23767
brb,2006,88.87367
brb,2007,96.37113
brb,2008,97.97297
brb,2009,96.32226
brb,2010,100
brb,2011,103.5115
brb,2012,102.92476
brb,2013,105.91033
brb,2014,106.48453
brb,2015,104.34879
brb,2016,104.30839
brb,2017,106.99624
brb,2018,109.96649
brb,2019,112.72322
brn,1989,44.99688
brn,1990,48.7811
brn,1991,47.39704
brn,1992,48.21553
brn,1993,46.79245
brn,1994,42.69174
brn,1995,43.91827
brn,1996,45.88966
brn,1997,49.82921
brn,1998,44.02482
brn,1999,49.12905
brn,2000,63.38419
brn,2001,59.83981
brn,2002,60.06374
brn,2003,63.7304
brn,2004,73.85471
brn,2005,87.71452
brn,2006,96.52783
brn,2007,97.60938
brn,2008,109.99867
brn,2009,85.69841
brn,2010,100
brn,2011,120.18051
brn,2012,121.64515
brn,2013,118.21315
brn,2014,116.03039
brn,2015,95.59419
brn,2016,86.83025
brn,2017,91.13155
brn,2018,99.53174
brn,2019,96.21159
btn,1989,40.86839
btn,1990,44.69706
btn,1991,48.61438
btn,1992,53.13394
btn,1993,57.48373
btn,1994,64.87153
btn,1995,70.09228
btn,1996,75.739
btn,1997,85.19532
btn,1998,94.14903
btn,1999,101.1493
btn,2000,99.99998
btn,2001,105.35875
btn,2002,110.36879
btn,2003,113.75286
btn,2004,117.96734
btn,2005,124.93069
btn,2006,131.70176
btn,2007,135.59149
btn,2008,143.06322
btn,2009,149.86772
btn,2010,158.64144
btn,2011,172.1423
btn,2012,187.94484
btn,2013,198.97691
btn,2014,212.74803
btn,2015,220.31562
btn,2016,229.97296
btn,2017,241.7129
btn,2018,245.96543
btn,2019,248.35922
bwa,1989,23.39664
bwa,1990,24.87064
bwa,1991,26.15837
bwa,1992,27.89509
bwa,1993,31.5395
bwa,1994,34.52434
bwa,1995,36.99466
bwa,1996,42.95531
bwa,1997,45.09904
bwa,1998,49.59419
bwa,1999,56.65402
bwa,2000,64.68245
bwa,2001,70.05938
bwa,2002,70.89125
bwa,2003,73.20165
bwa,2004,80.57949
bwa,2005,93.04652
bwa,2006,100.00001
bwa,2007,104.92761
bwa,2008,109.89005
bwa,2009,116.99173
bwa,2010,127.42739
bwa,2011,145.2138
bwa,2012,145.49522
bwa,2013,148.85491
bwa,2014,166.57476
bwa,2015,169.68144
bwa,2016,189.96434
bwa,2017,194.92715
bwa,2018,197.20225
bwa,2019,198.46648
caf,1989,67.13844
caf,1990,68.37153
caf,1991,68.10501
caf,1992,70.00013
caf,1993,67.59701
caf,1994,84.09918
caf,1995,92.4233
caf,1996,89.1487
caf,1997,89.88273
caf,1998,89.51048
caf,1999,93.16673
caf,2000,101.09205
caf,2001,101.52264
caf,2002,99.11464
caf,2003,100.43923
caf,2004,95.97994
caf,2005,100
caf,2006,103.33405
caf,2007,105.23357
caf,2008,112.68102
caf,2009,113.48289
caf,2010,118.262
caf,2011,123.00326
caf,2012,130.60614
caf,2013,133.85495
caf,2014,149.7754
caf,2015,153.83171
caf,2016,158.41607
caf,2017,168.62393
caf,2018,166.55978
caf,2019,170.57537
can,1989,64.14128
can,1990,61.72073
can,1991,63.60476
can,1992,64.54871
can,1993,65.38616
can,1994,66.34693
can,1995,67.83601
can,1996,69.01392
can,1997,75.69968
can,1998,76.36098
can,1999,78.70764
can,2000,82.33199
can,2001,83.99852
can,2002,84.70476
can,2003,85.77037
can,2004,87.87785
can,2005,89.09416
can,2006,90.06886
can,2007,88.87324
can,2008,92.42594
can,2009,90.28575
can,2010,92.87523
can,2011,95.88103
can,2012,97.27008
can,2013,98.9601
can,2014,100.88447
can,2015,100
can,2016,100.75403
can,2017,103.22977
can,2018,105.10298
can,2019,107.11114
chanisl,1998,72.4972
chanisl,1999,75.33157
chanisl,2000,78.26371
chanisl,2001,80.8477
chanisl,2002,84.39103
chanisl,2003,88.06518
chanisl,2004,91.40951
chanisl,2005,93.69906
chanisl,2006,96.77138
chanisl,2007,100
che,1989,76.0537
che,1990,80.40498
che,1991,84.75417
che,1992,86.55488
che,1993,88.56471
che,1994,89.61366
che,1995,90.27479
che,1996,90.42124
che,1997,90.04969
che,1998,89.94424
che,1999,90.04779
che,2000,91.39968
che,2001,92.33059
che,2002,92.09641
che,2003,93.13426
che,2004,93.45413
che,2005,94.09914
che,2006,96.07125
che,2007,98.39104
che,2008,100.3857
che,2009,100.74894
che,2010,101.06851
che,2011,101.41445
che,2012,101.23797
che,2013,101.26358
che,2014,100.63027
che,2015,100
che,2016,99.39526
che,2017,98.82464
che,2018,99.0527
che,2019,99.44492
chl,1989,19.29061
chl,1990,23.6254
chl,1991,28.6791
chl,1992,32.54056
chl,1993,36.49893
chl,1994,41.77813
chl,1995,46.65812
chl,1996,48.23114
chl,1997,49.70779
chl,1998,50.22602
chl,1999,51.37089
chl,2000,53.56537
chl,2001,55.63348
chl,2002,57.52061
chl,2003,60.15439
chl,2004,64.8762
chl,2005,69.83462
chl,2006,78.32805
chl,2007,82.50921
chl,2008,82.46512
chl,2009,86.30368
chl,2010,94.03847
chl,2011,96.9658
chl,2012,98.06167
chl,2013,100
chl,2014,105.90635
chl,2015,111.15246
chl,2016,116.12089
chl,2017,121.6738
chl,2018,124.54589
chl,2019,127.86953
chn,1989,27.81992
chn,1990,29.49811
chn,1991,31.47877
chn,1992,34.05698
chn,1993,39.22883
chn,1994,47.31663
chn,1995,53.78278
chn,1996,57.28228
chn,1997,58.20829
chn,1998,57.68427
chn,1999,56.95568
chn,2000,58.13056
chn,2001,59.32052
chn,2002,59.67769
chn,2003,61.2312
chn,2004,65.48799
chn,2005,68.04448
chn,2006,70.71628
chn,2007,76.19657
chn,2008,82.13635
chn,2009,81.96425
chn,2010,87.60452
chn,2011,94.67918
chn,2012,96.88636
chn,2013,98.98237
chn,2014,100.00294
chn,2015,100
chn,2016,101.40735
chn,2017,105.6996
chn,2018,109.39882
chn,2019,111.12762
civ,1989,36.87598
civ,1990,20.74752
civ,1991,20.88518
civ,1992,20.8802
civ,1993,22.16521
civ,1994,32.44677
civ,1995,36.03013
civ,1996,37.82554
civ,1997,40.17136
civ,1998,41.63339
civ,1999,41.9607
civ,2000,42.90306
civ,2001,46.07635
civ,2002,49.1484
civ,2003,51.50802
civ,2004,50.01912
civ,2005,50.67002
civ,2006,51.55372
civ,2007,53.06586
civ,2008,57.57782
civ,2009,58.92845
civ,2010,62.10259
civ,2011,63.11823
civ,2012,65.10952
civ,2013,67.5254
civ,2014,70.16521
civ,2015,100
civ,2016,97.90964
civ,2017,96.11045
civ,2018,96.7206
civ,2019,96.91452
cmr,1989,48.54163
cmr,1990,49.33922
cmr,1991,51.1
cmr,1992,50.44711
cmr,1993,70.52517
cmr,1994,77.3088
cmr,1995,81.16867
cmr,1996,82.03942
cmr,1997,86.62452
cmr,1998,90.35656
cmr,1999,89.34477
cmr,2000,94.00394
cmr,2001,95.37703
cmr,2002,97.13355
cmr,2003,97.32375
cmr,2004,99.2566
cmr,2005,100
cmr,2006,103.35866
cmr,2007,104.34859
cmr,2008,111.24894
cmr,2009,113.07919
cmr,2010,115.23881
cmr,2011,118.31595
cmr,2012,121.47605
cmr,2013,123.95557
cmr,2014,126.55377
cmr,2015,126.78048
cmr,2016,128.16827
cmr,2017,130.06833
cmr,2018,132.14861
cmr,2019,135.48388
cod,1989,0
cod,1990,0
cod,1991,0
cod,1992,0
cod,1993,0
cod,1994,0.00122
cod,1995,0.0069
cod,1996,0.05095
cod,1997,0.1491
cod,1998,0.18927
cod,1999,1.02563
cod,2000,28.00102
cod,2001,48.45849
cod,2002,63.82926
cod,2003,72.39225
cod,2004,77.00035
cod,2005,100
cod,2006,113.32523
cod,2007,136.29791
cod,2008,164.19171
cod,2009,217.81332
cod,2010,263.0887
cod,2011,299.373
cod,2012,317.15574
cod,2013,325.94505
cod,2014,329.18374
cod,2015,325.37871
cod,2016,339.53024
cod,2017,485.76136
cod,2018,626.48324
cod,2019,655.95896
cog,1989,101.03977
cog,1990,30.55099
cog,1991,30.09864
cog,1992,29.62632
cog,1993,29.29129
cog,1994,40.05667
cog,1995,41.41697
cog,1996,48.86868
cog,1997,51.29477
cog,1998,41.94779
cog,1999,54.26171
cog,2000,79.78646
cog,2001,68.67603
cog,2002,67.4818
cog,2003,64.61279
cog,2004,75.47242
cog,2005,100
cog,2006,111.3803
cog,2007,118.88746
cog,2008,138.22951
cog,2009,108.97291
cog,2010,141.03022
cog,2011,156.47772
cog,2012,174.25998
cog,2013,172.33517
cog,2014,161.01597
cog,2015,133.92122
cog,2016,129.23841
cog,2017,143.87519
cog,2018,177.12635
cog,2019,175.78054
col,1989,8.68177
col,1990,8.74798
col,1991,11.11044
col,1992,13.62856
col,1993,17.0141
col,1994,20.7736
col,1995,24.68963
col,1996,28.85437
col,1997,33.7134
col,1998,38.6939
col,1999,43.5782
col,2000,48.4386
col,2001,51.59605
col,2002,54.6754
col,2003,58.40919
col,2004,62.66315
col,2005,65.64165
col,2006,69.45389
col,2007,73.06691
col,2008,78.67653
col,2009,81.87413
col,2010,84.98932
col,2011,90.41742
col,2012,93.68751
col,2013,95.47476
col,2014,97.60923
col,2015,100
col,2016,105.14833
col,2017,110.54637
col,2018,115.50269
col,2019,120.45545
com,1989,90.40821
com,1990,53.49633
com,1991,57.83964
com,1992,53.92706
com,1993,55.45472
com,1994,60.67685
com,1995,65.72575
com,1996,67.82812
com,1997,68.4551
com,1998,69.37696
com,1999,73.4087
com,2000,75.92401
com,2001,82.47624
com,2002,85.91604
com,2003,90.30792
com,2004,93.36788
com,2005,93.66281
com,2006,96.57644
com,2007,100
com,2008,103.10922
com,2009,104.16691
com,2010,105.88925
com,2011,109.16007
com,2012,113.78659
com,2013,115.74305
com,2014,116.71716
com,2015,116.14273
com,2016,118.13429
com,2017,118.60985
com,2018,119.98905
