geo,time,dt_tds_dect_gn_zs
ben,2013,0.67752
ben,2014,0.60411
ben,2015,0.69216
ben,2016,0.84177
ben,2017,0.82844
ben,2018,1.64062
ben,2019,3.60785
bfa,1970,0.4621
bfa,1971,0.43514
bfa,1972,0.5663
bfa,1973,0.56463
bfa,1974,0.50339
bfa,1975,0.56427
bfa,1976,0.48406
bfa,1977,0.49332
bfa,1978,0.49023
bfa,1979,0.52922
bfa,1980,1.15151
bfa,1981,1.1119
bfa,1982,1.13366
bfa,1983,1.13503
bfa,1984,1.48654
bfa,1985,1.90453
bfa,1986,1.81122
bfa,1987,1.53009
bfa,1988,1.64096
bfa,1989,1.48065
bfa,1990,1.10862
bfa,1991,1.48405
bfa,1992,1.49759
bfa,1993,1.63774
bfa,1994,2.31707
bfa,1995,2.04452
bfa,1996,1.87148
bfa,1997,2.10317
bfa,1998,1.93276
bfa,1999,1.92821
bfa,2000,1.60789
bfa,2001,1.20709
bfa,2002,1.23866
bfa,2003,1.00623
bfa,2004,0.97649
bfa,2005,0.75614
bfa,2006,0.68518
bfa,2007,0.55431
bfa,2008,0.44437
bfa,2009,0.47009
bfa,2010,0.50354
bfa,2011,0.58594
bfa,2012,0.58626
bfa,2013,0.60877
bfa,2014,0.70124
bfa,2015,1.00572
bfa,2016,0.99734
bfa,2017,1.0015
bfa,2018,0.93604
bfa,2019,1.02496
bgd,1973,0.12597
bgd,1974,0.22039
bgd,1975,0.55316
bgd,1976,1.37359
bgd,1977,1.47994
bgd,1978,1.04151
bgd,1979,1.27988
bgd,1980,1.31484
bgd,1981,0.95843
bgd,1982,1.16579
bgd,1983,1.17923
bgd,1984,1.47151
bgd,1985,1.44231
bgd,1986,1.95574
bgd,1987,2.05707
bgd,1988,1.83061
bgd,1989,1.74117
bgd,1990,2.25541
bgd,1991,1.88486
bgd,1992,1.62742
bgd,1993,1.51615
bgd,1994,1.53432
bgd,1995,1.92239
bgd,1996,1.37443
bgd,1997,1.35964
bgd,1998,1.20681
bgd,1999,1.30806
bgd,2000,1.40344
bgd,2001,1.19827
bgd,2002,1.24189
bgd,2003,1.05323
bgd,2004,0.96177
bgd,2005,1.11983
bgd,2006,0.94084
bgd,2007,1.1901
bgd,2008,0.95312
bgd,2009,0.93308
bgd,2010,0.88763
bgd,2011,1.10085
bgd,2012,1.12175
bgd,2013,1.1614
bgd,2014,1.05599
bgd,2015,0.78651
bgd,2016,0.74738
bgd,2017,0.82264
bgd,2018,1.00122
bgd,2019,1.82128
bgr,1981,0.34602
bgr,1982,0.82651
bgr,1983,1.82222
bgr,1984,2.60815
bgr,1985,6.89321
bgr,1986,7.72279
bgr,1987,7.15974
bgr,1988,10.56619
bgr,1989,12.08405
bgr,1990,7.23565
bgr,1991,2.80197
bgr,1992,4.42819
bgr,1993,3.08532
bgr,1994,7.23685
bgr,1995,6.14577
bgr,1996,10.69945
bgr,1997,9.25024
bgr,1998,9.34982
bgr,1999,9.33408
bgr,2000,9.91731
bgr,2001,9.79776
bgr,2002,8.42873
bgr,2003,5.26607
bgr,2004,9.30043
bgr,2005,14.91204
bgr,2006,11.15752
bgr,2007,15.06349
bgr,2008,10.89571
bgr,2009,9.67271
bgr,2010,8.54854
bgr,2011,8.01598
bgr,2012,8.75802
bgr,2013,11.41885
bgr,2014,9.46943
bgr,2015,19.30745
bgr,2016,15.62012
bgr,2017,15.18788
bgr,2018,10.59931
bgr,2019,8.5235
bih,1999,3.165
bih,2000,5.24124
bih,2001,4.98818
bih,2002,2.49884
bih,2003,2.4488
bih,2004,2.26898
bih,2005,2.6537
bih,2006,2.94012
bih,2007,2.63458
bih,2008,2.40772
bih,2009,2.55138
bih,2010,3.26748
bih,2011,4.30356
bih,2012,6.04555
bih,2013,5.83612
bih,2014,7.92399
bih,2015,5.01384
bih,2016,6.66994
bih,2017,5.35994
bih,2018,5.06978
bih,2019,4.69116
blr,1993,0.08523
blr,1994,0.79623
blr,1995,1.30493
blr,1996,1.05923
blr,1997,1.36145
blr,1998,1.33158
blr,1999,2.2298
blr,2000,3.07322
blr,2001,2.74868
blr,2002,2.60174
blr,2003,2.39595
blr,2004,1.66067
blr,2005,2.32266
blr,2006,2.04193
blr,2007,2.44923
blr,2008,2.31896
blr,2009,3.35873
blr,2010,3.13673
blr,2011,5.38817
blr,2012,7.83481
blr,2013,6.41099
blr,2014,7.01589
blr,2015,9.22251
blr,2016,13.66237
blr,2017,8.37436
blr,2018,9.99764
blr,2019,7.36666
blz,1970,0.02097
blz,1971,0.02672
blz,1972,0.06341
blz,1973,0.65089
blz,1974,0.46867
blz,1975,0.41927
blz,1976,0.40296
blz,1977,0.36298
blz,1978,0.33996
blz,1979,0.54532
blz,1980,1.85943
blz,1981,2.02132
blz,1982,3.6314
blz,1983,4.42913
blz,1984,4.18962
blz,1985,8.66077
blz,1986,7.0495
blz,1987,5.74032
blz,1988,5.33046
blz,1989,4.8219
blz,1990,4.52547
blz,1991,3.76263
blz,1992,3.20973
blz,1993,3.34278
blz,1994,4.47249
blz,1995,6.12637
blz,1996,6.5503
blz,1997,6.29006
blz,1998,6.99759
blz,1999,6.77724
blz,2000,9.90798
blz,2001,12.10099
blz,2002,21.99818
blz,2003,17.1349
blz,2004,35.23532
blz,2005,23.19934
blz,2006,12.74294
blz,2007,58.42298
blz,2008,12.42677
blz,2009,10.23178
blz,2010,10.26408
blz,2011,9.62951
blz,2012,11.02789
blz,2013,9.27551
blz,2014,6.03879
blz,2015,6.0119
blz,2016,6.1513
blz,2017,6.10276
blz,2018,6.73331
blz,2019,6.05325
bol,1976,5.31679
bol,1977,5.50739
bol,1978,10.35635
bol,1979,7.02768
bol,1980,8.69664
bol,1981,6.71306
bol,1982,10.59986
bol,1983,9.21277
bol,1984,9.41351
bol,1985,7.41153
bol,1986,7.01992
bol,1987,5.65533
bol,1988,8.73502
bol,1989,6.69542
bol,1990,8.48476
bol,1991,6.60221
bol,1992,5.4081
bol,1993,6.21041
bol,1994,6.11091
bol,1995,5.80997
bol,1996,5.82647
bol,1997,6.23106
bol,1998,5.26797
bol,1999,5.24688
bol,2000,7.84903
bol,2001,6.94322
bol,2002,6.272
bol,2003,5.59409
bol,2004,6.21788
bol,2005,5.80696
bol,2006,4.02138
bol,2007,5.88227
bol,2008,5.89147
bol,2009,3.50874
bol,2010,3.49527
bol,2011,1.94386
bol,2012,2.55595
bol,2013,1.9132
bol,2014,3.14358
bol,2015,3.11767
bol,2016,2.32781
bol,2017,2.69059
bol,2018,2.56205
bol,2019,2.69522
bra,1970,1.83859
bra,1971,1.80523
bra,1972,2.07238
bra,1973,2.45317
bra,1974,3.28239
bra,1975,3.57015
bra,1976,2.87523
bra,1977,3.33905
bra,1978,4.31608
bra,1979,5.19012
bra,1980,6.51636
bra,1981,7.09598
bra,1982,7.21193
bra,1983,6.98209
bra,1984,6.98568
bra,1985,5.46344
bra,1986,4.55993
bra,1987,4.24924
bra,1988,5.33274
bra,1989,3.1626
bra,1990,1.82885
bra,1991,1.42462
bra,1992,2.21566
bra,1993,2.64475
bra,1994,2.97877
bra,1995,2.8547
bra,1996,3.05493
bra,1997,4.51618
bra,1998,6.22943
bra,1999,12.00339
bra,2000,9.20385
bra,2001,9.25153
bra,2002,10.60182
bra,2003,10.79365
bra,2004,8.27725
bra,2005,7.26516
bra,2006,5.76395
bra,2007,4.02286
bra,2008,3.41808
bra,2009,2.73147
bra,2010,2.14335
bra,2011,2.31741
bra,2012,1.89195
bra,2013,3.36064
bra,2014,2.58275
bra,2015,5.08089
bra,2016,6.68497
bra,2017,4.71453
bra,2018,5.21383
bra,2019,8.47779
btn,1981,0.00205
btn,1982,0.00288
btn,1983,0.00533
btn,1984,0.02428
btn,1985,0.02074
btn,1986,0.09265
btn,1987,0.23236
btn,1988,0.50932
btn,1989,2.47979
btn,1990,1.85282
btn,1991,3.17022
btn,1992,2.64854
btn,1993,3.37385
btn,1994,3.00413
btn,1995,3.68772
btn,1996,2.4611
btn,1997,2.15308
btn,1998,2.86156
btn,1999,2.11454
btn,2000,1.65972
btn,2001,1.40326
btn,2002,1.28933
btn,2003,1.24344
btn,2004,1.82824
btn,2005,0.90407
btn,2006,1.22371
btn,2007,2.78861
btn,2008,6.83308
btn,2009,6.38107
btn,2010,5.99251
btn,2011,5.13594
btn,2012,8.34237
btn,2013,4.75124
btn,2014,4.67835
btn,2015,6.92951
btn,2016,5.60368
btn,2017,3.6868
btn,2018,3.91867
btn,2019,2.67536
bwa,1970,0.62828
bwa,1971,0.72573
bwa,1972,0.9909
bwa,1973,1.00552
bwa,1974,1.0602
bwa,1975,1.98887
bwa,1976,1.15235
bwa,1977,1.30239
bwa,1978,1.3869
bwa,1979,1.13139
bwa,1980,1.39432
bwa,1981,0.87756
bwa,1982,1.3889
bwa,1983,2.21888
bwa,1984,2.89107
bwa,1985,4.66977
bwa,1986,3.54767
bwa,1987,4.21677
bwa,1988,3.09359
bwa,1989,2.57799
bwa,1990,2.8573
bwa,1991,2.2058
bwa,1992,2.2699
bwa,1993,2.00497
bwa,1994,2.27747
bwa,1995,1.94537
bwa,1996,3.28925
bwa,1997,2.11634
bwa,1998,1.55315
bwa,1999,1.41763
bwa,2000,1.26371
bwa,2001,0.9702
bwa,2002,1.28
bwa,2003,0.7413
bwa,2004,0.60763
bwa,2005,0.5894
bwa,2006,0.60165
bwa,2007,0.46292
bwa,2008,0.68337
bwa,2009,0.46566
bwa,2010,0.65487
bwa,2011,0.52879
bwa,2012,0.4179
bwa,2013,1.36019
bwa,2014,0.4105
bwa,2015,1.77533
bwa,2016,1.17468
bwa,2017,1.09927
bwa,2018,1.0829
bwa,2019,1.162
caf,1970,1.67204
caf,1971,1.17269
caf,1972,0.79682
caf,1973,1.80272
caf,1974,1.73936
caf,1975,1.55345
caf,1976,0.95939
caf,1977,0.85432
caf,1978,0.85788
caf,1979,0.5399
caf,1980,1.24942
caf,1981,1.54668
caf,1982,1.16587
caf,1983,3.21499
caf,1984,3.93589
caf,1985,3.05928
caf,1986,2.55972
caf,1987,2.38432
caf,1988,2.18299
caf,1989,2.77901
caf,1990,2.05304
caf,1991,1.10987
caf,1992,1.10971
caf,1993,0.73343
caf,1994,2.78818
caf,1995,1.43288
caf,1996,1.30896
caf,1997,1.69126
caf,1998,3.50489
caf,1999,1.92175
caf,2000,1.62369
caf,2001,1.46543
caf,2002,0.11937
caf,2003,0.07112
caf,2004,0.85556
caf,2005,0.51829
caf,2006,4.92337
caf,2007,5.32615
caf,2008,1.3737
caf,2009,1.52833
caf,2010,0.15604
caf,2011,0.06148
caf,2012,0.18403
caf,2013,0.39256
caf,2014,0.62944
caf,2015,1.02329
caf,2016,1.36666
caf,2017,1.82145
caf,2018,1.09625
caf,2019,1.59368
chn,1981,0.8906
chn,1982,1.03468
chn,1983,1.16227
chn,1984,0.87521
chn,1985,0.79972
chn,1986,0.98983
chn,1987,1.41192
chn,1988,1.46196
chn,1989,1.6239
chn,1990,1.9504
chn,1991,2.16192
chn,1992,2.01783
chn,1993,2.29094
chn,1994,1.97713
chn,1995,2.08467
chn,1996,1.85095
chn,1997,1.9405
chn,1998,1.82096
chn,1999,2.46243
chn,2000,2.22372
chn,2001,1.89364
chn,2002,2.1362
chn,2003,2.27398
chn,2004,1.19497
chn,2005,1.21184
chn,2006,1.003
chn,2007,0.89614
chn,2008,0.72134
chn,2009,0.78353
chn,2010,0.85965
chn,2011,0.83946
chn,2012,0.84865
chn,2013,0.81319
chn,2014,0.77799
chn,2015,1.14964
chn,2016,1.49935
chn,2017,1.67701
chn,2018,1.74342
chn,2019,1.92728
civ,1970,3.00034
civ,1971,3.14155
civ,1972,3.40934
civ,1973,3.14353
civ,1974,4.16574
civ,1975,3.79071
civ,1976,4.99777
civ,1977,5.00249
civ,1978,6.22737
civ,1979,7.62633
civ,1980,14.53528
civ,1981,19.37692
civ,1982,21.91397
civ,1983,20.60906
civ,1984,17.93521
civ,1985,17.69818
civ,1986,15.59794
civ,1987,14.87784
civ,1988,11.55466
civ,1989,12.85211
civ,1990,13.70264
civ,1991,14.0279
civ,1992,11.82387
civ,1993,11.30124
civ,1994,16.50232
civ,1995,10.44807
civ,1996,12.24856
civ,1997,10.60333
civ,1998,11.50908
civ,1999,12.35771
civ,2000,10.52446
civ,2001,6.24299
civ,2002,7.65306
civ,2003,4.37577
civ,2004,2.64964
civ,2005,1.86813
civ,2006,1.57866
civ,2007,2.20469
civ,2008,4.47458
civ,2009,4.83465
civ,2010,3.13144
civ,2011,2.99277
civ,2012,2.7781
civ,2013,3.52804
civ,2014,2.93463
civ,2015,1.80613
civ,2016,3.34196
civ,2017,4.49274
civ,2018,2.96333
civ,2019,5.26961
cmr,1970,1.10672
cmr,1971,1.37935
cmr,1972,1.41116
cmr,1973,1.98298
cmr,1974,1.61107
cmr,1975,1.83578
cmr,1976,1.77065
cmr,1977,2.59751
cmr,1978,3.12563
cmr,1979,3.24932
cmr,1980,4.97665
cmr,1981,4.41804
cmr,1982,5.63112
cmr,1983,5.02849
cmr,1984,5.5282
cmr,1985,8.28243
cmr,1986,6.42955
cmr,1987,5.35498
cmr,1988,5.41646
cmr,1989,3.71344
cmr,1990,4.83761
cmr,1991,3.60401
cmr,1992,3.66056
cmr,1993,3.18656
cmr,1994,3.82432
cmr,1995,4.73005
cmr,1996,5.13166
cmr,1997,4.98421
cmr,1998,5.13551
cmr,1999,5.12117
cmr,2000,5.8971
cmr,2001,3.54105
cmr,2002,3.20916
cmr,2003,3.11333
cmr,2004,3.60395
cmr,2005,4.69126
cmr,2006,3.92163
cmr,2007,2.22331
cmr,2008,1.68441
cmr,2009,1.553
cmr,2010,0.78415
cmr,2011,1.14134
cmr,2012,0.8282
cmr,2013,0.8639
cmr,2014,1.52935
cmr,2015,1.66918
cmr,2016,2.89023
cmr,2017,2.09853
cmr,2018,2.79318
cmr,2019,3.06012
cod,1994,0.30572
cod,1995,0.51187
cod,1996,0.89682
cod,1997,0.22023
cod,1998,0.33203
cod,1999,0.58616
cod,2000,0.15907
cod,2001,0.28633
cod,2002,11.01903
cod,2003,1.70166
cod,2004,1.33379
cod,2005,1.89968
cod,2006,2.07155
cod,2007,3.11013
cod,2008,3.20798
cod,2009,3.49624
cod,2010,1.32854
cod,2011,1.04057
cod,2012,1.00705
cod,2013,1.34247
cod,2014,1.24977
cod,2015,1.12949
cod,2016,1.33158
cod,2017,1.0716
cod,2018,0.82625
cod,2019,2.61325
cog,1970,3.29126
cog,1971,2.74336
cog,1972,1.9028
cog,1973,2.31616
cog,1974,3.23528
cog,1975,3.95898
cog,1976,3.25431
cog,1977,5.16605
cog,1978,2.47932
cog,1979,6.8652
cog,1980,7.04949
cog,1981,12.8102
cog,1982,11.91622
cog,1983,17.27897
cog,1984,17.47368
cog,1985,20.88238
cog,1986,19.26723
cog,1987,19.36164
cog,1988,22.781
cog,1989,17.32975
cog,1990,22.35421
cog,1991,14.12685
cog,1992,7.24067
cog,1993,10.24082
cog,1994,36.73843
cog,1995,15.18863
cog,1996,25.03504
cog,1997,8.17315
cog,1998,3.09164
cog,1999,1.62422
cog,2000,1.97954
cog,2001,4.7728
cog,2002,1.3662
cog,2003,2.51325
cog,2004,6.7006
cog,2005,2.21542
cog,2006,1.38719
cog,2007,1.47007
cog,2008,1.63805
cog,2009,1.99313
cog,2010,1.15723
cog,2011,0.97047
cog,2012,1.01991
cog,2013,2.51225
cog,2014,2.5553
cog,2015,3.21944
cog,2016,2.99662
cog,2017,3.07123
cog,2018,3.38394
cog,2019,5.24078
col,1970,4.13261
col,1971,3.63276
col,1972,3.97296
col,1973,3.62772
col,1974,3.52184
col,1975,2.58011
col,1976,2.60447
col,1977,2.06675
col,1978,2.16413
col,1979,2.60561
col,1980,2.93331
col,1981,3.18889
col,1982,3.98715
col,1983,4.3253
col,1984,4.49081
col,1985,5.98352
col,1986,6.78946
col,1987,8.19407
col,1988,8.90265
col,1989,10.56602
col,1990,8.54391
col,1991,8.02354
col,1992,7.14395
col,1993,5.77184
col,1994,6.94898
col,1995,4.80616
col,1996,5.70673
col,1997,4.35113
col,1998,4.69813
col,1999,7.82693
col,2000,5.26594
col,2001,6.61618
col,2002,7.18509
col,2003,9.4404
col,2004,6.81974
col,2005,7.23106
col,2006,6.33408
col,2007,4.29994
col,2008,3.40832
col,2009,3.91935
col,2010,3.54245
col,2011,3.19791
col,2012,4.3103
col,2013,2.73151
col,2014,4.0601
col,2015,4.92057
col,2016,5.66374
col,2017,7.30689
col,2018,7.51709
col,2019,6.13262
com,1980,0.18975
com,1981,0.40511
com,1982,0.47605
com,1983,0.78821
com,1984,1.51631
com,1985,1.11575
com,1986,0.78233
com,1987,0.48423
com,1988,0.29189
com,1989,0.44609
com,1990,0.25863
com,1991,1.92112
com,1992,1.23158
com,1993,0.47743
com,1994,0.87368
com,1995,0.2415
com,1996,0.36031
com,1997,0.74867
com,1998,0.64591
com,1999,0.94441
com,2000,0.92869
com,2001,0.74987
com,2002,1.11011
com,2003,0.55995
com,2004,0.52365
com,2005,0.61826
com,2006,0.53895
com,2007,3.28307
com,2008,1.3533
com,2009,1.31249
com,2010,0.47389
com,2011,0.38551
com,2012,1.21427
com,2013,0.05295
com,2014,0.06797
com,2015,0.77056
com,2016,0.63071
com,2017,0.37415
com,2018,0.64331
com,2019,0.6643
cpv,1981,0.2191
cpv,1982,1.06973
cpv,1983,2.24491
cpv,1984,4.11019
cpv,1985,3.84613
cpv,1986,2.61066
cpv,1987,3.5207
cpv,1988,3.1089
cpv,1989,2.43359
cpv,1990,1.85699
cpv,1991,2.47815
cpv,1992,2.96535
cpv,1993,1.35655
cpv,1994,2.30751
cpv,1995,2.0136
cpv,1996,1.61267
cpv,1997,3.01404
cpv,1998,3.80613
cpv,1999,3.48844
cpv,2000,3.07746
cpv,2001,2.46108
cpv,2002,3.77884
cpv,2003,2.38223
cpv,2004,2.65405
cpv,2005,3.80679
cpv,2006,2.97122
cpv,2007,1.98915
cpv,2008,1.79976
cpv,2009,1.97303
cpv,2010,2.20077
cpv,2011,2.10827
cpv,2012,2.13146
cpv,2013,2.19125
cpv,2014,2.45465
cpv,2015,2.7225
cpv,2016,2.72574
cpv,2017,2.96728
cpv,2018,2.91487
cpv,2019,3.16832
cri,1970,6.40738
cri,1971,5.8396
cri,1972,5.97925
cri,1973,5.7203
cri,1974,7.00998
cri,1975,7.82942
cri,1976,7.61312
cri,1977,7.37473
cri,1978,12.37808
cri,1979,10.31838
cri,1980,8.02656
cri,1981,14.72405
cri,1982,11.8918
cri,1983,25.64808
cri,1984,13.09555
cri,1985,15.10209
cri,1986,12.67947
cri,1987,8.20509
cri,1988,9.83569
cri,1989,7.34346
cri,1990,9.40738
cri,1991,6.13072
cri,1992,6.6514
cri,1993,6.01133
cri,1994,5.01326
cri,1995,5.8107
cri,1996,5.27014
cri,1997,4.63394
cri,1998,4.15686
cri,1999,4.11017
cri,2000,4.56897
cri,2001,4.59125
cri,2002,4.28074
cri,2003,5.03857
cri,2004,5.11422
cri,2005,4.36282
cri,2006,3.57553
cri,2007,3.45723
cri,2008,5.23639
cri,2009,4.24319
cri,2010,2.76601
cri,2011,3.97842
cri,2012,5.08542
cri,2013,6.8637
cri,2014,7.15335
cri,2015,5.28488
cri,2016,5.17499
cri,2017,5.32414
cri,2018,5.96447
cri,2019,5.40461
dji,1991,2.15691
dji,1992,2.01914
dji,1993,1.73947
dji,1994,2.10976
dji,1995,2.1637
dji,1996,2.2806
dji,1997,1.31897
dji,1998,0.96311
dji,1999,1.76197
dji,2000,2.66061
dji,2001,2.09364
dji,2002,2.18871
dji,2003,2.50583
dji,2004,2.8588
dji,2005,2.43975
dji,2006,3.3108
dji,2007,3.50128
dji,2008,3.29578
dji,2009,3.16472
dji,2010,3.11908
dji,2011,3.16945
dji,2012,3.04212
dji,2013,1.98114
dji,2014,1.65001
dji,2015,1.71481
dji,2016,2.14071
dji,2017,2.50072
dji,2018,14.36844
dji,2019,2.46611
dma,1981,0.73558
dma,1982,1.02285
dma,1983,2.13713
dma,1984,3.84408
dma,1985,3.68927
dma,1986,3.91266
dma,1987,5.47565
dma,1988,4.15773
dma,1989,3.94145
dma,1990,3.15503
dma,1991,2.90426
dma,1992,2.67471
dma,1993,3.13762
dma,1994,3.07154
dma,1995,2.68881
dma,1996,2.56987
dma,1997,3.85709
dma,1998,3.55367
dma,1999,3.63472
dma,2000,3.74113
dma,2001,5.62847
dma,2002,4.22739
dma,2003,5.03143
dma,2004,5.41633
dma,2005,5.20992
dma,2006,5.38668
dma,2007,5.1696
dma,2008,4.60573
dma,2009,4.60735
dma,2010,3.42258
dma,2011,3.61839
dma,2012,4.44656
dma,2013,4.07049
dma,2014,4.04507
dma,2015,4.48487
dma,2016,4.8101
dma,2017,5.67548
dma,2018,5.21367
dma,2019,4.68164
dom,1970,3.14056
dom,1971,3.11494
dom,1972,2.86773
dom,1973,3.51377
dom,1974,2.45076
dom,1975,3.12332
dom,1976,2.85341
dom,1977,3.20705
dom,1978,3.59675
dom,1979,5.89492
dom,1980,5.97437
dom,1981,5.74972
dom,1982,5.19757
dom,1983,4.5377
dom,1984,2.71441
dom,1985,6.53548
dom,1986,6.48378
dom,1987,5.65818
dom,1988,6.83621
dom,1989,5.17375
dom,1990,3.53435
dom,1991,2.91349
dom,1992,3.2452
dom,1993,2.67817
dom,1994,3.65725
dom,1995,2.62906
dom,1996,2.59946
dom,1997,2.41033
dom,1998,1.84236
dom,1999,1.82989
dom,2000,2.27502
dom,2001,2.57045
dom,2002,2.61523
dom,2003,4.46154
dom,2004,3.87741
dom,2005,2.16205
dom,2006,3.91472
dom,2007,3.73552
dom,2008,3.24945
dom,2009,3.02143
dom,2010,2.7416
dom,2011,2.87312
dom,2012,4.45092
dom,2013,4.7597
dom,2014,5.04391
