geo,time,dt_dod_dstc_zs
arg,2010,12.9601
arg,2011,18.0184
arg,2012,18.0528
arg,2013,24.4244
arg,2014,21.6721
arg,2015,31.6185
arg,2016,21.3943
arg,2017,23.4518
arg,2018,22.8392
arg,2019,22.3868
arg,2020,15.4666
arg,2021,16.4843
arg,2022,18.6049
arg,2023,20.6448
arm,1993,0.0149
arm,1994,0.4976
arm,1995,0.5773
arm,1996,0.2689
arm,1997,3.4456
arm,1998,5.6164
arm,1999,4.8112
arm,2000,4.3615
arm,2001,2.9758
arm,2002,12.794
arm,2003,20.2391
arm,2004,19.4505
arm,2005,15.1206
arm,2006,14.3467
arm,2007,16.2442
arm,2008,14.4161
arm,2009,10.7228
arm,2010,10.3967
arm,2011,12.1942
arm,2012,11.0205
arm,2013,13.2457
arm,2014,10.6154
arm,2015,7.515
arm,2016,10.8731
arm,2017,8.6883
arm,2018,10.5701
arm,2019,13.4175
arm,2020,12.2714
arm,2021,10.8547
arm,2022,20.3501
arm,2023,19.6155
aze,1993,0.1125
aze,1994,8.5228
aze,1995,4.3715
aze,1996,3.5319
aze,1997,0.7873
aze,1998,0.2094
aze,1999,2.2496
aze,2000,9.8541
aze,2001,6.7679
aze,2002,4.8411
aze,2003,5.257
aze,2004,6.2939
aze,2005,8.1936
aze,2006,18.4371
aze,2007,28.8451
aze,2008,25.1181
aze,2009,12.992
aze,2010,13.7121
aze,2011,1.1784
aze,2012,15.024
aze,2013,15.145
aze,2014,16.6763
aze,2015,11.6024
aze,2016,9.5557
aze,2017,4.37
aze,2018,3.4355
aze,2019,3.7296
aze,2020,2.744
aze,2021,0
aze,2022,3.3141
aze,2023,4.2132
bdi,1970,0
bdi,1971,0
bdi,1972,0
bdi,1973,0
bdi,1974,0
bdi,1975,0
bdi,1976,0
bdi,1977,10.5883
bdi,1978,6.6952
bdi,1979,9.5455
bdi,1980,7.2411
bdi,1981,5.5986
bdi,1982,7.035
bdi,1983,3.2496
bdi,1984,3.4562
bdi,1985,6.9407
bdi,1986,4.219
bdi,1987,4.8493
bdi,1988,1.5829
bdi,1989,1.8497
bdi,1990,1.4733
bdi,1991,1.3872
bdi,1992,1.2625
bdi,1993,0.4869
bdi,1994,0.4985
bdi,1995,1.2821
bdi,1996,0.7263
bdi,1997,1.4788
bdi,1998,1.791
bdi,1999,6.0406
bdi,2000,5.7735
bdi,2001,8.0832
bdi,2002,7.8185
bdi,2003,3.5269
bdi,2004,1.6614
bdi,2005,2.6447
bdi,2006,2.7418
bdi,2007,0.9789
bdi,2008,1.2938
bdi,2009,1.1528
bdi,2010,2.5349
bdi,2011,0.0698
bdi,2012,1.0942
bdi,2013,4.5963
bdi,2014,6.9835
bdi,2015,0.0422
bdi,2016,0.0438
bdi,2017,0.0435
bdi,2018,0.0446
bdi,2019,0.0423
bdi,2020,0.0398
bdi,2021,0.0271
bdi,2022,0.0277
bdi,2023,0.0281
ben,1970,2.0372
ben,1971,2.3984
ben,1972,4.26
ben,1973,3.2229
ben,1974,3.7424
ben,1975,4.4289
ben,1976,3.5281
ben,1977,15.2746
ben,1978,21.8954
ben,1979,21.552
ben,1980,15.4589
ben,1981,15.5493
ben,1982,10.3251
ben,1983,10.4326
ben,1984,11.612
ben,1985,16.1514
ben,1986,16.4947
ben,1987,16.8753
ben,1988,12.9404
ben,1989,6.6148
ben,1990,4.9993
ben,1991,5.3808
ben,1992,2.2961
ben,1993,2.6053
ben,1994,2.2388
ben,1995,3.366
ben,1996,3.4035
ben,1997,6.6013
ben,1998,6.6234
ben,1999,11.571
ben,2000,5.6768
ben,2001,9.6249
ben,2002,12.2049
ben,2003,9.3013
ben,2004,15.9927
ben,2005,13.7224
ben,2006,36.6579
ben,2007,29.163
ben,2008,28.8875
ben,2009,28.5887
ben,2010,28.8059
ben,2011,31.2196
ben,2012,35.2374
ben,2013,33.7338
ben,2014,40.0201
ben,2015,34.8583
ben,2016,26.4905
ben,2017,17.5926
ben,2018,30.2038
ben,2019,19.0197
ben,2020,16.9288
ben,2021,14.8649
ben,2022,14.1166
ben,2023,15.0792
bfa,1970,0
bfa,1971,0
bfa,1972,0
bfa,1973,0
bfa,1974,0
bfa,1975,0
bfa,1976,0
bfa,1977,18.2623
bfa,1978,29.6935
bfa,1979,12.8798
bfa,1980,10.5926
bfa,1981,10.6655
bfa,1982,9.1037
bfa,1983,6.9174
bfa,1984,7.3107
bfa,1985,8.757
bfa,1986,8.5574
bfa,1987,9.3561
bfa,1988,8.9115
bfa,1989,9.5535
bfa,1990,10.0803
bfa,1991,7.8313
bfa,1992,5.0251
bfa,1993,2.6699
bfa,1994,3.593
bfa,1995,4.3817
bfa,1996,4.1001
bfa,1997,5.035
bfa,1998,4.0413
bfa,1999,6.4295
bfa,2000,5.8293
bfa,2001,4.1867
bfa,2002,0.718
bfa,2003,0.8043
bfa,2004,1.2391
bfa,2005,1.1048
bfa,2006,7.7857
bfa,2007,7.8705
bfa,2008,0.3188
bfa,2009,0
bfa,2010,0
bfa,2011,0
bfa,2012,0
bfa,2013,0
bfa,2014,0
bfa,2015,0
bfa,2016,0
bfa,2017,0
bfa,2018,0
bfa,2019,0
bfa,2020,0
bfa,2021,0
bfa,2022,0
bfa,2023,0
bgd,1972,0
bgd,1973,0.1065
bgd,1974,0.0036
bgd,1975,0.1204
bgd,1976,0.1611
bgd,1977,1.1598
bgd,1978,2.5673
bgd,1979,3.7461
bgd,1980,5.5768
bgd,1981,5.4176
bgd,1982,4.2313
bgd,1983,3.1806
bgd,1984,2.4006
bgd,1985,2.0681
bgd,1986,1.5802
bgd,1987,0.7602
bgd,1988,0.4845
bgd,1989,0.631
bgd,1990,1.2686
bgd,1991,1.6816
bgd,1992,1.7329
bgd,1993,1.082
bgd,1994,1.2558
bgd,1995,1.2659
bgd,1996,1.0749
bgd,1997,1.2274
bgd,1998,0.9654
bgd,1999,1.5458
bgd,2000,2.1409
bgd,2001,2.4083
bgd,2002,3.4282
bgd,2003,3.3459
bgd,2004,3.6116
bgd,2005,3.7206
bgd,2006,5.8429
bgd,2007,6.3635
bgd,2008,8.1104
bgd,2009,7.6181
bgd,2010,11.092
bgd,2011,7.7768
bgd,2012,6.7127
bgd,2013,11.5015
bgd,2014,11.7686
bgd,2015,17.1317
bgd,2016,18.8471
bgd,2017,21.0795
bgd,2018,15.8062
bgd,2019,15.5876
bgd,2020,14.9372
bgd,2021,19.7733
bgd,2022,19.0991
bgd,2023,14.028
bih,1999,1.645
bih,2000,1.3686
bih,2001,1.4986
bih,2002,10.7376
bih,2003,2.2939
bih,2004,4.5123
bih,2005,11.6067
bih,2006,13.3597
bih,2007,11.9069
bih,2008,8.8147
bih,2009,10.3477
bih,2010,8.0032
bih,2011,10.7028
bih,2012,8.6685
bih,2013,7.3703
bih,2014,5.9473
bih,2015,5.5471
bih,2016,5.5482
bih,2017,2.186
bih,2018,22.8567
bih,2019,21.9674
bih,2020,19.7449
bih,2021,18.8429
bih,2022,19.666
bih,2023,20.6339
blr,1993,0.716
blr,1994,5.3975
blr,1995,6.4901
blr,1996,48.8314
blr,1997,54.9527
blr,1998,56.4655
blr,1999,48.4645
blr,2000,47.2724
blr,2001,46.7599
blr,2002,47.926
blr,2003,52.2527
blr,2004,63.8083
blr,2005,66.0932
blr,2006,66.7782
blr,2007,58.7665
blr,2008,49.8781
blr,2009,41.108
blr,2010,41.7558
blr,2011,39.6241
blr,2012,34.4691
blr,2013,35.5341
blr,2014,32.0574
blr,2015,29.9924
blr,2016,28.3131
blr,2017,24.5668
blr,2018,24.572
blr,2019,25.0367
blr,2020,24.1229
blr,2021,24.8828
blr,2022,25.4502
blr,2023,28.2827
blz,1970,0
blz,1971,0
blz,1972,0
blz,1973,0
blz,1974,0
blz,1975,0
blz,1976,0
blz,1977,33.8669
blz,1978,33.0203
blz,1979,52.9023
blz,1980,25.3792
blz,1981,6.9196
blz,1982,10.6063
blz,1983,21.6538
blz,1984,18.1798
blz,1985,11.2275
blz,1986,9.7682
blz,1987,10.7624
blz,1988,4.1436
blz,1989,3.7046
blz,1990,4.2696
blz,1991,6.6519
blz,1992,6.0756
blz,1993,9.7327
blz,1994,8.1631
blz,1995,13.9988
blz,1996,11.0429
blz,1997,40.4394
blz,1998,15.1502
blz,1999,12.2425
blz,2000,7.9377
blz,2001,7.0423
blz,2002,5.4029
blz,2003,7.6274
blz,2004,0.1354
blz,2005,0.67
blz,2006,0.7327
blz,2007,0.6763
blz,2008,0.5866
blz,2009,0.7365
blz,2010,0.5301
blz,2011,0.6133
blz,2012,0.513
blz,2013,0.4582
blz,2014,0.4224
blz,2015,0.5541
blz,2016,0.3175
blz,2017,0.3587
blz,2018,0.2693
blz,2019,0.3055
blz,2020,0.523
blz,2021,0.6764
blz,2022,0.6696
blz,2023,0.7652
bol,1970,12.7094
bol,1971,14.4662
bol,1972,14.6239
bol,1973,14.4809
bol,1974,14.5029
bol,1975,14.4607
bol,1976,14.644
bol,1977,15.8176
bol,1978,16.2766
bol,1979,20.2679
bol,1980,10.8631
bol,1981,9.1478
bol,1982,6.9076
bol,1983,7.4755
bol,1984,11.5358
bol,1985,13.3938
bol,1986,13.3558
bol,1987,13.9733
bol,1988,7.0557
bol,1989,6.0266
bol,1990,3.5309
bol,1991,3.4852
bol,1992,4.0614
bol,1993,4.7089
bol,1994,6.0441
bol,1995,5.7221
bol,1996,7.092
bol,1997,8.0834
bol,1998,7.2615
bol,1999,7.2957
bol,2000,6.8293
bol,2001,7.9265
bol,2002,7.2449
bol,2003,5.6618
bol,2004,4.3344
bol,2005,2.6084
bol,2006,9.8277
bol,2007,4.4029
bol,2008,4.7365
bol,2009,5.2661
bol,2010,5.8225
bol,2011,5.2368
bol,2012,4.9834
bol,2013,3.0754
bol,2014,3.2519
bol,2015,4.3051
bol,2016,4.3204
bol,2017,2.0785
bol,2018,5.3063
bol,2019,4.4564
bol,2020,3.7446
bol,2021,4.7382
bol,2022,3.9596
bol,2023,4.8634
bra,1970,11.9318
bra,1971,11.9465
bra,1972,11.9275
bra,1973,11.9544
bra,1974,12.0278
bra,1975,11.9003
bra,1976,11.9656
bra,1977,14.1198
bra,1978,12.8609
bra,1979,13.9862
bra,1980,18.809
bra,1981,18.742
bra,1982,18.5149
bra,1983,14.4029
bra,1984,10.557
bra,1985,9.0027
bra,1986,8.5999
bra,1987,11.1001
bra,1988,8.8887
bra,1989,15.6736
bra,1990,19.7113
bra,1991,21.685
bra,1992,18.5964
bra,1993,21.6616
bra,1994,21.043
bra,1995,19.4009
bra,1996,19.7595
bra,1997,17.5138
bra,1998,12.3474
bra,1999,11.9251
bra,2000,12.7718
bra,2001,12.2948
bra,2002,10.0864
bra,2003,10.4253
bra,2004,11.4489
bra,2005,12.7375
bra,2006,10.4594
bra,2007,16.4592
bra,2008,13.9353
bra,2009,14.126
bra,2010,18.5865
bra,2011,10.4295
bra,2012,7.3968
bra,2013,6.9266
bra,2014,10.4461
bra,2015,9.6322
bra,2016,10.5294
bra,2017,9.6516
bra,2018,11.9842
bra,2019,13.9226
bra,2020,12.5577
bra,2021,13.7792
bra,2022,11.6954
bra,2023,13.258
btn,1981,0
btn,1982,0
btn,1983,0
btn,1984,0
btn,1985,0
btn,1986,0
btn,1987,0
btn,1988,0
btn,1989,2.7161
btn,1990,3.9058
btn,1991,1.7286
btn,1992,0.9992
btn,1993,1.7698
btn,1994,0.6727
btn,1995,0.544
btn,1996,0.092
btn,1997,1.6719
btn,1998,0
btn,1999,1.0466
btn,2000,0.7231
btn,2001,0.011
btn,2002,0.2649
btn,2003,0.8915
btn,2004,0
btn,2005,1.9
btn,2006,2.2187
btn,2007,2.2465
btn,2008,1.1542
btn,2009,0.6356
btn,2010,0.6419
btn,2011,0.7473
btn,2012,5.1736
btn,2013,0
btn,2014,0.1758
btn,2015,0
btn,2016,0.0036
btn,2017,0.111
btn,2018,0.1626
btn,2019,0.9906
btn,2020,0.0449
btn,2021,0.0903
btn,2022,0.1743
btn,2023,0.0282
bwa,1970,0
bwa,1971,0
bwa,1972,0
bwa,1973,0
bwa,1974,0
bwa,1975,0
bwa,1976,0
bwa,1977,1.6167
bwa,1978,2.3897
bwa,1979,13.1691
bwa,1980,2.9492
bwa,1981,5.0144
bwa,1982,1.4647
bwa,1983,1.7534
bwa,1984,1.8732
bwa,1985,0.5785
bwa,1986,0.7645
bwa,1987,0.7831
bwa,1988,0.7051
bwa,1989,0.6472
bwa,1990,1.0447
bwa,1991,1.083
bwa,1992,1.0396
bwa,1993,1.1685
bwa,1994,1.6032
bwa,1995,1.4213
bwa,1996,0.9595
bwa,1997,6.9598
bwa,1998,1.3961
bwa,1999,3.8632
bwa,2000,1.9892
bwa,2001,3.9964
bwa,2002,2.6457
bwa,2003,4.4736
bwa,2004,4.0713
bwa,2005,9.1197
bwa,2006,0
bwa,2007,5.1741
bwa,2008,10.0335
bwa,2009,9.6147
bwa,2010,19.9232
bwa,2011,16.9923
bwa,2012,16.5246
bwa,2013,16.7052
bwa,2014,16.8427
bwa,2015,17.301
bwa,2016,17.8611
bwa,2017,6.2235
bwa,2018,14.1413
bwa,2019,8.8997
bwa,2020,13.5849
bwa,2021,7.8083
bwa,2022,5.5939
bwa,2023,13.963
caf,1970,0.3548
caf,1971,0.9391
caf,1972,1.4553
caf,1973,1.5904
caf,1974,2.0939
caf,1975,2.7569
caf,1976,4.4403
caf,1977,12.1873
caf,1978,11.3875
caf,1979,15.2494
caf,1980,12.6278
caf,1981,8.335
caf,1982,7.6705
caf,1983,5.7925
caf,1984,5.0464
caf,1985,5.2617
caf,1986,6.122
caf,1987,4.7548
caf,1988,5.7426
caf,1989,5.3032
caf,1990,5.4034
caf,1991,5.5347
caf,1992,6.6221
caf,1993,8.3568
caf,1994,4.9843
caf,1995,6.0398
caf,1996,5.8688
caf,1997,7.1166
caf,1998,6.5443
caf,1999,6.518
caf,2000,4.3793
caf,2001,4.0631
caf,2002,4.9156
caf,2003,9.5046
caf,2004,10.023
caf,2005,10.4283
caf,2006,10.8928
caf,2007,9.5688
caf,2008,8.9359
caf,2009,15.5279
caf,2010,13.5461
caf,2011,19.4605
caf,2012,14.8049
caf,2013,14.8047
caf,2014,13.3997
caf,2015,13.0727
caf,2016,12.7589
caf,2017,12.2931
caf,2018,11.2518
caf,2019,15.5695
caf,2020,14.8067
caf,2021,14.5506
caf,2022,10.0853
caf,2023,7.2428
chn,1981,0
chn,1982,27.512
chn,1983,41.4494
chn,1984,46.3233
chn,1985,38.4389
chn,1986,25.6162
chn,1987,23.2629
chn,1988,20.7498
chn,1989,15.3719
chn,1990,16.8476
chn,1991,17.8893
chn,1992,18.976
chn,1993,17.7668
chn,1994,17.367
chn,1995,18.8695
chn,1996,19.6897
chn,1997,21.4179
chn,1998,12.0237
chn,1999,10.1998
chn,2000,8.9646
chn,2001,30.5454
chn,2002,35.4135
chn,2003,42.5199
chn,2004,46.8023
chn,2005,51.8675
chn,2006,53.1147
chn,2007,53.9241
chn,2008,48.4412
chn,2009,52.9177
chn,2010,68.9776
chn,2011,73.1696
chn,2012,68.989
chn,2013,72.7489
chn,2014,69.6955
chn,2015,61.6481
chn,2016,56.6796
chn,2017,60.242
chn,2018,62.1392
chn,2019,57.0113
chn,2020,53.1431
chn,2021,53.085
chn,2022,51.6815
chn,2023,53.1938
civ,1970,28.6442
civ,1971,28.7739
civ,1972,28.8014
civ,1973,28.7304
civ,1974,28.6055
civ,1975,28.6779
civ,1976,28.6687
civ,1977,18.5786
civ,1978,19.0043
civ,1979,17.9601
civ,1980,14.1954
civ,1981,14.3176
civ,1982,12.3518
civ,1983,10.0169
civ,1984,7.4969
civ,1985,7.6523
civ,1986,7.2135
civ,1987,10.3477
civ,1988,14.14
civ,1989,19.5434
civ,1990,20.8496
civ,1991,21.6498
civ,1992,23.8292
civ,1993,26.8734
civ,1994,18.4806
civ,1995,20.6877
civ,1996,29.7352
civ,1997,17.0489
civ,1998,10.6089
civ,1999,9.498
civ,2000,7.5918
civ,2001,9.8607
civ,2002,6.8859
civ,2003,3.0771
civ,2004,5.3754
civ,2005,7.3518
civ,2006,13.3527
civ,2007,13.2328
civ,2008,10.3636
civ,2009,3.2387
civ,2010,3.5113
civ,2011,3.6862
civ,2012,7.7211
civ,2013,0
civ,2014,0
civ,2015,0
civ,2016,2.3495
civ,2017,0.207
civ,2018,0.8511
civ,2019,4.4865
civ,2020,4.2059
civ,2021,7.3502
civ,2022,5.3039
civ,2023,8.1636
cmr,1970,0
cmr,1971,0
cmr,1972,0.0054
cmr,1973,0.0192
cmr,1974,0.3683
cmr,1975,0.1479
cmr,1976,0
cmr,1977,10.0115
cmr,1978,10.7345
cmr,1979,11.1733
cmr,1980,10.815
cmr,1981,9.553
cmr,1982,14.4178
cmr,1983,11.5716
cmr,1984,13.5549
cmr,1985,17.281
cmr,1986,19.3053
cmr,1987,16.7043
cmr,1988,16.9908
cmr,1989,11.1725
cmr,1990,14.2625
cmr,1991,14.2664
cmr,1992,10.5802
cmr,1993,11.574
cmr,1994,7.527
cmr,1995,9.0441
cmr,1996,10.946
cmr,1997,11.9021
cmr,1998,11.529
cmr,1999,11.1249
cmr,2000,11.5896
cmr,2001,9.4812
cmr,2002,7.1519
cmr,2003,3.1607
cmr,2004,5.0473
cmr,2005,4.3352
cmr,2006,14.4225
cmr,2007,7.6969
cmr,2008,1.4227
cmr,2009,0.0784
cmr,2010,0.272
cmr,2011,2.1975
cmr,2012,4.043
cmr,2013,8.5462
cmr,2014,3.0687
cmr,2015,4.0911
cmr,2016,3.3265
cmr,2017,5.2499
cmr,2018,3.9373
cmr,2019,2.918
cmr,2020,2.5008
cmr,2021,4.2271
cmr,2022,5.8148
cmr,2023,5.596
cod,1970,9.8488
cod,1971,9.7549
cod,1972,9.7547
cod,1973,9.7588
cod,1974,10.0621
cod,1975,11.1082
cod,1976,11.2492
cod,1977,10.6222
cod,1978,10.7503
cod,1979,12.161
cod,1980,6.8276
cod,1981,7.7038
cod,1982,9.1156
cod,1983,5.2554
cod,1984,6.2521
cod,1985,6.5705
cod,1986,5.8057
cod,1987,6.6706
cod,1988,9.7542
cod,1989,6.9819
cod,1990,7.2532
cod,1991,9.9921
cod,1992,14.1548
cod,1993,18.0829
cod,1994,20.6945
cod,1995,23.555
cod,1996,24.3294
cod,1997,26.7682
cod,1998,27.0016
cod,1999,27.7318
cod,2000,29.0462
cod,2001,30.5542
cod,2002,5.23
cod,2003,4.0811
cod,2004,4.0229
cod,2005,3.5009
cod,2006,4.4762
cod,2007,4.9513
cod,2008,4.9534
cod,2009,4.3917
cod,2010,7.0993
cod,2011,4.0241
cod,2012,4.4517
cod,2013,6.8783
cod,2014,2.9725
cod,2015,2.7515
cod,2016,3.7762
cod,2017,3.1557
cod,2018,3.5808
cod,2019,5.8733
cod,2020,5.094
cod,2021,4.9635
cod,2022,6.0529
cod,2023,5.4401
cog,1970,0.27
cog,1971,0.4693
cog,1972,0.9398
cog,1973,1.6033
cog,1974,1.4659
cog,1975,1.2581
cog,1976,1.8291
cog,1977,22.1819
cog,1978,15.5545
cog,1979,18.1582
cog,1980,16.1671
cog,1981,7.7985
cog,1982,9.5084
cog,1983,8.5006
cog,1984,9.4133
cog,1985,22.3248
cog,1986,20.0078
cog,1987,20.9374
cog,1988,14.4444
cog,1989,17.903
cog,1990,14.8864
cog,1991,16.2013
cog,1992,18.5468
cog,1993,18.6099
cog,1994,11.115
cog,1995,16.8105
cog,1996,9.8765
cog,1997,14.5457
cog,1998,16.2077
cog,1999,21.1639
cog,2000,18.6896
cog,2001,23.2686
cog,2002,19.4194
cog,2003,18.93
cog,2004,13.9017
cog,2005,12.513
cog,2006,12.1762
cog,2007,6.1644
cog,2008,4.4825
cog,2009,5.06
cog,2010,7.045
cog,2011,4.6678
cog,2012,5.4027
cog,2013,5.4816
cog,2014,3.6823
cog,2015,6.6257
cog,2016,2.8274
cog,2017,3.7804
cog,2018,3.9116
cog,2019,2.7833
cog,2020,3.4486
cog,2021,3.5125
cog,2022,2.4506
cog,2023,2.5352
col,1970,25.7587
col,1971,25.6835
col,1972,25.6684
col,1973,25.7
col,1974,25.6328
col,1975,25.72
col,1976,25.7529
col,1977,37.5348
col,1978,36.4503
col,1979,33.2179
col,1980,32.7512
col,1981,31.0799
col,1982,29.6958
col,1983,28.008
col,1984,23.3662
col,1985,21.445
col,1986,10.2482
col,1987,9.6066
col,1988,9.3551
col,1989,9.4693
col,1990,8.2611
col,1991,10.0739
col,1992,14.5264
col,1993,18.996
col,1994,20.2143
col,1995,21.8759
col,1996,20.1452
col,1997,17.842
col,1998,18.6482
col,1999,11.379
col,2000,8.3629
col,2001,8.9773
col,2002,10.8958
col,2003,9.5273
col,2004,13.3888
col,2005,15.0327
col,2006,12.3313
col,2007,11.6432
col,2008,11.9747
col,2009,7.4754
col,2010,12.28
col,2011,13.9124
col,2012,13.0404
col,2013,11.7561
col,2014,11.6836
col,2015,10.5281
col,2016,9.3357
col,2017,10.3288
col,2018,11.1888
col,2019,11.2497
col,2020,8.9229
col,2021,9.2117
col,2022,10.5009
col,2023,10.0862
com,1970,0
com,1971,0
com,1972,0
com,1973,0
com,1974,0
com,1975,0
com,1976,0.1648
com,1977,4.6006
com,1978,4.627
com,1979,4.1199
com,1980,2.2784
com,1981,3.7444
com,1982,1.6084
com,1983,2.5316
com,1984,3.0991
com,1985,3.4018
com,1986,4.6259
com,1987,7.4568
com,1988,5.5052
com,1989,7.3162
com,1990,6.7059
com,1991,6.978
com,1992,6.2746
com,1993,7.5614
com,1994,4.992
com,1995,4.7806
com,1996,4.2382
com,1997,6.2169
com,1998,5.5638
com,1999,8.5698
com,2000,12.1119
com,2001,9.845
com,2002,10.8643
com,2003,9.4719
com,2004,11.1707
com,2005,11.6896
com,2006,12.3818
com,2007,4.0405
com,2008,2.0269
com,2009,1.6544
com,2010,1.5889
com,2011,1.6951
com,2012,1.635
com,2013,1.1261
com,2014,1.1693
com,2015,1.1727
com,2016,0.8663
com,2017,0.6066
com,2018,0.4622
com,2019,0.7004
com,2020,0.4974
com,2021,0.4191
com,2022,0.432
com,2023,0.119
cpv,1981,0.0152
cpv,1982,0.0203
cpv,1983,0.0026
cpv,1984,0
cpv,1985,1.0776
cpv,1986,6.0644
cpv,1987,8.0343
cpv,1988,3.6316
cpv,1989,1.9319
cpv,1990,3.4771
cpv,1991,3.508
cpv,1992,4.2294
cpv,1993,4.7143
cpv,1994,5.5577
cpv,1995,13.6457
cpv,1996,2.9253
cpv,1997,3.368
cpv,1998,2.2326
cpv,1999,5.8555
cpv,2000,1.2225
cpv,2001,1.043
cpv,2002,0.8049
cpv,2003,0.4041
cpv,2004,0.2254
cpv,2005,0.1968
cpv,2006,0.1375
cpv,2007,0.2216
cpv,2008,0.2302
cpv,2009,0.2013
cpv,2010,0
cpv,2011,0
cpv,2012,22.3191
cpv,2013,24.1552
cpv,2014,16.2848
cpv,2015,15.7881
cpv,2016,15.5268
cpv,2017,15.3491
cpv,2018,15.4478
cpv,2019,15.1536
cpv,2020,14.4544
cpv,2021,16.1206
cpv,2022,16.6448
cpv,2023,16.5953
cri,1970,12.8082
cri,1971,12.8587
cri,1972,13.0307
cri,1973,12.8825
cri,1974,12.9958
cri,1975,13.1537
cri,1976,13.205
cri,1977,15.7568
cri,1978,15.9282
cri,1979,15.8066
cri,1980,20.0986
cri,1981,18.1433
cri,1982,20.6659
cri,1983,11.6907
cri,1984,8.2403
cri,1985,8.4194
cri,1986,10.1302
cri,1987,12.0935
cri,1988,12.9936
cri,1989,15.1952
cri,1990,10.0118
cri,1991,8.5973
cri,1992,8.8439
cri,1993,9.7699
cri,1994,10.2667
cri,1995,11.4844
cri,1996,10.924
cri,1997,15.5881
cri,1998,17.5799
cri,1999,18.6055
cri,2000,20.5056
cri,2001,23.8898
cri,2002,29.6669
cri,2003,28.8861
cri,2004,29.2856
cri,2005,32.331
cri,2006,33.6799
cri,2007,38.4463
cri,2008,45.1266
cri,2009,28.9095
cri,2010,29.8117
cri,2011,27.3588
cri,2012,20.2895
cri,2013,14.0705
cri,2014,11.899
cri,2015,11.0392
cri,2016,9.9943
cri,2017,9.9095
cri,2018,11.8774
cri,2019,9.2448
cri,2020,12.7846
cri,2021,13.9128
cri,2022,17.6399
cri,2023,13.8924
dji,1970,0
dji,1971,0
dji,1972,0
dji,1973,0
dji,1974,0
dji,1975,0
dji,1976,0
dji,1977,0
dji,1978,0
dji,1979,0
dji,1980,0
dji,1981,0
dji,1982,0
dji,1983,0
dji,1984,0.5268
dji,1985,0
dji,1986,0.0473
dji,1987,0
dji,1988,0
dji,1989,0.0004
dji,1990,0.0472
dji,1991,0.078
dji,1992,0.2956
dji,1993,0.6669
dji,1994,1.0693
dji,1995,1.2979
dji,1996,1.471
dji,1997,1.6174
dji,1998,2.2565
dji,1999,2.4294
dji,2000,14.928
dji,2001,15.3527
dji,2002,9.8081
dji,2003,2.8434
dji,2004,10.2366
dji,2005,17.9193
dji,2006,18.5599
dji,2007,17.3939
