geo,time,gc_nfn_totl_gd_zs
btn,2007,11.11852
btn,2008,11.66114
btn,2009,9.40457
btn,2010,12.47032
btn,2011,11.76017
btn,2012,14.03754
btn,2013,13.14898
btn,2014,8.362
btn,2015,8.15506
btn,2016,10.37984
bwa,1990,6.69181
bwa,1991,5.77988
bwa,1992,5.87455
bwa,1993,5.73098
bwa,1994,5.89876
bwa,1995,5.57564
bwa,1996,6.64416
bwa,2006,5.2082
bwa,2007,7.43817
bwa,2008,12.35373
bwa,2009,14.45326
bwa,2010,11.20086
bwa,2011,7.76993
bwa,2012,6.4258
bwa,2013,5.62
bwa,2014,7.30243
bwa,2015,7.52536
bwa,2016,7.73846
caf,2004,1.18097
caf,2008,4.10477
caf,2009,4.24314
caf,2010,7.11284
caf,2011,3.42104
caf,2012,6.9609
can,1990,0.86513
can,1991,0.86324
can,1992,0.90363
can,1993,0.89982
can,1994,0.82882
can,1995,0.73218
can,1996,0.51115
can,1997,0.57945
can,1998,0.53703
can,1999,0.54885
can,2000,0.53388
can,2001,0.44629
can,2002,0.50139
can,2003,0.47611
can,2004,0.4754
can,2005,0.48453
can,2006,0.47308
can,2007,0.45745
can,2008,0.2776
can,2009,0.57391
can,2010,0.57339
can,2011,0.51903
can,2012,0.54351
can,2013,0.46776
can,2014,0.12196
can,2015,0.33224
can,2016,0.49167
can,2017,0.47551
che,1972,0.29704
che,1973,0.26464
che,1974,0.30448
che,1975,0.19469
che,1976,0.19338
che,1977,0.15872
che,1978,0.19521
che,1979,0.1742
che,1980,0.14705
che,1981,0.14015
che,1982,0.13743
che,1983,0.14254
che,1984,0.2053
che,1990,1.12546
che,1991,1.10825
che,1992,1.08419
che,1993,0.98684
che,1994,0.99668
che,1995,1.01957
che,1996,0.92433
che,1997,0.85274
che,1998,0.82693
che,1999,0.79634
che,2000,0.61036
che,2001,0.66933
che,2002,0.72574
che,2003,0.70376
che,2004,0.72851
che,2005,0.70136
che,2006,0.67696
che,2007,0.64607
che,2008,0.95481
che,2009,0.94879
che,2010,0.90302
che,2011,0.96609
che,2012,0.81499
che,2013,0.93024
che,2014,0.90919
che,2015,0.90419
che,2016,0.91802
chl,1972,8.11164
chl,1973,5.80683
chl,1974,7.18037
chl,1975,4.46225
chl,1976,2.01538
chl,1977,2.62002
chl,1978,3.03215
chl,1979,1.79023
chl,1980,1.65131
chl,1981,1.43994
chl,1982,1.59151
chl,1983,1.7377
chl,1984,2.0482
chl,1985,2.35103
chl,1986,2.37526
chl,1987,1.81321
chl,1988,1.97128
chl,1989,1.79406
chl,1990,1.70288
chl,1991,1.92891
chl,1992,2.2074
chl,1993,2.60692
chl,1994,2.65094
chl,1995,2.45028
chl,1996,2.70209
chl,1997,2.69221
chl,1998,2.79538
chl,1999,2.67933
chl,2000,2.12439
chl,2001,2.1316
chl,2002,2.09181
chl,2003,1.8934
chl,2004,1.70654
chl,2005,1.72782
chl,2006,1.66222
chl,2007,1.97012
chl,2008,2.12196
chl,2009,2.52195
chl,2010,2.09218
chl,2011,2.12584
chl,2012,2.03209
chl,2013,1.9513
chl,2014,1.9915
chl,2015,2.2797
chl,2016,2.09238
chn,2013,0.06156
chn,2014,0.05205
chn,2015,0.03515
civ,2003,1.75027
civ,2004,2.10114
civ,2005,1.84872
civ,2006,1.80956
civ,2007,1.81104
civ,2008,1.9758
civ,2009,1.88601
civ,2010,1.98177
civ,2011,1.62984
civ,2012,3.30327
civ,2013,4.39038
civ,2014,4.07935
civ,2015,2.17819
civ,2016,2.59584
cod,1990,0.69384
cod,1991,0.63467
cod,1992,0.75145
cod,1993,0.40862
cod,1994,0.19333
cod,1995,0.08829
cod,1996,0.15226
cod,1997,0.161
cod,1998,0.01126
cod,1999,1.06901
cod,2000,0.21328
cod,2001,1.02174
cod,2002,1.80891
cod,2003,4.92578
cod,2004,3.41325
cod,2005,7.57939
cod,2006,4.40451
cod,2007,5.52007
cod,2008,6.853
cod,2009,9.19265
cod,2010,9.9606
cog,2001,10.02783
cog,2002,9.09307
cog,2003,5.19718
cog,2004,9.17843
cog,2005,6.46049
cog,2006,8.33258
cog,2007,8.56615
cog,2008,8.35621
cog,2009,8.85903
cog,2010,8.31933
cog,2011,12.90954
cog,2012,16.39158
cog,2013,18.17515
cog,2014,23.49851
cog,2015,13.94799
cog,2016,8.88705
col,1998,2.25382
col,1999,1.9966
col,2000,1.6835
col,2003,0.66157
col,2008,3.79646
col,2009,4.37876
col,2010,1.51583
col,2011,1.09551
col,2012,-2.10662
col,2013,1.93626
col,2014,1.73296
col,2015,1.42153
col,2016,-0.49293
cpv,2005,8.11211
cpv,2006,8.64248
cpv,2007,4.72072
cpv,2008,7.70377
cpv,2009,8.90136
cpv,2010,13.94528
cpv,2011,9.02989
cpv,2012,12.63124
cri,1973,2.65685
cri,1974,3.25371
cri,1975,2.85636
cri,1976,3.7242
cri,1977,3.15221
cri,1978,2.64954
cri,1979,3.58543
cri,1980,3.45365
cri,1981,2.90704
cri,1982,1.77427
cri,1983,2.60606
cri,1984,2.79736
cri,1985,2.28881
cri,1986,2.15752
cri,1987,1.64128
cri,1988,1.29238
cri,1989,1.61067
cri,1990,1.35986
cri,1991,1.00109
cri,1992,1.00268
cri,1993,1.18393
cri,1994,1.26159
cri,1995,1.16402
cri,1996,1.12915
cri,1997,1.38404
cri,1998,1.19592
cri,1999,1.61922
cri,2000,1.62306
cri,2001,1.3894
cri,2002,1.83928
cri,2003,0.93674
cri,2004,1.12832
cri,2005,1.00392
cri,2006,0.94633
cri,2007,1.30966
cri,2008,3.56165
cri,2009,1.99219
cri,2010,1.45997
cri,2011,1.32409
cri,2012,1.36112
cri,2013,1.4405
cri,2014,2.03998
cyp,1975,2.66926
cyp,1976,4.16292
cyp,1977,4.17395
cyp,1978,4.3001
cyp,1979,4.94601
cyp,1980,4.50349
cyp,1981,4.15982
cyp,1982,3.29691
cyp,1983,3.62453
cyp,1984,3.72065
cyp,1985,3.18041
cyp,1986,3.94403
cyp,1987,3.42939
cyp,1988,3.3193
cyp,1989,3.13749
cyp,1990,5.48876
cyp,1991,4.82039
cyp,1992,4.72895
cyp,1993,4.78557
cyp,1994,4.80891
cyp,1995,6.93827
cyp,1996,8.21593
cyp,1997,8.05386
cyp,1998,4.232
cyp,1999,4.65093
cyp,2000,4.77184
cyp,2001,4.6079
cyp,2002,5.17743
cyp,2003,5.74221
cyp,2004,5.39716
cyp,2005,4.62011
cyp,2006,4.52031
cyp,2007,3.9467
cyp,2008,4.30351
cyp,2009,3.37287
cyp,2010,3.53217
cyp,2011,3.01892
cyp,2012,2.09896
cyp,2013,0.68513
cyp,2014,1.48317
cyp,2015,1.6295
cyp,2016,1.99066
cze,1993,1.1662
cze,1994,1.54258
cze,1995,2.76444
cze,1996,1.7869
cze,1997,1.55777
cze,1998,1.80055
cze,1999,2.03867
cze,2000,2.55753
cze,2001,2.25107
cze,2002,2.4468
cze,2003,5.53298
cze,2004,2.63682
cze,2005,3.10659
cze,2006,2.91307
cze,2007,2.74069
cze,2008,3.04349
cze,2009,2.87642
cze,2010,2.43158
cze,2011,2.11098
cze,2012,2.08518
cze,2013,1.72173
cze,2014,1.53029
cze,2015,2.57564
cze,2016,1.82602
deu,1972,0.7218
deu,1973,0.64055
deu,1974,0.67255
deu,1975,0.70583
deu,1976,0.56162
deu,1977,0.56725
deu,1978,0.5493
deu,1979,0.52559
deu,1980,0.51581
deu,1981,0.44388
deu,1982,0.42506
deu,1983,0.4228
deu,1984,0.39881
deu,1985,0.40204
deu,1986,0.37676
deu,1987,0.36857
deu,1988,0.34258
deu,1989,0.33039
deu,1990,0.32768
deu,1991,0.83207
deu,1992,0.82506
deu,1993,0.77172
deu,1994,0.6659
deu,1995,0.63908
deu,1996,0.60905
deu,1997,0.52088
deu,1998,0.58496
deu,1999,0.63472
deu,2000,-1.81156
deu,2001,0.59259
deu,2002,0.5662
deu,2003,0.62602
deu,2004,0.55981
deu,2005,0.63544
deu,2006,0.64748
deu,2007,0.53791
deu,2008,0.59116
deu,2009,0.74434
deu,2010,0.53984
deu,2011,0.71622
deu,2012,0.74237
deu,2013,0.66516
deu,2014,0.60007
deu,2015,0.63674
deu,2016,0.65696
dnk,1972,1.13534
dnk,1973,0.98384
dnk,1974,0.99037
dnk,1975,1.05386
dnk,1976,0.6795
dnk,1977,0.81475
dnk,1978,0.63146
dnk,1979,0.60076
dnk,1980,-0.12972
dnk,1981,0.69695
dnk,1982,0.99487
dnk,1983,0.93239
dnk,1984,0.61964
dnk,1985,0.71902
dnk,1986,0.33593
dnk,1987,0.48903
dnk,1988,0.50769
dnk,1989,0.49663
dnk,1990,0.61305
dnk,1991,0.72483
dnk,1992,0.9872
dnk,1993,0.81705
dnk,1994,0.83048
dnk,1995,1.81161
dnk,1996,1.8507
dnk,1997,1.71324
dnk,1998,1.56663
dnk,1999,1.60908
dnk,2000,1.54313
dnk,2001,1.29061
dnk,2002,1.40023
dnk,2003,1.35333
dnk,2004,1.42105
dnk,2005,1.25745
dnk,2006,1.36513
dnk,2007,1.73914
dnk,2008,1.62218
dnk,2009,1.62188
dnk,2010,1.78489
dnk,2011,1.71129
dnk,2012,2.04084
dnk,2013,2.0108
dnk,2014,2.19951
dnk,2015,2.01802
dnk,2016,2.16913
dom,1972,6.05313
dom,1973,6.43552
dom,1974,6.97953
dom,1975,7.89898
dom,1976,5.48399
dom,1978,4.55813
dom,1979,2.64058
dom,1980,2.65038
dom,1981,2.73895
dom,1982,1.94499
dom,1983,1.55196
dom,1984,1.79834
dom,1985,1.77623
dom,1986,2.00892
dom,1987,5.80844
dom,1988,6.83095
dom,1989,5.9491
dom,1990,4.6389
dom,1991,3.04973
dom,1992,3.2243
dom,1993,4.23495
dom,1994,4.6958
dom,1995,3.91462
dom,1996,3.97028
dom,1997,2.46805
dom,1998,2.13018
dom,1999,2.7021
dom,2000,2.10026
dom,2001,2.42947
dom,2002,2.43492
dom,2003,1.54543
dom,2004,2.21937
dom,2005,2.07357
dom,2006,2.58638
dom,2007,3.03184
dom,2008,3.92445
dom,2009,2.67979
dom,2010,3.01613
dom,2011,2.9053
dom,2012,5.16379
dom,2013,2.87417
dom,2014,2.1308
dom,2015,2.27794
dom,2016,1.82307
egy,1975,3.09049
egy,1976,10.97754
egy,1977,3.41052
egy,1978,4.61627
egy,1979,2.80632
egy,1981,4.20617
egy,1982,2.59173
egy,1983,2.91729
egy,1984,3.07911
egy,1985,2.49866
egy,1986,3.0839
egy,1987,2.5301
egy,1988,2.82143
egy,1989,2.17013
egy,1990,2.381
egy,1991,2.14133
egy,1992,1.28109
egy,1993,1.22036
egy,1994,4.51086
egy,1995,4.20882
egy,1996,3.96687
egy,1997,3.92554
egy,2002,4.85695
egy,2003,4.59952
egy,2004,4.26375
egy,2005,3.74423
egy,2006,2.88635
egy,2007,2.83479
egy,2008,3.82993
egy,2009,4.17194
egy,2010,4.01658
egy,2011,2.91926
egy,2012,2.14719
egy,2013,2.13013
egy,2014,2.48455
egy,2015,2.5267
esp,1972,1.79439
esp,1973,1.58221
esp,1974,1.57181
esp,1975,1.69384
esp,1976,1.42522
esp,1977,1.67889
esp,1978,1.37656
esp,1979,1.183
esp,1980,1.18825
esp,1981,1.3896
esp,1982,1.50698
esp,1983,1.49274
esp,1984,0.92997
esp,1985,1.18693
esp,1986,1.09982
esp,1987,1.21883
esp,1988,1.1792
esp,1989,1.46883
esp,1990,1.62917
esp,1991,1.66627
esp,1992,1.22292
esp,1993,1.27331
esp,1994,1.03809
esp,1995,1.83353
esp,1996,1.25817
esp,1997,1.3338
esp,1998,1.11818
esp,1999,1.15523
esp,2000,1.15736
esp,2001,1.12612
esp,2002,1.16096
esp,2003,1.1748
esp,2004,1.39219
esp,2005,1.32161
esp,2006,1.32005
esp,2007,1.40153
esp,2008,1.50432
esp,2009,1.52349
esp,2010,1.42685
esp,2011,1.23486
esp,2012,0.91611
esp,2013,0.75646
esp,2014,0.66627
esp,2015,0.75615
esp,2016,0.62508
est,1991,0.07274
est,1995,4.0001
est,1996,3.31774
est,1997,3.09476
est,1998,3.59371
est,1999,3.07473
est,2000,2.91148
est,2001,2.86412
est,2002,3.90731
est,2003,3.62204
est,2004,2.56875
est,2005,2.96274
est,2006,3.22041
est,2007,3.8373
est,2008,4.28703
est,2009,4.37193
est,2010,2.21487
est,2011,2.24665
est,2012,4.41862
est,2013,3.23362
est,2014,3.70091
est,2015,3.74974
est,2016,3.35333
eth,1990,2.96461
eth,1991,2.48936
eth,1992,1.15891
eth,1993,2.28252
eth,1994,4.21589
eth,1995,4.59119
eth,1996,4.50593
eth,1997,4.70068
eth,1998,3.9757
eth,1999,2.75693
eth,2001,5.66589
eth,2002,4.9364
eth,2003,5.46289
eth,2004,5.57625
eth,2005,5.538
eth,2006,4.98102
eth,2007,4.80362
eth,2008,3.74734
eth,2009,4.19783
eth,2010,5.8788
eth,2011,5.80351
eth,2012,2.5746
eth,2013,4.12963
fin,1972,2.35387
fin,1973,1.98898
fin,1974,1.78622
fin,1975,1.94524
fin,1976,1.65271
fin,1977,1.70686
fin,1978,1.4054
fin,1979,1.53007
fin,1980,1.50563
fin,1981,1.49601
fin,1982,1.47704
fin,1983,1.7438
fin,1984,1.36476
fin,1985,1.29624
fin,1986,1.32902
fin,1987,1.26198
fin,1988,1.31879
fin,1989,1.2213
fin,1990,1.17489
fin,1991,1.21023
fin,1992,1.15376
fin,1993,0.94428
fin,1994,0.90443
fin,1995,2.39882
fin,1996,2.42882
fin,1997,2.51543
fin,1998,2.32281
fin,1999,2.1632
fin,2000,1.89325
fin,2001,1.60126
fin,2002,1.76588
fin,2003,1.82374
fin,2004,2.00499
fin,2005,1.80901
fin,2006,1.52017
fin,2007,1.65008
fin,2008,1.63511
fin,2009,1.81589
fin,2010,1.5991
fin,2011,1.6036
fin,2012,1.75683
fin,2013,1.76589
fin,2014,1.71305
fin,2015,1.46392
fin,2016,1.5291
fji,1990,2.41212
fji,1991,4.69393
fji,1992,3.85724
fji,1993,2.33023
fji,1994,2.42191
fji,1995,1.91165
fji,1996,2.32693
fji,2005,2.87738
fji,2006,2.19405
fji,2010,3.23184
fji,2011,3.51925
fji,2012,3.30051
fji,2013,2.54027
fji,2014,2.8413
fji,2015,3.1335
fra,1972,1.11058
fra,1973,0.73042
fra,1974,0.80823
fra,1975,1.02763
fra,1976,0.73257
fra,1977,0.56645
fra,1978,0.66469
fra,1979,0.65848
fra,1980,0.9651
fra,1981,0.79216
fra,1982,0.84811
fra,1983,0.87882
fra,1984,0.78485
fra,1985,0.8531
fra,1986,0.8983
fra,1987,0.72224
fra,1988,0.72829
fra,1989,0.83172
fra,1990,1.13301
fra,1991,1.01241
fra,1992,0.98938
fra,1993,0.7942
fra,1994,0.78042
fra,1995,2.07449
fra,1996,2.08063
fra,1997,1.75135
fra,1998,1.89105
fra,1999,1.78658
fra,2000,1.70311
fra,2001,1.74158
fra,2002,1.82186
fra,2003,1.81987
fra,2004,1.76729
fra,2005,1.72671
fra,2006,1.59922
fra,2007,1.54572
fra,2008,1.56732
fra,2009,1.84505
fra,2010,1.92108
fra,2011,1.69668
fra,2012,1.68249
fra,2013,1.63235
fra,2014,1.57403
fra,2015,1.51544
fra,2016,1.54722
fsm,2008,5.84085
fsm,2009,14.63162
fsm,2010,18.58461
fsm,2011,18.58177
fsm,2012,18.7848
fsm,2013,12.73086
fsm,2014,7.13124
fsm,2015,6.05839
fsm,2016,11.7579
gbr,1972,0.9948
gbr,1973,1.02934
gbr,1974,1.09999
gbr,1975,1.13385
gbr,1976,1.08536
gbr,1977,0.89115
gbr,1978,0.75415
gbr,1979,0.73712
gbr,1980,0.74209
gbr,1981,0.66931
gbr,1982,0.78422
gbr,1983,0.87956
gbr,1984,0.75314
gbr,1985,0.97469
gbr,1986,0.82937
gbr,1987,0.87551
gbr,1988,0.8398
gbr,1989,1.00775
gbr,1990,1.22062
gbr,1991,1.278
gbr,1992,1.19836
gbr,1993,1.07314
gbr,1994,0.96471
gbr,1995,1.54782
gbr,1996,1.27452
gbr,1997,1.15974
gbr,1998,1.18678
gbr,1999,1.1631
gbr,2000,0.61594
gbr,2001,1.075
gbr,2002,1.06099
gbr,2003,1.11393
gbr,2004,1.46253
gbr,2005,2.07192
gbr,2006,1.56361
gbr,2007,1.46941
gbr,2008,1.85335
gbr,2009,2.02834
gbr,2010,1.94504
gbr,2011,1.73837
gbr,2012,1.63078
gbr,2013,1.59771
gbr,2014,1.74039
gbr,2015,1.66897
gbr,2016,1.59431
geo,1997,1.64658
geo,1998,-0.12545
geo,1999,0.19228
geo,2000,0.65033
geo,2001,0.07492
geo,2002,1.3412
geo,2003,1.09994
geo,2004,2.52537
geo,2005,0.19878
geo,2006,2.02104
geo,2007,1.61235
geo,2008,1.70224
geo,2009,4.15212
geo,2010,3.9442
geo,2011,2.8959
geo,2012,1.92745
geo,2013,2.36873
geo,2014,1.94723
geo,2015,1.13697
geo,2016,1.13835
gha,2001,12.80232
gha,2002,6.12168
gha,2003,6.39957
