geo,time,gc_xpn_totl_cn
aus,2013,397847000000.00006
aus,2014,419947000000
aus,2015,434695000000.00006
aus,2016,447373000000
aus,2017,468131000000
aus,2018,483138000000
aus,2019,509718000000
aut,1972,9603715035.28266
aut,1973,11596404148.1654
aut,1974,13338371983.169
aut,1975,15772911927.7923
aut,1976,17708916230.0241
aut,1977,19448703880.0026
aut,1978,22167394606.22221
aut,1979,23935524661.5263
aut,1980,25825745078.23229
aut,1981,28417985072.99989
aut,1982,30923017666.76601
aut,1983,33343023044.55569
aut,1984,35297195555.3295
aut,1985,37113289681.18431
aut,1986,39858869356.046
aut,1987,42047048392.84031
aut,1988,44472140869.02179
aut,1989,45757723305.45119
aut,1990,48955328008.83701
aut,1991,53150003997.0059
aut,1992,57170265183.1719
aut,1993,62370006467.8822
aut,1994,65343052113.68939
aut,1995,86040960000
aut,1996,88967969999.99998
aut,1997,89686820000
aut,1998,92775730000
aut,1999,96031430000
aut,2000,98822450000
aut,2001,102799049999.99998
aut,2002,104236770000
aut,2003,106740500000
aut,2004,117798240000
aut,2005,116651890000
aut,2006,121024770000
aut,2007,124887590000
aut,2008,130942150000
aut,2009,137824320000
aut,2010,137375369999.99998
aut,2011,141132380000
aut,2012,147042600000
aut,2013,151012190000
aut,2014,158248339999.99997
aut,2015,159288040000
aut,2016,160912079999.99997
aut,2017,163737699999.99997
aut,2018,168388730000
aut,2019,172911680000
aze,1994,128138600
aze,1995,423067800
aze,1996,431967800
aze,1997,512319600
aze,1998,645726600
aze,1999,717629200
aze,2008,7428500000
aze,2009,8216400000
aze,2010,8863500000
aze,2011,9623900000
aze,2012,12145100000
aze,2013,12174900000
aze,2014,13042700000
aze,2015,13480100000
aze,2016,16433200000
aze,2017,19665556000
aze,2018,17141500000
aze,2019,21070650000
bdi,1981,11923000000
bdi,1991,48791000000
bdi,1992,62472999999.99999
bdi,1993,64391000000.00001
bdi,1994,58858000000
bdi,1995,59036999999.99999
bdi,1996,59764999999.99999
bdi,1998,88357300000
bdi,1999,94029300000
bel,1995,95925800000
bel,1996,98438400000
bel,1997,100167500000
bel,1998,103334300000
bel,1999,106161800000
bel,2000,109305700000
bel,2001,113762300000
bel,2002,113247100000
bel,2003,119668800000
bel,2004,121396100000
bel,2005,134962200000
bel,2006,131990100000
bel,2007,138456200000
bel,2008,148088600000
bel,2009,153829500000.00003
bel,2010,158254900000
bel,2011,168588099999.99997
bel,2012,177305000000
bel,2013,178925699999.99997
bel,2014,182044600000
bel,2015,173325199999.99997
bel,2016,176364099999.99997
bel,2017,177811000000
bel,2018,183393000000
bel,2019,188620000000
bfa,2002,249878479541
bfa,2003,255847335419.70001
bfa,2004,292649621670.10004
bfa,2005,330693592657.99994
bfa,2006,385676563806.59998
bfa,2007,449414997985.90002
bfa,2008,453634135805.79993
bfa,2009,499074562366.59998
bfa,2010,529960999999.99994
bfa,2011,628254000000
bfa,2012,828666000000
bfa,2013,818972000000
bfa,2014,886632194811.49976
bfa,2015,923205710456
bfa,2016,1118700000000
bfa,2017,1514554028870.00073
bfa,2018,1533155743862.07983
bfa,2019,1711309194678.27026
bgd,2001,228780900000
bgd,2002,247876840000
bgd,2003,272945460000
bgd,2004,291494190000
bgd,2005,347750567000.00006
bgd,2006,402024837000
bgd,2007,476280107000
bgd,2008,592770689000
bgd,2009,696017522000
bgd,2010,739019382999.99988
bgd,2011,901531299999.99988
bgd,2012,1017062499999.99988
bgd,2013,1139830600000
bgd,2014,1277086799999.99976
bgd,2015,1365114099999.99976
bgd,2016,1632170000000
bgr,1990,24291000
bgr,1991,53429000
bgr,1992,79414000
bgr,1993,130570000
bgr,1994,229767000
bgr,2005,14797604000
bgr,2006,15892784000
bgr,2007,20842030000
bgr,2008,23214949000
bgr,2009,24779268000
bgr,2010,23706513000
bgr,2011,24232376000
bgr,2012,25570169000
bgr,2013,27259443000
bgr,2014,31976230000
bgr,2015,31015241000
bgr,2016,30711862000
bgr,2017,32943983000
bgr,2018,35875394000
bhr,1974,49700000
bhr,1975,79100000
bhr,1976,108100000
bhr,1977,150900000
bhr,1978,205600000
bhr,1979,202700000
bhr,1980,247700000
bhr,1981,286800000
bhr,1982,361900000
bhr,1983,416500000
bhr,1984,426200000
bhr,1985,420600000
bhr,1986,419000000
bhr,1987,350800000
bhr,1988,380800000
bhr,1989,403100000
bhr,1990,431300000
bhr,1991,439800000
bhr,1992,477200000
bhr,1993,521900000
bhr,1994,545200000
bhr,1995,534200000
bhr,1996,527100000
bhr,1997,560900000
bhr,1998,578100000
bhr,1999,622100000
bhr,2000,706900000
bhr,2001,733700000
bhr,2002,870500000
bhr,2003,907800000
bhr,2004,997600000
bhs,1990,525900000
bhs,1991,543300000
bhs,1992,562200000
bhs,1993,539000000
bhs,1994,558500000
bhs,1995,595600000
bhs,1996,658900000
bhs,1997,711681000
bhs,1998,731807000
bhs,1999,793700000
bhs,2000,828600000
bhs,2001,867000000
bhs,2002,922700000
bhs,2003,999000000
bhs,2004,1021297000
bhs,2005,1117166000
bhs,2006,1185862000
bhs,2007,1260136000
bhs,2008,1344984000
bhs,2009,1421765000
bhs,2010,1554082284.33
bhs,2011,1667595690.36
bhs,2012,1753318281.37
bhs,2013,1702222983.54
bhs,2014,1759590326.67
bhs,2015,1902181502.34
bhs,2016,2125147496.29
bhs,2017,2456838826.42
bhs,2018,2228551000
bhs,2019,2452787000
bih,2005,5757059239.87
bih,2006,6818055883.81
bih,2007,8133827300.19
bih,2008,9654217922.663
bih,2009,9875898631.14
bih,2010,9933764182.92809
bih,2011,9998994544
bih,2012,10235423709
bih,2013,10006030874
bih,2014,10928784859.6707
bih,2015,10552758090.3876
bih,2016,10562831441.42
bih,2017,10777920419.6336
bih,2018,11709689168.4697
bih,2019,12185527446.5564
blr,1992,2910
blr,1993,35820
blr,1994,532740
blr,1995,3489330
blr,1996,5318440
blr,1997,9983060
blr,1998,18189020
blr,1999,81881560
blr,2000,231452000
blr,2001,461462000
blr,2002,645051000
blr,2003,1031596011
blr,2004,1463253800
blr,2005,1968329400
blr,2006,2569319698
blr,2007,3367533810
blr,2008,4406444532.8
blr,2009,4514785700
blr,2010,5149342316.9762
blr,2011,7819170000
blr,2012,15126500000
blr,2013,18950100000
blr,2014,22087100390
blr,2015,25274096425.65
blr,2016,27931198409.8232
blr,2017,31007069922.40001
blr,2018,34449851839.2
blr,2019,38517681614.65
blz,1990,137330000
blz,1991,150770000
blz,1992,188768000
blz,1993,220970000
blz,1994,245139000
blz,1995,231281000
blz,1996,239929000
blz,1997,252744000
blz,1998,264898000
blz,1999,291251000
blz,2000,297371000
blz,2001,338080000
blz,2002,352235000
blz,2003,424033000
blz,2004,537994000
blz,2005,548723000
blz,2006,620744000
blz,2007,612281000
blz,2008,633841000
blz,2009,669019000
blz,2010,689824000
blz,2011,729103000
blz,2012,702572026.05
blz,2013,767816086.18
blz,2014,831322724.28
blz,2015,904290259.19
blz,2016,952797423.67
blz,2017,1012632211.88
bol,1986,911000000
bol,1987,1087100000
bol,1988,1262000000
bol,1989,1658400000
bol,1990,2191700000
bol,1991,2779600000
bol,1992,3866100000
bol,1993,4984100000
bol,1994,5244300000
bol,1995,5707800000
bol,1996,7069000000
bol,1997,8199200000
bol,1998,9212900000
bol,1999,9874000000
bol,2000,10673200000
bol,2001,13041420000
bol,2002,16315688264.296
bol,2003,17461782696.35
bol,2004,18946100000
bol,2005,20013216364.48
bol,2006,21962623252.461
bol,2007,22467377441.946
bra,2010,1198304836979.47021
bra,2011,1370968977650.92993
bra,2012,1482326920657.58057
bra,2013,1645021367991.47021
bra,2014,1853695281798.95996
bra,2015,2213825258765.14014
bra,2016,2285774485314.60938
bra,2017,2387157571210.06006
bra,2018,2481852942049.84033
bra,2019,2572835072884.94043
brb,2003,1732120000
brb,2004,1777000000
brb,2005,2146850287.11
brb,2006,2268689957.05
brb,2007,2734966561
brb,2008,2956990389
brb,2009,3035555520
brb,2010,3112335695
brb,2011,3006152565
brb,2012,3274721140
brb,2013,3322374972
brb,2014,3142013878
brb,2015,3327973412
brb,2016,3267460950
btn,1982,213000000
btn,1983,229100000
btn,1984,307100000
btn,1985,441500000
btn,1986,422600000
btn,1988,837700000
btn,1989,916500000
btn,1990,1079100000
btn,1991,1117300000
btn,1992,1182900000
btn,1993,1272000000
btn,1994,1653500000
btn,1995,1981100000
btn,1996,2616400000
btn,1997,2607700000
btn,1998,2675000000
btn,1999,3264600000
btn,2000,3786500000
btn,2001,4537400000
btn,2002,4827088000
btn,2003,5373245000
btn,2004,5409249000
btn,2005,7134193000
btn,2006,7849160000
btn,2007,9092154000
btn,2008,12352540000
btn,2009,14257030000
btn,2010,15734872000
btn,2011,18569342000
btn,2012,19915374000
btn,2013,21225505000
btn,2014,21715387355
btn,2015,25138919000
btn,2016,27902997000
btn,2017,29734935026.68
btn,2018,34168365158.22
bwa,1990,1881680000
bwa,1991,2219100000
bwa,1992,2668000000
bwa,1993,3289000000
bwa,1994,3324900000
bwa,1995,4016100000
bwa,1996,4667300000
bwa,2006,16963980000
bwa,2007,20206620000
bwa,2008,26190570000
bwa,2009,28362430000
bwa,2010,28774120000
bwa,2011,30778690000
bwa,2012,33493340000
bwa,2013,35343960000
bwa,2014,40453490000
bwa,2015,42819550000
bwa,2016,44033070000
bwa,2017,46919370000
bwa,2018,50492270799.60001
bwa,2019,51812653771.63
caf,2004,64826057945.71542
caf,2008,97850592085.30611
caf,2009,154243608780.64301
caf,2010,173191844630.00003
caf,2011,154688395706.98798
caf,2012,104889000000
caf,2014,77390768916.99998
caf,2015,93306810410.68201
caf,2016,97567295289
caf,2017,104410000000
caf,2018,124885230000
can,1990,167617999999.99997
can,1991,178014000000.00003
can,1992,183444000000
can,1993,187768000000
can,1994,188086000000
can,1995,194852000000
can,1996,192131000000
can,1997,184744000000
can,1998,189748000000
can,1999,199125000000
can,2000,207658000000
can,2001,214154000000
can,2002,214423000000
can,2003,226322000000
can,2004,230625000000
can,2005,253381000000
can,2006,254832000000
can,2007,267615000000
can,2008,283078000000
can,2009,296262000000
can,2010,317960000000
can,2011,316675000000.00006
can,2012,320081000000
can,2013,324996999999.99994
can,2014,327203999999.99994
can,2015,339564999999.99994
can,2016,354440000000
can,2017,376894000000
can,2018,391970000000
can,2019,418472000000
che,1972,15623000000
che,1973,19425000000
che,1974,22159000000
che,1975,25603000000
che,1976,29076000000
che,1977,30302000000
che,1978,30984000000
che,1979,32573000000
che,1980,34209000000
che,1981,35270000000
che,1982,39080000000
che,1983,41261000000
che,1984,44321000000
che,1990,51807133365.2
che,1991,58165351744.43
che,1992,64508843975.00999
che,1993,70712590767.86
che,1994,72856484516.14998
che,1995,73505088135.30998
che,1996,76931208534.20999
che,1997,79257055034.44
che,1998,81492911498.71002
che,1999,85975347170.33998
che,2000,87333633836.00002
che,2001,84757895692.33997
che,2002,93942181873.81999
che,2003,89458910936.47
che,2004,91287526670.78
che,2005,92852622372.51001
che,2006,93548191335.14999
che,2007,96343659878.07001
che,2008,97310332707.48999
che,2009,102002680766.64999
che,2010,104384577196.8
che,2011,105749641309.59
che,2012,106331825597.07002
che,2013,109924789006.07001
che,2014,111332616419.56
che,2015,114023420595.84999
che,2016,116880942997.59
che,2017,117828401836.01001
che,2018,118575729742.97005
che,2019,120669683968.11
chl,1972,80000000
chl,1973,320000000
chl,1974,2310000000
chl,1975,10370000000
chl,1976,34640000000
chl,1977,81840000000
chl,1978,136480000000
chl,1979,196010000000
chl,1980,274150000000
chl,1981,342560000000
chl,1982,396200000000
chl,1983,466210000000
chl,1984,574250000000
chl,1985,732950000000.00012
chl,1986,876100000000
chl,1987,1029839999999.99988
chl,1988,1228209999999.99976
chl,1989,1412849999999.99976
chl,1990,1698280000000
chl,1991,2263080000000
chl,1992,2765469999999.99951
chl,1993,3307150000000.00049
chl,1994,3828209999999.99902
chl,1995,4407420000000
chl,1996,5098290000000
chl,1997,5702980000000.00098
chl,1998,6501519999999.99902
chl,1999,7197739999999.99902
chl,2000,8501550000000
chl,2001,9107750000000
chl,2002,9730650000000
chl,2003,10228580000000
chl,2004,10996320000000.00195
chl,2005,11784000000000
chl,2006,12960000000000
chl,2007,14462847000000.00195
chl,2008,17282000000000
chl,2009,20488520984786.40234
chl,2010,22386194560340.00391
chl,2011,23687641830850.89453
chl,2012,25897009681160.30469
chl,2013,27731378000000
chl,2014,30589302437109.60547
chl,2015,34317771394549.88281
chl,2016,37342332091488.89844
chl,2017,40071962856999.99219
chl,2018,42846353701598.59375
chl,2019,45335386693790.30469
civ,2001,1021172000000
civ,2002,1137558000000
civ,2003,1271699999999.99976
civ,2004,1253100000000.00024
civ,2005,1334300000000.00024
civ,2006,1288099999999.99976
civ,2007,1467599999999.99976
civ,2008,1674900000000
civ,2009,1669960000000
civ,2010,1836710000000.00024
civ,2011,1661720000000
civ,2012,2098380000000.00024
civ,2013,2097270000000
civ,2014,2222664103671.99951
civ,2015,3644359955027.00146
civ,2016,3844074726536.99902
civ,2017,4557649286325.74121
civ,2018,4790437981338.00098
civ,2019,4821135179646.55957
cmr,1990,488060000000
cmr,1991,528050000000
cmr,1992,477040000000
cmr,1993,453620000000
cmr,1994,447940000000
cmr,1995,480940000000
cmr,1998,674599999999.99988
cmr,1999,740600000000
cmr,2012,1963394900000
cmr,2013,2154851999999.99976
cmr,2014,2310499999999.99951
cmr,2015,2365400000000.00049
cmr,2016,2384600000000.00049
cmr,2017,2206600000000
cmr,2018,2523937337924.18018
cod,1972,0.00125
cod,1973,0.00152
cod,1974,0.00219
cod,1975,0.00204
cod,1976,0.00336
cod,1977,0.00358
cod,1978,0.0043
cod,1979,0.00856
cod,1980,0.01373
cod,1981,0.02083
cod,1982,0.02883
cod,1988,0.98024
cod,1989,1.3187
cog,2001,440600000000
cog,2002,564100000000
cog,2003,397117100000
cog,2004,704115764386.00012
cog,2005,752172757644.99988
cog,2006,749073000000
cog,2007,776565000000
cog,2008,795157000000
cog,2009,634680999999.99988
cog,2010,699956000000
cog,2011,750790291939.99976
cog,2012,1052792641742
cog,2013,964764620077.99988
cog,2014,1129399508172.00024
cog,2015,1095084231375
cog,2016,1070078086331.99988
cog,2017,1102208119941
cog,2018,1397209485550.00049
col,1998,27136610744549.30078
col,1999,33526473675161.49609
col,2000,35310852165406.39844
col,2003,75227903148689
col,2008,117081752999999.98438
col,2009,124039612000000
col,2010,138215092999999.98438
col,2011,149956713999999.96875
col,2012,166846606000000.03125
col,2013,237687234239999.96875
col,2014,230111317484498
col,2015,215783608009204.96875
col,2016,247308000039024.0625
col,2017,253175216328518.96875
col,2018,299566932473138
col,2019,327893515923852
cpv,2005,26064840198.6622
cpv,2006,28835337364.2855
cpv,2007,30285487700.93
cpv,2008,30891300375.28
cpv,2009,34370985538.0819
cpv,2010,35466927113.2824
cpv,2011,38748308701.2882
cpv,2012,37774562790.98409
cpv,2013,38440926585.9
cpv,2014,40914763615.19939
cpv,2015,45177064304.8
cpv,2016,46659799393.98009
cpv,2017,49202640489.85011
cri,1973,1580000000
cri,1974,1990000000
cri,1975,2740000000
cri,1976,3380000000
cri,1977,4250000000
cri,1978,6200000000
cri,1979,7360000000
cri,1980,8940000000
cri,1981,10330000000
cri,1982,16210000000
cri,1983,27120000000
cri,1984,32640000000
cri,1985,38610000000
cri,1986,59810000000
cri,1987,72730000000
cri,1988,81190000000
cri,1989,103750000000
cri,1990,126790000000.00002
cri,1991,162270000000.00003
cri,1992,204830000000
cri,1993,263810000000
cri,1994,378870000000
cri,1995,448030000000
cri,1996,545580000000
cri,1997,627750000000.00012
cri,1998,741260000000
cri,1999,900950000000
cri,2000,1019530000000
cri,2001,1195760000000.00024
cri,2002,1467182999999.99976
cri,2003,1626500000000
cri,2004,1835850000000
cri,2005,2168847200000.00024
cri,2006,2508620000000.00049
cri,2007,2939035800000
cri,2008,3512312902957.58936
cri,2009,4361588938757.27881
cri,2010,5072013395813.1709
cri,2011,5487730657440.49902
cri,2012,6162606492145.37891
cri,2013,6752200000000
cri,2014,7486395221367.74902
cri,2015,8615559470884.13184
cri,2016,8702235104339.50684
cri,2017,8722162869132.5791
cri,2018,10415177474141.80078
cri,2019,11212778185519.59961
cyp,1972,79347450.93751
cyp,1973,106069977.48063
cyp,1974,125530947.89791
cyp,1975,132672901.92286
cyp,1976,147657336.56373
cyp,1977,168758564.36472
cyp,1978,205476409.3399
cyp,1979,242125910.25742
cyp,1980,318397878.60045
cyp,1981,385101678.87178
cyp,1982,468481429.21093
cyp,1983,593192248.41698
cyp,1984,609116413.85061
cyp,1985,688839757.10522
cyp,1986,691197627.09432
cyp,1987,832601482.38261
cyp,1988,944719908.96572
cyp,1989,1059486667.78295
cyp,1990,2200874507.75791
cyp,1991,2374019310.85529
cyp,1992,2687846091.04361
cyp,1993,2807917676.8031
cyp,1994,3179546970.92379
cyp,1995,3586183565.30446
cyp,1996,3885017957.40115
cyp,1997,4273212204.88182
cyp,1998,4941617088.74818
cyp,1999,5219606543.26008
cyp,2000,5753715353.83427
cyp,2001,6355655641.6311
cyp,2002,6902066382.5832
cyp,2003,8166944029.63398
cyp,2004,8469366484.75757
cyp,2005,9370312024.79523
cyp,2006,9968493389.42102
cyp,2007,10676879547.0156
cyp,2008,11856156261.8534
cyp,2009,7288200000
cyp,2010,7584300000
cyp,2011,7962400000
cyp,2012,8041100000
cyp,2013,7636700000
cyp,2014,8538500000
cyp,2015,7082100000
cyp,2016,6878593000
cyp,2017,7112302000
cyp,2018,8410600000
cyp,2019,8571200000
cze,1993,369266000000
cze,1994,419867000000
cze,1995,754493000000
cze,1996,686079000000
cze,1997,691493000000
cze,1998,775579000000
cze,1999,784348000000
cze,2000,801516000000
cze,2001,946103000000
cze,2002,995911000000
cze,2003,1080961000000
cze,2004,1066493000000
cze,2005,1099974000000
cze,2006,1151167000000
cze,2007,1248817000000.00024
cze,2008,1296960000000
cze,2009,1385608000000
cze,2010,1396999000000
cze,2011,1419123000000.00024
cze,2012,1496904999999.99976
cze,2013,1438965000000
cze,2014,1498038000000
cze,2015,1538322000000
cze,2016,1575079000000.00024
cze,2017,1625594000000
cze,2018,1742848999999.99976
cze,2019,1884275000000.00024
deu,1972,98577074694.63091
deu,1973,112064954520.58702
deu,1974,130762898615.93297
deu,1975,151096976731.10599
deu,1976,164886518766.96899
deu,1977,176226972691.90097
deu,1978,187884427583.17401
deu,1979,200303707377.43103
deu,1980,224196376985.73001
deu,1981,242066028233.53799
deu,1982,254480195108.98199
deu,1983,261520684313.05402
deu,1984,276404390974.67603
deu,1985,284094220867.867
deu,1986,294427429786.84198
deu,1987,307286420598.92688
deu,1988,321408302357.56702
deu,1989,330253651902.26099
deu,1990,361294182009.6839
deu,1991,492956000000
deu,1992,532859000000
deu,1993,556896000000
deu,1994,583510000000
deu,1995,726119000000.00012
deu,1996,623503000000
deu,1997,625464000000.00012
deu,1998,638616000000.00012
deu,1999,651256000000.00012
deu,2000,660423999999.99988
deu,2001,667825000000
deu,2002,685328000000
deu,2003,698316999999.99988
deu,2004,687595000000
deu,2005,697809999999.99988
deu,2006,696253000000
deu,2007,699926000000.00012
deu,2008,719957000000
deu,2009,759303000000
deu,2010,804368000000
deu,2011,777765000000
deu,2012,782245000000
deu,2013,802528000000
deu,2014,821208000000
deu,2015,846973000000
deu,2016,874684000000
deu,2017,917308000000
deu,2018,939580000000
deu,2019,983928000000
dnk,1972,46947000000
dnk,1973,49844000000
dnk,1974,62815000000.00001
dnk,1975,72155000000.00002
dnk,1976,80772999999.99998
dnk,1977,91008999999.99998
dnk,1978,104418000000
dnk,1979,121684000000
dnk,1980,144230000000.00003
dnk,1981,167713000000
dnk,1982,197084000000
dnk,1983,219950000000
dnk,1984,239726000000
dnk,1985,248839000000
dnk,1986,250395000000
dnk,1987,261872000000
dnk,1988,284012000000.00006
dnk,1989,302704000000
dnk,1990,316590000000
dnk,1991,325856000000
dnk,1992,346828999999.99994
dnk,1993,374064000000
dnk,1994,404343000000.00006
dnk,1995,438683000000
dnk,1996,445984000000
dnk,1997,450766000000
dnk,1998,462246000000
dnk,1999,473960999999.99994
dnk,2000,488216000000.00006
dnk,2001,502328000000.00006
dnk,2002,516702000000
dnk,2003,532768000000
dnk,2004,554391000000.00012
dnk,2005,553506000000
dnk,2006,558994000000
dnk,2007,627144999999.99988
dnk,2008,662238000000
dnk,2009,722308000000
dnk,2010,765452999999.99988
dnk,2011,782813000000
dnk,2012,824775000000
dnk,2013,799152000000
dnk,2014,810510000000.00012
dnk,2015,823588000000
dnk,2016,809053000000
dnk,2017,811881000000
dnk,2018,829201999999.99988
dnk,2019,833209000000
dom,1972,225800000
dom,1973,250300000
dom,1974,329800000
dom,1975,337000000
dom,1976,410600000
dom,1978,513500000
dom,1979,815800000
dom,1980,933100000
dom,1981,956600000
dom,1982,908700000
dom,1983,1048200000
dom,1984,1157300000
dom,1985,1680700000
dom,1986,2003400000
dom,1987,1899500000
dom,1988,3104800000
dom,1989,3597900000
dom,1990,4158700000
dom,1991,6870500000
dom,1992,10180600000
dom,1993,13988700000
dom,1994,14738700000
dom,1995,16524900000
dom,1996,19014000000
dom,1997,28706600000
dom,1998,32488000000
dom,1999,37666000000
dom,2000,43214499999.99999
dom,2001,52003494922.492
dom,2002,59249421263.11
dom,2003,67337396582.78001
dom,2004,124782862621.19499
dom,2005,147298326554.04596
dom,2006,173565784384.43097
dom,2007,198143877230.07693
dom,2008,255837746430.22598
dom,2009,262047316515.81799
dom,2010,281788506961.99896
dom,2011,309781690596.82806
dom,2012,377823787372.43005
dom,2013,404841885853.62708
dom,2014,457629747228.82599
dom,2015,487435813200.229
dom,2016,563162998215.34009
dom,2017,609165743205.25415
dom,2018,665220764111.90601
dom,2019,723755170019.20178
egy,1975,2694000000
egy,1976,2933000000
egy,1977,3484000000
egy,1978,3658000000
egy,1979,4913000000
egy,1981,7015000000
egy,1982,10412000000
egy,1983,10056000000
egy,1984,11993000000
egy,1985,13358000000
egy,1986,15524000000
egy,1987,15527000000
egy,1988,19805000000
egy,1989,20966000000
egy,1990,23101000000
egy,1991,30727000000
egy,1992,48607000000
egy,1993,48864000000
egy,1994,54250000000
egy,1995,57375000000
egy,1996,61819000000.00001
egy,1997,64432999999.99999
egy,2002,103244000000
egy,2003,114113000000
egy,2004,130499000000
egy,2005,147489000000
egy,2006,202381200000
egy,2007,218488800000
egy,2008,271499520000
egy,2009,313463800000.00006
egy,2010,348227800000.00006
egy,2011,400223100000
egy,2012,480463000000
egy,2013,599080999999.99988
egy,2014,701209400000.00012
egy,2015,738800000000
esp,1972,3654153594.6534
esp,1973,4459509814.52767
esp,1974,5529912372.43518
esp,1975,6846128881.03566
esp,1976,8382315819.84061
esp,1977,11598331590.3982
esp,1978,15504910268.8928
esp,1979,19501640763.04499
esp,1980,23160001442.4291
esp,1981,26403062757.6839
esp,1982,34006466890.2432
esp,1983,39680622167.73049
esp,1984,45920930847.54729
esp,1985,54732970322.02231
esp,1986,62454172827.04072
esp,1987,69936172514.5145
esp,1988,76636856466.2892
esp,1989,86761506376.7384
esp,1990,96414962797.35069
esp,1991,108691837053.59802
esp,1992,123102905292.51297
esp,1993,139088024232.80798
esp,1994,144229682785.811
esp,2017,368811000000.00006
esp,2018,387036000000
esp,2019,401444000000
est,1991,1568932.81627
est,1995,1063400000
est,1996,1322400000
est,1997,1544500000
est,1998,1815200000
est,1999,2004100000
est,2000,2058600000
est,2001,2188200000
est,2002,2405500000
est,2003,2688400000
est,2004,2992900000
est,2005,3405100000
est,2006,4017100000
est,2007,4793700000
est,2008,5699300000
est,2009,5757800000
est,2010,5583800000
est,2011,5788700000
est,2012,6112900000
est,2013,6472300000
est,2014,6793600000
est,2015,7459200000
est,2016,7893200000
est,2017,8339900000
est,2018,9214400000
est,2019,10005100000
eth,1990,4053900000
eth,1991,3699800000
eth,1992,3350700000
eth,1993,3948400000
eth,1994,4984000000
eth,1995,5686400000
eth,1996,5992500000
eth,1997,6918700000
eth,1998,8610900000
eth,1999,10503300000
eth,2001,9948300000
eth,2002,11566100000
eth,2003,11664200000
eth,2004,14118000000
eth,2005,15934300000
eth,2006,12622900000
eth,2007,13332980000
eth,2008,32221750000
eth,2009,41073299999.99999
eth,2010,48246900000
eth,2011,54515559000
eth,2012,63271500000
eth,2013,88529235020.0705
eth,2014,101333589698.75003
eth,2015,134697726819.00998
