geo,time,ne_con_prvt_zs
alb,2004,77.20944
alb,2005,76.94543
alb,2006,77.62307
alb,2007,81.76693
alb,2008,83.09375
alb,2009,80.86263
alb,2010,78.10916
alb,2011,78.29947
alb,2012,77.96694
alb,2013,80.02944
alb,2014,80.78734
alb,2015,80.69473
alb,2016,80.96107
alb,2017,79.74544
alb,2018,79.6415
are,2001,59.1295
are,2002,61.3727
are,2003,58.57387
are,2004,60.76179
are,2005,56.34279
are,2006,56.02676
are,2007,60.09778
are,2008,58.38285
are,2009,52.28761
are,2010,42.27979
are,2011,38.36925
are,2012,32.11375
are,2013,33.91027
are,2014,36.24086
are,2015,35.38035
are,2016,36.18564
are,2017,37.01205
are,2018,38.53881
arg,1960,69.15613
arg,1961,62.31108
arg,1962,67.05397
arg,1963,71.76126
arg,1964,68.67166
arg,1965,67.40754
arg,1966,66.98989
arg,1967,66.54715
arg,1968,67.39941
arg,1969,66.50823
arg,1970,64.95168
arg,1971,66.34148
arg,1972,66.39687
arg,1973,65.6637
arg,1974,63.97287
arg,1975,58.12455
arg,1976,56.59671
arg,1977,57.75347
arg,1978,58.14078
arg,1979,62.95403
arg,1987,75.4332
arg,1988,73.71828
arg,1989,73.51174
arg,1990,77.13937
arg,1991,80.44423
arg,1992,81.85653
arg,1993,69.20596
arg,1994,69.9219
arg,1995,68.56079
arg,1996,68.52373
arg,1997,69.32637
arg,1998,69.05336
arg,1999,70.14227
arg,2000,69.33201
arg,2001,68.91198
arg,2002,61.89842
arg,2003,63.19781
arg,2004,64.3315
arg,2005,63.02939
arg,2006,63.27019
arg,2007,62.53123
arg,2008,63.07458
arg,2009,62.97815
arg,2010,64.23411
arg,2011,64.22032
arg,2012,64.9034
arg,2013,65.98757
arg,2014,65.38308
arg,2015,65.90584
arg,2016,65.72189
arg,2017,66.31456
arg,2018,65.09486
arm,1990,48.61856
arm,1991,57.28448
arm,1992,94.1423
arm,1993,93.39253
arm,1994,94.28754
arm,1995,106.12765
arm,1996,100.31109
arm,1997,103.25847
arm,1998,99.85796
arm,1999,96.04467
arm,2000,96.73276
arm,2001,93.33129
arm,2002,88.6003
arm,2003,83.08184
arm,2004,82.30587
arm,2005,75.36209
arm,2006,72.15106
arm,2007,71.51935
arm,2008,71.4481
arm,2009,80.16059
arm,2010,81.76668
arm,2011,83.23225
arm,2012,87.16423
arm,2013,87.17054
arm,2014,85.54719
arm,2015,78.08012
arm,2016,77.29631
arm,2017,80.02999
arm,2018,79.92397
asm,2002,60.70039
asm,2003,62.9981
asm,2004,69.72656
asm,2005,72.96223
asm,2006,75.60484
asm,2007,73.65385
asm,2008,72.2913
asm,2009,58.70206
asm,2010,69.79167
asm,2011,72.12544
asm,2012,65.83851
asm,2013,69.73479
asm,2014,70.87227
asm,2015,67.01967
asm,2016,68.40491
asm,2017,76.24585
asm,2018,74.21384
aus,1960,57.71039
aus,1961,58.02371
aus,1962,59.08681
aus,1963,58.38367
aus,1964,57.38725
aus,1965,57.00592
aus,1966,57.76244
aus,1967,56.03493
aus,1968,56.79707
aus,1969,55.12444
aus,1970,54.13964
aus,1971,54.48976
aus,1972,54.63987
aus,1973,54.46761
aus,1974,53.54559
aus,1975,55.92906
aus,1976,55.82815
aus,1977,56.75105
aus,1978,57.898
aus,1979,56.70605
aus,1980,55.96587
aus,1981,56.0529
aus,1982,56.11967
aus,1983,59.11756
aus,1984,56.8531
aus,1985,55.26701
aus,1986,56.37488
aus,1987,56.836
aus,1988,55.38979
aus,1989,54.48493
aus,1990,55.16633
aus,1991,57.19146
aus,1992,58.9305
aus,1993,58.23361
aus,1994,57.679
aus,1995,57.8963
aus,1996,57.64757
aus,1997,57.18677
aus,1998,57.57367
aus,1999,58.2266
aus,2000,58.06455
aus,2001,58.65082
aus,2002,57.97073
aus,2003,58.49418
aus,2004,58.04673
aus,2005,57.62042
aus,2006,56.73203
aus,2007,56.72888
aus,2008,56.63991
aus,2009,54.80068
aus,2010,56.17936
aus,2011,54.7158
aus,2012,54.51983
aus,2013,55.55986
aus,2014,55.98456
aus,2015,57.19324
aus,2016,58.24663
aus,2017,56.71222
aus,2018,56.41355
aut,1970,55.17685
aut,1971,55.37452
aut,1972,54.73553
aut,1973,54.24082
aut,1974,53.99735
aut,1975,56.70433
aut,1976,57.17782
aut,1977,58.05826
aut,1978,56.17255
aut,1979,55.81481
aut,1980,56.5038
aut,1981,57.50673
aut,1982,57.69203
aut,1983,58.91969
aut,1984,57.81764
aut,1985,57.72785
aut,1986,56.92485
aut,1987,56.81297
aut,1988,56.3025
aut,1989,55.98124
aut,1990,55.91733
aut,1991,55.41901
aut,1992,56.11389
aut,1993,56.03666
aut,1994,55.70309
aut,1995,54.93849
aut,1996,55.50803
aut,1997,54.76233
aut,1998,54.30407
aut,1999,53.63187
aut,2000,53.86671
aut,2001,54.11116
aut,2002,53.53991
aut,2003,54.08338
aut,2004,53.86195
aut,2005,53.80973
aut,2006,53.21525
aut,2007,52.01574
aut,2008,51.82528
aut,2009,53.48157
aut,2010,53.50191
aut,2011,53.37974
aut,2012,53.45981
aut,2013,53.66286
aut,2014,53.39645
aut,2015,52.68283
aut,2016,52.30622
aut,2017,52.21498
aut,2018,51.76297
aze,1990,52.59209
aze,1991,50.76722
aze,1992,63.83892
aze,1993,65.69172
aze,1994,77.57427
aze,1995,84.34717
aze,1996,87.68206
aze,1997,74.46728
aze,1998,80.00349
aze,1999,75.77548
aze,2000,64.41152
aze,2001,61.49447
aze,2002,62.89979
aze,2003,59.96782
aze,2004,55.81229
aze,2005,42.12098
aze,2006,37.10299
aze,2007,33.40139
aze,2008,33.43557
aze,2009,42.75663
aze,2010,39.36253
aze,2011,37.25855
aze,2012,39.47103
aze,2013,41.90299
aze,2014,45.43762
aze,2015,56.69004
aze,2016,58.70845
aze,2017,57.58639
aze,2018,53.1842
bdi,1960,91.9643
bdi,1961,92.24138
bdi,1962,92.62295
bdi,1963,96.2406
bdi,1964,87.24832
bdi,1965,89.47463
bdi,1966,88.34931
bdi,1967,86.96814
bdi,1968,87.08172
bdi,1969,85.86132
bdi,1970,86.62985
bdi,1971,87.54367
bdi,1972,87.23524
bdi,1973,85.42194
bdi,1974,89.14544
bdi,1975,91.60008
bdi,1976,85.13094
bdi,1977,77.3484
bdi,1978,80.68729
bdi,1979,80.79438
bdi,1980,91.3792
bdi,1981,86.81855
bdi,1982,91.57901
bdi,1983,84.56009
bdi,1984,85.85829
bdi,1985,88.06709
bdi,1986,89.10881
bdi,1987,83.68922
bdi,1988,87.62092
bdi,1989,86.55054
bdi,1990,94.54915
bdi,1991,93.4096
bdi,1992,90.85188
bdi,1993,85.74748
bdi,1994,93.82194
bdi,1995,88.93822
bdi,1996,81.73088
bdi,1997,81.73396
bdi,1998,87.52749
bdi,1999,84.34343
bdi,2000,92.27795
bdi,2001,90.60431
bdi,2002,93.62057
bdi,2003,89.28336
bdi,2004,88.09626
bdi,2005,90.4
bdi,2006,94.08703
bdi,2007,91.01355
bdi,2008,92.59102
bdi,2009,83.92514
bdi,2010,81.03962
bdi,2011,86.15424
bdi,2012,84.67572
bdi,2013,89.08005
bdi,2014,85.50002
bdi,2015,75.41447
bdi,2016,77.56405
bdi,2017,76.29484
bdi,2018,77.91469
bel,1970,51.1359
bel,1971,51.56926
bel,1972,51.53097
bel,1973,51.92123
bel,1974,51.31065
bel,1975,52.58278
bel,1976,52.41036
bel,1977,53.29383
bel,1978,53.04026
bel,1979,54.17543
bel,1980,54.71077
bel,1981,56.28125
bel,1982,57.08373
bel,1983,57.60413
bel,1984,56.50604
bel,1985,57.2706
bel,1986,56.41433
bel,1987,56.08657
bel,1988,54.79118
bel,1989,54.19578
bel,1990,54.1774
bel,1991,54.7754
bel,1992,54.13377
bel,1993,53.65794
bel,1994,53.31171
bel,1995,53.06009
bel,1996,53.47886
bel,1997,52.66404
bel,1998,52.91686
bel,1999,52.07282
bel,2000,52.31219
bel,2001,52.40549
bel,2002,51.53627
bel,2003,51.19346
bel,2004,50.24158
bel,2005,50.18833
bel,2006,50.04818
bel,2007,49.64567
bel,2008,50.72429
bel,2009,51.37284
bel,2010,51.43808
bel,2011,51.54263
bel,2012,51.94377
bel,2013,52.46118
bel,2014,51.81111
bel,2015,51.33894
bel,2016,51.37203
bel,2017,51.4232
bel,2018,51.59623
ben,1960,84.41254
ben,1961,84.11241
ben,1962,85.33794
ben,1963,86.55583
ben,1964,88.75391
ben,1965,90.01235
ben,1966,92.34384
ben,1967,91.06939
ben,1968,88.37316
ben,1969,88.06669
ben,1970,87.9539
ben,1971,89.71397
ben,1972,88.90851
ben,1973,87.24958
ben,1974,88.33306
ben,1975,90.33143
ben,1976,92.79234
ben,1977,92.54257
ben,1978,93.64039
ben,1979,92.45825
ben,1980,97.70641
ben,1981,103.19354
ben,1982,84.22117
ben,1983,86.0693
ben,1984,84.94279
ben,1985,88.68776
ben,1986,87.21685
ben,1987,87.20973
ben,1988,89.45597
ben,1989,88.40804
ben,1990,75.72775
ben,1991,78.68009
ben,1992,80.8886
ben,1993,79.14024
ben,1994,74.31125
ben,1995,73.19484
ben,1996,72.4569
ben,1997,72.60153
ben,1998,74.13708
ben,1999,78.19576
ben,2000,78.07785
ben,2001,78.48526
ben,2002,77.71254
ben,2003,75.48242
ben,2004,73.60378
ben,2005,76.70298
ben,2006,76.39183
ben,2007,74.28172
ben,2008,75.0227
ben,2009,73.18871
ben,2010,73.43433
ben,2011,72.29334
ben,2012,71.26451
ben,2013,68.82253
ben,2014,68.4863
ben,2015,68.58763
ben,2016,75.01826
ben,2017,76.10467
ben,2018,70.39037
bfa,1960,88.1382
bfa,1961,87.09866
bfa,1962,86.95959
bfa,1963,86.94586
bfa,1964,85.30699
bfa,1965,86.23785
bfa,1966,87.35596
bfa,1967,90.00347
bfa,1968,87.88017
bfa,1969,88.26231
bfa,1970,86.45277
bfa,1971,85.05787
bfa,1972,82.76366
bfa,1973,80.03604
bfa,1974,74.02872
bfa,1975,78.37481
bfa,1976,77.5472
bfa,1977,84.84244
bfa,1978,83.99063
bfa,1979,85.93901
bfa,1980,90.21202
bfa,1981,91.0508
bfa,1982,83.50923
bfa,1983,82.01343
bfa,1984,82.50221
bfa,1985,80.84889
bfa,1986,80.85168
bfa,1987,77.56008
bfa,1988,77.32343
bfa,1989,74.34879
bfa,1990,73.51888
bfa,1991,69.96443
bfa,1992,69.6451
bfa,1993,70.92239
bfa,1994,57.5949
bfa,1995,63.34233
bfa,1996,67.71878
bfa,1997,64.66632
bfa,1998,68.85166
bfa,1999,78.51101
bfa,2000,74.72125
bfa,2001,74.29959
bfa,2002,73.79929
bfa,2003,72.13368
bfa,2004,72.03397
bfa,2005,72.18253
bfa,2006,71.91203
bfa,2007,68.22647
bfa,2008,69.59904
bfa,2009,68.51761
bfa,2010,62.84219
bfa,2011,59.61417
bfa,2012,58.34564
bfa,2013,61.11565
bfa,2014,60.59969
bfa,2015,62.72045
bfa,2016,58.94697
bfa,2017,55.07252
bfa,2018,55.03277
bgd,1960,86.22472
bgd,1961,86.83529
bgd,1962,81.75784
bgd,1963,84.87561
bgd,1964,83.75776
bgd,1981,80.76977
bgd,1982,80.78675
bgd,1983,83.6421
bgd,1984,88.8783
bgd,1985,81.45498
bgd,1986,80.58758
bgd,1987,81.75838
bgd,1988,82.05592
bgd,1989,80.56279
bgd,1990,80.04046
bgd,1991,81.29049
bgd,1992,81.68437
bgd,1993,82.74688
bgd,1994,82.01299
bgd,1995,82.24332
bgd,1996,78.85211
bgd,1997,77.95699
bgd,1998,76.23861
bgd,1999,76.23266
bgd,2000,75.0081
bgd,2001,74.52284
bgd,2002,74.13841
bgd,2003,74.68608
bgd,2004,73.6377
bgd,2005,73.76406
bgd,2006,73.12331
bgd,2007,73.89316
bgd,2008,75.63231
bgd,2009,74.57384
bgd,2010,74.11465
bgd,2011,74.28047
bgd,2012,73.73689
bgd,2013,72.84777
bgd,2014,72.57254
bgd,2015,72.43729
bgd,2016,69.12976
bgd,2017,68.67491
bgd,2018,70.80851
bgr,1980,55.33481
bgr,1981,48.6613
bgr,1982,49.79354
bgr,1983,50.9217
bgr,1984,49.78135
bgr,1985,51.63413
bgr,1986,50.61208
bgr,1987,52.06029
bgr,1988,49.58913
bgr,1989,52.09403
bgr,1990,59.83397
bgr,1991,54.10906
bgr,1992,65.61504
bgr,1993,73.49013
bgr,1994,74.03539
bgr,1995,57.85945
bgr,1996,74.47986
bgr,1997,66.05026
bgr,1998,56.44118
bgr,1999,65.58427
bgr,2000,66.94584
bgr,2001,69.12491
bgr,2002,68.79774
bgr,2003,68.52107
bgr,2004,68.88183
bgr,2005,69.30184
bgr,2006,67.37788
bgr,2007,68.49852
bgr,2008,65.6634
bgr,2009,63.09931
bgr,2010,63.28096
bgr,2011,62.15109
bgr,2012,65.44325
bgr,2013,62.24249
bgr,2014,62.58083
bgr,2015,62.38462
bgr,2016,61.01912
bgr,2017,60.88577
bgr,2018,60.67196
bhr,1980,31.9748
bhr,1981,32.8016
bhr,1982,34.49809
bhr,1983,34.29222
bhr,1984,34.19817
bhr,1985,29.64096
bhr,1986,32.25582
bhr,1987,35.1968
bhr,1988,37.59069
bhr,1989,39.79487
bhr,1990,38.40543
bhr,1991,58.64493
bhr,1992,59.08531
bhr,1993,56.27781
bhr,1994,52.14006
bhr,1995,53.0281
bhr,1996,53.64599
bhr,1997,53.49977
bhr,1998,57.09432
bhr,1999,55.36855
bhr,2000,44.66392
bhr,2001,46.83486
bhr,2002,45.09975
bhr,2003,42.91365
bhr,2004,47.56859
bhr,2005,39.73342
bhr,2006,34.72712
bhr,2007,31.61308
bhr,2008,34.4866
bhr,2009,40.90961
bhr,2010,41.18372
bhr,2011,39.07898
bhr,2012,38.00497
bhr,2013,40.77036
bhr,2014,40.49652
bhr,2015,45.06384
bhr,2016,44.93269
bhr,2017,42.00616
bhr,2018,45.33358
bhs,1977,55.65217
bhs,1978,58.08506
bhs,1979,65.88875
bhs,1980,61.70149
bhs,1981,62.31335
bhs,1982,59.06355
bhs,1983,57.38112
bhs,1984,65.4353
bhs,1985,62.85172
bhs,1986,63.52679
bhs,1987,63.65881
bhs,1989,62.52515
bhs,1990,62.82565
bhs,1991,65.92686
bhs,1992,64.5973
bhs,1993,66.68305
bhs,1994,65.39
bhs,1995,68.06387
bhs,1996,69.63813
bhs,1997,59.35544
bhs,1998,60.53369
bhs,1999,58.01374
bhs,2000,57.29112
bhs,2001,60.54103
bhs,2002,56.75047
bhs,2003,57.90697
bhs,2004,58.48405
bhs,2005,59.42945
bhs,2006,61.53188
bhs,2007,60.41528
bhs,2008,61.25499
bhs,2009,60.59131
bhs,2010,61.68233
bhs,2011,62.96938
bhs,2012,63.56607
bhs,2013,63.42318
bhs,2014,65.21492
bhs,2015,64.25125
bhs,2016,63.91392
bhs,2017,67.2447
bhs,2018,68.95811
bih,2004,90.71299
bih,2005,94.5238
bih,2006,90.94474
bih,2007,86.68388
bih,2008,85.92804
bih,2009,85.21406
bih,2010,84.75477
bih,2011,84.27205
bih,2012,85.9767
bih,2013,84.91202
bih,2014,84.27674
bih,2015,81.78514
bih,2016,79.89121
bih,2017,78.02822
bih,2018,76.31638
blr,1990,47.34411
blr,1991,44.44444
blr,1992,51.08696
blr,1993,56.24365
blr,1994,59.38852
blr,1995,59.0875
blr,1996,60.00448
blr,1997,57.05995
blr,1998,57.8467
blr,1999,58.64327
blr,2000,56.9106
blr,2001,57.62438
blr,2002,59.49124
blr,2003,57.13035
blr,2004,53.72641
blr,2005,51.98787
blr,2006,51.47552
blr,2007,51.81109
blr,2008,51.95723
blr,2009,56.20942
blr,2010,54.27673
blr,2011,48.70553
blr,2012,48.05162
blr,2013,51.25636
blr,2014,52.82718
blr,2015,52.87734
blr,2016,54.50979
blr,2017,54.45596
blr,2018,53.90089
blz,1980,48.7412
blz,1981,52.58011
blz,1982,54.88867
blz,1983,50.69562
blz,1984,43.60191
blz,1985,47.485
blz,1986,41.84105
blz,1987,42.24329
blz,1988,43.453
blz,1989,44.36845
blz,1990,40.92342
blz,1991,43.52169
blz,1992,71.36085
blz,1993,68.27178
blz,1994,70.94739
blz,1995,71.86915
blz,1996,74.60297
blz,1997,75.99122
blz,1998,77.44253
blz,1999,77.41444
blz,2000,74.08923
blz,2001,78.16768
blz,2002,78.56358
blz,2003,77.63924
blz,2004,75.23485
blz,2005,71.96215
blz,2006,66.26622
blz,2007,66.2803
blz,2008,65.16923
blz,2009,70.42051
blz,2010,70.36345
blz,2011,70.61652
blz,2012,69.69036
blz,2013,70.89863
blz,2014,69.59624
blz,2015,69.86521
blz,2016,73.39887
blz,2017,69.56952
blz,2018,68.45297
bmu,2009,55.73874
bmu,2010,55.03689
bmu,2011,54.96154
bmu,2012,54.63378
bmu,2013,54.66824
bol,1960,84.01429
bol,1961,86.49425
bol,1962,84.77567
bol,1963,83.87378
bol,1964,78.05972
bol,1965,76.74095
bol,1966,77.35849
bol,1967,78.33835
bol,1968,75.66719
bol,1969,75.15393
bol,1970,73.68813
bol,1971,75.82975
bol,1972,72.60766
bol,1973,70.33871
bol,1974,67.52962
bol,1975,72.77526
bol,1976,72.18249
bol,1977,71.98557
bol,1978,70.13111
bol,1979,67.32291
bol,1980,67.56757
bol,1981,70.83333
bol,1982,72.90503
bol,1983,73.48726
bol,1984,69.18385
bol,1985,73.76731
bol,1986,81.39833
bol,1987,80.17665
bol,1988,79.00406
bol,1989,77.13003
bol,1990,76.86189
bol,1991,77.83378
bol,1992,79.4445
bol,1993,79.37138
bol,1994,77.59512
bol,1995,75.81852
bol,1996,75.12806
bol,1997,74.71296
bol,1998,75.05841
bol,1999,76.83671
bol,2000,76.36551
bol,2001,75.29096
bol,2002,73.81879
bol,2003,71.01315
bol,2004,67.90725
bol,2005,66.31748
bol,2006,62.77486
bol,2007,63.22529
bol,2008,62.22379
bol,2009,65.5018
bol,2010,62.29848
bol,2011,60.70434
bol,2012,59.50375
bol,2013,60.18671
bol,2014,62.93745
bol,2015,68.41972
bol,2016,68.90941
bol,2017,67.65444
bol,2018,67.01038
bra,1960,66.27604
bra,1961,64.05917
bra,1962,70.04077
bra,1963,67.93051
bra,1964,68.97648
bra,1965,66.92364
bra,1966,68.12377
bra,1967,71.54334
bra,1968,70.5594
bra,1969,66.7664
bra,1970,68.55363
bra,1971,69.58412
bra,1972,69.66115
bra,1973,67.54042
bra,1974,70.73868
bra,1975,66.49061
bra,1976,68.75988
bra,1977,69.16068
bra,1978,68.56024
bra,1979,69.54658
bra,1980,69.70853
bra,1981,67.97653
bra,1982,69.5653
bra,1983,71.24373
bra,1984,70.35145
bra,1985,65.77727
bra,1986,67.77078
bra,1987,62.26447
bra,1988,59.4939
bra,1989,54.12973
bra,1990,59.30489
bra,1991,61.56819
bra,1992,61.51924
bra,1993,60.0824
bra,1994,61.17752
bra,1995,63.70644
bra,1996,65.1574
bra,1997,65.30963
bra,1998,64.1423
bra,1999,64.68012
bra,2000,64.5927
bra,2001,64.10771
bra,2002,61.89844
bra,2003,61.84465
bra,2004,60.20658
bra,2005,60.50425
bra,2006,60.43768
bra,2007,59.87495
bra,2008,59.73079
bra,2009,61.95646
bra,2010,60.2228
bra,2011,60.27389
bra,2012,61.41187
bra,2013,61.71526
bra,2014,62.95956
bra,2015,63.96478
bra,2016,64.23935
bra,2017,63.99116
bra,2018,64.33252
brb,1975,74.21314
brb,1976,73.96846
brb,1977,70.18183
brb,1978,70.33997
brb,1979,71.59386
brb,1980,62.47905
brb,1981,64.85876
brb,1982,63.46734
brb,1983,62.52544
brb,1984,62.18517
brb,1985,57.96199
brb,1986,66.06704
brb,1987,66.83369
brb,1988,61.73851
brb,1989,61.21907
brb,1990,69.24438
brb,1991,72.45411
brb,1992,73.44815
brb,1993,72.84899
brb,1994,70.41762
brb,1995,74.27849
brb,1996,72.37683
brb,1997,74.08433
brb,1998,71.25264
brb,1999,72.7972
brb,2000,72.9441
brb,2001,74.71644
brb,2002,72.55332
brb,2003,65.57552
brb,2004,70.30176
brb,2005,72.06271
brb,2006,57.1755
brb,2007,56.94512
brb,2008,58.61029
brb,2009,53.49658
brb,2010,59.77813
brb,2011,62.28334
brb,2012,59.10227
brb,2013,60.42856
brb,2014,62.12491
brb,2015,57.70456
brb,2016,58.09365
brb,2017,62.71355
brb,2018,66.43173
brn,1974,7.26244
brn,1975,11.00924
brn,1976,10.21018
brn,1977,9.91294
brn,1978,10.89418
brn,1979,10.6116
brn,1980,6.97392
brn,1981,9.33384
brn,1982,10.01589
brn,1983,11.34923
brn,1989,26.63778
brn,1990,26.48488
brn,1991,26.81783
brn,1992,30.91709
brn,1993,38.54386
brn,1994,38.82749
brn,1995,36.6468
brn,1996,38.6663
brn,1997,39.28988
brn,1998,40.26549
brn,1999,34.50045
brn,2000,24.83055
brn,2001,26.34604
brn,2002,25.60108
brn,2003,27.31933
brn,2004,26.56265
brn,2005,22.46106
brn,2006,19.80928
brn,2007,20.16415
brn,2008,17.6881
brn,2009,24.36056
brn,2010,14.71375
brn,2011,12.77518
brn,2012,13.76297
brn,2013,15.26127
brn,2014,15.60221
brn,2015,19.78288
brn,2016,21.15
brn,2017,20.47557
brn,2018,19.54154
btn,2000,49.97881
btn,2001,40.58759
btn,2002,45.94916
btn,2003,47.29778
btn,2004,48.61284
btn,2005,53.67927
btn,2006,37.93371
btn,2007,55.15413
btn,2008,45.99412
btn,2009,49.16184
btn,2010,45.29886
btn,2011,40.14465
btn,2012,35.72815
btn,2013,57.51759
btn,2014,52.94502
btn,2015,59.60294
btn,2016,51.88989
btn,2017,53.88976
btn,2018,60.49048
bwa,1960,91.89835
bwa,1961,90.53127
bwa,1962,88.70057
bwa,1963,87.4032
bwa,1964,84.0119
bwa,1965,80.03049
bwa,1966,73.57724
bwa,1967,74.91052
bwa,1968,85.47368
bwa,1969,70.83708
bwa,1970,72.15373
bwa,1971,61.61894
bwa,1972,58.89064
bwa,1973,57.71614
bwa,1974,58.76413
bwa,1975,59.31848
bwa,1976,60.7728
bwa,1977,61.7883
bwa,1978,58.97331
bwa,1979,54.49716
bwa,1980,51.992
bwa,1981,53.61157
bwa,1982,51.00234
bwa,1983,45.24634
bwa,1984,42.69576
bwa,1985,38.96367
bwa,1986,35.34526
bwa,1987,30.91529
bwa,1988,25.93366
bwa,1989,28.13931
bwa,1990,33.23289
bwa,1991,36.0606
bwa,1992,36.61507
bwa,1993,35.34218
bwa,1994,38.23658
bwa,1995,39.4313
bwa,1996,35.36168
bwa,1997,35.45215
bwa,1998,36.91316
bwa,1999,32.70718
bwa,2000,33.32205
bwa,2001,34.45467
bwa,2002,37.37535
bwa,2003,38.57666
bwa,2004,39.78628
bwa,2005,38.10674
bwa,2006,38.73096
bwa,2007,39.64437
bwa,2008,44.06945
bwa,2009,50.67022
bwa,2010,49.14624
bwa,2011,46.32229
bwa,2012,51.97058
bwa,2013,52.02172
bwa,2014,46.94281
bwa,2015,52.02057
bwa,2016,47.32745
bwa,2017,49.2335
bwa,2018,49.60529
caf,1960,72.00001
caf,1961,68.8742
caf,1962,69.5082
caf,1963,71.92431
caf,1964,67.81611
caf,1965,66.93767
caf,1966,71.64949
caf,1967,76.67491
caf,1968,69.08921
caf,1969,73.85015
caf,1970,71.55203
caf,1971,69.94673
caf,1972,71.49444
caf,1973,67.50075
caf,1974,80.16656
caf,1975,87.8599
caf,1976,81.63028
caf,1977,85.21028
caf,1978,85.49822
caf,1979,87.2757
caf,1980,93.70959
caf,1981,85.94748
caf,1982,89.47661
caf,1983,83.7422
caf,1984,85.55583
caf,1985,79.1149
caf,1986,82.06933
caf,1987,80.61184
caf,1988,80.66771
caf,1989,78.60246
caf,1990,80.72019
caf,1991,79.25789
caf,1992,79.96859
caf,1993,79.68479
caf,1994,73.42946
caf,1995,77.00168
caf,1996,83.962
caf,1997,80.11569
caf,1998,83.26269
caf,1999,74.81983
caf,2000,77.55842
caf,2001,81.16508
caf,2002,80.72889
caf,2003,82.9966
caf,2004,88.00337
caf,2005,89.54968
caf,2006,90.67164
caf,2007,92.29613
caf,2008,92.64942
caf,2009,86.84715
caf,2010,82.2902
caf,2011,83.46212
caf,2012,88.20532
caf,2013,83.57885
caf,2014,82.22179
caf,2015,82.42755
caf,2016,84.0154
caf,2017,82.95571
caf,2018,87.99207
can,1961,63.41716
can,1962,62.15863
can,1963,61.57289
can,1964,60.26963
can,1965,59.19535
can,1966,57.74366
can,1967,58.02874
can,1968,58.01034
can,1969,57.50423
can,1970,56.403
can,1971,56.26525
can,1972,56.38969
can,1973,54.93281
can,1974,53.60158
can,1975,54.9654
can,1976,54.25967
can,1977,54.71062
can,1978,55.14476
can,1979,53.92986
can,1980,53.79245
can,1981,52.91389
can,1982,53.8264
can,1983,54.43052
can,1984,53.94346
can,1985,54.33238
can,1986,55.7056
can,1987,55.22673
can,1988,54.68585
can,1989,55.06752
can,1990,56.04339
can,1991,57.48706
can,1992,57.89721
can,1993,57.83822
can,1994,56.7634
can,1995,56.00484
can,1996,56.60933
can,1997,57.06494
can,1998,57.2809
can,1999,56.44158
can,2000,54.71665
can,2001,55.28884
can,2002,56.21101
can,2003,55.87263
can,2004,54.90516
can,2005,54.48022
can,2006,54.57829
can,2007,54.87172
can,2008,54.59698
can,2009,57.71872
can,2010,57.13262
can,2011,56.03354
can,2012,56.15545
can,2013,56.09998
can,2014,55.92856
can,2015,57.94332
can,2016,58.5337
can,2017,58.0303
can,2018,58.03845
che,1970,55.61644
che,1971,54.85203
che,1972,54.92472
che,1973,55.22346
che,1974,55.71948
che,1975,58.06384
che,1976,59.23597
