geo,time,bm_gsr_gnfs_cd
ago,2002,7082116361.74
ago,2003,8801255130
ago,2004,10634512711.3
ago,2005,15144220833.7578
ago,2006,16288817457.53
ago,2007,26304709814.87
ago,2008,43121530792.351
ago,2009,41829350282.61
ago,2010,35421222361.08
ago,2011,43898332404.654
ago,2012,45848189114.4545
ago,2013,49393072408.3344
ago,2014,53537918142.1493
ago,2015,37968764912.5352
ago,2016,25657029920.03149
ago,2017,28256537255.8003
ago,2018,25887355607.4086
ago,2019,22299328651.1375
ago,2020,15145687472.4355
ago,2021,18845211531.6228
ago,2022,28564199364.71711
ago,2023,23687832062.3357
ago,2024,22682525277.8244
alb,1980,371400000
alb,1981,402600000
alb,1982,459800000
alb,1983,404900000
alb,1984,372300000
alb,1985,362000000
alb,1986,336300000
alb,1987,335600000
alb,1988,408500000
alb,1989,483700000
alb,1990,485000000
alb,1991,314400000
alb,1992,629600000
alb,1993,763400000
alb,1994,733500000
alb,1995,836200000
alb,1996,1111400000
alb,1997,685812500
alb,1998,783460000
alb,1999,946200000
alb,2000,1350300000
alb,2001,1595100000
alb,2002,1827510000
alb,2003,2265931866.56308
alb,2004,2892746702.39426
alb,2005,3500349094.15058
alb,2006,4073117268.58923
alb,2007,5344137205.62995
alb,2008,6728698636.72719
alb,2009,6028667300.38073
alb,2010,5780725471.94659
alb,2011,6709055032.56962
alb,2012,5852333729.10086
alb,2013,6008971534.94717
alb,2014,6239216168.08445
alb,2015,5070259616.19858
alb,2016,5441410775.47023
alb,2017,6122452299.79359
alb,2018,6854286781.727
alb,2019,6925814672.05673
alb,2020,5671285653.17089
alb,2021,8003844500.35571
alb,2022,9016395289.60554
alb,2023,10373624980.3579
alb,2024,11696529915.7563
and,2019,2032100364.39042
and,2020,1727289784.68077
and,2021,2143324928.2478
and,2022,2439653236.73165
and,2023,2715994263.55049
and,2024,2988379476.01993
are,2023,464125255275.69696
are,2024,516868618107.55603
arg,1976,3507000000
arg,1977,4766000000
arg,1978,5032000000
arg,1979,8842000000
arg,1980,13182000000
arg,1981,11865000000
arg,1982,6877000000
arg,1983,6343000000
arg,1984,6407000000
arg,1985,5705000000
arg,1986,6906000000
arg,1987,7909000000
arg,1988,7594000000
arg,1989,6657000000
arg,1990,6846000000
arg,1991,11566000000
arg,1992,19319500000
arg,1993,21975400000
arg,1994,27273600000
arg,1995,26035117000
arg,1996,30212204066.218
arg,1997,37511586708.7859
arg,1998,38797517536.8014
arg,1999,32903076780.5168
arg,2000,33068803786.7905
arg,2001,27594942433.1669
arg,2002,13337220000
arg,2003,18724510000
arg,2004,27823640000
arg,2005,34796990000
arg,2006,41261872519.76099
arg,2007,53551718519.88689
arg,2008,68242684098.4796
arg,2009,49682786813.2391
arg,2010,68779495712.0305
arg,2011,88418247225.66989
arg,2012,83387067666.98959
arg,2013,90301801003.87421
arg,2014,80936630075.22769
arg,2015,76622786928.8407
arg,2016,75420138818.6909
arg,2017,89310577213.5266
arg,2018,86821661280.35701
arg,2019,66573932488.5402
arg,2020,52342831894.948
arg,2021,72579937726.23059
arg,2022,97545345842.839
arg,2023,92431011613.16339
arg,2024,80272476728.84099
arm,1993,303029250
arm,1994,443265682.63889
arm,1995,749250761.25478
arm,1996,906618047.93054
arm,1997,976613022.60629
arm,1998,1000699857.78893
arm,1999,903363600.95415
arm,2000,985951256.41121
arm,2001,1083244185.52864
arm,2002,1207030025.88321
arm,2003,1529668526.15703
arm,2004,1762558021.91178
arm,2005,2241441688.55936
arm,2006,2681961312.56179
arm,2007,3875295055.58793
arm,2008,5071113778.6588
arm,2009,3925582806.07522
arm,2010,4537162833.55645
arm,2011,4917831896.75814
arm,2012,5131378422.31754
arm,2013,5477034530.30009
arm,2014,5487253581.82558
arm,2015,4419193790.56429
arm,2016,4470358658.69459
arm,2017,5653962633.58537
arm,2018,6679769677.54246
arm,2019,7582543814.2305
arm,2020,5059684431.1726
arm,2021,6093981068.05511
arm,2022,10439362279.393
arm,2023,15061538903.6239
arm,2024,19803673907.6576
atg,1977,43500000
atg,1978,49100000
atg,1979,78000000
atg,1980,131800000
atg,1981,145000000
atg,1982,148300000
atg,1983,118000000
atg,1984,180800000
atg,1985,213200000
atg,1986,293537037.03704
atg,1987,303144444.44444
atg,1988,283800000
atg,1989,338911111.11111
atg,1990,340559259.25926
atg,1991,369888888.88889
atg,1992,386455555.55555
atg,1993,398500000
atg,1994,421925925.92592
atg,1995,438925925.92592
atg,1996,467366666.66667
atg,1997,478288888.88889
atg,1998,489922222.22222
atg,1999,529322433.33333
atg,2000,611388628.12945
atg,2001,599481891.70154
atg,2002,599432298.70472
atg,2003,673812269.77816
atg,2004,743249690.55182
atg,2005,844394203.75775
atg,2006,984373175.28173
atg,2007,1100610842.7939
atg,2008,1157649735.0987
atg,2009,944277455.00546
atg,2010,868682718.93032
atg,2011,837345519.60361
atg,2012,888633691.31247
atg,2013,903429235.04493
atg,2014,925033065.48603
atg,2015,853391541.39285
atg,2016,923580934.55122
atg,2017,970767344.49899
atg,2018,1132905850.88716
atg,2019,1181449996.29629
atg,2020,752635320.37037
atg,2021,867846284.44444
atg,2022,1227402209.62963
atg,2023,1273437475.55555
atg,2024,1282230314.44444
aus,1989,53992655425.2149
aus,1990,53371197842.9522
aus,1991,52679885810.8582
aus,1992,55168883181.38609
aus,1993,56603069408.9255
aus,1994,66750323101.7197
aus,1995,75423012737.8905
aus,1996,80376140344.99318
aus,1997,82747225907.22911
aus,1998,79601560688.5168
aus,1999,84902583708.47081
aus,2000,88268064342.9473
aus,2001,79477681918.1864
aus,2002,89216900918.4847
aus,2003,108505271568.20799
aus,2004,134090529136.465
aus,2005,152261873019.85501
aus,2006,172900787485.88901
aus,2007,209377545809.87897
aus,2008,250416085990.07001
aus,2009,208537607375.77701
aus,2010,260241947523.92496
aus,2011,317314714315.77893
aus,2012,341543728175.56403
aus,2013,322390123555.90601
aus,2014,309596498390.09894
aus,2015,272343754176.84601
aus,2016,263748648667.37201
aus,2017,293479808966.93494
aus,2018,316344571141.005
aus,2019,301132271839.22003
aus,2020,258314563165.88599
aus,2021,308268343198.59302
aus,2022,379981045953.32001
aus,2023,389211093890.73798
aus,2024,406080788709.17999
aut,2005,148885319601.90601
aut,2006,161499210428.508
aut,2007,192517910700.16296
aut,2008,215522296067.52701
aut,2009,171566654909.09799
aut,2010,185620622249.927
aut,2011,219837854014.60199
aut,2012,208352101892.48001
aut,2013,217940111601.14301
aut,2014,221866698955.95599
aut,2015,188723562586.82101
aut,2016,192624679295.68701
aut,2017,213098099604.60297
aut,2018,238604021936.50101
aut,2019,231939234223.45496
aut,2020,210166685837.707
aut,2021,265604194920.34604
aut,2022,294323502211.39093
aut,2023,293692433009.90302
aut,2024,285418845369.64801
aze,1995,1290071000
aze,1996,1778475000
aze,1997,2101118000
aze,1998,2424676000
aze,1999,1918508000
aze,2000,2023514000
aze,2001,2129929000
aze,2002,3109182000
aze,2003,4751248000
aze,2004,6200378000
aze,2005,6810443000
aze,2006,7892462000
aze,2007,9261963000
aze,2008,11220723000
aze,2009,9786925000
aze,2010,10236392000
aze,2011,15707412000
aze,2012,17393069000
aze,2013,19492843000
aze,2014,19718722000
aze,2015,18446480000
aze,2016,16526981000
aze,2017,17105068000
aze,2018,17788105739.1411
aze,2019,17890899404.4372
aze,2020,15631954897.5647
aze,2021,16431750611.3
aze,2022,21274432000
aze,2023,25016439000
aze,2024,27338808000
bdi,1985,239015831.78611
bdi,1986,268185245.38871
bdi,1987,291250271.45214
bdi,1988,280935930.76676
bdi,1989,244021008.40336
bdi,1990,318236357.48747
bdi,1991,337237776.44433
bdi,1992,319111613.22947
bdi,1993,287676085.34476
bdi,1994,266517587.69109
bdi,1995,258895128.27443
bdi,1996,138383026.51281
bdi,1997,130789814.12938
bdi,1998,164833478.80868
bdi,1999,122172429.85472
bdi,2000,150487183.2823
bdi,2001,146482340.85088
bdi,2002,147487857.00408
bdi,2003,175319502.68792
bdi,2004,232055136.70633
bdi,2005,322992765.349
bdi,2006,446930932.89886
bdi,2007,436252542.82879
bdi,2008,594245042.79854
bdi,2009,519660970.79355
bdi,2010,606742158.22623
bdi,2011,765321392.88754
bdi,2012,925325195.87229
bdi,2013,913754341.25231
bdi,2014,921397227.8645
bdi,2015,847600746.15815
bdi,2016,743922115.32371
bdi,2017,880476469.18726
bdi,2018,904825780.30796
bdi,2019,1015341730.89548
bdi,2020,1026064648.73876
bdi,2021,1165798685.94626
bdi,2022,1419095719.62193
bdi,2023,1429524776.41112
bdi,2024,1319946567.99476
bel,2002,184313948888.47198
bel,2003,207830545667.90399
bel,2004,249201224744.841
bel,2005,276542575049.66101
bel,2006,298405259746.19598
bel,2007,355319550613.10693
bel,2008,419110679600.90399
bel,2009,328683566351.21802
bel,2010,364143639834.48602
bel,2011,434267026247.34497
bel,2012,412521470054.93896
bel,2013,426777783913.948
bel,2014,435576739795.20697
bel,2015,353182611767.66296
bel,2016,372253655905.98999
bel,2017,412897593697.45599
bel,2018,453056926501.09802
bel,2019,442828453985.41089
bel,2020,411985272004.31403
bel,2021,524606701282.68402
bel,2022,570433423956.61597
bel,2023,540381896341.57599
bel,2024,534609851407.58496
ben,1974,188899535.87612
ben,1975,263516568.11178
ben,1976,269545372.55744
ben,1977,326779153.46593
ben,1978,370258498.5534
ben,1979,383872549.89098
ben,1980,420831063.49537
ben,1981,669466115.50721
ben,1982,648134350.00306
ben,1983,378784741.63116
ben,1984,384722360.73304
ben,1985,437605625.91981
ben,1986,521504248.54534
ben,1987,602588911.48849
ben,1988,457905709.62826
ben,1989,369625179.62474
ben,1990,453954038.3779
ben,1991,862950861.52952
ben,1992,746702011.3186
ben,1993,736447592.64522
ben,1994,632907831.56112
ben,1995,894695999.8794
ben,1996,743679000.40537
ben,1997,749217657.65573
ben,1998,764012109.85519
ben,1999,850797196.30302
ben,2000,709500056.73865
ben,2001,745573033.64691
ben,2002,891892739.48957
ben,2003,1075077508.30162
ben,2004,1131195482.73006
ben,2005,1145050970.7727
ben,2006,1399198211.50936
ben,2007,2105112868.36923
ben,2008,2409445964.50658
ben,2009,2242650965.65971
ben,2010,2292106207.74944
ben,2011,2307247386.32657
ben,2012,2587098622.64956
ben,2013,3355646086.69524
ben,2014,4164583846.31828
ben,2015,3493292685.25527
ben,2016,3715712760.03162
ben,2017,4017845451.13088
ben,2018,4668665792.69963
ben,2019,4306601255.17939
ben,2020,3941918100.01225
ben,2021,4925419324.42074
ben,2022,5295687243.63988
ben,2023,6189368965.59927
bfa,2005,1394223500.42174
bfa,2006,1451816227.7208
bfa,2007,1703724515.26369
bfa,2008,2362132067.55668
bfa,2009,1949629645.01079
bfa,2010,2559213185.51877
bfa,2011,3516196991.49695
bfa,2012,3874665440.42771
bfa,2013,4755791453.49325
bfa,2014,4329809140.3319
bfa,2015,3772269742.98739
bfa,2016,4068434281.95259
bfa,2017,4629393892.1884
bfa,2018,5166928038.8901
bfa,2019,5023151867.42185
bfa,2020,4778831228.26876
bfa,2021,5835051726.0013
bfa,2022,6760734649.25922
bfa,2023,6834128285.64756
bgd,1976,947869209.93361
bgd,1977,1203948393.86613
bgd,1978,1592743646.66768
bgd,1979,2097981212.36143
bgd,1980,2834015338.53334
bgd,1981,2898256086.48137
bgd,1982,2660816869.93373
bgd,1983,2335792926.31739
bgd,1984,2818017935.19368
bgd,1985,2764371890.62775
bgd,1986,2803726494.24526
bgd,1987,2939820628.24878
bgd,1988,3347529944.74004
bgd,1989,4026495196.77719
bgd,1990,3959810706.32955
bgd,1991,3769730613.63806
bgd,1992,4142568971.95168
bgd,1993,4589425004.07468
bgd,1994,5375556822.54406
bgd,1995,7588597247.81111
bgd,1996,7450640620.08508
bgd,1997,7834422840.31881
bgd,1998,7952812742.283
bgd,1999,8932237754.38875
bgd,2000,9673134659.72593
bgd,2001,9654915991.55891
bgd,2002,9119863647.06223
bgd,2003,11069917827.3672
bgd,2004,12972304903.622
bgd,2005,14708233720.9777
bgd,2006,16783829628.5402
bgd,2007,19553271066.6028
bgd,2008,25167716111.24651
bgd,2009,23072754539.6883
bgd,2010,29470808767.9071
bgd,2011,37878113521.73289
bgd,2012,37748953827.5089
bgd,2013,41568397953.9145
bgd,2014,45176624645.7085
bgd,2015,45575754269.18111
bgd,2016,48167978223.7146
bgd,2017,56764922839.7063
bgd,2018,65585208867.4853
bgd,2019,64233645990.97649
bgd,2020,56776357566.2635
bgd,2021,85298706306.62061
bgd,2022,93634992762.09441
bgd,2023,73172264133.41699
bgd,2024,76047291240.783
bgr,1980,7994000000
bgr,1981,9043000000
bgr,1982,8814000000
bgr,1983,9833000000
bgr,1984,10430000000
bgr,1985,11472000000
bgr,1986,10676000000
bgr,1987,11969000000
bgr,1988,10545000000
bgr,1989,9745000000
bgr,1990,8027000000
bgr,1991,4254800000
bgr,1992,5333900000
bgr,1993,5841200000
bgr,1994,5198000000
bgr,1995,6501900000
bgr,1996,5948500000
bgr,1997,4272600000
bgr,1998,5989328638.58022
bgr,1999,6561485116.8235
bgr,2000,7669790651.7925
bgr,2001,8575678045.40752
bgr,2002,8752266141.88648
bgr,2003,12085983124.1152
bgr,2004,16838282105.0906
bgr,2005,20608218378.9151
bgr,2006,26235088173.9508
bgr,2007,35243220018.66869
bgr,2008,41066443559.21269
bgr,2009,27187707844.4708
bgr,2010,26931050000
bgr,2011,33861000000
bgr,2012,34550390000
bgr,2013,36365740000
bgr,2014,37167960000
bgr,2015,31923350000
bgr,2016,31747300000
bgr,2017,37207300000
bgr,2018,41784100000
bgr,2019,41751200000
bgr,2020,38182690000
bgr,2021,49999210000
bgr,2022,62261400000
bgr,2023,59157520000
bgr,2024,61044330000
bhr,1975,1269279396.3825
bhr,1976,1753289845.36946
bhr,1977,2133198539.44951
bhr,1978,2216008815.38252
bhr,1979,2464509625.07846
bhr,1980,3461271054.65443
bhr,1981,4169414904.70589
bhr,1982,3897606393.34469
bhr,1983,3435106392.11464
bhr,1984,3686702131.74501
bhr,1985,3284574468.0851
bhr,1986,2491755319.14893
bhr,1987,2967287234.04255
bhr,1988,2863297872.34042
bhr,1989,3376595744.68085
bhr,1990,3998670212.76595
bhr,1991,4414893617.02127
bhr,1992,4596276595.74468
bhr,1993,4198138418.82933
bhr,1994,4119149319.60166
bhr,1995,4122340745.30569
bhr,1996,4649734444.45842
bhr,1997,4413032325.6812
bhr,1998,3950532308.89617
bhr,1999,4168743156.5128
bhr,2000,5132052260.63829
bhr,2001,4794828377.65957
bhr,2002,5623879308.51063
bhr,2003,6205060319.14893
bhr,2004,8170430744.68085
bhr,2005,10286968085.1063
bhr,2006,11559042553.1914
bhr,2007,12626329787.234
bhr,2008,16276329787.234
bhr,2009,11353989361.7021
bhr,2010,13095478723.4042
bhr,2011,13884308510.6383
bhr,2012,25749202127.6595
bhr,2013,28331382978.7234
bhr,2014,26548936170.2127
bhr,2015,22301861702.1276
bhr,2016,21088031914.8936
bhr,2017,23872074468.08509
bhr,2018,27048670212.7659
bhr,2019,25703457446.8085
bhr,2020,23727925531.9148
bhr,2021,27995744680.851
bhr,2022,33066489361.7021
bhr,2023,32373670212.7659
bhr,2024,33044414893.617
bhs,1976,526800000
bhs,1977,598700000
bhs,1978,664800000
bhs,1979,825300000
bhs,1980,1064500000
bhs,1981,1107300000
bhs,1982,1100600000
bhs,1983,1195900000
bhs,1984,1223700000
bhs,1985,1317000000
bhs,1986,1358600000
bhs,1987,1460000000
bhs,1988,1474100000
bhs,1989,1653800000
bhs,1990,1653000000
bhs,1991,1595400000
bhs,1992,1499800000
bhs,1993,1497940000
bhs,1994,1641000000
bhs,1995,1795800000
bhs,1996,2003200000
bhs,1997,2246700000
bhs,1998,2728000000
bhs,1999,2610800000
bhs,2000,3008780000
bhs,2001,2777400000
bhs,2002,2765182099.007
bhs,2003,2850980000
bhs,2004,3138120000
bhs,2005,3663841123
bhs,2006,4377370000
bhs,2007,4536512197.24422
bhs,2008,4601942975.031
bhs,2009,3731856000
bhs,2010,3772597000
bhs,2011,4258073000
bhs,2012,4923126000
bhs,2013,4794212000
bhs,2014,5072062577.81294
bhs,2015,4231893853.02474
bhs,2016,4467158618.67312
bhs,2017,4921466372.68992
bhs,2018,5116303392.15296
bhs,2019,4839615592.66949
bhs,2020,3410801038.6226
bhs,2021,4947151733.42411
bhs,2022,5842673853.30861
bhs,2023,6272824146.41882
bhs,2024,7068647425.81439
bih,1998,4049400645.87216
bih,1999,4413355745.54803
bih,2000,4157308314.20552
bih,2001,4361039628.06175
bih,2002,4754511940.60535
bih,2003,6020432305.71997
bih,2004,7088578819.9321
bih,2005,7889800369.32246
bih,2006,8146122041.48656
bih,2007,8949609589.664
bih,2008,11398156345.6842
bih,2009,8624862466.83688
bih,2010,8794058842.55383
bih,2011,10415664866.1772
bih,2012,9601845431.55979
bih,2013,9857989030.6103
bih,2014,10505625445.2291
bih,2015,8720639356.80087
bih,2016,8960591907.39837
bih,2017,10372840125.2054
bih,2018,11555954901.6062
bih,2019,11155950546.7397
bih,2020,9725903226.09923
bih,2021,12738981524.7285
bih,2022,15165887707.9351
bih,2023,15373986712.5656
bih,2024,16078055946.1553
blr,1993,2634800000
blr,1994,3199100000
blr,1995,5752400000
blr,1996,7274500000
blr,1997,8690500000
blr,1998,8116600000
blr,1999,6655200000
blr,2000,7614900000
blr,2001,8466900000
blr,2002,9077600000
blr,2003,11573900000
blr,2004,16470800000
blr,2005,17194700000
blr,2006,23061400000
blr,2007,29683300000
blr,2008,40890600000
blr,2009,29938600000
blr,2010,36820900000
blr,2011,47768300000
blr,2012,49075200000
blr,2013,46412100000
blr,2014,43819700000
blr,2015,32721700000
blr,2016,29992500000
blr,2017,36495300000
blr,2018,41338700000
blr,2019,42377900000
blr,2020,35235600000
blr,2021,45485063302.92001
blr,2022,42437568374.43
blr,2023,47496513462.41
blr,2024,51045563939.92
blz,1984,145700000
blz,1985,141350000
blz,1986,148450000
blz,1987,172900000
blz,1988,214600000
blz,1989,251000000
blz,1990,248400000
blz,1991,291800000
blz,1992,326100000
blz,1993,343000000
blz,1994,319812500
blz,1995,325501500
blz,1996,320855000
blz,1997,374555000
blz,1998,389907500
blz,1999,470117856.07
blz,2000,590264235
blz,2001,588197828.25009
blz,2002,620312118.59445
blz,2003,651436214.74354
blz,2004,612145112.86872
blz,2005,703006124.96231
blz,2006,750032179.99896
blz,2007,802873967.51828
blz,2008,957814500.91444
blz,2009,782258955.29969
blz,2010,809614500.36417
blz,2011,949258328.64471
blz,2012,1025051457.53498
blz,2013,1083698144.5787
blz,2014,1150123056.66305
blz,2015,1182622393.21082
blz,2016,1131810776.67718
blz,2017,1087886311.08089
blz,2018,1155093354.25484
blz,2019,1203192598.79455
blz,2020,901818661.9309
blz,2021,1249449577.80179
blz,2022,1573571150.24019
blz,2023,1573207837.17389
blz,2024,1724464794.37517
bmu,2006,1956250000
bmu,2007,2280968303.30304
bmu,2008,2200703014.96861
bmu,2009,2048524193.3552
bmu,2010,2001353895.02782
bmu,2011,1797243647.17642
bmu,2012,1798961253.69163
bmu,2013,1906969069.76281
bmu,2014,1956585395.40081
bmu,2015,1828003106.68187
bmu,2016,1923976651.46222
bmu,2017,2044357675.03335
bmu,2018,2197111579.21191
bmu,2019,2223822427.79778
bmu,2020,1723367796.60359
bmu,2021,1924887635.3979
bmu,2022,2235356720.49132
bmu,2023,2299821730.57621
bol,1976,659400000
bol,1977,760900000
bol,1978,948100000
bol,1979,1130900000
bol,1980,832900000
bol,1981,1147500000
bol,1982,717700000
bol,1983,740600000
bol,1984,665800000
bol,1985,708900000
bol,1986,842300000
bol,1987,916500000
bol,1988,845700000
bol,1989,1027700000
bol,1990,1086200000
bol,1991,1115400000
bol,1992,1351800000
bol,1993,1433400000
bol,1994,1352800000
bol,1995,1573900000
bol,1996,1731420000
bol,1997,2062340000
bol,1998,2200000000
bol,1999,1988700000
bol,2000,2077840000
bol,2001,1979443800
bol,2002,2071995000
bol,2003,2048112825
bol,2004,2330953949.03138
bol,2005,2864544535.46999
bol,2006,3456895454.94311
bol,2007,4140205094.64
bol,2008,5778115001
bol,2009,5155790000
bol,2010,6155587585.3598
bol,2011,8777100051.22007
bol,2012,9918911256.56144
bol,2013,11060683460.1936
bol,2014,12918588167.9525
bol,2015,11907150275.2597
bol,2016,10788701064.583
bol,2017,11762009850.4516
bol,2018,12391416914.1397
bol,2019,11957287652.0878
bol,2020,8062431819.94503
bol,2021,10176661278.5517
bol,2022,13464956648.0172
bol,2023,12988201565.4166
bol,2024,11499795326.0735
bra,1975,14546000000
bra,1976,14950000000
bra,1977,14816000000
bra,1978,16705000000
bra,1979,21760000000
bra,1980,27826000000
bra,1981,27229000000
bra,1982,24792000000
bra,1983,19560000000
bra,1984,17612000000
bra,1985,16958000000
bra,1986,18433000000
bra,1987,19368000000
bra,1988,19907000000
bra,1989,24180000000
bra,1990,28184000000
bra,1991,28251000000
bra,1992,27984000000
bra,1993,34856000000
bra,1994,43495000000
bra,1995,63293000000
bra,1996,66018000000
bra,1997,78338152969.47
bra,1998,76848771914.09999
bra,1999,64486936790.8499
bra,2000,74154509783.19991
bra,2001,73882068899.28209
bra,2002,63069252159.8444
bra,2003,64999885841.5455
bra,2004,81816871629.7971
bra,2005,99502273115.7075
bra,2006,121986817260.58501
bra,2007,160146992716.45901
bra,2008,224219389453.53705
bra,2009,176403920775.26999
bra,2010,250626841424.66
bra,2011,308669003817.72998
bra,2012,311817747488.88
bra,2013,333725054323.13
bra,2014,327260741679.23999
bra,2015,251813628223.73001
bra,2016,209432337022.63
bra,2017,235487347298.63
bra,2018,268541953902.85001
bra,2019,267739721657.16
bra,2020,227197937735.04001
bra,2021,300091288303.56
bra,2022,370849026421.70001
bra,2023,340714315008.46002
bra,2024,377252765435.65997
brb,1967,88933263.15086
brb,1968,100863286.06657
brb,1969,118233153.31628
brb,1970,140939559.63133
brb,1971,148745242.10926
brb,1972,168601302.38739
brb,1973,194308913.81614
brb,1974,225166618.92431
brb,1975,245653656.15042
brb,1976,271908477.575
brb,1977,310747053.45
brb,1978,363744795.05
brb,1979,471245441.635
brb,1980,597212207.5
brb,1981,656453805
brb,1982,646251345
brb,1983,703564542.5
brb,1984,741219210
brb,1985,694108882.5
brb,1986,697309072.96718
brb,1987,647735365.17206
brb,1988,692912672.37434
brb,1989,810484951.35513
brb,1990,829063216.78672
brb,1991,808654656.48118
brb,1992,645570488.2975
brb,1993,734165338.08148
brb,1994,786820235.56455
brb,1995,971739808.74644
brb,1996,1049083344.93346
brb,1997,1219695015.51375
brb,1998,1268070765.98172
brb,1999,1352544028.39325
brb,2000,1456567490.1806
brb,2001,1355697481.80908
brb,2002,1378265254.52749
brb,2003,1568788724.65202
brb,2004,1752699051.41916
brb,2005,2021623134.79097
brb,2006,2109569941.48846
brb,2007,2253711148.17555
brb,2008,2446171001.998
brb,2009,1976126368.75802
brb,2010,2154021671.91327
brb,2011,2232917294.07122
brb,2012,2207997628.36363
brb,2013,2406259428.38302
brb,2014,2311759360.73238
brb,2015,2243125872.34457
brb,2016,2238221678.59268
brb,2017,2212869159.9952
brn,2001,2136671521.87425
brn,2002,2356572263.93869
brn,2003,2291723481.83411
brn,2004,2413285550.2976
brn,2005,2521930492.61065
brn,2006,2801883155.19973
brn,2007,3308625079.98767
brn,2008,4260183204.5149
brn,2009,3716618335.43372
brn,2010,3837233033.62611
brn,2011,5574691975.78067
brn,2012,6755524681.93203
brn,2013,7770945990.59223
brn,2014,5854763563.27695
brn,2015,4869795669.44914
brn,2016,4302942619.46799
brn,2017,4320510018.7501
brn,2018,5681696874.53474
brn,2019,6805793041.86536
brn,2020,6382221489.69155
brn,2021,9217173284.64902
brn,2022,10099328323.22
brn,2023,9076993656.36817
brn,2024,9110495537.87366
btn,2006,499404590.82078
btn,2007,586338985.14359
btn,2008,765638698.33245
btn,2009,682167104.08782
btn,2010,935242365.26386
btn,2011,1304563282.31485
btn,2012,1207864101.80281
btn,2013,1100836334.08711
btn,2014,1118360105.74212
btn,2015,1203680778.21719
btn,2016,1237308411.57471
btn,2017,1234918506.57474
btn,2018,1248481206.68372
btn,2019,1229725205.66464
btn,2020,1188476132.66999
btn,2021,1026515610.03611
btn,2022,1581323680.0321
btn,2023,1770172929.7312
btn,2024,1512981737.24698
bwa,1975,257198133.12149
bwa,1976,258635064.9562
bwa,1977,316285934.89587
bwa,1978,396905418.1718
bwa,1979,597173029.9922
bwa,1980,818424524.19624
bwa,1981,898847310.96601
bwa,1982,761415774.25691
bwa,1983,824668335.08545
bwa,1984,773660375.28165
bwa,1985,624261961.99313
bwa,1986,763379428.55754
bwa,1987,1007301726.43566
bwa,1988,1225700164.74464
bwa,1989,1413032913.77551
bwa,1990,1986867984.22796
bwa,1991,1986488959.82798
bwa,1992,1916695303.89031
bwa,1993,1781001413.49318
bwa,1994,1676236210.70267
bwa,1995,2049666811.75765
bwa,1996,1811342289.21473
bwa,1997,2365138797.45697
bwa,1998,2505543697.4074
bwa,1999,2391512706.44523
bwa,2000,2320508163.56862
bwa,2001,2066467209.72366
bwa,2002,2080670428.7304
bwa,2003,2711919994.61243
bwa,2004,3613018155.0261
bwa,2005,3444555088.67933
bwa,2006,3364319179.80206
bwa,2007,4731358312.4881
bwa,2008,5734926832.58233
bwa,2009,5440773977.47835
bwa,2010,6633895052.89407
bwa,2011,8269309875.37483
bwa,2012,8867435077.75324
bwa,2013,9191467356.10983
bwa,2014,9005845771.42246
bwa,2015,8092740290.9876
bwa,2016,6915891942.68757
bwa,2017,6281640519.89969
bwa,2018,7362391277.44976
bwa,2019,7695776473.43765
bwa,2020,7553975272.28472
bwa,2021,9250044915.05276
bwa,2022,8826018703.29609
bwa,2023,7243420111.59942
