geo,time,per_sa_allsa_cov_q3_tot
cpv,2007,20.8543
cri,2008,58.87557
cri,2009,57.18199
cri,2010,52.42508
cri,2011,51.56623
cri,2012,51.14713
cri,2014,48.21887
cri,2015,56.58528
cri,2016,61.03698
cri,2017,59.20545
cri,2018,60.22351
cri,2019,59.72004
cri,2020,77.93536
dji,2002,2.95511
dji,2012,3.83395
dom,2007,10.17383
dom,2008,18.18281
dom,2009,28.73896
dom,2010,30.84201
dom,2011,29.26421
dom,2012,36.01633
dom,2013,33.74266
dom,2014,31.29328
dom,2015,26.38816
dom,2016,59.01385
dom,2017,52.58261
dom,2018,55.64986
dom,2019,48.96674
ecu,2008,63.55072
ecu,2010,73.15771
ecu,2011,37.80205
ecu,2012,74.5082
ecu,2014,78.42729
ecu,2015,77.22301
ecu,2016,73.87091
ecu,2017,76.67344
ecu,2018,17.09173
ecu,2019,18.9581
ecu,2020,37.00221
egy,2008,45.47177
egy,2017,93.96536
eth,2004,0.66718
eth,2010,12.63596
eth,2015,25.15331
eth,2018,21.62623
fji,2008,9.42963
fji,2013,32.46587
fsm,2000,7.78576
gab,2005,48.77094
gab,2017,50.16776
geo,2011,66.67813
geo,2012,63.86177
geo,2013,63.15408
geo,2014,60.23911
geo,2015,62.72786
geo,2016,62.21693
geo,2017,63.49996
geo,2018,65.01006
geo,2019,65.23059
geo,2020,65.18027
geo,2021,64.06083
gha,2012,1.46596
gha,2016,6.57555
gin,2012,1.34598
gmb,2010,8.51659
gmb,2015,2.20634
gtm,2006,55.58298
gtm,2011,70.07735
gtm,2014,66.8867
hnd,2008,51.54751
hnd,2009,48.08613
hnd,2010,54.88185
hnd,2011,52.79074
hnd,2013,61.84776
hnd,2015,47.7067
hnd,2016,32.2561
hnd,2017,40.9199
hnd,2018,15.5655
hnd,2019,9.05344
hrv,2008,18.02705
hrv,2010,21.05052
hrv,2011,15.67753
hrv,2014,19.64901
hti,2012,21.39164
hun,2007,58.81891
idn,2009,44.18265
idn,2011,56.01049
idn,2012,58.68369
idn,2014,61.25388
idn,2015,52.62662
idn,2016,52.63938
idn,2017,45.46577
idn,2018,45.44394
idn,2019,29.71999
idn,2020,27.20549
idn,2021,46.47668
ind,2004,25.78722
ind,2009,19.87728
ind,2011,93.68199
irn,2018,7.64659
irq,2006,81.68606
irq,2012,77.16591
jam,2002,26.73316
jam,2010,51.44676
jam,2017,48.02685
jor,2006,84.86148
jor,2010,75.41177
kaz,2007,26.35696
kaz,2010,32.68167
kaz,2014,66.12529
kaz,2015,29.18979
kaz,2017,23.47555
ken,2005,18.47153
ken,2015,25.83677
kgz,2006,6.33706
kgz,2011,7.79328
kgz,2012,7.64449
kgz,2013,5.80583
kgz,2019,10.71102
kgz,2020,10.37688
kir,2019,15.26887
kos,2006,5.69733
kos,2011,8.22143
kos,2012,10.92326
kos,2013,9.222
kos,2017,4.9539
lbn,2004,6.11159
lbr,2007,35.88947
lbr,2014,7.44287
lbr,2016,11.65307
lka,2006,29.61436
lka,2009,22.54622
lka,2012,24.26254
lka,2016,27.47178
lka,2019,29.96754
lso,2010,7.75271
lso,2017,76.63719
ltu,2008,59.72175
lva,2008,39.87293
lva,2009,47.89732
mar,2009,39.17182
mda,2010,32.09799
mda,2012,28.35387
mda,2013,22.06074
mda,2018,32.15355
mdv,2009,25.74966
mdv,2016,28.66075
mdv,2019,26.35113
mex,2008,13.96129
mex,2010,32.63379
mex,2012,35.3845
mex,2014,32.11967
mex,2016,43.59567
mex,2018,36.093
mex,2020,38.34747
mhl,2019,22.66613
mli,2018,39.03492
mmr,2017,9.25532
mne,2012,4.21489
mne,2013,3.92414
mne,2014,4.08016
mng,2007,85.08285
mng,2009,85.17075
mng,2010,95.62345
mng,2011,99.81177
mng,2012,99.9167
mng,2014,86.69909
mng,2016,87.74936
mng,2018,89.04809
moz,2008,5.34972
moz,2014,1.97483
mrt,2008,37.42947
mrt,2014,48.66552
mus,2006,40.311
mus,2012,43.06014
mus,2017,50.51795
mwi,2004,53.80556
mwi,2010,21.87353
mwi,2013,45.52755
mwi,2016,44.65242
mwi,2019,40.77601
mys,2008,82.6797
mys,2012,83.4836
mys,2014,94.07137
mys,2016,80.83477
nam,2003,7.6352
nam,2009,15.99265
nam,2015,43.99261
ner,2011,2.84903
ner,2014,27.95433
ner,2018,36.54396
nga,2010,1.61734
nga,2012,2.97537
nga,2015,4.37728
nga,2018,18.17876
nic,2005,49.27548
nic,2009,42.71513
nic,2014,60.3739
npl,2010,39.84687
pak,2007,2.63076
pak,2009,12.88842
pak,2013,10.87138
pak,2015,10.62228
pak,2018,9.73938
pan,2008,54.88164
pan,2009,52.67504
pan,2010,54.91413
pan,2011,49.23242
pan,2012,55.62253
pan,2013,55.36648
pan,2014,51.50627
pan,2015,70.3649
pan,2016,72.5117
pan,2017,67.42878
pan,2018,71.84764
pan,2019,70.67982
per,2008,43.61229
per,2009,61.94178
per,2010,66.72951
per,2011,62.02964
per,2012,88.18308
per,2013,57.31804
per,2014,59.75713
per,2015,63.76505
per,2016,61.36302
per,2017,62.06914
per,2018,61.6563
per,2019,61.67821
per,2020,82.50803
per,2021,91.47199
phl,2013,22.72338
phl,2015,32.09196
phl,2018,35.00646
png,2009,2.28795
pol,2005,47.75565
pol,2006,46.7002
pol,2007,45.27956
pol,2008,40.31336
pol,2009,37.59899
pol,2010,35.87431
pol,2011,36.25792
pol,2012,34.59793
pol,2015,26.82873
pol,2016,29.36192
pol,2017,34.62708
pry,2007,32.5875
pry,2008,42.40356
pry,2009,43.27046
pry,2010,52.72083
pry,2011,47.95807
pry,2012,63.9462
pry,2013,64.76058
pry,2014,62.74075
pry,2015,67.58446
pry,2016,69.63598
pry,2017,74.5742
pry,2018,72.52325
pry,2019,74.75972
pry,2020,83.7181
pse,2007,10.55346
pse,2009,11.73906
pse,2016,13.92588
rou,2008,54.61288
rou,2011,62.36919
rou,2012,62.73326
rou,2016,57.58516
rus,2007,26.16155
rus,2014,70.29518
rus,2015,69.0512
rus,2016,68.19532
rus,2017,66.94034
rwa,2005,1.82969
rwa,2010,22.49993
rwa,2013,21.81341
sdn,2009,6.63104
sen,2011,8.04845
sen,2018,32.38558
slb,2005,1.08131
sle,2011,31.41499
sle,2018,18.63959
slv,2007,27.9578
slv,2008,31.63602
slv,2009,44.69816
slv,2010,63.63076
slv,2011,60.08934
slv,2012,91.55031
slv,2014,57.6824
slv,2015,90.79897
slv,2016,91.33275
slv,2017,85.67867
slv,2018,86.36051
slv,2019,87.69122
srb,2007,9.93072
srb,2010,6.55072
srb,2013,8.62589
srb,2015,10.68255
srb,2018,8.30822
ssd,2009,6.47847
stp,2017,5.55746
svk,2009,91.83485
swz,2000,47.03581
swz,2009,56.63164
swz,2016,89.09384
tcd,2011,1.46202
tgo,2018,14.20556
tha,2006,45.66239
tha,2009,66.61704
tha,2011,65.57011
tha,2013,63.49148
tha,2017,70.77181
tha,2018,79.21829
tha,2019,80.4208
tjk,2011,12.09223
tls,2007,25.71662
tls,2011,39.07596
tun,2010,15.09956
tur,2004,29.88207
tur,2005,28.42322
tur,2006,30.0701
tur,2007,32.13446
tur,2008,35.70009
tur,2009,13.07537
tur,2010,12.38975
tur,2011,11.9204
tur,2012,9.2607
tur,2013,11.10214
tur,2014,11.72965
tur,2015,9.65386
tur,2016,10.89295
tur,2017,10.57963
tur,2018,10.13153
tur,2019,8.83654
tza,2008,11.38652
tza,2010,17.62559
tza,2012,21.46205
tza,2014,12.79832
uga,2005,8.86595
uga,2009,5.53506
uga,2012,63.42943
uga,2016,0.50935
ukr,2006,48.77441
ukr,2011,52.12155
ukr,2012,50.88791
ukr,2013,49.38921
ukr,2015,37.99347
ukr,2016,34.25167
ukr,2018,72.44792
ukr,2020,42.04981
ury,2008,42.24154
ury,2009,52.64853
ury,2010,56.6025
ury,2011,54.48165
ury,2012,57.16005
ury,2015,51.58916
ury,2016,55.41627
ury,2017,55.50601
ury,2018,56.3492
ury,2019,58.01058
ury,2020,34.15884
uzb,2018,8.12397
ven,2006,5.64161
vnm,2006,17.30592
vnm,2010,35.15236
vnm,2012,15.22057
vnm,2014,10.79252
yem,2005,13.50067
yem,2014,38.40947
zaf,2005,64.53699
zaf,2010,68.23347
zaf,2014,86.7985
zaf,2016,88.13652
zaf,2018,84.97433
zaf,2019,91.46326
zaf,2020,90.80608
zmb,2010,0.73087
zmb,2015,1.35594
zwe,2007,18.93353
zwe,2011,30.43973
zwe,2017,13.82034
zwe,2019,26.62948
