geo,time,fb_cbk_dptr_p3
egy,2019,541.63
est,2008,1698.66
est,2009,2094.54
est,2010,2005.88
est,2011,2059.95
est,2012,2147.59
est,2013,2240.36
est,2014,2314.7
est,2015,2092.36
est,2016,2158.19
est,2017,2168.5
est,2018,2140.68
est,2019,2008.66
eth,2006,66.65
eth,2007,75.2
eth,2008,78.28
eth,2009,91.08
eth,2010,103.45
eth,2011,111.18
eth,2012,136.68
gab,2008,141.71
gab,2009,143.1
gab,2010,156.83
gab,2011,171.11
gab,2012,163.4
gab,2013,205.12
geo,2004,207.14
geo,2005,353.87
geo,2006,441.51
geo,2007,495.29
geo,2008,554.81
geo,2009,598.7
geo,2010,683.47
geo,2011,732.46
geo,2012,823.49
geo,2013,806.19
geo,2014,871.57
geo,2015,897.68
geo,2016,977.56
geo,2017,1063.6
geo,2018,1182.52
geo,2019,902.31
gha,2005,176.62
gha,2006,206.66
gha,2007,217.53
gha,2008,244.01
gha,2009,267.81
gha,2010,278.52
gha,2011,340.58
gha,2012,447.63
gha,2013,448.25
gha,2014,491.93
gha,2015,583.91
gha,2016,543.57
gha,2017,614.09
gha,2018,725.21
gin,2004,18.76
gin,2005,19.89
gin,2006,28.76
gin,2007,33.57
gin,2008,36.29
gin,2009,43.15
gin,2010,50.04
gin,2011,55.87
gin,2012,64.56
gin,2013,67.29
gin,2014,75.29
gin,2015,71.86
gin,2016,69.95
gin,2017,82.94
gin,2018,86.2
gin,2019,94.47
gnb,2004,9.51
gnb,2005,13.79
gnb,2006,25.84
gnb,2007,34.88
gnb,2008,44.44
gnb,2009,61.33
gnb,2010,48.04
gnb,2011,63.09
gnb,2012,76.04
gnb,2013,63.86
gnb,2014,79.03
gnb,2015,97.75
gnb,2016,94.89
gnb,2017,118.43
gnb,2018,142.11
gnb,2019,147.12
gnq,2013,172.32
gnq,2014,189.45
gnq,2015,200.36
gnq,2016,201.05
gnq,2017,280.39
gnq,2018,302.44
gnq,2019,306.71
hrv,2010,1484.91
hrv,2011,1488.19
hrv,2012,1400.8
hrv,2013,1414.59
hrv,2014,1411.01
hrv,2015,1433.14
hrv,2016,1449.05
hrv,2017,1437.74
hrv,2018,1441.37
hrv,2019,1448.57
hti,2004,208.82
hti,2005,239.34
hti,2006,273.74
hti,2007,302.78
hti,2008,328.53
hti,2009,349.27
hti,2010,336.27
hti,2011,334.16
hti,2012,329.51
hti,2013,302.92
hti,2014,217.57
hti,2015,264.85
hti,2016,281.47
hti,2017,279.37
hti,2018,274.97
hun,2012,1031.62
hun,2013,979.98
hun,2014,1015.09
hun,2015,1024.28
hun,2016,1036.98
hun,2017,1050.29
hun,2018,1092.36
hun,2019,1254.55
isr,2008,1026.28
isr,2009,1024.47
isr,2010,1066.93
isr,2011,1055.14
isr,2012,944.02
isr,2013,951.72
isr,2014,931.48
isr,2015,1004.42
isr,2016,989.81
isr,2017,1119.52
isr,2018,1108.1
isr,2019,1072.78
ita,2004,684.6
ita,2005,679.6
ita,2006,687.19
ita,2007,696.97
ita,2012,626.5
ita,2013,659.1
ita,2014,665.73
ita,2015,684.81
ita,2016,698.5
ita,2017,667.6
ita,2018,720.6
ita,2019,684.46
kgz,2009,74.27
kgz,2010,100.69
kgz,2011,153.31
kgz,2012,202.05
kgz,2013,252.5
kgz,2014,327.82
kgz,2015,474.97
kgz,2016,513.84
kgz,2017,526.96
kgz,2018,592.63
kgz,2019,677.58
kir,2011,162.36
kir,2012,177.64
kir,2013,197.02
kos,2018,883.88
kwt,2004,1082.63
kwt,2005,1206.71
kwt,2006,1299.26
kwt,2007,1340.24
kwt,2008,1303.44
kwt,2009,1205.54
kwt,2010,1160.42
kwt,2011,1227.17
kwt,2012,1200.63
kwt,2013,1142.9
kwt,2014,1166.25
kwt,2015,1210.5
kwt,2016,1257.27
kwt,2017,1298.64
kwt,2018,1283.69
kwt,2019,1263.35
lao,2013,334.98
lao,2014,392.57
lao,2015,447.43
lao,2016,502.82
lao,2017,540.08
lao,2018,599.44
lbn,2005,667.04
lbn,2006,678.98
lbn,2007,696.18
lbn,2008,736.91
lbn,2009,766.77
lbn,2010,773.42
lbn,2011,766.64
lbn,2012,711.73
lbn,2013,647.54
lbn,2014,625.16
lbn,2015,610.97
lbn,2016,583.29
lbn,2017,578.81
lbn,2018,559.37
lbn,2019,531.64
lby,2004,654.77
lby,2005,640.62
lby,2006,627.29
lby,2007,616.38
lby,2008,611.63
lby,2009,625.52
lby,2010,637.95
lby,2011,791.94
lby,2012,866.03
lso,2004,214.05
lso,2005,258.24
lso,2006,340.86
lso,2007,210.08
lso,2008,212.08
lso,2009,223.39
lso,2010,283.5
lso,2011,354.86
lso,2012,286.48
lso,2013,316.1
lso,2014,326.29
lso,2015,348.97
lso,2016,363.52
lso,2017,385.41
lso,2018,413.86
lva,2004,943.72
lva,2005,959.24
lva,2006,1059.4
lva,2007,1204.28
lva,2008,1248.71
lva,2009,1278.77
lva,2010,1387.51
lva,2011,1274.86
lva,2012,1326.95
lva,2013,1373.75
lva,2014,1348.93
lva,2015,1326.76
lva,2016,1262.35
lva,2017,1395.59
lva,2018,1343.93
lva,2019,1252.78
mda,2004,976.08
mda,2005,1049.15
mda,2006,1120.84
mda,2007,1260.76
mda,2008,1362.5
mda,2009,1409.45
mda,2010,1501.46
mda,2011,1446.47
mda,2012,1529.21
mda,2013,1659.99
mda,2014,1541.96
mda,2015,936.72
mda,2016,1058.86
mda,2017,1162.14
mda,2018,1252.82
mda,2019,1349.99
mdg,2004,18.49
mdg,2005,20.03
mdg,2006,21.79
mdg,2007,26.39
mdg,2008,36.85
mdg,2009,39.65
mdg,2010,106.32
mdg,2011,52.26
mdg,2012,53.9
mdg,2013,59.32
mdg,2014,60.12
mdg,2015,73.39
mdg,2016,72.22
mdg,2017,79.76
mdg,2018,86.14
mdv,2004,641.33
mdv,2005,713.4
mdv,2006,770.72
mdv,2007,850.17
mdv,2008,911.08
mdv,2009,973.75
mdv,2010,978.92
mdv,2011,1073.62
mdv,2012,1003.33
mdv,2013,990.05
mdv,2014,1196.39
mdv,2015,976.76
mdv,2016,984.92
mdv,2017,944.78
mdv,2018,971.72
mdv,2019,986.13
mkd,2007,614.4
mkd,2008,766.52
mkd,2009,830.24
mkd,2010,875.23
mkd,2011,906.3
mkd,2012,933.55
mkd,2013,943.22
mkd,2014,966.93
mkd,2015,987.68
mkd,2016,996.68
mkd,2017,1026.57
mkd,2018,1024.32
mkd,2019,1038.12
mli,2004,54.87
mli,2005,57.12
mli,2006,84.04
mli,2007,71.25
mli,2008,90.43
mli,2009,86.64
mli,2010,97.4
mli,2011,124.58
mli,2012,154.72
mli,2013,144.18
mli,2014,146.01
mli,2015,137.85
mli,2016,142.98
mli,2017,163.98
mli,2018,173.66
mli,2019,174.7
mlt,2010,907
mlt,2011,954.36
mlt,2012,1000.21
mlt,2013,1143.71
mlt,2015,1962.62
mlt,2016,1870.92
mlt,2017,1832.37
mlt,2018,1279.94
mlt,2019,1261.31
mmr,2004,112.99
mmr,2005,114.51
mmr,2006,116.13
mmr,2007,119.94
mmr,2008,123.82
mmr,2009,126.2
mmr,2010,129.91
mmr,2011,122.21
mmr,2012,142.96
mmr,2013,155.56
mmr,2014,176.2
mmr,2015,197.71
mmr,2016,250.73
mmr,2017,185.64
mmr,2018,239.82
mmr,2019,341.11
mrt,2012,87.78
mrt,2013,97.78
mrt,2014,113.65
mrt,2015,132.1
mrt,2016,143.55
mrt,2017,162.68
mrt,2018,168.15
mrt,2019,177.32
mus,2015,1956.04
mus,2016,1836.51
mus,2017,1891.41
mus,2018,1876.21
mus,2019,1914.48
mwi,2007,128.27
mwi,2009,165.24
mwi,2010,190.06
mwi,2011,192.18
mwi,2012,212.76
mwi,2013,247.05
mwi,2015,106.24
mwi,2016,181.7
mwi,2017,148.32
mwi,2018,178.87
mwi,2019,169.67
mys,2013,735.05
mys,2014,766.64
mys,2015,771.59
mys,2016,755.22
mys,2017,708.83
mys,2018,705.23
mys,2019,708.41
nam,2004,103.32
nam,2005,99.54
nam,2006,144.48
nam,2007,154.82
nam,2008,156.64
nam,2009,170.09
nam,2010,169.81
nam,2011,455.68
nam,2012,670.65
nam,2013,747.53
nam,2014,881.12
nam,2015,934.49
nam,2016,913.03
nam,2017,937.02
nam,2018,1070.68
nam,2019,1154.45
ner,2004,16.25
ner,2005,11.33
ner,2006,13.49
ner,2007,18.45
ner,2008,21.76
ner,2009,23.64
ner,2010,26.2
ner,2011,30.4
ner,2012,34.94
ner,2013,40.95
ner,2014,50.31
ner,2015,49.88
ner,2016,59
ner,2017,50.97
ner,2018,53.38
ner,2019,58.33
nga,2007,296.17
nga,2008,311.85
nga,2009,464.48
nga,2010,472.65
nga,2011,504.61
nga,2012,644.44
nga,2013,650.69
nga,2014,653.35
nga,2015,667.46
nga,2016,813.92
nga,2017,923.23
nga,2018,1013.71
nic,2008,251.8
nic,2009,228.19
nic,2010,223.72
nic,2011,242.68
nic,2012,228.44
nic,2013,240.83
nic,2014,263.4
nic,2015,282.48
nic,2016,312.26
nic,2017,373.05
nic,2018,317.04
nic,2019,317.68
pak,2004,126.31
pak,2005,137.34
pak,2006,189.1
pak,2007,205.19
pak,2008,203.33
pak,2009,208.37
pak,2010,233.1
pak,2011,250.54
pak,2012,261.68
pak,2013,279.64
pak,2014,292.95
pak,2015,323.03
pak,2016,330.69
pak,2017,354.22
pak,2018,364.26
pak,2019,375.89
per,2004,336.19
per,2005,234.62
per,2006,266.44
per,2007,309.2
per,2008,370.14
per,2009,373.3
per,2010,426.38
per,2011,480.12
per,2012,547.1
per,2013,620.63
per,2014,708.29
per,2015,771.76
per,2016,840.34
per,2017,866.79
per,2018,910.55
per,2019,979.11
phl,2008,365.76
phl,2009,364.24
phl,2010,376.71
phl,2011,435.44
phl,2012,434.71
phl,2013,433.26
phl,2014,452.19
phl,2015,471.95
phl,2016,485.27
phl,2017,507.03
phl,2018,576.09
phl,2019,658.28
plw,2012,1247.69
plw,2013,1272.49
plw,2014,1312.29
plw,2015,1165.1
plw,2016,1144.3
plw,2017,1119.43
pol,2008,824.15
pol,2009,922.21
pol,2010,903.86
pol,2011,969.33
pol,2012,987.31
pol,2013,1005.06
pol,2014,1040.05
pol,2015,1072.09
pol,2016,1087.05
pol,2017,1073.84
pol,2018,1111.42
pol,2019,1147.07
pry,2005,53.35
pry,2006,55.3
pry,2007,64.3
pry,2008,79.46
pry,2009,108.24
pry,2010,129.91
pry,2011,154.57
pry,2012,176.49
pry,2013,193.79
pry,2014,209.65
pry,2015,241.68
pry,2016,261.45
pry,2017,314.35
pry,2018,534.51
pry,2019,519.47
pse,2009,577.6
pse,2010,647.29
pse,2011,626.58
pse,2012,624.81
pse,2013,592.92
pse,2014,587.53
pse,2015,567.6
pse,2016,581.1
pse,2017,591.6
pse,2018,576.36
pse,2019,602.1
qat,2004,685.15
qat,2005,720.51
qat,2006,683.22
qat,2007,635.55
qat,2008,620.79
qat,2009,574.59
qat,2010,563.4
qat,2011,579.05
qat,2012,580.69
qat,2013,621.93
qat,2014,614.11
qat,2015,666.54
qat,2016,701.37
qat,2017,736.5
qat,2018,753.25
qat,2019,773.1
rwa,2004,7.6
rwa,2005,8.93
rwa,2006,10.73
rwa,2007,24.31
rwa,2008,192.63
rwa,2009,221.01
rwa,2010,272.12
rwa,2011,173.26
rwa,2012,212.99
rwa,2013,216.87
rwa,2014,169.75
rwa,2015,148.02
rwa,2016,191.87
rwa,2017,206.57
rwa,2018,266.29
rwa,2019,261.18
sau,2004,397.75
sau,2005,461.19
sau,2006,544.69
sau,2007,583.14
sau,2008,663.02
sau,2009,722.28
sau,2010,706.03
sau,2011,710.92
sau,2012,694.43
sau,2013,735.1
sau,2014,807.63
sau,2015,920.92
sau,2016,987.34
sau,2017,1047.3
sau,2018,1075.62
sau,2019,1153.2
sen,2004,84.13
sen,2005,79.69
sen,2006,87.09
sen,2007,92.5
sen,2008,107.95
sen,2009,95.42
sen,2010,104.29
sen,2011,135.45
sen,2012,134.91
sen,2013,153.24
sen,2014,168.36
sen,2015,165.31
sen,2016,188.12
sen,2017,193
sen,2018,201.34
sen,2019,223.99
sgp,2004,1980.37
sgp,2005,1973.67
sgp,2006,1984.66
sgp,2007,1999.24
sgp,2008,2003.2
sgp,2009,1997.04
sgp,2010,2040.6
sgp,2011,2079.46
sgp,2012,2105.91
sgp,2013,2144.11
sgp,2014,2176.41
sgp,2015,2185.44
sgp,2016,2200.85
sgp,2017,2226.86
sgp,2018,2268.14
sgp,2019,2316.98
slb,2012,298.37
slb,2013,248.87
slb,2014,436.14
slb,2015,451.43
slb,2016,482.61
slb,2017,510.22
sle,2006,56.12
sle,2007,58.41
sle,2008,84.11
sle,2009,100.3
sle,2010,167.94
sle,2011,137.04
sle,2012,156.77
slv,2004,667.39
slv,2005,657.24
slv,2006,658.92
slv,2007,553.87
slv,2008,540.64
slv,2009,782.84
slv,2010,424.31
slv,2011,655.82
slv,2012,622.38
slv,2013,618.69
slv,2014,968
slv,2015,1028.24
slv,2016,1058.01
slv,2017,771.68
slv,2018,790.12
slv,2019,762.13
smr,2010,1642.99
smr,2011,1665.65
smr,2014,1707.29
smr,2015,1656.81
smr,2016,1685.61
smr,2017,1700.09
smr,2018,1694.81
smr,2019,1691.58
ssd,2011,21.89
ssd,2012,29.36
ssd,2013,40.43
ssd,2014,57.24
ssd,2015,74.17
ssd,2016,79.67
ssd,2017,81.72
ssd,2018,81.82
ssd,2019,104.95
stp,2007,271.22
stp,2008,316.6
stp,2009,357.94
stp,2010,394.11
stp,2011,443.72
stp,2012,704.95
stp,2013,728.33
stp,2014,683.64
stp,2015,877.55
stp,2016,747.93
stp,2017,775.5
stp,2018,793.27
sur,2015,1082.66
sur,2016,1255.55
sur,2017,1153.09
sur,2018,1310.08
sur,2019,1477.42
swz,2004,361.12
swz,2005,380.54
swz,2006,396.87
swz,2007,400.37
swz,2008,473.47
swz,2009,515.9
swz,2010,513.81
swz,2011,525.38
swz,2012,572.8
swz,2013,507.97
swz,2014,553.04
swz,2015,584.67
swz,2016,556.75
swz,2017,611.95
swz,2018,472.45
syc,2004,277.04
syc,2005,497.06
syc,2006,524.63
syc,2007,573.06
syc,2008,598.36
syc,2009,672.98
syc,2010,702.26
syc,2011,737.09
syc,2012,1028.2
syc,2013,1704.08
syc,2014,1675.49
syc,2015,1742.2
syc,2016,1765.06
syc,2017,1824.18
syc,2018,1848.59
syc,2019,2424.75
syr,2008,195.45
syr,2009,207.53
syr,2010,205.84
syr,2011,208.8
syr,2012,207.64
syr,2013,212
tcd,2013,24.61
tcd,2014,26.77
tcd,2015,29.92
tcd,2016,31.3
tcd,2017,29.75
tcd,2018,42.42
tcd,2019,39.16
tgo,2004,81.38
tgo,2005,58.34
tgo,2006,64.04
tgo,2007,72.99
tgo,2008,213.34
tgo,2009,197.27
tgo,2010,158.83
tgo,2011,157.23
tgo,2012,156.92
tgo,2013,168
tgo,2014,248.41
tgo,2015,235.8
tgo,2016,219.65
tgo,2017,230.96
tgo,2018,216.34
tgo,2019,230.93
tha,2006,960.04
tha,2007,1009.41
tha,2008,1023.7
tha,2009,1036.33
tha,2010,1071.57
tha,2011,1127.83
tha,2012,1118.58
tha,2013,1149.95
tha,2014,1171.48
tha,2015,1188.67
tha,2016,1211.91
tha,2017,1267.81
tha,2018,1281.21
tha,2019,1327.43
tjk,2004,171.8
tjk,2005,196.55
tjk,2006,323.29
tjk,2007,239.08
tjk,2008,237.36
tjk,2009,328.7
tjk,2010,370.3
tjk,2011,415.26
tjk,2012,558.57
tjk,2013,711.87
tjk,2014,998.57
tjk,2015,1209.29
tjk,2016,1053.82
tjk,2017,791.9
tjk,2018,804.41
tls,2004,62.18
tls,2005,69.55
tls,2006,69.88
tls,2007,81.12
tls,2008,113.35
tls,2009,135.2
tls,2010,155.73
tls,2011,261.06
tls,2012,374.08
tls,2013,377.36
tls,2014,450.66
tls,2015,543.18
tls,2016,495.85
tls,2017,544
tls,2018,510.65
tls,2019,535.99
ton,2016,988.99
ton,2017,1120.41
ton,2018,761.23
tun,2005,620.26
tun,2006,615.17
tun,2007,627.5
tun,2008,644.27
tun,2009,671.4
tun,2010,700.51
tun,2011,752.71
tun,2012,805.82
tun,2013,836.29
tun,2014,867.54
tun,2015,951.84
tun,2016,990.82
tun,2017,1032.73
tun,2018,1068.7
tur,2005,1412.71
tur,2006,1418.96
tur,2007,1391.9
tur,2008,1299
tur,2009,1281.27
tur,2010,881.63
tur,2011,910.75
tur,2012,919.72
tur,2013,977.11
tur,2014,966.12
tur,2015,1031.01
tur,2016,1208.23
tur,2017,1345.89
tur,2018,1463.39
tur,2019,1593.94
tza,2006,153.69
tza,2007,166.2
tza,2008,180.81
tza,2009,159.15
tza,2010,195.08
tza,2011,216.16
tza,2012,224.83
tza,2013,226.01
tza,2014,245.27
tza,2015,272.67
uga,2004,90.84
uga,2005,100.71
uga,2006,115.97
uga,2007,113.09
uga,2008,156.69
uga,2009,175.43
uga,2010,194.34
uga,2011,181.49
uga,2012,205.2
uga,2013,190.69
uga,2014,201.22
uga,2015,210.23
uga,2016,252.86
uga,2017,364.29
uga,2018,292.3
uga,2019,290.4
ukr,2005,2705.55
ukr,2006,2859.69
ukr,2007,3010.98
ukr,2008,3102.43
ukr,2009,3214.83
ukr,2010,3238.33
ukr,2011,3353.44
ukr,2012,3383.36
ukr,2013,1917.78
ukr,2014,1944.53
ukr,2015,1823.14
ukr,2016,1618.27
ukr,2017,1675.52
ukr,2018,1509.77
ukr,2019,1657.57
ury,2005,339.49
ury,2006,414.52
ury,2007,444.07
ury,2008,500.7
ury,2009,535.49
ury,2010,604.96
ury,2011,627.4
ury,2012,669.05
ury,2013,741.92
ury,2014,870.64
ury,2015,866.61
ury,2016,879.64
ury,2017,958.3
ury,2018,1044.37
ury,2019,1086.72
uzb,2004,244.51
uzb,2005,296.06
uzb,2006,310.54
uzb,2007,332.85
uzb,2008,384.78
uzb,2009,401.31
uzb,2010,441.83
uzb,2011,416.89
uzb,2012,441.12
uzb,2013,520.1
uzb,2014,592.02
uzb,2015,609.02
uzb,2016,701.12
uzb,2017,785.91
uzb,2018,819.5
uzb,2019,809.05
ven,2005,878.54
ven,2006,1051.13
ven,2007,1207.25
ven,2008,1198.34
ven,2009,1207.47
ven,2010,1196.83
ven,2011,1368.4
ven,2012,1541.82
ven,2013,1713.86
ven,2014,1753.04
ven,2015,1924.98
vut,2014,662.36
vut,2015,704.04
vut,2016,719.15
vut,2017,604.54
vut,2018,596.02
vut,2019,652.84
wsm,2004,403.21
wsm,2005,514.53
wsm,2006,567.84
wsm,2007,568.14
wsm,2008,675.77
wsm,2009,708.9
wsm,2010,713.71
wsm,2011,804.93
wsm,2012,868.57
wsm,2013,983.82
wsm,2014,948.64
wsm,2015,949.2
wsm,2016,951.58
wsm,2017,1020.14
wsm,2018,1113.69
yem,2004,56.06
yem,2005,66.12
yem,2006,75.07
yem,2007,76.75
yem,2008,85.76
yem,2009,104.47
yem,2010,85.29
yem,2011,88.01
yem,2012,114.9
yem,2013,114.77
yem,2014,118.54
yem,2015,113.32
zmb,2004,12.77
zmb,2005,16.43
zmb,2006,21.98
zmb,2007,24.63
zmb,2008,27.32
zmb,2009,26.87
zmb,2010,133.07
zmb,2011,150.84
zmb,2012,189.04
zmb,2013,258.21
zmb,2014,288.98
zmb,2015,305.9
zmb,2016,317.85
zmb,2017,331.93
zmb,2018,297.14
zmb,2019,233.05
zwe,2004,518.42
zwe,2005,518.35
zwe,2006,514.22
zwe,2007,200.65
zwe,2008,218.14
zwe,2009,93.98
zwe,2010,167.4
zwe,2011,83.82
zwe,2012,90.27
zwe,2013,89.04
zwe,2014,100.24
zwe,2015,93.02
zwe,2016,287.25
zwe,2017,466.67
zwe,2018,582.49
zwe,2019,641.01
