geo,time,dc_dac_deul_cd
arg,1973,10460000.03815
arg,1974,9550000.19073
arg,1975,8029999.73297
arg,1976,8720000.26703
arg,1977,10010000.22888
arg,1978,10279999.73297
arg,1979,14000000
arg,1980,18129999.16077
arg,1981,15760000.22888
arg,1982,16559999.46594
arg,1983,16750000
arg,1984,9869999.88556
arg,1985,12640000.34332
arg,1986,26020000.45776
arg,1987,22319999.69482
arg,1988,29270000.45776
arg,1989,21290000.91553
arg,1990,40569999.69482
arg,1991,29920000.07629
arg,1992,45869998.93188
arg,1993,34159999.84741
arg,1994,31540000.91553
arg,1995,20479999.54224
arg,1996,10300000.19073
arg,1997,10760000.22888
arg,1998,17959999.08447
arg,1999,11619999.88556
arg,2000,7400000.09537
arg,2001,9229999.54224
arg,2002,13079999.92371
arg,2003,16850000.38147
arg,2004,10869999.88556
arg,2005,13000000
arg,2006,10920000.07629
arg,2007,11930000.30518
arg,2008,22120000.83923
arg,2009,22700000.76294
arg,2010,21930000.30518
arg,2011,21840000.15259
arg,2012,21405689.2395
arg,2013,19569375.99182
arg,2014,20474218.36853
arg,2015,41888561.24878
arg,2016,4115367.8894
arg,2017,10925839.42413
arg,2018,11136137.96234
arg,2019,9349047.66083
arg,2020,23235721.58813
arg,2021,11611890.79285
arg,2022,5885783.1955
arg,2023,-3144395.11299
arm,1993,469999.99881
arm,1994,2440000.05722
arm,1995,4659999.84741
arm,1996,6699999.80927
arm,1997,4110000.13351
arm,1998,5079999.92371
arm,1999,6860000.13351
arm,2000,8920000.07629
arm,2001,16799999.23706
arm,2002,19940000.53406
arm,2003,13920000.07629
arm,2004,18719999.31335
arm,2005,29979999.54224
arm,2006,16649999.61853
arm,2007,22530000.68665
arm,2008,27909999.84741
arm,2009,30989999.77112
arm,2010,16719999.31335
arm,2011,40930000.30518
arm,2012,44846538.5437
arm,2013,28474538.8031
arm,2014,31835062.02698
arm,2015,8977194.78607
arm,2016,27592115.40222
arm,2017,72871292.11426
arm,2018,74837089.53857
arm,2019,57021770.47729
arm,2020,2782026.05247
arm,2021,54438446.04492
arm,2022,126552642.82227
arm,2023,11006495.47577
atg,1981,9999.99978
atg,1982,29999.99933
atg,1986,29999.99933
atg,1987,29999.99933
atg,1988,19999.99955
atg,1989,159999.99642
atg,1990,90000.00358
atg,1991,29999.99933
atg,1992,29999.99933
atg,1993,9999.99978
atg,1994,50000.00075
atg,1995,9999.99978
atg,1997,39999.99911
atg,1998,9999.99978
atg,1999,9999.99978
atg,2003,9999.99978
atg,2004,9999.99978
atg,2008,9999.99978
atg,2010,9999.99978
atg,2011,39999.99911
atg,2012,12609.00032
atg,2013,4856.99996
atg,2016,5838.00022
atg,2017,25451.99916
atg,2018,15976.00058
atg,2020,4842.99986
aze,1993,819999.99285
aze,1994,2109999.8951
aze,1995,5820000.17166
aze,1996,4130000.11444
aze,1997,3630000.11444
aze,1998,15260000.22888
aze,1999,19200000.76294
aze,2000,9170000.07629
aze,2001,6809999.94278
aze,2002,9829999.92371
aze,2003,13579999.92371
aze,2004,16959999.08447
aze,2005,19110000.61035
aze,2006,12010000.22888
aze,2007,24270000.45776
aze,2008,26430000.30518
aze,2009,42650001.52588
aze,2010,15869999.88556
aze,2011,13829999.92371
aze,2012,6255605.22079
aze,2013,-2221328.0201
aze,2014,33528888.70239
aze,2015,11609848.02246
aze,2016,3576220.98923
aze,2017,281334.99622
aze,2018,9415076.2558
aze,2019,26811136.24573
aze,2020,20970689.77356
aze,2021,-10597702.98004
aze,2022,-870428.9794
aze,2023,1890238.04665
bdi,1962,9999.99978
bdi,1963,19999.99955
bdi,1964,170000.00179
bdi,1965,50000.00075
bdi,1966,500000
bdi,1967,699999.98808
bdi,1968,680000.00715
bdi,1969,560000.00238
bdi,1970,479999.98927
bdi,1971,439999.99762
bdi,1972,629999.99523
bdi,1973,980000.01907
bdi,1974,1250000
bdi,1975,1539999.96185
bdi,1976,2190000.05722
bdi,1977,3779999.97139
bdi,1978,6250000
bdi,1979,6289999.96185
bdi,1980,10039999.96185
bdi,1981,11939999.58038
bdi,1982,14289999.96185
bdi,1983,19750000
bdi,1984,14159999.84741
bdi,1985,12619999.88556
bdi,1986,14239999.77112
bdi,1987,16229999.54224
bdi,1988,14369999.88556
bdi,1989,20709999.08447
bdi,1990,30399999.61853
bdi,1991,25680000.30518
bdi,1992,20819999.69482
bdi,1993,25399999.61853
bdi,1994,27680000.30518
bdi,1995,30940000.53406
bdi,1996,13819999.69482
bdi,1997,6130000.11444
bdi,1998,4989999.77112
bdi,1999,1690000.05722
bdi,2000,3019999.98093
bdi,2001,3250000
bdi,2002,2710000.03815
bdi,2003,4780000.20981
bdi,2004,10369999.88556
bdi,2005,11359999.65668
bdi,2006,14539999.96185
bdi,2007,23020000.45776
bdi,2008,23129999.16077
bdi,2009,27899999.61853
bdi,2010,29459999.08447
bdi,2011,32900001.52588
bdi,2012,24055866.24146
bdi,2013,24813419.34204
bdi,2014,25851171.49353
bdi,2015,17418207.16858
bdi,2016,46090675.354
bdi,2017,32866344.4519
bdi,2018,33344936.37085
bdi,2019,37390407.56226
bdi,2020,34294605.25513
bdi,2021,30846206.66504
bdi,2022,25533538.81836
bdi,2023,18952440.26184
ben,1962,39999.99911
ben,1963,1220000.02861
ben,1964,1590000.03338
ben,1965,219999.99881
ben,1966,500000
ben,1967,540000.02146
ben,1968,300000.01192
ben,1969,189999.99762
ben,1970,879999.99523
ben,1971,6050000.19073
ben,1972,1269999.98093
ben,1973,1649999.97616
ben,1974,2170000.07629
ben,1975,4349999.90463
ben,1976,3769999.98093
ben,1977,2789999.96185
ben,1978,4849999.90463
ben,1979,10350000.38147
ben,1980,10279999.73297
ben,1981,11260000.22888
ben,1982,13699999.80927
ben,1983,11680000.30518
ben,1984,11850000.38147
ben,1985,15489999.77112
ben,1986,26819999.69482
ben,1987,30870000.83923
ben,1988,28290000.91553
ben,1989,29219999.31335
ben,1990,27780000.68665
ben,1991,24639999.38965
ben,1992,40279998.7793
ben,1993,47540000.91553
ben,1994,31079999.92371
ben,1995,51369998.93188
ben,1996,22389999.38965
ben,1997,20260000.22888
ben,1998,32349998.47412
ben,1999,27350000.38147
ben,2000,21719999.31335
ben,2001,21870000.83923
ben,2002,24010000.22888
ben,2003,31260000.22888
ben,2004,24450000.76294
ben,2005,27600000.38147
ben,2006,26469999.31335
ben,2007,29579999.92371
ben,2008,46610000.61035
ben,2009,43119998.93188
ben,2010,34669998.16895
ben,2011,49500000
ben,2012,47625743.86597
ben,2013,50971237.18262
ben,2014,77705245.97168
ben,2015,38380069.73267
ben,2016,39835460.66284
ben,2017,37269706.72607
ben,2018,42104270.93506
ben,2019,45135334.01489
ben,2020,65381141.6626
ben,2021,55432079.31519
ben,2022,55511905.67017
ben,2023,55474689.48364
bfa,1963,70000.0003
bfa,1964,119999.99732
bfa,1965,-9999.99978
bfa,1966,289999.99166
bfa,1967,360000.01431
bfa,1968,1389999.98569
bfa,1969,1399999.97616
bfa,1970,740000.00954
bfa,1971,1210000.03815
bfa,1972,920000.01669
bfa,1973,3680000.06676
bfa,1974,5920000.07629
bfa,1975,13149999.61853
bfa,1976,13920000.07629
bfa,1977,13579999.92371
bfa,1978,16709999.08447
bfa,1979,27729999.54224
bfa,1980,31270000.45776
bfa,1981,32659999.84741
bfa,1982,25860000.61035
bfa,1983,14890000.34332
bfa,1984,11500000
bfa,1985,11869999.88556
bfa,1986,22930000.30518
bfa,1987,36250000
bfa,1988,43169998.16895
bfa,1989,33340000.15259
bfa,1990,45180000.30518
bfa,1991,44959999.08447
bfa,1992,47599998.47412
bfa,1993,36590000.15259
bfa,1994,37369998.93188
bfa,1995,30899999.61853
bfa,1996,41009998.32153
bfa,1997,31440000.53406
bfa,1998,42110000.61035
bfa,1999,36540000.91553
bfa,2000,22239999.77112
bfa,2001,23600000.38147
bfa,2002,19350000.38147
bfa,2003,28829999.92371
bfa,2004,38500000
bfa,2005,29700000.76294
bfa,2006,29469999.31335
bfa,2007,39900001.52588
bfa,2008,44919998.16895
bfa,2009,47500000
bfa,2010,52509998.32153
bfa,2011,43779998.7793
bfa,2012,51396686.55396
bfa,2013,44396598.81592
bfa,2014,49846229.55322
bfa,2015,47389675.14038
bfa,2016,43602554.32129
bfa,2017,41010341.64429
bfa,2018,54392127.99072
bfa,2019,77728713.98926
bfa,2020,93443336.48682
bfa,2021,69936058.04443
bfa,2022,66273574.8291
bfa,2023,62609565.73486
bgd,1972,10680000.30518
bgd,1973,53909999.84741
bgd,1974,53689998.62671
bgd,1975,68019996.64307
bgd,1976,76680000.30518
bgd,1977,51830001.83105
bgd,1978,49580001.83105
bgd,1979,86559997.55859
bgd,1980,114620002.74658
bgd,1981,101180000.30518
bgd,1982,82709999.08447
bgd,1983,35250000
bgd,1984,46119998.93188
bgd,1985,46639999.38965
bgd,1986,70900001.52588
bgd,1987,66129997.25342
bgd,1988,57409999.84741
bgd,1989,62310001.37329
bgd,1990,77269996.64307
bgd,1991,97360000.61035
bgd,1992,79050003.05176
bgd,1993,75239997.86377
bgd,1994,104870002.74658
bgd,1995,61459999.08447
bgd,1996,84040000.91553
bgd,1997,47279998.7793
bgd,1998,65089996.33789
bgd,1999,46599998.47412
bgd,2000,36680000.30518
bgd,2001,30090000.15259
bgd,2002,30040000.91553
bgd,2003,32369998.93188
bgd,2004,25200000.76294
bgd,2005,46069999.69482
bgd,2006,29139999.38965
bgd,2007,43060001.37329
bgd,2008,65889999.38965
bgd,2009,67300003.05176
bgd,2010,65050003.05176
bgd,2011,77059997.55859
bgd,2012,81626663.20801
bgd,2013,111332229.61426
bgd,2014,67863571.16699
bgd,2015,82825553.89404
bgd,2016,61082748.41309
bgd,2017,79166618.34717
bgd,2018,118797500.61035
bgd,2019,131477264.4043
bgd,2020,165784057.61719
bgd,2021,133876052.85644
bgd,2022,192403457.6416
bgd,2023,176479537.96387
bgr,1990,1450000.04768
bgr,1991,11000000
bgr,1992,8600000.38147
bgr,1993,14890000.34332
bgr,1994,20209999.08447
bgr,1995,14659999.84741
bgr,1996,24969999.31335
bgr,1997,22709999.08447
bgr,1998,29219999.31335
bgr,1999,29559999.46594
bgr,2000,29079999.92371
bgr,2001,37090000.15259
bgr,2002,49169998.16895
bgr,2003,89589996.33789
bgr,2004,106489997.86377
bhr,1978,9999.99978
bhr,1979,50000.00075
bhr,1980,9999.99978
bhr,1981,119999.99732
bhr,1982,19999.99955
bhr,1986,490000.00954
bhr,1987,29999.99933
bhr,1988,50000.00075
bhr,1989,50000.00075
bhr,1990,90000.00358
bhr,1991,29999.99933
bhr,1992,39999.99911
bhr,1993,50000.00075
bhr,1994,50000.00075
bhr,1995,79999.99821
bhr,1996,79999.99821
bhr,1997,59999.99866
bhr,1998,19999.99955
bhr,1999,29999.99933
bhr,2000,29999.99933
bhr,2001,29999.99933
bhr,2002,29999.99933
bhr,2003,50000.00075
bhr,2004,59999.99866
bhs,1974,9999.99978
bhs,1977,19999.99955
bhs,1978,9999.99978
bhs,1979,19999.99955
bhs,1980,19999.99955
bhs,1981,9999.99978
bhs,1982,9999.99978
bhs,1987,9999.99978
bhs,1993,9999.99978
bhs,1994,9999.99978
bhs,1995,29999.99933
bih,1995,335239990.23438
bih,1996,39860000.61035
bih,1997,33049999.23706
bih,1998,43680000.30518
bih,1999,65029998.7793
bih,2000,91510002.13623
bih,2001,27040000.91553
bih,2002,19420000.07629
bih,2003,21809999.46594
bih,2004,29920000.07629
bih,2005,26100000.38147
bih,2006,26680000.30518
bih,2007,29030000.68665
bih,2008,46909999.84741
bih,2009,27629999.16077
bih,2010,29950000.76294
bih,2011,32939998.62671
bih,2012,42904373.16895
bih,2013,35826694.48853
bih,2014,26213737.48779
bih,2015,23392944.33594
bih,2016,41000003.8147
bih,2017,72280174.25537
bih,2018,24122215.271
bih,2019,30102323.5321
bih,2020,60466712.95166
bih,2021,48611896.51489
bih,2022,5768537.9982
bih,2023,1825742.0063
blr,2005,13920000.07629
blr,2006,16010000.22888
blr,2007,18889999.38965
blr,2008,21299999.23706
blr,2009,21659999.84741
blr,2010,17959999.08447
blr,2011,17639999.38965
blr,2012,15711352.34833
blr,2013,13761054.039
blr,2014,14020571.70868
blr,2015,11952154.15955
blr,2016,6530945.77789
blr,2017,14551305.77087
blr,2018,14917608.26111
blr,2019,13534096.71783
blr,2020,52934680.93872
blr,2021,15036761.28387
blr,2022,12821769.71436
blr,2023,10857712.74567
blz,1974,39999.99911
blz,1975,140000.0006
blz,1976,79999.99821
blz,1982,9999.99978
blz,1984,39999.99911
blz,1985,19999.99955
blz,1986,29999.99933
blz,1987,59999.99866
blz,1988,59999.99866
blz,1989,59999.99866
blz,1990,39999.99911
blz,1991,39999.99911
blz,1992,100000.00149
blz,1993,189999.99762
blz,1994,349999.99404
blz,1995,150000.00596
blz,1996,100000.00149
blz,1997,90000.00358
blz,1998,129999.99523
blz,1999,140000.0006
blz,2000,170000.00179
blz,2001,140000.0006
blz,2002,79999.99821
blz,2003,70000.0003
blz,2004,70000.0003
blz,2005,29999.99933
blz,2006,39999.99911
blz,2007,19999.99955
blz,2008,19999.99955
blz,2009,39999.99911
blz,2010,109999.9994
blz,2011,129999.99523
blz,2012,23406.99919
blz,2013,100754.99862
blz,2014,37314.99985
blz,2015,16454.00003
blz,2016,33766.00146
blz,2017,49674.00059
blz,2018,27333.00067
blz,2019,82446.00147
blz,2020,83755.9998
blz,2021,109846.00335
blz,2022,17596.00081
blz,2023,17931.99964
bmu,1990,42080001.83105
bmu,1991,-4820000.17166
bmu,1992,-5130000.11444
bmu,1993,-4840000.15259
bmu,1994,-12500000
bmu,1995,-2170000.07629
bmu,1996,-4139999.86649
bol,1960,-400000.00596
bol,1961,70000.0003
bol,1962,2400000.09537
bol,1963,2279999.97139
bol,1964,2890000.1049
bol,1965,709999.97854
bol,1966,1080000.04292
bol,1967,1080000.04292
bol,1968,2859999.8951
bol,1969,2250000
bol,1970,3160000.08583
bol,1971,2170000.07629
bol,1972,2619999.88556
bol,1973,3279999.97139
bol,1974,7570000.17166
bol,1975,12760000.22888
bol,1976,19989999.77112
bol,1977,12060000.41962
bol,1978,12479999.54224
bol,1979,19280000.68665
bol,1980,21540000.91553
bol,1981,28450000.76294
bol,1982,10090000.15259
bol,1983,10600000.38147
bol,1984,9670000.07629
bol,1985,11329999.92371
bol,1986,19559999.46594
bol,1987,31049999.23706
bol,1988,29649999.61853
bol,1989,48569999.69482
bol,1990,57369998.93188
bol,1991,80919998.16895
bol,1992,80279998.7793
bol,1993,93900001.52588
bol,1994,68220001.2207
bol,1995,68940002.44141
bol,1996,104089996.33789
bol,1997,47459999.08447
bol,1998,61939998.62671
bol,1999,58779998.7793
bol,2000,45340000.15259
bol,2001,51650001.52588
bol,2002,71930000.30518
bol,2003,43819999.69482
bol,2004,75309997.55859
bol,2005,51430000.30518
bol,2006,47040000.91553
bol,2007,39790000.91553
bol,2008,52700000.76294
bol,2009,45669998.16895
bol,2010,42490001.67847
bol,2011,39290000.91553
bol,2012,30926036.83472
bol,2013,39179061.88965
bol,2014,43334518.43262
bol,2015,30296329.49829
bol,2016,32975238.80005
bol,2017,42961158.75244
bol,2018,47059074.40186
bol,2019,36308696.74683
bol,2020,30525245.6665
bol,2021,37695568.08472
bol,2022,32186740.87524
bol,2023,33994400.02441
bra,1960,1259999.99046
bra,1961,15270000.45776
bra,1962,4190000.05722
bra,1963,18700000.76294
bra,1964,11659999.84741
bra,1965,47349998.47412
bra,1966,7530000.20981
bra,1967,12590000.15259
bra,1968,17459999.08447
bra,1969,19299999.23706
bra,1970,27340000.15259
bra,1971,26239999.77112
bra,1972,33919998.16895
bra,1973,14630000.11444
bra,1974,19729999.54224
bra,1975,24170000.07629
bra,1976,18549999.23706
bra,1977,26659999.84741
bra,1978,36250000
bra,1979,39580001.83105
bra,1980,47759998.32153
bra,1981,80089996.33789
bra,1982,43889999.38965
bra,1983,41319999.69482
bra,1984,35069999.69482
bra,1985,35680000.30518
bra,1986,51979999.54224
bra,1987,146380004.88281
bra,1988,54639999.38965
bra,1989,33200000.76294
bra,1990,31469999.31335
bra,1991,53959999.08447
bra,1992,35270000.45776
bra,1993,42819999.69482
bra,1994,34669998.16895
bra,1995,31200000.76294
bra,1996,39259998.32153
bra,1997,51709999.08447
bra,1998,57709999.08447
bra,1999,47569999.69482
bra,2000,49459999.08447
bra,2001,47040000.91553
bra,2002,31860000.61035
bra,2003,49200000.76294
bra,2004,51939998.62671
bra,2005,76980003.35693
bra,2006,65620002.74658
bra,2007,76800003.05176
bra,2008,126650001.52588
bra,2009,196100006.10352
bra,2010,247449996.94824
bra,2011,215710006.71387
bra,2012,117705078.125
bra,2013,217906570.43457
bra,2014,468042968.75
bra,2015,269439056.39648
bra,2016,247679000.85449
bra,2017,66912155.15137
bra,2018,127291618.34717
bra,2019,124349250.79346
bra,2020,61492847.44263
bra,2021,31872009.27734
bra,2022,424145965.57617
bra,2023,100848014.83154
brb,1968,9999.99978
brb,1969,9999.99978
brb,1970,19999.99955
brb,1971,59999.99866
brb,1972,109999.9994
brb,1973,70000.0003
brb,1974,90000.00358
brb,1975,180000.00715
brb,1976,70000.0003
brb,1977,19999.99955
brb,1978,9999.99978
brb,1979,50000.00075
brb,1980,29999.99933
brb,1981,19999.99955
brb,1982,29999.99933
brb,1984,100000.00149
brb,1985,170000.00179
brb,1986,50000.00075
brb,1987,509999.99046
brb,1988,270000.01073
brb,1989,219999.99881
brb,1990,360000.01431
brb,1991,100000.00149
brb,1992,150000.00596
brb,1993,70000.0003
brb,1994,29999.99933
brb,1995,29999.99933
brb,1996,29999.99933
brb,1997,50000.00075
brb,1998,70000.0003
brb,1999,119999.99732
brb,2000,39999.99911
brb,2001,90000.00358
brb,2002,39999.99911
brb,2003,29999.99933
brb,2004,9999.99978
brb,2005,9999.99978
brb,2006,19999.99955
brb,2008,19999.99955
brb,2009,9999.99978
brb,2010,100000.00149
brn,1983,9999.99978
brn,1984,50000.00075
brn,1985,39999.99911
brn,1986,59999.99866
brn,1987,70000.0003
brn,1988,90000.00358
brn,1989,39999.99911
brn,1990,29999.99933
brn,1991,29999.99933
brn,1992,59999.99866
brn,1993,19999.99955
brn,1994,19999.99955
brn,1995,29999.99933
btn,1970,19999.99955
btn,1971,9999.99978
btn,1975,9999.99978
btn,1979,19999.99955
btn,1980,109999.9994
btn,1981,140000.0006
btn,1982,90000.00358
btn,1983,39999.99911
btn,1984,79999.99821
btn,1985,189999.99762
btn,1986,100000.00149
btn,1987,159999.99642
btn,1988,289999.99166
btn,1989,680000.00715
btn,1990,1220000.02861
btn,1991,2109999.8951
btn,1992,2680000.06676
btn,1993,2089999.91417
btn,1994,2789999.96185
btn,1995,2779999.97139
btn,1996,1950000.04768
btn,1997,1340000.03338
btn,1998,990000.00954
btn,1999,800000.01192
btn,2000,1019999.98093
btn,2001,790000.02146
btn,2002,1309999.94278
btn,2003,1450000.04768
btn,2004,1080000.04292
btn,2005,1440000.05722
btn,2006,479999.98927
btn,2007,200000.00298
btn,2008,79999.99821
btn,2009,699999.98808
btn,2010,379999.99523
btn,2011,579999.98331
btn,2012,366423.01083
btn,2013,444074.98837
btn,2014,625427.00768
btn,2015,800834.00011
btn,2016,572589.99348
btn,2017,627735.9724
btn,2018,690192.99746
btn,2019,1070451.97487
btn,2020,1572407.00722
btn,2021,2660389.90021
btn,2022,2525346.9944
btn,2023,3639513.96942
bwa,1966,9999.99978
bwa,1969,180000.00715
bwa,1970,59999.99866
bwa,1971,39999.99911
bwa,1972,59999.99866
bwa,1973,180000.00715
bwa,1974,460000.00834
bwa,1975,1090000.03338
bwa,1976,1259999.99046
bwa,1977,4309999.94278
bwa,1978,6199999.80927
bwa,1979,16340000.15259
bwa,1980,14920000.07629
bwa,1981,12600000.38147
bwa,1982,24149999.61853
bwa,1983,20139999.38965
bwa,1984,12960000.03815
bwa,1985,13180000.30518
bwa,1986,12470000.26703
bwa,1987,21329999.92371
bwa,1988,14319999.69482
bwa,1989,14180000.30518
bwa,1990,19170000.07629
bwa,1991,19829999.92371
bwa,1992,18920000.07629
bwa,1993,20010000.22888
bwa,1994,9430000.30518
bwa,1995,9840000.15259
bwa,1996,7730000.01907
bwa,1997,7219999.79019
bwa,1998,14159999.84741
bwa,1999,10489999.77112
bwa,2000,6650000.09537
bwa,2001,5550000.19073
bwa,2002,4519999.98093
bwa,2003,4110000.13351
bwa,2004,3779999.97139
bwa,2005,3450000.04768
bwa,2006,2700000.04768
bwa,2007,2450000.04768
bwa,2008,438980010.98633
bwa,2009,2079999.92371
bwa,2010,2440000.05722
bwa,2011,2029999.97139
bwa,2012,333193.98761
bwa,2013,542367.99479
bwa,2014,231064.00669
bwa,2015,105824.00113
bwa,2016,163905.9931
bwa,2017,416575.01459
bwa,2018,669465.0054
bwa,2019,1527609.94434
bwa,2020,1297988.05714
bwa,2021,1306416.0347
bwa,2022,1210818.05229
bwa,2023,857043.98155
caf,1962,29999.99933
caf,1963,9999.99978
caf,1965,90000.00358
caf,1966,100000.00149
caf,1967,1090000.03338
caf,1968,759999.99046
caf,1969,1759999.99046
caf,1970,910000.02623
caf,1971,610000.01431
caf,1972,400000.00596
caf,1973,1879999.99523
caf,1974,1759999.99046
caf,1975,3170000.07629
caf,1976,3339999.91417
caf,1977,2450000.04768
caf,1978,4110000.13351
caf,1979,5250000
caf,1980,3220000.02861
caf,1981,3569999.93324
caf,1982,2470000.02861
caf,1983,4630000.11444
caf,1984,8250000
caf,1985,6840000.15259
caf,1986,8899999.61853
caf,1987,16040000.91553
caf,1988,14590000.15259
caf,1989,13010000.22888
caf,1990,13770000.45776
caf,1991,12920000.07629
caf,1992,9430000.30518
caf,1993,9569999.69482
caf,1994,10159999.84741
caf,1995,11630000.11444
caf,1996,10560000.41962
caf,1997,8789999.96185
caf,1998,7849999.90463
caf,1999,7030000.20981
caf,2000,7199999.80927
caf,2001,7050000.19073
caf,2002,7050000.19073
caf,2003,4329999.92371
caf,2004,2440000.05722
caf,2005,2960000.03815
caf,2006,4880000.11444
caf,2007,5309999.94278
caf,2008,6809999.94278
caf,2009,6570000.17166
caf,2010,3140000.1049
caf,2011,5309999.94278
caf,2012,2884871.00601
caf,2013,4449470.04318
caf,2014,27857772.82715
caf,2015,37671340.94238
caf,2016,18312915.802
caf,2017,48249992.37061
caf,2018,49454170.22705
caf,2019,54843898.77319
caf,2020,49610565.18555
caf,2021,69266403.19824
caf,2022,50497257.23267
caf,2023,47193084.7168
chl,1960,7289999.96185
chl,1961,1039999.96185
chl,1962,29440000.53406
chl,1963,7579999.92371
chl,1964,4619999.88556
chl,1965,-8250000
chl,1966,16020000.45776
chl,1967,10470000.26703
chl,1968,11239999.77112
chl,1969,10319999.69482
chl,1970,11869999.88556
chl,1971,7039999.96185
chl,1972,8100000.38147
chl,1973,12520000.45776
chl,1974,16620000.83923
