geo,time,bx_grt_exta_cd_wd
bdi,1977,14170000
bdi,1978,22760000
bdi,1979,32160000
bdi,1980,38860000
bdi,1981,59170000
bdi,1982,32750000
bdi,1983,45480000
bdi,1984,45770000
bdi,1985,42830000
bdi,1986,51460000
bdi,1987,31940000
bdi,1988,50250000
bdi,1989,74380000
bdi,1990,134900000
bdi,1991,117250000
bdi,1992,151470000
bdi,1993,111660000
bdi,1994,243030000
bdi,1995,229060000
bdi,1996,72360000
bdi,1997,45790000
bdi,1998,51660000
bdi,1999,60263133
bdi,2000,59516828
bdi,2001,134346495
bdi,2002,128246362
bdi,2003,172616367
bdi,2004,258824533
bdi,2005,292647033
bdi,2006,352503333
bdi,2007,441781971
bdi,2008,434277064
bdi,2009,832215978
bdi,2010,431710000
bdi,2011,474167187
bdi,2012,427071253
bdi,2013,463179866
bdi,2014,395892434
bdi,2015,326268082
bdi,2016,719294916
bdi,2017,431030752
bdi,2018,445331322
bdi,2019,537006319
bdi,2020,478366732
bdi,2021,502950556
bdi,2022,542921781
bdi,2023,550219055
ben,1960,0
ben,1961,1000000
ben,1962,2040000
ben,1963,1060000
ben,1964,12660000
ben,1965,14060000
ben,1966,6810000
ben,1967,9220000
ben,1968,8010000
ben,1969,6380000
ben,1970,9230000
ben,1971,9040000
ben,1972,17320000
ben,1973,7260000
ben,1974,11710000
ben,1975,19920000
ben,1976,16980000
ben,1977,13800000
ben,1978,37020000
ben,1979,36260000
ben,1980,40980000
ben,1981,35530000
ben,1982,25970000
ben,1983,23730000
ben,1984,27320000
ben,1985,26480000
ben,1986,41270000
ben,1987,58000000
ben,1988,73180000
ben,1989,115890000
ben,1990,110060000
ben,1991,134040000
ben,1992,166510000
ben,1993,134240000
ben,1994,108380000
ben,1995,149470000
ben,1996,123320000
ben,1997,126440000
ben,1998,120012590
ben,1999,99180065
ben,2000,151606065
ben,2001,151989142
ben,2002,142770667
ben,2003,204753667
ben,2004,333369667
ben,2005,223731333
ben,2006,1359443333
ben,2007,298953672
ben,2008,411320701
ben,2009,482883664
ben,2010,449720000
ben,2011,532838838
ben,2012,353382267
ben,2013,340329222
ben,2014,350966039
ben,2015,239584052
ben,2016,293937534
ben,2017,430169468
ben,2018,341797968
ben,2019,448353466
ben,2020,617485961
ben,2021,589223059
ben,2022,514733185
ben,2023,570535568
bfa,1960,0
bfa,1961,0
bfa,1962,1000000
bfa,1963,1080000
bfa,1964,10460000
bfa,1965,10770000
bfa,1966,4610000
bfa,1967,15300000
bfa,1968,13380000
bfa,1969,12910000
bfa,1970,13010000
bfa,1971,18930000
bfa,1972,25080000
bfa,1973,35310000
bfa,1974,64210000
bfa,1975,41200000
bfa,1976,26210000
bfa,1977,41790000
bfa,1978,79960000
bfa,1979,137380000
bfa,1980,87500000
bfa,1981,122000000
bfa,1982,96540000
bfa,1983,73220000
bfa,1984,81100000
bfa,1985,87060000
bfa,1986,112150000
bfa,1987,109900000
bfa,1988,141730000
bfa,1989,115560000
bfa,1990,157930000
bfa,1991,214550000
bfa,1992,204430000
bfa,1993,227300000
bfa,1994,213550000
bfa,1995,242520000
bfa,1996,235560000
bfa,1997,210754929
bfa,1998,216699590
bfa,1999,226349590
bfa,2000,217494661
bfa,2001,225326700
bfa,2002,258711700
bfa,2003,369209000
bfa,2004,419823966
bfa,2005,440353966
bfa,2006,1873558333
bfa,2007,643162056
bfa,2008,646041234
bfa,2009,735353215
bfa,2010,629420000
bfa,2011,766099432
bfa,2012,882398561
bfa,2013,910954074
bfa,2014,945718648
bfa,2015,714887260
bfa,2016,702993906
bfa,2017,676840847
bfa,2018,890542624
bfa,2019,816022355
bfa,2020,1192549162
bfa,2021,1288927760
bfa,2022,1120394794
bfa,2023,1131220787
bgd,1971,15360000
bgd,1972,199730000
bgd,1973,254460000
bgd,1974,285180000
bgd,1975,316540000
bgd,1976,171220000
bgd,1977,432750000
bgd,1978,537050000
bgd,1979,495230000
bgd,1980,1000120000
bgd,1981,543000000
bgd,1982,756710000
bgd,1983,506610000
bgd,1984,594560000
bgd,1985,471880000
bgd,1986,555820000
bgd,1987,714260000
bgd,1988,649570000
bgd,1989,769530000
bgd,1990,763720000
bgd,1991,1149330000
bgd,1992,800800000
bgd,1993,642880000
bgd,1994,755560000
bgd,1995,689670000
bgd,1996,595650000
bgd,1997,579900000
bgd,1998,655380000
bgd,1999,675148333
bgd,2000,594920300
bgd,2001,600875300
bgd,2002,537161992
bgd,2003,479495692
bgd,2004,823935692
bgd,2005,640297500
bgd,2006,821375833
bgd,2007,937682546
bgd,2008,1740738963
bgd,2009,908575300
bgd,2010,1069870000
bgd,2011,1121502918
bgd,2012,1103715284
bgd,2013,1348303149
bgd,2014,1122868683
bgd,2015,980134905
bgd,2016,946641631
bgd,2017,1143478687
bgd,2018,1335020256
bgd,2019,1526892387
bgd,2020,1590986481
bgd,2021,1613578675
bgd,2022,1269833715
bgd,2023,1447544413
bgr,1990,1040000
bgr,1991,120050000
bgr,1992,81480000
bgr,1993,47400000
bgr,1994,103440000
bgr,1995,22240000
bgr,1996,97920000
bgr,1997,140400000
bgr,1998,107020000
bgr,1999,148410000
bgr,2000,125990000
bgr,2001,174010000
bgr,2002,160930000
bgr,2003,210800000
bgr,2004,391730000
bhr,1960,240000
bhr,1961,940000
bhr,1962,1350000
bhr,1963,640000
bhr,1964,580000
bhr,1965,880000
bhr,1966,880000
bhr,1967,0
bhr,1968,0
bhr,1969,0
bhr,1970,100000
bhr,1971,630000
bhr,1972,1300000
bhr,1973,1360000
bhr,1974,14450000
bhr,1975,18800000
bhr,1976,136650000
bhr,1977,37390000
bhr,1978,47140000
bhr,1979,118690000
bhr,1980,169690000
bhr,1981,181160000
bhr,1982,151000000
bhr,1983,256190000
bhr,1984,197840000
bhr,1985,79790000
bhr,1986,100310000
bhr,1987,19270000
bhr,1988,8290000
bhr,1989,6620000
bhr,1990,140630000
bhr,1991,102410000
bhr,1992,75520000
bhr,1993,116170000
bhr,1994,86480000
bhr,1995,104660000
bhr,1996,140060000
bhr,1997,133650000
bhr,1998,184880000
bhr,1999,65530000
bhr,2000,22120000
bhr,2001,60320000
bhr,2002,1430000
bhr,2003,54970000
bhr,2004,8660000
bhs,1960,0
bhs,1963,0
bhs,1964,50000
bhs,1965,60000
bhs,1966,0
bhs,1967,0
bhs,1968,10000
bhs,1969,0
bhs,1970,0
bhs,1971,0
bhs,1972,820000
bhs,1973,0
bhs,1974,50000
bhs,1975,0
bhs,1976,0
bhs,1977,10000
bhs,1978,280000
bhs,1979,120000
bhs,1980,80000
bhs,1981,70000
bhs,1982,190000
bhs,1983,-10000
bhs,1984,5470000
bhs,1985,-90000
bhs,1986,580000
bhs,1987,150000
bhs,1988,270000
bhs,1989,2460000
bhs,1990,1460000
bhs,1991,1800000
bhs,1992,2180000
bhs,1993,1730000
bhs,1994,1710000
bhs,1995,5020000
bih,1989,10000
bih,1990,10000
bih,1991,10000
bih,1992,14750000
bih,1993,70160000
bih,1994,402190000
bih,1995,911200000
bih,1996,650900000
bih,1997,701400000
bih,1998,508290000
bih,1999,1067600000
bih,2000,571370000
bih,2001,432120000
bih,2002,325660000
bih,2003,318150000
bih,2004,291486667
bih,2005,278892635
bih,2006,300652635
bih,2007,424192734
bih,2008,271649169
bih,2009,210709760
bih,2010,230020000
bih,2011,215214995
bih,2012,230436051
bih,2013,263547090
bih,2014,332725399
bih,2015,259349084
bih,2016,198506355
bih,2017,252023330
bih,2018,230686177
bih,2019,291101573
bih,2020,291394034
bih,2021,287342171
bih,2022,232763272
bih,2023,287547027
blr,2005,32360218
blr,2006,43440218
blr,2007,60809385
blr,2008,81498300
blr,2009,70635967
blr,2010,100950000
blr,2011,89333667
blr,2012,76904841
blr,2013,74420869
blr,2014,77316959
blr,2015,58829308
blr,2016,59763584
blr,2017,54971090
blr,2018,58342777
blr,2019,61723169
blr,2020,86852098
blr,2021,65071149
blr,2022,79680835
blr,2023,96422617
blz,1960,1880000
blz,1961,2820000
blz,1962,5750000
blz,1963,3940000
blz,1964,1370000
blz,1965,1980000
blz,1966,1620000
blz,1967,4320000
blz,1968,4350000
blz,1969,5940000
blz,1970,1770000
blz,1971,3750000
blz,1972,3090000
blz,1973,3620000
blz,1974,3780000
blz,1975,4480000
blz,1976,6340000
blz,1977,4770000
blz,1978,7280000
blz,1979,15150000
blz,1980,8820000
blz,1981,7290000
blz,1982,4380000
blz,1983,4730000
blz,1984,4300000
blz,1985,1840000
blz,1986,5600000
blz,1987,7780000
blz,1988,6170000
blz,1989,3890000
blz,1990,4640000
blz,1991,4420000
blz,1992,8100000
blz,1993,19200000
blz,1994,14300000
blz,1995,8240000
blz,1996,3490000
blz,1997,4531500
blz,1998,29753200
blz,1999,15802630
blz,2000,12646200
blz,2001,24318393
blz,2002,11128893
blz,2003,9848893
blz,2004,5725000
blz,2005,8924067
blz,2006,8804067
blz,2007,15103067
blz,2008,18207500
blz,2009,15347500
blz,2010,19680000
blz,2011,16765000
blz,2012,21509806
blz,2013,36590421
blz,2014,30095916
blz,2015,21111777
blz,2016,24945568
blz,2017,17154602
blz,2018,17538313
blz,2019,37984003
blz,2020,42771485
blz,2021,58232145
blz,2022,17388541
blz,2023,24189554
bmu,1964,10000
bmu,1965,50000
bmu,1966,0
bmu,1967,0
bmu,1968,0
bmu,1969,0
bmu,1970,0
bmu,1972,0
bmu,1974,0
bmu,1975,0
bmu,1976,0
bmu,1977,0
bmu,1978,0
bmu,1979,0
bmu,1980,0
bmu,1981,0
bmu,1982,0
bmu,1983,0
bmu,1984,0
bmu,1985,860000
bmu,1986,0
bmu,1987,60000
bmu,1988,0
bmu,1989,0
bmu,1990,100000
bmu,1991,0
bmu,1992,110000
bmu,1993,0
bmu,1994,0
bmu,1995,-20000
bmu,1996,0
bol,1960,13050000
bol,1961,23090000
bol,1962,26480000
bol,1963,32750000
bol,1964,25710000
bol,1965,24990000
bol,1966,11780000
bol,1967,5120000
bol,1968,5350000
bol,1969,1750000
bol,1970,2840000
bol,1971,3550000
bol,1972,4690000
bol,1973,4170000
bol,1974,8260000
bol,1975,8070000
bol,1976,11270000
bol,1977,18160000
bol,1978,26000000
bol,1979,50520000
bol,1980,48190000
bol,1981,29360000
bol,1982,41940000
bol,1983,96680000
bol,1984,87800000
bol,1985,71490000
bol,1986,146460000
bol,1987,130360000
bol,1988,154870000
bol,1989,176130000
bol,1990,202230000
bol,1991,559650000
bol,1992,254570000
bol,1993,176170000
bol,1994,282440000
bol,1995,328440000
bol,1996,392880000
bol,1997,303880000
bol,1998,230811530
bol,1999,221178668
bol,2000,239732001
bol,2001,377640261
bol,2002,627750903
bol,2003,481606893
bol,2004,809078559
bol,2005,294913333
bol,2006,2081726667
bol,2007,415350000
bol,2008,424240000
bol,2009,427060000
bol,2010,499770000
bol,2011,393230000
bol,2012,311830078
bol,2013,297473071
bol,2014,255372114
bol,2015,212851369
bol,2016,228125466
bol,2017,254763359
bol,2018,239808870
bol,2019,208877238
bol,2020,225636944
bol,2021,110005513
bol,2022,199868750
bol,2023,182181255
bra,1960,39080000
bra,1961,96090000
bra,1962,81370000
bra,1963,89330000
bra,1964,161050000
bra,1965,57000000
bra,1966,31720000
bra,1967,38320000
bra,1968,23520000
bra,1969,17330000
bra,1970,28230000
bra,1971,22640000
bra,1972,13030000
bra,1973,8070000
bra,1974,5630000
bra,1975,9360000
bra,1976,5590000
bra,1977,4640000
bra,1978,4510000
bra,1979,10080000
bra,1980,13610000
bra,1981,7570000
bra,1982,24340000
bra,1983,15720000
bra,1984,41110000
bra,1985,34250000
bra,1986,29750000
bra,1987,35110000
bra,1988,45170000
bra,1989,42930000
bra,1990,40660000
bra,1991,48690000
bra,1992,60235000
bra,1993,66523000
bra,1994,76663000
bra,1995,72273000
bra,1996,88483000
bra,1997,75477167
bra,1998,84904167
bra,1999,71702967
bra,2000,63150700
bra,2001,88727350
bra,2002,85477400
bra,2003,95131370
bra,2004,96066560
bra,2005,110114150
bra,2006,101080005
bra,2007,165550807
bra,2008,203044629
bra,2009,202570661
bra,2010,155120000
bra,2011,216544886
bra,2012,250279199
bra,2013,861488362
bra,2014,253602790
bra,2015,279426195
bra,2016,317378186
bra,2017,212589260
bra,2018,255553380
bra,2019,173737075
bra,2020,281078187
bra,2021,232687946
bra,2022,174894220
bra,2023,332003424
brb,1966,1000000
brb,1967,100000
brb,1968,330000
brb,1969,360000
brb,1970,700000
brb,1971,730000
brb,1972,580000
brb,1973,410000
brb,1974,300000
brb,1975,730000
brb,1976,780000
brb,1977,1000000
brb,1978,1170000
brb,1979,1380000
brb,1980,710000
brb,1981,180000
brb,1982,1450000
brb,1983,3560000
brb,1984,4570000
brb,1985,2460000
brb,1986,2380000
brb,1987,2960000
brb,1988,2360000
brb,1989,1470000
brb,1990,1250000
brb,1991,1080000
brb,1992,1140000
brb,1993,19650000
brb,1994,2260000
brb,1995,1180000
brb,1996,2320000
brb,1997,3090000
brb,1998,4180000
brb,1999,170000
brb,2000,1550000
brb,2001,740000
brb,2002,1330000
brb,2003,1840000
brb,2004,3300000
brb,2005,2420000
brb,2006,3730000
brb,2007,11620000
brb,2008,6440000
brb,2009,9170000
brb,2010,13760000
brn,1960,10000
brn,1961,0
brn,1962,0
brn,1963,0
brn,1964,20000
brn,1965,30000
brn,1966,0
brn,1967,0
brn,1968,10000
brn,1969,0
brn,1970,0
brn,1971,0
brn,1972,0
brn,1973,0
brn,1974,0
brn,1975,0
brn,1976,0
brn,1977,0
brn,1978,0
brn,1979,0
brn,1980,0
brn,1981,0
brn,1982,0
brn,1983,0
brn,1984,0
brn,1985,0
brn,1986,0
brn,1987,30000
brn,1988,130000
brn,1989,140000
brn,1990,170000
brn,1991,370000
brn,1992,280000
brn,1993,100000
brn,1994,290000
brn,1995,80000
btn,1963,10000
btn,1964,10000
btn,1965,160000
btn,1966,20000
btn,1967,10000
btn,1968,140000
btn,1969,50000
btn,1970,140000
btn,1971,30000
btn,1972,70000
btn,1973,320000
btn,1974,80000
btn,1975,300000
btn,1976,520000
btn,1977,830000
btn,1978,920000
btn,1979,970000
btn,1980,2340000
btn,1981,2060000
btn,1982,4360000
btn,1983,4550000
btn,1984,7630000
btn,1985,6050000
btn,1986,17390000
btn,1987,13970000
btn,1988,14150000
btn,1989,17780000
btn,1990,16130000
btn,1991,35840000
btn,1992,33500000
btn,1993,35090000
btn,1994,44190000
btn,1995,40930000
btn,1996,28528867
btn,1997,32647252
btn,1998,28777252
btn,1999,38158385
btn,2000,20899536
btn,2001,30309536
btn,2002,32298333
btn,2003,42012333
btn,2004,42820033
btn,2005,49465033
btn,2006,61167833
btn,2007,68220326
btn,2008,57563393
btn,2009,62890164
btn,2010,42800000
btn,2011,63137739
btn,2012,78243187
btn,2013,82678535
btn,2014,52373750
btn,2015,58624164
btn,2016,38819513
btn,2017,50338869
btn,2018,56608446
btn,2019,96676819
btn,2020,81106611
btn,2021,61961195
btn,2022,55350583
btn,2023,40142882
bwa,1960,2990000
bwa,1961,4770000
bwa,1962,4790000
bwa,1963,5040000
bwa,1964,7800000
bwa,1965,9710000
bwa,1966,13190000
bwa,1967,13480000
bwa,1968,14760000
bwa,1969,9800000
bwa,1970,9290000
bwa,1971,5430000
bwa,1972,2670000
bwa,1973,6650000
bwa,1974,12880000
bwa,1975,17280000
bwa,1976,21480000
bwa,1977,21050000
bwa,1978,74250000
bwa,1979,54400000
bwa,1980,50590000
bwa,1981,45790000
bwa,1982,50680000
bwa,1983,51470000
bwa,1984,53000000
bwa,1985,53690000
bwa,1986,61670000
bwa,1987,99240000
bwa,1988,64260000
bwa,1989,73240000
bwa,1990,78430000
bwa,1991,63940000
bwa,1992,52640000
bwa,1993,52210000
bwa,1994,33060000
bwa,1995,28666667
bwa,1996,30156667
bwa,1997,41336667
bwa,1998,45160000
bwa,1999,32770000
bwa,2000,18100000
bwa,2001,16599667
bwa,2002,13639667
bwa,2003,15155000
bwa,2004,30505333
bwa,2005,35906210
bwa,2006,48736132
bwa,2007,94860877
bwa,2008,731413333
bwa,2009,259503333
bwa,2010,134380000
bwa,2011,106257600
bwa,2012,75333902
bwa,2013,105116595
bwa,2014,103555657
bwa,2015,68005791
bwa,2016,79775605
bwa,2017,91311361
bwa,2018,73103000
bwa,2019,63495064
bwa,2020,77493786
bwa,2021,91224018
bwa,2022,72975142
bwa,2023,73024798
caf,1960,0
caf,1961,0
caf,1962,30000
caf,1963,70000
caf,1964,12980000
caf,1965,10620000
caf,1966,3300000
caf,1967,11030000
caf,1968,8700000
caf,1969,8860000
caf,1970,6410000
caf,1971,4590000
caf,1972,16960000
caf,1973,12470000
caf,1974,21440000
caf,1975,35340000
caf,1976,16650000
caf,1977,19130000
caf,1978,15580000
caf,1979,38090000
caf,1980,55740000
caf,1981,45580000
caf,1982,43450000
caf,1983,40100000
caf,1984,50940000
caf,1985,33050000
caf,1986,42390000
caf,1987,42140000
caf,1988,79840000
caf,1989,77450000
caf,1990,86170000
caf,1991,73310000
caf,1992,94250000
caf,1993,92890000
caf,1994,100330000
caf,1995,109640000
caf,1996,119870000
caf,1997,73764900
caf,1998,103011567
caf,1999,80071567
caf,2000,56391200
caf,2001,58604867
caf,2002,45414533
caf,2003,34860000
caf,2004,86326333
caf,2005,63266667
caf,2006,157688333
caf,2007,149344637
caf,2008,232839855
caf,2009,354926088
caf,2010,224970000
caf,2011,258789171
caf,2012,208323985
caf,2013,201318450
caf,2014,497965524
caf,2015,451844768
caf,2016,460020000
caf,2017,444353699
caf,2018,531712346
caf,2019,668884863
caf,2020,724940232
caf,2021,575659817
caf,2022,599577910
caf,2023,675792430
chl,1960,15940000
chl,1961,45050000
chl,1962,18180000
chl,1963,13090000
chl,1964,17710000
chl,1965,33930000
chl,1966,21860000
chl,1967,6190000
chl,1968,14710000
chl,1969,7750000
chl,1970,12400000
chl,1971,9050000
chl,1972,5110000
chl,1973,9190000
chl,1974,11690000
chl,1975,15140000
chl,1976,17010000
chl,1977,23140000
chl,1978,27670000
chl,1979,15620000
chl,1980,9110000
chl,1981,6150000
chl,1982,7310000
chl,1983,13580000
chl,1984,18090000
chl,1985,31630000
chl,1986,17210000
chl,1987,18180000
chl,1988,26390000
chl,1989,41540000
chl,1990,73110000
chl,1991,94620000
chl,1992,61590000
chl,1993,84510000
chl,1994,67020000
chl,1995,54570000
chl,1996,47110000
chl,1997,36686667
chl,1998,24306667
chl,1999,15386667
chl,2000,18400467
chl,2001,24721757
chl,2002,24598357
chl,2003,28217890
chl,2004,40866153
chl,2005,93407981
chl,2006,27775981
chl,2007,37942715
chl,2008,24133886
chl,2009,20378800
chl,2010,65380000
chl,2011,34579161
chl,2012,22263319
chl,2013,28613522
chl,2014,44048643
chl,2015,30098283
chl,2016,21963586
chl,2017,25347536
chn,1979,3550000
chn,1980,7100000
chn,1981,18750000
chn,1982,46880000
chn,1983,72780000
chn,1984,112080000
chn,1985,117320000
chn,1986,154630000
chn,1987,209040000
chn,1988,301260000
chn,1989,241110000
chn,1990,259210000
chn,1991,245180000
chn,1992,334390000
chn,1993,272790000
chn,1994,336420000
chn,1995,332450000
chn,1996,263840000
chn,1997,273144200
chn,1998,350829600
chn,1999,388157667
chn,2000,326691333
chn,2001,280397200
chn,2002,353668613
chn,2003,375286397
chn,2004,435794330
chn,2005,371817246
chn,2006,396890996
chn,2007,532496849
chn,2008,657760456
chn,2009,508438056
chn,2010,423170000
chn,2011,525444156
chn,2012,448838665
chn,2013,407089137
chn,2014,289844601
chn,2015,259288478
chn,2016,210281203
chn,2017,190163861
chn,2018,223440733
chn,2019,175651113
chn,2020,192297072
chn,2021,161223685
chn,2022,111013379
chn,2023,103417845
civ,1960,0
civ,1961,1000000
civ,1962,2020000
civ,1963,2110000
civ,1964,27200000
civ,1965,20260000
civ,1966,4060000
civ,1967,21520000
civ,1968,7830000
