geo,time,ms_mil_xpnd_zs
blz,2010,3.76374
blz,2011,3.58517
blz,2012,3.5979
blz,2013,3.66953
blz,2014,3.75436
blz,2015,3.21658
blz,2016,3.50491
blz,2017,3.67719
blz,2018,3.79223
blz,2019,3.73185
blz,2020,4.15077
blz,2021,4.07005
blz,2022,3.57067
bol,1988,8.4283
bol,1989,8.83535
bol,1990,12.36451
bol,1991,11.11831
bol,1992,9.92439
bol,1993,7.05054
bol,1994,8.40746
bol,1995,8.13117
bol,1996,7.6279
bol,1997,8.03957
bol,1998,8.97848
bol,1999,7.26476
bol,2000,7.03718
bol,2001,7.26148
bol,2002,5.97831
bol,2003,6.70681
bol,2004,5.86351
bol,2005,5.17451
bol,2006,4.91462
bol,2007,4.56029
bol,2008,5.55223
bol,2009,4.91732
bol,2010,5.42204
bol,2011,4.76332
bol,2012,5.12124
bol,2013,4.79105
bol,2014,4.38525
bol,2015,3.94578
bol,2016,3.83296
bol,2017,3.98063
bol,2018,4.0354
bol,2019,4.02392
bol,2020,3.66559
bol,2021,4.01286
bol,2022,3.93702
bra,1996,4.32647
bra,1997,4.08718
bra,1998,4.06424
bra,1999,4.15643
bra,2000,5.01923
bra,2001,5.387
bra,2002,4.8714
bra,2003,3.66773
bra,2004,3.82826
bra,2005,3.83283
bra,2006,3.7787
bra,2007,3.89772
bra,2008,3.8542
bra,2009,4.14719
bra,2010,3.85883
bra,2011,3.75737
bra,2012,3.7033
bra,2013,3.5503
bra,2014,3.45367
bra,2015,3.54845
bra,2016,3.40063
bra,2017,3.69249
bra,2018,3.89798
bra,2019,3.70032
bra,2020,3.15365
bra,2021,3.31973
bra,2022,2.86526
brn,1988,13.23258
brn,1989,12.51293
brn,1990,14.69144
brn,1991,15.24083
brn,1992,13.3507
brn,1993,11.03006
brn,1994,9.27214
brn,1995,9.08683
brn,1996,12.36645
brn,1997,13.44455
brn,1998,12.10034
brn,1999,10.12951
brn,2000,9.79525
brn,2001,9.88593
brn,2002,8.43223
brn,2003,10.84399
brn,2004,6.89444
brn,2005,8.10163
brn,2006,8.24929
brn,2007,8.11937
brn,2008,8.35369
brn,2009,8.44258
brn,2010,7.87859
brn,2011,7.54731
brn,2012,6.96625
brn,2013,6.78153
brn,2014,9.05518
brn,2015,8.47866
brn,2016,8.99423
brn,2017,7.83288
brn,2018,8.2005
brn,2019,9.49144
brn,2020,10.94744
brn,2021,10.16775
brn,2022,9.15752
bwa,1988,10.02485
bwa,1989,9.58924
bwa,1990,10.27208
bwa,1991,10.42048
bwa,1992,9.98411
bwa,1993,10.2017
bwa,1994,10.31924
bwa,1995,9.13827
bwa,1996,7.7953
bwa,1997,8.08018
bwa,1998,8.63154
bwa,1999,7.58781
bwa,2000,8.16921
bwa,2001,8.98636
bwa,2002,9.0043
bwa,2003,9.15458
bwa,2004,8.47811
bwa,2005,8.22652
bwa,2006,8.07114
bwa,2007,7.57866
bwa,2008,6.4559
bwa,2009,5.98189
bwa,2010,6.16589
bwa,2011,6.42521
bwa,2012,6.11376
bwa,2013,6.16763
bwa,2014,6.14716
bwa,2015,7.14148
bwa,2016,9.9649
bwa,2017,9.27106
bwa,2018,8.14911
bwa,2019,8.45959
bwa,2020,8.66286
bwa,2021,8.25242
bwa,2022,8.07238
caf,1991,6.79529
caf,1992,7.03357
caf,1993,7.17624
caf,1994,5.60625
caf,1995,5.63913
caf,1996,10.31086
caf,2002,6.53386
caf,2003,10.29339
caf,2004,8.83141
caf,2005,6.74518
caf,2007,8.46088
caf,2008,9.67063
caf,2009,10.919
caf,2010,13.96319
caf,2011,14.46822
caf,2012,11.74574
caf,2013,21.15005
caf,2014,11.26569
caf,2015,11.28143
caf,2016,12.14341
caf,2017,9.68343
caf,2018,7.61108
caf,2019,10.58376
caf,2020,7.40331
caf,2021,10.92371
caf,2022,8.95553
can,1988,4.34083
can,1989,4.18689
can,1990,3.98191
can,1991,3.59879
can,1992,3.45699
can,1993,3.44489
can,1994,3.36952
can,1995,3.17271
can,1996,2.97895
can,1997,2.79086
can,1998,2.81558
can,1999,2.89732
can,2000,2.74757
can,2001,2.75741
can,2002,2.76495
can,2003,2.76082
can,2004,2.82151
can,2005,2.87406
can,2006,2.90352
can,2007,3.07845
can,2008,3.21214
can,2009,3.17257
can,2010,2.77341
can,2011,2.8702
can,2012,2.73273
can,2013,2.50838
can,2014,2.57991
can,2015,2.88045
can,2016,2.85661
can,2017,3.3417
can,2018,3.24054
can,2019,3.16272
can,2020,2.64622
can,2021,2.7868
can,2022,2.87769
che,1988,5.37546
che,1989,5.34257
che,1990,5.52137
che,1991,5.06757
che,1992,4.72755
che,1993,4.09061
che,1994,3.98324
che,1995,4.05585
che,1996,3.78012
che,1997,3.60357
che,1998,3.52653
che,1999,3.18128
che,2000,3.11108
che,2001,3.05082
che,2002,2.7321
che,2003,2.71751
che,2004,2.62747
che,2005,2.57289
che,2006,2.46855
che,2007,2.43807
che,2008,2.41246
che,2009,2.30611
che,2010,2.18779
che,2011,2.20983
che,2012,2.11335
che,2013,2.18903
che,2014,1.97294
che,2015,2.00638
che,2016,2.0497
che,2017,2.0512
che,2018,2.05696
che,2019,2.17832
che,2020,2.32999
che,2021,2.17971
che,2022,2.23387
chl,1990,14.85286
chl,1991,12.82108
chl,1992,12.06297
chl,1993,12.25624
chl,1994,12.38323
chl,1995,12.70579
chl,1996,11.7437
chl,1997,12.01875
chl,1998,11.76058
chl,1999,11.40737
chl,2000,11.75607
chl,2001,11.41892
chl,2002,10.91109
chl,2003,12.16552
chl,2004,13.02995
chl,2005,12.51791
chl,2006,13.37993
chl,2007,12.07349
chl,2008,11.85645
chl,2009,9.11489
chl,2010,9.60622
chl,2011,9.89078
chl,2012,8.86067
chl,2013,8.6298
chl,2014,8.24692
chl,2015,7.62996
chl,2016,7.58539
chl,2017,7.61237
chl,2018,7.32994
chl,2019,7.0374
chl,2020,7.1541
chl,2021,5.78506
chl,2022,7.01302
chn,1989,13.20634
chn,1990,13.74736
chn,1991,14.25364
chn,1992,16.86763
chn,1993,14.7961
chn,1994,14.08839
chn,1995,15.15792
chn,1996,14.95276
chn,1997,14.09497
chn,1998,13.05826
chn,1999,12.52067
chn,2000,11.33874
chn,2001,11.4199
chn,2002,11.18913
chn,2003,10.97383
chn,2004,10.87979
chn,2005,10.22876
chn,2006,10.1873
chn,2007,9.62774
chn,2008,7.64651
chn,2009,7.39929
chn,2010,6.96912
chn,2011,6.16618
chn,2012,6.0354
chn,2013,5.96763
chn,2014,5.98954
chn,2015,5.60489
chn,2016,5.47673
chn,2017,5.26287
chn,2018,5.0485
chn,2019,4.90676
chn,2020,4.77226
chn,2021,4.95925
chn,2022,4.7921
cmr,2000,8.00897
cmr,2001,7.77856
cmr,2002,8.50017
cmr,2003,8.98649
cmr,2004,8.77483
cmr,2005,9.20522
cmr,2006,9.83516
cmr,2007,9.22271
cmr,2008,7.89088
cmr,2009,8.39264
cmr,2010,8.48379
cmr,2011,6.36479
cmr,2012,6.85245
cmr,2013,6.06543
cmr,2014,5.50778
cmr,2015,5.47564
cmr,2016,5.67976
cmr,2017,5.92057
cmr,2018,5.99363
cmr,2019,5.70359
cmr,2020,5.81216
cmr,2021,5.79759
cmr,2022,5.57497
cog,1992,11.6866
cog,1993,11.09759
cog,2001,6.16342
cog,2002,6.60758
cog,2003,9.00418
cog,2004,10.00518
cog,2005,6.86164
cog,2006,5.89304
cog,2007,6.70461
cog,2008,7.4083
cog,2010,7.22949
cog,2013,4.82283
cog,2014,8.11402
cog,2016,11.84026
cog,2017,11.94801
cog,2018,11.12787
cog,2019,10.65004
cog,2020,12.32295
cog,2021,11.25375
cog,2022,10.13288
col,1988,10.86022
col,1989,8.8778
col,1990,9.10072
col,1991,8.97705
col,1992,9.74865
col,1993,10.80205
col,1994,10.20486
col,1995,10.67697
col,1996,14.84107
col,1997,8.95809
col,1998,10.93292
col,1999,11.14379
col,2000,11.48049
col,2001,12.16247
col,2002,12.25105
col,2003,12.44553
col,2004,13.09562
col,2005,13.03502
col,2006,11.58822
col,2007,11.66918
col,2008,13.14599
col,2009,12.57339
col,2010,11.98316
col,2011,10.17785
col,2012,10.84814
col,2013,10.90814
col,2014,9.94286
col,2015,9.94317
col,2016,10.23927
col,2017,10.94148
col,2018,8.75192
col,2019,9.56741
col,2020,10.52907
col,2021,9.3877
col,2022,9.1782
cpv,1994,1.58766
cpv,1995,2.44515
cpv,1996,1.79162
cpv,1997,1.93457
cpv,1998,2.33453
cpv,1999,2.08191
cpv,2000,2.73834
cpv,2001,2.42666
cpv,2002,1.82693
cpv,2003,2.23408
cpv,2004,1.94574
cpv,2005,1.93606
cpv,2006,1.6937
cpv,2007,1.77847
cpv,2008,1.98763
cpv,2009,1.4689
cpv,2010,1.26421
cpv,2011,1.57205
cpv,2012,1.60227
cpv,2013,1.56694
cpv,2014,1.77393
cpv,2015,1.77751
cpv,2016,2.06414
cpv,2017,1.68143
cpv,2018,1.76441
cpv,2019,1.57116
cpv,2020,1.85637
cpv,2021,1.76191
cpv,2022,1.56639
cyp,1995,9.89293
cyp,1996,13.78911
cyp,1997,16.36998
cyp,1998,13.73997
cyp,1999,8.05389
cyp,2000,8.07018
cyp,2001,8.82786
cyp,2002,5.69179
cyp,2003,4.91519
cyp,2004,5.06164
cyp,2005,5.13344
cyp,2006,4.85623
cyp,2007,4.48465
cyp,2008,4.26428
cyp,2009,4.33721
cyp,2010,4.44362
cyp,2011,4.13046
cyp,2012,3.95004
cyp,2013,3.81712
cyp,2014,3.82648
cyp,2015,4.18782
cyp,2016,3.76565
cyp,2017,4.31365
cyp,2018,4.13569
cyp,2019,4.68969
cyp,2020,4.36093
cyp,2021,4.45498
cyp,2022,4.52315
cze,1995,3.32883
cze,1996,3.9999
cze,1997,3.82091
cze,1998,4.16758
cze,1999,4.49449
cze,2000,4.58279
cze,2001,4.02658
cze,2002,4.07109
cze,2003,3.83556
cze,2004,4.02696
cze,2005,4.19833
cze,2006,3.78152
cze,2007,3.52066
cze,2008,3.01569
cze,2009,2.95456
cze,2010,2.73842
cze,2011,2.49571
cze,2012,2.37989
cze,2013,2.38002
cze,2014,2.26697
cze,2015,2.25731
cze,2016,2.50592
cze,2017,2.45422
cze,2018,2.68127
cze,2019,2.80678
cze,2020,2.80763
cze,2021,2.96273
cze,2022,3.17332
deu,1991,4.28315
deu,1992,3.91637
deu,1993,3.5067
deu,1994,3.21252
deu,1995,2.71856
deu,1996,2.97381
deu,1997,2.91048
deu,1998,2.89442
deu,1999,2.90121
deu,2000,2.85534
deu,2001,2.8005
deu,2002,2.7881
deu,2003,2.73681
deu,2004,2.72165
deu,2005,2.27598
deu,2006,2.65125
deu,2007,2.70169
deu,2008,2.7354
deu,2009,2.71908
deu,2010,2.63146
deu,2011,2.66621
deu,2012,2.76432
deu,2013,2.63717
deu,2014,2.59563
deu,2015,2.5766
deu,2016,2.59557
deu,2017,2.61098
deu,2018,2.63893
deu,2019,2.80526
deu,2020,2.73206
deu,2021,2.59966
deu,2022,2.74617
dji,1990,16.22224
dji,1991,17.67062
dji,1992,14.36193
dji,1993,13.4393
dji,1994,14.38094
dji,1995,15.68639
dji,1996,14.93627
dji,1997,15.04591
dji,1998,15.39759
dji,1999,14.99102
dji,2000,14.36219
dji,2001,15.3212
dji,2002,16.97274
dji,2003,18.33074
dji,2004,14.95281
dji,2005,17.18367
dji,2006,19.22027
dji,2007,10.90962
dji,2008,9.10797
dnk,1988,3.6421
dnk,1989,3.5192
dnk,1990,3.48804
dnk,1991,3.4656
dnk,1992,3.29378
dnk,1993,3.15877
dnk,1994,2.93626
dnk,1995,2.8796
dnk,1996,2.83597
dnk,1997,2.89042
dnk,1998,2.90282
dnk,1999,2.86954
dnk,2000,2.76624
dnk,2001,2.90018
dnk,2002,2.83411
dnk,2003,2.73465
dnk,2004,2.68637
dnk,2005,2.55943
dnk,2006,2.7644
dnk,2007,2.63603
dnk,2008,2.68793
dnk,2009,2.38816
dnk,2010,2.46787
dnk,2011,2.32775
dnk,2012,2.33254
dnk,2013,2.19857
dnk,2014,2.08135
dnk,2015,2.03832
dnk,2016,2.18687
dnk,2017,2.25172
dnk,2018,2.52736
dnk,2019,2.60746
dnk,2020,2.56766
dnk,2021,2.52583
dnk,2022,2.92809
dom,1997,5.64165
dom,1998,5.86423
dom,1999,5.78993
dom,2000,7.08547
dom,2001,7.71285
dom,2002,6.68306
dom,2003,4.01896
dom,2004,4.0264
dom,2005,5.0618
dom,2006,4.22925
dom,2007,3.85683
dom,2008,3.82737
dom,2009,4.1079
dom,2010,4.22519
dom,2011,3.78083
dom,2012,3.24666
dom,2013,3.45844
dom,2014,3.83203
dom,2015,3.8587
dom,2016,3.73521
dom,2017,3.9033
dom,2018,4.24416
dom,2019,4.15632
dom,2020,3.37787
dom,2021,3.32258
dom,2022,3.92627
dza,1990,5.68262
dza,1991,4.3563
dza,1992,7.45002
dza,1993,7.63412
dza,1994,10.13217
dza,1995,9.98956
dza,1996,10.97406
dza,1997,11.9648
dza,1998,12.81752
dza,1999,11.75623
dza,2000,12.01709
dza,2001,12.22571
dza,2002,10.79421
dza,2003,10.09629
dza,2004,10.67414
dza,2005,10.45512
dza,2006,9.16289
dza,2007,8.79553
dza,2008,7.97041
dza,2009,9.03417
dza,2010,9.44418
dza,2011,10.78105
dza,2012,10.24519
dza,2013,13.38797
dza,2014,13.66434
dza,2015,13.68705
dza,2016,15.3244
dza,2017,15.35568
dza,2018,14.4631
dza,2019,15.88871
dza,2020,17.82341
dza,2021,16.55746
dza,2022,13.29944
ecu,1995,9.84456
ecu,1996,8.013
ecu,1997,8.78985
ecu,1998,9.69793
ecu,1999,6.49408
ecu,2000,6.25441
ecu,2001,7.76228
ecu,2002,8.19672
ecu,2003,11.21907
ecu,2004,9.47551
ecu,2005,10.74324
ecu,2006,9.5689
ecu,2007,10.64608
ecu,2008,7.56399
ecu,2009,9.45657
ecu,2010,8.68051
ecu,2011,7.8418
ecu,2012,7.31699
ecu,2013,6.5754
ecu,2014,6.28359
ecu,2015,6.593
ecu,2016,6.52102
ecu,2017,6.46734
ecu,2018,6.29481
ecu,2019,5.96127
ecu,2020,6.64196
ecu,2021,6.32222
egy,1999,9.78906
egy,2000,9.81539
egy,2001,10.71551
egy,2002,10.60178
egy,2003,10.37041
egy,2004,9.5541
egy,2005,8.95488
egy,2006,7.54541
egy,2007,7.61219
egy,2008,6.67141
egy,2009,6.24927
egy,2010,6.22802
egy,2011,6.01347
egy,2012,5.34491
egy,2013,4.65059
egy,2014,4.73653
egy,2015,5.2273
egy,2016,5.09134
egy,2017,4.41765
egy,2018,4.15173
egy,2019,4.17573
egy,2020,4.50699
egy,2021,4.68827
egy,2022,4.344
eri,1993,41.0038
eri,1994,32.6171
eri,1995,31.09362
eri,1996,38.29509
eri,1997,25.48011
eri,1998,47.72492
eri,1999,41.88477
eri,2000,44.03411
eri,2001,32.06128
eri,2002,33.04648
eri,2003,31.13802
esp,1988,6.14897
esp,1989,5.62055
esp,1990,5.32857
esp,1991,4.76501
esp,1992,4.44203
esp,1993,4.11627
esp,1994,4.24008
esp,1995,4.22069
esp,1996,4.10164
esp,1997,4.0315
esp,1998,4.07549
esp,1999,4.38579
esp,2000,4.40143
esp,2001,4.24225
esp,2002,3.76831
esp,2003,3.70694
esp,2004,3.68446
esp,2005,3.60483
esp,2006,3.56441
esp,2007,3.47243
esp,2008,3.30003
esp,2009,2.93821
esp,2010,3.01379
esp,2011,2.88568
esp,2012,2.92594
esp,2013,2.77702
esp,2014,2.78063
esp,2015,2.89543
esp,2016,2.68068
esp,2017,2.9864
esp,2018,3.0094
esp,2019,2.92985
esp,2020,2.5996
esp,2021,2.7376
esp,2022,3.14487
est,1995,2.35455
est,1996,2.24191
est,1997,2.87416
est,1998,2.71673
est,1999,3.14968
est,2000,3.78476
est,2001,4.28981
est,2002,4.61867
est,2003,4.95431
est,2004,4.95495
est,2005,4.30021
est,2006,4.14982
est,2007,4.91275
est,2008,4.47947
est,2009,3.92347
est,2010,4.22202
est,2011,4.48646
est,2012,4.83504
est,2013,4.96835
est,2014,5.0984
est,2015,5.12569
est,2016,5.2521
est,2017,5.12245
est,2018,5.11587
est,2019,5.203
est,2020,5.11654
est,2021,4.82874
est,2022,5.34192
eth,1988,26.01165
eth,1989,28.22313
eth,1990,30.77163
eth,1991,22.58404
eth,1992,17.01784
eth,1993,15.69745
eth,1994,11.45475
