geo,time,ny_gds_totl_cn
are,2002,114863139200
are,2003,144651779300
are,2004,165533825300
are,2005,237365689400
are,2006,302269570600
are,2007,314177903700
are,2008,397628495100
are,2009,348979727200
are,2010,546146708018.82007
are,2011,702479482828.16992
are,2012,836460283272.86011
are,2013,826212910898.04993
are,2014,821962909922.10022
are,2015,730605642759.70996
are,2016,717225002800.87012
are,2017,718757185650.59998
are,2018,791170071268.46997
are,2019,745317301769.92993
are,2020,582414610724.90991
arg,1960,0.02757
arg,1961,0.04987
arg,1962,0.04423
arg,1963,0.04559
arg,1964,0.08663
arg,1965,0.11807
arg,1966,0.13351
arg,1967,0.18982
arg,1968,0.2107
arg,1969,0.26245
arg,1970,0.30372
arg,1971,0.3914
arg,1972,0.67386
arg,1973,1.07806
arg,1974,1.49122
arg,1975,5.6822
arg,1976,34.7781
arg,1977,94.345
arg,1978,217.49503
arg,1979,503.08997
arg,1980,915.3999
arg,1981,1662.2998
arg,1982,5315.5
arg,1983,26500
arg,1984,180310
arg,1985,1222900
arg,1986,1926900
arg,1987,4632000
arg,1988,24389000
arg,1989,713479936
arg,1990,13595000832
arg,1991,29367009300
arg,1992,34376007700
arg,1993,40876713000
arg,1994,43484681200
arg,1995,46677313000
arg,1996,51639312000
arg,1997,54505788900
arg,1998,55161538900
arg,1999,45745085000
arg,2000,47984383900
arg,2001,45495038800
arg,2002,80852970700
arg,2003,95346199800
arg,2004,119114520700
arg,2005,144636926900
arg,2006,173967577099.99991
arg,2007,219575752200
arg,2008,267774455300
arg,2009,263537148500
arg,2010,342350526000
arg,2011,437781679400
arg,2012,486725786099.99976
arg,2013,576116543800
arg,2014,808989238200
arg,2015,952470635400
arg,2016,1367810601000
arg,2017,1659108153700
arg,2018,2171132168300
arg,2019,3757458334800
arg,2020,4740571587900
arg,2021,9858503371400
arg,2022,15731090710200
arm,1990,16640000
arm,1991,19290000
arm,1992,-39360000
arm,1993,-446570000
arm,1994,-10906991900
arm,1995,-91136009200
arm,1996,-77057977500
arm,1997,-118524006600
arm,1998,-106526012400
arm,1999,-81712308500
arm,2000,-133710500000
arm,2001,-102934000000
arm,2002,-39096300000
arm,2003,48795300000
arm,2004,74031500000
arm,2005,243708600000
arm,2006,391122900000
arm,2007,480105100000
arm,2008,546363900000
arm,2009,99555100000
arm,2010,58802900000
arm,2011,3196200000
arm,2012,136962200000
arm,2013,58149500000
arm,2014,114291700000
arm,2015,452542780000
arm,2016,519001500000
arm,2017,425764700000
arm,2018,524229400000
arm,2019,261469700000
arm,2020,599953600000
arm,2021,1056238600000
arm,2022,1755981100000
aus,1960,5195000000
aus,1961,5399000000
aus,1962,5161000000
aus,1963,5771000000
aus,1964,6655000000
aus,1965,7230000000
aus,1966,7193000000
aus,1967,8496000000
aus,1968,8666000000
aus,1969,10446000000
aus,1970,12088000000
aus,1971,12783000000
aus,1972,13814000000
aus,1973,15429000000
aus,1974,19346000000
aus,1975,19477000000
aus,1976,21955000000
aus,1977,24868000000
aus,1978,25567000000
aus,1979,30864000000
aus,1980,36177000000
aus,1981,39893000000
aus,1982,46060000000
aus,1983,42209000000
aus,1984,53148000000
aus,1985,60856000000
aus,1986,64404000000
aus,1987,69537000000
aus,1988,86395000000
aus,1989,103823000000
aus,1990,111990000000
aus,1991,102505000000
aus,1992,93521000000
aus,1993,101718000000
aus,1994,112052000000
aus,1995,119158000000
aus,1996,128729000000
aus,1997,139890000000
aus,1998,145934000000
aus,1999,147403000000
aus,2000,159676000000
aus,2001,166091000000
aus,2002,184661000000
aus,2003,191541000000
aus,2004,210657000000
aus,2005,229000000000
aus,2006,256419000000
aus,2007,281632000000
aus,2008,307342000000
aus,2009,348731000000
aus,2010,337314000000
aus,2011,390037000000
aus,2012,413406000000
aus,2013,408419000000
aus,2014,422938000000
aus,2015,402611000000
aus,2016,383627000000
aus,2017,433070000000
aus,2018,459179000000
aus,2019,501856000000
aus,2020,517126000000
aus,2021,564186000000
aus,2022,683422000000
aut,1970,8921322000
aut,1971,9869889000
aut,1972,11569776000
aut,1973,13117777000
aut,1974,14707722000
aut,1975,13478097000
aut,1976,14394668000
aut,1977,15478676000
aut,1978,17167558000
aut,1979,19184737000
aut,1980,20068662000
aut,1981,20206014000
aut,1982,21209699000.00001
aut,1983,21451147000
aut,1984,23563801000
aut,1985,24760201000
aut,1986,26721393000
aut,1987,27909625000
aut,1988,30167169000
aut,1989,33104459000
aut,1990,35961341000
aut,1991,39009898000
aut,1992,39609726000
aut,1993,39710448000
aut,1994,42002980000
aut,1995,44985519999.99999
aut,1996,45500550000.00002
aut,1997,48382890000
aut,1998,51330640000
aut,1999,54070280000
aut,2000,57489140000
aut,2001,59349200000
aut,2002,62627430000
aut,2003,62456750000
aut,2004,66031870000
aut,2005,68203900000
aut,2006,73722590000
aut,2007,83033650000
aut,2008,84904810000
aut,2009,74413930000
aut,2010,76949510000
aut,2011,82877830000
aut,2012,85015020000
aut,2013,85580940000
aut,2014,89285490000
aut,2015,94865030000
aut,2016,100441500000
aut,2017,103427240000
aut,2018,110677390000
aut,2019,115106240000
aut,2020,110855050000.00005
aut,2021,115181300000
aut,2022,126134900000
aze,1990,87400
aze,1991,159300
aze,1992,888900
aze,1993,1308800
aze,1994,-4067200
aze,1995,61000000
aze,1996,8200000
aze,1997,408100000
aze,1998,166500000
aze,1999,325100000
aze,2000,964300000
aze,2001,1321300000
aze,2002,1497100000
aze,2003,1975900000
aze,2004,2668900000
aze,2005,5942800000
aze,2006,10189900000
aze,2007,16148000000
aze,2008,23307400000
aze,2009,16419400000
aze,2010,21128900000
aze,2011,27402300000
aze,2012,27373500000
aze,2013,27819000000
aze,2014,25775300000
aze,2015,16804300000
aze,2016,17196700000
aze,2017,21855500000
aze,2018,28346900000
aze,2019,25690700000
aze,2020,16616900000
aze,2021,31474000000
aze,2022,61122899999.99999
bdi,1960,524999700
bdi,1961,524999700
bdi,1962,437499900
bdi,1963,-87499800
bdi,1964,962500600
bdi,1965,480300000
bdi,1966,658900000
bdi,1967,899600000
bdi,1968,820500000
bdi,1969,974100000
bdi,1970,764300000
bdi,1971,414100000
bdi,1972,-34300000
bdi,1973,729500000
bdi,1974,-469900000
bdi,1975,-1043000000
bdi,1976,2383200000
bdi,1977,5667300000
bdi,1978,3030600000
bdi,1979,4476700000
bdi,1980,-494100000
bdi,1981,3586100000
bdi,1982,-2040900000
bdi,1983,7171500000
bdi,1984,7471400000
bdi,1985,5691805300
bdi,1986,1442818500
bdi,1987,9253127400
bdi,1988,2541742400
bdi,1989,5770974500
bdi,1990,-10402000000
bdi,1991,-8853087200
bdi,1992,-22761849100
bdi,1993,-14218511400
bdi,1994,-26260579600
bdi,1995,-19960475900
bdi,1996,-4533934100
bdi,1997,5116000000
bdi,1998,-18685000000
bdi,1999,-11400000000
bdi,2000,-44758000000
bdi,2001,-44683000000
bdi,2002,-64175000000
bdi,2003,-57295000000
bdi,2004,-73793000000.00012
bdi,2005,-54327400000
bdi,2006,-121650800000
bdi,2007,-146921900000
bdi,2008,-244454100000
bdi,2009,-79445300000
bdi,2010,-73521300000
bdi,2011,-255287300000
bdi,2012,-268429000000
bdi,2013,-525392800000
bdi,2014,-477088000000
bdi,2015,105376000000
bdi,2016,-50795000000
bdi,2017,-75756000000
bdi,2018,-223345000000
bdi,2019,-253151316500.41013
bdi,2020,-368153041574.82031
bdi,2021,-377290241019.39056
bdi,2022,-397389415563.56049
bel,1970,10602805000
bel,1971,11105924000
bel,1972,12241658000
bel,1973,13600570000
bel,1974,16090108000
bel,1975,15729872000
bel,1976,17890283000.00001
bel,1977,18309168000
bel,1978,19242574000
bel,1979,19336680000
bel,1980,20621282000
bel,1981,18925742000
bel,1982,19990170000
bel,1983,20973856000
bel,1984,24061544000
bel,1985,25259828000
bel,1986,27775149000
bel,1987,29577391000
bel,1988,35586480000
bel,1989,40636547000
bel,1990,43523533000
bel,1991,43387794000
bel,1992,46585715000
bel,1993,48266064000
bel,1994,51960369000
bel,1995,53971400000
bel,1996,53149100000
bel,1997,58680000000
bel,1998,60454800000
bel,1999,64563200000
bel,2000,68318200000
bel,2001,69469600000.00003
bel,2002,71934200000.00003
bel,2003,74018000000
bel,2004,81807100000
bel,2005,85935200000
bel,2006,91084800000
bel,2007,98750700000
bel,2008,93597300000
bel,2009,84661500000
bel,2010,90164900000
bel,2011,91766000000
bel,2012,91727600000
bel,2013,91250500000
bel,2014,96539400000
bel,2015,104366900000
bel,2016,109441300000
bel,2017,113467300000
bel,2018,115382800000
bel,2019,122718800000
bel,2020,120830300000
bel,2021,139659100000
bel,2022,141329600000
ben,1960,3013263800
ben,1961,3306325500
ben,1962,2208903700
ben,1963,1753256000
ben,1964,1395166700.00001
ben,1965,809459700
ben,1966,-425115600
ben,1967,-211894300
ben,1968,2126864300
ben,1969,2586239000
ben,1970,2128003100
ben,1971,220356600
ben,1972,980262900
ben,1973,3134021700
ben,1974,4076298300
ben,1975,605421600
ben,1976,-2311487500
ben,1977,-1568047100
ben,1978,-4100309000
ben,1979,-1219362900
ben,1980,-18850316300
ben,1981,-43334172700
ben,1982,22034612300
ben,1983,-2053275700
ben,1984,6557728700
ben,1985,-19055116300
ben,1986,-11452416000
ben,1987,-12941787100
ben,1988,-12769853500
ben,1989,2432794600
ben,1990,35768016000
ben,1991,28794407599.99994
ben,1992,19964419100
ben,1993,36100774700
ben,1994,89220895200
ben,1995,133827651300.00012
ben,1996,169471304400
ben,1997,187807200200
ben,1998,184631751400
ben,1999,223037387700
ben,2000,246764593100
ben,2001,247910711600
ben,2002,306053914900
ben,2003,336139835900
ben,2004,402911486700
ben,2005,344809731800
ben,2006,338618882500
ben,2007,443735416900
ben,2008,447293701600
ben,2009,458872287900
ben,2010,486963912700
ben,2011,551533850900
ben,2012,701539362500
ben,2013,915192373600
ben,2014,1105312950300
ben,2015,903305000000
ben,2016,1155771000000
ben,2017,1246058400400
ben,2018,1516254129900
ben,2019,1788439444900
ben,2020,1850909728100
ben,2021,2220264312800
ben,2022,3136811005700
bfa,1960,3593593800
bfa,1961,4507820000
bfa,1962,5107526700
bfa,1963,5471999000
bfa,1964,7752395700
bfa,1965,9028214800
bfa,1966,8577818600
bfa,1967,6294954000
bfa,1968,6909255700
bfa,1969,7243407400
bfa,1970,8365318200
bfa,1971,10369310700
bfa,1972,14539620300.00002
bfa,1973,17870143500.00002
bfa,1974,32011993100
bfa,1975,17591959600
bfa,1976,28749283300
bfa,1977,14243872800.00003
bfa,1978,19849642000
bfa,1979,12148637700
bfa,1980,2277081100
bfa,1981,-1471873000
bfa,1982,15593570300
bfa,1983,22011248600
bfa,1984,28413788100
bfa,1985,12893945800
bfa,1986,1100021800
bfa,1987,17807966300
bfa,1988,20699938800
bfa,1989,45999980500
bfa,1990,45800030200
bfa,1991,73800024000
bfa,1992,76599984200
bfa,1993,70099992600
bfa,1994,171943591900.00012
bfa,1995,136102084600
bfa,1996,104418508800
bfa,1997,165727043600
bfa,1998,146462212100
bfa,1999,-26083674599.99976
bfa,2000,-60352575000
bfa,2001,-563298700
bfa,2002,-3269415300
bfa,2003,97097782700
bfa,2004,51757514100
bfa,2005,99655867900
bfa,2006,100296738300
bfa,2007,188644777800
bfa,2008,237968605700
bfa,2009,323210923800
bfa,2010,697749001000
bfa,2011,968762456300
bfa,2012,1065252530900
bfa,2013,918200159700
bfa,2014,984664230600
bfa,2015,876709000000
bfa,2016,1120562000000
bfa,2017,1287190000000
bfa,2018,1527026000000
bfa,2019,1678162000000
bfa,2020,1999992000000
bfa,2021,2000159336800
bfa,2022,1895753601100
bgd,1960,1556135900
bgd,1961,1575179100
bgd,1962,2909592900
bgd,1963,2089356200
bgd,1964,2037666800
bgd,1965,2203618100
bgd,1966,2055349600
bgd,1967,2583130000
bgd,1968,3908021000
bgd,1969,3655013200
bgd,1970,3086425600
bgd,1971,1592862100
bgd,1972,-1267760300
bgd,1973,2136965100
bgd,1974,725017700
bgd,1975,1626868900
bgd,1976,-4475247200
bgd,1977,9230710400
bgd,1978,3260538600
bgd,1979,3589721600
bgd,1980,5757971900
bgd,1981,49099000000
bgd,1982,54874000000
bgd,1983,50411000000
bgd,1984,32057000000
bgd,1985,84073000000
bgd,1986,99363000000
bgd,1987,106195000000
bgd,1988,114262000000
bgd,1989,141201000000
bgd,1990,165359474800
bgd,1991,161060177000
bgd,1992,165738572200
bgd,1993,154195434000
bgd,1994,177442301400
bgd,1995,200206900500
bgd,1996,311878000000
bgd,1997,353090000000
bgd,1998,422900000000
bgd,1999,461655000000
bgd,2000,537511000000
bgd,2001,601072000000
bgd,2002,654927000000
bgd,2003,703106000000
bgd,2004,812120000000
bgd,2005,899235000000
bgd,2006,1033967099000
bgd,2007,1140690538800
bgd,2008,1206404178200
bgd,2009,1433581144000
bgd,2010,1659679936900
bgd,2011,1888629813800
bgd,2012,2239540004800
bgd,2013,2641958416600
bgd,2014,2968169000000
bgd,2015,3358786000000
bgd,2016,5660818000000
bgd,2017,6290913000000
bgd,2018,6981120000000
bgd,2019,7934736000000
bgd,2020,8584871000000
bgd,2021,8946130000000
bgd,2022,10018414000000
bgr,1980,7986600
bgr,1981,10182400
bgr,1982,10211400
bgr,1983,10012400
bgr,1984,11112800
bgr,1985,10362200
bgr,1986,11167100
bgr,1987,11349100
bgr,1988,13070700
bgr,1989,12416500
bgr,1990,9976600
bgr,1991,36446000
bgr,1992,28210000
bgr,1993,22878000
bgr,1994,46123000
bgr,1995,346284000
bgr,1996,269688000
bgr,1997,4266297000
bgr,1998,6759506000
bgr,1999,3823634000
bgr,2000,3863839000
bgr,2001,3728423000
bgr,2002,4276992000
bgr,2003,4357779000
bgr,2004,5060646000
bgr,2005,6152014000
bgr,2006,8022304000
bgr,2007,9386863000
bgr,2008,12523216000
bgr,2009,14843598000
bgr,2010,14478421000
bgr,2011,17455539000
bgr,2012,15378435000
bgr,2013,16818592000
bgr,2014,17190268000
bgr,2015,19597072000
bgr,2016,22762346000
bgr,2017,24750554000
bgr,2018,26095181000
bgr,2019,29134117000
bgr,2020,26844457000
bgr,2021,31835658000
bgr,2022,39572122000
bhr,1980,636899800
bhr,1981,687600000
bhr,1982,664600200
bhr,1983,668300000
bhr,1984,664099900
bhr,1985,653300000
bhr,1986,465100000
bhr,1987,515599900
bhr,1988,529600000
bhr,1989,517900000
bhr,1990,594500000
bhr,1991,311800000
bhr,1992,304700000
bhr,1993,419400000
bhr,1994,561900100
bhr,1995,574599900
bhr,1996,599199900
bhr,1997,645000100
bhr,1998,514800000
bhr,1999,592899900
bhr,2000,1333320000
bhr,2001,1211800000
bhr,2002,1342990000
bhr,2003,1656090000
bhr,2004,1829100000
bhr,2005,2774550000
bhr,2006,3657120000
bhr,2007,4598930000
bhr,2008,5241650000
bhr,2009,3890820000
bhr,2010,4436610000
bhr,2011,5094590000
bhr,2012,5382300000
bhr,2013,5343850000
bhr,2014,5445610000
bhr,2015,4298030000
bhr,2016,4597860000
bhr,2017,5524130000
bhr,2018,6106634000
bhr,2019,6381427600
bhr,2020,5302505800
bhr,2021,6653156400
bhs,1977,206900000
bhs,1978,220500000
bhs,1979,245000100
bhs,1980,344400000
bhs,1981,340299900
bhs,1982,437200000
bhs,1983,500500000
bhs,1984,441500000
bhs,1985,572999900
bhs,1986,601700000
bhs,1987,659899900
bhs,1989,732210000
bhs,1990,769820000
bhs,1991,619490000
bhs,1992,673400000
bhs,1993,632170000
bhs,1994,645260000
bhs,1995,618890000
bhs,1996,578890000
bhs,1997,1938260000
bhs,1998,2046020000
bhs,1999,2520670000
bhs,2000,2701970000
bhs,2001,2479730000
bhs,2002,2994760000
bhs,2003,2871390000
bhs,2004,2851690000
bhs,2005,3031400000
bhs,2006,2870150000
bhs,2007,3131040000
bhs,2008,2901000000
bhs,2009,2668760000
bhs,2010,2604760000
bhs,2011,2343550000
bhs,2012,2502700000
bhs,2013,2330200000
bhs,2014,2436300000
bhs,2015,2786400000
bhs,2016,2819800000
bhs,2017,2549200000
bhs,2018,2764300000
bhs,2019,3437900000
bhs,2020,1763200000
bhs,2021,1867700000
bhs,2022,2316400000
bih,2000,-3010455600
bih,2001,-3104311600
bih,2002,-2941669600
bih,2003,-3031806200
bih,2004,-2563175200
bih,2005,-2546788300
bih,2006,-1919454400
bih,2007,-1595573700
bih,2008,-1861090900
bih,2009,-1954197700
bih,2010,-1747758300
bih,2011,-1657720700
bih,2012,-2138194800
bih,2013,-1734539700
bih,2014,-1574579800
bih,2015,-369026000
bih,2016,531317000
bih,2017,1378260000
bih,2018,2371455000
bih,2019,2971259000
bih,2020,2541592000
bih,2021,4881011000
bih,2022,6220863000
blr,1990,125
blr,1991,300
blr,1992,3100
blr,1993,24900
blr,1994,357600
blr,1995,2472000
blr,1996,3730100
blr,1997,8297000
blr,1998,15650200
blr,1999,66128800
blr,2000,215657000
blr,2001,357595000
blr,2002,509160000
blr,2003,785790000
blr,2004,1283310000
blr,2005,1771570000
blr,2006,2323880000
blr,2007,2882480000
blr,2008,4090720000
blr,2009,3934580000
blr,2010,4829900000
blr,2011,11628030000
blr,2012,21018450000
blr,2013,23684580000.00001
blr,2014,26928000000
blr,2015,28952000000
blr,2016,28330000000
blr,2017,31609000000
blr,2018,37561000000
blr,2019,39333000000
blr,2020,46114000000
blr,2021,57154000000
blr,2022,55213000000
blz,1980,141723809.84
blz,1981,121258905.71
blz,1982,95962699.78
blz,1983,117072017.1
blz,1984,165300518.26
blz,1985,142431390.8
blz,1986,183881968.42
blz,1987,234219786.38
blz,1988,266342503.4
blz,1989,309551924.95
blz,1990,637544224.28583
blz,1991,682485376.17539
blz,1992,460048058.63791
blz,1993,523466955.17605
blz,1994,488310314.62847
blz,1995,505943533.9412
blz,1996,497974364.35982
blz,1997,390110336.0907
blz,1998,393653539.76752
blz,1999,459159515.91452
blz,2000,603864489.65306
blz,2001,538490182.33739
blz,2002,521274096.14422
blz,2003,537158429.19928
blz,2004,647719440.30063
blz,2005,746273192.45558
blz,2006,947115381.25865
blz,2007,1011301134.30571
blz,2008,956384804.768
blz,2009,890312323.61436
blz,2010,899931175.97725
blz,2011,952363264.60672
blz,2012,989596329.51127
blz,2013,963082518.48873
blz,2014,1052904939.60129
blz,2015,1103984331.66811
blz,2016,1106544034.84054
blz,2017,1112688107.63376
blz,2018,1050169832.28049
blz,2019,1124945326.34815
blz,2020,1004455603.91745
blz,2021,1167065961.49459
blz,2022,1368881940.19759
bmu,2010,2545530000
bmu,2011,2301978000
bmu,2012,2368434000
bmu,2013,2447249000
bmu,2014,2448083000
bmu,2015,2584786000
bmu,2016,2694468000
bmu,2017,2798930000
bmu,2018,2853926000
bmu,2019,2937288000
bmu,2020,2722393000
bmu,2021,2798400000
bmu,2022,2934700000
bol,1960,329
bol,1961,208
bol,1962,319
bol,1963,372
bol,1964,804
bol,1965,843
bol,1966,876
bol,1967,968
bol,1968,1402
bol,1969,1590
bol,1970,2007
bol,1971,1801
bol,1972,2881
bol,1973,5006
bol,1974,9698
bol,1975,8057
bol,1976,9278
bol,1977,10518
bol,1978,12921
bol,1979,15886
bol,1980,21005.33535
bol,1981,23638.81766
bol,1982,54783.20949
bol,1983,220009.28496
bol,1984,3386991.08745
bol,1985,370809594.90656
bol,1986,698241296.26689
bol,1987,817170135.85435
bol,1988,1038345938.44745
bol,1989,1387355539.6242
bol,1990,1757834776.0564
bol,1991,1930717500
bol,1992,1691776500
bol,1993,1775276100
bol,1994,2442214600
bol,1995,3419773500
bol,1996,4333482400
bol,1997,4740534600
bol,1998,5020626200
bol,1999,4028453800
bol,2000,4722996900
bol,2001,4833012700
bol,2002,5789149400
bol,2003,7716825900
bol,2004,11024750600
bol,2005,13639351600
bol,2006,20983556800
bol,2007,23399624500
bol,2008,29568561600
bol,2009,24089037200
bol,2010,32911317900
bol,2011,42419902300
bol,2012,50637521100
bol,2013,55022779100
bol,2014,50971365900
bol,2015,32118272600
bol,2016,31972357000
bol,2017,39717264800
bol,2018,43049804700
bol,2019,37901172100
bol,2020,27386859900
bol,2021,37469586053.506
bol,2022,42829288426.87701
bra,1960,0.00033
bra,1961,0.00052
bra,1962,0.00042
bra,1963,0.00098
bra,1964,0.00175
bra,1965,0.00381
bra,1966,0.00551
bra,1967,0.00549
bra,1968,0.00772
bra,1969,0.01201
bra,1970,0.01422
bra,1971,0.0177
bra,1972,0.0245
bra,1973,0.04846
bra,1974,0.06214
bra,1975,0.09981
bra,1976,0.12462
bra,1977,0.19473
bra,1978,0.28386
bra,1979,0.4208
bra,1980,0.9952
bra,1981,1.83774
bra,1982,3.07807
bra,1983,5.27978
bra,1984,16.1011
bra,1985,95.23134
bra,1986,229.13595
bra,1987,915.46675
bra,1988,6684.67982
bra,1989,129258.09945
bra,1990,2472202.18185
bra,1991,12377900
bra,1992,137279200
bra,1993,3137112400
bra,1994,78560423000
bra,1995,108480095200
bra,1996,128998994200
bra,1997,144289836600
bra,1998,158242835900
bra,1999,168999638000.00012
bra,2000,199522372600
bra,2001,217744327800.00009
bra,2002,272327515000
bra,2003,327748362000
bra,2004,417506869600
bra,2005,447265146599.99976
bra,2006,494501205500
bra,2007,576207859100
bra,2008,666425031300
bra,2009,613042653600
bra,2010,806714000800
bra,2011,921530000800
bra,2012,965746000700
bra,2013,1033922001000
bra,2014,1033675000200
bra,2015,974818000500
bra,2016,963546999100
bra,2017,1010461999800
bra,2018,1084860000000
bra,2019,1098939000400
bra,2020,1272389001500
bra,2021,1812415637000
bra,2022,1873442019800
brb,1975,74752000
brb,1976,76017000
brb,1977,124191000
brb,1978,140153000
brb,1979,172700000
brb,1980,696600000
brb,1981,684500000
brb,1982,749000000
brb,1983,818800000
brb,1984,889400000
brb,1985,981700000
brb,1986,896000000
brb,1987,983100000
brb,1988,1195300000
brb,1989,1322800000
brb,1990,654700000
brb,1991,596500000
brb,1992,571400000
brb,1993,633400000
brb,1994,755600000
brb,1995,529800000
brb,1996,610900000
brb,1997,573500000
brb,1998,786000000
brb,1999,755200000
brb,2000,736600000
brb,2001,610400000
brb,2002,704200000
brb,2003,882600000
brb,2004,730400000
brb,2005,746500000
brb,2006,1244300000
brb,2007,1665900000
brb,2008,1446100000
brb,2009,1134700000
brb,2010,905200000
brb,2011,915400000
brb,2012,800400000
brb,2013,890800000
brb,2014,823500000
brb,2015,922300000
brb,2016,839200000
brb,2017,1119400000
brb,2018,1374400000
brb,2019,1738000000
brb,2020,754900000
brb,2021,865300000
brb,2022,1310900000
brn,1974,1974200000
brn,1975,1986400000
brn,1976,2831100000
brn,1977,3490800000
brn,1978,3746200000
brn,1979,5215100000
brn,1980,8941600000
brn,1981,7959500000
brn,1982,7707500000
brn,1983,6433900000
brn,1989,2856558200
brn,1990,3286000000
brn,1991,3236000000
brn,1992,3118000000
brn,1993,2363000000
brn,1994,2132000000
brn,1995,2456000000
brn,1996,2605000000
brn,1997,2743000000
brn,1998,2025000000
brn,1999,2876000000
brn,2000,5106270300
brn,2001,4441239000
brn,2002,4941614700
brn,2003,5553625700
brn,2004,6837122400
brn,2005,9380460400
brn,2006,11323500000
brn,2007,10561100000
brn,2008,13293500000
brn,2009,8172800000
brn,2010,11800000000
brn,2011,15962000000
brn,2012,16138306200
brn,2013,14619000000
brn,2014,13643600000
brn,2015,9805050500
brn,2016,8287744300
brn,2017,8884189700
brn,2018,10306306700
brn,2019,10015880000
brn,2020,8416338200
brn,2021,9915648600
brn,2022,13024471704.78173
btn,1990,923748927
btn,1991,1056140100
btn,1992,660649300
btn,1993,1650988600
btn,1994,2762570400
btn,1995,3326281900
btn,1996,2425817400
btn,1997,1626262900
btn,1998,1600345100
btn,1999,1924496200
btn,2000,5210790400
btn,2001,8096262400
btn,2002,8294434100
btn,2003,8908899500
btn,2004,9245347300
btn,2005,8367901800
btn,2006,15960796800
btn,2007,12209282600
btn,2008,18475249100
btn,2009,17334601400
btn,2010,24237903200
btn,2011,32592631300
btn,2012,42434928500
btn,2013,25567044300
btn,2014,37261298800
btn,2015,33999507100
btn,2016,48010483600
btn,2017,57835456256.064
btn,2018,57692973234.965
btn,2019,63336508509.892
btn,2020,42561195426.23499
btn,2021,51582841597.13097
bwa,1960,-2176700
bwa,1961,-2345600
bwa,1962,-2443700
bwa,1963,-2628600
bwa,1964,-2245300
bwa,1965,-1850000
bwa,1966,50000
bwa,1967,-300000
bwa,1968,-4350000
bwa,1969,4700000
bwa,1970,6250000
bwa,1971,20000000
bwa,1972,35300000
bwa,1973,47050000
bwa,1974,49950000
bwa,1975,57000000
bwa,1976,57700000
bwa,1977,57250000
bwa,1978,97300000
bwa,1979,174350000
bwa,1980,219900000
bwa,1981,193900000
bwa,1982,239800000
bwa,1983,371700000
bwa,1984,520250000
bwa,1985,807100000
bwa,1986,1064750000
bwa,1987,1392000000
bwa,1988,2426450000
bwa,1989,3056850000
bwa,1990,3006450000
bwa,1991,3165250000
bwa,1992,3239100000
bwa,1993,3695555000
bwa,1994,3789400000
bwa,1995,4001700000
bwa,1996,6195300000
bwa,1997,6665000000
bwa,1998,6684100000
bwa,1999,10114600000
bwa,2000,12336600000
bwa,2001,13486500000
bwa,2002,13850900000
bwa,2003,14654979700
bwa,2004,16680663400
bwa,2005,21565831600
bwa,2006,22532089700
