geo,time,dt_nfl_pcbo_cd
aze,2011,738659000
aze,2012,273563000
aze,2013,-440239000
aze,2014,-738294000
aze,2015,1575480000
aze,2016,-381823000
aze,2017,-287067000
aze,2018,900133000
aze,2019,-630448000
aze,2020,-635817000
aze,2021,-155366000
aze,2022,-414360000
bdi,1970,11000
bdi,1971,-59000
bdi,1972,-381000
bdi,1973,-271000
bdi,1975,5517000
bdi,1976,35000
bdi,1977,7000
bdi,1978,2906000
bdi,1979,1210000
bdi,1980,-2778000
bdi,1981,-2364000
bdi,1982,687000
bdi,1983,13153000
bdi,1984,10981000
bdi,1985,-2902000
bdi,1986,-5736000
bdi,1987,-7773000
bdi,1988,-925000
bdi,1989,-5554000
bdi,1990,-5975000
bdi,1991,-2575000
ben,1971,-1206000
ben,1973,552000
ben,1974,3612000
ben,1975,-183000
ben,1982,181061000
ben,1983,41991000
ben,1984,-8123000
ben,1985,-17976000
ben,1986,-17929000
ben,1987,-1452000
ben,2000,-2081000
ben,2001,0
ben,2017,38734000
ben,2018,800810000
ben,2019,-291392000
ben,2020,84964000
ben,2021,7266000
ben,2022,70229000
bfa,1978,-412000
bfa,1979,13402000
bfa,1980,3899000
bfa,1981,776000
bfa,1982,20641000
bfa,1983,14543000
bfa,1984,348000
bfa,1985,-9065000
bfa,1986,-7294000
bfa,1987,-3831000
bfa,1988,-1845000
bfa,1989,2607000
bfa,1991,-600000
bfa,2009,708171000
bfa,2010,859320000
bfa,2013,1454516000
bfa,2014,3017836000
bfa,2015,2283779000
bfa,2016,1543243000
bfa,2017,301344000
bfa,2018,-2301733000
bfa,2019,-1837374000
bfa,2020,-205910000
bfa,2021,111431000
bfa,2022,77679000
bgd,1973,13311000
bgd,1974,1321000
bgd,1975,-3010000
bgd,1976,-1402000
bgd,1977,-812000
bgd,1978,12088000
bgd,1979,9008000
bgd,1982,21408000
bgd,1983,45756000
bgd,1984,27561000
bgd,1985,-5183000
bgd,1986,54416000
bgd,1987,1960000
bgd,1988,-22556000
bgd,1989,-29981000
bgd,1990,55741000
bgd,1991,34298000
bgd,1992,-18617000
bgd,1993,-9961000
bgd,1994,-25461000
bgd,1995,-19886000
bgd,1996,-29783000
bgd,1997,-22420000
bgd,1998,-21026000
bgd,2000,45742000
bgd,2001,48455000
bgd,2003,-17068000
bgd,2004,-13992000
bgd,2005,-15835000
bgd,2006,-23558000
bgd,2007,99633000
bgd,2008,256586000
bgd,2009,351078000
bgd,2010,281522000
bgd,2011,368485000
bgd,2012,328224000
bgd,2013,422630000
bgd,2014,939718000
bgd,2015,233722000
bgd,2016,-256636000
bgd,2017,299338000
bgd,2018,1838613000
bgd,2019,-321473000
bgd,2020,720772000
bgd,2021,2644526000
bgd,2022,300158000
bgr,1981,393545000
bgr,1982,568520000
bgr,1983,482826000
bgr,1984,934437000
bgr,1985,887173000
bgr,1986,1296556000
bgr,1987,779401000
bgr,1988,441565000
bgr,1989,567860000
bgr,1990,-110879000
bgr,1991,30107000
bgr,1992,79269000
bgr,1993,-33895000
bgr,1994,-193631000
bgr,1995,-92599000
bgr,1996,-95477000
bgr,1997,-23030000
bgr,1998,86928000
bgr,1999,235131000
bgr,2000,107207000
bgr,2001,153966000
bgr,2002,312317000
bgr,2003,312968000
bgr,2004,1621680000
bgr,2005,2674535000
bgr,2006,3883983000
bgr,2007,8991713000
bgr,2008,14075046000
bgr,2009,4878284000
bgr,2010,-1918626000
bgr,2011,7305388000
bgr,2012,945880000
bgr,2013,1208829000
bgr,2014,-602671000
bgr,2015,-3514154000
bgr,2016,-1359174000
bgr,2017,-488400000
bgr,2018,-470598000
bgr,2019,289397000
bgr,2020,1061609000
bgr,2021,221768000
bgr,2022,254711000
bih,2005,1094380000
bih,2006,1146480000
bih,2007,2502620000
bih,2008,1753184000
bih,2009,36260000
bih,2010,-100537000
bih,2011,6371964000
bih,2012,398340000
bih,2013,339773000
bih,2014,-457158000
bih,2015,-910301000
bih,2016,6691000
bih,2017,1464314000
bih,2018,2760777000
bih,2019,12334000
bih,2020,386496000
bih,2021,-655118000
bih,2022,121679000
blr,1994,113170000
blr,1995,103389000
blr,1996,340000
blr,1997,-28036000
blr,1998,-6354000
blr,1999,-23622000
blr,2000,22296000
blr,2001,203077000
blr,2002,159809000
blr,2003,1141000
blr,2004,-10246000
blr,2005,59692000
blr,2006,267054000
blr,2007,1387951000
blr,2008,984741000
blr,2009,-452601000
blr,2010,74972000
blr,2011,-378809000
blr,2012,1466304000
blr,2013,478425000
blr,2014,-482856000
blr,2015,-283021000
blr,2016,-3313185000
blr,2017,-432020000
blr,2018,-914551000
blr,2019,1036420000
blr,2020,-691719000
blr,2021,-1042787000
blr,2022,-745365000
blz,1981,4015000
blz,1982,5254000
blz,1983,3041000
blz,1984,1902000
blz,1985,-2479000
blz,1986,-5022000
blz,1987,-1049000
blz,1988,6283000
blz,1989,-547000
blz,1990,2215000
blz,1991,4983000
blz,1992,4339000
blz,1993,4538000
blz,1994,-360000
blz,1995,-2228000
blz,1996,6327000
blz,1997,8437000
blz,1998,6223000
blz,1999,59271000
blz,2000,82606000
blz,2001,84610000
blz,2002,-84381000
blz,2003,42329000
blz,2004,-112005000
blz,2005,-70129000
blz,2006,-15626000
blz,2007,492516000
blz,2008,31584000
blz,2009,-16701000
blz,2010,-22912000
blz,2011,-24795000
blz,2012,-49116000
blz,2013,-11367000
blz,2014,-7807000
blz,2015,-10555000
blz,2017,21627000
blz,2018,-14403000
blz,2019,325000
blz,2020,3279000
blz,2021,385002000
blz,2022,-2390000
bol,1970,2974000
bol,1971,10648000
bol,1972,26414000
bol,1973,-7678000
bol,1974,35117000
bol,1975,79316000
bol,1976,144392000
bol,1977,211227000
bol,1978,167195000
bol,1979,109569000
bol,1980,156779000
bol,1981,90193000
bol,1982,61628000
bol,1983,-28361000
bol,1984,-39671000
bol,1985,-35347000
bol,1986,-3593000
bol,1987,19072000
bol,1988,-63811000
bol,1990,-23873000
bol,1991,-27571000
bol,1992,-7942000
bol,1993,11344000
bol,1994,5695000
bol,1995,40930000
bol,1996,45298000
bol,1997,213036000
bol,1998,108241000
bol,1999,310000
bol,2000,195898000
bol,2001,-22878000
bol,2002,-75497000
bol,2003,128260000
bol,2004,2400000
bol,2005,317989000
bol,2006,96397000
bol,2007,229789000
bol,2008,343227000
bol,2009,-156223000
bol,2010,-358890000
bol,2011,-120030000
bol,2012,-118536000
bol,2013,-16727000
bol,2014,253501000
bol,2015,-47785000
bol,2016,158514000
bol,2017,-87116000
bol,2018,-106099000
bol,2019,13046000
bol,2020,-90269000
bol,2021,-394565000
bol,2022,-547976000
bra,1970,1143487000
bra,1971,1233192000
bra,1972,3174186000
bra,1973,2275668000
bra,1974,5511440000
bra,1975,4216869000
bra,1976,5031308000
bra,1977,4940453000
bra,1978,8010937000
bra,1979,4601533000
bra,1980,3398491000
bra,1981,7568736000
bra,1982,7744225000
bra,1983,2896152000
bra,1984,4884807000
bra,1985,388580000
bra,1986,4168000
bra,1987,-59496000
bra,1988,3127559000
bra,1989,-3326845000
bra,1990,-539113000
bra,1991,533027000
bra,1992,2965370000
bra,1993,4693539000
bra,1994,2866215000
bra,1995,8282394000
bra,1996,9751649000
bra,1997,15021738000
bra,1998,19913386000
bra,1999,-13994526000
bra,2000,2262024000
bra,2001,-5623564000
bra,2002,-9769582000
bra,2003,-7341189000
bra,2004,-471109000
bra,2005,-1940940000
bra,2006,13582768000
bra,2007,19109489000
bra,2008,24682678000
bra,2009,6044986000
bra,2010,15320878000
bra,2011,48347761000
bra,2012,41421044000
bra,2013,45648886000
bra,2014,67590159000
bra,2015,28124920000
bra,2016,20259684000
bra,2017,14565077000
bra,2018,28143503000
bra,2019,-3692639000
bra,2020,12671615000
bra,2021,12894581000
bra,2022,32775226000
btn,2009,4913000
btn,2010,16050000
btn,2011,18960000
btn,2012,6227000
btn,2013,7293000
btn,2014,4781000
btn,2015,51527000
btn,2016,-1179000
btn,2017,-9120000
btn,2018,-5170000
btn,2019,-8566000
btn,2020,-14581000
btn,2021,-2145000
btn,2022,-4137000
bwa,1982,32234000
bwa,1983,-2238000
bwa,1984,6374000
bwa,1985,-12174000
bwa,1986,5988000
bwa,1987,4427000
bwa,1988,-335000
bwa,1989,-3230000
bwa,1990,-18452000
bwa,1991,-2615000
bwa,1992,-2679000
bwa,1993,29330000
bwa,1994,-1956000
bwa,1995,-6249000
bwa,1996,-8592000
bwa,1997,-4966000
bwa,1998,-4466000
bwa,1999,9820000
bwa,2000,-3089000
bwa,2001,-2235000
bwa,2002,-2247000
bwa,2003,-2261000
bwa,2004,-834000
bwa,2005,-2291000
bwa,2006,-2313000
bwa,2007,-2297000
bwa,2008,-5101000
chn,1981,106519000
chn,1982,-144089000
chn,1983,359428000
chn,1984,161298000
chn,1985,1892092000
chn,1986,2356755000
chn,1987,4397640000
chn,1988,4654316000
chn,1989,3384451000
chn,1990,4667616000
chn,1991,2468905000
chn,1992,8952102000
chn,1993,5979429000
chn,1994,3814393000
chn,1995,4696140000
chn,1996,5263514000
chn,1997,4804615000
chn,1998,-3935672000
chn,1999,-1725694000
chn,2000,-2138296000
chn,2001,-5651338000
chn,2002,-3395153000
chn,2003,-2932125000
chn,2004,4148865000
chn,2005,2625096000
chn,2006,5794863000
chn,2007,13851610000
chn,2008,14238099000
chn,2009,-10477226000
chn,2010,24119960000
chn,2011,28416365000
chn,2012,15942605000
chn,2013,18895291000
chn,2014,45056776000
chn,2015,19772777000
chn,2016,12345786000
chn,2017,3768480000
chn,2018,-5419975000
chn,2019,52980687000
chn,2020,19255794000
chn,2021,46004342000
chn,2022,-43068701000
civ,1970,15260000
civ,1971,35064000
civ,1972,21132000
civ,1973,151929000
civ,1974,78703000
civ,1975,231249000
civ,1976,196045000
civ,1977,537054000
civ,1978,669093000
civ,1979,473516000
civ,1980,855793000
civ,1981,664294000
civ,1982,591041000
civ,1983,123034000
civ,1984,77987000
civ,1985,-200000
civ,1986,-181020000
civ,1987,-213948000
civ,1988,44562000
civ,1989,129200000
civ,1990,9920000
civ,1991,-3994000
civ,1992,-10436000
civ,1993,-51610000
civ,1994,-39017000
civ,1995,14340000
civ,1996,108713000
civ,1998,-240978000
civ,1999,-242822000
civ,2000,-117763000
civ,2001,-110000000
civ,2002,-114409000
civ,2003,-115000000
civ,2004,-133348000
civ,2005,-109352000
civ,2006,-118675000
civ,2007,-166696000
civ,2008,79000000
civ,2009,155000000
civ,2010,195665000
civ,2011,207484000
civ,2012,579354000
civ,2013,-345675000
civ,2014,-400660000
civ,2015,-331520000
civ,2016,-37682000
civ,2017,-173480000
civ,2018,575279000
civ,2019,1663340000
civ,2020,712915000
civ,2021,685410000
civ,2022,2166660000
cmr,1974,17449000
cmr,1975,60146000
cmr,1976,102575000
cmr,1977,144373000
cmr,1978,117438000
cmr,1979,244788000
cmr,1980,278822000
cmr,1981,137294000
cmr,1982,56160000
cmr,1983,264606000
cmr,1984,131785000
cmr,1985,-240678000
cmr,1986,84759000
cmr,1987,-16987000
cmr,1988,225798000
cmr,1989,241385000
cmr,1990,-14032000
cmr,1991,8225000
cmr,1992,71328000
cmr,1993,5858000
cmr,1994,-59430000
cmr,1995,-64718000
cmr,1996,-23286000
cmr,1997,-25172000
cmr,1998,-43974000
cmr,1999,-52464000
cmr,2000,-51911000
cmr,2001,-90947000
cmr,2003,-60750000
cmr,2004,24727000
cmr,2005,-43754000
cmr,2006,-122047000
cmr,2007,-120458000
cmr,2009,-12493000
cmr,2010,-31973000
cmr,2011,-107251000
cmr,2012,-35427000
cmr,2013,-9861000
cmr,2014,44663000
cmr,2015,89222000
cmr,2016,12588000
cmr,2017,-82176000
cmr,2018,42918000
cmr,2019,618238000
cmr,2020,234079000
cmr,2021,-1217934000
cmr,2022,-63234000
cod,1971,156211000
cod,1972,173617000
cod,1973,297408000
cod,1974,275747000
cod,1975,202234000
cod,1976,311729000
cod,1977,324658000
cod,1978,235105000
cod,1979,28378000
cod,1980,138051000
cod,1981,63809000
cod,1982,17161000
cod,1983,-15241000
cod,1984,-19330000
cod,1985,-34728000
cod,1986,-29556000
cod,1987,-18364000
cod,1988,-5233000
cod,1989,24777000
cod,1990,-11831000
cod,1991,-13047000
cod,1999,0
cod,2000,0
cod,2003,28617000
cod,2004,-4207000
cod,2005,-1986000
cod,2006,-6648000
cod,2007,-4521000
cod,2008,-6979000
cod,2009,-20968000
cod,2010,15779000
cod,2015,1818000
cod,2016,-9130000
cod,2017,-509000
cod,2018,15688000
cod,2019,72394000
cod,2020,-4866000
cod,2021,2097000
cod,2022,-25893000
cog,1973,16762000
cog,1974,38988000
cog,1975,33709000
cog,1976,11634000
cog,1977,425000
cog,1978,79868000
cog,1979,41671000
cog,1980,399899000
cog,1981,146838000
cog,1982,401045000
cog,1983,158730000
cog,1984,166970000
cog,1985,97232000
cog,1986,11913000
cog,1987,-49385000
cog,1988,168944000
cog,1989,-47640000
cog,1990,-90568000
cog,1991,-187567000
cog,1992,29766000
cog,1993,462768000
cog,1994,-156140000
cog,1995,-52791000
cog,1998,-1979000
cog,1999,0
cog,2000,0
cog,2001,-92000
cog,2002,-98000
cog,2003,1322000
cog,2004,-256000
cog,2005,119000000
cog,2006,119000000
cog,2007,-23072000
cog,2008,-24882000
cog,2009,-70790000
cog,2010,307413000
cog,2011,123945000
cog,2012,158586000
cog,2013,856000
cog,2014,795612000
cog,2015,764537000
cog,2016,-82176000
cog,2017,-87700000
cog,2018,55823000
cog,2019,-71110000
cog,2020,-152827000
cog,2022,-247829000
col,1970,32830000
col,1971,88378000
col,1972,152831000
col,1973,43540000
col,1974,8728000
col,1975,219663000
col,1976,89121000
col,1977,122896000
col,1978,-46384000
col,1979,553914000
col,1980,534484000
col,1981,1131705000
col,1982,864183000
col,1983,537651000
col,1984,755067000
col,1985,432304000
col,1986,987785000
col,1987,-330874000
col,1988,308677000
col,1989,-163122000
col,1990,-165977000
col,1991,-372295000
col,1992,-108391000
col,1993,517099000
col,1994,1743381000
col,1995,1180142000
col,1996,2348387000
col,1997,3099446000
col,1998,-1196573000
col,1999,1273667000
col,2000,-432686000
col,2001,-846625000
col,2002,-601298000
col,2003,-980483000
col,2004,-1815321000
col,2005,-711452000
col,2006,-876134000
col,2007,2784178000
col,2008,486049000
col,2009,-1018263000
col,2010,4280047000
col,2011,4711218000
col,2012,-772443000
col,2013,6547145000
col,2014,1572842000
col,2015,3439240000
col,2016,4369434000
col,2017,-2961042000
col,2018,4831257000
col,2019,3223924000
col,2020,4566753000
col,2021,4410223000
col,2022,8970615000
com,1982,621000
com,1983,-139000
com,1984,-115000
com,1985,-112000
com,1986,-145000
cpv,2001,8606000
cpv,2002,-139000
cpv,2003,-832000
cpv,2004,-1915000
cpv,2005,3971000
cpv,2006,-6408000
cpv,2007,-4205000
cpv,2008,-4343000
cpv,2009,-3642000
cpv,2010,77505000
cpv,2011,94977000
cpv,2012,115118000
cpv,2013,119761000
cpv,2014,114188000
cpv,2015,28577000
cpv,2016,16399000
cpv,2017,12516000
cpv,2019,2460000
cpv,2020,4106000
cpv,2021,254000
cpv,2022,-10252000
cri,1970,7567000
cri,1971,18997000
cri,1972,28813000
cri,1973,46319000
cri,1974,60221000
cri,1975,97183000
cri,1976,88240000
cri,1977,166927000
cri,1978,77664000
cri,1979,98048000
cri,1980,98076000
cri,1981,51487000
cri,1982,17009000
cri,1983,96407000
cri,1984,-18293000
cri,1985,44482000
cri,1986,1740000
cri,1987,-3993000
cri,1988,3872000
cri,1989,-9959000
cri,1990,-98640000
cri,1991,-22302000
cri,1992,17238000
cri,1993,-57347000
cri,1994,-60757000
cri,1995,-19824000
cri,1996,-16454000
cri,1997,-550000
cri,1998,49695000
cri,1999,-27703000
cri,2000,-23817000
cri,2001,-23437000
cri,2002,-7696000
cri,2003,64847000
cri,2004,348735000
cri,2005,688411000
cri,2006,136022000
cri,2007,193289000
cri,2008,10719000
cri,2009,611542000
cri,2010,249211000
cri,2011,621603000
cri,2012,1140086000
cri,2013,837798000
cri,2014,1176661000
cri,2015,1800397000
cri,2016,750472000
cri,2017,-295820000
cri,2018,1110592000
cri,2019,50470000
cri,2020,324342000
cri,2021,1907893000
cri,2022,686196000
dji,1980,4977000
dji,1982,3532000
dji,1983,-410000
dji,1984,15000
dji,1985,125000
dji,1986,-2038000
dji,1987,-2279000
dji,1988,-1680000
dji,1989,-739000
dji,1990,-590000
dji,2010,-2389000
dji,2011,-2941000
dji,2012,-3513000
dji,2013,-3606000
dji,2014,-1981000
dji,2015,-2644000
dma,1986,292000
dma,1987,-68000
dma,1988,-68000
dma,1989,-63000
dma,1990,-74000
dma,1991,-72000
dma,2002,12959000
dma,2003,-274000
dma,2005,37000
dma,2006,37000
dma,2007,299000
dma,2008,1724000
dma,2009,249000
dma,2011,804000
dma,2012,-229000
dma,2013,-1992000
dma,2014,-2007000
dma,2015,-2006000
dma,2016,-2006000
dma,2017,-2179000
dma,2018,-2042000
dma,2019,-2662000
dma,2020,-2230000
dma,2021,-1485000
dma,2022,-3085000
dom,1970,5655000
dom,1971,17080000
dom,1972,31030000
dom,1973,28180000
dom,1974,98690000
dom,1975,61115000
dom,1976,60921000
dom,1977,83525000
dom,1978,71107000
dom,1979,61125000
dom,1980,56836000
dom,1981,-32459000
dom,1982,-12358000
dom,1983,-23481000
dom,1984,-3916000
dom,1985,21020000
dom,1986,-8764000
dom,1987,1782000
dom,1988,40088000
dom,1989,-9754000
dom,1991,-15432000
dom,1992,-19190000
dom,1993,-27908000
dom,1994,-115580000
dom,1995,-30620000
dom,1996,-23926000
dom,1997,-1945000
dom,1998,9515000
dom,1999,41609000
dom,2000,119717000
dom,2001,89300000
dom,2002,625519000
dom,2003,761250000
dom,2004,195579000
dom,2005,68732000
dom,2006,-284518000
dom,2007,-90796000
dom,2008,-97916000
dom,2009,-330372000
dom,2010,-202599000
dom,2011,-69748000
dom,2012,144255000
dom,2013,-275881000
dom,2014,-22465000
dom,2015,-136055000
dom,2016,-377780000
dom,2017,-183093000
dom,2018,-1513000
dom,2019,-843962000
dom,2020,-1177992000
dom,2021,-487135000
dom,2022,457943000
dza,1970,241651000
dza,1971,172163000
dza,1972,204144000
dza,1973,1171111000
dza,1974,213516000
dza,1975,1131087000
dza,1976,1527161000
dza,1977,1929273000
dza,1978,3487005000
dza,1979,2025466000
dza,1980,532413000
dza,1981,48463000
dza,1982,-542354000
dza,1983,-10397000
dza,1984,628810000
dza,1985,113456000
dza,1986,1004925000
dza,1987,1045930000
dza,1988,1444800000
dza,1989,142599000
dza,1990,-411817000
dza,1991,-1146022000
dza,1992,363874000
dza,1993,207903000
dza,1994,1012081000
dza,1995,787817000
dza,1996,1634000
dza,1997,-540781000
dza,1998,-1328389000
dza,1999,-1514561000
dza,2000,-1247445000
dza,2001,-1043741000
dza,2002,-358634000
dza,2003,-56383000
dza,2004,-408716000
dza,2005,-634099000
dza,2006,-1188599000
dza,2007,-462711000
dza,2008,-207719000
dza,2009,-629546000
dza,2010,-387210000
dza,2011,-271677000
dza,2012,-245809000
dza,2013,-311681000
dza,2014,-50227000
dza,2015,-417726000
dza,2016,-149149000
dza,2017,-67542000
dza,2018,-7921000
dza,2019,2692000
dza,2020,53792000
dza,2021,22198000
dza,2022,-1625000
ecu,1970,12230000
ecu,1971,10627000
ecu,1972,71595000
ecu,1973,17354000
ecu,1974,66630000
ecu,1975,196050000
ecu,1976,89165000
ecu,1977,526734000
ecu,1978,486993000
ecu,1979,621028000
ecu,1980,538364000
ecu,1981,884659000
ecu,1982,55425000
ecu,1983,71448000
ecu,1984,422672000
ecu,1985,203099000
ecu,1986,237210000
ecu,1987,22534000
ecu,1988,-38764000
ecu,1989,241738000
ecu,1990,57246000
ecu,1991,-78312000
ecu,1992,-203587000
ecu,1993,87436000
ecu,1994,-55124000
ecu,1995,59427000
ecu,1996,126710000
ecu,1997,364379000
ecu,1998,-221864000
ecu,1999,-969000
ecu,2000,-216269000
ecu,2001,214782000
ecu,2002,888658000
ecu,2003,631783000
ecu,2004,647630000
ecu,2005,-66117000
ecu,2006,422782000
ecu,2007,333165000
ecu,2008,450391000
ecu,2009,95398000
ecu,2010,7422000
ecu,2011,206669000
ecu,2012,233747000
ecu,2013,29666000
ecu,2014,2922022000
ecu,2015,1182675000
ecu,2016,1528937000
ecu,2017,-1001069000
ecu,2018,687004000
ecu,2019,1850250000
ecu,2020,-1298343000
ecu,2021,-953197000
ecu,2022,-143809000
egy,1972,-18891000
egy,1974,105657000
egy,1976,129424000
egy,1977,329421000
egy,1978,239120000
egy,1979,444499000
egy,1980,558867000
egy,1981,625699000
egy,1982,1335502000
egy,1983,1112882000
egy,1984,586456000
egy,1985,563176000
egy,1986,775007000
egy,1987,574242000
egy,1988,677132000
egy,1989,297372000
egy,1990,-64422000
egy,1991,-212941000
egy,1992,-546843000
egy,1993,-411335000
egy,1994,-283951000
egy,1995,-311372000
egy,1996,-421012000
egy,1997,-37337000
egy,1998,35410000
egy,1999,-234816000
egy,2000,114667000
egy,2001,169054000
egy,2002,-16992000
egy,2003,-628769000
egy,2004,136269000
egy,2005,490434000
egy,2006,-232142000
egy,2007,-94931000
egy,2008,-360955000
egy,2009,-61152000
egy,2010,141039000
egy,2011,-48296000
egy,2012,38336000
egy,2013,-150445000
egy,2014,-44261000
egy,2015,902208000
egy,2016,799688000
egy,2017,1067702000
egy,2018,5562713000
egy,2019,993259000
egy,2020,1258815000
egy,2021,4201160000
egy,2022,2683256000
eth,1970,-6891000
eth,1971,-4766000
eth,1972,-6205000
eth,1973,-2103000
eth,1974,1360000
eth,1975,-2747000
eth,1976,-3024000
eth,1977,-2275000
eth,1978,5003000
eth,1979,6050000
eth,1980,26302000
eth,1981,63300000
eth,1982,98160000
eth,1983,37694000
eth,1984,117310000
eth,1985,59944000
eth,1986,27851000
eth,1987,73222000
eth,1988,63457000
eth,1989,-68114000
eth,1990,-55645000
eth,1991,212417000
eth,1992,79790000
eth,1993,-26825000
eth,1994,-32892000
eth,1995,-47917000
eth,1996,-209577000
eth,1997,22647000
eth,1998,2106000
eth,1999,-12066000
eth,2000,-8051000
eth,2001,-9983000
eth,2002,-4070000
eth,2003,128578000
eth,2004,70502000
eth,2005,116212000
eth,2006,-44933000
eth,2007,-44255000
eth,2008,-32953000
eth,2009,1022678000
eth,2010,625448000
eth,2011,421751000
eth,2012,540535000
eth,2013,217845000
eth,2014,402304000
eth,2015,1272766000
eth,2016,99859000
eth,2017,376308000
eth,2018,559478000
eth,2019,-266866000
eth,2020,-483394000
eth,2021,-538235000
eth,2022,-646253000
fji,1979,8866000
fji,1980,29525000
fji,1983,8099000
fji,1984,8794000
fji,1985,10908000
fji,1986,-12192000
fji,1987,-16107000
fji,1988,376000
fji,1989,-14782000
fji,1990,-12453000
fji,1991,-9403000
fji,1992,-10125000
fji,1993,-2809000
fji,1994,-1617000
fji,1995,-957000
fji,1996,-220000
fji,1997,-185000
fji,1998,-33000
gab,1970,5819000
gab,1971,27866000
gab,1972,70806000
gab,1973,130834000
gab,1974,100871000
gab,1975,254320000
gab,1976,299937000
gab,1977,109346000
gab,1978,-85847000
gab,1979,117360000
gab,1980,-124125000
gab,1981,-187201000
gab,1982,-100631000
gab,1983,-64470000
gab,1984,30752000
gab,1985,95503000
gab,1986,275468000
gab,1987,83338000
gab,1988,118245000
gab,1989,25962000
gab,1990,29005000
gab,1991,-31645000
gab,1992,-16706000
gab,1993,-1730000
gab,1994,-30898000
gab,1995,-74811000
gab,1996,-50929000
gab,1997,-4698000
gab,1998,-6814000
gab,1999,8890000
gab,2000,-6539000
gab,2001,-27323000
gab,2002,-11938000
gab,2003,-64796000
gab,2004,-54421000
gab,2005,-14762000
gab,2006,38513000
gab,2007,55593000
gab,2008,5433000
gab,2009,78608000
gab,2010,182676000
gab,2011,236674000
gab,2012,72716000
gab,2013,259626000
gab,2014,41032000
gab,2015,-87029000
gab,2016,196016000
gab,2017,-109698000
gab,2018,-113677000
gab,2019,-230494000
gab,2020,-82295000
gab,2021,-63657000
gab,2022,-51333000
geo,1992,21450000
geo,1994,-926000
geo,2012,-422786000
geo,2013,369157000
geo,2014,-102593000
geo,2015,923514000
geo,2016,488498000
geo,2017,167221000
geo,2018,291350000
geo,2019,-353276000
geo,2020,-163637000
geo,2021,444687000
geo,2022,970997000
gha,1971,-1874000
gha,1972,-2676000
gha,1973,-1354000
gha,1974,15867000
gha,1975,-16607000
gha,1976,-8132000
gha,1977,22065000
gha,1978,16141000
gha,1980,-41747000
gha,1986,77359000
gha,1987,5239000
gha,1988,-16980000
gha,1989,-60901000
gha,1990,-19776000
gha,1991,34720000
gha,1992,45077000
gha,1993,24842000
gha,1994,58063000
gha,1995,93198000
gha,1996,29093000
gha,1997,84425000
gha,1998,53844000
gha,1999,-51103000
gha,2000,2210000
gha,2001,194348000
gha,2002,-3204000
gha,2003,-30770000
gha,2004,29398000
gha,2005,765243000
gha,2006,1600415000
gha,2007,1695626000
gha,2008,1398620000
