geo,time,nv_agr_totl_kd_zg
bgr,2005,-8.46061
bgr,2006,-0.85102
bgr,2007,-27.06917
bgr,2008,31.79462
bgr,2009,-8.87326
bgr,2010,-11.93928
bgr,2011,5.93674
bgr,2012,-11.09561
bgr,2013,3.46546
bgr,2014,7.04976
bgr,2015,-7.94377
bgr,2016,7.66092
bgr,2017,8.9531
bgr,2018,-2.02122
bgr,2019,4.0685
bhr,2007,-2.12692
bhr,2008,2.67189
bhr,2009,9.195
bhr,2010,-8.54782
bhr,2011,1.59833
bhr,2012,2.08618
bhr,2013,1.47404
bhr,2014,11.35688
bhr,2015,-3.11296
bhr,2016,6.94614
bhr,2017,-0.85837
bhr,2018,3.7518
bhr,2019,0.13908
bhs,1990,-1.77523
bhs,1991,24.19105
bhs,1992,-13.62491
bhs,1993,10.37949
bhs,1994,1.04104
bhs,1995,-2.42083
bhs,1996,8.65897
bhs,1997,-8.60075
bhs,1998,-9.63855
bhs,1999,-6.08333
bhs,2000,9.05058
bhs,2001,3.66151
bhs,2002,11.93093
bhs,2003,9.67742
bhs,2004,-6.96931
bhs,2005,-9.34708
bhs,2006,-9.55269
bhs,2007,-6.37049
bhs,2008,3.4915
bhs,2009,3.2872
bhs,2010,1.25628
bhs,2011,-7.77502
bhs,2012,3.13901
bhs,2013,-18.6087
bhs,2014,-5.98291
bhs,2015,0.68182
bhs,2016,5.19187
bhs,2017,-5.25751
bhs,2018,-10.64553
bhs,2019,-11.91381
bih,2006,5.71909
bih,2007,2.13952
bih,2008,4.24575
bih,2009,-1.85568
bih,2010,-3.96508
bih,2011,-0.17792
bih,2012,-11.34345
bih,2013,15.75531
bih,2014,-12.65792
bih,2015,9.1876
bih,2016,7.59906
bih,2017,-8.09961
bih,2018,9.04511
bih,2019,-2.03745
blr,1991,-3.64814
blr,1992,-8.17051
blr,1993,1.58423
blr,1994,-15.90133
blr,1995,-2.43856
blr,1996,1.50829
blr,1997,-5.45596
blr,1998,-1.49074
blr,1999,-7.16906
blr,2000,8.95085
blr,2001,1.42094
blr,2002,2.89131
blr,2003,7.57155
blr,2004,13.24679
blr,2005,2.45757
blr,2006,5.94239
blr,2007,4.80528
blr,2008,8.60655
blr,2009,0.28339
blr,2010,2.38028
blr,2011,6.6745
blr,2012,6.3953
blr,2013,-4.18826
blr,2014,2.75719
blr,2015,-2.4147
blr,2016,3.93717
blr,2017,4.39954
blr,2018,-3.44545
blr,2019,2.98669
blz,1971,6.30631
blz,1972,3.38995
blz,1973,5.12286
blz,1974,8.57711
blz,1975,3.41103
blz,1976,-9.72223
blz,1977,33.26929
blz,1978,5.48336
blz,1979,-1.64151
blz,1980,1.13624
blz,1981,2.37962
blz,1982,4.61807
blz,1983,-3.95013
blz,1984,1.49344
blz,1985,0.7552
blz,1986,-4.9092
blz,1987,17.53694
blz,1988,0.07374
blz,1989,6.24182
blz,1990,11.21964
blz,1991,4.53975
blz,1992,12.86696
blz,1993,5.05097
blz,1994,3.71778
blz,1995,0
blz,1996,7.29537
blz,1997,6.6335
blz,1998,2.22913
blz,1999,10.85193
blz,2000,11.57365
blz,2001,-0.451
blz,2002,0.57661
blz,2003,38.82064
blz,2004,9.46903
blz,2005,3.0989
blz,2006,-6.45583
blz,2007,-20.64823
blz,2008,9.78873
blz,2009,1.53945
blz,2010,7.92798
blz,2011,-4.36055
blz,2012,6.30355
blz,2013,6.04491
blz,2014,2.41585
blz,2015,-12.50994
blz,2016,-21.62981
blz,2017,9.74101
blz,2018,-3.8746
blz,2019,-0.69623
bmu,2011,4.55663
bmu,2012,-10.15495
bmu,2013,8.95185
bmu,2014,-33.71808
bmu,2015,2.14656
bmu,2016,44.99339
bmu,2017,-4.93353
bmu,2018,-13.80181
bmu,2019,1.27086
bol,1961,4.8893
bol,1962,-0.96746
bol,1963,5.62579
bol,1964,2.03471
bol,1965,5.57185
bol,1966,3.66667
bol,1967,-2.94748
bol,1968,6.07399
bol,1969,-9.37012
bol,1970,4.36531
bol,1971,3.69632
bol,1972,6.7701
bol,1973,8.05812
bol,1974,4.24539
bol,1975,9.8081
bol,1976,5
bol,1977,1.70596
bol,1978,-2.31374
bol,1979,3.59237
bol,1980,1.35208
bol,1981,-3.38538
bol,1982,5.60753
bol,1983,-14.20429
bol,1984,13.74731
bol,1985,6.72927
bol,1986,-3.16007
bol,1987,2.07553
bol,1988,4.11532
bol,1989,-1.52683
bol,1990,4.61181
bol,1991,9.85991
bol,1992,-4.23512
bol,1993,4.14352
bol,1994,6.67237
bol,1995,1.40374
bol,1996,6.70427
bol,1997,4.55477
bol,1998,-4.4292
bol,1999,2.50712
bol,2000,3.47537
bol,2001,3.46087
bol,2002,0.44731
bol,2003,8.71287
bol,2004,0.24781
bol,2005,4.98284
bol,2006,4.25947
bol,2007,-0.50579
bol,2008,2.615
bol,2009,3.68192
bol,2010,-1.17807
bol,2011,3.05587
bol,2012,4.14944
bol,2013,4.68512
bol,2014,3.82006
bol,2015,5.11609
bol,2016,3.13345
bol,2017,7.5986
bol,2018,6.91145
bol,2019,5.29965
bra,1966,-14.64651
bra,1967,8.87598
bra,1968,4.89119
bra,1969,3.62686
bra,1970,0.99998
bra,1971,10.15663
bra,1972,3.96982
bra,1973,0.03006
bra,1974,0.98997
bra,1975,7.21001
bra,1976,2.44007
bra,1977,12.12979
bra,1978,-2.77409
bra,1979,4.7694
bra,1980,9.54907
bra,1981,7.97012
bra,1982,-0.49076
bra,1983,-0.5771
bra,1984,3.36967
bra,1985,9.9626
bra,1986,-8.02196
bra,1987,14.97162
bra,1988,0.84063
bra,1989,2.8503
bra,1990,-3.70037
bra,1991,-3.60308
bra,1992,5.43728
bra,1993,0.98663
bra,1994,7.44107
bra,1995,5.73619
bra,1996,2.45425
bra,1997,0.81303
bra,1998,3.40889
bra,1999,6.52524
bra,2000,2.72341
bra,2001,5.20034
bra,2002,8.02017
bra,2003,8.30634
bra,2004,1.99512
bra,2005,1.12007
bra,2006,4.63942
bra,2007,3.247
bra,2008,5.77097
bra,2009,-3.72868
bra,2010,6.69694
bra,2011,5.63865
bra,2012,-3.08224
bra,2013,8.36144
bra,2014,2.79079
bra,2015,3.31433
bra,2016,-5.22422
bra,2017,14.15239
bra,2018,1.36686
bra,2019,1.25174
brb,1976,7.21245
brb,1977,1.98507
brb,1978,-0.05802
brb,1979,8.23669
brb,1980,5.46191
brb,1981,-17.17424
brb,1982,-2.48538
brb,1983,3.89805
brb,1984,9.37951
brb,1985,-0.5277
brb,1986,4.50928
brb,1987,-11.16751
brb,1988,-5.85714
brb,1989,-8.95296
brb,1990,7.16667
brb,1991,-3.42148
brb,1992,-9.66184
brb,1993,-4.63456
brb,1994,-0.18692
brb,1995,-0.37454
brb,1996,17.6692
brb,1997,-0.63899
brb,1998,-13.34403
brb,1999,9.46192
brb,2000,3.72885
brb,2001,-9.47712
brb,2002,-4.15166
brb,2003,-3.95476
brb,2004,-7.25494
brb,2005,8.03388
brb,2006,-5.57159
brb,2007,1.35063
brb,2008,-11.92951
brb,2009,11.67967
brb,2010,-1.04169
brb,2011,-7.28739
brb,2012,0.91641
brb,2013,2.33364
brb,2014,-2.53049
brb,2015,0.40567
brb,2016,-1.02193
brb,2017,-3.27162
brb,2018,14.7756
brb,2019,-6.32311
brn,1990,2.55186
brn,1991,1.54553
brn,1992,-0.66432
brn,1993,4.42679
brn,1994,1.23589
brn,1995,2.91231
brn,1996,1.38314
brn,1997,11.33565
brn,1998,3.66771
brn,1999,11.17297
brn,2000,6.55849
brn,2001,5.84531
brn,2002,5.18035
brn,2003,11.30361
brn,2004,11.98977
brn,2005,1.30723
brn,2006,-9.86382
brn,2007,-4.46763
brn,2008,3.74125
brn,2009,5.70999
brn,2010,-5.8614
brn,2011,-2.18978
brn,2012,7.46269
brn,2013,-0.69444
brn,2014,4.1958
brn,2015,6.71141
brn,2016,-3.66013
brn,2017,-1.55653
brn,2018,-1.57577
brn,2019,-1.41315
btn,1981,5.68087
btn,1982,4.81613
btn,1983,7.88885
btn,1984,5.21675
btn,1985,4.25979
btn,1986,5.01712
btn,1987,4.60126
btn,1988,7.73261
btn,1989,5.67035
btn,1990,5.25122
btn,1991,-0.80768
btn,1992,0.58449
btn,1993,-0.16545
btn,1994,0.28301
btn,1995,1.51255
btn,1996,2.04819
btn,1997,4.01958
btn,1998,2.43868
btn,1999,1.572
btn,2000,5.3838
btn,2001,5.48942
btn,2002,2.8365
btn,2003,2.12083
btn,2004,2.15012
btn,2005,1.03108
btn,2006,2.70182
btn,2007,0.71287
btn,2008,0.54589
btn,2009,2.71767
btn,2010,0.80727
btn,2011,2.33783
btn,2012,2.23771
btn,2013,2.25862
btn,2014,2.13248
btn,2015,4.65991
btn,2016,4.22506
btn,2017,2.94828
btn,2018,4.24832
btn,2019,1.30041
bwa,1961,2.46306
bwa,1962,3.60578
bwa,1963,3.48026
bwa,1964,3.64355
bwa,1965,-7.1014
bwa,1966,17.91501
bwa,1967,10.30042
bwa,1968,17.50972
bwa,1969,1.05961
bwa,1970,-1.70381
bwa,1971,25.86668
bwa,1972,26.27118
bwa,1973,31.1661
bwa,1974,9.78575
bwa,1975,-5.06304
bwa,1976,3.24166
bwa,1977,1.63228
bwa,1978,-3.31251
bwa,1979,-2.71081
bwa,1980,-4.73085
bwa,1981,-3.80833
bwa,1982,-5.42114
bwa,1983,-13.44733
bwa,1984,-8.51904
bwa,1985,4.45749
bwa,1986,1.76976
bwa,1987,28.13263
bwa,1988,19.58397
bwa,1989,-2.82139
bwa,1990,3.01244
bwa,1991,2.73363
bwa,1992,1.05198
bwa,1993,-2.45256
bwa,1994,-3.05991
bwa,1995,21.44683
bwa,1996,-3.22782
bwa,1997,-6.93684
bwa,1998,-5.02121
bwa,1999,8.6045
bwa,2000,-13.81452
bwa,2001,11.18902
bwa,2002,-20.4852
bwa,2003,20.125
bwa,2004,0.47249
bwa,2005,-2.50308
bwa,2006,13.32767
bwa,2007,12.23511
bwa,2008,1.97386
bwa,2009,6.37238
bwa,2010,5.81676
bwa,2011,0.17504
bwa,2012,-8.53196
bwa,2013,1.32962
bwa,2014,-0.35107
bwa,2015,0.31952
bwa,2016,0.58862
bwa,2017,1.93794
bwa,2018,2.63201
bwa,2019,-0.14822
caf,2010,2.9621
caf,2011,3.66945
caf,2012,1.96189
caf,2013,-44.49125
caf,2014,-1.44657
caf,2015,0.57366
caf,2016,5.04383
caf,2017,3.19952
caf,2018,3.4217
caf,2019,11.9462
can,2008,7.20525
can,2009,-5.0821
can,2010,1.30386
can,2011,4.08742
can,2012,1.30081
can,2013,17.08916
can,2014,-6.66529
can,2015,4.35444
can,2016,4.11445
can,2017,1.24434
can,2018,0.99279
can,2019,2.11289
che,1991,-3.88389
che,1992,3.45521
che,1993,-3.84215
che,1994,-4.49408
che,1995,2.34359
che,1996,0.26027
che,1997,-2.24753
che,1998,4.72534
che,1999,-1.69345
che,2000,6.93089
che,2001,-7.56759
che,2002,0.15265
che,2003,-10.48621
che,2004,13.08478
che,2005,-3.83079
che,2006,-1.73287
che,2007,3.23173
che,2008,1.72663
che,2009,2.1188
che,2010,-3.28099
che,2011,7.68398
che,2012,-3.63135
che,2013,-5.7171
che,2014,7.38003
che,2015,-6.48516
che,2016,-3.65272
che,2017,0.85665
che,2018,5.052
che,2019,1.72844
chl,1961,-1.83639
chl,1962,-4.5564
chl,1963,6.20234
chl,1964,1.29443
chl,1965,1.12315
chl,1966,20.88558
chl,1967,2.75226
chl,1968,5.06696
chl,1969,-11.77472
chl,1970,3.194
chl,1971,-1.0968
chl,1972,-8.32143
chl,1973,-9.97938
chl,1974,26.75727
chl,1975,4.37279
chl,1976,-1.61582
chl,1977,10.62449
chl,1978,-3.70802
chl,1979,6.17085
chl,1980,3.83445
chl,1981,3.84603
chl,1982,-0.72148
chl,1983,-2.09619
chl,1984,8.95685
chl,1985,7.04575
chl,1986,7.62131
chl,1987,9.52449
chl,1988,11.51436
chl,1989,6.24775
chl,1990,9.10918
chl,1991,2.42824
chl,1992,12.00281
chl,1993,3.12283
chl,1994,7.54284
chl,1995,6.91585
chl,1996,2.80489
chl,1997,4.50866
chl,1998,5.40614
chl,1999,-1.99792
chl,2000,7.09855
chl,2001,4.30521
chl,2002,4.13322
chl,2003,1.99973
chl,2004,13.24797
chl,2005,12.71842
chl,2006,8.95456
chl,2007,2.26842
chl,2008,6.83165
chl,2009,-5.07434
chl,2010,0.95148
chl,2011,11.00778
chl,2012,-3.99697
chl,2013,-0.06072
chl,2014,0.18284
chl,2015,6.26337
chl,2016,2.26214
chl,2017,2.21264
chl,2018,1.65794
chl,2019,-1.55588
chn,1961,1.4
chn,1962,4.5
chn,1963,11.3
chn,1964,12.9
chn,1965,9.7
chn,1966,7.2
chn,1967,1.9
chn,1968,-1.6
chn,1969,0.8
chn,1970,7.7
chn,1971,1.9
chn,1972,-0.9
chn,1973,9
chn,1974,4.1
chn,1975,2
chn,1976,-1.8
chn,1977,-2.2
chn,1978,-1.11312
chn,1979,6.13443
chn,1980,-1.48247
chn,1981,6.98253
chn,1982,11.52882
chn,1983,8.32589
chn,1984,12.88061
chn,1985,1.84388
chn,1986,3.31869
chn,1987,4.70418
chn,1988,2.54393
chn,1989,3.075
chn,1990,7.32773
chn,1991,2.35353
chn,1992,4.651
chn,1993,4.64918
chn,1994,3.94555
chn,1995,4.94264
chn,1996,5.03989
chn,1997,3.43664
chn,1998,3.43299
chn,1999,2.73137
chn,2000,2.32852
chn,2001,2.63807
chn,2002,2.69995
chn,2003,2.37206
chn,2004,6.10502
chn,2005,5.07391
chn,2006,4.75528
chn,2007,3.52365
chn,2008,5.156
chn,2009,4.00243
chn,2010,4.25107
chn,2011,4.17429
chn,2012,4.46654
chn,2013,3.8072
chn,2014,4.05047
chn,2015,3.89852
chn,2016,3.27781
chn,2017,3.96129
chn,2018,3.48292
chn,2019,3.06667
civ,2009,-2.94096
civ,2010,-4.05043
civ,2011,7.15593
civ,2012,-2.65726
civ,2013,4.15725
civ,2014,16.18272
civ,2015,2.87837
civ,2016,-4.03159
civ,2017,3.25256
civ,2018,5.26617
civ,2019,3.61642
cmr,1966,4.01848
cmr,1967,6.3055
cmr,1968,5.26316
cmr,1969,5.43651
cmr,1970,4.89274
cmr,1971,1.29171
cmr,1972,5.80943
cmr,1973,3.91697
cmr,1974,4.83248
cmr,1975,1.22925
cmr,1976,1.33577
cmr,1977,1.31815
cmr,1978,3.78474
cmr,1979,14.92877
cmr,1980,0.2479
cmr,1981,13.15789
cmr,1982,3.82205
cmr,1983,-7.57694
cmr,1984,8.83035
cmr,1985,8.63955
cmr,1986,6.0919
cmr,1987,0.51445
