geo,time,eg_gdp_puse_ko_pp
blz,2005,12.24225
blz,2006,12.3758
blz,2007,12.34263
bol,1990,6.2405
bol,1991,6.58795
bol,1992,6.46631
bol,1993,6.45603
bol,1994,6.26993
bol,1995,5.9711
bol,1996,5.9022
bol,1997,5.78141
bol,1998,6.07485
bol,1999,6.2977
bol,2000,5.89972
bol,2001,7.87932
bol,2002,6.84243
bol,2003,6.88543
bol,2004,7.35692
bol,2005,7.26299
bol,2006,6.26541
bol,2007,8.2571
bol,2008,8.40139
bol,2009,8.39978
bol,2010,8.12263
bol,2011,8.26071
bol,2012,7.91803
bol,2013,8.95039
bol,2014,9.06851
bra,1990,7.11709
bra,1991,7.3304
bra,1992,7.38545
bra,1993,7.72002
bra,1994,7.88944
bra,1995,8.13226
bra,1996,8.03652
bra,1997,8.04931
bra,1998,7.97608
bra,1999,7.94893
bra,2000,8.44923
bra,2001,8.60446
bra,2002,8.77522
bra,2003,8.89396
bra,2004,9.15061
bra,2005,9.49856
bra,2006,9.83194
bra,2007,10.13389
bra,2008,10.28425
bra,2009,10.69937
bra,2010,10.52597
bra,2011,11.00072
bra,2012,10.64295
bra,2013,10.66934
bra,2014,10.51029
brb,1990,7.75832
brb,2004,10.18466
brb,2005,10.49741
brb,2006,11.22324
brb,2007,11.6904
brn,1990,8.3716
brn,1991,7.89457
brn,1992,7.86671
brn,1993,8.39117
brn,1994,9.52735
brn,1995,8.48207
brn,1996,8.8273
brn,1997,8.57192
brn,1998,8.65649
brn,1999,8.8754
brn,2000,9.28295
brn,2001,10.52725
brn,2002,11.36714
brn,2003,10.26138
brn,2004,11.55097
brn,2005,12.38174
brn,2006,9.37226
brn,2007,9.41276
brn,2008,8.57189
brn,2009,9.8787
brn,2010,9.6285
brn,2011,8.53219
brn,2012,9.19307
brn,2013,11.13856
brn,2014,9.38224
btn,1990,14.77927
btn,2004,13.21434
btn,2005,12.89904
btn,2006,13.74788
btn,2007,14.44936
bwa,1990,5.99756
bwa,1991,6.54189
bwa,1992,5.97552
bwa,1993,6.21574
bwa,1994,6.67643
bwa,1995,7.12374
bwa,1996,7.86888
bwa,1997,8.26946
bwa,1998,7.441
bwa,1999,8.01624
bwa,2000,8.04055
bwa,2001,8.14208
bwa,2002,8.63642
bwa,2003,9.23352
bwa,2004,9.90308
bwa,2005,10.34606
bwa,2006,11.1765
bwa,2007,12.02405
bwa,2008,12.30661
bwa,2009,12.27698
bwa,2010,12.31861
bwa,2011,13.88167
bwa,2012,11.81128
bwa,2013,12.22255
bwa,2014,12.53299
can,1997,3.13425
can,1998,3.31019
can,1999,3.43402
can,2000,3.55265
can,2001,3.75035
can,2002,3.87335
can,2003,3.87629
can,2004,4.01051
can,2005,4.31336
can,2006,4.62459
can,2007,4.81598
can,2008,4.92702
can,2009,4.98822
can,2010,5.1504
can,2011,5.26656
can,2012,5.4686
can,2013,5.72058
can,2014,5.79319
can,2015,5.8535
che,1990,7.8333
che,1991,7.90368
che,1992,8.04455
che,1993,8.43597
che,1994,8.64741
che,1995,8.99959
che,1996,9.05942
che,1997,9.29116
che,1998,9.52891
che,1999,9.81517
che,2000,10.56967
che,2001,10.32128
che,2002,10.92212
che,2003,10.9543
che,2004,11.41541
che,2005,11.96864
che,2006,12.83194
che,2007,14.9952
che,2008,15.45715
che,2009,15.33474
che,2010,16.39981
che,2011,18.09097
che,2012,18.71268
che,2013,18.8326
che,2014,20.94913
che,2015,22.30357
chl,1990,4.27458
chl,1991,4.66566
chl,1992,4.97993
chl,1993,5.37504
chl,1994,5.45162
chl,1995,5.7642
chl,1996,5.75249
chl,1997,5.61402
chl,1998,5.71988
chl,1999,5.43866
chl,2000,5.82389
chl,2001,6.26531
chl,2002,6.33882
chl,2003,6.65153
chl,2004,6.87637
chl,2005,7.27243
chl,2006,8.72689
chl,2007,9.14536
chl,2008,9.09086
chl,2009,9.24289
chl,2010,10.04571
chl,2011,10.43081
chl,2012,10.05832
chl,2013,10.18987
chl,2014,11.20875
chl,2015,11.31786
chn,1990,1.28016
chn,1991,1.48479
chn,1992,1.6776
chn,1993,1.84636
chn,1994,2.03528
chn,1995,2.14734
chn,1996,2.33859
chn,1997,2.60302
chn,1998,2.8195
chn,1999,3.02094
chn,2000,3.24872
chn,2001,3.45604
chn,2002,3.58937
chn,2003,3.52039
chn,2004,3.49007
chn,2005,3.6263
chn,2006,3.85208
chn,2007,4.17785
chn,2008,4.52759
chn,2009,4.67144
chn,2010,4.73406
chn,2011,4.93647
chn,2012,5.1957
chn,2013,5.3862
chn,2014,5.61077
civ,1990,5.63338
civ,1991,5.66352
civ,1992,5.29823
civ,1993,5.22721
civ,1994,5.25245
civ,1995,5.76636
civ,1996,5.6317
civ,1997,5.82831
civ,1998,6.20024
civ,1999,5.36074
civ,2000,5.55306
civ,2001,5.90785
civ,2002,5.52102
civ,2003,5.86773
civ,2004,4.32836
civ,2005,4.38924
civ,2006,4.66821
civ,2007,4.53232
civ,2008,4.71394
civ,2009,5.35171
civ,2010,5.09618
civ,2011,4.33891
civ,2012,4.47925
civ,2013,4.61743
civ,2014,5.10492
cmr,1990,4.38539
cmr,1991,4.31912
cmr,1992,4.23456
cmr,1993,3.8575
cmr,1994,3.88862
cmr,1995,4.03738
cmr,1996,4.18718
cmr,1997,4.36085
cmr,1998,4.47935
cmr,1999,4.70258
cmr,2000,4.77417
cmr,2001,5.03259
cmr,2002,5.2055
cmr,2003,5.32781
cmr,2004,5.66574
cmr,2005,5.92505
cmr,2006,6.62683
cmr,2007,7.57004
cmr,2008,7.91725
cmr,2009,7.54121
cmr,2010,7.83041
cmr,2011,8.63714
cmr,2012,8.86017
cmr,2013,9.11021
cmr,2014,9.50281
cod,1990,2.58808
cod,1991,2.44733
cod,1992,2.20005
cod,1993,1.91061
cod,1994,1.86856
cod,1995,1.84295
cod,1996,1.79644
cod,1997,1.69604
cod,1998,1.64695
cod,1999,1.59286
cod,2000,1.51438
cod,2001,1.46588
cod,2002,1.48148
cod,2003,1.53588
cod,2004,1.61897
cod,2005,1.70584
cod,2006,1.78342
cod,2007,1.87763
cod,2008,1.96092
cod,2009,1.97308
cod,2010,2.06204
cod,2011,2.11847
cod,2012,1.76706
cod,2013,1.95624
cod,2014,2.18261
cog,1990,10.39572
cog,1991,10.53952
cog,1992,11.19714
cog,1993,11.27996
cog,1994,12.62458
cog,1995,11.73908
cog,1996,13.22984
cog,1997,13.98466
cog,1998,14.65784
cog,1999,14.71448
cog,2000,16.29736
cog,2001,15.42248
cog,2002,16.2654
cog,2003,14.15289
cog,2004,14.1628
cog,2005,14.54485
cog,2006,12.39709
cog,2007,13.38474
cog,2008,13.55583
cog,2009,13.35433
cog,2010,13.63476
cog,2011,10.68473
cog,2012,11.16711
cog,2013,10.68748
cog,2014,10.6904
col,1990,6.84533
col,1991,7.1406
col,1992,7.42909
col,1993,7.66188
col,1994,7.99814
col,1995,8.44306
col,1996,8.56552
col,1997,9.29403
col,1998,9.02587
col,1999,9.80803
col,2000,10.27134
col,2001,10.71681
col,2002,11.38178
col,2003,11.79945
col,2004,12.63319
col,2005,13.10869
col,2006,13.71272
col,2007,15.1237
col,2008,15.20995
col,2009,14.95242
col,2010,15.55357
col,2011,16.95509
col,2012,17.55483
col,2013,17.58428
col,2014,18.37864
com,1990,36.58695
com,2004,34.0071
com,2005,33.13753
com,2006,30.87211
com,2007,32.73444
cpv,1990,12.36661
cpv,2004,19.56633
cpv,2005,19.39162
cpv,2006,20.93896
cpv,2007,24.52294
cri,1990,9.34689
cri,1991,9.3131
cri,1992,8.0562
cri,1993,8.65604
cri,1994,9.37883
cri,1995,9.77354
cri,1996,10.04416
cri,1997,10.64836
cri,1998,11.60547
cri,1999,11.1262
cri,2000,10.80838
cri,2001,11.36318
cri,2002,11.34674
cri,2003,11.23295
cri,2004,10.16788
cri,2005,10.90514
cri,2006,11.14451
cri,2007,11.48924
cri,2008,12.06063
cri,2009,12.11233
cri,2010,12.67356
cri,2011,13.48218
cri,2012,14.18735
cri,2013,14.69351
cri,2014,15.70593
cyp,1990,5.65661
cyp,1991,5.77277
cyp,1992,5.73801
cyp,1993,5.50933
cyp,1994,5.215
cyp,1995,6.54948
cyp,1996,6.06311
cyp,1997,6.45683
cyp,1998,6.44531
cyp,1999,6.79628
cyp,2000,6.91698
cyp,2001,7.58928
cyp,2002,7.79987
cyp,2003,7.47199
cyp,2004,8.6403
cyp,2005,9.23893
cyp,2006,9.7515
cyp,2007,10.33262
cyp,2008,10.60555
cyp,2009,10.85001
cyp,2010,11.35867
cyp,2011,11.97004
cyp,2012,12.3514
cyp,2013,13.56097
cyp,2014,12.99794
cze,1990,2.66273
cze,1991,2.68995
cze,1992,2.81664
cze,1993,2.97591
cze,1994,3.22623
cze,1995,3.43946
cze,1996,3.52849
cze,1997,3.5412
cze,1998,3.6913
cze,1999,4.06999
cze,2000,4.07282
cze,2001,4.28801
cze,2002,4.384
cze,2003,4.47908
cze,2004,4.68913
cze,2005,5.02068
cze,2006,5.3193
cze,2007,5.87396
cze,2008,6.45956
cze,2009,6.88568
cze,2010,6.58422
cze,2011,7.11279
cze,2012,7.21611
cze,2013,7.72385
cze,2014,8.3018
cze,2015,8.78219
deu,1990,4.3914
deu,1991,4.86761
deu,1992,5.17031
deu,1993,5.29301
deu,1994,5.5619
deu,1995,5.70618
deu,1996,5.6562
deu,1997,5.84393
deu,1998,6.0671
deu,1999,6.44403
deu,2000,6.64643
deu,2001,6.74161
deu,2002,7.10219
deu,2003,7.3148
deu,2004,7.60936
deu,2005,7.78027
deu,2006,8.11354
deu,2007,9.09312
deu,2008,9.36437
deu,2009,9.7198
deu,2010,9.75273
deu,2011,10.99317
deu,2012,11.18396
deu,2013,11.42113
deu,2014,12.43869
deu,2015,12.47129
dma,1990,14.2899
dma,2004,13.44898
dma,2005,13.27795
dma,2006,13.97628
dma,2007,14.90852
dnk,1990,5.38965
dnk,1991,5.09473
dnk,1992,5.55236
dnk,1993,5.53564
dnk,1994,5.75366
dnk,1995,6.10865
dnk,1996,5.67903
dnk,1997,6.47576
dnk,1998,6.84312
dnk,1999,7.39835
dnk,2000,8.21598
dnk,2001,8.21719
dnk,2002,8.66747
dnk,2003,8.25912
dnk,2004,9.14924
dnk,2005,9.79179
dnk,2006,10.00074
dnk,2007,10.7544
dnk,2008,11.78871
dnk,2009,12.12332
dnk,2010,12.25816
dnk,2011,13.74638
dnk,2012,14.49225
dnk,2013,14.95098
dnk,2014,16.67545
dnk,2015,17.41287
dom,1990,6.51377
dom,1991,6.74378
dom,1992,6.91765
dom,1993,7.8446
dom,1994,7.15681
dom,1995,7.35261
dom,1996,7.60222
dom,1997,7.55075
dom,1998,7.71023
dom,1999,7.96645
dom,2000,7.93209
dom,2001,8.56379
dom,2002,8.56611
dom,2003,9.09455
dom,2004,10.59165
dom,2005,10.99343
dom,2006,11.94346
dom,2007,12.95286
dom,2008,13.59063
dom,2009,14.08653
dom,2010,14.69102
dom,2011,15.18821
dom,2012,14.59483
dom,2013,16.43052
dom,2014,17.92378
dza,1990,8.02555
dza,1991,7.74969
dza,1992,7.88278
dza,1993,7.8721
dza,1994,8.26633
dza,1995,8.3962
dza,1996,9.19222
dza,1997,9.2313
dza,1998,9.48023
dza,1999,9.29743
dza,2000,9.71308
dza,2001,10.20313
dza,2002,10.23215
dza,2003,10.51285
dza,2004,11.12191
dza,2005,11.66276
dza,2006,11.41179
dza,2007,11.41831
dza,2008,11.78073
dza,2009,11.0278
dza,2010,11.75305
dza,2011,11.83547
dza,2012,10.8197
dza,2013,10.46642
dza,2014,9.79504
ecu,1990,7.80142
ecu,1991,8.00274
ecu,1992,8.2552
ecu,1993,9.24312
ecu,1994,9.1971
ecu,1995,8.19911
ecu,1996,8.0643
ecu,1997,8.24907
ecu,1998,8.38374
ecu,1999,9.00425
ecu,2000,8.39907
ecu,2001,8.4133
ecu,2002,9.11629
ecu,2003,9.39865
ecu,2004,10.81453
ecu,2005,11.25158
ecu,2006,12.04892
ecu,2007,11.17591
ecu,2008,13.15358
ecu,2009,11.19004
ecu,2010,11.59401
ecu,2011,12.05688
ecu,2012,12.96799
ecu,2013,13.21561
ecu,2014,13.17619
egy,1990,6.45941
egy,1991,6.74923
egy,1992,7.02816
egy,1993,7.13963
egy,1994,7.88097
egy,1995,7.91745
egy,1996,7.97506
egy,1997,8.2224
egy,1998,8.1927
egy,1999,8.62156
egy,2000,9.82608
egy,2001,9.25767
egy,2002,9.33435
egy,2003,9.45106
egy,2004,9.34626
egy,2005,8.64119
egy,2006,9.00221
egy,2007,9.24171
egy,2008,9.71878
egy,2009,10.01823
egy,2010,10.86372
egy,2011,10.75438
egy,2012,12.24924
egy,2013,13.22295
egy,2014,13.16735
eri,1992,2.09321
eri,1993,2.31569
eri,1994,2.77948
eri,1995,2.77957
eri,1996,2.94613
eri,1997,3.25653
eri,1998,5.15546
eri,1999,5.04465
eri,2000,4.95012
eri,2001,5.25064
eri,2002,5.44483
eri,2003,5.04127
eri,2004,5.66121
eri,2005,5.84334
eri,2006,6.54415
eri,2007,6.59954
eri,2008,6.45179
eri,2009,6.30997
eri,2010,6.35624
eri,2011,6.87771
esp,1990,5.89113
esp,1991,6.02107
esp,1992,6.10203
esp,1993,6.44562
esp,1994,6.38586
esp,1995,6.40435
esp,1996,6.80422
esp,1997,6.79655
esp,1998,6.92828
esp,1999,6.93343
esp,2000,7.18887
esp,2001,7.50081
esp,2002,7.8419
esp,2003,7.92477
esp,2004,8.06607
esp,2005,8.49079
esp,2006,9.60499
esp,2007,10.19804
esp,2008,10.99126
esp,2009,11.64597
esp,2010,11.55971
esp,2011,11.84822
esp,2012,11.82101
esp,2013,12.91108
esp,2014,13.60269
esp,2015,13.5739
est,1995,1.78347
est,1996,1.70029
est,1997,1.98873
est,1998,2.28684
est,1999,2.42929
est,2000,2.79295
est,2001,2.91365
est,2002,3.41453
est,2003,3.45416
est,2004,3.73049
est,2005,4.3248
est,2006,5.11768
est,2007,5.22387
est,2008,5.55421
est,2009,5.61608
est,2010,5.12368
est,2011,5.7949
est,2012,6.22751
est,2013,5.94048
est,2014,6.30261
est,2015,6.99105
eth,1990,0.86606
eth,1991,0.80388
eth,1992,0.73303
eth,1993,0.81495
eth,1994,0.82681
eth,1995,0.86388
eth,1996,0.95643
eth,1997,0.97609
eth,1998,0.92461
eth,1999,0.95946
eth,2000,1.00918
eth,2001,1.07642
eth,2002,1.078
eth,2003,1.04117
eth,2004,1.17905
eth,2005,1.32667
eth,2006,1.4704
eth,2007,1.63171
eth,2008,1.78879
eth,2009,1.90788
eth,2010,2.11289
eth,2011,2.31979
eth,2012,2.48081
eth,2013,2.60811
eth,2014,3.06958
fin,1990,3.18054
fin,1991,3.05025
fin,1992,3.20178
fin,1993,3.10397
fin,1994,3.08647
fin,1995,3.45105
fin,1996,3.30112
fin,1997,3.47094
fin,1998,3.73078
fin,1999,3.94135
fin,2000,4.27907
fin,2001,4.33775
fin,2002,4.25129
fin,2003,4.10081
fin,2004,4.36952
fin,2005,4.88444
fin,2006,4.83826
fin,2007,5.41835
fin,2008,6.01029
fin,2009,6.06229
fin,2010,5.7091
fin,2011,6.25866
fin,2012,6.51284
fin,2013,6.78411
fin,2014,6.72059
fin,2015,7.17297
fji,1990,10.70198
fji,2004,8.64007
fji,2005,10.33748
fji,2006,11.21631
fji,2007,12.1824
fra,1990,4.57776
fra,1991,4.52464
fra,1992,4.78386
fra,1993,4.78738
fra,1994,5.20183
fra,1995,5.20613
fra,1996,5.08269
fra,1997,5.49141
fra,1998,5.62635
fra,1999,5.89483
fra,2000,6.31172
fra,2001,6.47713
fra,2002,6.75047
fra,2003,6.58955
fra,2004,6.74992
fra,2005,7.11394
fra,2006,7.74083
fra,2007,8.28082
fra,2008,8.53778
fra,2009,8.86776
fra,2010,8.9449
fra,2011,9.73224
fra,2012,9.82082
fra,2013,10.31003
fra,2014,10.97105
fra,2015,11.06441
gab,1990,9.95593
gab,1991,10.57668
gab,1992,9.80722
gab,1993,9.86331
gab,1994,11.78669
gab,1995,11.51965
gab,1996,11.67383
gab,1997,12.41129
gab,1998,12.20942
gab,1999,11.58782
gab,2000,11.57033
gab,2001,11.25011
gab,2002,9.44339
gab,2003,8.36566
gab,2004,7.45348
gab,2005,6.83097
gab,2006,6.08115
gab,2007,5.94325
gab,2008,5.33088
gab,2009,4.91648
gab,2010,4.74167
gab,2011,6.43775
gab,2012,7.40901
gab,2013,5.18705
gab,2014,5.70519
gbr,1990,4.72375
gbr,1991,4.67072
gbr,1992,4.81352
gbr,1993,4.99954
gbr,1994,5.26181
gbr,1995,5.49883
gbr,1996,5.62565
gbr,1997,6.12155
gbr,1998,6.24676
gbr,1999,6.4511
gbr,2000,6.97906
gbr,2001,7.32651
gbr,2002,7.86709
gbr,2003,8.10186
gbr,2004,8.63521
gbr,2005,8.84138
gbr,2006,9.63027
gbr,2007,10.31641
gbr,2008,10.89974
gbr,2009,11.14056
gbr,2010,11.28716
gbr,2011,12.50593
gbr,2012,12.5867
gbr,2013,13.3652
gbr,2014,14.86657
gbr,2015,15.39784
geo,1990,2.21535
geo,1991,2.23124
geo,1992,1.46001
geo,1993,1.20332
geo,1994,1.78736
geo,1995,2.35444
geo,1996,2.65131
geo,1997,3.39846
geo,1998,3.83297
geo,1999,4.36914
geo,2000,4.41157
geo,2001,5.27416
geo,2002,5.70965
geo,2003,6.0736
geo,2004,6.42003
geo,2005,7.10152
geo,2006,7.50128
geo,2007,7.86766
geo,2008,9.13543
geo,2009,8.60842
geo,2010,9.17364
geo,2011,8.86053
geo,2012,9.88795
geo,2013,10.12244
geo,2014,9.80752
gha,1990,3.45268
gha,1991,3.63164
gha,1992,3.72542
gha,1993,3.81626
gha,1994,3.86948
gha,1995,3.92965
gha,1996,4.04602
gha,1997,4.10623
gha,1998,4.11331
gha,1999,4.19447
gha,2000,5.44155
gha,2001,5.74647
gha,2002,6.13713
gha,2003,6.95011
gha,2004,7.54133
gha,2005,8.30777
gha,2006,8.54819
gha,2007,9.15862
gha,2008,10.19043
gha,2009,9.94022
gha,2010,9.94885
gha,2011,10.8515
gha,2012,11.4895
gha,2013,15.73648
gha,2014,15.84158
gmb,1990,24.06423
gmb,2004,29.69156
gmb,2005,29.89642
gmb,2006,29.01792
gmb,2007,26.31791
gnb,1990,13.22423
gnb,2004,17.0106
gnb,2005,18.07855
gnb,2006,18.42058
gnb,2007,18.50458
gnq,2004,22.84799
gnq,2005,16.78086
gnq,2006,15.47394
gnq,2007,15.65195
grc,1990,6.31551
grc,1991,6.67674
grc,1992,6.71136
grc,1993,6.84658
grc,1994,6.93939
grc,1995,7.17016
grc,1996,7.30256
grc,1997,7.51486
grc,1998,7.54587
grc,1999,7.72556
grc,2000,7.78918
grc,2001,8.13147
grc,2002,8.70598
grc,2003,8.9527
grc,2004,9.38214
grc,2005,9.29061
grc,2006,10.39548
grc,2007,10.70833
grc,2008,11.23879
grc,2009,11.46618
grc,2010,11.2543
grc,2011,10.66198
grc,2012,10.36613
grc,2013,12.19352
grc,2014,12.54397
grc,2015,12.24576
grd,1990,10.71867
grd,2004,12.70859
grd,2005,13.90471
grd,2006,13.41356
