geo,time,ne_con_totl_cn
aut,2019,282036620000
aut,2020,271448520000
aut,2021,290629460000
aut,2022,318660690000
aze,1990,205800
aze,1991,375100
aze,1992,3931200
aze,1993,30091200
aze,1994,378767200
aze,1995,2072800000
aze,1996,2724400000
aze,1997,2750200000
aze,1998,3274100000
aze,1999,3450000000
aze,2000,3753800000
aze,2001,3994300000
aze,2002,4565400000
aze,2003,5170600000
aze,2004,5861300000
aze,2005,6579700000
aze,2006,8556300000
aze,2007,12212500000
aze,2008,16829800000
aze,2009,19182100000
aze,2010,21336100000
aze,2011,24679700000
aze,2012,27370200000
aze,2013,30363000000
aze,2014,33238800000
aze,2015,37575700000
aze,2016,43228500000
aze,2017,48482300000
aze,2018,51745100000
aze,2019,56205500000
aze,2020,55961200000
aze,2021,61729200000
aze,2022,72702900000
bdi,1960,9274999800
bdi,1961,9624999900
bdi,1962,10237500400
bdi,1963,11724999700
bdi,1964,12074999800
bdi,1965,12934900000
bdi,1966,13817500000
bdi,1967,14701400000
bdi,1968,15209500000
bdi,1969,15668900000
bdi,1970,20474800000
bdi,1971,21709600000
bdi,1972,21629700000
bdi,1973,23625600000
bdi,1974,27659400000
bdi,1975,34195700000
bdi,1976,36292400000
bdi,1977,43610900000
bdi,1978,51889700000
bdi,1979,65948000000
bdi,1980,83269500000
bdi,1981,83628100000
bdi,1982,93230900000
bdi,1983,93486500000
bdi,1984,110699600000
bdi,1985,133099194700
bdi,1986,135758181500
bdi,1987,130550872600
bdi,1988,149422257600
bdi,1989,170972025500
bdi,1990,204280000000
bdi,1991,220751087200
bdi,1992,248361845000
bdi,1993,242118509600
bdi,1994,259981583600
bdi,1995,269825470700
bdi,1996,267633934100
bdi,1997,337684000000
bdi,1998,418885000000
bdi,1999,466800000000
bdi,2000,672091193100
bdi,2001,772729498300
bdi,2002,832410261400
bdi,2003,906777572100
bdi,2004,1081408939900
bdi,2005,1262571400000
bdi,2006,1431550800000
bdi,2007,1614152900000
bdi,2008,2155593100000
bdi,2009,2270954300000
bdi,2010,2574568300000
bdi,2011,3074821300000
bdi,2012,3634287000000
bdi,2013,4337863800000
bdi,2014,4662087000000
bdi,2015,4773802000000
bdi,2016,4947896000000
bdi,2017,5560824000000
bdi,2018,5637830000000
bdi,2019,5812737660400
bdi,2020,6278726025700
bdi,2021,6990082917100
bdi,2022,7702222240600
bel,1970,22499525000
bel,1971,25160199000
bel,1972,28357538000
bel,1973,32529491000
bel,1974,38015432000
bel,1975,44148933000
bel,1976,50165703000
bel,1977,55294088000
bel,1978,59800589000
bel,1979,65201394000
bel,1980,71317288000
bel,1981,77467767000
bel,1982,84317676000
bel,1983,89532167000
bel,1984,95328323000
bel,1985,101718430000
bel,1986,105133656000
bel,1987,108687130000
bel,1988,112349153000
bel,1989,119774581000
bel,1990,126573287000
bel,1991,134809767000
bel,1992,140535262000
bel,1993,144455348000
bel,1994,151146528000
bel,1995,156517700000
bel,1996,161138000000
bel,1997,165421500000
bel,1998,172169000000
bel,1999,177744400000
bel,2000,188058200000
bel,2001,194865300000
bel,2002,201321700000
bel,2003,207182200000
bel,2004,215012600000
bel,2005,224102400000
bel,2006,234066700000
bel,2007,244868200000
bel,2008,258145800000
bel,2009,261811300000
bel,2010,272975200000
bel,2011,284201800000
bel,2012,294447100000
bel,2013,301629500000
bel,2014,306463900000
bel,2015,312334500000
bel,2016,320644000000
bel,2017,331582800000
bel,2018,344668000000
bel,2019,355993900000
bel,2020,340316500000
bel,2021,366484600000
bel,2022,410759800000
ben,1960,52448783900
ben,1961,54493686300
ben,1962,55720934900
ben,1963,60463181800
ben,1964,64717824500
ben,1965,70235832300
ben,1966,74847313900
ben,1967,75542782000
ben,1968,78659215400
ben,1969,83395264500
ben,1970,90087743500
ben,1971,92044165100
ben,1972,102434701300
ben,1973,109285949400
ben,1974,129431715800
ben,1975,144456581100
ben,1976,169196486700
ben,1977,185840042000
ben,1978,213699280900
ben,1979,253556375600
ben,1980,315751301100
ben,1981,394172137500
ben,1982,394565386200
ben,1983,419453272100
ben,1984,452742283300
ben,1985,488855142400
ben,1986,474152435700
ben,1987,482503786500
ben,1988,495357263900
ben,1989,476811591700
ben,1990,497861529100
ben,1991,531593419100.00006
ben,1992,574451949800
ben,1993,607968958100
ben,1994,798038373400
ben,1995,949138319600
ben,1996,1038363552800
ben,1997,1136130997300
ben,1998,1263754536700
ben,1999,2040300612300
ben,2000,2253161406900
ben,2001,2437222288400
ben,2002,2603617085100
ben,2003,2765881164100
ben,2004,2861453513300
ben,2005,3118041268200
ben,2006,3336181117500
ben,2007,3466246583100
ben,2008,3918036298400
ben,2009,4121139712100
ben,2010,4231070087300
ben,2011,4487679149100
ben,2012,4986751637500
ben,2013,5267366626400
ben,2014,5454020049700
ben,2015,5829509000000
ben,2016,5849459000000
ben,2017,6129243797500
ben,2018,6405749926200
ben,2019,6643808061800
ben,2020,7157900643100
ben,2021,7589429642900
ben,2022,7717697067500
bfa,1960,77429365800
bfa,1961,81393852400
bfa,1962,87891670000
bfa,1963,91074407400
bfa,1964,92787561500
bfa,1965,94612168700
bfa,1966,98019541000
bfa,1967,104590934000
bfa,1968,107080097800
bfa,1969,117095383000
bfa,1970,118339059700
bfa,1971,122465722400
bfa,1972,131282436099.99998
bfa,1973,132529586199.99998
bfa,1974,148789329900
bfa,1975,183856316400
bfa,1976,204597149700
bfa,1977,263675101200
bfa,1978,313124454400
bfa,1979,359791034400
bfa,1980,405221998600
bfa,1981,484024090600
bfa,1982,560929701900
bfa,1983,587800576000
bfa,1984,609490567200
bfa,1985,684583747600
bfa,1986,704083853300
bfa,1987,694414082000
bfa,1988,758483058700
bfa,1989,788394213400
bfa,1990,798574968800
bfa,1991,810617995300
bfa,1992,811889000400
bfa,1993,835889004500
bfa,1994,880330670100
bfa,1995,1051630567400
bfa,1996,1218737733600
bfa,1997,1262902444000
bfa,1998,1508294918100
bfa,1999,2112271650900
bfa,2000,2168512689900
bfa,2001,2337183718200
bfa,2002,2516141566800
bfa,2003,2652061460500
bfa,2004,2823125190400
bfa,2005,3141060244700
bfa,2006,3320243153500
bfa,2007,3461283296000
bfa,2008,3977372010400
bfa,2009,4121389658500
bfa,2010,4304432837700
bfa,2011,4724060424800
bfa,2012,5347853369000
bfa,2013,5721934795200
bfa,2014,5899802159600
bfa,2015,6118602000000
bfa,2016,6484561000000
bfa,2017,6905443000000
bfa,2018,7299055000000
bfa,2019,7699155094700
bgd,1960,18963355700
bgd,1961,21549206700
bgd,1962,21481192100
bgd,1963,23444044900
bgd,1964,23815396400
bgd,1965,26148238500
bgd,1966,28855152100
bgd,1967,32234033300
bgd,1968,32013670700
bgd,1969,37005817700
bgd,1970,40078640800
bgd,1971,40415985200
bgd,1972,38997235500
bgd,1973,60785847800
bgd,1974,98949242800
bgd,1975,170996668600
bgd,1976,154714380200
bgd,1977,140072569300
bgd,1978,197559780600
bgd,1979,233316888900
bgd,1980,275019028100
bgd,1981,281781000000
bgd,1982,316375000000
bgd,1983,367980000000
bgd,1984,440964000000
bgd,1985,495166000000
bgd,1986,553858000000
bgd,1987,647044000000
bgd,1988,715003000000
bgd,1989,782692000000
bgd,1990,874226000000
bgd,1991,944122000000
bgd,1992,1029686000000
bgd,1993,1099499000000
bgd,1994,1176681000000
bgd,1995,1324971000000
bgd,1996,1587456000000
bgd,1997,1706942000000
bgd,1998,1846399000000
bgd,1999,2003434000000
bgd,2000,2147523000000
bgd,2001,2312298000000
bgd,2002,2487877000000
bgd,2003,2780096000000
bgd,2004,3020820000000
bgd,2005,3371506000000
bgd,2006,3789402561200
bgd,2007,4357306461200
bgd,2008,5080417821800
bgd,2009,5617136856000
bgd,2010,6315707063100
bgd,2011,7269658186200
bgd,2012,8312500384200
bgd,2013,9347273302400
bgd,2014,10468575000000
bgd,2015,11799237000000
bgd,2016,15097393000000
bgd,2017,16952160000000
bgd,2018,19411358000000
bgd,2019,21579552000000
bgd,2020,23119823000000
bgd,2021,26355718000000
bgd,2022,29698750000000
bgr,1980,17804400
bgr,1981,17635600
bgr,1982,18801600
bgr,1983,19802200
bgr,1984,20558100
bgr,1985,22233100
bgr,1986,23256700
bgr,1987,25182200
bgr,1988,25274400
bgr,1989,27162700
bgr,1990,35414000
bgr,1991,99254000
bgr,1992,172590000
bgr,1993,276022000
bgr,1994,479477000
bgr,1995,929393000
bgr,1996,1917451000
bgr,1997,14766060000
bgr,1998,19700532000
bgr,1999,21219302000
bgr,2000,24261041000
bgr,2001,27258265000
bgr,2002,29791720000
bgr,2003,32280132000
bgr,2004,36140651000
bgr,2005,40865226000
bgr,2006,45586132000
bgr,2007,54107625000
bgr,2008,60323833000
bgr,2009,58337867000
bgr,2010,60407835000
bgr,2011,63675971000
bgr,2012,67273611999.99999
bgr,2013,65431833000
bgr,2014,66965421000
bgr,2015,69984117000
bgr,2016,72628976000
bgr,2017,77961172000
bgr,2018,83843105000
bgr,2019,91228909000
bgr,2020,93675237000
bgr,2021,107383519000
bgr,2022,129755517000
bhr,1980,521200200
bhr,1981,616300000
bhr,1982,706199800
bhr,1983,736100000
bhr,1984,804400100
bhr,1985,719800000
bhr,1986,682600000
bhr,1987,759800000
bhr,1988,862500000
bhr,1989,934800000
bhr,1990,995900000
bhr,1991,1423900000
bhr,1992,1481700000
bhr,1993,1535900000
bhr,1994,1531500000
bhr,1995,1624800000
bhr,1996,1695100000
bhr,1997,1742300000
bhr,1998,1810300000
bhr,1999,1896600000
bhr,2000,2074330000
bhr,2001,2163250000
bhr,2002,2264170000
bhr,2003,2508040000
bhr,2004,3115360000
bhr,2005,3229690000
bhr,2006,3300670000
bhr,2007,3571550000
bhr,2008,4425650000
bhr,2009,4733950000
bhr,2010,5231580000
bhr,2011,5725410000
bhr,2012,6179440000
bhr,2013,6890990000
bhr,2014,7108170000
bhr,2015,7377010000
bhr,2016,7522490000
bhr,2017,7814010000
bhr,2018,8106920000
bhr,2019,8152220000
bhr,2020,7715293900
bhr,2021,8119383600
bhs,1977,506100000
bhs,1978,611900000
bhs,1979,894800000
bhs,1980,990900000
bhs,1981,1086200100
bhs,1982,1141100000
bhs,1983,1232300000
bhs,1984,1599600000
bhs,1985,1747700000
bhs,1986,1870800000
bhs,1987,2054100000
bhs,1989,2329790000
bhs,1990,2396180000
bhs,1991,2491670000
bhs,1992,2435600000
bhs,1993,2459830000
bhs,1994,2613740000
bhs,1995,2810110000
bhs,1996,3030110000
bhs,1997,4394100000
bhs,1998,4787200000
bhs,1999,5163200000
bhs,2000,5374500000
bhs,2001,5838100000
bhs,2002,5886400000
bhs,2003,5998700000
bhs,2004,6203600000
bhs,2005,6804800000
bhs,2006,7297100000
bhs,2007,7487300000
bhs,2008,7625000000
bhs,2009,7313200000
bhs,2010,7491000000
bhs,2011,7726900000
bhs,2012,8217700000
bhs,2013,8065300000
bhs,2014,8538500000
bhs,2015,8886500000
bhs,2016,8931100000
bhs,2017,9704300000
bhs,2018,9889300000
bhs,2019,9620800000
bhs,2020,7991300000
bhs,2021,9659900000
bhs,2022,10581000000
bih,2000,14830057700
bih,2001,15782484800
bih,2002,16924056400
bih,2003,17759812200
bih,2004,18561322700
bih,2005,20197127000
bih,2006,21976669200
bih,2007,24143432300
bih,2008,27380420500
bih,2009,26752718100
bih,2010,27112710900
bih,2011,27888982700
bih,2012,28360904600
bih,2013,28513293700
bih,2014,28933289500
bih,2015,29297964000
bih,2016,29733788000
bih,2017,30424467000
bih,2018,31570315000
bih,2019,32813620000
bih,2020,32185906000
bih,2021,34226057000
bih,2022,39605656000
blr,1990,308
blr,1991,600
blr,1992,6100
blr,1993,73600
blr,1994,1421700
blr,1995,9668300
blr,1996,15453800
blr,1997,28386000
blr,1998,54565900
blr,1999,236477600
blr,2000,697723000
blr,2001,1359725000
blr,2002,2104670000
blr,2003,2870690000
blr,2004,3715870000
blr,2005,4735140000
blr,2006,5602820000
blr,2007,6834050000
blr,2008,8888360000
blr,2009,10274550000
blr,2010,12216680000
blr,2011,19096470000
blr,2012,33743220000
blr,2013,43384270000
blr,2014,53651000000
blr,2015,60958000000
blr,2016,66619000000
blr,2017,74139000000
blr,2018,84759000000
blr,2019,95399000000
blr,2020,103607000000
blr,2021,119725000000
blr,2022,136161000000
blz,1980,254152635.02
blz,1981,270920803.6
blz,1982,268449954.19
blz,1983,267134354.81
blz,1984,263463379.78
blz,1985,282856094.53
blz,1986,279394672.65
blz,1987,327945330.79
blz,1988,373844217.14
blz,1989,428715856.46
blz,1990,453000000
blz,1991,506000000
blz,1992,916000000
blz,1993,967000000
blz,1994,1042000000
blz,1995,1118000000
blz,1996,1189000000
blz,1997,1334000000
blz,1998,1424000000
blz,1999,1500000000
blz,2000,1629000000
blz,2001,1791000000
blz,2002,1950000000
blz,2003,2057000000
blz,2004,2124000000
blz,2005,2168000000
blz,2006,2199000000
blz,2007,2365000000
blz,2008,2484000000
blz,2009,2451000000
blz,2010,2555000000
blz,2011,2667000000
blz,2012,2797000000
blz,2013,3074000000
blz,2014,3197000000
blz,2015,3294000000
blz,2016,3387000000
blz,2017,3438000000
blz,2018,3557000000
blz,2019,3681000000
blz,2020,3129000000
blz,2021,3771000000
blz,2022,3552116144.6
bmu,2010,4088996000
bmu,2011,4010713000
bmu,2012,4009754000
bmu,2013,4018507000
bmu,2014,3965905000
bmu,2015,4069755000
bmu,2016,4205443000
bmu,2017,4343386000
bmu,2018,4372051000
bmu,2019,4486177000
bmu,2020,4164754000
bmu,2021,4328800000
bmu,2022,4615800000
bol,1960,4150
bol,1961,4664
bol,1962,5008
bol,1963,5364
bol,1964,5659
bol,1965,6337
bol,1966,7074
bol,1967,8011
bol,1968,8790
bol,1969,9454
bol,1970,10075
bol,1971,11215
bol,1972,13839
bol,1973,20266
bol,1974,32328
bol,1975,40061
bol,1976,45389
bol,1977,54063
bol,1978,62281
bol,1979,74324
bol,1980,90253.86557
bol,1981,120823.37826
bol,1982,303641.46685
bol,1983,1036040.5859
bol,1984,15959947.79801
bol,1985,1995348075.15447
bol,1986,6911527534.64313
bol,1987,8117227944.94256
bol,1988,9767154202.13635
bol,1989,11306549990.26
bol,1990,13685301151.9758
bol,1991,17201410800
bol,1992,20322229500
bol,1993,22683693200
bol,1994,25194127300
bol,1995,28815299400
bol,1996,33203164400
bol,1997,36903331500
bol,1998,41801699500
bol,1999,44127721000
bol,2000,47205495200
bol,2001,48957313900
bol,2002,50893179100
bol,2003,54187622700
bol,2004,58601362500
bol,2005,63384465800
bol,2006,70764238500
bol,2007,79609557900
bol,2008,91125202600
bol,2009,97637708000
bol,2010,104964250100
bol,2011,123811660600
bol,2012,136516356500
bol,2013,156833252600
bol,2014,177032293300
bol,2015,195913097300
bol,2016,202560825000
bol,2017,219467452600
bol,2018,235337842500
bol,2019,244685508800
bol,2020,225725360800
bol,2021,241625816700
bra,1960,0.00083
bra,1961,0.00117
bra,1962,0.00229
bra,1963,0.00389
bra,1964,0.00778
bra,1965,0.01171
bra,1966,0.01732
bra,1967,0.02461
bra,1968,0.03416
bra,1969,0.04304
bra,1970,0.05644
bra,1971,0.07623
bra,1972,0.10153
bra,1973,0.13766
bra,1974,0.20882
bra,1975,0.28184
bra,1976,0.46955
bra,1977,0.71181
bra,1978,1.0315
bra,1979,1.74692
bra,1980,3.55309
bra,1981,6.89527
bra,1982,14.62401
bra,1983,34.49707
bra,1984,110.4029
bra,1985,380.3027
bra,1986,1044.54797
bra,1987,3122.33899
bra,1988,22690.95044
bra,1989,296337.21094
bra,1990,9076592.3636
bra,1991,47908100
bra,1992,503679600
bra,1993,10960001800
bra,1994,270644256000
bra,1995,597511457700
bra,1996,725764613600
bra,1997,807799359500
bra,1998,844108183300
bra,1999,918710818100
bra,2000,999569698300
bra,2001,1098011140000
bra,2002,1216459740200
bra,2003,1390202034400
bra,2004,1540244343400
bra,2005,1723319356800
bra,2006,1914948716600
bra,2007,2144055078700
bra,2008,2443378057700
bra,2009,2719996701800
bra,2010,3079132999200
bra,2011,3454851999200
bra,2012,3849013999300
bra,2013,4297696999000
bra,2014,4745277999800
bra,2015,5020968999500
bra,2016,5305781000900
bra,2017,5575017000200
bra,2018,5919281000000
bra,2019,6290191999600
bra,2020,6337207998500
bra,2021,7086311363000
bra,2022,8041874980200
brb,1975,737689000
brb,1976,797462000
brb,1977,869371000
brb,1978,971862000
brb,1979,1175600000
brb,1980,1339400000
brb,1981,1556500000
brb,1982,1592000000
brb,1983,1667200000
brb,1984,1819600000
brb,1985,1853300000
brb,1986,2217000000
brb,1987,2444900000
brb,1988,2450700000
brb,1989,2712200000
brb,1990,3392300000
brb,1991,3467500000
brb,1992,3342600000
brb,1993,3516600000
brb,1994,3571400000
brb,1995,3929200000
brb,1996,4143100000
brb,1997,4451500000
brb,1998,4880000000
brb,1999,5181800000
brb,2000,5382400000
brb,2001,5498600000
brb,2002,5508800000
brb,2003,5536400000
brb,2004,6158600000
brb,2005,6892500000
brb,2006,7190626300
brb,2007,7682061700
brb,2008,8124360400
brb,2009,7796330900
brb,2010,8157129700
brb,2011,8397359800
brb,2012,8427296600
brb,2013,8480296100
brb,2014,8591713700
brb,2015,8545680500
brb,2016,8847396200
brb,2017,8865237300
brb,2018,8846100000
brb,2019,8944300000
brb,2020,8721000000
brb,2021,9028700000
brn,1974,642000000
brn,1975,784000000
brn,1976,685000000
brn,1977,736000000
brn,1978,669000000
brn,1979,882000000
brn,1980,1612000000
brn,1981,1265000000
brn,1982,1418000000
brn,1983,1690000000
brn,1989,2966000000
brn,1990,3095000000
brn,1991,3159000000
brn,1992,3697000000
brn,1993,4271000000
brn,1994,4111000000
brn,1995,4254000000
brn,1996,4608000000
brn,1997,4974000000
brn,1998,4755000000
brn,1999,4921000000
brn,2000,5239718000
brn,2001,5594235000
brn,2002,5521450400
brn,2003,5870560000
brn,2004,6468695200
brn,2005,6483606500
brn,2006,6902300000
brn,2007,7897400000
brn,2008,7104400000
brn,2009,7438500000
brn,2010,6890000000
brn,2011,7341000000
brn,2012,7664000000
brn,2013,8020000000
brn,2014,8020000000
brn,2015,7972949500
brn,2016,7460255700
brn,2017,7863510300
brn,2018,7994393300
brn,2019,8359106800
brn,2020,8148099600
brn,2021,8906379641.77134
brn,2022,9832346480.76145
btn,1990,4113145874.9
btn,1991,4408736600
btn,1992,5565743300
btn,1993,5239693200
btn,1994,5361807800
btn,1995,6093491600
btn,1996,8324903000
btn,1997,11164332300
btn,1998,13395716900
btn,1999,15268018400
btn,2000,13864625800
btn,2001,13679304200
btn,2002,17024062600
btn,2003,19227374900
btn,2004,21686633900
btn,2005,26777069300
btn,2006,23682370400
btn,2007,36098522100
btn,2008,34940817900
btn,2009,42398230600
btn,2010,46545238200
btn,2011,50345575700
btn,2012,52751755600
btn,2013,77343330000
btn,2014,79127500000
btn,2015,94535125100
btn,2016,97062296300
btn,2017,110021944900
btn,2018,125395730000
btn,2019,136397870000
btn,2020,143888820000
btn,2021,159760730000
bwa,1960,23869800
bwa,1961,25860900
bwa,1962,27868000
bwa,1963,29875200
bwa,1964,32095000
bwa,1965,34650000
bwa,1966,36850000
bwa,1967,42349500
bwa,1968,51850000
bwa,1969,50850000
bwa,1970,62700000
bwa,1971,70800000
bwa,1972,91800000
bwa,1973,122400000
bwa,1974,158000000
bwa,1975,205650000
bwa,1976,265800000
bwa,1977,323000000
bwa,1978,391650000
bwa,1979,493850000
bwa,1980,604650000
bwa,1981,704600000
bwa,1982,805250000
bwa,1983,914150000
bwa,1984,1090800000
bwa,1985,1313850000
bwa,1986,1552150000
bwa,1987,1907500000
bwa,1988,2409350000
bwa,1989,3156700000
bwa,1990,4045900000
