geo,time,ny_gds_totl_cd
aut,1976,11041396026.6933
aut,1977,12887083506.7854
aut,1978,16267940869.8948
aut,1979,19747541945.4452
aut,1980,21345098915.1244
aut,1981,17458107827.8901
aut,1982,17108735177.8656
aut,1983,16432623716.8684
aut,1984,16205075992.0226
aut,1985,16467279196.5948
aut,1986,24084175754.8445
aut,1987,30376170004.3535
aut,1988,33619936476.095
aut,1989,34430014560.5824
aut,1990,43520925813.8691
aut,1991,45975130229.8173
aut,1992,49598955672.4268
aut,1993,46977934461.1381
aut,1994,50599903626.0692
aut,1995,61396915517.9473
aut,1996,59137704704.9649
aut,1997,54552813169.4667
aut,1998,57059404179.6354
aut,1999,57607372682.71889
aut,2000,52965855905.6569
aut,2001,53108903803.132
aut,2002,58937916431.3947
aut,2003,70492945823.9278
aut,2004,81986429103.55099
aut,2005,84820171620.44521
aut,2006,92488508342.7424
aut,2007,113651313988.50301
aut,2008,124366207704.702
aut,2009,103381397610.44701
aut,2010,101913812942.14101
aut,2011,115211266733.905
aut,2012,109232582467.17
aut,2013,113629285896.90199
aut,2014,118458072160.955
aut,2015,105211653225.64799
aut,2016,111103536681.94501
aut,2017,116566723703.438
aut,2018,130760106367.83099
aut,2019,128417103994.90199
aut,2020,122881329445.588
aze,1992,82305555.55556
aze,1993,65440000
aze,1994,-12952866.24204
aze,1995,69106151.58038
aze,1996,9531558.75857
aze,1997,511980930.87442
aze,1998,215171879.03851
aze,1999,394538834.95146
aze,2000,1077670987.93026
aze,2001,1418769462.04231
aze,2002,1539909483.64534
aze,2003,2011913247.12351
aze,2004,2715884807.16394
aze,2005,6286016500.95198
aze,2006,11405753301.9924
aze,2007,18818319543.1768
aze,2008,28368305744.888
aze,2009,20427220701.6671
aze,2010,26325566907.5505
aze,2011,34699632771.9387
aze,2012,34844068228.1059
aze,2013,35460803059.2734
aze,2014,32864082621.4459
aze,2015,16400839351.9422
aze,2016,10776900419.8784
aze,2017,12697827097.3739
aze,2018,16674647058.8235
aze,2019,15112176470.5882
aze,2020,10017470588.2353
bdi,1960,10499994
bdi,1961,10499994
bdi,1962,8749998
bdi,1963,-1749996
bdi,1964,19250012
bdi,1965,5692444.44444
bdi,1966,7530285.71429
bdi,1967,10281142.85714
bdi,1968,9377142.85714
bdi,1969,11132571.42857
bdi,1970,8734857.14286
bdi,1971,4732571.42857
bdi,1972,-392000
bdi,1973,9115787.36911
bdi,1974,-5966984.12698
bdi,1975,-13244444.44444
bdi,1976,27631304.34783
bdi,1977,62970000
bdi,1978,33673333.33333
bdi,1979,49741111.11111
bdi,1980,-5490000
bdi,1981,39845555.55556
bdi,1982,-22676666.66667
bdi,1983,77154384.07746
bdi,1984,62412496.86743
bdi,1985,47160537.74132
bdi,1986,12637457.30052
bdi,1987,74887725.80123
bdi,1988,18104223.08487
bdi,1989,36371611.61426
bdi,1990,-60739832.41365
bdi,1991,-48773846.50135
bdi,1992,-109272785.79761
bdi,1993,-58560590.60956
bdi,1994,-103935200.64275
bdi,1995,-79919265.44895
bdi,1996,-14975835.17754
bdi,1997,14519653.75337
bdi,1998,-41729404.07686
bdi,1999,-20228547.09348
bdi,2000,-62106095.71649
bdi,2001,-53812247.84729
bdi,2002,-68949830.95339
bdi,2003,-52922539.76465
bdi,2004,-67029094.11305
bdi,2005,-50270087.05435
bdi,2006,-118258714.34132
bdi,2007,-135803692.44097
bdi,2008,-206170192.09392
bdi,2009,-64580266.02953
bdi,2010,-59737070.53568
bdi,2011,-202436522.32755
bdi,2012,-186098199.79038
bdi,2013,-337835249.70943
bdi,2014,-308460019.91353
bdi,2015,67192004.57197
bdi,2016,-30698767.8993
bdi,2017,-43813528.19893
bdi,2018,-125272251.34377
bdi,2019,-155766781.90821
bdi,2020,-182337722.66513
bel,1970,8554098426.78499
bel,1971,9132410163.63786
bel,1972,11219556410.9614
bel,1973,14076350652.0389
bel,1974,16663326429.1632
bel,1975,17253342108.1496
bel,1976,18694130616.5099
bel,1977,20606829487.901
bel,1978,24647846804.1501
bel,1979,26605228398.459
bel,1980,28447071320.18209
bel,1981,20562518470.2303
bel,1982,17649805756.6661
bel,1983,16547420907.2978
bel,1984,16798061993.8565
bel,1985,17161375093.4167
bel,1986,25081405996.0267
bel,1987,31958283090.2215
bel,1988,39041667580.9106
bel,1989,41601706592.9566
bel,1990,52539272090.7774
bel,1991,51255515652.68751
bel,1992,58451336260.9787
bel,1993,56280391791.0448
bel,1994,62648142030.3834
bel,1995,73852490421.4559
bel,1996,69249641693.8111
bel,1997,66170500676.59
bel,1998,67186930428.9842
bel,1999,68786703601.108
bel,2000,62942878201.5847
bel,2001,62165190156.5996
bel,2002,67696405044.2311
bel,2003,83541760722.34758
bel,2004,101573255525.205
bel,2005,106871284666.086
bel,2006,114270229582.23599
bel,2007,135163837941.418
bel,2008,137098725648.162
bel,2009,117618088357.877
bel,2010,119416598657.313
bel,2011,127567011625.467
bel,2012,117857322523.897
bel,2013,121156990712.362
bel,2014,128082079311.827
bel,2015,115749861577.39999
bel,2016,121058680814.89999
bel,2017,127839339289.416
bel,2018,137062403220.164
bel,2019,136484876918.431
bel,2020,129948450852.452
ben,1960,12289249.66282
ben,1961,13480894.3648
ben,1962,9015421.98218
ben,1963,7155667.94713
ben,1964,5693925.81722
ben,1965,3303096.08754
ben,1966,-1730374.34304
ben,1967,-861355.79179
ben,1968,8591145.26425
ben,1969,9948580.66953
ben,1970,7698911.84288
ben,1971,800259.30022
ben,1972,3889506.14933
ben,1973,14060895.27891
ben,1974,16934851.29289
ben,1975,2824942.40897
ben,1976,-9673499.32308
ben,1977,-6382485.40681
ben,1978,-18170626.16134
ben,1979,-5732200.6792
ben,1980,-89219765.1832
ben,1981,-159474233.57248
ben,1982,67054746.97229
ben,1983,-5388241.66942
ben,1984,15007731.20083
ben,1985,-42414167.87049
ben,1986,-33070230.68334
ben,1987,-43062266.29302
ben,1988,-42873697.07119
ben,1989,7626116.93802
ben,1990,131372164.15784
ben,1991,102069136.20333
ben,1992,56939860.74498
ben,1993,127491323.71295
ben,1994,160699100.52657
ben,1995,268111936.96214
ben,1996,331288240.20976
ben,1997,321769839.39169
ben,1998,312960752.65714
ben,1999,362383501.97732
ben,2000,347453986.83277
ben,2001,338491933.93339
ben,2002,441182181.93089
ben,2003,579653953.83564
ben,2004,764047844.12971
ben,2005,653967307.54017
ben,2006,648166679.35829
ben,2007,927087665.93484
ben,2008,1002900583.06507
ben,2009,975714873.15248
ben,2010,984174534.50709
ben,2011,1170367022.41545
ben,2012,1374068461.5216
ben,2013,1852992651.54709
ben,2014,2238575274.57699
ben,2015,1527887562.2427
ben,2016,1950320703.38572
ben,2017,2145946639.36025
ben,2018,2727607532.27067
ben,2019,3052407967.5378
ben,2020,3215696201.0791
bfa,1960,14656058.78747
bfa,1961,18379752.76044
bfa,1962,20845865.07133
bfa,1963,22333194.8392
bfa,1964,31638918.86289
bfa,1965,36840698.7814
bfa,1966,34914826.04901
bfa,1967,25589150.2836
bfa,1968,27908888.86824
bfa,1969,27863481.61991
bfa,1970,30264921.77548
bfa,1971,37657766.2049
bfa,1972,57690587.45947
bfa,1973,80175008.47955
bfa,1974,132992804.46123
bfa,1975,82085397.5659
bfa,1976,120314807.04163
bfa,1977,57977410.42504
bfa,1978,87964205.67776
bfa,1979,57110503.58779
bfa,1980,10777571.99465
bfa,1981,-5416644.73938
bfa,1982,47453655.94025
bfa,1983,57762299.96903
bfa,1984,65026553.2031
bfa,1985,28700217.46727
bfa,1986,3176445.44895
bfa,1987,59253902.18695
bfa,1988,69498284.02522
bfa,1989,144196814.00139
bfa,1990,168218698.12036
bfa,1991,261603044.80323
bfa,1992,289393113.80254
bfa,1993,247560915.88366
bfa,1994,309694049.60009
bfa,1995,272668578.3226
bfa,1996,204120846.27108
bfa,1997,283939921.46924
bfa,1998,248261319.14506
bfa,1999,-42379863.75688
bfa,2000,-84978731.58286
bfa,2001,-769115.87789
bfa,2002,-4712920.69979
bfa,2003,167439589.65845
bfa,2004,98148652.47716
bfa,2005,189007643.88012
bfa,2006,191982816.8834
bfa,2007,394131833.59216
bfa,2008,533561896.18834
bfa,2009,687253794.75876
bfa,2010,1410179949.5265
bfa,2011,2055735457.46343
bfa,2012,2086454580.81704
bfa,2013,1859082614.56377
bfa,2014,1994227185.29934
bfa,2015,1482901979.10495
bfa,2016,1890906869.59421
bfa,2017,2214485771.02443
bfa,2018,3000276919.73934
bfa,2019,2712925639.04757
bgd,1960,324194966.28667
bgd,1961,328162299.46238
bgd,1962,606165163.41756
bgd,1963,435282524.37326
bgd,1964,424513899.80108
bgd,1965,459087085.92752
bgd,1966,428197816.32139
bgd,1967,538152061.953
bgd,1968,814171009.32033
bgd,1969,761461053.08112
bgd,1970,643005307.78727
bgd,1971,331846257.64936
bgd,1972,-211293383.33333
bgd,1973,274638876.75106
bgd,1974,91014022.0939
bgd,1975,183288519.60342
bgd,1976,-301363447.81145
bgd,1977,596684576.59987
bgd,1978,215644087.30159
bgd,1979,235855558.47569
bgd,1980,371962009.04393
bgd,1981,3004834761.32191
bgd,1982,2738223552.89421
bgd,1983,2121675084.17508
bgd,1984,1282280000
bgd,1985,3233576923.07692
bgd,1986,3312100000
bgd,1987,3425645161.29032
bgd,1988,3662243500.19469
bgd,1989,4398785255.82886
bgd,1990,5026123620.99203
bgd,1991,4511489551.82073
bgd,1992,4396248599.4695
bgd,1993,4079244285.71429
bgd,1994,4424995047.38155
bgd,1995,4980271156.71642
bgd,1996,7625378973.10513
bgd,1997,8269086651.05386
bgd,1998,9314977973.56828
bgd,1999,9601809484.19301
bgd,2000,10683979328.1654
bgd,2001,11139214232.765
bgd,2002,11403917812.9897
bgd,2003,12143454231.4335
bgd,2004,13795141837.948
bgd,2005,14621707317.0732
bgd,2006,15395579198.9279
bgd,2007,16517383996.5248
bgd,2008,17583503544.6728
bgd,2009,20836208388.07949
bgd,2010,23989603515.58829
bgd,2011,26527823348.21749
bgd,2012,28303107726.8189
bgd,2013,33052037339.8821
bgd,2014,38190297283.2136
bgd,2015,43226450765.1659
bgd,2016,55304530487.5478
bgd,2017,63249907423.9075
bgd,2018,62576245759.389
bgd,2019,74895896057.90221
bgd,2020,81494657708.38249
bgr,1980,6143538461.53846
bgr,1981,7273142857.14286
bgr,1982,6807600000
bgr,1983,5562444444.44444
bgr,1984,6173777777.77778
bgr,1985,5453789473.68421
bgr,1986,6568882352.94118
bgr,1987,8730076923.07692
bgr,1988,7688647058.82353
bgr,1989,6898055555.55556
bgr,1990,4534818181.81818
bgr,1991,2939193548.3871
bgr,1992,1454123711.34021
bgr,1993,828913043.47826
bgr,1994,850977859.7786
bgr,1995,5153035714.28571
bgr,1996,1515952782.46206
bgr,1997,2536593733.27784
bgr,1998,3839755737.33242
bgr,1999,2080662785.00299
bgr,2000,1819732962.84086
bgr,2001,1706606399.04792
bgr,2002,2059216177.17862
bgr,2003,2515022219.65718
bgr,2004,3212904577.48714
bgr,2005,3908273934.31167
bgr,2006,5144811133.2008
bgr,2007,6568833449.96501
bgr,2008,9365953182.26011
bgr,2009,10552070804.0094
bgr,2010,9971958846.62244
bgr,2011,12535293281.1945
bgr,2012,10163516425.7556
bgr,2013,11477295059.7177
bgr,2014,11719795143.1285
bgr,2015,11144942756.7445
bgr,2016,12890376696.8326
bgr,2017,14280780754.8257
bgr,2018,15766780929.3905
bgr,2019,16672024613.6234
bgr,2020,14277058206.6072
bhr,1980,1689837622.71159
bhr,1981,1828723404.25532
bhr,1982,1767553723.40426
bhr,1983,1777393617.02128
bhr,1984,1766223138.29787
bhr,1985,1737500000
bhr,1986,1236968085.10638
bhr,1987,1371276329.78723
bhr,1988,1408510638.29787
bhr,1989,1377393617.02128
bhr,1990,1581117021.2766
bhr,1991,829255319.14894
bhr,1992,810372340.42553
bhr,1993,1115425531.91489
bhr,1994,1494415159.57447
bhr,1995,1528191223.40426
bhr,1996,1593616755.31915
bhr,1997,1715425797.87234
bhr,1998,1369148936.17021
bhr,1999,1576861436.17021
bhr,2000,3546063829.78723
bhr,2001,3222872340.42553
bhr,2002,3571781914.89362
bhr,2003,4404494680.85106
bhr,2004,4864627659.57447
bhr,2005,7379122340.42553
bhr,2006,9726382978.7234
bhr,2007,12231196808.5106
bhr,2008,13940558510.6383
bhr,2009,10347925531.9149
bhr,2010,11799494680.8511
bhr,2011,13549441489.3617
bhr,2012,14314627659.5745
bhr,2013,14212367021.2766
bhr,2014,14483005319.1489
bhr,2015,11430930851.0638
bhr,2016,12228351063.8298
bhr,2017,14691835106.383
bhr,2018,16089574468.0851
bhr,2019,17083696808.5106
bhs,1977,206900000
bhs,1978,220500000
bhs,1979,245000100
bhs,1980,344400000
bhs,1981,340299900
bhs,1982,437200000
bhs,1983,500500000
bhs,1984,441500000
bhs,1985,572999900
bhs,1986,601700000
bhs,1987,659899900
bhs,1989,732210000
bhs,1990,769820000
bhs,1991,619490000
bhs,1992,673400000
bhs,1993,632170000
bhs,1994,645260000
bhs,1995,618890000
bhs,1996,578890000
bhs,1997,1938260000
bhs,1998,2046020000
bhs,1999,2520670000
bhs,2000,2701970000
bhs,2001,2479730000
bhs,2002,2994760000
bhs,2003,2871390000
bhs,2004,2851690000
bhs,2005,3031400000
bhs,2006,2870150000
bhs,2007,3131040000
bhs,2008,2901000000
bhs,2009,2668760000
bhs,2010,2604760000
bhs,2011,2343550000
bhs,2012,2502790000
bhs,2013,2516000000
bhs,2014,2627600000
bhs,2015,2944500000
bhs,2016,3182200000
bhs,2017,2869600000
bhs,2018,3100100000
bhs,2019,3553800000
bih,2004,-1315461587.30159
bih,2005,-1810658739.74693
bih,2006,-1521191071.77218
bih,2007,-1236259622.11337
bih,2008,-1521951767.52546
bih,2009,-1524418637.68734
bih,2010,-1351833818.64969
bih,2011,-1373709574.24124
bih,2012,-1609323347.7861
bih,2013,-1406725273.23332
bih,2014,-1317960927.96093
bih,2015,-578621491.35242
bih,2016,-91881115.32153
bih,2017,324187507.20295
bih,2018,903293301.14665
bih,2019,1123049052.71593
bih,2020,418140361.09493
blr,1990,6250000000
blr,1994,3576000000
blr,1995,2746666666.66667
blr,1996,2869307692.30769
blr,1997,3191153846.15385
blr,1998,3402217391.30435
blr,1999,2655775100.40161
blr,2000,3007768479.77685
blr,2001,2572625899.28058
blr,2002,2842881072.0268
blr,2003,3831253047.294
blr,2004,5941250000
blr,2005,8224558960.07428
blr,2006,10833939393.9394
blr,2007,13431873252.5629
blr,2008,19151310861.4232
blr,2009,14087289652.7032
blr,2010,16213158778.1135
blr,2011,23372924623.1156
blr,2012,25211047139.2587
blr,2013,26671824324.3243
blr,2014,26338438967.1362
blr,2015,18178927539.87189
blr,2016,14239043023.7234
blr,2017,16358432955.5452
blr,2018,18433941892.4225
blr,2019,18803327277.9424
blr,2020,19059272011.8052
blz,1980,70861904.92149
blz,1981,60629452.85837
blz,1982,47981349.88916
blz,1983,58536008.5488
blz,1984,82650259.12868
blz,1985,71215695.40124
blz,1986,91940984.21205
blz,1987,117109893.19319
blz,1988,133171251.70228
blz,1989,154775962.47523
blz,1990,189962881.81929
blz,1991,192970750
blz,1992,78656300.71443
blz,1993,94895632.29934
blz,1994,80367586.37064
blz,1995,86169150.15055
blz,1996,72471555.32063
blz,1997,62284349.94405
blz,1998,56817062.18537
blz,1999,52720478.6458
blz,2000,108190736.84738
blz,2001,74603494.82057
blz,2002,63171763.07716
blz,2003,73557565.13022
blz,2004,110928464.04426
blz,2005,145021250.94534
blz,2006,233517972.83369
blz,2007,229777493.78073
blz,2008,255986527.23665
blz,2009,172560303.55056
blz,2010,185351598.99094
blz,2011,199869150.43811
blz,2012,226405296.6259
blz,2013,214376799.91697
blz,2014,252358348.09813
blz,2015,252201544.75738
blz,2016,190246293.92581
blz,2017,277774088.86309
blz,2018,296779913.06763
blz,2019,381598569.54833
blz,2020,318388863.98668
bmu,2010,2545530000
bmu,2011,2301978000
bmu,2012,2368434000
bmu,2013,2447249000
bmu,2014,2448083000
bmu,2015,2584786000
bmu,2016,2694468000
bmu,2017,2798930000
bmu,2018,2855986000
bmu,2019,3012201000
bol,1960,27462895.87472
bol,1961,17362560.30985
bol,1962,26628157.39829
bol,1963,31052271.32339
bol,1964,67112973.5054
bol,1965,70959595.9596
bol,1966,73737373.73737
bol,1967,81481481.48148
bol,1968,118013468.01347
bol,1969,133838383.83838
bol,1970,168939393.93939
bol,1971,151599326.59933
bol,1972,216698006.76946
bol,1973,250174912.54373
bol,1974,484657671.16442
bol,1975,402648675.66217
bol,1976,463668165.91704
bol,1977,525637181.4093
bol,1978,645727136.43178
bol,1979,778599540.27045
bol,1980,856443719.41272
bol,1981,938009787.92822
bol,1982,858413308.83994
bol,1983,949790614.34184
bol,1984,1080069262.19184
bol,1985,842694458.77431
bol,1986,362255718.12108
bol,1987,373345986.32504
bol,1988,441804241.26898
bol,1989,515423824.52595
bol,1990,554058909.74422
bol,1991,539216053.17544
bol,1992,433733367.51698
bol,1993,416233148.10907
bol,1994,528560761.82231
bol,1995,712408391.14222
bol,1996,853955582.70603
bol,1997,902219896.08511
bol,1998,911168036.87773
bol,1999,693079278.78329
bol,2000,763806420.31212
bol,2001,731509936.58145
bol,2002,807412831.24128
bol,2003,1007523762.27282
bol,2004,1389207409.27419
bol,2005,1690947421.92633
bol,2006,2619146737.23102
bol,2007,2980388220.90891
bol,2008,4085014713.39956
bol,2009,3431486752.13675
bol,2010,4690426824.57565
bol,2011,6115021233.96281
bol,2012,7328150665.70188
bol,2013,7962775557.16353
bol,2014,7376463950.79595
bol,2015,4648085759.76845
bol,2016,4626969175.10854
bol,2017,5747795195.36903
bol,2018,6230073039.07381
bol,2019,5484974254.70333
bra,1960,2975454839.1558
bra,1961,3244854075.24897
bra,1962,3643413248.57899
bra,1963,4416749770.78261
bra,1964,4096059910.6502
bra,1965,4838207502.76955
bra,1966,5609007237.948
bra,1967,5175745459.08921
bra,1968,6201896054.44381
bra,1969,8397869204.43728
bra,1970,8517039104.80663
bra,1971,9542339226.62282
bra,1972,11465403268.8072
bra,1973,17452635524.1765
bra,1974,20520528512.44189
bra,1975,28294641801.6054
bra,1976,31633826849.558
bra,1977,37707286183.0907
bra,1978,43743279996.22389
bra,1979,46597450771.9751
bra,1980,49574605377.0231
bra,1981,59841600663.5763
bra,1982,57544775298.6021
bra,1983,38822060175.6536
bra,1984,44655365147.3397
bra,1985,54294141274.5898
bra,1986,57797318641.764
bra,1987,75203005539.67751
bra,1988,92227795074.3251
bra,1989,129258099062.5
bra,1990,98871782000
bra,1991,123780000000
bra,1992,85799250000
bra,1993,97425878881.98759
bra,1994,128313780697.638
bra,1995,118208668628.092
bra,1996,128344437568.401
bra,1997,133849570129.87
bra,1998,136357463076.25999
bra,1999,93128141290.5715
bra,2000,109058416288.603
bra,2001,92570499022.192
bra,2002,92916003616.63649
bra,2003,106515554761.131
bra,2004,142737391316.23901
bra,2005,183727056728.55701
bra,2006,227325520479.93399
bra,2007,295931312413.33301
bra,2008,363412057748.93695
bra,2009,306613310343.10303
bra,2010,458569236016.37097
bra,2011,550889526542.32397
bra,2012,494468281193.99902
bra,2013,479533880617.78198
bra,2014,439300892477.68799
bra,2015,293010911058.34302
bra,2016,275985163119.755
bra,2017,316620292034.841
