geo,time,bx_trf_pwkr_cd_dt
alb,2003,888748582.30964
alb,2004,1160672105.01954
alb,2005,1289704315.92613
alb,2006,1359467324.66364
alb,2007,1468020000
alb,2008,1865581563.70359
alb,2009,1717698012.16514
alb,2010,1586574271.35641
alb,2011,1552078514.34036
alb,2012,1419772515.43027
alb,2013,1281848113.75308
alb,2014,1421007454.36595
alb,2015,1290863508.09402
alb,2016,1306009166.92504
alb,2017,1311822432.138
alb,2018,1458210055.85311
alb,2019,1472812241.61037
alb,2020,1465987212.49097
alb,2021,1718355918.32179
alb,2022,1745245135.76651
alb,2023,2036169283.29038
and,2005,0
and,2006,0
and,2007,0
and,2008,0
and,2009,0
and,2010,0
and,2011,0
and,2012,0
and,2013,0
and,2014,0
and,2015,0
and,2016,0
and,2017,0
and,2018,0
and,2019,21100000
and,2020,47416323.73883
and,2021,53001417.77305
and,2022,44577777.05402
and,2023,48000000
arg,1978,26000000
arg,1979,42000000
arg,1980,56000000
arg,1981,42000000
arg,1982,28000000
arg,1983,28000000
arg,1984,32000000
arg,1985,27000000
arg,1986,32000000
arg,1987,34000000
arg,1988,30280000.69
arg,1989,26559999.47
arg,1990,22840000.15
arg,1991,19120000.84
arg,1992,15399999.62
arg,1993,57700000.76
arg,1994,62400001.53
arg,1995,63600000
arg,1996,65000000
arg,1997,65700000
arg,1998,68500000
arg,1999,64300000
arg,2000,86343658.58988
arg,2001,189600000
arg,2002,206630000
arg,2003,273420000
arg,2004,311780000
arg,2005,432090000
arg,2006,540635441.91629
arg,2007,606498926.51719
arg,2008,705144403.35836
arg,2009,628542376.08891
arg,2010,644300740.05719
arg,2011,697379575.12992
arg,2012,577532962.10077
arg,2013,535004409.36729
arg,2014,505346891.73036
arg,2015,494433532.13997
arg,2016,391579047.66351
arg,2017,479937459.80843
arg,2018,522441503.00856
arg,2019,561398444.71976
arg,2020,648090050.02181
arg,2021,902789422.01793
arg,2022,1056459895.66862
arg,2023,1009693898.95111
arm,1995,71350000
arm,1996,153730000
arm,1997,228986400
arm,1998,166647970
arm,1999,182652132
arm,2000,182160000
arm,2001,209240000
arm,2002,263890000
arm,2003,335860000
arm,2004,787519510.00809
arm,2005,915231161.78094
arm,2006,1169173062.59984
arm,2007,1644375090.62217
arm,2008,1904067122.6008
arm,2009,1439809231.68406
arm,2010,1669336819.11366
arm,2011,1798624692.26173
arm,2012,1914983996.61627
arm,2013,2192193826.94676
arm,2014,2078618314.80089
arm,2015,1491475903.47047
arm,2016,1382330886.59828
arm,2017,1538655751.77642
arm,2018,1487814907.95282
arm,2019,1527937456.87278
arm,2020,1327006085.34023
arm,2021,1556822543.94877
arm,2022,2031342937.0743
arm,2023,1451764406.31499
atg,1986,11185185.43
atg,1987,11744444.85
atg,1988,12337037.09
atg,1989,13196296.69
atg,1990,12533333.78
atg,1991,3048148.155
atg,1992,2714814.901
atg,1993,11629630.09
atg,1994,11948147.77
atg,1995,3333333.254
atg,1996,8940740.74074
atg,1997,9537037.03704
atg,1998,18755555.55556
atg,1999,18394444.44444
atg,2000,17342962.96296
atg,2001,23676666.66667
atg,2002,14242166.66667
atg,2003,16372237.03704
atg,2004,17601625.92593
atg,2005,29018120.69239
atg,2006,29202071.87749
atg,2007,30352179.80275
atg,2008,29719238.8319
atg,2009,27817357.29981
atg,2010,28924211.80346
atg,2011,29296532.43955
atg,2012,29845308.17343
atg,2013,29967174.27806
atg,2014,31849221.56776
atg,2015,31244412.26324
atg,2016,26705675.64572
atg,2017,24020044.34905
atg,2018,32768265.3235
atg,2019,36875282.22222
atg,2020,36220490.74074
atg,2021,45265850.37037
atg,2022,34810853.7037
atg,2023,34879798.51852
aus,1970,180320037.8
aus,1971,176046508.8
aus,1972,228958923.3
aus,1973,280555023.2
aus,1974,308759124.8
aus,1975,286614196.8
aus,1976,305269104
aus,1977,326544830.3
aus,1978,415642852.8
aus,1979,495797180.2
aus,1980,631592773.4
aus,1981,740711547.9
aus,1982,771140441.9
aus,1983,900273193.4
aus,1984,956123474.1
aus,1985,1009029114
aus,1986,1053348999
aus,1987,1396266846
aus,1988,1884704224
aus,1989,2402261230
aus,1990,2369583740
aus,1991,2484919434
aus,1992,1926091797
aus,1993,1101867798
aus,1994,1276966675
aus,1995,438888326.43968
aus,1996,517894423.70904
aus,1997,538747822.17049
aus,1998,501585257.22136
aus,1999,531812423.75244
aus,2000,518334052.87081
aus,2001,486744685.82392
aus,2002,465722533.97793
aus,2003,651572145.06211
aus,2004,824729101.17522
aus,2005,940407766.64108
aus,2006,1014841490.87417
aus,2007,1341851616.34835
aus,2008,1526025147.3275
aus,2009,1334648952.60383
aus,2010,1864472761.35169
aus,2011,2449287569.05191
aus,2012,2440634974.57651
aus,2013,2461137536.76136
aus,2014,2329656676.96023
aus,2015,2174651380.40477
aus,2016,2056844753.41069
aus,2017,2001928453.24729
aus,2018,1867930551.38816
aus,2019,1762645594.80965
aus,2020,1197283915.031
aus,2021,936423063.16702
aus,2022,1307030458.6425
aus,2023,1727370708.31298
aut,1970,16576923.37
aut,1971,24760213.85
aut,1972,36248191.83
aut,1973,52594650.27
aut,1974,80947891.24
aut,1975,87247398.38
aut,1976,105288040.2
aut,1977,118988021.9
aut,1978,154029663.1
aut,1979,198398651.1
aut,1980,244725067.1
aut,1981,223906967.2
aut,1982,220660125.7
aut,1983,214508590.7
aut,1984,197660034.2
aut,1985,201390884.4
aut,1986,303058471.7
aut,1987,400337341.3
aut,1988,448963897.7
aut,1989,469524231
aut,1990,634832336.4
aut,1991,772377197.3
aut,1992,815280883.8
aut,1993,768971069.3
aut,1994,844941223.1
aut,1995,1012422485
aut,1996,984293640.1
aut,1997,915090698.2
aut,1998,1416633179
aut,1999,1809788330
aut,2000,1804517334
aut,2001,1774000488
aut,2002,1985329834
aut,2003,2496145508
aut,2004,2520989014
aut,2005,2313507128.00776
aut,2006,2517171820.75859
aut,2007,2915622151.61598
aut,2008,3189808742.62739
aut,2009,3101681748.75588
aut,2010,2983488445.59884
aut,2011,3250804925.70344
aut,2012,3028188698.98571
aut,2013,3248309532.62515
aut,2014,3239901778.63492
aut,2015,2863606817.4052
aut,2016,2887576591.28188
aut,2017,2956934245.82416
aut,2018,3022591419.43224
aut,2019,2996058679.89715
aut,2020,3026771045.59774
aut,2021,3191616713.05916
aut,2022,3010700898.17371
aut,2023,3262189742.06597
aze,1995,3000000
aze,1996,4098000.05
aze,1997,5196000.099
aze,1998,6294000
aze,1999,54492000
aze,2000,57132000
aze,2001,104125000
aze,2002,163317000
aze,2003,155957000
aze,2004,203578000
aze,2005,623235000
aze,2006,790214000
aze,2007,1267735000
aze,2008,1518327000
aze,2009,1254645000
aze,2010,1410296000
aze,2011,1893080000
aze,2012,1990180000
aze,2013,1733168000
aze,2014,1846424000
aze,2015,1269964000
aze,2016,643148000
aze,2017,1133371000
aze,2018,1225790000
aze,2019,1275168754.82216
aze,2020,1403087000
aze,2021,1526636000
aze,2022,3950029000
aze,2023,1912814000
bdi,2004,41783.99491
bdi,2005,71562.16161
bdi,2006,11470.97177
bdi,2007,189948.94055
bdi,2008,3645216.67748
bdi,2009,28232147.75625
bdi,2010,34498929.51307
bdi,2011,45463176.8705
bdi,2012,46433649.08889
bdi,2013,48639473.89997
bdi,2014,56262627.95765
bdi,2015,51041076.67861
bdi,2016,34652856.23343
bdi,2017,33778270.31846
bdi,2018,48328656.12736
bdi,2019,92045248.37556
bdi,2020,145245511.48758
bdi,2021,168015391.45686
bdi,2022,163422316.58014
bdi,2023,197847049.19211
bel,1975,662297424.3
bel,1976,658915466.3
bel,1977,754823120.1
bel,1978,956470520
bel,1979,1041822876
bel,1980,1139075073
bel,1981,948875671.4
bel,1982,837334533.7
bel,1983,848768920.9
bel,1984,780039001.5
bel,1985,817282897.9
bel,1986,1098416260
bel,1987,1275191284
bel,1988,1430124512
bel,1989,2736618164
bel,1990,3583137695
bel,1991,3972553223
bel,1992,4475618164
bel,1993,4580757324
bel,1994,4612880859
bel,1995,4936722168
bel,1996,4947035645
bel,1997,4328916992
bel,1998,4204201172
bel,1999,4466878906
bel,2000,4004603516
bel,2001,3933338623
bel,2002,4534638939.10999
bel,2003,5778136096.27102
bel,2004,6562530149.38673
bel,2005,6884305723.77046
bel,2006,7268884910.03939
bel,2007,8991846090.58459
bel,2008,10479068216.8072
bel,2009,11090651436.729
bel,2010,10993669270.2742
bel,2011,11728548904.613
bel,2012,11171452382.4131
bel,2013,11695085497.9929
bel,2014,12161003266.0421
bel,2015,10464912315.3811
bel,2016,10786360682.2729
bel,2017,11435497317.079
bel,2018,12448569091.0714
bel,2019,12429684501.1092
bel,2020,13112247336.0384
bel,2021,14286079087.3738
bel,2022,13929436258.144
bel,2023,14861307478.7247
ben,1974,7382490.635
ben,1975,17591100.69
ben,1976,28039279.94
ben,1977,39181098.94
ben,1978,56236076.35
ben,1979,72921585.08
ben,1980,77002243.04
ben,1981,62006073
ben,1982,36949996.95
ben,1983,43845420.84
ben,1984,42065956.12
ben,1985,40288208.01
ben,1986,50822120.67
ben,1987,60225616.46
ben,1988,71116760.25
ben,1989,91336494.45
ben,1990,101049423.2
ben,1991,117970527.6
ben,1992,136306823.7
ben,1993,108893981.9
ben,1994,89481948.85
ben,1995,98932296.36221
ben,1996,84917981.8711
ben,1997,70106471.12596
ben,1998,89178475.71284
ben,1999,75026904.54007
ben,2000,85876253.11523
ben,2001,83064161.12425
ben,2002,76107818.01964
ben,2003,55401177.08756
ben,2004,63117010.27017
ben,2005,146939347.93308
ben,2006,195673786.14039
ben,2007,240793733.39363
ben,2008,207863209.38934
ben,2009,126457222.33889
ben,2010,139569120.48605
ben,2011,172185775.34568
ben,2012,207763555.186
ben,2013,248800533.68246
ben,2014,304659173.44049
ben,2015,214449579.45289
ben,2016,221726214.97356
ben,2017,195776833.87077
ben,2018,198742396.0148
ben,2019,216993145.1835
ben,2020,204623916.54563
ben,2021,230914333.08778
ben,2022,250408119.9198
ben,2023,233249649.04785
bfa,1974,35940307.62
bfa,1975,47654621.12
bfa,1976,51023120.88
bfa,1977,60147422.79
bfa,1978,78074638.37
bfa,1979,109669143.7
bfa,1980,150431030.3
bfa,1981,153360977.2
bfa,1982,110302223.2
bfa,1983,113213974
bfa,1984,90237777.71
bfa,1985,125921798.7
bfa,1986,191625381.5
bfa,1987,173280075.1
bfa,1988,187028152.5
bfa,1989,155259277.3
bfa,1990,139672851.6
bfa,1991,112967811.6
bfa,1992,128813964.8
bfa,1993,117222412.1
bfa,1994,80346946.72
bfa,1995,78178306.58
bfa,1996,76009666.44
bfa,1997,73841026.31
bfa,1998,71672386.17
bfa,1999,69503746.03
bfa,2000,67335105.9
bfa,2001,49915523.53
bfa,2002,58734134.67
bfa,2003,53747390.75
bfa,2004,44417327.88
bfa,2005,56664819.59596
bfa,2006,67996281.78102
bfa,2007,84436174.13468
bfa,2008,99742143.20046
bfa,2009,96373875.86239
bfa,2010,120462189.1374
bfa,2011,221068018.69409
bfa,2012,209980744.38676
bfa,2013,308469520.20676
bfa,2014,396308040.7321
bfa,2015,384985616.44951
bfa,2016,397373892.54227
bfa,2017,416839243.10153
bfa,2018,455650092.23364
bfa,2019,467251841.7327
bfa,2020,524608104.84188
bfa,2021,570950968.5801
bfa,2022,523912790.75047
bfa,2023,584392246.5167
bgd,1976,18761274.34
bgd,1977,78875038.15
bgd,1978,115435371.4
bgd,1979,171138702.4
bgd,1980,338666748
bgd,1981,381052154.5
bgd,1982,526463684.1
bgd,1983,642408508.3
bgd,1984,500747406
bgd,1985,502471374.5
bgd,1986,576282470.7
bgd,1987,747808898.9
bgd,1988,763622131.3
bgd,1989,757979553.2
bgd,1990,778865600.6
bgd,1991,769365722.7
bgd,1992,911759948.7
bgd,1993,1007375061
bgd,1994,1150881226
bgd,1995,1201664266.51586
bgd,1996,1344661208.65883
bgd,1997,1526499543.77216
bgd,1998,1605786652.44555
bgd,1999,1806794191.65168
bgd,2000,1967528858.46792
bgd,2001,2104551469.14176
bgd,2002,2858057770.42652
bgd,2003,3191664732.05594
bgd,2004,3583817227.52373
bgd,2005,4314502845.76468
bgd,2006,5427515428.7338
bgd,2007,6562316321.90849
bgd,2008,8940611606.37691
bgd,2009,10520653005.6389
bgd,2010,10850211617.3056
bgd,2011,12071073184.1576
bgd,2012,14119627033.9853
bgd,2013,13866954019.3967
bgd,2014,14987531478.7427
bgd,2015,15295536094.8351
bgd,2016,13574285886.2473
bgd,2017,13501933032.7097
bgd,2018,15566241930.3078
bgd,2019,18363859531.2812
bgd,2020,21751646479.1935
bgd,2021,22205503377.12
bgd,2022,21505473781.2512
bgd,2023,22070041063.21149
bgr,1996,41500000
bgr,1997,50600000
bgr,1998,50675833.24256
bgr,1999,42528019.76539
bgr,2000,58235451.3536
bgr,2001,826200309.55945
bgr,2002,1176951496.86156
bgr,2003,1718485429.27941
bgr,2004,1722769584.63433
bgr,2005,1612912427.00584
bgr,2006,1716435980.56618
bgr,2007,1693553171.13885
bgr,2008,1918650334.46895
bgr,2009,1591794627.63678
bgr,2010,1332910000
bgr,2011,1483190000
bgr,2012,1448880000
bgr,2013,1666960000
bgr,2014,1717900000
bgr,2015,1523870000
bgr,2016,1629140000
bgr,2017,2079620000
bgr,2018,2122180000
bgr,2019,2135650000
bgr,2020,1985450000
bgr,2021,2010320000
bgr,2022,1995400000
bgr,2023,2354760000
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bhr,2015,0
bhr,2016,0
bhr,2017,0
bhr,2018,0
bhr,2019,0
bhr,2020,0
bhr,2021,0
bhr,2022,0
bhr,2023,0
bhs,2005,0
bhs,2006,0
bhs,2007,0
bhs,2008,0
bhs,2009,0
bhs,2010,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bhs,2017,0
bhs,2018,0
bhs,2019,0
bhs,2020,50805711
bhs,2021,53040600
bhs,2022,57888000
bhs,2023,62673300
bih,1998,1984050244.41406
bih,1999,1872783885.77068
bih,2000,1580952510.81787
bih,2001,1500016856.77626
bih,2002,1495729518.77171
bih,2003,1738096326.07414
bih,2004,2053201662.45907
bih,2005,2037731948.23597
bih,2006,2148940834.02539
bih,2007,2686415541.12783
bih,2008,2717663874.22993
bih,2009,2127033059.49894
bih,2010,1822304847.02471
bih,2011,1958230199.62974
bih,2012,1845715376.70009
bih,2013,1957987470.1827
bih,2014,2107139724.56893
bih,2015,1801111957.91248
bih,2016,1845995097.12476
bih,2017,2016872694.94044
bih,2018,2262876954.49907
bih,2019,2332570551.4136
bih,2020,1931039749.05507
bih,2021,2477948499.81384
bih,2022,2581262139.02977
bih,2023,2823600740.52491
blr,1993,400000.006
blr,1994,400000.006
blr,1995,28500000
blr,1996,93300000
blr,1997,46500000
blr,1998,53900000
blr,1999,62000000
blr,2000,114200000
blr,2001,67200000
blr,2002,80600000
blr,2003,164100000
blr,2004,239400000
blr,2005,198600000
blr,2006,268200000
blr,2007,288300000
blr,2008,583300000
blr,2009,503800000
blr,2010,575300000
blr,2011,890600000
blr,2012,1053100000
blr,2013,1213500000
blr,2014,1231300000
blr,2015,931500000
blr,2016,976600000
blr,2017,1253800000
blr,2018,1445800000
blr,2019,1418800000
blr,2020,1013700000
blr,2021,1149960674.08
blr,2022,1486960391.02
blr,2023,1260612819.98
blz,1984,17750000
blz,1985,21049999.24
blz,1986,24399999.62
blz,1987,19350000.38
blz,1988,16950000.76
blz,1989,21950000.76
blz,1990,18450000.76
blz,1991,15600000.38
blz,1992,19750000
blz,1993,16500000
blz,1994,12968000.41
blz,1995,13896500
blz,1996,17250000
blz,1997,22700000
blz,1998,23400000
blz,1999,24416904.32
blz,2000,24868381
blz,2001,28397885.21247
blz,2002,26836163.72111
blz,2003,32151079.73139
blz,2004,33650128.54085
blz,2005,44693322.8446
blz,2006,63811950.78706
blz,2007,73119263.18668
blz,2008,76489003.31317
blz,2009,78578401.60294
blz,2010,78134569.59221
blz,2011,75323553.8226
blz,2012,75945646.68826
blz,2013,74401710.3702
blz,2014,80334417.62386
blz,2015,84744074.53778
blz,2016,96671006.68131
blz,2017,90214516.29712
blz,2018,92512738.78403
blz,2019,96816750.11849
blz,2020,120683619.4179
blz,2021,135359896.99718
blz,2022,142416852.72081
blz,2023,149567163.49161
bmu,2005,0
bmu,2006,1182490000
bmu,2007,1450138212.08335
bmu,2008,1390779867.42441
bmu,2009,1346066952.36915
bmu,2010,1261415800.63611
bmu,2011,1175291441.14365
bmu,2012,1190775526.82694
bmu,2013,1224886398.23913
bmu,2014,1335682709.83224
bmu,2015,1445391571.511
bmu,2016,1445943330.07813
bmu,2017,1505955305.05222
bmu,2018,1446756401.43
bmu,2019,1547229197.94003
bmu,2020,1574100922.762
bmu,2021,1655608129.09726
bmu,2022,1750000000
bmu,2023,1750000000
bol,1976,1399999.976
bol,1977,1799999.952
bol,1978,2000000
bol,1979,1000000
bol,1980,1399999.976
bol,1981,4699999.809
bol,1982,2700000.048
bol,1983,5000000
bol,1984,5800000.191
bol,1985,6000000
bol,1986,8000000
bol,1987,8600000.381
bol,1988,4500000
bol,1989,8500000
bol,1990,4599999.905
bol,1991,3400000.095
bol,1992,3799999.952
bol,1993,4199999.809
bol,1994,4500000
bol,1995,5400000
bol,1996,10700000
bol,1997,84900000
bol,1998,88400000
bol,1999,96000000
bol,2000,126870000
bol,2001,135280000
bol,2002,112900000
bol,2003,158166413.29679
bol,2004,210558668.51647
bol,2005,337040056.69911
bol,2006,602974070.716
bol,2007,1055366581.7028
bol,2008,1134718446.9388
bol,2009,1057930000
bol,2010,960212746.78551
bol,2011,1042996646.64182
bol,2012,1110532146.98188
bol,2013,1201339478.59819
bol,2014,1176966248.36876
bol,2015,1190958193.96267
bol,2016,1246634759.3559
bol,2017,1407996988.86426
bol,2018,1388281653.93941
bol,2019,1335620196.92987
bol,2020,1126517920.43532
bol,2021,1417462508.76989
bol,2022,1459221074.91625
bol,2023,1449389659.8976
bra,1975,82000000
bra,1976,81000000
bra,1977,61000000
bra,1978,113000000
bra,1979,73000000
bra,1980,111000000
bra,1981,124000000
bra,1982,57000000
bra,1983,29000000
bra,1984,46000000
bra,1985,40000000
bra,1986,40000000
bra,1987,42000000
bra,1988,32000000
bra,1989,120000000
bra,1990,573000000
bra,1991,1110000000
bra,1992,1791000000
bra,1993,1247000000
bra,1994,2068000000
bra,1995,2952000000
bra,1996,2059000000
bra,1997,1572000000
bra,1998,1236000000
bra,1999,1501000000
bra,2000,1349591000
bra,2001,1448914000
bra,2002,2003791000
bra,2003,2286680000
bra,2004,2812514000
bra,2005,2805358000
bra,2006,3287162000
bra,2007,3305694000
bra,2008,3642585000
bra,2009,2889159500
bra,2010,3082801866.11
bra,2011,3214602242.94
bra,2012,2784072055.49
bra,2013,2717675068.66
bra,2014,2647908513.04
bra,2015,2896909951.71
bra,2016,2739786526.59
bra,2017,2698770651.24
bra,2018,2933489276.49
bra,2019,3213621676.71
bra,2020,3566219438.48
bra,2021,4102018147.7
bra,2022,4973758734.57
bra,2023,4433700953.4
brb,1970,4400000.095
brb,1971,4607883.93
brb,1972,5100764.275
brb,1973,6380088.329
brb,1974,8133522.987
brb,1975,9213089.943
brb,1976,9649999.619
brb,1977,10000000
brb,1978,11699999.81
brb,1979,14199999.81
brb,1980,9100000.381
brb,1981,11050000.19
brb,1982,9050000.191
brb,1983,8449999.809
brb,1984,10399999.62
brb,1985,8149999.619
brb,1986,10800000.19
brb,1987,28200000.76
brb,1988,31950000.76
brb,1989,32000000
brb,1990,37900001.53
brb,1991,45150001.53
brb,1992,54500000
brb,1993,55349998.47
brb,1994,57200000.76
brb,1995,60900000
brb,1996,68000000
brb,1997,77000000
brb,1998,86750000
brb,1999,98700000
brb,2000,113200000
brb,2001,129950000
brb,2002,125061000
brb,2003,130500000
brb,2004,130508571.515
brb,2005,94455423.8
brb,2006,87348422.95
brb,2007,138674184.035
brb,2008,101160650.815
brb,2009,114476089.54
brb,2010,81868796.19
brb,2011,147293266.1916
brb,2012,152319842.44233
brb,2013,190981632.97983
brb,2014,188716960.99383
brb,2015,198038294.83448
brb,2016,157509039.9835
brb,2017,85175892.5
brb,2018,85175892.5
brb,2019,85175892.5
brb,2020,85175892.5
brb,2021,85175892.5
brb,2022,85175892.5
brb,2023,85175892.5
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0
brn,2012,0
brn,2013,0
brn,2014,0
brn,2015,0
brn,2016,0
brn,2017,0
brn,2018,0
brn,2019,0
brn,2020,869996.04537
brn,2021,892985.40123
brn,2022,870223.3102
brn,2023,893469.00882
btn,2005,0
btn,2006,2238933.57294
btn,2007,2933039.3767
btn,2008,3548930.80485
btn,2009,4866701.16845
btn,2010,8273480.86461
btn,2011,10460534.00472
btn,2012,18144730.43083
btn,2013,11804283.70604
btn,2014,14292342.89049
btn,2015,19656507.91922
btn,2016,34343456.66117
btn,2017,43153828.42558
btn,2018,58148515.79928
btn,2019,56658762.93851
btn,2020,83435182.58667
btn,2021,73367268.39471
btn,2022,95956453.62523
btn,2023,107937502.06117
bwa,1975,43136806.49
bwa,1976,61410015.11
bwa,1977,68886909.48
bwa,1978,57477024.08
bwa,1979,58281730.65
bwa,1980,77326385.5
bwa,1981,74575286.87
bwa,1982,56426345.83
bwa,1983,55883449.55
bwa,1984,49985622.41
bwa,1985,31273542.4
bwa,1986,37250999.45
bwa,1987,54319961.55
bwa,1988,54687019.35
bwa,1989,49382450.1
bwa,1990,85569969.18
bwa,1991,83500007.63
bwa,1992,93993293.76
bwa,1993,74285774.23
bwa,1994,69878875.73
bwa,1995,55334979.83556
bwa,1996,43258571.74515
bwa,1997,40925961.60255
bwa,1998,36255880.432
bwa,1999,26360203.53148
bwa,2000,18540860.96791
bwa,2001,17907642.66216
bwa,2002,19073417.48692
bwa,2003,27309329.15762
bwa,2004,78656415.95936
bwa,2005,117744505.78981
bwa,2006,103859006.63774
bwa,2007,92191518.15089
bwa,2008,46823196.33501
bwa,2009,15209029.18598
bwa,2010,22321278.92393
bwa,2011,20409878.28881
bwa,2012,18103143.92428
bwa,2013,36004335.94328
bwa,2014,46123119.084
bwa,2015,30045619.5722
bwa,2016,24622501.68352
bwa,2017,38956561.46823
bwa,2018,44309897.40263
bwa,2019,59360104.14078
bwa,2020,44222901.88786
bwa,2021,60583609.67403
bwa,2022,62238030.21948
bwa,2023,70025203.60946
caf,1977,1965974.45
caf,1978,988230.4668
caf,1980,37864.5249
caf,1981,11040.3122
caf,1982,36517.8697
caf,1983,20993.7375
caf,1984,21151.9469
caf,1985,21310.1581
caf,1986,21468.3693
caf,1987,21626.5805
caf,1988,21784.7917
caf,1989,21943.0029
caf,1990,80803.6923
caf,1991,141790.2112
caf,1992,150354.7579
caf,1993,158919.3046
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,0
caf,2009,0
caf,2010,0
caf,2011,0
caf,2012,0
caf,2013,0
caf,2014,0
caf,2015,0
caf,2016,0
caf,2017,0
caf,2018,0
caf,2019,0
caf,2020,0
caf,2021,0
caf,2022,0
caf,2023,0
can,1995,486450124.19658
can,1996,557614596.99196
can,1997,492323809.92889
can,1998,495453434.25793
can,1999,657130051.1186
can,2000,554559608.30099
can,2001,611188719.32973
can,2002,635318060.39028
can,2003,672291476.85486
can,2004,827662792.75792
can,2005,933656853.33604
can,2006,1085691997.21255
can,2007,1177479621.67601
can,2008,1299412196.87697
can,2009,1196444724.41024
can,2010,1199157750.27888
can,2011,1227344978.04621
can,2012,1254600489.98476
can,2013,1336538605.70778
can,2014,1351304689.29191
can,2015,1274255368.12748
can,2016,1289324860.09108
can,2017,1268185480.31644
can,2018,1295567216.75409
can,2019,1311782569.26068
can,2020,821832443.66548
can,2021,831502696.66245
can,2022,863836976.43937
can,2023,847193218.59567
che,1977,405654205.3
che,1978,536905273.4
che,1979,592401001
che,1980,608697814.9
che,1981,442919036.9
che,1982,527022216.8
che,1983,551177673.3
che,1984,495811492.9
che,1985,498550140.4
che,1986,651503234.9
che,1987,779242553.7
che,1988,826214721.7
che,1989,755107971.2
che,1990,923652832
che,1991,987244201.7
che,1992,1044645752
che,1993,1052437988
che,1994,1212114624
che,1995,1473188518.65763
che,1996,1390360919.41004
che,1997,1208285603.54852
che,1998,1226985564.1241
che,1999,1221534901.44819
che,2000,994933149.51959
che,2001,1176038086.22683
che,2002,1225420692.98309
che,2003,1533293465.90357
che,2004,1695345813.35115
che,2005,1721477365.19693
che,2006,1795179912.44818
che,2007,1795617229.75524
che,2008,2214728945.76683
che,2009,2341619108.8295
che,2010,2494622576.5954
che,2011,2615246749.25133
che,2012,2420420106.33255
che,2013,2437063151.98786
che,2014,2406168040.98436
che,2015,2516975788.92797
che,2016,2524093962.73986
che,2017,2591809297.96896
che,2018,2550734394.8547
che,2019,2549309963.18163
che,2020,2824692041.18766
che,2021,3142088776.69368
che,2022,3247920163.01764
che,2023,3431550576.98293
chl,1983,1000000
chl,1984,1000000
chl,1985,1000000
chl,1986,400000.006
chl,1987,500000
chl,1988,100000.0015
chl,1989,1299999.952
chl,1990,400000.006
chl,2000,13300000
chl,2001,11900000
chl,2002,12400000
chl,2003,11800000
chl,2004,11600000
chl,2005,0
chl,2006,0
chl,2007,0
chl,2008,0
chl,2009,51938053.6777
chl,2010,62324923.1059
chl,2011,70917381.89502
chl,2012,72030040.74438
chl,2013,71108144.90652
chl,2014,60612706.4164
chl,2015,58992215.83812
chl,2016,64551112.66351
chl,2017,66541753.58769
chl,2018,69856849.78734
chl,2019,69372771.3618
chl,2020,66197477.59113
chl,2021,66484972.95807
chl,2022,69392670.43422
