geo,time,gc_lbl_totl_gd_zs
bhs,2009,3.93704
bhs,2010,3.1325
bhs,2011,1.52572
bhs,2012,3.27533
bhs,2013,7.39664
bhs,2014,4.18342
bhs,2015,4.33694
bhs,2016,2.92913
bhs,2017,4.73584
bhs,2018,5.40858
bhs,2019,2.24412
bhs,2020,6.80871
bhs,2021,14.90413
bih,2005,0.43062
bih,2006,-0.39808
bih,2007,0.67577
bih,2008,2.12157
bih,2009,6.73541
bih,2010,1.81261
bih,2011,2.28301
bih,2012,3.42226
bih,2013,2.94818
bih,2014,2.29882
bih,2015,0.64337
bih,2016,2.14509
bih,2017,-2.29071
bih,2018,-0.22308
bih,2019,1.42372
bih,2020,2.83287
bih,2021,3.54775
bih,2022,1.01395
blr,1992,5.1087
blr,1993,4.91371
blr,1994,5.11549
blr,1995,2.57086
blr,1996,2.01784
blr,1997,2.59725
blr,1998,1.1441
blr,1999,0.44559
blr,2000,-0.26407
blr,2001,0.72264
blr,2002,0.47428
blr,2003,1.25383
blr,2004,1.11835
blr,2005,1.60605
blr,2006,1.25035
blr,2007,3.46761
blr,2008,3.5827
blr,2009,6.80471
blr,2010,2.48102
blr,2011,7.81393
blr,2012,0.7157
blr,2013,0.27432
blr,2014,0.22966
blr,2015,-0.48676
blr,2016,-0.02588
blr,2017,2.03559
blr,2018,0.19873
blr,2019,0.31691
blr,2020,1.95833
blz,1990,1.71556
blz,1991,1.93664
blz,1992,4.0292
blz,1993,3.70792
blz,1994,2.28801
blz,1995,2.32425
blz,1996,3.34099
blz,1997,-0.05478
blz,1998,0.58731
blz,1999,2.46087
blz,2000,9.03123
blz,2001,3.66376
blz,2002,5.52636
blz,2003,8.4621
blz,2004,13.09547
blz,2005,-6.33999
blz,2006,1.79156
blz,2007,1.17025
blz,2008,-0.44396
blz,2009,0.59134
blz,2010,2.94188
blz,2011,1.74894
bol,1986,0.04468
bol,1987,-0.87751
bol,1988,0.43774
bol,1989,1.46369
bol,1990,1.75612
bol,1991,-0.07945
bol,1992,2.20541
bol,1993,3.56188
bol,1994,1.56207
bol,1995,2.00713
bol,1996,3.50484
bol,1997,3.31862
bol,1998,3.13825
bol,1999,2.68169
bol,2000,2.98738
bol,2001,6.93969
bol,2002,6.55772
bol,2003,8.6659
bol,2004,7.17102
bol,2005,3.73601
bol,2006,-10.25003
bol,2007,-0.30526
bra,2010,6.52915
bra,2011,4.55705
bra,2012,5.66236
bra,2013,2.89291
bra,2014,5.42731
bra,2015,9.06295
bra,2016,8.5145
bra,2017,8.3894
bra,2018,6.04699
bra,2019,6.47455
bra,2020,10.01979
bra,2021,7.58013
brb,2003,1.04131
brb,2005,3.18788
brb,2006,1.07401
brb,2007,11.38522
brb,2008,6.71601
brb,2009,10.72692
brb,2010,10.12682
brb,2011,7.21867
brb,2012,11.54682
brb,2013,9.37793
brb,2014,9.90567
brb,2015,10.58172
brb,2016,4.80489
btn,1982,1.24128
btn,1983,1.6998
btn,1984,-1.12463
btn,1985,10.16498
btn,1986,3.93959
btn,1988,5.2565
btn,1989,10.95313
btn,1990,7.74287
btn,1991,0.86004
btn,1992,3.94932
btn,1993,-4.51915
btn,1994,0.57358
btn,1995,-0.04459
btn,1996,-2.23055
btn,1997,2.34468
btn,1998,-0.98559
btn,1999,1.79671
btn,2000,4.03084
btn,2001,11.66743
btn,2002,4.66616
btn,2003,10.29166
btn,2004,-1.79848
btn,2005,7.09188
btn,2006,0.54354
btn,2007,0.73455
btn,2008,-2.46968
btn,2009,-2.04027
btn,2010,0.27202
btn,2011,0.61395
btn,2012,-1.2783
btn,2013,0.47041
btn,2014,-0.605
btn,2015,13.32733
btn,2016,19.73377
btn,2017,10.84991
btn,2018,4.17258
btn,2019,1.0091
btn,2020,6.796
bwa,1990,-0.72203
bwa,1991,2.21309
bwa,1992,-0.65387
bwa,1993,1.62297
bwa,1994,0.10932
bwa,1995,-0.13878
bwa,1996,0.62985
bwa,2006,-1.00061
bwa,2007,0.3259
bwa,2008,0.12082
bwa,2009,7.16811
bwa,2010,5.19762
bwa,2011,0.37465
bwa,2012,-2.30635
bwa,2013,1.26896
bwa,2014,0.72403
bwa,2015,-1.81781
bwa,2016,-2.90501
bwa,2017,0.66421
bwa,2018,-0.83956
bwa,2019,0.71019
bwa,2020,3.16247
bwa,2021,3.23512
caf,2004,1.40693
caf,2008,1.21692
caf,2014,-0.21753
caf,2015,0.49865
caf,2016,1.06984
caf,2017,-0.19684
caf,2018,-0.30684
caf,2019,-3.50092
caf,2020,0.0986
caf,2021,3.63129
can,1995,4.29162
can,1996,2.80008
can,1997,0.2223
can,1998,0.15236
can,1999,1.23482
can,2000,-1.34947
can,2001,1.54639
can,2002,-0.85726
can,2003,0.22634
can,2004,-1.3678
can,2005,1.70565
can,2006,-0.5127
can,2007,-1.14594
can,2008,6.45247
can,2009,5.52594
can,2010,3.05742
can,2011,2.48413
can,2012,2.87242
can,2013,1.27365
can,2014,-0.89032
can,2015,2.90071
can,2016,-0.05475
can,2017,1.99123
can,2018,0.35296
can,2019,1.10306
can,2020,18.77108
can,2021,6.28514
can,2022,2.25994
che,2008,-0.68194
che,2009,-1.90444
che,2010,-0.10974
che,2011,-0.25078
che,2012,0.55427
che,2013,-0.06503
che,2014,-0.20584
che,2015,-0.4392
che,2016,-0.79835
che,2017,0.49613
che,2018,-0.60969
che,2019,0.03494
che,2020,1.31351
che,2021,0.80501
chl,2000,-0.67696
chl,2001,-0.22443
chl,2002,-0.42086
chl,2003,0.11479
chl,2004,-0.75303
chl,2005,-2.62605
chl,2006,-1.89513
chl,2007,-1.34336
chl,2008,-0.62466
chl,2009,0.35729
chl,2010,2.46376
chl,2011,1.79766
chl,2012,0.45018
chl,2013,0.13907
chl,2014,1.72768
chl,2015,1.91297
chl,2016,3.34535
chl,2017,3.09317
chl,2018,1.73571
chl,2019,2.19578
chl,2020,4.03883
chl,2021,6.04546
chn,2012,1.0251
chn,2013,1.54836
chn,2014,1.38425
chn,2015,1.58874
chn,2016,1.80429
chn,2017,1.76716
chn,2018,1.61401
chn,2019,1.86826
chn,2020,4.03208
chn,2021,2.07019
civ,1995,2.64811
civ,2003,2.13651
civ,2004,1.02355
civ,2005,1.12911
civ,2007,0.61748
civ,2008,-0.00461
civ,2009,-0.25444
civ,2010,1.71213
civ,2011,4.04338
civ,2012,1.31969
civ,2013,2.60566
civ,2014,2.84553
civ,2015,3.20456
civ,2016,2.83801
civ,2017,4.34027
civ,2018,3.56326
civ,2019,3.11418
civ,2020,7.47757
civ,2021,5.13972
cmr,1991,4.2698
cmr,1992,2.32936
cmr,1993,0.76843
cmr,1994,2.00681
cmr,1995,-0.15213
cmr,2012,2.40822
cmr,2013,3.36723
cmr,2014,3.09304
cmr,2015,4.76446
cmr,2016,2.60198
cmr,2017,5.26123
cmr,2018,1.3817
cmr,2019,3.52438
cmr,2020,3.39424
cmr,2021,2.36209
cog,2004,8.30556
cog,2005,5.2348
cog,2006,-6.9413
cog,2007,-10.03212
cog,2008,-14.37062
cog,2009,-5.08751
cog,2010,-21.98117
cog,2011,-0.08404
cog,2012,5.68235
cog,2013,2.36871
cog,2014,4.96799
cog,2015,11.19827
cog,2016,11.58308
cog,2017,2.58759
cog,2018,-8.14174
cog,2019,0.59955
cog,2020,4.09564
col,1998,5.40397
col,1999,7.51826
col,2000,4.47595
col,2003,6.39886
col,2008,1.36549
col,2009,4.28405
col,2010,7.08521
col,2011,-2.70717
col,2012,4.67644
col,2013,5.74677
col,2014,3.65149
col,2015,3.57716
col,2016,5.05455
col,2017,2.59098
col,2018,4.1176
col,2019,2.88483
col,2020,11.99444
col,2021,7.02771
col,2022,5.68593
cri,2021,7.11108
cyp,1975,2.87938
cyp,1976,7.59209
cyp,1977,2.40605
cyp,1978,7.37019
cyp,1979,6.52112
cyp,1980,9.60542
cyp,1981,6.39726
cyp,1982,6.96556
cyp,1983,9.02261
cyp,1984,6.02662
cyp,1985,6.58211
cyp,1986,4.16578
cyp,1987,6.49421
cyp,1988,6.69372
cyp,1989,4.66702
cyp,1990,9.7728
cyp,1991,13.32539
cyp,1992,10.70457
cyp,1993,6.71607
cyp,1994,1.95632
cze,1993,-0.48842
cze,1994,0.15036
deu,1975,3.00642
deu,1976,1.5267
deu,1977,1.47226
deu,1978,1.76961
deu,1979,1.682
deu,1980,1.62152
deu,1981,2.24539
deu,1982,1.94381
deu,1983,1.61702
deu,1984,1.3583
deu,1985,1.08925
deu,1986,0.97799
deu,1987,1.1987
deu,1988,1.41013
deu,1989,0.62313
deu,1990,2.27213
dnk,1995,0.47854
dnk,1996,0.08042
dnk,1997,-0.64539
dnk,1998,-2.85475
dnk,1999,0.27853
dnk,2000,-2.85867
dnk,2001,-1.85173
dnk,2002,0.24371
dnk,2003,-0.95667
dnk,2004,-2.62596
dnk,2005,-5.77326
dnk,2006,-0.58451
dnk,2007,-5.96839
dnk,2008,6.7138
dnk,2009,5.27564
dnk,2010,4.74658
dnk,2011,4.33321
dnk,2012,-0.05763
dnk,2013,0.39012
dnk,2014,1.01218
dnk,2015,-3.47277
dnk,2016,-1.04621
dnk,2017,-0.25067
dnk,2018,-1.10451
dnk,2019,1.21071
dnk,2020,10.14631
dnk,2021,-2.93162
dom,1990,0.00166
dom,1991,-0.49526
dom,1992,-1.02773
dom,1995,-0.7555
dom,1996,-0.74601
dom,1998,-0.53658
dom,1999,-0.10693
dom,2003,2.6448
dom,2004,2.46599
dom,2005,1.90808
dom,2006,1.31828
dom,2007,0.15118
dom,2008,3.75618
dom,2009,3.9478
dom,2010,3.62359
dom,2011,3.2931
dom,2012,6.0193
dom,2013,3.76137
dom,2014,2.50957
dom,2015,-0.10179
dom,2016,3.09627
dom,2017,3.22352
dom,2018,3.03267
dom,2019,3.84899
dom,2020,11.12282
dom,2021,3.60571
ecu,2013,8.12439
ecu,2014,7.57816
ecu,2015,5.32315
ecu,2016,9.17501
ecu,2017,5.81465
ecu,2018,3.97271
ecu,2019,6.65666
ecu,2020,9.5576
ecu,2021,6.69291
egy,2002,16.07575
egy,2003,17.13102
egy,2004,14.47414
egy,2005,14.62154
egy,2006,3.24591
egy,2007,7.77833
egy,2008,9.72261
egy,2009,9.68029
egy,2010,9.41381
egy,2011,11.42776
egy,2012,10.44677
esp,1972,1.1603
esp,1973,0.48667
esp,1974,1.22609
esp,1975,1.72268
esp,1976,1.46306
esp,1977,2.67291
esp,1978,1.9613
esp,1979,3.28865
esp,1980,3.73553
esp,1981,4.66121
esp,1982,5.30114
esp,1983,6.75486
esp,1984,8.09719
esp,1985,6.48467
esp,1986,4.34784
esp,1987,3.813
esp,1988,3.44609
esp,1989,2.32421
esp,1990,5.32763
esp,1991,3.25384
esp,1992,3.91383
esp,1993,10.21209
esp,1994,4.39127
esp,1995,6.5481
esp,1996,7.97773
esp,1997,2.85792
esp,1998,3.25559
esp,1999,2.54665
esp,2000,1.86261
esp,2001,-0.35454
esp,2002,0.56684
esp,2003,-0.8133
esp,2004,0.53786
esp,2005,-0.19291
esp,2006,-0.19739
esp,2007,-0.77053
esp,2008,3.91556
esp,2009,11.12754
esp,2010,4.73606
esp,2011,6.4552
esp,2012,17.95107
esp,2013,8.47902
esp,2014,6.71944
esp,2015,5.50183
esp,2016,4.22854
esp,2017,5.86401
esp,2018,4.91523
esp,2019,3.08651
esp,2020,13.08353
esp,2021,10.16313
eth,1990,6.99174
eth,1991,5.78539
eth,1992,4.96895
eth,1993,4.8449
eth,1994,6.52641
eth,1995,4.43469
eth,1996,2.86103
eth,1997,1.47538
eth,1998,3.05139
eth,1999,4.20192
eth,2001,4.20211
eth,2002,7.45924
eth,2003,5.43249
eth,2004,4.84107
eth,2005,5.32512
eth,2006,22.50768
eth,2007,20.83305
eth,2008,16.32675
eth,2009,14.61053
eth,2010,13.26847
eth,2011,12.11135
eth,2012,8.87417
eth,2013,4.38237
eth,2014,4.36447
eth,2015,4.23243
eth,2016,4.95115
eth,2017,4.23281
eth,2018,4.68915
eth,2019,3.9142
eth,2020,3.64849
fin,1972,-0.34024
fin,1973,-1.03212
fin,1974,-0.47775
fin,1975,0.7056
fin,1976,0.75079
fin,1977,1.12753
fin,1978,3.11893
fin,1979,1.97177
fin,1980,1.77847
fin,1981,1.21589
fin,1982,2.13639
fin,1983,2.62045
fin,1984,1.66709
fin,1985,1.0121
fin,1986,1.11574
fin,1987,1.81287
fin,1988,0.0627
fin,1989,-0.78816
fin,1990,0.22022
fin,1991,5.1175
fin,1992,14.02882
fin,1993,16.72519
fin,1994,13.49596
fji,1995,3.0842
fji,2006,4.13357
fji,2007,31.51487
fji,2008,25.37771
fji,2009,20.86278
fji,2010,-4.32483
fji,2011,-2.10002
fji,2012,-1.79156
fji,2013,-1.0884
fji,2014,3.25104
fji,2015,2.61829
fji,2016,3.34933
fji,2017,3.46951
fji,2018,6.4119
fji,2019,5.17315
fji,2020,33.736
fji,2021,22.5482
fra,1972,0.14613
fra,1973,0.07644
fra,1974,-0.38592
fra,1975,2.9601
fra,1976,1.10725
fra,1977,1.77389
fra,1978,2.4445
fra,1979,1.54666
fra,1980,1.05959
fra,1981,2.50502
fra,1982,4.8077
fra,1983,2.80988
fra,1984,3.46068
fra,1985,3.30576
fra,1986,2.53584
fra,1987,2.28689
fra,1988,1.37938
fra,1989,2.32159
fra,1990,2.20958
fra,1991,1.18278
fra,1992,4.43201
fra,1993,6.14404
fra,1994,4.22125
fsm,2008,3.0716
fsm,2009,0.65403
fsm,2010,-0.23416
fsm,2011,2.29656
fsm,2012,2.52855
fsm,2013,-1.65233
fsm,2014,-2.76044
fsm,2015,2.72896
fsm,2016,2.09291
fsm,2017,7.67461
fsm,2018,-4.96424
fsm,2019,-1.44124
fsm,2020,1.37001
gab,2012,-1.88194
gab,2013,0.31837
gab,2014,-2.37089
gab,2015,0.96942
gab,2016,2.42351
gab,2017,0.76876
gab,2018,0.35838
gab,2019,-3.11433
gbr,1972,0.4467
gbr,1973,3.63005
gbr,1974,4.74808
gbr,1975,6.89368
gbr,1976,5.73194
gbr,1977,8.93672
gbr,1978,3.87125
gbr,1979,6.01516
gbr,1980,4.20614
gbr,1981,3.37403
gbr,1982,2.70577
gbr,1983,4.33126
gbr,1984,3.08578
gbr,1985,2.73678
gbr,1986,2.89829
gbr,1987,0.3895
gbr,1988,-1.04657
gbr,1989,-0.58675
gbr,1990,-0.84217
gbr,1991,0.75791
gbr,1992,3.72331
gbr,1993,6.41329
gbr,1994,4.02149
gbr,1995,7.22912
gbr,1996,5.20983
gbr,1997,4.15482
gbr,1998,2.43134
gbr,1999,2.02615
gbr,2000,4.09874
gbr,2001,1.04311
gbr,2002,4.21883
gbr,2003,5.84294
gbr,2004,6.88617
gbr,2005,6.08134
gbr,2006,5.83079
gbr,2007,5.74987
gbr,2008,12.14037
gbr,2009,16.68181
gbr,2010,7.10701
gbr,2011,10.59241
gbr,2012,10.27386
gbr,2013,5.39647
gbr,2014,6.89082
gbr,2015,5.00729
gbr,2016,4.78229
gbr,2017,4.36094
gbr,2018,4.67918
gbr,2019,4.73635
gbr,2020,18.67757
gbr,2021,10.47816
geo,1995,5.70265
geo,1996,6.06437
geo,1997,6.36018
geo,1998,3.63394
geo,1999,4.18948
geo,2000,1.40904
geo,2001,1.25562
geo,2002,1.90759
geo,2003,1.6429
geo,2004,0.41733
geo,2005,-0.57224
geo,2006,-0.58594
geo,2007,0.08533
geo,2008,5.04433
geo,2009,4.97943
geo,2010,5.84742
geo,2011,2.28897
geo,2012,2.23599
geo,2013,0.77886
geo,2014,3.23577
geo,2015,2.77354
geo,2016,2.98164
geo,2017,2.78743
geo,2018,2.53322
geo,2019,2.87944
geo,2020,12.78895
geo,2021,4.29826
geo,2022,3.90124
gha,2003,2.94133
gha,2004,1.91251
gha,2005,0.79519
gha,2006,4.20879
gha,2007,4.49334
gha,2008,6.31347
gha,2009,5.45805
gha,2010,6.31244
gha,2011,3.79883
gha,2012,11.57193
gha,2013,7.59546
gha,2014,7.279
gha,2015,4.77336
gha,2016,6.34008
gha,2017,4.65937
gha,2018,3.78264
gha,2019,4.73766
gha,2020,11.45527
gnb,2017,2.28533
gnb,2019,5.06739
gnq,2006,-0.5332
gnq,2007,-0.2982
gnq,2008,-0.03441
gnq,2009,-0.02517
gnq,2010,0.58126
gnq,2011,1.42568
gnq,2012,-0.43921
gnq,2013,2.17425
gnq,2014,0.92582
grc,1990,19.64802
gtm,2000,1.72813
gtm,2001,2.56175
gtm,2002,0.40064
gtm,2003,3.41241
gtm,2004,2.89553
gtm,2005,2.5374
gtm,2006,2.41909
gtm,2007,2.16084
gtm,2008,0.85036
gtm,2009,2.80709
gtm,2010,3.44169
gtm,2011,2.36018
gtm,2012,1.9115
gtm,2013,2.09748
gtm,2014,1.86318
gtm,2015,1.59943
gtm,2016,1.64088
gtm,2017,1.47798
gtm,2018,2.00124
gtm,2019,1.96135
gtm,2020,5.54383
gtm,2021,2.87895
hnd,1972,3.35616
hnd,1973,0.67397
hnd,1974,1.68681
hnd,1975,2.12633
hnd,1976,2.85237
hnd,2003,3.66761
hnd,2004,3.05491
hnd,2005,1.20555
hnd,2006,1.97592
hnd,2007,2.36209
hnd,2008,1.46888
hnd,2009,5.89037
hnd,2010,2.93087
hnd,2011,3.5301
hnd,2012,6.59094
hnd,2013,9.68007
hnd,2014,3.42472
hnd,2015,2.32598
hun,1991,7.89664
hun,1992,3.88983
hun,1993,8.76967
hun,1994,5.6063
hun,1995,15.76067
hun,1996,3.60072
hun,1997,2.59329
hun,1998,5.27716
hun,1999,4.78583
hun,2000,0.82039
hun,2001,6.65878
hun,2002,7.80145
hun,2003,6.63587
hun,2004,8.01935
hun,2005,5.30054
hun,2006,7.95109
hun,2007,4.40332
hun,2008,8.23212
hun,2009,3.76629
hun,2010,2.3529
hun,2011,9.92996
hun,2012,1.64864
hun,2013,3.70211
hun,2014,4.96546
hun,2015,2.55231
hun,2016,2.83524
hun,2017,3.31466
hun,2018,4.26301
hun,2019,2.15573
hun,2020,12.89726
hun,2021,7.14446
idn,1972,2.49781
idn,1973,2.53206
idn,1974,1.81173
idn,1975,3.81254
idn,1976,4.6099
idn,1977,2.75634
idn,1978,3.26651
idn,1979,2.83837
idn,1980,2.34786
idn,1981,2.2933
idn,1982,1.88152
idn,1983,2.77078
idn,1984,-1.01201
idn,1985,1.11169
idn,1986,3.63252
idn,1987,0.85405
idn,1988,3.36231
idn,1989,1.92482
idn,1990,0.6994
idn,1991,1.05166
idn,1992,-0.0254
idn,1993,-0.00212
idn,1994,-1.20297
idn,1996,-1.07348
idn,1997,0.08538
idn,1998,6.20435
idn,1999,0.79247
idn,2002,-0.02137
idn,2003,-0.327
idn,2004,-0.44029
idn,2008,1.46907
idn,2009,1.60718
idn,2010,1.3936
idn,2011,1.36506
idn,2012,1.63414
idn,2013,2.33095
idn,2014,2.41948
idn,2015,3.30475
idn,2016,3.2497
idn,2017,3.15734
idn,2018,2.50714
idn,2019,2.76352
idn,2020,7.96219
idn,2021,5.11321
ind,1974,3.04619
ind,1975,4.3151
ind,1976,3.50173
ind,1977,5.97077
ind,1978,2.27476
ind,1979,5.26294
ind,1980,6.14703
ind,1981,4.78193
ind,1982,7.49995
ind,1983,4.37145
ind,1984,6.95155
ind,1985,7.82015
ind,1986,8.73052
ind,1987,7.65949
ind,1988,7.60732
ind,1989,7.33441
ind,1990,7.61661
ind,1991,5.41449
ind,1992,5.17212
ind,1993,7.02632
ind,1994,5.40343
ind,1995,5.10135
ind,1996,4.76206
ind,1997,4.85998
ind,1998,5.18875
ind,1999,5.29513
ind,2000,5.36122
ind,2001,5.98067
ind,2002,5.0618
ind,2003,2.8766
ind,2004,5.1204
ind,2005,4.27045
ind,2006,2.40766
ind,2007,2.26419
ind,2008,4.62388
ind,2009,6.20887
ind,2010,4.41576
ind,2011,5.66634
ind,2012,4.88354
ind,2013,4.6777
ind,2014,3.85119
ind,2015,3.71978
ind,2016,3.18713
ind,2017,3.42554
ind,2018,3.03528
irl,1999,-0.80719
irl,2000,-4.24166
irl,2001,1.68729
irl,2002,1.73164
irl,2003,1.19181
irl,2004,0.14335
irl,2005,0.40104
irl,2006,-0.43912
irl,2007,2.00082
irl,2008,17.37264
irl,2009,15.56633
irl,2010,24.91287
irl,2011,14.74463
irl,2012,11.67494
irl,2013,3.20577
irl,2014,-5.53502
irl,2015,-1.25791
irl,2016,-1.07141
irl,2017,-0.07321
irl,2018,5.74868
irl,2019,-0.65012
irl,2020,3.82929
irl,2021,4.57395
irn,1999,0.69
irn,2000,1.13495
irn,2001,0.38162
irn,2002,2.81753
irn,2003,0.8844
irn,2004,-0.82711
irn,2005,-0.36448
irn,2006,1.2006
irq,2014,3.27465
irq,2015,6.96231
irq,2016,6.02849
irq,2017,3.71876
irq,2018,1.33313
irq,2019,-0.36834
isl,1972,3.7378
isl,1973,2.96973
isl,1974,4.06753
isl,1975,5.95644
isl,1976,2.46605
isl,1977,4.3146
isl,1978,2.25263
isl,1979,2.41621
isl,1980,1.08737
isl,1981,1.20789
isl,1982,2.53796
isl,1983,3.34343
isl,1984,2.24773
isl,1985,3.69252
isl,1986,4.7079
isl,1987,2.06079
